eventId,expandedMinute,id,isTouch,minute,qualifiers,satisfiedEventsTypes,second,teamId,x,y,outcomeType_displayName,outcomeType_value,period_displayName,period_value,type_displayName,type_value,endX,endY,playerId,blockedX,blockedY,goalMouthY,goalMouthZ,isShot,cardType_displayName,cardType_value,isGoal,relatedEventId,relatedPlayerId,$idx,$len,field,satisfiers,text,minuteInfo_expandedMinute,minuteInfo_extraTime,minuteInfo_isEndOfPeriod,minuteInfo_minute,minuteInfo_minuteString,minuteInfo_period,type_$idx,type_$len,Assist
605,89,2204384809,True,86,"[{'type': {'displayName': 'LowCentre', 'value': 78}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '938'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'GoalMouthY', 'value': 102}, 'value': '48.2'}, {'type': {'displayName': 'Assisted', 'value': 29}}, {'type': {'displayName': 'RightFoot', 'value': 20}}, {'type': {'displayName': 'BlockedY', 'value': 147}, 'value': '52.3'}, {'type': {'displayName': 'GoalMouthZ', 'value': 103}, 'value': '13.9'}, {'type': {'displayName': 'BlockedX', 'value': 146}, 'value': '98.6'}, {'type': {'displayName': 'RelatedEventId', 'value': 55}, 'value': '604'}, {'type': {'displayName': 'BoxLeft', 'value': 64}}, {'type': {'displayName': 'RegularPlay', 'value': 22}}]","[90, 8, 9, 1, 3, 11]",22,228,85.0,63.3,Successful,1,SecondHalf,2,SavedShot,15,,,322096.0,98.6,52.3,48.2,13.9,True,,,,604.0,277239.0,11.0,20.0,2.0,"[{'$idx': 0, '$len': 6, 'id': 90, 'name': 'touches'}, {'$idx': 1, '$len': 6, 'id': 8, 'name': 'shotOnTarget'}, {'$idx': 2, '$len': 6, 'id': 9, 'name': 'shotsTotal'}, {'$idx': 3, '$len': 6, 'id': 1, 'name': 'shotPenaltyArea'}, {'$idx': 4, '$len': 6, 'id': 3, 'name': 'shotOpenPlay'}, {'$idx': 5, '$len': 6, 'id': 11, 'name': 'shotRightFoot'}]","Houssem Aouar has attempt saved (Low to the centre, 18-yard box, Right footed, Open play) ",89.0,0.0,False,86,87,2,,,True
