player_id,position,player,age,team_id,team,foot,total_scoring_att,ontarget_scoring_att,blocked_scoring_att,goals,own_goals,post_scoring_att,total_pass,accurate_pass,total_cross,accurate_cross,total_fwd_zone_pass,accurate_fwd_zone_pass,total_through_ball,accurate_through_ball,goal_assist,ontarget_att_assist,total_att_assist,total_tackle,won_tackle,won_corners,lost_corners,total_offside,fouls,hand_ball,dangerous_play,was_fouled,total_contest,won_contest,saves,interception,total_clearance,effective_clearance,total_claim,good_claim,punches,six_second_violation,back_pass,total_long_balls,accurate_long_balls,passes_right,passes_left,total_high_claim,good_high_claim,total_one_on_one,good_one_on_one,stand_save,dive_save,stand_catch,dive_catch,mins_played,att_sbx_centre,att_sbx_right,att_sbx_left,att_bx_centre,att_bx_right,att_bx_left,att_obx_centre,att_obx_right,att_obx_left,att_lg_centre,att_lg_right,att_lg_left,att_bxd_right,att_bxd_left,att_obxd_right,att_obxd_left,att_sv_high_centre,att_sv_high_right,att_sv_high_left,att_sv_low_centre,att_sv_low_right,att_sv_low_left,att_goal_high_centre,att_goal_high_right,att_goal_high_left,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_post_high,att_post_left,att_post_right,att_miss_high_right,att_miss_high_left,att_miss_high,att_miss_right,att_miss_left,att_cmiss_high_right,att_cmiss_high_left,att_cmiss_high,att_cmiss_right,att_cmiss_left,att_rf_goal,att_lf_goal,att_hd_goal,att_rf_miss,att_lf_miss,att_hd_miss,att_rf_target,att_lf_target,att_hd_target,att_rf_post,att_lf_post,att_hd_post,att_corner,att_setpiece,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_target,att_freekick_post,att_pen_goal,att_pen_miss,att_pen_target,att_pen_post,att_rf_total,att_lf_total,att_hd_total,att_freekick_total,yellow_card,red_card,penalty_conceded,goals_conceded,clean_sheet,_perm_user,_perm_group,_perm_access,att_ibox_goal,att_ibox_target,att_ibox_miss,att_ibox_post,att_ibox_blocked,att_obox_goal,att_obox_target,att_obox_miss,att_obox_post,att_obox_blocked,att_obp_total,att_obp_goal,att_obp_target,att_obp_miss,att_obp_post,att_obp_blocked,offtarget_att_assist,total_back_zone_pass,accurate_back_zone_pass,last_man_contest,last_man_tackle,outfielder_block,total_sub_on,total_sub_off,total_cross_nocorner,accurate_cross_nocorner,total_corners_intobox,accurate_corners_intobox,clearance_off_line,goals_conceded_ibox,goals_conceded_obox,saved_ibox,saved_obox,saved_setpiece,attempts_conceded_ibox,attempts_conceded_obox,six_yard_block,total_throws,accurate_throws,total_attacking_pass,penalty_save,second_yellow,game_started,head_pass,challenge_lost,aerial_won,aerial_lost,goal_kicks,pen_goals_conceded,accurate_goal_kicks,keeper_throws,accurate_keeper_throws,duel_won,duel_lost,head_clearance,effective_head_clearance,crosses_18yard,crosses_18yardplus,interceptions_in_box,long_pass_own_to_opp,long_pass_own_to_opp_success,ball_recovery,keeper_pick_up,cross_not_claimed,gk_smother,offside_provoked,error_lead_to_shot,error_lead_to_goal,turnover,dispossessed,shot_off_target,touches,final_third_entries,corner_taken,total_launches,accurate_launches,total_layoffs,accurate_layoffs,goal_assist_intentional,penalty_won,total_chipped_pass,accurate_chipped_pass,total_flick_on,accurate_flick_on,shield_ball_oop,foul_throw_in,blocked_cross,effective_blocked_cross,penalty_faced,total_pull_back,accurate_pull_back,total_keeper_sweeper,accurate_keeper_sweeper,goal_assist_openplay,goal_assist_setplay,att_assist_openplay,att_assist_setplay,overrun,interception_won,big_chance_created,big_chance_missed,big_chance_scored,unsuccessful_touch,fwd_pass,backward_pass,leftside_pass,rightside_pass,total_final_third_passes,successful_final_third_passes,rescinded_red_card,second_goal_assist,hit_woodwork,diving_save,goal_fastbreak,shot_fastbreak,poss_won_def_3rd,poss_won_mid_3rd,poss_won_att_3rd,poss_lost_all,poss_lost_ctrl,pen_area_entries,goal_assist_deadball,goals_conc_onfield,shots_conc_onfield,total_fastbreak,att_one_on_one,fouled_final_third,goals_openplay,att_openplay,freekick_cross,accurate_freekick_cross,assist_pass_lost,assist_blocked_shot,assist_attempt_saved,assist_post,assist_free_kick_won,assist_handball_won,assist_own_goal,assist_penalty_won,open_play_pass,successful_open_play_pass,attempted_tackle_foul,fifty_fifty,successful_fifty_fifty,put_through,successful_put_through,blocked_pass,failed_to_block,touches_in_opp_box,att_corner_goal,att_ifreekick_goal,att_throw_goal,att_throw,attempts_ibox,attempts_obox,expected_goals,expected_goals_nonpenalty,expected_goals_openplay,expected_goals_setplay,expected_goals_hd,expected_goals_lf,expected_goals_rf,expected_goals_freekick,expected_goals_conceded,expected_goals_nonpenalty_conceded,expected_goalsontarget,expected_goalsontarget_nonpenalty,expected_goalsontarget_freekick,expected_goalsontarget_conceded,expected_goalsontarget_nonpenalty_conceded,expected_assists,expected_assists_setplay,expected_assists_openplay
240508,Defender,Bryce Hosanah,21.2,2,Leeds United,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480216,Midfielder,Mateusz Bogusz,18.9,2,Leeds United,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467113,Midfielder,Alfie McCalmont,20.3,2,Leeds United,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214987,Goalkeeper,Kamil Miazek,23.9,2,Leeds United,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463912,Goalkeeper,Elia Caprile,18.8,2,Leeds United,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208912,Defender,Joe Worrall,23.5,17,Nottingham Forest,,14,3,3,1,1,0,1486,1204,0,0,461,301,0,0,3,9,10,26,15,3,31,4,16,0,0,12,1,1,0,48,196,196,0,0,0,0,0,241,117,44,223,0,0,0,0,0,0,0,0,3420,0,0,0,4,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,3,1,0,0,0,1,0,0,1,0,0,4,1,0,1,0,0,0,6,3,0,0,0,0,0,0,0,0,0,7,0,6,0,4,0,0,39,13,0,0,0,1,1,6,0,3,0,1,2,0,0,0,0,0,0,0,0,1,1025,903,0,1,52,0,0,0,0,0,0,2,37,2,0,0,0,303,198,1,4,4,0,0,0,38,245,11,124,68,3,1,0,0,0,161,95,109,109,0,0,11,313,184,162,0,0,0,25,0,0,12,1,8,1903,126,0,92,12,1,1,3,0,104,61,3,0,1,0,6,6,0,0,0,0,0,0,3,7,0,1,48,2,1,0,12,609,139,338,400,162,85,0,0,1,0,0,0,121,39,2,298,298,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1442,1174,7,0,0,21,9,21,0,38,1,0,0,0,11,3,0.830300003,0.830300003,0.148700001,0.681600003,0.542900003,0,0.287400004,0,48.61456019,47.03776011,0.29299999,0.29299999,0,41.78590005,39.81350013,1.208773897,0.00597265,1.202801245
16045,Midfielder,Ben Watson,35,17,Nottingham Forest,,26,6,5,3,0,0,1821,1508,9,4,978,740,1,1,3,12,20,92,59,2,12,0,56,1,0,21,17,14,0,63,55,55,0,0,0,0,0,287,143,253,225,0,0,0,0,0,0,0,0,3286,0,0,0,10,1,0,13,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,0,0,0,0,5,1,4,3,2,0,0,1,0,0,2,1,0,0,0,3,1,1,1,0,0,0,12,2,0,0,0,0,0,0,0,0,0,15,5,4,0,6,0,0,38,13,0,0,0,3,0,6,0,3,0,3,9,0,2,0,0,0,0,0,0,8,852,772,0,0,24,0,3,8,3,1,1,0,36,2,0,0,0,292,192,2,11,11,0,0,0,37,124,74,33,42,0,1,0,0,0,157,186,22,22,2,5,6,383,241,239,0,0,0,0,0,0,34,13,15,2289,313,1,97,18,1,1,0,0,180,103,2,0,0,0,4,4,0,0,0,0,0,2,1,16,1,2,63,2,1,0,34,697,168,437,519,439,292,0,0,0,0,0,0,118,114,7,378,378,39,1,0,0,0,0,2,1,11,1,0,0,0,0,0,0,0,0,0,1745,1436,41,0,0,47,32,47,0,24,2,0,0,0,12,14,1.450099989,1.450099989,0.437599999,1.012499982,0.293099999,0.246200003,0.910800007,0,46.5068509,44.93005082,0.851000011,0.851000011,0,40.68420002,38.7118001,1.680395691,0.278269737,1.402125961
21246,Forward,Lewis Grabban,32.5,17,Nottingham Forest,,81,30,17,17,0,2,538,418,18,8,387,285,1,0,2,23,35,8,4,22,4,39,39,2,0,15,47,29,0,5,29,29,0,0,0,0,0,17,4,92,77,0,0,0,0,0,0,0,0,3194,0,0,0,38,7,6,15,0,0,2,0,0,0,0,0,0,2,0,1,7,1,2,2,1,0,4,5,5,2,0,0,1,1,8,10,12,0,0,0,7,6,13,0,3,0,0,10,8,2,3,0,0,0,13,4,7,0,0,0,0,3,0,1,0,57,6,16,0,2,0,0,36,7,0,0,0,15,10,22,2,15,2,3,10,0,2,0,1,0,0,0,0,12,169,141,0,0,0,2,8,18,8,0,0,0,34,2,0,0,0,283,186,3,10,9,0,0,0,35,46,14,30,77,0,1,0,0,0,82,196,18,18,16,2,0,28,16,93,0,0,0,0,0,0,68,53,34,934,54,2,9,1,20,18,2,0,11,4,18,2,1,0,1,1,0,4,0,0,0,2,0,33,0,6,5,2,17,13,68,93,211,95,139,237,173,0,0,2,0,3,7,19,52,22,281,281,27,0,0,0,8,1,4,11,60,0,0,0,0,0,0,0,0,0,0,465,345,11,0,0,20,4,20,0,150,2,1,0,0,64,17,18.3653,15.2117,10.42090005,4.790800024,3.649599977,0.85440002,12.97279995,0,45.06496018,43.48816022,15.81379999,12.07699996,0,38.64050013,36.66810021,1.434551127,0.00452887,1.430022258
199796,Midfielder,Matthew Cash,22.9,17,Nottingham Forest,,37,8,14,3,0,0,1278,891,144,28,898,513,0,0,5,25,43,103,76,19,41,2,31,4,0,37,60,38,0,53,107,107,0,0,0,0,0,266,73,472,32,0,0,0,0,0,0,0,0,3164,0,0,0,2,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,2,0,0,0,0,0,4,3,8,0,0,0,1,0,2,1,0,0,0,0,1,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,24,12,1,0,6,0,0,37,13,0,0,0,2,3,2,0,3,1,2,13,0,11,0,0,0,0,0,0,17,524,406,0,0,12,2,1,134,24,10,4,0,35,2,0,0,0,286,179,1,344,208,0,0,0,35,181,32,71,59,0,1,0,0,0,247,169,53,53,74,57,6,355,135,195,0,0,0,4,0,0,44,31,15,2395,322,11,113,14,1,1,4,0,171,67,5,1,5,0,39,39,0,8,3,0,0,5,0,35,2,1,53,4,0,0,44,615,230,328,105,431,253,0,0,0,0,0,0,123,65,7,747,747,178,0,0,0,0,0,8,3,34,3,2,0,0,0,0,0,0,0,0,1254,872,16,0,0,64,22,64,0,53,0,0,0,0,10,27,1.343399998,1.343399998,1.254400002,0.088999998,0.049199998,0.436300002,0.857899992,0,46.17326019,44.59646011,1.557599999,1.557599999,0,39.37320012,37.4008002,3.149933721,0.275931134,2.874002565
102836,Goalkeeper,Brice Samba,26.2,17,Nottingham Forest,,0,0,0,0,0,0,910,508,0,0,521,176,0,0,0,2,2,0,0,0,31,0,0,0,0,7,2,1,101,0,27,27,0,0,14,0,0,680,281,77,129,31,26,0,0,10,23,2,0,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,332,0,0,0,0,0,0,0,0,0,0,34,1,58,43,0,272,185,0,0,0,0,1,0,34,0,0,14,1,304,1,158,174,172,19,2,0,0,0,0,0,522,177,325,272,1,2,1,2,2,1,0,0,1267,183,0,226,71,0,0,0,0,143,88,0,0,0,0,1,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,1,698,0,94,118,183,57,0,0,0,39,0,0,26,1,0,414,414,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,261,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.07469845,42.49789837,0,0,0,37.13449994,35.16210002,0.07381495,0.00713512,0.066679829
168172,Forward,Joe Lolley,27.8,17,Nottingham Forest,,96,24,42,8,0,0,1015,765,218,45,1003,630,1,1,6,25,54,62,35,42,3,7,14,1,0,41,109,67,0,18,17,17,0,0,0,0,0,94,38,299,143,0,0,0,0,0,0,0,0,2868,0,0,0,19,17,2,54,2,0,0,0,0,0,0,1,0,1,0,1,6,6,2,0,0,2,0,3,3,0,0,0,1,7,9,5,8,1,0,2,1,2,0,8,0,0,0,3,1,15,0,0,0,0,7,5,2,0,2,1,0,0,0,0,0,10,83,3,6,1,0,0,30,5,0,0,0,5,5,9,0,20,3,11,21,0,22,0,0,0,0,0,0,29,230,180,0,0,5,4,14,132,23,86,22,0,28,2,0,0,0,249,167,2,36,33,0,0,0,32,56,44,16,28,0,1,0,0,0,185,188,3,3,72,36,1,63,31,142,0,0,0,0,0,0,57,61,30,1860,153,99,30,3,10,9,6,1,85,42,10,1,0,0,4,4,0,3,2,0,0,4,2,37,11,21,18,7,0,1,57,360,163,363,129,552,399,0,1,0,0,0,2,55,71,16,611,611,241,2,0,0,3,0,18,6,76,24,4,0,1,0,0,0,0,0,1,997,749,9,0,0,67,30,67,0,111,1,1,0,2,39,57,4.497399984,4.497399984,3.667599956,0.8298,0.157300003,3.768199986,0.571899995,0.329999998,39.34307292,37.76627284,5.335699975,5.335699975,0.045000002,32.05560001,30.08320006,5.841400708,1.891040433,3.950360324
149668,Midfielder,Tiago Silva,27.1,17,Nottingham Forest,,46,12,10,2,0,0,1197,967,139,29,920,635,2,1,4,25,54,53,30,20,8,1,44,0,0,56,56,41,0,25,27,27,0,0,0,0,0,171,109,200,225,0,0,0,0,0,0,0,0,2611,0,0,0,9,1,4,30,0,0,1,0,0,0,0,0,1,1,1,0,5,0,3,1,1,0,0,0,0,0,0,0,4,3,7,5,5,1,0,2,2,1,1,1,0,0,0,2,9,1,0,0,0,0,5,2,1,0,3,1,0,0,0,0,0,39,5,2,6,6,0,0,26,5,0,0,0,2,2,8,0,2,0,8,16,0,8,0,0,0,0,0,0,29,416,361,0,0,2,6,15,60,14,80,15,0,24,2,0,0,0,221,145,0,3,3,0,0,0,30,48,41,16,45,0,0,0,0,0,165,199,15,15,19,12,0,157,107,205,0,0,0,0,0,0,55,54,24,1780,217,90,19,4,20,18,3,0,143,86,10,2,0,0,3,3,0,3,0,0,0,2,2,28,22,5,25,7,0,1,55,338,183,313,363,470,341,0,1,1,0,0,1,93,101,11,474,474,193,2,0,0,2,0,6,2,33,29,9,0,1,0,0,0,0,0,0,1158,935,32,0,0,29,14,29,0,34,0,0,0,0,14,32,2.432900006,2.432900006,1.860900002,0.572000004,0.076099999,0.217000004,2.13980001,0.397600006,36.64686011,35.85846005,2.125500003,2.125500003,0.368499994,29.89989998,28.9196,3.148015339,1.750924529,1.397090825
97612,Midfielder,Sammy Ameobi,28.2,17,Nottingham Forest,,57,19,18,3,0,0,751,534,80,8,626,386,1,0,7,18,31,50,30,52,9,4,52,3,0,41,119,79,0,13,38,38,0,0,0,0,0,63,21,105,224,0,0,0,0,0,0,0,0,2568,0,0,0,15,2,13,26,0,0,0,0,0,0,0,0,0,1,0,2,4,5,4,0,1,0,1,1,0,0,0,0,0,3,4,8,5,0,0,1,4,2,1,1,1,0,0,1,6,10,0,0,0,0,4,3,1,0,1,0,0,0,0,0,0,16,38,2,2,5,0,0,29,2,0,0,0,3,11,7,0,10,0,5,13,0,8,0,0,0,0,0,0,13,205,156,0,0,3,6,20,80,8,0,0,1,28,1,0,0,0,220,154,1,10,9,0,0,0,31,73,26,67,113,0,0,0,0,0,237,308,21,21,71,9,2,45,15,141,0,0,0,0,0,0,112,82,20,1491,94,0,31,3,24,21,4,0,45,21,52,8,2,0,7,7,0,3,1,0,0,7,0,24,0,8,13,5,3,0,112,229,192,155,175,348,226,0,0,0,0,0,1,58,68,15,537,537,77,0,0,0,2,0,10,3,48,0,0,0,0,0,0,0,0,1,0,748,531,30,0,0,66,28,66,0,85,0,0,0,0,31,26,3.943400001,3.943400001,3.01479998,0.928599987,0.156800002,2.221099997,1.565499997,0.105299998,35.04300866,34.2546086,3.570299994,3.570299994,0,31.3795002,30.39920025,2.310985829,0.00081964,2.310166187
130593,Defender,Tobias Figueiredo,26.4,17,Nottingham Forest,,13,3,3,2,2,0,749,569,0,0,244,141,0,0,0,1,3,14,9,1,17,1,13,1,0,8,2,2,0,21,137,137,0,0,0,0,0,176,70,123,13,0,0,0,0,0,0,0,0,2037,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,3,2,0,0,0,1,0,0,0,2,0,0,6,0,0,1,0,0,0,10,2,0,0,0,0,0,0,0,0,0,1,2,9,0,1,0,0,21,9,0,0,0,2,1,7,0,2,0,0,0,0,1,0,0,0,0,0,0,2,505,428,0,0,18,0,1,0,0,0,0,0,20,1,0,0,0,179,112,0,1,1,0,0,0,23,119,6,75,56,0,0,0,0,0,99,71,70,70,0,0,6,186,92,77,0,0,0,18,0,0,8,0,7,1008,92,0,73,16,0,0,0,0,94,45,0,0,2,0,3,3,0,0,0,0,0,0,0,3,0,0,21,0,1,1,8,316,37,249,147,103,40,0,0,0,0,0,0,56,20,1,190,190,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,717,543,2,0,0,11,5,11,0,17,2,0,0,0,12,1,1.316300008,1.316300008,0.027000001,1.289300013,1.184400007,0.104900002,0.027000001,0,29.68199316,28.8935931,0.980100006,0.980100006,0,23.33439993,22.35409998,0.24326905,0.00164902,0.241620029
171324,Defender,Yuri Ribeiro,23.4,17,Nottingham Forest,,4,0,1,0,0,0,650,464,45,12,442,292,0,0,2,12,23,24,18,7,12,1,18,0,0,46,31,18,0,21,39,39,0,0,0,0,0,72,24,7,242,0,0,0,0,0,0,0,0,1671,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,15,8,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,11,253,184,0,0,3,0,2,45,12,0,0,0,15,0,0,0,0,135,104,0,179,139,0,0,0,19,87,6,29,35,0,0,0,0,0,116,90,20,20,29,16,2,106,54,88,0,0,0,2,0,0,26,19,3,1137,119,0,37,7,2,2,0,0,59,19,5,2,2,0,9,9,0,1,0,0,0,2,0,20,1,2,21,4,1,0,26,304,91,40,215,221,148,0,0,0,0,0,0,53,32,3,321,321,54,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,641,456,8,0,0,34,3,34,0,12,0,0,0,0,1,3,0.122299999,0.122299999,0.081,0.041299999,0.048700001,0.073599998,0,0,21.80730927,21.80730927,0,0,0,17.06549997,17.06549997,1.198987744,0.01010839,1.188879387
83427,Defender,Jack Robinson,26.8,17,Nottingham Forest,,14,0,11,0,0,0,656,511,34,6,388,272,0,0,1,9,14,43,30,9,14,3,17,0,0,17,6,5,0,16,41,41,0,0,0,0,0,62,15,7,218,0,0,0,0,0,0,0,0,1472,0,0,0,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,11,0,0,3,0,1,23,3,0,0,0,0,0,0,0,5,0,0,3,0,6,0,0,0,0,0,0,5,302,245,0,0,6,2,3,34,6,0,0,0,21,2,0,0,0,144,86,1,180,105,0,0,0,16,92,15,40,32,0,1,0,0,0,104,74,20,20,25,9,3,126,67,98,0,0,0,4,0,0,22,11,3,1127,111,0,36,7,0,0,1,0,32,7,7,5,2,0,10,10,0,0,0,0,0,1,0,11,2,2,16,1,0,0,22,251,116,38,251,175,123,0,0,0,0,0,0,67,29,2,289,289,61,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,646,502,8,0,0,35,23,35,0,16,0,0,0,0,5,9,0.559399998,0.559399998,0.437299997,0.122100001,0.036400001,0.438999999,0.083999999,0,22.88904424,22.10064422,0,0,0,23.24920012,22.25710015,0.929788899,0.02591649,0.903872394
60365,Midfielder,Samba Sow,31.2,17,Nottingham Forest,,13,1,6,0,0,0,476,386,3,1,256,192,0,0,1,5,8,68,48,3,8,1,35,3,0,20,21,14,0,28,20,20,0,0,0,0,0,39,14,67,62,0,0,0,0,0,0,0,0,1340,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,8,1,3,0,8,0,0,12,4,0,0,0,0,0,4,0,3,0,1,2,0,3,0,0,0,0,0,0,3,223,195,0,0,8,2,8,3,1,0,0,0,12,0,0,0,0,122,84,2,0,0,0,0,0,16,55,29,28,26,0,0,0,0,0,128,109,10,10,3,0,3,54,30,94,0,0,0,0,0,1,24,17,6,775,49,0,18,1,3,3,0,1,22,15,9,4,1,0,5,5,0,0,0,0,0,1,0,7,0,5,28,0,1,0,24,124,99,127,126,106,72,0,0,0,0,0,0,44,43,7,147,147,8,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,1,472,382,28,0,0,31,22,31,0,17,0,0,0,0,7,6,0.954500001,0.954500001,0.320900004,0.633600015,0.507100012,0.0973,0.350100007,0,16.59170651,16.59170651,0.298000008,0.298000008,0,12.72769999,12.72769999,0.260664274,0.00031675,0.260347522
