player_id,position,player,age,team_id,team,foot,total_scoring_att,ontarget_scoring_att,blocked_scoring_att,goals,own_goals,post_scoring_att,total_pass,accurate_pass,total_cross,accurate_cross,total_fwd_zone_pass,accurate_fwd_zone_pass,total_through_ball,accurate_through_ball,goal_assist,ontarget_att_assist,total_att_assist,total_tackle,won_tackle,won_corners,lost_corners,total_offside,fouls,hand_ball,dangerous_play,was_fouled,total_contest,won_contest,saves,interception,total_clearance,effective_clearance,total_claim,good_claim,punches,six_second_violation,back_pass,total_long_balls,accurate_long_balls,passes_right,passes_left,total_high_claim,good_high_claim,total_one_on_one,good_one_on_one,stand_save,dive_save,stand_catch,dive_catch,mins_played,att_sbx_centre,att_sbx_right,att_sbx_left,att_bx_centre,att_bx_right,att_bx_left,att_obx_centre,att_obx_right,att_obx_left,att_lg_centre,att_lg_right,att_lg_left,att_bxd_right,att_bxd_left,att_obxd_right,att_obxd_left,att_sv_high_centre,att_sv_high_right,att_sv_high_left,att_sv_low_centre,att_sv_low_right,att_sv_low_left,att_goal_high_centre,att_goal_high_right,att_goal_high_left,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_post_high,att_post_left,att_post_right,att_miss_high_right,att_miss_high_left,att_miss_high,att_miss_right,att_miss_left,att_cmiss_high_right,att_cmiss_high_left,att_cmiss_high,att_cmiss_right,att_cmiss_left,att_rf_goal,att_lf_goal,att_hd_goal,att_rf_miss,att_lf_miss,att_hd_miss,att_rf_target,att_lf_target,att_hd_target,att_rf_post,att_lf_post,att_hd_post,att_corner,att_setpiece,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_target,att_freekick_post,att_pen_goal,att_pen_miss,att_pen_target,att_pen_post,att_rf_total,att_lf_total,att_hd_total,att_freekick_total,yellow_card,red_card,penalty_conceded,goals_conceded,clean_sheet,_perm_user,_perm_group,_perm_access,att_ibox_goal,att_ibox_target,att_ibox_miss,att_ibox_post,att_ibox_blocked,att_obox_goal,att_obox_target,att_obox_miss,att_obox_post,att_obox_blocked,att_obp_total,att_obp_goal,att_obp_target,att_obp_miss,att_obp_post,att_obp_blocked,offtarget_att_assist,total_back_zone_pass,accurate_back_zone_pass,last_man_contest,last_man_tackle,outfielder_block,total_sub_on,total_sub_off,total_cross_nocorner,accurate_cross_nocorner,total_corners_intobox,accurate_corners_intobox,clearance_off_line,goals_conceded_ibox,goals_conceded_obox,saved_ibox,saved_obox,saved_setpiece,attempts_conceded_ibox,attempts_conceded_obox,six_yard_block,total_throws,accurate_throws,total_attacking_pass,penalty_save,second_yellow,game_started,head_pass,challenge_lost,aerial_won,aerial_lost,goal_kicks,pen_goals_conceded,accurate_goal_kicks,keeper_throws,accurate_keeper_throws,duel_won,duel_lost,head_clearance,effective_head_clearance,crosses_18yard,crosses_18yardplus,interceptions_in_box,long_pass_own_to_opp,long_pass_own_to_opp_success,ball_recovery,keeper_pick_up,cross_not_claimed,gk_smother,offside_provoked,error_lead_to_shot,error_lead_to_goal,turnover,dispossessed,shot_off_target,touches,final_third_entries,corner_taken,total_launches,accurate_launches,total_layoffs,accurate_layoffs,goal_assist_intentional,penalty_won,total_chipped_pass,accurate_chipped_pass,total_flick_on,accurate_flick_on,shield_ball_oop,foul_throw_in,blocked_cross,effective_blocked_cross,penalty_faced,total_pull_back,accurate_pull_back,total_keeper_sweeper,accurate_keeper_sweeper,goal_assist_openplay,goal_assist_setplay,att_assist_openplay,att_assist_setplay,overrun,interception_won,big_chance_created,big_chance_missed,big_chance_scored,unsuccessful_touch,fwd_pass,backward_pass,leftside_pass,rightside_pass,total_final_third_passes,successful_final_third_passes,rescinded_red_card,second_goal_assist,hit_woodwork,diving_save,goal_fastbreak,shot_fastbreak,poss_won_def_3rd,poss_won_mid_3rd,poss_won_att_3rd,poss_lost_all,poss_lost_ctrl,pen_area_entries,goal_assist_deadball,goals_conc_onfield,shots_conc_onfield,total_fastbreak,att_one_on_one,fouled_final_third,goals_openplay,att_openplay,freekick_cross,accurate_freekick_cross,assist_pass_lost,assist_blocked_shot,assist_attempt_saved,assist_post,assist_free_kick_won,assist_handball_won,assist_own_goal,assist_penalty_won,open_play_pass,successful_open_play_pass,attempted_tackle_foul,fifty_fifty,successful_fifty_fifty,put_through,successful_put_through,blocked_pass,failed_to_block,touches_in_opp_box,att_corner_goal,att_ifreekick_goal,att_throw_goal,att_throw,attempts_ibox,attempts_obox,expected_goals,expected_goals_nonpenalty,expected_goals_openplay,expected_goals_setplay,expected_goals_hd,expected_goals_lf,expected_goals_rf,expected_goals_freekick,expected_goals_conceded,expected_goals_nonpenalty_conceded,expected_goalsontarget,expected_goalsontarget_nonpenalty,expected_goalsontarget_freekick,expected_goalsontarget_conceded,expected_goalsontarget_nonpenalty_conceded,expected_assists,expected_assists_setplay,expected_assists_openplay
28690,Midfielder,Pablo Hernández,35.2,2,Leeds United,Right,64,20,22,6,1,3,1584,1218,88,19,1212,847,13,5,6,41,65,42,29,26,4,3,18,2,0,17,52,30,0,16,7,7,0,0,0,0,0,189,115,446,222,0,0,0,0,0,0,0,0,2113,0,0,0,17,7,9,29,0,0,0,0,1,0,0,0,0,4,1,1,6,1,1,0,1,1,1,3,0,1,0,2,5,3,3,4,4,1,2,0,1,0,4,1,1,0,0,1,10,3,1,0,0,0,5,0,4,0,1,2,1,0,0,0,0,50,11,3,4,4,0,0,15,7,0,0,0,4,9,10,1,10,2,5,9,2,12,0,0,0,0,0,0,24,460,390,0,0,2,3,10,65,12,24,8,0,14,1,0,0,0,110,87,3,60,59,0,0,0,25,50,50,5,19,0,1,0,0,0,94,133,2,2,46,8,1,159,112,149,0,0,0,0,0,0,47,26,22,2080,263,36,28,10,29,25,5,0,209,121,19,8,1,0,2,2,0,4,2,0,0,6,0,52,7,5,16,11,1,3,47,590,248,454,292,796,565,0,0,3,0,1,4,51,78,20,546,546,179,0,0,0,5,0,2,6,55,11,3,0,0,0,0,0,0,0,0,1525,1161,12,0,0,67,18,67,0,116,0,0,0,0,34,30,4.930599982,4.930599982,4.445899989,0.4847,0.617800005,0.655900005,3.656900002,0.3314,19.24179999,18.45340005,5.096899934,5.096899934,0.647800021,13.47750011,12.48360005,6.23356633,0.537354581,5.69621226
105377,Midfielder,Ezgjan Alioski,28.4,2,Leeds United,,50,13,13,4,0,0,946,726,69,13,583,374,1,1,2,19,35,47,27,9,9,2,29,1,0,30,21,12,0,26,32,32,0,0,0,0,0,111,42,25,283,0,0,0,0,0,0,0,0,1823,0,0,0,10,0,10,22,0,1,0,0,0,0,0,0,0,1,0,0,5,1,2,0,0,0,2,0,2,0,0,0,1,3,10,8,2,0,0,1,2,2,0,4,0,0,0,3,2,5,2,0,0,0,11,1,1,0,1,1,0,0,0,0,0,6,38,5,2,7,0,1,23,7,0,0,0,3,6,11,0,7,1,3,13,0,6,0,0,0,0,0,0,16,432,365,0,0,0,13,5,69,13,0,0,0,22,1,0,0,0,121,92,2,210,202,0,0,0,18,100,32,43,58,0,3,0,0,0,131,151,16,16,38,31,1,129,70,88,0,0,0,2,0,0,33,26,24,1560,131,1,43,7,3,2,1,0,79,36,2,1,1,1,8,8,0,2,0,0,0,2,0,33,0,4,26,4,5,2,33,410,169,64,303,334,228,0,0,2,0,1,1,50,31,7,361,361,101,0,0,0,1,0,2,3,36,0,0,0,0,1,0,0,0,1,0,933,714,17,0,0,36,9,36,0,63,1,0,0,0,27,23,5.540400073,5.540400073,5.042000055,0.498400003,0.648699999,4.330400046,0.561299987,0.119899999,23.76923601,21.40403606,4.266000014,4.266000014,0.0638,22.27030015,19.29210019,3.318606562,0.01373885,3.304867588
38588,Defender,Gaetano Berardi,31.9,2,Leeds United,Right,2,0,0,0,0,0,605,508,0,0,146,98,0,0,0,1,4,17,7,0,8,0,5,0,0,6,1,1,0,20,41,41,0,0,0,0,0,73,24,18,70,0,0,0,0,0,0,0,0,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,5,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,459,410,0,0,8,6,3,0,0,0,0,0,5,0,0,0,0,65,48,0,13,12,0,0,0,11,53,7,30,37,0,0,0,0,0,53,51,22,22,0,0,1,97,57,74,0,0,0,6,0,0,6,2,2,760,37,0,38,7,0,0,0,0,32,14,0,0,1,0,6,6,0,0,0,0,0,0,0,4,0,1,20,1,0,0,6,243,26,135,201,45,24,1,0,0,0,0,0,54,19,1,110,110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,492,4,0,0,14,8,14,0,2,0,0,0,0,2,0,0.094499998,0.094499998,0,0.094499998,0.045699999,0,0.048799999,0,9.750000022,9.750000022,0,0,0,8.429200023,8.429200023,0.104523288,0.00066689,0.103856199
80179,Midfielder,Adam Forshaw,28.7,2,Leeds United,,13,3,4,0,0,1,360,323,4,0,199,167,0,0,1,4,7,8,5,3,1,1,14,0,0,12,7,7,0,1,8,8,0,0,0,0,0,33,22,60,55,0,0,0,0,0,0,0,0,584,0,0,0,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,3,2,1,3,0,0,3,2,0,0,0,0,2,3,1,1,0,1,2,0,3,0,0,0,0,0,0,3,165,156,0,0,0,1,1,4,0,0,0,0,3,0,0,0,0,18,27,1,2,2,0,0,0,6,12,16,9,8,0,0,0,0,0,36,46,5,5,3,1,0,36,27,38,0,0,0,0,0,0,7,9,6,447,43,0,6,2,11,10,0,0,29,15,3,1,0,0,1,1,0,1,0,0,0,1,0,6,0,0,1,0,4,0,7,99,71,74,116,116,98,0,0,1,0,0,0,12,20,6,57,57,13,0,0,0,0,0,5,0,11,0,0,0,0,0,1,0,0,0,0,356,320,4,0,0,6,3,6,0,16,0,0,0,0,7,6,2.097599987,2.097599987,1.602300022,0.495299987,0.601099972,0.424900007,1.071599979,0.067199998,3.995699979,3.995699979,0.330799991,0.330799991,0,3.499799982,3.499799982,0.963047264,0.00155328,0.961493982
173821,Forward,Tyler Roberts,21.5,2,Leeds United,,15,9,4,3,0,0,238,171,10,1,187,124,2,1,0,2,5,9,5,7,1,2,5,0,0,12,8,6,0,2,2,2,0,0,0,0,0,19,8,54,45,0,0,0,0,0,0,0,0,583,0,0,0,7,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,3,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8,6,1,0,1,0,0,7,1,0,0,0,3,4,1,0,3,0,2,1,0,1,0,0,0,0,0,0,3,61,48,0,0,0,10,3,10,1,0,0,0,6,1,0,0,0,31,27,0,3,2,0,0,0,5,15,4,5,8,0,0,0,0,0,32,31,0,0,8,2,0,19,8,24,0,0,0,0,0,0,18,12,2,355,28,0,6,2,5,5,0,0,16,5,7,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,2,2,1,18,77,56,53,52,124,84,0,0,0,0,0,1,6,12,6,117,117,25,0,0,0,1,0,3,3,13,0,0,0,0,0,0,0,0,0,0,235,168,3,0,0,10,6,10,0,31,0,0,0,0,11,4,1.867400004,1.867400004,1.397899991,0.469500009,0.407000005,1.094100021,0.366300004,0,5.808099985,5.808099985,2.8094,2.8094,0,6.230599962,6.230599962,0.666485344,0.00027954,0.666205807
205533,Forward,Eddie Nketiah,21.1,2,Leeds United,Right,16,10,1,3,0,0,101,74,3,0,74,50,0,0,0,4,5,6,3,4,0,4,13,0,0,13,12,6,0,1,5,5,0,0,0,0,0,0,0,28,12,0,0,0,0,0,0,0,0,499,0,0,0,5,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,2,0,0,0,0,0,0,1,1,0,3,0,0,0,0,2,2,0,1,0,0,2,4,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,2,5,0,2,0,0,8,0,0,0,0,3,6,4,0,1,0,1,1,0,0,0,0,0,0,0,0,1,30,24,0,0,0,15,2,3,0,0,0,0,8,0,0,0,0,44,35,0,1,1,0,0,0,2,8,2,8,25,0,0,0,0,0,33,57,3,3,3,0,0,2,2,17,0,0,0,0,0,0,25,12,5,217,5,0,0,0,6,2,0,1,1,0,7,2,0,0,0,0,0,3,1,0,0,0,0,5,0,2,1,1,4,2,25,21,33,21,26,49,34,0,0,0,0,0,0,4,10,3,76,76,3,0,0,0,0,0,9,1,13,0,0,0,0,1,0,0,0,0,1,90,63,3,0,0,6,3,6,0,51,0,2,0,0,14,2,3.057399999,3.057399999,2.310399987,0.746999983,0.967300002,0.159599997,1.93049999,0,7.411552064,7.411552064,2.617700055,2.617700055,0,6.949300051,6.949300051,0.372691063,0.00014889,0.372542172
57913,Defender,Barry Douglas,30.8,2,Leeds United,,4,0,1,0,0,0,287,231,34,7,192,125,0,0,0,2,5,8,4,4,1,1,5,0,0,7,3,2,0,6,5,5,0,0,0,0,0,26,12,6,95,0,0,0,0,0,0,0,0,438,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,4,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,3,129,113,0,0,2,7,2,19,3,15,4,0,4,0,0,0,0,22,22,0,48,40,0,0,0,4,19,3,8,4,0,0,0,0,0,25,15,2,2,4,8,0,37,20,17,0,0,0,0,0,0,5,2,3,427,38,15,9,2,0,0,0,0,18,7,0,0,0,0,1,1,0,2,1,0,0,0,0,2,3,0,6,1,0,0,5,121,40,10,116,90,64,0,0,0,0,0,0,11,4,2,100,100,35,0,0,0,0,0,1,0,3,7,1,0,0,0,0,0,0,0,0,279,224,1,0,0,11,6,11,0,9,0,0,0,0,3,1,0.2425,0.2425,0.187699996,0.0548,0,0.2425,0,0.0548,4.845999952,4.845999952,0,0,0,4.380100042,4.380100042,0.770137367,0.49632352,0.273813875
221610,Midfielder,Jamie Shackleton,20.7,2,Leeds United,,4,0,4,0,0,0,137,114,0,0,97,80,0,0,0,2,3,4,1,1,1,1,3,0,0,3,7,4,0,1,0,0,0,0,0,0,0,7,1,35,23,0,0,0,0,0,0,0,0,330,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,40,34,0,0,1,10,2,0,0,0,0,0,3,0,0,0,0,22,15,0,3,3,0,0,0,4,9,3,2,6,0,0,0,0,0,13,22,0,0,0,0,0,12,8,19,0,0,0,1,0,0,9,8,0,191,19,0,2,0,2,2,0,0,6,1,2,1,0,0,1,1,0,1,0,0,0,0,0,3,0,1,1,0,0,0,9,43,33,36,25,66,54,0,0,0,0,0,0,7,11,1,44,44,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,136,113,1,0,0,3,2,3,0,12,0,0,0,0,3,1,0.325599998,0.325599998,0.325599998,0,0,0.21859999,0.107000001,0,5.092283785,5.092283785,0,0,0,4.988500036,4.988500036,0.160854238,0.00066421,0.160190049
437495,Goalkeeper,Illan Meslier,20.3,2,Leeds United,,0,0,0,0,0,0,74,62,0,0,11,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,20,9,2,2,2,2,0,0,0,0,1,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,59,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,10,11,0,0,0,0,0,0,3,0,0,1,0,18,0,13,22,21,1,0,0,0,0,0,0,11,3,27,22,0,0,0,0,0,0,0,0,103,2,0,4,1,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,23,26,2,0,0,0,0,0,0,0,3,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.018999994,1.018999994,0,0,0,0.948699996,0.948699996,0.00066724,0.00013252,0.00053472
443261,Forward,Jack Clarke,19.6,52,Queens Park Rangers,,0,0,0,0,0,0,34,26,4,0,30,19,0,0,0,3,5,0,0,2,0,0,1,0,0,3,4,2,0,1,0,0,0,0,0,0,0,1,1,5,9,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,7,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,11,6,0,1,1,0,0,0,0,2,1,1,5,0,0,0,0,0,6,9,0,0,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,51,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,2,5,14,2,13,21,14,0,0,0,0,0,0,1,0,0,16,16,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,3,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01339997,2.01339997,0,0,0,1.504900005,1.504900005,0.153441467,0.00114006,0.152301407
198523,Forward,Jean-Kévin Augustin,23,2,Leeds United,Right,3,0,2,0,0,0,5,5,0,0,4,4,0,0,0,0,0,0,0,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,48,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,3,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,14,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,2,0,0,0,0,0,0,0,1,0,3,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0.180500001,0.180500001,0.180500001,0,0.0361,0,0.144400001,0,0.896200001,0.896200001,0,0,0,0.876999974,0.876999974,0.02845256,0,0.02845256
434138,Midfielder,Jordan Stevens,20.3,2,Leeds United,,0,0,0,0,0,0,11,8,2,0,10,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,19,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,4,0,7,5,0,0,0,0,0,0,0,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,1,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237100005,0.237100005,0,0,0,0.504999995,0.504999995,0.01347801,0,0.01347801
215460,Forward,Ian Carlo Poveda-Ocampo,20.4,2,Leeds United,Left,0,0,0,0,0,0,11,8,1,0,11,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,2,8,5,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060400002,0.060400002,0,0,0,0,0,0.0063151,4.65E-05,0.00626861
455084,Defender,Leif Davis,20.5,2,Leeds United,,1,1,0,0,0,0,8,6,1,1,8,7,0,0,0,1,1,2,2,0,0,0,0,0,0,0,2,1,0,0,2,2,0,0,0,0,0,2,2,1,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,2,1,0,3,3,0,0,0,0,2,0,2,0,0,0,0,0,0,5,1,1,1,1,0,0,4,3,1,0,0,0,0,0,0,1,0,0,21,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,1,1,5,5,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.039900001,0.039900001,0.039900001,0,0,0.039900001,0,0,0.129700005,0.129700005,0.024,0.024,0,0,0,0.021052,0.0004471,0.0206049
222694,Defender,Pascal Struijk,20.9,2,Leeds United,,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307700008,0.307700008,0,0,0,0.229900002,0.229900002,0.00075856,0,0.00075856
436760,Defender,Robbie Gotts,20.6,2,Leeds United,,0,0,0,0,0,0,5,5,1,0,5,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,2,2,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02186518,0,0.02186518
467114,Defender,Oliver Casey,19.7,2,Leeds United,,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104900002,0.104900002,0,0,0,0,0,8.30E-05,0,8.30E-05
