Event,Minute,Second,Player,Team,Outcome,X,Y,endX,endY,passtype,Assist,Assist_2nd
Clearance,7,8,27586,13,Successful,7.5,69.1,13.1,84.4,OpenPlay,False,False
Dispossessed,7,14,377263,843,Successful,84.4,2.2,,,OpenPlay,False,False
Tackle,7,14,44120,13,Successful,15.6,97.8,,,OpenPlay,False,False
Pass,7,21,94936,843,Successful,77.8,0.0,73.1,4.7,ThrowIn,False,False
Dispossessed,7,23,24929,843,Successful,77.0,2.4,,,OpenPlay,False,False
Tackle,7,23,13756,13,Unsuccessful,23.0,97.6,,,OpenPlay,False,False
BallTouch,7,24,24929,843,Successful,75.4,2.5,,,OpenPlay,False,False
Pass,7,32,367185,13,Successful,21.7,100.0,24,90.9,ThrowIn,False,False
Pass,7,34,89401,13,Successful,24.0,90.9,19.1,97.4,OpenPlay,False,False
Pass,7,35,367185,13,Successful,19.1,97.4,8.2,97.1,OpenPlay,False,False
Pass,7,37,27586,13,Unsuccessful,8.2,97.1,35.1,76,OpenPlay,False,False
Pass,7,39,102044,843,Successful,62.4,28.9,59.6,14.7,OpenPlay,False,False
BallRecovery,7,41,244784,843,Successful,59.5,14.6,,,OpenPlay,False,False
Pass,7,42,244784,843,Successful,59.5,14.6,41.8,27.6,OpenPlay,False,False
Pass,7,43,392649,843,Successful,42.6,22.7,37.7,53.8,OpenPlay,False,False
Pass,7,45,289330,843,Successful,41.7,59.0,48.3,95,OpenPlay,False,False
Pass,7,49,301455,843,Successful,52.0,93.8,37.8,74.4,OpenPlay,False,False
Pass,7,53,289330,843,Successful,36.5,69.4,39.5,73.5,OpenPlay,False,False
Pass,7,56,102044,843,Successful,41.0,75.0,45.5,70.5,OpenPlay,False,False
Pass,7,57,244784,843,Successful,45.5,70.5,55.2,94.1,OpenPlay,False,False
Pass,7,59,301455,843,Successful,58.6,93.9,64.3,77.5,OpenPlay,False,False
Pass,8,1,357900,843,Successful,64.3,77.5,71.2,93.2,OpenPlay,False,False
BallTouch,8,2,301455,843,Unsuccessful,77.5,95.4,,,OpenPlay,False,False
Pass,8,11,125211,13,Successful,21.1,0.0,8.1,5.2,ThrowIn,False,False
Pass,8,14,80921,13,Unsuccessful,7.5,5.0,64.8,48.9,OpenPlay,False,False
BallRecovery,8,21,392649,843,Successful,34.4,49.1,,,OpenPlay,False,False
Pass,8,22,392649,843,Successful,33.7,41.5,8.1,48.1,OpenPlay,False,False
Pass,8,25,122714,843,Successful,8.7,48.4,21.2,72.3,OpenPlay,False,False
Pass,8,28,289330,843,Successful,22.7,70.3,43,92.1,OpenPlay,False,False
Challenge,8,33,144890,13,Unsuccessful,43.5,7.4,,,OpenPlay,False,False
TakeOn,8,33,357900,843,Successful,56.5,92.6,,,OpenPlay,False,False
TakeOn,8,36,357900,843,Unsuccessful,64.5,97.0,,,OpenPlay,False,False
Tackle,8,36,125211,13,Successful,35.5,3.0,,,OpenPlay,False,False
Pass,8,52,301455,843,Successful,61.4,100.0,66.7,87.1,ThrowIn,False,False
Aerial,8,53,239872,13,Unsuccessful,32.2,11.3,,,OpenPlay,False,False
Aerial,8,53,357900,843,Successful,67.8,88.7,,,OpenPlay,False,False
BallTouch,8,54,357900,843,Successful,66.7,87.1,,,OpenPlay,False,False
Pass,9,0,125211,13,Successful,29.5,0.0,23.6,18.6,ThrowIn,False,False
Pass,9,9,80921,13,Successful,22.8,20.0,24.5,76.1,OpenPlay,False,False
Pass,9,12,27586,13,Unsuccessful,39.5,67.3,100,94.7,OpenPlay,False,False
Pass,9,40,122714,843,Unsuccessful,5.0,37.0,61.1,31.5,OpenPlay,False,False
Aerial,9,42,70080,843,Unsuccessful,63.4,33.8,,,OpenPlay,False,False
Aerial,9,42,27586,13,Successful,36.6,66.2,,,OpenPlay,False,False
Pass,9,43,27586,13,Unsuccessful,33.6,64.8,53.3,71.8,OpenPlay,False,False
Foul,9,47,73078,13,Unsuccessful,44.9,73.2,,,OpenPlay,False,False
Foul,9,47,102044,843,Successful,55.1,26.8,,,OpenPlay,False,False
Pass,10,2,94936,843,Successful,53.0,20.6,47.1,29.2,OpenPlay,False,False
Pass,10,3,102044,843,Successful,47.1,29.2,42.1,68.7,OpenPlay,False,False
Pass,10,7,244784,843,Successful,56.2,79.3,62.9,61.7,OpenPlay,False,False
Pass,10,11,24929,843,Successful,53.3,51.8,88.5,15.3,OpenPlay,False,False
BallTouch,10,15,377263,843,Unsuccessful,90.3,17.1,,,OpenPlay,False,False
BallRecovery,10,16,367185,13,Successful,9.0,82.4,,,OpenPlay,False,False
Pass,10,23,367185,13,Unsuccessful,10.0,97.1,41.9,100,OpenPlay,False,False
Pass,10,25,94936,843,Successful,72.1,0.0,87,28.6,ThrowIn,False,False
BallTouch,10,26,377263,843,Successful,86.9,28.5,,,OpenPlay,False,False
Clearance,10,27,27586,13,Successful,9.8,64.8,12,68.1,OpenPlay,False,False
BallTouch,10,28,70080,843,Successful,86.6,33.3,,,OpenPlay,False,False
BallTouch,10,29,27586,13,Successful,12.0,68.1,,,OpenPlay,False,False
BallRecovery,10,31,144890,13,Successful,12.7,58.5,,,OpenPlay,False,False
Pass,10,32,144890,13,Successful,17.8,49.3,19.8,31.4,OpenPlay,False,False
Pass,10,35,125211,13,Successful,40.9,30.4,69.6,57.3,OpenPlay,False,False
Pass,10,37,13756,13,Unsuccessful,70.2,57.8,89.9,69.3,OpenPlay,False,False
KeeperPickup,10,42,122714,843,Successful,12.8,32.2,,,OpenPlay,False,False
Pass,10,46,122714,843,Successful,13.0,33.7,20.4,69.6,OpenPlay,False,False
Pass,10,49,289330,843,Successful,21.2,70.6,25.1,90.9,OpenPlay,False,False
Pass,10,51,301455,843,Successful,25.1,90.9,15.1,73.3,OpenPlay,False,False
Pass,10,53,289330,843,Successful,19.2,85.9,20.3,97.5,OpenPlay,False,False
Dispossessed,10,56,301455,843,Successful,25.4,92.6,,,OpenPlay,False,False
Tackle,10,56,239872,13,Successful,74.6,7.4,,,OpenPlay,False,False
BallRecovery,10,58,239872,13,Successful,77.4,10.7,,,OpenPlay,False,False
Pass,11,0,239872,13,Successful,77.3,28.9,87.4,43,OpenPlay,False,False
Pass,11,1,73078,13,Successful,87.4,43.0,79.4,52.2,ShotAssist,False,False
SavedShot,11,3,89401,13,Successful,80.9,51.3,,,OpenPlay,False,False
Save,11,3,392649,843,Successful,14.1,51.9,,,OpenPlay,False,False
Pass,11,6,13756,13,Successful,75.0,28.9,92.7,28.6,ShotAssist,False,False
Challenge,11,8,102044,843,Unsuccessful,7.4,65.3,,,OpenPlay,False,False
TakeOn,11,8,239872,13,Successful,92.6,34.7,,,OpenPlay,False,False
SavedShot,11,9,239872,13,Successful,92.9,37.1,,,OpenPlay,False,False
Save,11,9,301455,843,Successful,5.5,55.1,,,OpenPlay,False,False
Pass,11,28,125211,13,Successful,89.7,0.0,94.3,4.7,ThrowIn,False,False
Pass,11,30,239872,13,Successful,94.6,4.6,87.8,4.6,OpenPlay,False,False
Pass,11,35,125211,13,Unsuccessful,82.9,16.8,84.6,19.8,OpenPlay,False,False
BlockedPass,11,35,244784,843,Successful,16.0,77.0,,,OpenPlay,False,False
BallRecovery,11,37,102044,843,Successful,18.9,68.7,,,OpenPlay,False,False
Pass,11,38,102044,843,Successful,18.9,68.7,23.8,88.4,OpenPlay,False,False
Pass,11,39,24929,843,Successful,26.5,87.8,24.5,76.1,OpenPlay,False,False
Pass,11,41,301455,843,Unsuccessful,24.8,76.0,39.1,29.5,OpenPlay,False,False
BallRecovery,11,43,44120,13,Successful,59.6,62.9,,,OpenPlay,False,False
Foul,11,47,44120,13,Successful,68.6,64.6,,,OpenPlay,False,False
Foul,11,47,70080,843,Unsuccessful,31.4,35.4,,,OpenPlay,False,False
Pass,12,14,144890,13,Successful,67.4,64.3,86.2,67.6,OpenPlay,False,False
TakeOn,12,16,44120,13,Unsuccessful,88.8,67.5,,,OpenPlay,False,False
ShieldBallOpp,12,18,70080,843,Successful,0.0,0.0,,,OpenPlay,False,False
Pass,12,46,122714,843,Unsuccessful,5.0,46.0,64.1,34.5,OpenPlay,False,False
Interception,12,52,144890,13,Successful,31.2,60.3,,,OpenPlay,False,False
BallRecovery,12,53,92173,13,Successful,11.8,59.3,,,OpenPlay,False,False
Pass,12,54,92173,13,Successful,12.2,59.6,22.8,38.9,OpenPlay,False,False
Pass,12,57,80921,13,Successful,24.8,33.3,33.5,3.1,OpenPlay,False,False
Pass,12,59,125211,13,Successful,33.0,4.6,11,27,OpenPlay,False,False
Pass,13,2,80921,13,Successful,11.1,27.0,5.5,54.2,OpenPlay,False,False
Pass,13,5,92173,13,Successful,6.8,55.5,12.6,82.4,OpenPlay,False,False
Pass,13,8,27586,13,Successful,14.9,82.7,5.9,59.4,OpenPlay,False,False
Pass,13,11,92173,13,Successful,6.5,58.3,10.5,19,OpenPlay,False,False
Pass,13,19,80921,13,Successful,20.4,23.4,7.7,41.6,OpenPlay,False,False
Pass,13,20,92173,13,Unsuccessful,7.7,41.6,47.3,26.1,OpenPlay,False,False
Aerial,13,23,239872,13,Unsuccessful,47.3,26.2,,,OpenPlay,False,False
Aerial,13,23,289330,843,Successful,52.7,73.8,,,OpenPlay,False,False
Pass,13,24,289330,843,Unsuccessful,52.9,73.5,68.6,61.8,OpenPlay,False,False
Pass,13,25,144890,13,Successful,33.2,33.1,33.5,52.5,OpenPlay,False,False
Pass,13,28,89401,13,Successful,34.1,54.6,25.4,67,OpenPlay,False,False
Pass,13,34,27586,13,Successful,37.8,64.9,36.1,45.4,OpenPlay,False,False
Pass,13,39,144890,13,Successful,42.6,32.7,40.8,15.2,OpenPlay,False,False
Pass,13,42,80921,13,Successful,41.9,11.3,45.5,5,OpenPlay,False,False
Pass,13,43,125211,13,Successful,45.5,4.9,46.1,22.4,OpenPlay,False,False
Pass,13,45,144890,13,Successful,43.5,26.2,31.2,47,OpenPlay,False,False
Pass,13,50,27586,13,Successful,45.3,52.1,49.2,85.1,OpenPlay,False,False
Pass,13,53,89401,13,Successful,52.6,89.9,60,98.6,OpenPlay,False,False
Pass,13,56,367185,13,Successful,56.1,96.9,46.8,92.9,OpenPlay,False,False
Pass,13,58,89401,13,Unsuccessful,46.2,88.0,41.5,0,OpenPlay,False,False
Pass,14,16,301455,843,Successful,64.7,100.0,28.5,89.3,ThrowIn,False,False
Pass,14,20,289330,843,Successful,22.9,84.5,9.5,40.1,OpenPlay,False,False
Pass,14,24,122714,843,Unsuccessful,13.8,33.4,64.7,64.6,OpenPlay,False,False
Pass,14,28,80921,13,Unsuccessful,37.1,35.5,56.4,25,OpenPlay,False,False
Pass,14,30,301455,843,Successful,44.2,84.2,64.8,82.7,OpenPlay,False,False
BallTouch,14,32,24929,843,Unsuccessful,64.6,82.7,,,OpenPlay,False,False
BallTouch,14,33,125211,13,Successful,41.5,27.7,,,OpenPlay,False,False
Pass,14,34,244784,843,Successful,55.7,70.2,61.2,52.5,OpenPlay,False,False
Foul,14,36,89401,13,Unsuccessful,38.8,40.2,,,OpenPlay,False,False
Foul,14,36,70080,843,Successful,61.2,59.8,,,OpenPlay,False,False
Pass,15,6,24929,843,Unsuccessful,61.5,58.7,96.8,56.1,OpenPlay,False,False
KeeperPickup,15,9,92173,13,Successful,3.8,40.4,,,OpenPlay,False,False
Pass,15,11,92173,13,Successful,7.4,27.3,25.1,15.2,OpenPlay,False,False
Pass,15,14,125211,13,Unsuccessful,31.5,12.8,47.1,6.4,OpenPlay,False,False
Interception,15,15,24929,843,Successful,55.9,92.4,,,OpenPlay,False,False
Pass,15,25,125211,13,Successful,44.8,0.0,28.8,7.7,ThrowIn,False,False
Pass,15,29,80921,13,Successful,32.1,11.4,33.9,60.3,OpenPlay,False,False
Pass,15,35,27586,13,Successful,48.0,54.2,46.7,25.6,OpenPlay,False,False
Pass,15,37,80921,13,Successful,47.0,24.9,53.8,15.3,OpenPlay,False,False
Pass,15,42,13756,13,Successful,56.6,28.0,67.5,31.6,OpenPlay,False,False
Pass,15,43,73078,13,Successful,67.4,31.6,56.9,27.7,OpenPlay,False,False
Pass,15,46,13756,13,Successful,56.1,30.1,47,56.1,OpenPlay,False,False
Foul,15,55,357900,843,Unsuccessful,45.3,33.2,,,OpenPlay,False,False
Foul,15,55,144890,13,Successful,54.7,66.8,,,OpenPlay,False,False
Pass,16,1,144890,13,Successful,53.8,65.5,50.6,32.4,OpenPlay,False,False
Pass,16,4,80921,13,Successful,51.4,29.7,60.7,7.3,OpenPlay,False,False
Pass,16,7,13756,13,Successful,67.8,31.9,62.8,62.4,OpenPlay,False,False
Pass,16,9,89401,13,Successful,62.9,62.4,61.2,56.3,OpenPlay,False,False
Pass,16,11,144890,13,Unsuccessful,64.7,55.2,96.5,44.8,OpenPlay,False,False
KeeperPickup,16,14,122714,843,Successful,7.8,50.6,,,OpenPlay,False,False
Pass,16,25,122714,843,Unsuccessful,12.8,31.9,63.1,28.2,OpenPlay,False,False
BallTouch,16,29,27586,13,Successful,33.9,72.9,,,OpenPlay,False,False
BallRecovery,16,31,89401,13,Successful,45.6,75.7,,,OpenPlay,False,False
Pass,16,32,89401,13,Successful,45.6,75.7,37.4,65.4,OpenPlay,False,False
Pass,16,34,144890,13,Successful,44.9,51.6,55.8,27.7,OpenPlay,False,False
Pass,16,38,13756,13,Successful,61.7,19.4,79.4,10.1,OpenPlay,False,False
TakeOn,16,41,239872,13,Unsuccessful,88.8,14.4,,,OpenPlay,False,False
Tackle,16,41,301455,843,Successful,11.2,85.6,,,OpenPlay,False,False
BallRecovery,16,42,244784,843,Successful,18.0,82.3,,,OpenPlay,False,False
Pass,16,43,244784,843,Successful,18.0,82.3,28.1,91.5,OpenPlay,False,False
Pass,16,44,24929,843,Successful,28.1,91.5,24.8,75.6,OpenPlay,False,False
Pass,16,45,244784,843,Successful,27.2,72.4,36.9,61.2,OpenPlay,False,False
Pass,16,48,357900,843,Successful,41.5,81.1,40.2,93,OpenPlay,False,False
Pass,16,51,24929,843,Successful,41.3,95.4,45.5,82.3,OpenPlay,False,False
Pass,16,53,357900,843,Successful,48.2,81.4,48.5,68.8,OpenPlay,False,False
Pass,16,56,70080,843,Unsuccessful,52.8,65.5,100,23.9,OpenPlay,False,False
Pass,17,18,92173,13,Successful,5.0,49.3,8.8,69.7,OpenPlay,False,False
Pass,17,27,27586,13,Successful,28.8,54.8,23.7,31.6,OpenPlay,False,False
Pass,17,33,80921,13,Successful,31.6,28.2,25.6,67.8,OpenPlay,False,False
Pass,17,40,27586,13,Unsuccessful,36.9,68.5,90.1,76.6,OpenPlay,False,False
KeeperPickup,17,44,122714,843,Successful,12.5,27.1,,,OpenPlay,False,False
Pass,17,46,122714,843,Successful,12.4,24.3,28.8,11.9,OpenPlay,False,False
Pass,17,48,94936,843,Successful,29.5,15.2,32.5,31.6,OpenPlay,False,False
Pass,17,52,102044,843,Successful,36.1,46.3,46.2,38.2,OpenPlay,False,False
Pass,17,54,244784,843,Successful,46.2,38.2,15.5,50.9,OpenPlay,False,False
Pass,17,57,122714,843,Successful,15.2,52.2,25.9,76.4,OpenPlay,False,False
Pass,18,1,289330,843,Successful,25.9,76.4,34.9,94.7,OpenPlay,False,False
Pass,18,2,301455,843,Successful,36.9,94.8,46.3,89.4,OpenPlay,False,False
Pass,18,3,24929,843,Successful,46.3,89.4,40.1,83.9,OpenPlay,False,False
Pass,18,4,244784,843,Successful,40.1,83.9,66.4,91.7,OpenPlay,False,False
