Event,Minute,Second,Player,Team,Outcome,X,Y,endX,endY,passtype,Assist,Assist_2nd
BallTouch,3,57,93894,15,Unsuccessful,84.2,91.3,,,OpenPlay,False,False
Pass,4,14,125211,13,Successful,21.1,0.0,13,12.6,ThrowIn,False,False
Pass,4,15,144890,13,Unsuccessful,13.0,12.6,35.8,17,OpenPlay,False,False
Aerial,4,18,106968,15,Successful,68.3,85.7,,,OpenPlay,False,False
Aerial,4,18,73078,13,Unsuccessful,31.7,14.3,,,OpenPlay,False,False
Pass,4,18,106968,15,Successful,65.5,85.7,67.9,75.7,OpenPlay,False,False
Pass,4,19,343346,15,Successful,67.9,75.7,66.5,84.8,OpenPlay,False,False
Pass,4,20,93894,15,Successful,66.5,84.8,75.6,68.4,OpenPlay,False,False
BallRecovery,4,22,24444,15,Successful,75.5,68.4,,,OpenPlay,False,False
Pass,4,22,24444,15,Successful,75.5,68.4,70.1,63.9,OpenPlay,False,False
BallTouch,4,23,343346,15,Unsuccessful,70.0,63.9,,,OpenPlay,False,False
TakeOn,4,24,73078,13,Successful,32.4,45.1,,,OpenPlay,False,False
Challenge,4,24,343346,15,Unsuccessful,67.6,54.9,,,OpenPlay,False,False
BallRecovery,4,25,73078,13,Successful,32.8,64.0,,,OpenPlay,False,False
Pass,4,27,73078,13,Unsuccessful,35.7,73.9,68.6,68.7,OpenPlay,False,False
BallRecovery,4,29,106086,15,Successful,32.3,25.6,,,OpenPlay,False,False
Pass,4,30,106086,15,Successful,32.3,25.6,9.2,42.2,OpenPlay,False,False
Pass,4,39,34749,15,Successful,14.5,51.9,19,27.7,OpenPlay,False,False
Pass,4,40,106086,15,Successful,19.0,27.7,22.3,46.9,OpenPlay,False,False
Pass,4,44,93894,15,Successful,25.2,49.3,35.7,53,OpenPlay,False,False
Pass,4,45,302692,15,Successful,35.7,53.0,45.7,47.6,OpenPlay,False,False
Pass,4,47,24444,15,Successful,45.7,47.6,37.8,46,OpenPlay,False,False
Pass,4,52,106968,15,Successful,46.4,47.6,58.3,50.1,OpenPlay,False,False
Pass,4,55,302692,15,Successful,68.7,52.8,88.6,68.1,OpenPlay,False,False
Pass,4,56,343346,15,Unsuccessful,88.9,69.7,89.5,63.9,OpenPlay,False,False
BallTouch,4,57,288795,13,Successful,7.8,32.1,,,OpenPlay,False,False
Pass,4,57,24444,15,Successful,90.2,56.5,88.9,52.8,BigChanceCreated,False,True
Challenge,4,58,297403,13,Unsuccessful,8.2,49.0,,,OpenPlay,False,False
TakeOn,4,58,302692,15,Successful,91.8,51.0,,,OpenPlay,True,False
Goal,4,59,302692,15,Successful,91.7,49.1,,,OpenPlay,False,False
Pass,5,50,73078,13,Successful,49.9,50.0,31.9,49.9,OpenPlay,False,False
Pass,5,57,27586,13,Unsuccessful,32.4,50.6,81.7,53,OpenPlay,False,False
Pass,6,1,106086,15,Unsuccessful,18.1,49.6,30.6,52.7,OpenPlay,False,False
SavedShot,6,2,239872,13,Successful,73.2,44.1,,,OpenPlay,False,False
Save,6,2,34749,15,Successful,1.1,52.8,,,OpenPlay,False,False
KeeperPickup,6,4,34749,15,Successful,1.1,52.8,,,OpenPlay,False,False
Pass,6,15,34749,15,Successful,5.7,50.0,54.3,48.1,OpenPlay,False,False
Pass,6,17,24444,15,Successful,54.3,48.1,47.7,50.9,OpenPlay,False,False
Pass,6,19,343346,15,Successful,52.7,61.4,58.5,92.7,OpenPlay,False,False
Pass,6,23,84008,15,Successful,70.7,82.3,58.7,75.1,OpenPlay,False,False
Pass,6,26,93894,15,Successful,56.2,69.3,46.5,45.8,OpenPlay,False,False
Pass,6,29,106086,15,Successful,43.9,43.1,44,26.4,OpenPlay,False,False
Pass,6,31,25931,15,Successful,42.4,25.8,34.1,41.6,OpenPlay,False,False
Pass,6,35,106086,15,Successful,33.8,36.0,17.9,50,OpenPlay,False,False
Pass,6,40,34749,15,Successful,17.9,50.0,25.4,18.3,OpenPlay,False,False
Pass,6,44,106086,15,Successful,26.7,13.1,32.3,3.5,OpenPlay,False,False
Pass,6,44,25931,15,Successful,32.3,3.5,34.7,10.7,OpenPlay,False,False
Pass,6,46,106968,15,Unsuccessful,32.1,8.5,34.7,7.7,OpenPlay,False,False
