Event,Minute,Second,Player,Team,Outcome,X,Y,endX,endY,passtype,Assist,Assist_2nd
Pass,6,33,44847,23,Successful,39.6,13.4,31.1,42.4,OpenPlay,False,False
Pass,6,35,105171,23,Successful,30.6,35.8,31.3,7.9,OpenPlay,False,False
OffsidePass,6,37,44847,23,Successful,34.6,6.6,61.4,26.8,OpenPlay,False,False
OffsideProvoked,6,37,27586,13,Successful,39.0,74.2,,,OpenPlay,False,False
Pass,6,55,367185,13,Successful,7.7,91.9,28.2,94.6,OpenPlay,False,False
Pass,7,0,89401,13,Successful,45.0,91.7,48,76.6,OpenPlay,False,False
Pass,7,2,13756,13,Successful,48.1,86.5,35.1,63.1,OpenPlay,False,False
Pass,7,5,144890,13,Successful,36.3,54.6,56,4.9,OpenPlay,False,False
Pass,7,9,125211,13,Successful,57.9,12.8,53.4,37.6,OpenPlay,False,False
Pass,7,12,144890,13,Successful,55.0,41.9,58.8,76.6,OpenPlay,False,False
Pass,7,16,89401,13,Unsuccessful,65.5,71.8,69.7,62.4,OpenPlay,False,False
BallTouch,7,18,342811,23,Successful,30.3,35.9,,,OpenPlay,False,False
BallRecovery,7,19,135891,23,Successful,27.3,68.7,,,OpenPlay,False,False
TakeOn,7,22,135891,23,Unsuccessful,40.5,60.3,,,OpenPlay,False,False
Pass,7,23,144890,13,Successful,55.1,44.6,47.2,39.8,OpenPlay,False,False
BallRecovery,7,24,80921,13,Successful,47.2,39.8,,,OpenPlay,False,False
Pass,7,25,80921,13,Successful,47.2,39.8,58.6,34.3,OpenPlay,False,False
Pass,7,27,144890,13,Successful,61.7,39.8,69.1,58.1,OpenPlay,False,False
Pass,7,29,44120,13,Successful,69.1,58.1,65.3,63.4,OpenPlay,False,False
Pass,7,31,89401,13,Successful,65.4,66.4,72.6,93.9,OpenPlay,False,False
Pass,7,34,367185,13,Successful,72.6,93.9,63.2,81.5,OpenPlay,False,False
Pass,7,36,89401,13,Successful,63.4,77.2,56.6,50.9,OpenPlay,False,False
Pass,7,40,144890,13,Successful,59.2,44.3,59.3,71.4,OpenPlay,False,False
