eventId,expandedMinute,id,isTouch,minute,qualifiers,satisfiedEventsTypes,second,teamId,x,y,outcomeType_displayName,outcomeType_value,period_displayName,period_value,type_displayName,type_value,endX,endY,playerId,blockedX,blockedY,goalMouthY,goalMouthZ,isShot,relatedEventId,relatedPlayerId,cardType_displayName,cardType_value,isGoal,$idx,$len,field,satisfiers,text,minuteInfo_expandedMinute,minuteInfo_extraTime,minuteInfo_isEndOfPeriod,minuteInfo_minute,minuteInfo_minuteString,minuteInfo_period,type_$idx,type_$len,Assist
99.0,6,1189611023.0,True,6,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '61.4'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.4'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '29.1'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '17.5'}]","[90, 116, 29, 35, 36, 214, 217]",38.0,13,13.5,52.5,Successful,1,FirstHalf,1,Pass,1,29.1,61.4,6775.0,,,,,,,,,,,,,,,,,,,,,,,,
100.0,6,660984395.0,True,6,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '20.0'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '30.6'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '27.3'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.8'}]","[90, 116, 29, 35, 37, 214, 217]",41.0,13,29.4,56.7,Successful,1,FirstHalf,1,Pass,1,30.6,27.3,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
101.0,6,988878822.0,True,6,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '58.9'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.7'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '24.4'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '3.4'}]","[90, 118, 116, 29, 35, 37, 215, 217]",46.0,13,40.0,24.4,Successful,1,FirstHalf,1,Pass,1,58.9,3.4,6292.0,,,,,,,,,,,,,,,,,,,,,,,,
102.0,6,340460547.0,True,6,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '2.2'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '15.6'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '10.0'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '53.4'}]","[90, 118, 116, 29, 34, 36, 215, 217]",48.0,13,58.8,3.5,Successful,1,FirstHalf,1,Pass,1,53.4,15.6,125211.0,,,,,,,,,,,,,,,,,,,,,,,,
103.0,6,448593838.0,True,6,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '13.0'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.9'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '37.1'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '62.5'}]","[90, 118, 116, 29, 35, 36, 215, 217]",51.0,13,54.5,22.5,Successful,1,FirstHalf,1,Pass,1,62.5,37.1,13756.0,,,,,,,,,,,,,,,,,,,,,,,,
104.0,6,1748131038.0,True,6,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '5.2'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '65.8'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '31.2'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}]","[90, 118, 116, 29, 35, 37, 215, 217]",52.0,13,62.6,37.1,Successful,1,FirstHalf,1,Pass,1,65.8,31.2,69738.0,,,,,,,,,,,,,,,,,,,,,,,,
105.0,6,1333972987.0,True,6,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '71.9'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '14.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '13.6'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.0'}]","[90, 118, 116, 29, 204, 35, 37, 216, 217]",54.0,13,67.8,33.3,Successful,1,FirstHalf,1,Pass,1,71.9,14.4,13756.0,,,,,,,,,,,,,,,,,,,,,,,,
106.0,7,633708446.0,True,7,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.6'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '72.0'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '77.2'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '18.7'}]","[90, 118, 116, 29, 204, 35, 36, 216, 217]",0.0,13,71.9,49.7,Successful,1,FirstHalf,1,Pass,1,72.0,77.2,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
107.0,7,870644196.0,True,7,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.9'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '67.9'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '18.0'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '91.2'}, {'type': {'displayName': 'IntentionalAssist', 'value': 154}}, {'type': {'displayName': 'ShotAssist', 'value': 210}}, {'type': {'displayName': 'KeyPass', 'value': 11113}}]","[90, 118, 116, 29, 122, 204, 39, 45, 35, 37, 216, 217]",3.0,13,75.1,77.2,Successful,1,FirstHalf,1,Pass,1,91.2,67.9,25244.0,,,,,,,,,,,,,,,,,,,,,,,,
108.0,7,2114444533.0,True,7,"[{'type': {'displayName': 'BlockedY', 'value': 147}, 'value': '66.4'}, {'type': {'displayName': 'BoxLeft', 'value': 64}}, {'type': {'displayName': 'RegularPlay', 'value': 22}}, {'type': {'displayName': 'RelatedEventId', 'value': 55}, 'value': '107'}, {'type': {'displayName': 'Assisted', 'value': 29}}, {'type': {'displayName': 'BlockedX', 'value': 146}, 'value': '93.0'}, {'type': {'displayName': 'IntentionalAssist', 'value': 154}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '63'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'LeftFoot', 'value': 72}}, {'type': {'displayName': 'Blocked', 'value': 82}}]","[90, 9, 1, 3, 10, 12]",5.0,13,92.2,67.4,Successful,1,FirstHalf,1,SavedShot,15,,,26820.0,93.0,66.4,,,True,107.0,25244.0,,,,,,,,,,,,,,,,,
63.0,7,853559366.0,True,7,"[{'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '108'}, {'type': {'displayName': 'OutfielderBlock', 'value': 94}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]","[90, 57]",5.0,27,7.2,31.2,Successful,1,FirstHalf,1,Save,10,,,27349.0,,,,,,,,,,,,,,,,,,,,,,,,
709.0,7,325093156.0,True,7,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]","[90, 68]",7.0,27,9.7,35.1,Unsuccessful,0,FirstHalf,1,BallTouch,61,,,33590.0,,,,,,,,,,,,,,,,,,,,,,,,
109.0,7,116436794.0,True,7,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}]","[90, 100, 55]",8.0,13,96.3,73.3,Successful,1,FirstHalf,1,Interception,8,,,23072.0,,,,,,,,,,,,,,,,,,,,,,,,
110.0,7,146921142.0,True,7,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '97.4'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.3'}, {'type': {'displayName': 'Cross', 'value': 2}}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '1.2'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '70.8'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}]","[90, 125, 34, 37, 216, 217]",8.0,13,97.9,72.4,Unsuccessful,0,FirstHalf,1,Pass,1,97.4,70.8,23072.0,,,,,,,,,,,,,,,,,,,,,,,,
64.0,7,2027968973.0,True,7,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.6'}, {'type': {'displayName': 'BlockedCross', 'value': 185}}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '4.9'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '0'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '26.4'}]","[90, 58, 214]",10.0,27,4.9,26.4,Successful,1,FirstHalf,1,Clearance,12,4.9,26.4,27349.0,,,,,,,,,,,,,,,,,,,,,,,,
65.0,7,696540869.0,True,7,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '14.6'}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '6.2'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '38.3'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '44.0'}]","[90, 116, 126, 35, 37, 215, 217]",12.0,27,7.7,20.3,Successful,1,FirstHalf,1,Pass,1,44.0,14.6,91434.0,,,,,,,,,,,,,,,,,,,,,,,,
66.0,7,977169201.0,True,7,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]",[90],13.0,27,44.2,14.6,Successful,1,FirstHalf,1,BallTouch,61,,,31376.0,,,,,,,,,,,,,,,,,,,,,,,,
112.0,7,1424985561.0,True,7,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '96.6'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '73.7'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.5'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '22.2'}]","[90, 118, 116, 29, 204, 35, 36, 216, 217]",14.0,13,54.9,81.8,Successful,1,FirstHalf,1,Pass,1,73.7,96.6,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
113.0,7,1629308263.0,True,7,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '11.4'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '80.8'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '69.6'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.9'}]","[90, 118, 116, 29, 204, 35, 37, 216, 217]",17.0,13,78.4,86.0,Successful,1,FirstHalf,1,Pass,1,80.8,69.6,25244.0,,,,,,,,,,,,,,,,,,,,,,,,
114.0,7,579878768.0,True,7,"[{'type': {'displayName': 'ShotAssist', 'value': 210}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '3.8'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '79.5'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '1.7'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '68.2'}, {'type': {'displayName': 'KeyPass', 'value': 11113}}]","[90, 118, 116, 29, 122, 204, 39, 45, 34, 37, 216, 217]",19.0,13,80.8,69.6,Successful,1,FirstHalf,1,Pass,1,79.5,68.2,23072.0,,,,,,,,,,,,,,,,,,,,,,,,
115.0,7,1142802955.0,True,7,"[{'type': {'displayName': 'RelatedEventId', 'value': 55}, 'value': '114'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '67'}, {'type': {'displayName': 'Assisted', 'value': 29}}, {'type': {'displayName': 'RightFoot', 'value': 20}}, {'type': {'displayName': 'Blocked', 'value': 82}}, {'type': {'displayName': 'RegularPlay', 'value': 22}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'BlockedY', 'value': 147}, 'value': '61.6'}, {'type': {'displayName': 'BlockedX', 'value': 146}, 'value': '80.6'}, {'type': {'displayName': 'OutOfBoxCentre', 'value': 18}}]","[90, 9, 2, 3, 10, 11]",20.0,13,79.2,62.5,Successful,1,FirstHalf,1,SavedShot,15,,,4522.0,80.6,61.6,,,True,114.0,23072.0,,,,,,,,,,,,,,,,,
67.0,7,1812077510.0,True,7,"[{'type': {'displayName': 'OutfielderBlock', 'value': 94}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '115'}]","[90, 57]",20.0,27,19.7,38.2,Successful,1,FirstHalf,1,Save,10,,,33590.0,,,,,,,,,,,,,,,,,,,,,,,,
68.0,7,1179913448.0,True,7,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '44.6'}, {'type': {'displayName': 'HeadPass', 'value': 3}}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '74.6'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '19.1'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.4'}]","[90, 117, 119, 28, 138, 35, 36, 215, 217]",24.0,27,27.6,64.7,Unsuccessful,0,FirstHalf,1,Pass,1,44.6,74.6,25832.0,,,,,,,,,,,,,,,,,,,,,,,,
116.0,7,1430116328.0,True,7,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}]","[90, 68]",26.0,13,52.0,14.1,Unsuccessful,0,FirstHalf,1,BallTouch,61,,,125211.0,,,,,,,,,,,,,,,,,,,,,,,,
70.0,7,851682534.0,False,7,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '44.6'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '86.2'}, {'type': {'displayName': 'ThrowIn', 'value': 107}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '3.9'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '14.7'}]","[211, 34, 37, 215]",32.0,27,54.4,100.0,Successful,1,FirstHalf,1,Pass,1,44.6,86.2,25832.0,,,,,,,,,,,,,,,,,,,,,,,,
72.0,7,513715725.0,True,7,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '64.9'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.6'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '10.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '52.7'}]","[90, 118, 116, 29, 34, 37, 215, 217]",39.0,27,54.0,80.0,Successful,1,FirstHalf,1,Pass,1,52.7,64.9,18600.0,,,,,,,,,,,,,,,,,,,,,,,,
73.0,7,575583898.0,True,7,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '74.4'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '12.2'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '2.6'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '42.8'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]","[90, 116, 29, 34, 36, 215, 217]",40.0,27,52.7,64.9,Successful,1,FirstHalf,1,Pass,1,42.8,74.4,33590.0,,,,,,,,,,,,,,,,,,,,,,,,
74.0,7,908953277.0,True,7,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '3.8'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '29.5'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '18.3'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '48.7'}]","[90, 116, 29, 34, 37, 214, 217]",43.0,27,41.1,74.1,Successful,1,FirstHalf,1,Pass,1,18.3,48.7,10254.0,,,,,,,,,,,,,,,,,,,,,,,,
75.0,7,1795385313.0,True,7,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '66.7'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '52.5'}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '68.1'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.3'}]","[90, 119, 127, 35, 36, 216, 217]",46.0,27,18.3,48.7,Unsuccessful,0,FirstHalf,1,Pass,1,66.7,68.1,10133.0,,,,,,,,,,,,,,,,,,,,,,,,
118.0,7,2053616240.0,True,7,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '37.4'}, {'type': {'displayName': 'HeadPass', 'value': 3}}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '59.2'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '23.6'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.4'}]","[90, 119, 28, 138, 35, 36, 215, 217]",50.0,13,38.8,22.8,Unsuccessful,0,FirstHalf,1,Pass,1,59.2,37.4,125211.0,,,,,,,,,,,,,,,,,,,,,,,,
76.0,7,1391750770.0,True,7,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.0'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '15.7'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '56.3'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '82.4'}]","[90, 118, 116, 29, 35, 36, 215, 217]",57.0,27,48.2,63.0,Successful,1,FirstHalf,1,Pass,1,56.3,82.4,25241.0,,,,,,,,,,,,,,,,,,,,,,,,
77.0,7,722360487.0,True,7,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.9'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '66.5'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '96.0'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '10.5'}]","[90, 118, 116, 29, 35, 36, 215, 217]",58.0,27,60.0,84.2,Successful,1,FirstHalf,1,Pass,1,66.5,96.0,18600.0,,,,,,,,,,,,,,,,,,,,,,,,
78.0,8,72401930.0,True,8,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.8'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '44.5'}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '70.3'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '34.8'}, {'type': {'displayName': 'Chipped', 'value': 155}}]","[90, 119, 123, 127, 35, 37, 216, 217]",1.0,27,66.6,95.4,Unsuccessful,0,FirstHalf,1,Pass,1,70.3,44.5,25832.0,,,,,,,,,,,,,,,,,,,,,,,,
119.0,8,1932291338.0,False,8,[],[92],4.0,13,29.7,60.3,Successful,1,FirstHalf,1,BallRecovery,49,,,4522.0,,,,,,,,,,,,,,,,,,,,,,,,
120.0,8,183461731.0,True,8,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '8.9'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '3.3'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '26.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '60.2'}]","[90, 116, 29, 34, 37, 214, 217]",7.0,13,34.8,62.0,Successful,1,FirstHalf,1,Pass,1,26.4,60.2,4522.0,,,,,,,,,,,,,,,,,,,,,,,,
121.0,8,289924252.0,True,8,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '31.2'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.1'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '11.8'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '75.9'}]","[90, 116, 29, 35, 36, 214, 217]",8.0,13,26.4,60.2,Successful,1,FirstHalf,1,Pass,1,31.2,75.9,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
122.0,8,714451469.0,True,8,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '38.6'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.6'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '8.2'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '68.2'}]","[90, 116, 29, 35, 37, 215, 217]",10.0,13,32.6,76.0,Successful,1,FirstHalf,1,Pass,1,38.6,68.2,23072.0,,,,,,,,,,,,,,,,,,,,,,,,
123.0,8,2046487314.0,True,8,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '75.4'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '35.8'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '2.1'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '6.3'}, {'type': {'displayName': 'LayOff', 'value': 156}}]","[90, 116, 29, 34, 36, 215, 217]",11.0,13,38.9,67.4,Successful,1,FirstHalf,1,Pass,1,35.8,75.4,4522.0,,,,,,,,,,,,,,,,,,,,,,,,
124.0,8,547867020.0,True,8,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '73.8'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '6.9'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '41.9'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.8'}]","[90, 116, 29, 35, 37, 215, 217]",13.0,13,36.2,78.8,Successful,1,FirstHalf,1,Pass,1,41.9,73.8,23072.0,,,,,,,,,,,,,,,,,,,,,,,,
125.0,8,1554512107.0,True,8,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '3.9'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '28.1'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '55.2'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '18.5'}]","[90, 116, 29, 34, 37, 214, 217]",14.0,13,40.9,73.8,Successful,1,FirstHalf,1,Pass,1,28.1,55.2,4522.0,,,,,,,,,,,,,,,,,,,,,,,,
126.0,8,961802388.0,True,8,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '15.9'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '29.7'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.7'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '28.0'}]","[90, 116, 29, 34, 37, 214, 217]",17.0,13,28.6,53.1,Successful,1,FirstHalf,1,Pass,1,28.0,29.7,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
127.0,8,1849663731.0,True,8,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '36.4'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '14.2'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.7'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '4.4'}]","[90, 116, 29, 34, 37, 215, 217]",22.0,13,37.0,25.3,Successful,1,FirstHalf,1,Pass,1,36.4,4.4,6292.0,,,,,,,,,,,,,,,,,,,,,,,,
128.0,8,1240836422.0,True,8,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '29.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '17.6'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '32.1'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.8'}]","[90, 116, 29, 34, 36, 214, 217]",25.0,13,36.4,4.4,Successful,1,FirstHalf,1,Pass,1,32.1,29.4,125211.0,,,,,,,,,,,,,,,,,,,,,,,,
130.0,8,1972262120.0,True,8,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '22.8'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '31.8'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '63.0'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.6'}]","[90, 116, 29, 34, 36, 214, 217]",28.0,13,32.0,29.4,Successful,1,FirstHalf,1,Pass,1,31.8,63.0,6292.0,,,,,,,,,,,,,,,,,,,,,,,,
131.0,8,783456934.0,True,8,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '9.3'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '70.5'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '42.9'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.4'}]","[90, 116, 29, 35, 36, 215, 217]",30.0,13,34.6,65.8,Successful,1,FirstHalf,1,Pass,1,42.9,70.5,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
132.0,8,1284439388.0,True,8,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.4'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '32.9'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '21.0'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '29.7'}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]","[90, 116, 126, 34, 37, 214, 217]",32.0,13,38.2,67.5,Successful,1,FirstHalf,1,Pass,1,29.7,21.0,4522.0,,,,,,,,,,,,,,,,,,,,,,,,
133.0,8,704421222.0,True,8,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '22.6'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '55.1'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '32.6'}]","[90, 116, 29, 35, 36, 214, 217]",36.0,13,29.8,22.2,Successful,1,FirstHalf,1,Pass,1,32.6,55.1,6292.0,,,,,,,,,,,,,,,,,,,,,,,,
