eventId,expandedMinute,id,isTouch,minute,qualifiers,satisfiedEventsTypes,second,teamId,x,y,outcomeType_displayName,outcomeType_value,period_displayName,period_value,type_displayName,type_value,endX,endY,playerId,blockedX,blockedY,goalMouthY,goalMouthZ,isShot,relatedEventId,relatedPlayerId,cardType_displayName,cardType_value,isGoal,$idx,$len,field,satisfiers,text,minuteInfo_expandedMinute,minuteInfo_extraTime,minuteInfo_isEndOfPeriod,minuteInfo_minute,minuteInfo_minuteString,minuteInfo_period,type_$idx,type_$len,Assist
543.0,48,90157897.0,True,46,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '11.2'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.4'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '80.5'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '88.6'}]","[90, 119, 28, 34, 37, 216, 217]",34.0,13,92.3,96.0,Unsuccessful,0,SecondHalf,2,Pass,1,88.6,80.5,13756.0,,,,,,,,,,,,,,,,,,,,,,,,
389.0,48,915438884.0,False,46,[],[92],36.0,27,11.8,14.6,Successful,1,SecondHalf,2,BallRecovery,49,,,91434.0,,,,,,,,,,,,,,,,,,,,,,,,
390.0,48,331450900.0,False,46,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Foul', 'value': 13}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '545'}, {'type': {'displayName': 'Defensive', 'value': 285}}]",[62],40.0,27,29.1,21.1,Successful,1,SecondHalf,2,Foul,4,,,91434.0,,,,,,,,,,,,,,,,,,,,,,,,
545.0,48,2091315133.0,False,46,"[{'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '390'}, {'type': {'displayName': 'Foul', 'value': 13}}, {'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}]",[63],40.0,13,70.9,78.9,Unsuccessful,0,SecondHalf,2,Foul,4,,,23072.0,,,,,,,,,,,,,,,,,,,,,,,,
391.0,49,107317204.0,True,47,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '38.3'}, {'type': {'displayName': 'FreekickTaken', 'value': 5}}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.2'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '87.0'}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '62.6'}]","[90, 119, 127, 132, 35, 36, 216, 217]",7.0,27,28.3,22.4,Unsuccessful,0,SecondHalf,2,Pass,1,87.0,38.3,10133.0,,,,,,,,,,,,,,,,,,,,,,,,
547.0,49,970375375.0,True,47,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '62.9'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '9.5'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Head', 'value': 15}}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '5.1'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.9'}]","[90, 93, 94, 56, 214]",14.0,13,10.9,55.7,Successful,1,SecondHalf,2,Clearance,12,9.5,62.9,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
549.0,49,321265582.0,True,47,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]",[90],16.0,13,9.4,62.7,Successful,1,SecondHalf,2,BallTouch,61,,,23072.0,,,,,,,,,,,,,,,,,,,,,,,,
1072.0,49,634894583.0,False,47,[],[92],18.0,13,7.4,67.4,Successful,1,SecondHalf,2,BallRecovery,49,,,4522.0,,,,,,,,,,,,,,,,,,,,,,,,
550.0,49,396973386.0,True,47,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.7'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '96.6'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '8.8'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '8.5'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]","[90, 116, 29, 35, 36, 214, 217]",19.0,13,2.5,88.7,Successful,1,SecondHalf,2,Pass,1,8.8,96.6,4522.0,,,,,,,,,,,,,,,,,,,,,,,,
392.0,49,854213492.0,False,47,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '551'}, {'type': {'displayName': 'Offensive', 'value': 286}}]",[54],22.0,27,87.9,3.4,Unsuccessful,0,SecondHalf,2,Challenge,45,,,10254.0,,,,,,,,,,,,,,,,,,,,,,,,
551.0,49,396357926.0,True,47,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '392'}, {'type': {'displayName': 'Defensive', 'value': 285}}]","[90, 53]",22.0,13,12.1,96.6,Successful,1,SecondHalf,2,TakeOn,3,,,13756.0,,,,,,,,,,,,,,,,,,,,,,,,
552.0,49,4677303.0,True,47,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '34.8'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '23.5'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '6.2'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '93.2'}]","[90, 116, 29, 35, 37, 215, 217]",23.0,13,12.6,97.4,Successful,1,SecondHalf,2,Pass,1,34.8,93.2,13756.0,,,,,,,,,,,,,,,,,,,,,,,,
553.0,49,751187678.0,True,47,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.2'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '64.8'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '44.0'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '21.6'}]","[90, 116, 29, 35, 37, 215, 217]",26.0,13,34.8,93.2,Successful,1,SecondHalf,2,Pass,1,44.0,64.8,69738.0,,,,,,,,,,,,,,,,,,,,,,,,
554.0,49,1455024617.0,True,47,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '58.4'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '24.7'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.4'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '36.1'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}]","[90, 118, 116, 29, 35, 37, 215, 217]",28.0,13,44.0,64.8,Successful,1,SecondHalf,2,Pass,1,58.4,36.1,25244.0,,,,,,,,,,,,,,,,,,,,,,,,
555.0,49,1315662209.0,True,47,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '20.0'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.6'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '72.0'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '14.1'}]","[90, 118, 116, 29, 204, 35, 37, 216, 217]",31.0,13,61.7,33.4,Successful,1,SecondHalf,2,Pass,1,72.0,20.0,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
556.0,49,1405174733.0,True,47,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '10.8'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '7.4'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.3'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '67.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}]","[90, 118, 116, 29, 204, 34, 37, 216, 217]",35.0,13,71.9,21.6,Successful,1,SecondHalf,2,Pass,1,67.4,7.4,13796.0,,,,,,,,,,,,,,,,,,,,,,,,
557.0,49,895342612.0,True,47,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '10.4'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.6'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '64.4'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '2.0'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}]","[90, 118, 116, 29, 35, 37, 215, 217]",45.0,13,56.4,11.1,Successful,1,SecondHalf,2,Pass,1,64.4,2.0,125211.0,,,,,,,,,,,,,,,,,,,,,,,,
558.0,49,642115036.0,True,47,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '47.4'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '16.9'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '3.1'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '3.1'}]","[90, 116, 29, 34, 36, 215, 217]",48.0,13,63.5,1.9,Successful,1,SecondHalf,2,Pass,1,47.4,3.1,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
559.0,49,22631799.0,True,47,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '22.8'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '2.8'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '15.3'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '22.1'}]","[90, 116, 29, 34, 36, 214, 217]",53.0,13,42.6,4.3,Successful,1,SecondHalf,2,Pass,1,22.1,15.3,125211.0,,,,,,,,,,,,,,,,,,,,,,,,
560.0,49,80302766.0,True,47,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '49.7'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '25.8'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '10.7'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '2.0'}]","[90, 116, 29, 34, 36, 214, 217]",56.0,13,21.8,15.8,Successful,1,SecondHalf,2,Pass,1,10.7,49.7,6292.0,,,,,,,,,,,,,,,,,,,,,,,,
561.0,49,558482451.0,True,47,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.8'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '17.5'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '22.1'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '68.4'}]","[90, 116, 29, 35, 36, 214, 217]",59.0,13,10.7,49.7,Successful,1,SecondHalf,2,Pass,1,22.1,68.4,6775.0,,,,,,,,,,,,,,,,,,,,,,,,
,50,722628692.1,False,48,[],[60],,27,78.3,92.0,Unsuccessful,0,SecondHalf,2,OffsideGiven,10000,,,31376.0,,,,,,,,,,,,,,,,,,,,,,,,
562.0,50,381744805.0,True,48,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '3.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '8.3'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '62.7'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '14.0'}]","[90, 116, 29, 34, 37, 214, 217]",1.0,13,21.1,68.5,Successful,1,SecondHalf,2,Pass,1,8.3,62.7,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
563.0,50,970584658.0,True,48,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.8'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '29.5'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '52.8'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '51.9'}]","[90, 119, 127, 35, 37, 215, 217]",5.0,13,8.3,62.7,Unsuccessful,0,SecondHalf,2,Pass,1,52.8,29.5,6775.0,,,,,,,,,,,,,,,,,,,,,,,,
393.0,50,722628692.0,True,48,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '92.0'}, {'type': {'displayName': 'PlayerCaughtOffside', 'value': 7}, 'value': '31376'}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '78.3'}]","[90, 216]",8.0,27,47.4,71.1,Successful,1,SecondHalf,2,OffsidePass,2,78.3,92.0,122945.0,,,,,,,,,,,,,,,,,,,,,,,,
565.0,50,1775726960.0,False,48,[],[61],8.0,13,31.7,50.0,Successful,1,SecondHalf,2,OffsideProvoked,55,,,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
566.0,50,1896215404.0,True,48,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '22.4'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '53.9'}, {'type': {'displayName': 'IndirectFreekickTaken', 'value': 241}}, {'type': {'displayName': 'FreekickTaken', 'value': 5}}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '19.6'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '2.0'}]","[90, 116, 29, 131, 34, 36, 214, 217]",34.0,13,27.5,23.3,Successful,1,SecondHalf,2,Pass,1,19.6,53.9,6292.0,,,,,,,,,,,,,,,,,,,,,,,,
568.0,50,1771015754.0,True,48,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.5'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '63.6'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '76.3'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '97.5'}]","[90, 119, 127, 35, 36, 216, 217]",41.0,13,22.8,53.6,Unsuccessful,0,SecondHalf,2,Pass,1,76.3,97.5,6775.0,,,,,,,,,,,,,,,,,,,,,,,,
394.0,50,1546139941.0,False,48,[],[92],48.0,27,17.8,3.5,Successful,1,SecondHalf,2,BallRecovery,49,,,91434.0,,,,,,,,,,,,,,,,,,,,,,,,
395.0,50,175373334.0,True,48,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '51.6'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'Chipped', 'value': 155}}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.6'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '34.5'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '29.4'}]","[90, 118, 116, 123, 126, 35, 36, 215, 217]",51.0,27,23.7,2.6,Successful,1,SecondHalf,2,Pass,1,51.6,29.4,91434.0,,,,,,,,,,,,,,,,,,,,,,,,
396.0,50,158279142.0,True,48,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '569'}, {'type': {'displayName': 'Offensive', 'value': 286}}]","[90, 69]",54.0,27,48.8,26.2,Successful,1,SecondHalf,2,Dispossessed,50,,,25832.0,,,,,,,,,,,,,,,,,,,,,,,,
569.0,50,1472412790.0,True,48,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '396'}, {'type': {'displayName': 'Defensive', 'value': 285}}]","[90, 142]",54.0,13,51.2,73.8,Successful,1,SecondHalf,2,Tackle,7,,,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
570.0,50,1590509280.0,False,48,[],[92],55.0,13,57.2,70.5,Successful,1,SecondHalf,2,BallRecovery,49,,,69738.0,,,,,,,,,,,,,,,,,,,,,,,,
571.0,50,601949853.0,True,48,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '45.9'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '12.1'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '3.3'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '66.7'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]","[90, 116, 29, 34, 37, 215, 217]",55.0,13,57.2,70.2,Successful,1,SecondHalf,2,Pass,1,45.9,66.7,69738.0,,,,,,,,,,,,,,,,,,,,,,,,
572.0,50,2036907754.0,True,48,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '20.4'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '37.6'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '50.8'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.0'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}]","[90, 118, 116, 29, 35, 37, 215, 217]",56.0,13,45.9,66.7,Successful,1,SecondHalf,2,Pass,1,50.8,37.6,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
573.0,50,1090139777.0,True,48,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '6.1'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '23.9'}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '89.7'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '36.1'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}]","[90, 119, 127, 35, 37, 216, 217]",59.0,13,55.8,33.1,Unsuccessful,0,SecondHalf,2,Pass,1,89.7,23.9,125211.0,,,,,,,,,,,,,,,,,,,,,,,,
397.0,51,1086114670.0,True,49,[],"[90, 92]",3.0,27,12.3,76.4,Successful,1,SecondHalf,2,KeeperPickup,52,,,10133.0,,,,,,,,,,,,,,,,,,,,,,,,
402.0,51,1390234955.0,True,49,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '60.0'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '68.4'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.1'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '53.6'}]","[90, 118, 116, 126, 204, 35, 36, 216, 217]",22.0,27,11.6,43.3,Successful,1,SecondHalf,2,Pass,1,68.4,53.6,10133.0,,,,,,,,,,,,,,,,,,,,,,,,
403.0,51,2097946529.0,False,49,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '574'}, {'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'Foul', 'value': 13}}]",[62],24.0,27,70.4,52.8,Successful,1,SecondHalf,2,Foul,4,,,25832.0,,,,,,,,,,,,,,,,,,,,,,,,
574.0,51,1622670417.0,False,49,"[{'type': {'displayName': 'Defensive', 'value': 285}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '403'}, {'type': {'displayName': 'Foul', 'value': 13}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]",[63],24.0,13,29.6,47.2,Unsuccessful,0,SecondHalf,2,Foul,4,,,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
404.0,52,242663440.0,True,50,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '26.2'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.7'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '32.2'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Chipped', 'value': 155}}, {'type': {'displayName': 'FreekickTaken', 'value': 5}}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '92.7'}]","[90, 118, 116, 29, 123, 131, 204, 35, 37, 216, 217]",14.0,27,72.5,54.8,Successful,1,SecondHalf,2,Pass,1,92.7,32.2,18600.0,,,,,,,,,,,,,,,,,,,,,,,,
405.0,52,36284138.0,True,50,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.6'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '51.9'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '13.4'}, {'type': {'displayName': 'HeadPass', 'value': 3}}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '92.1'}]","[90, 119, 28, 138, 34, 36, 216, 217]",17.0,27,92.7,32.2,Unsuccessful,0,SecondHalf,2,Pass,1,92.1,51.9,27349.0,,,,,,,,,,,,,,,,,,,,,,,,
575.0,52,1813754741.0,True,50,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '18.1'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '15.7'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '63.7'}, {'type': {'displayName': 'Head', 'value': 15}}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.7'}]","[90, 93, 94, 56, 214]",18.0,13,6.3,49.6,Successful,1,SecondHalf,2,Clearance,12,18.1,63.7,69738.0,,,,,,,,,,,,,,,,,,,,,,,,
576.0,52,1212466674.0,False,50,[],[92],20.0,13,18.1,63.7,Successful,1,SecondHalf,2,BallRecovery,49,,,25244.0,,,,,,,,,,,,,,,,,,,,,,,,
577.0,52,299857499.0,True,50,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.1'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '27.2'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '18.2'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '91.8'}]","[90, 116, 29, 35, 36, 214, 217]",20.0,13,19.9,67.6,Successful,1,SecondHalf,2,Pass,1,27.2,91.8,25244.0,,,,,,,,,,,,,,,,,,,,,,,,
406.0,52,1683233054.0,False,50,"[{'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '579'}, {'type': {'displayName': 'Foul', 'value': 13}}]",[63],28.0,27,73.2,6.1,Unsuccessful,0,SecondHalf,2,Foul,4,,,25832.0,,,,,,,,,,,,,,,,,,,,,,,,
579.0,52,507883639.0,False,50,"[{'type': {'displayName': 'Defensive', 'value': 285}}, {'type': {'displayName': 'Foul', 'value': 13}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '406'}]",[62],28.0,13,26.8,93.9,Successful,1,SecondHalf,2,Foul,4,,,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
580.0,52,606701397.0,True,50,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '17.8'}, {'type': {'displayName': 'FreekickTaken', 'value': 5}}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '23.2'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '66.9'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.5'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]","[90, 116, 29, 131, 34, 37, 214, 217]",39.0,13,27.1,92.4,Successful,1,SecondHalf,2,Pass,1,23.2,66.9,23072.0,,,,,,,,,,,,,,,,,,,,,,,,
581.0,52,1074958922.0,True,50,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.0'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '28.6'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '24.4'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '27.7'}]","[90, 116, 29, 35, 37, 214, 217]",40.0,13,22.3,62.3,Successful,1,SecondHalf,2,Pass,1,28.6,27.7,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
582.0,52,722694991.0,True,50,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '21.2'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '9.7'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '6.0'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '39.3'}]","[90, 116, 29, 35, 37, 215, 217]",42.0,13,30.5,25.6,Successful,1,SecondHalf,2,Pass,1,39.3,21.2,6292.0,,,,,,,,,,,,,,,,,,,,,,,,
583.0,52,833988316.0,True,50,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '2.0'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '23.9'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '54.8'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '27.2'}]","[90, 116, 29, 34, 36, 214, 217]",44.0,13,36.7,22.8,Successful,1,SecondHalf,2,Pass,1,27.2,54.8,4522.0,,,,,,,,,,,,,,,,,,,,,,,,
584.0,52,1550878760.0,True,50,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '17.9'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.8'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '27.6'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '22.5'}]","[90, 116, 29, 35, 37, 214, 217]",47.0,13,26.6,48.8,Successful,1,SecondHalf,2,Pass,1,27.6,22.5,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
585.0,52,1292739673.0,True,50,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.4'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '18.9'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '1.7'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '39.6'}]","[90, 116, 29, 35, 37, 215, 217]",49.0,13,27.6,22.4,Successful,1,SecondHalf,2,Pass,1,39.6,1.7,6292.0,,,,,,,,,,,,,,,,,,,,,,,,
586.0,52,1589459011.0,True,50,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '44.5'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '5.2'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '3.1'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.2'}]","[90, 116, 29, 35, 36, 215, 217]",52.0,13,39.6,1.7,Successful,1,SecondHalf,2,Pass,1,44.5,3.1,125211.0,,,,,,,,,,,,,,,,,,,,,,,,
