eventId,expandedMinute,id,isTouch,minute,qualifiers,satisfiedEventsTypes,second,teamId,x,y,outcomeType_displayName,outcomeType_value,period_displayName,period_value,type_displayName,type_value,endX,endY,playerId,goalMouthY,goalMouthZ,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,cardType_displayName,cardType_value,isGoal,$idx,$len,field,satisfiers,text,minuteInfo_expandedMinute,minuteInfo_extraTime,minuteInfo_isEndOfPeriod,minuteInfo_minute,minuteInfo_minuteString,minuteInfo_period,type_$idx,type_$len,Assist
83.0,7,39630900.0,True,7,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.5'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '53.8'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '12.6'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '35.5'}]","[90, 118, 116, 29, 35, 36, 215, 217]",19.0,13,43.5,26.1,Successful,1,FirstHalf,1,Pass,1,53.8,35.5,6321.0,,,,,,,,,,,,,,,,,,,,,,,,
856.0,7,750274334.0,True,7,"[{'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '1084'}, {'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}]","[90, 53]",21.0,13,56.6,24.8,Successful,1,FirstHalf,1,TakeOn,3,,,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
1084.0,7,1229092120.0,False,7,"[{'type': {'displayName': 'Defensive', 'value': 285}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '856'}]",[54],21.0,167,43.4,75.2,Unsuccessful,0,FirstHalf,1,Challenge,45,,,14053.0,,,,,,,,,,,,,,,,,,,,,,,,
84.0,7,1507549413.0,True,7,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.4'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '71.1'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '18.3'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '6.1'}]","[90, 118, 116, 29, 204, 35, 37, 216, 217]",22.0,13,60.2,27.1,Successful,1,FirstHalf,1,Pass,1,71.1,6.1,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
85.0,7,191396946.0,True,7,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '54.0'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '8.0'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '3.2'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '15.5'}]","[90, 118, 116, 29, 34, 37, 215, 217]",23.0,13,68.7,10.4,Successful,1,FirstHalf,1,Pass,1,54.0,8.0,95977.0,,,,,,,,,,,,,,,,,,,,,,,,
86.0,7,861535271.0,True,7,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '56.2'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '16.8'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '6.4'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.2'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}]","[90, 118, 116, 29, 35, 36, 215, 217]",25.0,13,54.0,8.0,Successful,1,FirstHalf,1,Pass,1,56.2,16.8,125211.0,,,,,,,,,,,,,,,,,,,,,,,,
87.0,7,1617963597.0,True,7,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '2.9'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '24.7'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '35.8'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '22.1'}, {'type': {'displayName': 'LayOff', 'value': 156}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]","[90, 116, 29, 34, 36, 215, 217]",26.0,13,56.2,16.8,Successful,1,FirstHalf,1,Pass,1,35.8,24.7,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
88.0,7,1136351467.0,True,7,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '13.1'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '6.2'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '54.9'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '24.3'}]","[90, 118, 116, 29, 35, 37, 215, 217]",28.0,13,42.4,25.0,Successful,1,FirstHalf,1,Pass,1,54.9,24.3,6292.0,,,,,,,,,,,,,,,,,,,,,,,,
70.0,7,1828135622.0,False,7,"[{'type': {'displayName': 'Foul', 'value': 13}}, {'type': {'displayName': 'Defensive', 'value': 285}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '89'}]",[63],32.0,167,44.2,73.0,Unsuccessful,0,FirstHalf,1,Foul,4,,,14102.0,,,,,,,,,,,,,,,,,,,,,,,,
89.0,7,227452080.0,False,7,"[{'type': {'displayName': 'Foul', 'value': 13}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '70'}]",[62],32.0,13,55.8,27.0,Successful,1,FirstHalf,1,Foul,4,,,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
90.0,7,146045174.0,True,7,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '1.9'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '55.6'}, {'type': {'displayName': 'FreekickTaken', 'value': 5}}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '25.0'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.5'}]","[90, 118, 116, 29, 131, 35, 37, 215, 217]",38.0,13,54.3,27.0,Successful,1,FirstHalf,1,Pass,1,55.6,25.0,6321.0,,,,,,,,,,,,,,,,,,,,,,,,
91.0,7,2075323600.0,True,7,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '45.4'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '2.8'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '30.3'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '10.9'}]","[90, 116, 29, 34, 36, 215, 217]",41.0,13,55.2,25.0,Successful,1,FirstHalf,1,Pass,1,45.4,30.3,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
92.0,7,52863820.0,True,7,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '36.8'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '8.7'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '29.5'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '3.3'}]","[90, 116, 29, 34, 37, 215, 217]",43.0,13,44.9,31.9,Successful,1,FirstHalf,1,Pass,1,36.8,29.5,6321.0,,,,,,,,,,,,,,,,,,,,,,,,
93.0,7,1571512530.0,True,7,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '40.6'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '22.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '62.0'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.4'}]","[90, 116, 29, 35, 36, 215, 217]",44.0,13,37.4,29.5,Successful,1,FirstHalf,1,Pass,1,40.6,62.0,6292.0,,,,,,,,,,,,,,,,,,,,,,,,
94.0,7,917633765.0,True,7,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '7.4'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '69.2'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.6'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '80.2'}]","[90, 118, 116, 29, 204, 35, 36, 216, 217]",49.0,13,63.3,74.2,Successful,1,FirstHalf,1,Pass,1,69.2,80.2,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
95.0,7,1562219712.0,True,7,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '11.9'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '59.0'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '97.7'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '2.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}]","[90, 118, 116, 29, 34, 36, 215, 217]",51.0,13,67.0,85.4,Successful,1,FirstHalf,1,Pass,1,59.0,97.7,13756.0,,,,,,,,,,,,,,,,,,,,,,,,
96.0,7,579784481.0,True,7,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '41.6'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '69.3'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.0'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '26.6'}]","[90, 116, 29, 34, 37, 215, 217]",52.0,13,59.0,97.7,Successful,1,FirstHalf,1,Pass,1,41.6,69.3,23072.0,,,,,,,,,,,,,,,,,,,,,,,,
97.0,7,1823951388.0,True,7,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '11.2'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.7'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '52.8'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '41.5'}]","[90, 116, 29, 34, 37, 215, 217]",56.0,13,41.6,69.3,Successful,1,FirstHalf,1,Pass,1,41.5,52.8,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
98.0,7,561951008.0,True,7,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '44.3'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.8'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '15.9'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '20.7'}]","[90, 116, 29, 35, 37, 215, 217]",58.0,13,43.0,44.0,Successful,1,FirstHalf,1,Pass,1,44.3,20.7,6292.0,,,,,,,,,,,,,,,,,,,,,,,,
99.0,8,92964096.0,True,8,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.8'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '3.5'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '19.3'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '60.3'}]","[90, 118, 116, 29, 35, 37, 215, 217]",0.0,13,44.3,17.6,Successful,1,FirstHalf,1,Pass,1,60.3,3.5,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
100.0,8,476986823.0,True,8,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '2.9'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '10.0'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '11.7'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '48.2'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]","[90, 116, 29, 34, 36, 215, 217]",3.0,13,59.0,5.6,Successful,1,FirstHalf,1,Pass,1,48.2,10.0,125211.0,,,,,,,,,,,,,,,,,,,,,,,,
101.0,8,868114641.0,True,8,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '15.7'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '32.8'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '45.7'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.7'}]","[90, 116, 29, 34, 36, 215, 217]",5.0,13,48.3,10.0,Successful,1,FirstHalf,1,Pass,1,45.7,32.8,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
102.0,8,992509310.0,True,8,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.9'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '40.0'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '16.6'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '64.0'}]","[90, 116, 29, 34, 36, 215, 217]",7.0,13,45.8,41.3,Successful,1,FirstHalf,1,Pass,1,40.0,64.0,6321.0,,,,,,,,,,,,,,,,,,,,,,,,
103.0,8,988578597.0,True,8,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.0'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '23.0'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '51.7'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '92.6'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}]","[90, 118, 116, 29, 35, 36, 215, 217]",9.0,13,40.0,64.0,Successful,1,FirstHalf,1,Pass,1,51.7,92.6,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
71.0,8,1183346120.0,False,8,"[{'type': {'displayName': 'Defensive', 'value': 285}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '104'}]",[54],12.0,167,48.0,9.6,Unsuccessful,0,FirstHalf,1,Challenge,45,,,73084.0,,,,,,,,,,,,,,,,,,,,,,,,
104.0,8,763694513.0,True,8,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '71'}]","[90, 53]",12.0,13,52.0,90.4,Successful,1,FirstHalf,1,TakeOn,3,,,23072.0,,,,,,,,,,,,,,,,,,,,,,,,
105.0,8,80173778.0,True,8,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '57.0'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '56.9'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '7.6'}]","[90, 118, 116, 29, 34, 37, 215, 217]",14.0,13,59.1,67.6,Successful,1,FirstHalf,1,Pass,1,56.9,57.0,23072.0,,,,,,,,,,,,,,,,,,,,,,,,
106.0,8,969324758.0,True,8,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}]","[90, 68]",15.0,13,56.9,57.0,Unsuccessful,0,FirstHalf,1,BallTouch,61,,,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
72.0,8,13128706.0,False,8,[],[92],16.0,167,47.3,44.8,Successful,1,FirstHalf,1,BallRecovery,49,,,14102.0,,,,,,,,,,,,,,,,,,,,,,,,
73.0,8,1502462916.0,False,8,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '107'}, {'type': {'displayName': 'Foul', 'value': 13}}]",[62],18.0,167,47.9,44.0,Successful,1,FirstHalf,1,Foul,4,,,14102.0,,,,,,,,,,,,,,,,,,,,,,,,
107.0,8,1340945086.0,False,8,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Foul', 'value': 13}}, {'type': {'displayName': 'Defensive', 'value': 285}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '73'}]",[63],18.0,13,52.1,56.0,Unsuccessful,0,FirstHalf,1,Foul,4,,,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
74.0,8,13150357.0,True,8,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '3.5'}, {'type': {'displayName': 'FreekickTaken', 'value': 5}}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '56.1'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '29.9'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.0'}]","[90, 118, 116, 29, 131, 35, 37, 215, 217]",47.0,167,48.2,45.7,Successful,1,FirstHalf,1,Pass,1,56.1,3.5,14053.0,,,,,,,,,,,,,,,,,,,,,,,,
75.0,8,557972261.0,True,8,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '2.8'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '67.1'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '6.2'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '12.1'}]","[90, 118, 116, 29, 204, 35, 37, 216, 217]",49.0,167,55.6,3.8,Successful,1,FirstHalf,1,Pass,1,67.1,2.8,19471.0,,,,,,,,,,,,,,,,,,,,,,,,
76.0,8,861089825.0,True,8,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '9.7'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '66.8'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '17.7'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.6'}]","[90, 118, 116, 29, 204, 34, 36, 216, 217]",51.0,167,67.3,3.4,Successful,1,FirstHalf,1,Pass,1,66.8,17.7,73084.0,,,,,,,,,,,,,,,,,,,,,,,,
77.0,8,293792375.0,True,8,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '3.7'}, {'type': {'displayName': 'LayOff', 'value': 156}}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '22.5'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '2.4'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '64.1'}]","[90, 118, 116, 29, 34, 36, 215, 217]",51.0,167,66.6,18.6,Successful,1,FirstHalf,1,Pass,1,64.1,22.5,14102.0,,,,,,,,,,,,,,,,,,,,,,,,
78.0,8,228067781.0,True,8,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '39.9'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.4'}, {'type': {'displayName': 'Chipped', 'value': 155}}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '92.0'}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '73.4'}]","[90, 118, 116, 123, 126, 204, 35, 36, 216, 217]",54.0,167,67.5,34.0,Successful,1,FirstHalf,1,Pass,1,73.4,92.0,73084.0,,,,,,,,,,,,,,,,,,,,,,,,
79.0,8,1559473921.0,True,8,"[{'type': {'displayName': 'Cross', 'value': 2}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '65.5'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '18.2'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.0'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '88.8'}]","[90, 125, 35, 37, 216, 217]",57.0,167,84.7,91.5,Unsuccessful,0,FirstHalf,1,Pass,1,88.8,65.5,12267.0,,,,,,,,,,,,,,,,,,,,,,,,
109.0,9,224392366.0,True,9,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.0'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '19.1'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '31.2'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '29.2'}]","[90, 93, 94, 214]",0.0,13,11.0,31.0,Successful,1,FirstHalf,1,Clearance,12,29.2,31.2,125211.0,,,,,,,,,,,,,,,,,,,,,,,,
80.0,9,359423734.0,True,9,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.9'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '80.9'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '12.1'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '95.9'}]","[90, 118, 116, 29, 204, 35, 36, 216, 217]",2.0,167,74.1,81.5,Successful,1,FirstHalf,1,Pass,1,80.9,95.9,19119.0,,,,,,,,,,,,,,,,,,,,,,,,
81.0,9,1187382319.0,True,9,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '75.0'}, {'type': {'displayName': 'ShotAssist', 'value': 210}}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '15.1'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.3'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '75.7'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'KeyPass', 'value': 11113}}]","[90, 118, 116, 29, 122, 204, 39, 45, 34, 37, 216, 217]",3.0,167,80.9,95.9,Successful,1,FirstHalf,1,Pass,1,75.0,75.7,12267.0,,,,,,,,,,,,,,,,,,,,,,,,
82.0,9,1767027775.0,True,9,"[{'type': {'displayName': 'GoalMouthY', 'value': 102}, 'value': '45.1'}, {'type': {'displayName': 'RightFoot', 'value': 20}}, {'type': {'displayName': 'MissHigh', 'value': 74}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Assisted', 'value': 29}}, {'type': {'displayName': 'RelatedEventId', 'value': 55}, 'value': '81'}, {'type': {'displayName': 'RegularPlay', 'value': 22}}, {'type': {'displayName': 'GoalMouthZ', 'value': 103}, 'value': '66.7'}, {'type': {'displayName': 'OutOfBoxCentre', 'value': 18}}]","[90, 6, 9, 2, 3, 11]",6.0,167,75.4,67.4,Successful,1,FirstHalf,1,MissedShots,13,,,19119.0,45.1,66.7,True,81.0,12267.0,,,,,,,,,,,,,,,,,,,
111.0,9,2024147634.0,True,9,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.9'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '55.8'}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '15.2'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '55.4'}, {'type': {'displayName': 'GoalKick', 'value': 124}}, {'type': {'displayName': 'MissHigh', 'value': 74}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}]","[90, 119, 127, 35, 37, 215, 217]",38.0,13,5.2,42.2,Unsuccessful,0,FirstHalf,1,Pass,1,55.4,15.2,6775.0,,,,,,,,,,,,,,,,,,,,,,,,
84.0,9,125200264.0,True,9,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '6.0'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '79.3'}, {'type': {'displayName': 'HeadPass', 'value': 3}}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '61.7'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '19.7'}]","[90, 119, 28, 138, 35, 37, 215, 217]",41.0,167,44.0,88.7,Unsuccessful,0,FirstHalf,1,Pass,1,61.7,79.3,27213.0,,,,,,,,,,,,,,,,,,,,,,,,
85.0,9,302819909.0,False,9,[],[92],43.0,167,46.9,87.5,Successful,1,FirstHalf,1,BallRecovery,49,,,19119.0,,,,,,,,,,,,,,,,,,,,,,,,
112.0,9,980113331.0,True,9,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '6.1'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '18.8'}, {'type': {'displayName': 'HeadPass', 'value': 3}}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '56.1'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '18.5'}]","[90, 119, 28, 138, 35, 37, 215, 217]",43.0,13,38.8,24.3,Unsuccessful,0,FirstHalf,1,Pass,1,56.1,18.8,6292.0,,,,,,,,,,,,,,,,,,,,,,,,
86.0,9,561491239.0,True,9,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '52.7'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '93.9'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.6'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '7.5'}]","[90, 118, 116, 29, 35, 36, 215, 217]",44.0,167,46.9,87.5,Successful,1,FirstHalf,1,Pass,1,52.7,93.9,19119.0,,,,,,,,,,,,,,,,,,,,,,,,
87.0,9,955307255.0,True,9,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '89.6'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '4.5'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.6'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '55.9'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}]","[90, 119, 28, 35, 37, 215, 217]",45.0,167,52.7,93.9,Unsuccessful,0,FirstHalf,1,Pass,1,55.9,89.6,27213.0,,,,,,,,,,,,,,,,,,,,,,,,
113.0,9,266971977.0,True,9,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]","[90, 100, 55]",46.0,13,43.6,13.8,Successful,1,FirstHalf,1,Interception,8,,,6321.0,,,,,,,,,,,,,,,,,,,,,,,,
114.0,9,1823531806.0,True,9,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '51.9'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '15.8'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Chipped', 'value': 155}}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.3'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '35.5'}]","[90, 119, 28, 123, 35, 36, 215, 217]",47.0,13,47.2,13.4,Unsuccessful,0,FirstHalf,1,Pass,1,51.9,35.5,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
