,age,team_id,total_scoring_att,ontarget_scoring_att,blocked_scoring_att,goals,own_goals,post_scoring_att,total_pass,accurate_pass,total_cross,accurate_cross,total_fwd_zone_pass,accurate_fwd_zone_pass,total_through_ball,accurate_through_ball,goal_assist,ontarget_att_assist,total_att_assist,total_tackle,won_tackle,won_corners,lost_corners,total_offside,fouls,hand_ball,dangerous_play,was_fouled,total_contest,won_contest,saves,interception,total_clearance,effective_clearance,total_long_balls,accurate_long_balls,passes_right,passes_left,att_sbx_centre,att_sbx_right,att_sbx_left,att_bx_centre,att_bx_right,att_bx_left,att_obx_centre,att_obx_right,att_obx_left,att_lg_centre,att_lg_right,att_lg_left,att_bxd_right,att_bxd_left,att_obxd_right,att_obxd_left,att_sv_high_centre,att_sv_high_right,att_sv_high_left,att_sv_low_centre,att_sv_low_right,att_sv_low_left,att_goal_high_centre,att_goal_high_right,att_goal_high_left,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_post_high,att_post_left,att_post_right,att_miss_high_right,att_miss_high_left,att_miss_high,att_miss_right,att_miss_left,att_cmiss_high_right,att_cmiss_high_left,att_cmiss_high,att_cmiss_right,att_cmiss_left,att_rf_goal,att_lf_goal,att_hd_goal,att_rf_miss,att_lf_miss,att_hd_miss,att_rf_target,att_lf_target,att_hd_target,att_rf_post,att_lf_post,att_hd_post,att_fastbreak,att_rf_total,att_lf_total,att_hd_total,yellow_card,red_card,penalty_conceded,goals_conceded,clean_sheet,_perm_user,_perm_group,_perm_access,att_ibox_goal,att_ibox_target,att_ibox_miss,att_ibox_post,att_ibox_blocked,att_obox_goal,att_obox_target,att_obox_miss,att_obox_post,att_obox_blocked,att_obp_total,att_obp_goal,att_obp_target,att_obp_miss,att_obp_post,att_obp_blocked,offtarget_att_assist,total_back_zone_pass,accurate_back_zone_pass,last_man_contest,last_man_tackle,outfielder_block,total_cross_nocorner,accurate_cross_nocorner,clearance_off_line,goals_conceded_ibox,goals_conceded_obox,saved_ibox,saved_obox,attempts_conceded_ibox,attempts_conceded_obox,six_yard_block,total_attacking_pass,penalty_save,second_yellow,game_started,head_pass,challenge_lost,aerial_won,aerial_lost,goal_kicks,pen_goals_conceded,duel_won,duel_lost,head_clearance,effective_head_clearance,crosses_18yard,crosses_18yardplus,interceptions_in_box,long_pass_own_to_opp,long_pass_own_to_opp_success,ball_recovery,offside_provoked,error_lead_to_shot,error_lead_to_goal,turnover,dispossessed,shot_off_target,touches,final_third_entries,total_launches,accurate_launches,total_layoffs,accurate_layoffs,goal_assist_intentional,penalty_won,total_chipped_pass,accurate_chipped_pass,total_flick_on,accurate_flick_on,shield_ball_oop,blocked_cross,effective_blocked_cross,penalty_faced,total_pull_back,accurate_pull_back,goal_assist_openplay,att_assist_openplay,overrun,interception_won,big_chance_created,big_chance_missed,big_chance_scored,unsuccessful_touch,fwd_pass,backward_pass,leftside_pass,rightside_pass,total_final_third_passes,successful_final_third_passes,rescinded_red_card,second_goal_assist,hit_woodwork,goal_fastbreak,shot_fastbreak,poss_won_def_3rd,poss_won_mid_3rd,poss_won_att_3rd,poss_lost_all,poss_lost_ctrl,pen_area_entries,goals_conc_onfield,shots_conc_onfield,total_fastbreak,att_one_on_one,fouled_final_third,goals_openplay,att_openplay,assist_pass_lost,assist_blocked_shot,assist_attempt_saved,assist_post,assist_handball_won,assist_own_goal,assist_penalty_won,open_play_pass,successful_open_play_pass,attempted_tackle_foul,fifty_fifty,successful_fifty_fifty,put_through,successful_put_through,blocked_pass,failed_to_block,touches_in_opp_box,attempts_ibox,attempts_obox,expected_goals,expected_goals_nonpenalty,expected_goals_openplay,expected_goals_hd,expected_goals_lf,expected_goals_rf,expected_goals_conceded,expected_goals_nonpenalty_conceded,expected_goalsontarget,expected_goalsontarget_nonpenalty,expected_goalsontarget_conceded,expected_goalsontarget_nonpenalty_conceded,expected_assists,expected_assists_openplay
PC-1,-0.03333745138231415,-0.011389986076869326,0.03417650596323911,0.01724027390037789,0.06999308780906184,0.0035192313179432644,-0.005149794301461842,-0.00041384172822544406,-0.006982864477375649,-0.012821220602027904,0.12199661827461439,0.13316725986293412,0.10957716210420823,0.08765558493520023,0.009103558222047546,0.013028221677705419,0.06242449097283901,0.12296993410754894,0.12772210132247094,0.09514610706635258,0.08357050881233828,0.13825508045033863,-0.05242407420719564,0.04241123408707118,0.05805657533911305,0.011478267699163835,-0.0006157755932902464,0.06262086280187965,0.1036665820889706,0.1168262239211679,-2.7528587876285207e-18,0.002914660607759942,-0.16048486442911777,-0.16048486442911775,-0.08668509558074773,-0.07299496301093986,0.042059415050341546,0.07739069225757506,-5.753400739634089e-18,-5.754281066665063e-19,1.6926848025122985e-17,-0.09435150051103063,0.05184523862074884,0.05685386171118544,0.10118677421314878,-1.3643879769660279e-17,0.013204904890848555,-0.015644740785780556,-0.0017057458956848397,1.1625640587338857e-17,-7.219386027256647e-18,-1.2668972496164737e-18,0.008340545676104549,0.02344896175191655,-0.01635928871575104,0.006381771823458043,-0.010635259193544145,0.023469847303686793,0.01636410959549706,0.022202079878022755,-0.0021043162542461703,-0.007007220969687103,0.0010414604409202267,-0.003070573584989174,0.01121751243329676,0.0033221304662851762,-0.00994893190557558,0.009766248729645065,0.002808811518470563,0.05356739639893835,0.0038515051989979586,0.025414981655391192,0.0004488534713075331,-0.03440331004619761,0.030056141591022243,-0.012514520107216622,-3.6052950584786416e-05,-0.007157252256682329,-0.0018929544483445744,-0.0011036381001449502,0.027229670128677014,-0.041758637853234325,3.9400300349653034e-18,7.35113187559544e-18,-0.10374100047271562,0.04673044713012135,0.05326869522019729,-0.07875320782385713,-2.173778981143295e-18,-7.360625758130028e-19,-0.03418695374481495,0.025220010230330648,0.046058166550510524,0.09418545120905172,-0.10750377405431932,0.01828743084518285,0.0042775628709939145,-0.03879133757468502,-0.01702130929963767,0.0009176078260831582,-1.7893100430348868e-18,-1.8728133847814203e-18,-1.6646864321574217e-18,-0.004975873738715026,-0.016385364282049016,-0.054141569131724,-0.015671717471506336,-0.0018799795599599802,0.021069658915554103,0.051599187330730746,0.0864499949924521,0.012745498748826323,0.11139765870486534,-2.7944820339391107e-18,-0.0064781999115961116,-5.974044824115541e-19,5.902247078731843e-19,1.0180240621674167e-18,6.792400456760559e-19,0.13281131727147805,-0.08954816211359319,-0.08992437154432249,-4.493886071087713e-19,-0.01981810994707814,-0.0997603777446136,0.15460993044151003,0.1627468585426554,-0.009610741083422003,-0.018070612152200547,-0.003824054855215379,-1.6984044625556888e-19,8.910574655688158e-20,-0.027684898768109784,-0.03706952326857234,-0.038440368339476796,0.0,0.0,0.014119280607909443,-5.4664144599302317e-05,-0.0800714794025661,0.11370463075213601,-0.1098634079090723,-0.049989575807619736,-0.007177684396552427,-0.02008758996842425,0.017457631075661464,0.09844908096841958,-0.12691196292951984,-0.12691196292951984,0.14355918069147972,0.09976837688606717,-0.09370817575320867,-0.0893576829253946,-0.07963585389934398,0.03094981726230445,-0.059571600607103405,-0.04240558545922922,-0.009938202555005547,0.14052715434349258,0.09645611067195627,0.00716204866011373,0.07427298823590793,0.04450292031690862,-0.04576088862651642,-0.056186339691698915,0.04793186633248322,0.046408700070025836,0.06388701257815764,0.022743966823414778,-0.021508017064736745,-0.022593702851491534,0.04944745963050319,0.02491226014409231,-0.010122523868971094,0.06083664424180344,0.06083664424180344,0.0,0.09876007407815124,0.08020608968821695,0.1103984641748795,0.1491357706725425,0.07985376009028958,0.002914660607759914,0.09819286550943274,-0.010165316497168007,-0.021182698805957197,0.14052715434349258,-0.015482872938604907,0.14714524527797257,-0.04868823146733199,-0.016061160600297785,0.1333090555531529,0.12703653839470253,0.0,0.011170739270619331,0.015733557816479504,0.0,0.025220010230330634,-0.013313226283842787,0.041356060050919144,0.10312054077741152,0.10894983621024165,0.10894983621024165,0.09640258643160766,0.0,0.0,0.03389338681380103,0.01606825220753852,0.09276112146458418,0.036939147581338636,0.1170586751286112,0.0021971859636065825,-0.01678209447524966,0.00556078183338357,0.0,0.014933017915406433,0.021923237499445428,0.022743966823414778,-0.00465984835413859,-0.011231348828528978,0.07318090450178118,0.0,0.0,0.16436965119646993,0.10698985027321982,0.16436965119646993,0.0,0.05255250745181065,-0.03909403760621745,0.10402903744261582,-0.008297022995286216,-0.009040253287563083,0.05993447030354975,-0.09132628386307817,0.04049237523763806,0.009045493845884038,-0.034565775071280655,-0.037533291498191755,0.007292122627501702,0.0063886189862910735,-0.03161056894523182,-0.03377879501077884,0.10908939778041622,0.1260436582248003
PC-2,-0.035766264515872115,-0.07493708719124625,0.12505299574498696,0.09300665460844475,0.08542301469635838,0.06322597275884577,0.004338398341063696,0.03930638865071166,0.21487487437924555,0.2017048680808308,-0.004303556450362697,-0.0016941315224289952,0.11384102047208593,0.12085456843888365,0.047762082388267874,0.06014537677020267,0.030331334606011395,0.04358363591239324,0.03459475784526485,-0.043872833714082106,-0.041991119649136745,0.01859837737406401,-0.08873994159219341,-0.009260638469683193,-0.021326085597580393,0.004162583691891088,-0.02066784649567339,-0.04404692432800469,-0.020462173821393637,-0.015556530406273783,8.30800092978978e-18,0.014299822541207981,-0.021617584388399308,-0.021617584388399256,0.09516139794320612,0.12514048083846177,0.01637842384193618,0.07179832859529801,5.282090379353416e-18,-7.941797556210716e-18,2.7119217271234784e-17,0.1164801513268409,-0.0011803404479497456,0.017353751937115625,0.0675416915079452,9.23990317688384e-19,0.004170857234355242,0.03361554400862474,0.005985813560560366,4.358902741361267e-18,1.1111180637633719e-17,1.230557999589577e-17,-0.0074885545423169575,0.02583488307899666,0.03701049081725057,0.028035069389507516,0.009777026316547024,0.03978642744870625,0.04655967379494391,0.05436064317887353,0.027271799982905364,0.02332107184721303,0.05470349262661307,0.034235292759598114,0.026695513121025118,0.03188548143662989,0.03059250358898287,0.009850891175124575,0.0009307682657200878,0.021271194983865076,0.017855772858794527,0.09043354655499918,0.10432873162582201,0.08149765632628678,0.037113377808803694,0.031733927436180906,0.07769626396926854,0.054671460584341976,0.041041601264541046,0.05305324746618823,0.026923526089376305,0.07457342399394222,3.3262928304394295e-18,9.586046834883994e-19,0.11104967996962307,0.05080815542323207,0.017553750834037887,0.08157903695483232,-7.605531772812301e-18,-1.0093533510812989e-18,0.008049125842250215,0.021409465103654855,0.05121574276295747,0.04945129248737826,0.1172236426534075,-0.036894278244990586,-0.022628391531405095,-0.016653843211651524,-0.06948307384817867,0.029675655166340697,4.849702264396955e-19,-2.1362097123803575e-18,-2.634833023241903e-18,0.07005261073562061,0.07376525469880785,0.1046706127774345,0.016740949627673873,0.06883951539416674,0.03105185181489792,0.029877726800747708,0.05811386346617037,0.02524922762415063,0.07385131682264272,3.792639851699001e-18,-0.00652116508458111,-3.9336804357280915e-20,-2.8511665761419804e-19,-3.2570430722952696e-18,-6.382235789578806e-19,0.02231810977768583,0.1854525015389326,0.185130260232423,-9.459842045994362e-19,0.036641213726050184,-0.030178552444965142,-0.01427629669350907,-0.01735961783239956,-0.02994001622599028,-0.07451367843846521,-0.013069350239217386,1.6832611037516001e-19,-1.6795611106383075e-20,-0.10955387708423987,-0.14383927501232352,0.03080689530086954,0.0,0.0,-0.02158027169867464,0.0012463965480830163,0.07681334108368859,-0.04043451505460246,0.08336838191234669,0.03842120278912374,0.02217087750366254,-0.058348069946641413,0.02723297361786856,-0.015396555201296232,-0.009579103787641144,-0.009579103787641144,-0.018833950759489498,-0.006423269108174179,-0.02725834332510111,0.10674284571117806,0.12349919153183803,0.10421343177494252,0.056142299119734784,0.023242969403204392,-0.026852840570619353,-0.02410863207910864,-0.01948095925172637,0.12429532479550669,0.19486791242868323,0.09126583830409221,-0.01912374047051731,-0.015513734289902149,-0.023339754840383902,-0.02481050211208314,0.019230214301963984,0.025869334174551974,0.06245460879019911,0.08615034810516034,-0.025506645341766235,-0.013226015198140172,0.025987579328862958,-0.04171961092445344,-0.04171961092445344,0.0,-0.002313613711993337,0.011172550923259575,0.035382394881863705,0.03305657496302505,-0.0039717832459187,0.014299822541208014,0.03275985371580531,0.04757007653471592,0.077736726567842,-0.02410863207910864,0.12383399147884308,0.05940422043624824,0.12449159870773473,0.1497239058726213,0.07387514083151726,0.07223547148110301,0.0,0.001298892877512712,0.06008722458431634,0.0,0.021409465103654844,0.05426820569936432,0.13623504567640773,0.008465296977434773,-0.0026079096551476855,-0.0026079096551476855,0.007462168561620615,0.0,0.0,0.030640356254313366,0.0020123440295040785,-0.01852308488627954,0.027810775167784595,0.047852777417977416,-0.012782204710879135,0.018739667075534816,0.010185267300301285,0.0,0.018537482263746314,-0.004113697748401139,0.025869334174551974,0.21215622407510376,0.19912784292073826,-0.03247958892754079,0.0,0.0,-0.049889695164930734,-0.035820214424969764,-0.049889695164930734,0.0,0.07294885842620293,0.12561940056011833,0.07153809594653039,0.09304187415591228,0.09253943935105916,0.030544232273115333,0.09313840208885911,0.04103527316072855,0.06205443945419156,-0.13315242913586922,-0.13962365209591077,0.07726005378168713,0.076649271793422,-0.13671485273512837,-0.14543794319361816,0.030054246642956157,0.03365963120161651
