,PC-1,PC-2,Player,Clusters
100,-0.5095426188170816,1.5183592098085954,Aymeric Laporte,2
101,1.047919115805518,-0.9466054752138323,Max Aarons,1
102,-1.343869333310256,-0.06347441690038089,Ben Godfrey,0
103,0.7671325978588565,-0.6479798733787666,Jamal Lewis,1
104,-1.2225060609640561,-0.41107944595457535,Christoph Zimmermann,0
105,-0.05447117937150205,0.22809632030078456,Sam Byram,0
106,-1.4959517218182772,-0.24290993112374037,Grant Hanley,0
107,1.217299873966013,-0.8872405768686388,George Baldock,1
108,-0.4089112377101921,0.24940782891260113,Jack O'Connell,0
109,1.664246758669891,-0.08037905360473985,Enda Stevens,1
110,-0.31655228449062106,-0.7195942689809102,Chris Basham,3
111,-1.2590777673309481,-0.1621950976126005,John Egan,0
112,-1.241289655157869,-1.0880477808796365,Craig Cathcart,0
113,-1.1800078753433694,-0.9239837106420995,Christian Kabasele,0
114,-1.3036784884421142,-0.4772140286716736,Craig Dawson,0
115,0.7238407719358871,-0.9656698004032346,Kiko Femenía,3
116,-0.6939503274971766,-1.461831696778426,Adrian Mariappa,3
117,0.28999899178839533,-0.5751375594586944,Adam Masina,3
118,0.6415769758527148,-0.8547121046867001,José Holebas,3
119,1.340229269316853,-0.27661417309396386,Daryl Janmaat,1
120,-1.2626251451801203,-0.08688655061144585,Ben Mee,0
121,-1.094192477132678,-0.29739950542685895,James Tarkowski,0
122,0.8269267376064191,-0.9977944735446533,Charlie Taylor,3
123,0.27187771089267904,-1.0965422576678023,Matthew Lowton,3
124,0.3446173342724345,-0.8820216332956418,Phil Bardsley,3
125,0.7950325640143389,-0.6490160298257487,Erik Pieters,1
126,-1.3421578647943817,0.32901982007388686,Nathan Aké,0
127,-1.5533616013012759,-0.3450603277740756,Steve Cook,0
128,1.267478418368509,-0.5105452781374908,Diego Rico,1
129,0.663023225116824,-1.1522855843593878,Adam Smith,3
130,0.5752350896453641,-0.7856765881401994,Jack Stacey,3
131,-0.889061886988211,-0.7271005346980713,Simon Francis,0
132,-1.368604068128846,0.13644160414709605,Chris Mepham,0
