,Player,Pos,Squad,Comp,Age,90s,Drib,Fld,Att,Touches,Drib+Fld,drib-ptouch
398,Anthony Caci,DF,Strasbourg,fr Ligue 1,21,25.5,0.0392156862745098,0.0,1.1764705882352942,64.3529411764706,0.0392156862745098,0.0007169229666272359
399,Mathieu Cafaro,"FW,MF",Reims,fr Ligue 1,21,23.3,0.2145922746781116,0.0,2.2317596566523603,46.18025751072961,0.2145922746781116,0.0020741260749557256
403,Marc-Aurèle Caillard,GK,Guingamp,fr Ligue 1,24,21.0,0.0,0.0,0.0,29.0,0.0,0.0
404,Tom Cairney,"MF,FW",Fulham,eng Premier League,27,24.4,0.0819672131147541,0.12295081967213116,2.5,67.90983606557377,0.20491803278688525,0.0015087507543753774
407,Davide Calabria,DF,Milan,it Serie A,21,21.7,0.1382488479262673,0.04608294930875576,1.8433179723502304,80.82949308755761,0.18433179723502305,0.0010509224471780105
409,Fernando Calero,DF,Valladolid,es La Liga,22,34.8,0.0,0.0,0.25862068965517243,51.17816091954023,0.0,0.00014521094309667178
410,Duje Ćaleta-Car,DF,Marseille,fr Ligue 1,21,17.2,0.0,0.0,0.0,56.51162790697675,0.0,0.0
411,Hakan Çalhanoğlu,"FW,MF",Milan,it Serie A,24,32.0,0.21875,0.15625,1.9375,70.53125,0.375,0.0008584404076207355
412,Daniel Caligiuri,DF,Schalke 04,de Bundesliga,30,30.6,0.29411764705882354,0.19607843137254902,3.464052287581699,68.30065359477123,0.49019607843137253,0.001657441285924258
413,José Callejón,"MF,FW",Napoli,it Serie A,31,29.4,0.06802721088435375,0.06802721088435375,1.3605442176870748,65.85034013605443,0.1360544217687075,0.0007027604430201833
414,Jonathan Calleri,FW,Alavés,es La Liga,24,31.9,0.2821316614420063,0.2821316614420063,2.7272727272727275,38.58934169278997,0.5642633228840126,0.0022154936858429955
417,Dominic Calvert-Lewin,FW,Everton,eng Premier League,21,19.8,0.30303030303030304,0.20202020202020202,2.323232323232323,37.17171717171717,0.5050505050505051,0.0031565656565656565
423,Víctor Camarasa,MF,Cardiff City,eng Premier League,24,28.5,0.07017543859649122,0.10526315789473684,2.245614035087719,45.50877192982456,0.17543859649122806,0.0017313909291347103
426,José Campaña,MF,Levante,es La Liga,25,35.7,0.05602240896358543,0.05602240896358543,1.9607843137254901,64.34173669467786,0.11204481792717086,0.0008536283472901567
428,Emre Can,MF,Juventus,it Serie A,24,20.1,0.14925373134328357,0.14925373134328357,1.7412935323383083,63.631840796019894,0.29850746268656714,0.0013614492043301863
429,Sergio Canales,"MF,FW",Betis,es La Liga,27,29.5,0.1694915254237288,0.2033898305084746,2.9491525423728815,74.37288135593221,0.3728813559322034,0.0013441898552292075
430,João Cancelo,DF,Juventus,it Serie A,24,21.9,0.22831050228310504,0.09132420091324202,4.429223744292238,80.41095890410959,0.31963470319634707,0.0025151753232778183
432,Ander Capa,DF,Athletic Club,es La Liga,26,18.2,0.10989010989010989,0.10989010989010989,2.5824175824175826,63.51648351648352,0.21978021978021978,0.002233925244305867
434,Pierrick Capelle,"MF,DF",Angers,fr Ligue 1,31,20.5,0.14634146341463414,0.0,1.5121951219512195,58.09756097560975,0.14634146341463414,0.0012696852409330138
436,Étienne Capoue,MF,Watford,eng Premier League,30,32.7,0.0,0.030581039755351678,1.1926605504587156,65.07645259938838,0.030581039755351678,0.0005604607849899978
438,Marco Capuano,DF,Frosinone,it Serie A,26,25.6,0.0,0.0,0.1171875,56.6796875,0.0,8.076326671261198e-05
439,Francesco Caputo,FW,Empoli,it Serie A,30,38.0,0.15789473684210525,0.10526315789473684,1.1578947368421053,33.73684210526316,0.2631578947368421,0.000903194022497742
444,Diego Carlos,DF,Nantes,fr Ligue 1,25,35.0,0.0,0.0,0.22857142857142856,59.2,0.0,0.00011031439602868175
447,Lionel Carole,"DF,MF",Strasbourg,fr Ligue 1,27,19.2,0.10416666666666667,0.0,1.6145833333333335,65.36458333333334,0.10416666666666667,0.0012865205843293494
448,Daniel Carriço,DF,Sevilla,es La Liga,29,23.7,0.0,0.0,0.4641350210970464,51.64556962025316,0.0,0.0003791952786740575
449,Guido Carrillo,FW,Leganés,es La Liga,27,22.1,0.0,0.18099547511312217,0.8597285067873303,38.5972850678733,0.18099547511312217,0.0010078880501609969
451,Dani Carvajal,DF,Real Madrid,es La Liga,26,23.4,0.17094017094017094,0.042735042735042736,2.435897435897436,88.33333333333334,0.2136752136752137,0.0011784699738255618
452,William Carvalho,MF,Betis,es La Liga,26,26.5,0.11320754716981132,0.18867924528301888,2.1132075471698113,79.47169811320755,0.3018867924528302,0.0010034223870701857
453,Casemiro,MF,Real Madrid,es La Liga,26,25.7,0.038910505836575876,0.19455252918287938,0.7003891050583658,75.83657587548639,0.23346303501945526,0.0003593581862793052
454,Santiago Cáseres,MF,Villarreal,es La Liga,21,17.6,0.056818181818181816,0.056818181818181816,0.8522727272727272,57.10227272727272,0.11363636363636363,0.0008480325644504748
457,Timothy Castagne,"DF,MF",Atalanta,it Serie A,22,22.3,0.13452914798206278,0.04484304932735426,2.286995515695067,68.9237668161435,0.17937219730941703,0.0014879606478172202
458,Koen Casteels,GK,Wolfsburg,de Bundesliga,26,25.5,0.0,0.0,0.0,49.490196078431374,0.0,0.0
460,Gonzalo Castro,MF,Stuttgart,de Bundesliga,31,18.8,0.0,0.2127659574468085,0.5851063829787234,59.78723404255319,0.2127659574468085,0.0005205572802301809
461,Jonny Castro,"DF,MF",Wolves,eng Premier League,24,30.8,0.06493506493506493,0.19480519480519481,1.4285714285714286,57.72727272727273,0.2597402597402597,0.0008034709946970914
465,Craig Cathcart,DF,Watford,eng Premier League,29,34.4,0.0,0.029069767441860465,0.0872093023255814,46.68604651162791,0.029069767441860465,5.4302180775579953e-05
468,Edinson Cavani,FW,Paris S-G,fr Ligue 1,31,18.6,0.2150537634408602,0.26881720430107525,1.4516129032258063,28.817204301075268,0.48387096774193544,0.002708233028406355
469,Santi Cazorla,"MF,FW",Villarreal,es La Liga,33,29.4,0.20408163265306123,0.1360544217687075,2.925170068027211,69.89795918367348,0.3401360544217687,0.0014234404223976698
474,Zeki Çelik,DF,Lille,fr Ligue 1,21,33.0,0.18181818181818182,0.09090909090909091,1.0303030303030303,62.18181818181818,0.2727272727272727,0.0005020969933250634
475,Luca Ceppitelli,DF,Cagliari,it Serie A,28,22.8,0.0,0.0,0.21929824561403508,62.5,0.0,0.0001538935056940597
480,Fouad Chafik,DF,Dijon,fr Ligue 1,31,20.5,0.0975609756097561,0.0975609756097561,1.5121951219512195,56.926829268292686,0.1951219512195122,0.0012957970196668547
482,Calum Chambers,"MF,DF",Fulham,eng Premier League,23,28.8,0.034722222222222224,0.0,1.3541666666666667,65.83333333333333,0.034722222222222224,0.0007142229254571026
485,Charles,FW,Eibar,es La Liga,34,19.3,0.0,0.41450777202072536,0.6217616580310881,39.740932642487046,0.41450777202072536,0.0008106410143821227
486,Xavier Chavalerin,MF,Reims,fr Ligue 1,27,36.0,0.027777777777777776,0.0,0.9444444444444444,51.94444444444444,0.027777777777777776,0.000505050505050505
487,Pablo Chavarría,FW,Reims,fr Ligue 1,30,21.9,0.13698630136986303,0.13698630136986303,1.2785388127853883,29.589041095890412,0.27397260273972607,0.001973053723434241
491,Denis Cheryshev,"MF,FW",Valencia,es La Liga,27,19.0,0.15789473684210525,0.15789473684210525,2.0,50.473684210526315,0.3157894736842105,0.0020855057351407717
492,Raman Chibsah,MF,Frosinone,it Serie A,25,29.1,0.20618556701030927,0.034364261168384876,3.402061855670103,44.329896907216494,0.24054982817869414,0.0026372572524574443
495,Giorgio Chiellini,DF,Juventus,it Serie A,33,22.1,0.0,0.04524886877828054,0.5429864253393665,70.54298642533936,0.04524886877828054,0.00034829148514391693
496,Federico Chiesa,"FW,MF",Fiorentina,it Serie A,20,33.7,0.5341246290801186,0.35608308605341243,5.16320474777448,46.231454005934715,0.890207715133531,0.0033139953451697566
497,Ben Chilwell,DF,Leicester City,eng Premier League,21,36.0,0.1111111111111111,0.027777777777777776,1.9166666666666667,75.38888888888889,0.1388888888888889,0.0007062146892655367
502,Cyrus Christie,DF,Fulham,eng Premier League,25,21.6,0.23148148148148145,0.0,2.5462962962962963,68.33333333333333,0.23148148148148145,0.0017251329920706614
503,Samuel Chukwueze,"FW,MF",Villarreal,es La Liga,19,19.0,0.5789473684210527,0.15789473684210525,5.315789473684211,41.89473684210526,0.7368421052631579,0.006678127479502777
504,Camillo Ciano,"FW,MF",Frosinone,it Serie A,28,27.3,0.21978021978021978,0.5860805860805861,2.454212454212454,49.5970695970696,0.8058608058608059,0.0018125645895217535
506,Luca Cigarini,MF,Cagliari,it Serie A,32,18.7,0.053475935828877004,0.053475935828877004,1.1229946524064172,82.67379679144385,0.10695187165775401,0.0007263872266535687
510,Daniel Ciofani,FW,Frosinone,it Serie A,33,18.0,0.05555555555555555,0.0,0.5,28.166666666666668,0.05555555555555555,0.0009861932938856016
511,Thiago Cionek,DF,SPAL,it Serie A,32,28.2,0.0,0.07092198581560284,0.6382978723404256,69.7872340425532,0.07092198581560284,0.0003243383497664764
518,Conor Coady,DF,Wolves,eng Premier League,25,38.0,0.0,0.0,0.05263157894736842,50.973684210526315,0.0,2.7171697959405486e-05
520,Marcus Coco,"FW,MF",Guingamp,fr Ligue 1,22,20.4,0.14705882352941177,0.19607843137254904,3.1372549019607847,44.411764705882355,0.3431372549019608,0.003462753754923603
521,Coke,DF,Levante,es La Liga,31,20.2,0.04950495049504951,0.09900990099009901,1.6336633663366338,57.12871287128713,0.1485148514851485,0.0014156528304476897
523,Séamus Coleman,DF,Everton,eng Premier League,29,28.4,0.10563380281690142,0.035211267605633804,1.5845070422535212,66.69014084507043,0.14084507042253522,0.0008365929473355445
525,Omar Colley,DF,Sampdoria,it Serie A,25,19.6,0.0,0.0,0.25510204081632654,66.78571428571428,0.0,0.00019488314806442056
528,Santi Comesaña,MF,Rayo Vallecano,es La Liga,21,22.6,0.0,0.0,2.1238938053097343,57.03539823008849,0.0,0.0016477065983783819
529,Daniel Congré,DF,Montpellier,fr Ligue 1,33,36.6,0.0,0.0546448087431694,0.3825136612021858,51.393442622950815,0.0546448087431694,0.0002033565450304018
530,Andrea Consigli,GK,Sassuolo,it Serie A,31,35.7,0.0,0.0,0.028011204481792715,35.85434173669468,0.0,2.188375350140056e-05
533,Steve Cook,DF,Bournemouth,eng Premier League,27,31.0,0.03225806451612903,0.03225806451612903,0.16129032258064516,63.03225806451613,0.06451612903225806,8.254366559910193e-05
535,Francis Coquelin,MF,Valencia,es La Liga,27,19.6,0.1020408163265306,0.0,2.0408163265306123,60.306122448979586,0.1020408163265306,0.0017265789564556786
541,Jack Cork,MF,Burnley,eng Premier League,29,36.8,0.05434782608695653,0.13586956521739132,1.0597826086956523,45.733695652173914,0.19021739130434784,0.0006296985197240953
546,Ángel Correa,"MF,FW",Atlético Madrid,es La Liga,23,21.3,0.32863849765258213,0.4225352112676056,5.211267605633803,51.737089201877936,0.7511737089201878,0.004728917972444467
547,Joaquín Correa,"FW,MF",Lazio,it Serie A,23,21.4,0.8411214953271029,0.5140186915887851,5.280373831775702,55.23364485981309,1.355140186915888,0.00446732134667995
548,Danny da Costa,"DF,MF",Eint Frankfurt,de Bundesliga,25,33.7,0.14836795252225518,0.11869436201780414,1.9881305637982194,50.80118694362017,0.2670623145400593,0.0011612912171718572
554,Nuno da Costa,FW,Strasbourg,fr Ligue 1,27,22.8,0.3508771929824561,0.21929824561403508,3.8157894736842106,37.76315789473684,0.5701754385964912,0.004431811235405587
556,Benoît Costil,GK,Bordeaux,fr Ligue 1,31,37.0,0.0,0.0,0.02702702702702703,33.567567567567565,0.0,2.1760891326108717e-05
557,Kalifa Coulibaly,FW,Nantes,fr Ligue 1,26,19.5,0.358974358974359,0.2564102564102564,1.7435897435897436,36.0,0.6153846153846154,0.002483746073489663
559,Thibaut Courtois,GK,Real Madrid,es La Liga,26,27.0,0.0,0.0,0.037037037037037035,32.7037037037037,0.0,4.1944549305817714e-05
560,Philippe Coutinho,"FW,MF",Barcelona,es La Liga,26,22.4,0.4910714285714286,0.08928571428571429,4.508928571428572,78.83928571428572,0.5803571428571429,0.002553187186539395
562,Alessio Cragno,GK,Cagliari,it Serie A,24,38.0,0.0,0.0,0.0,36.18421052631579,0.0,0.0
563,Aaron Cresswell,DF,West Ham,eng Premier League,28,17.7,0.0,0.0,0.7344632768361582,70.3954802259887,0.0,0.0005894568834961142
564,Domenico Criscito,DF,Genoa,it Serie A,31,34.1,0.0,0.0879765395894428,0.9970674486803519,64.28152492668622,0.0879765395894428,0.0004548665368067299
566,Bryan Cristante,MF,Roma,it Serie A,23,26.9,0.11152416356877325,0.03717472118959108,1.7100371747211898,60.96654275092937,0.14869888475836432,0.0010427055943421889
568,Enzo Crivelli,FW,Caen,fr Ligue 1,23,25.1,0.0398406374501992,0.398406374501992,1.4741035856573705,32.39043824701195,0.43824701195219123,0.0018131655420139858
573,Cucho,FW,Huesca,es La Liga,19,23.9,0.46025104602510464,0.12552301255230125,3.4309623430962346,39.9163179916318,0.5857740585774059,0.0035963965860547533
574,Marc Cucurella,"MF,FW",Eibar,es La Liga,20,26.2,0.03816793893129771,0.07633587786259542,1.4885496183206108,47.93893129770993,0.11450381679389313,0.0011851509700004862
575,Iván Cuéllar,GK,Leganés,es La Liga,34,33.9,0.0,0.0,0.0,33.53982300884956,0.0,0.0
580,Wylan Cyprien,MF,Nice,fr Ligue 1,23,26.2,0.0,0.22900763358778625,1.5648854961832062,86.03053435114504,0.22900763358778625,0.0006942704064699229
582,Danilo D'Ambrosio,DF,Inter,it Serie A,29,28.7,0.03484320557491289,0.06968641114982578,1.3937282229965158,76.16724738675958,0.10452961672473868,0.0006375700928620841
583,Damien Da Silva,DF,Rennes,fr Ligue 1,30,31.9,0.0,0.0,0.3448275862068966,54.54545454545455,0.0,0.00019817677368212446
591,Felipe dal Belo,DF,SPAL,it Serie A,34,26.2,0.0,0.03816793893129771,0.22900763358778625,57.25190839694657,0.03816793893129771,0.00015267175572519084
598,Charlie Daniels,DF,Bournemouth,eng Premier League,31,17.6,0.0,0.0,1.1931818181818181,65.96590909090908,0.0,0.0010277190509748648
602,Dante,DF,Nice,fr Ligue 1,34,35.8,0.0,0.0,0.30726256983240224,75.36312849162012,0.0,0.00011388531127961538
604,Sergi Darder,MF,Espanyol,es La Liga,24,30.1,0.2990033222591362,0.13289036544850497,2.2923588039867107,53.15614617940199,0.4318936877076412,0.0014327242524916942
608,Ben Davies,DF,Tottenham,eng Premier League,25,20.5,0.0,0.04878048780487805,0.5853658536585366,74.73170731707317,0.04878048780487805,0.0003820925937718907
614,Rodrigo De Paul,"MF,FW",Udinese,it Serie A,24,35.4,0.2824858757062147,0.14124293785310735,4.096045197740113,64.88700564971752,0.42372881355932207,0.0017832151492120651
616,Mattia De Sciglio,DF,Juventus,it Serie A,25,19.4,0.10309278350515465,0.10309278350515465,0.9278350515463918,69.63917525773196,0.2061855670103093,0.0006867765000343389
617,Lorenzo De Silvestri,"DF,MF",Torino,it Serie A,30,26.8,0.03731343283582089,0.0,0.7835820895522387,56.417910447761194,0.03731343283582089,0.0005182421227197346
619,Mathieu Debuchy,DF,Saint-Étienne,fr Ligue 1,33,21.6,0.09259259259259259,0.09259259259259259,1.0648148148148147,65.46296296296296,0.18518518518518517,0.000753051495625753
620,Troy Deeney,FW,Watford,eng Premier League,30,28.3,0.0353356890459364,0.10600706713780919,0.6360424028268551,40.918727915194346,0.1413427561837456,0.0005492594152218093
624,Grégoire Defrel,"FW,MF",Sampdoria,it Serie A,27,26.0,0.23076923076923078,0.19230769230769232,2.576923076923077,41.92307692307692,0.4230769230769231,0.002364149611856034
628,Thomas Delaney,MF,Dortmund,de Bundesliga,26,25.4,0.03937007874015748,0.03937007874015748,0.9055118110236221,76.45669291338584,0.07874015748031496,0.000466277966541515
632,Andy Delort,FW,Montpellier,fr Ligue 1,26,34.6,0.3468208092485549,0.08670520231213873,2.7167630057803467,48.786127167630056,0.43352601156069365,0.0016094567569788784
635,Moussa Dembélé,FW,Lyon,fr Ligue 1,22,22.4,0.3125,0.44642857142857145,2.5,32.098214285714285,0.7589285714285715,0.0034770514603616135
636,Ousmane Dembélé,"FW,MF",Barcelona,es La Liga,21,18.5,0.5405405405405406,0.16216216216216217,7.135135135135135,67.4054054054054,0.7027027027027027,0.005721840525368994
639,Kerem Demirbay,MF,Hoffenheim,de Bundesliga,25,22.4,0.3125,0.044642857142857144,3.7053571428571432,77.05357142857143,0.35714285714285715,0.0021467886111570934
640,Diego Demme,MF,RB Leipzig,de Bundesliga,26,22.8,0.0,0.043859649122807015,0.6578947368421052,76.05263157894737,0.043859649122807015,0.0003794087294360469
641,Jason Denayer,DF,Lyon,fr Ligue 1,23,30.6,0.0,0.0,0.49019607843137253,72.35294117647058,0.0,0.00022140744283259827
643,Fabio Depaoli,DF,Chievo,it Serie A,21,27.4,0.0,0.03649635036496351,0.9854014598540146,56.82481751824818,0.03649635036496351,0.0006328846884097717
644,Memphis Depay,"FW,MF",Lyon,fr Ligue 1,24,30.4,0.4276315789473684,0.2960526315789474,3.3881578947368425,61.2171052631579,0.7236842105263158,0.0018206114426312964
651,Gerard Deulofeu,FW,Watford,eng Premier League,24,23.0,0.6086956521739131,0.08695652173913043,3.0869565217391304,46.73913043478261,0.6956521739130435,0.002871587462082912
655,Giovanni Di Lorenzo,DF,Empoli,it Serie A,24,37.0,0.10810810810810811,0.0,1.5135135135135136,69.75675675675676,0.10810810810810811,0.0005864058556813303
656,Ángel Di María,"FW,MF",Paris S-G,fr Ligue 1,30,25.8,0.5426356589147286,0.11627906976744186,3.565891472868217,68.44961240310077,0.6589147286821705,0.0020191910944893643
663,Mouctar Diakhaby,DF,Valencia,es La Liga,21,17.6,0.0,0.0,0.3409090909090909,49.090909090909086,0.0,0.000394570707070707
665,Abdou Diallo,DF,Dortmund,de Bundesliga,22,26.4,0.0,0.03787878787878788,1.9318181818181819,84.20454545454545,0.03787878787878788,0.0008690140269087638
668,Mohamed Diamé,MF,Newcastle Utd,eng Premier League,31,24.1,0.24896265560165973,0.12448132780082986,1.6597510373443982,43.11203319502074,0.37344398340248963,0.0015974504690513937
674,Bakaye Dibassy,DF,Amiens,fr Ligue 1,28,32.7,0.0,0.0,0.8868501529051988,52.99694189602446,0.0,0.0005117427310474315
678,Étienne Didot,MF,Guingamp,fr Ligue 1,35,23.4,0.0,0.2136752136752137,0.6837606837606838,61.92307692307693,0.2136752136752137,0.00047188452985554437
682,Lucas Digne,DF,Everton,eng Premier League,25,32.9,0.0911854103343465,0.0,0.9726443768996961,75.19756838905775,0.0911854103343465,0.00039314647409041876
683,Virgil van Dijk,DF,Liverpool,eng Premier League,27,37.6,0.026595744680851064,0.0,0.26595744680851063,89.7872340425532,0.026595744680851064,7.877886457598063e-05
684,Mitchell Dijks,"DF,MF",Bologna,it Serie A,25,22.5,0.08888888888888889,0.044444444444444446,3.511111111111111,56.44444444444444,0.13333333333333333,0.0027646544181977252
687,Stole Dimitrievski,GK,Rayo Vallecano,es La Liga,24,21.0,0.0,0.0,0.0,33.142857142857146,0.0,0.0
691,Lois Diony,FW,Saint-Étienne,fr Ligue 1,25,17.7,0.05649717514124294,0.33898305084745767,2.2033898305084745,29.661016949152543,0.3954802259887006,0.004196933010492333
692,Issa Diop,DF,West Ham,eng Premier League,21,33.0,0.030303030303030304,0.0,0.15151515151515152,45.90909090909091,0.030303030303030304,0.00010001000100010001
693,Papakouli Diop,MF,Eibar,es La Liga,32,26.1,0.11494252873563218,0.19157088122605362,1.1494252873563218,54.02298850574712,0.3065134099616858,0.0008151952392598026
698,Djené,DF,Getafe,es La Liga,26,33.1,0.09063444108761329,0.09063444108761329,0.6948640483383686,40.03021148036254,0.18126888217522658,0.000524425696859146
702,Alexander Djiku,DF,Caen,fr Ligue 1,23,30.6,0.0,0.06535947712418301,0.6535947712418301,58.8562091503268,0.06535947712418301,0.0003629065914724209
704,Berat Djimsiti,DF,Atalanta,it Serie A,25,20.1,0.04975124378109452,0.0,0.34825870646766166,62.437810945273625,0.04975124378109452,0.00027749697726506907
706,Marko Dmitrović,GK,Eibar,es La Liga,26,24.0,0.0,0.0,0.041666666666666664,34.25,0.0,5.0689375506893756e-05
707,Matt Doherty,"DF,MF",Wolves,eng Premier League,26,34.9,0.14326647564469916,0.14326647564469916,1.6045845272206305,65.15759312320917,0.2865329512893983,0.0007056220436326431
713,Gianluigi Donnarumma,GK,Milan,it Serie A,19,34.3,0.0,0.0,0.02915451895043732,36.5597667638484,0.0,2.3249217663825614e-05
717,Mathieu Dossevi,"FW,MF",Toulouse,fr Ligue 1,30,27.4,0.25547445255474455,0.14598540145985403,2.9927007299270074,47.080291970802925,0.40145985401459855,0.0023199230464550444
718,Abdoulaye Doucouré,MF,Watford,eng Premier League,25,34.0,0.11764705882352941,0.0,1.8235294117647058,68.3529411764706,0.11764705882352941,0.000784651209881543
720,Moussa Doumbia,"FW,MF",Reims,fr Ligue 1,23,17.8,0.449438202247191,0.5617977528089887,4.662921348314606,51.91011235955056,1.0112359550561798,0.005046451675665159
726,Julian Draxler,"MF,FW",Paris S-G,fr Ligue 1,24,22.7,0.39647577092511016,0.04405286343612335,3.1277533039647576,79.69162995594714,0.4405286343612335,0.0017289957456963836
732,Rubén Duarte,DF,Alavés,es La Liga,22,30.8,0.0,0.22727272727272727,0.487012987012987,52.75974025974026,0.22727272727272727,0.0002997002997002997
733,Leo Dubois,DF,Lyon,fr Ligue 1,23,22.7,0.13215859030837004,0.13215859030837004,1.277533039647577,75.37444933920705,0.2643171806167401,0.0007466587023071754
734,Martin Dúbravka,GK,Newcastle Utd,eng Premier League,29,38.0,0.0,0.0,0.02631578947368421,33.0,0.0,2.0985478049189962e-05
736,Ondrej Duda,MF,Hertha BSC,de Bundesliga,23,28.5,0.07017543859649122,0.10526315789473684,2.280701754385965,56.175438596491226,0.17543859649122806,0.0014245482538325829
737,Shane Duffy,DF,Brighton,eng Premier League,26,34.3,0.0,0.05830903790087464,0.1457725947521866,51.34110787172012,0.05830903790087464,8.277830479965168e-05
739,Paul Dummett,DF,Newcastle Utd,eng Premier League,26,22.1,0.0,0.0,0.13574660633484162,51.58371040723981,0.0,0.00011907597046915932
740,Alfred Duncan,MF,Sassuolo,it Serie A,25,20.5,0.1951219512195122,0.04878048780487805,2.341463414634146,51.853658536585364,0.24390243902439024,0.002202693710850561
741,Lewis Dunk,DF,Brighton,eng Premier League,26,35.0,0.0,0.0,0.08571428571428572,54.4,0.0,4.5018007202881156e-05
743,Erik Durm,DF,Huddersfield,eng Premier League,26,22.8,0.0,0.043859649122807015,0.8771929824561403,56.973684210526315,0.043859649122807015,0.0006752832813365206
744,Jimmy Durmaz,"MF,FW",Toulouse,fr Ligue 1,29,21.1,0.6161137440758293,0.0947867298578199,4.170616113744075,69.0995260663507,0.7109004739336492,0.002860504879111163
748,Paulo Dybala,"FW,MF",Juventus,it Serie A,24,23.7,0.5907172995780591,0.25316455696202533,4.472573839662448,68.0168776371308,0.8438818565400844,0.0027745495283265803
749,Edin Džeko,FW,Roma,it Serie A,32,28.7,0.5574912891986062,0.34843205574912894,2.8919860627177703,39.58188153310105,0.9059233449477352,0.0025457623791529664
750,Blerim Džemaili,MF,Bologna,it Serie A,32,19.4,0.10309278350515465,0.4123711340206186,1.8556701030927836,48.402061855670105,0.5154639175257733,0.0019762194921115906
751,Félix Eboa Eboa,DF,Guingamp,fr Ligue 1,21,27.0,0.0,0.0,0.4444444444444444,48.48148148148148,0.0,0.0003395297512944572
754,Bruno Ecuele Manga,DF,Cardiff City,eng Premier League,30,37.5,0.0,0.02666666666666667,0.4533333333333333,39.68,0.02666666666666667,0.0003046594982078853
757,Ederson,GK,Manchester City,eng Premier League,24,38.0,0.0,0.0,0.02631578947368421,29.736842105263158,0.0,2.3288309268747088e-05
