Event,Minute,Second,Player,Team,Outcome,X,Y,endX,endY
Interception,73,45,243510,26,Successful,25.5,22.7,,
Pass,73,46,33568,26,Successful,26.4,38.6,32.6,27.2
BallRecovery,73,47,109915,26,Successful,33.6,28.5,,
Pass,73,51,109915,26,Successful,43.4,30.4,54.6,36.6
Pass,73,54,108226,26,Successful,54.4,30.3,65,18.6
Pass,73,57,96182,26,Unsuccessful,69.1,27.2,71.1,30.3
BallTouch,73,58,89401,13,Successful,30.8,70.7,,
Pass,73,59,96182,26,Successful,67.4,41.9,74.4,58.1
Pass,74,1,262838,26,Successful,75.8,63.7,82.2,86.1
Pass,74,4,115726,26,Unsuccessful,83.1,84.5,96.3,45
Claim,74,6,102248,13,Successful,3.4,56.1,,
Pass,74,26,102248,13,Successful,9.7,50.3,13,25.2
Pass,74,27,288795,13,Successful,13.0,23.9,23.9,36.9
Pass,74,29,89401,13,Successful,23.6,37.3,28.8,32
Pass,74,29,125209,13,Successful,28.8,32.0,32.1,50.7
Pass,74,30,255169,13,Successful,32.1,50.7,25.6,42.2
Pass,74,33,89401,13,Successful,25.9,38.0,20.7,30.1
Pass,74,34,288795,13,Successful,21.0,29.8,14.7,74
Pass,74,39,27586,13,Successful,13.5,74.4,26.7,74.7
Pass,74,41,89401,13,Successful,26.3,78.0,27.8,97.5
Pass,74,43,297403,13,Unsuccessful,27.8,97.5,43,100
Pass,74,59,136451,26,Successful,59.5,0.0,44.4,22.1
Pass,75,1,115916,26,Successful,44.4,22.1,37.6,44.3
Pass,75,2,95408,26,Successful,36.9,45.4,43.2,59.6
Pass,75,6,33568,26,Successful,42.4,70.5,53,89.6
Pass,75,10,262838,26,Successful,57.8,90.5,55.5,65.8
Pass,75,13,243510,26,Successful,59.3,75.4,62.8,95.9
Pass,75,15,115726,26,Successful,63.1,95.3,56,88
Pass,75,17,33568,26,Successful,56.9,86.9,65.7,81.5
Pass,75,19,262838,26,Successful,65.7,81.5,58.1,83.6
Pass,75,23,33568,26,Successful,59.0,66.1,77.3,20
Pass,75,27,136451,26,Successful,77.3,20.0,93.1,24
Pass,75,33,109915,26,Unsuccessful,96.4,27.0,88.3,40.8
BallTouch,75,34,89401,13,Unsuccessful,11.4,59.0,,
Error,75,35,89401,13,Successful,11.8,59.6,,
SavedShot,75,36,96182,26,Successful,90.3,43.7,,
Save,75,36,27586,13,Successful,9.0,57.5,,
BallRecovery,75,37,345845,13,Successful,22.8,56.5,,
BallRecovery,75,38,243510,26,Successful,75.2,50.9,,
BallTouch,75,38,345845,13,Unsuccessful,23.6,53.8,,
Pass,75,39,243510,26,Successful,75.9,50.3,69.9,55.5
Pass,75,40,33568,26,Successful,72.7,56.5,72.2,68.8
Pass,75,41,115726,26,Successful,71.4,70.5,77.1,66.2
Pass,75,43,262838,26,Successful,70.5,78.9,80.1,79.3
Pass,75,45,115726,26,Successful,79.6,79.8,79.2,76.3
Pass,75,46,262838,26,Successful,79.5,74.2,86.6,70.3
Pass,75,48,96182,26,Unsuccessful,86.5,70.9,87.8,60.8
Clearance,75,48,288795,13,Successful,12.7,39.6,20.8,61
BallRecovery,75,50,44120,13,Successful,21.7,62.9,,
Pass,75,51,44120,13,Successful,21.7,62.9,28.8,40.6
Pass,75,53,345845,13,Unsuccessful,28.8,38.0,34.2,0
Pass,76,8,115726,26,Successful,62.5,100.0,58.1,64.9
Pass,76,8,243510,26,Successful,57.7,65.2,66.5,72.4
Pass,76,11,96182,26,Successful,69.1,67.6,72.4,56.9
Pass,76,14,262838,26,Successful,70.5,48.9,70.8,26
Pass,76,17,136451,26,Successful,70.7,20.7,78.9,5.4
Pass,76,20,109915,26,Successful,78.5,6.7,87.9,29.2
Dispossessed,76,24,262838,26,Successful,89.4,31.2,,
Tackle,76,24,125209,13,Unsuccessful,10.6,68.8,,
Pass,76,25,262838,26,Successful,95.4,27.4,92.9,15
Pass,76,27,136451,26,Successful,92.4,13.4,76.9,19.8
Pass,76,30,108226,26,Successful,73.8,18.9,79.1,32.7
Pass,76,35,96182,26,Unsuccessful,73.2,35.7,76.8,41.7
Dispossessed,76,37,89401,13,Successful,23.8,54.8,,
Tackle,76,37,109915,26,Successful,76.2,45.2,,
Pass,76,40,95408,26,Successful,70.4,50.5,69.7,74
Pass,76,41,33568,26,Successful,70.9,73.6,77.8,88.4
Pass,76,43,115726,26,Successful,76.5,93.1,67.4,74.2
Pass,76,45,33568,26,Successful,69.5,75.8,74.2,67.6
Pass,76,48,108226,26,Successful,70.9,69.1,62.5,74.4
Pass,76,49,95408,26,Successful,62.5,74.4,74,96.2
Pass,76,52,115726,26,Successful,74.9,96.0,77.1,82.7
Pass,76,54,33568,26,Successful,77.0,84.4,76,96.5
Pass,76,56,115726,26,Successful,75.7,96.5,64.1,83.6
Pass,77,0,108226,26,Successful,62.8,69.4,56.4,46.7
Pass,77,3,115916,26,Successful,57.9,41.2,55.5,71.1
Pass,77,7,95408,26,Successful,56.3,69.3,62,79.3
Pass,77,8,33568,26,Successful,62.3,81.2,71.5,96.4
BallTouch,77,12,115726,26,Unsuccessful,76.1,73.2,,
BallRecovery,77,14,89401,13,Successful,24.1,29.3,,
Pass,77,14,89401,13,Successful,23.4,30.3,27.8,23.5
Pass,77,15,367185,13,Successful,33.8,28.7,33.9,37.5
Pass,77,20,89401,13,Successful,35.8,52.5,39.5,92.6
Pass,77,24,44120,13,Successful,37.9,91.7,21.9,75.8
Pass,77,26,297403,13,Successful,21.9,74.9,19.1,62.3
Pass,77,31,27586,13,Successful,22.7,51.2,24.9,25.7
Pass,77,33,288795,13,Successful,24.9,25.3,34.2,26.8
Pass,77,35,125209,13,Successful,33.7,22.9,34.2,1.9
Pass,77,36,69945,13,Successful,34.2,1.9,23.2,10.9
Pass,77,39,288795,13,Successful,24.1,12.1,18.8,50.7
Pass,77,48,27586,13,Successful,24.2,55.5,25.8,35.9
Pass,77,52,288795,13,Successful,30.0,30.7,36.6,29.8
Pass,77,53,125209,13,Successful,36.6,29.8,27.6,30.7
Pass,77,54,288795,13,Successful,29.5,33.8,22.8,61.1
Pass,78,0,27586,13,Successful,24.8,59.9,27.4,38.2
Pass,78,3,288795,13,Successful,30.2,33.2,76,13.7
BallTouch,78,9,367185,13,Unsuccessful,83.4,17.8,,
KeeperPickup,78,12,114147,26,Successful,4.4,72.1,,
Pass,78,15,114147,26,Successful,14.5,55.1,25.4,49.1
Pass,78,19,243510,26,Successful,31.8,65.1,57.7,97.9
Pass,78,30,96182,26,Successful,71.4,85.9,67.2,62.5
Pass,78,34,243510,26,Unsuccessful,71.4,57.3,85.3,70.5
Clearance,78,36,69945,13,Successful,14.2,29.5,24.1,39.6
Pass,78,37,345845,13,Successful,23.8,40.4,20.4,36.9
BallRecovery,78,39,125209,13,Successful,21.1,32.6,,
Pass,78,39,125209,13,Successful,21.1,32.6,27.4,26.2
Pass,78,40,367185,13,Successful,28.6,26.4,29.5,40.2
Pass,78,40,345845,13,Successful,30.5,38.2,25.5,36.3
Pass,78,41,125209,13,Successful,27.5,36.5,26.9,52.2
Pass,78,42,89401,13,Successful,27.9,55.5,25.8,88.6
Pass,78,45,255169,13,Successful,23.2,91.5,26,76.1
Pass,78,47,89401,13,Unsuccessful,27.1,76.1,43.5,73.2
Interception,78,49,33568,26,Successful,57.1,28.3,,
BallRecovery,78,51,136451,26,Successful,58.4,19.2,,
Pass,78,51,136451,26,Successful,56.6,19.4,46.6,34.5
Pass,78,55,95408,26,Successful,59.3,40.7,65.4,36.1
Pass,78,56,243510,26,Successful,65.4,36.1,62.3,44.8
Pass,78,57,95408,26,Successful,62.3,44.8,65.3,38.3
Pass,78,58,243510,26,Successful,66.3,33.1,63.7,16.7
Pass,79,0,136451,26,Successful,63.7,13.2,64.1,21.8
Pass,79,3,243510,26,Successful,63.9,25.9,53.9,29.4
Pass,79,4,115916,26,Successful,53.9,31.0,52.5,59
Pass,79,8,33568,26,Successful,55.0,62.5,62.5,62.7
Pass,79,10,96182,26,Successful,63.2,63.7,55.1,63.7
Pass,79,11,33568,26,Successful,53.8,63.7,53.8,35.5
Pass,79,14,115916,26,Successful,54.1,33.9,56.8,10.9
Pass,79,17,136451,26,Successful,57.1,8.9,59.6,23.4
Pass,79,21,243510,26,Successful,58.8,27.4,46.6,55.8
Pass,79,23,95408,26,Successful,46.6,55.8,53.6,67.9
Pass,79,27,33568,26,Successful,58.1,83.6,61.1,95.7
Pass,79,29,115726,26,Successful,60.5,95.4,45.4,71.7
Pass,79,32,95408,26,Successful,45.5,68.4,57.4,62
Pass,79,34,262838,26,Successful,57.1,60.2,54.4,49
Pass,79,37,243510,26,Successful,54.3,45.2,57.7,16.1
Pass,79,39,136451,26,Successful,56.6,12.9,71.6,11
Pass,79,42,108226,26,Successful,68.4,5.2,56.9,15.3
Pass,79,44,136451,26,Successful,57.0,17.1,46.7,38.3
Pass,79,47,115916,26,Successful,46.7,41.5,50.9,64.3
Pass,79,50,95408,26,Successful,52.2,64.0,46.4,46.4
Pass,79,52,115916,26,Successful,45.6,43.7,45.9,23.5
Pass,79,56,136451,26,Successful,47.2,28.0,44.5,44.3
Pass,80,0,115916,26,Successful,47.5,46.6,49.3,80.5
Pass,80,4,95408,26,Successful,49.2,77.0,47,57.2
Pass,80,9,115916,26,Successful,52.1,42.7,65.2,40.1
Pass,80,11,108226,26,Successful,65.4,37.7,65.5,21.9
Pass,80,14,96182,26,Successful,67.2,19.8,70.5,5.2
Pass,80,21,109915,26,Successful,79.4,10.7,75.6,29.8
Pass,80,23,108226,26,Successful,76.8,30.5,93.9,76.5
Pass,80,27,115726,26,Unsuccessful,94.2,75.8,88.2,59.6
Pass,80,29,125209,13,Successful,11.4,39.8,13.5,32.4
BallRecovery,80,30,367185,13,Successful,12.8,31.9,,
TakeOn,80,30,367185,13,Unsuccessful,13.8,34.4,,
Tackle,80,30,262838,26,Successful,86.2,65.6,,
BallRecovery,80,32,115726,26,Successful,97.2,84.1,,
Pass,80,32,115726,26,Successful,97.6,83.5,89.7,44.3
SavedShot,80,37,109915,26,Successful,95.7,42.3,,
Save,80,37,102248,13,Successful,2.7,55.9,,
BallRecovery,80,40,44120,13,Successful,4.1,74.4,,
Pass,80,42,44120,13,Unsuccessful,2.4,91.9,6,91.5
BlockedPass,80,42,109915,26,Successful,93.7,7.7,,
SubstitutionOff,81,26,367185,13,Successful,0.0,0.0,,
SubstitutionOn,81,26,342563,13,Successful,0.0,0.0,,
SubstitutionOff,81,34,345845,13,Successful,0.0,0.0,,
SubstitutionOn,81,34,342564,13,Successful,0.0,0.0,,
SubstitutionOff,81,48,96182,26,Successful,0.0,0.0,,
SubstitutionOn,81,48,355354,26,Successful,0.0,0.0,,
SubstitutionOff,82,2,297403,13,Successful,0.0,0.0,,
SubstitutionOn,82,2,110260,13,Successful,0.0,0.0,,
FormationChange,82,6,,26,Successful,0.0,0.0,,
Pass,82,20,110260,13,Unsuccessful,6.4,100.0,7.5,87.2
Interception,82,22,109915,26,Successful,90.6,11.8,,
Pass,82,24,27586,13,Unsuccessful,1.1,87.3,2.5,88.1
BlockedPass,82,24,109915,26,Successful,98.7,11.4,,
Pass,83,0,102248,13,Unsuccessful,4.4,56.7,58.4,93.6
BallRecovery,83,5,243510,26,Successful,39.5,11.4,,
Dispossessed,83,6,243510,26,Successful,38.5,18.4,,
Tackle,83,6,342563,13,Successful,61.5,81.6,,
BallRecovery,83,8,44120,13,Successful,65.4,86.8,,
TakeOn,83,9,44120,13,Unsuccessful,66.7,83.3,,
Tackle,83,9,243510,26,Successful,33.3,16.7,,
BallRecovery,83,9,243510,26,Successful,35.8,13.1,,
Dispossessed,83,13,243510,26,Successful,25.2,4.4,,
Tackle,83,13,255169,13,Successful,74.8,95.6,,
BallRecovery,83,15,255169,13,Successful,92.7,90.6,,
BallTouch,83,16,255169,13,Unsuccessful,90.9,88.6,,
ShieldBallOpp,83,17,136451,26,Successful,0.0,0.0,,
Pass,83,33,114147,26,Successful,4.3,50.7,20.3,60
Pass,83,35,33568,26,Successful,21.8,66.1,13.3,78.8
Pass,83,38,95408,26,Successful,13.1,77.9,7.5,54
Pass,83,41,114147,26,Unsuccessful,8.8,52.4,56,94
Aerial,83,46,69945,13,Successful,44.7,3.9,,
Aerial,83,46,115726,26,Unsuccessful,55.3,96.1,,
Pass,83,47,69945,13,Successful,43.4,3.6,52.4,6
Aerial,83,47,288795,13,Successful,52.3,6.4,,
Aerial,83,47,262838,26,Unsuccessful,47.7,93.6,,
BallRecovery,83,49,288795,13,Successful,59.8,3.6,,
Dispossessed,83,50,288795,13,Successful,60.0,3.8,,
Tackle,83,50,33568,26,Unsuccessful,40.0,96.2,,
Pass,83,51,288795,13,Successful,63.1,4.2,54.6,15.9
Pass,83,53,125209,13,Successful,52.1,27.9,53.3,48.2
Pass,83,55,89401,13,Successful,53.3,49.3,45.1,67.2
Pass,83,58,110260,13,Successful,45.6,70.1,63,98
OffsideGiven,84,,255169,13,Unsuccessful,79.8,92.5,,
OffsidePass,84,4,44120,13,Successful,69.1,83.5,79.8,92.5
OffsideProvoked,84,4,95408,26,Successful,25.1,44.3,,
Pass,84,19,136451,26,Successful,23.2,7.9,20.2,25
Pass,84,21,115916,26,Successful,21.6,28.1,23.1,56.1
Pass,84,23,95408,26,Unsuccessful,25.9,49.9,91.6,31.4
BallRecovery,84,29,102248,13,Successful,7.0,69.6,,
Pass,84,36,102248,13,Successful,11.3,57.0,10.8,79.2
Pass,84,40,27586,13,Successful,10.8,78.0,3.4,54.2
Pass,84,42,102248,13,Successful,3.4,54.2,15,63.2
Pass,84,44,89401,13,Successful,14.9,63.2,12.7,86.9
Pass,84,49,27586,13,Unsuccessful,20.2,95.0,41.9,91.7
Interception,84,53,136451,26,Successful,58.7,10.2,,
Pass,85,8,110260,13,Successful,35.1,100.0,32.5,92.3
Pass,85,9,89401,13,Unsuccessful,32.3,92.3,64.7,72.8
BallRecovery,85,11,115916,26,Successful,34.2,27.9,,
Pass,85,11,115916,26,Successful,34.4,27.6,40.6,15
BallTouch,85,15,243510,26,Unsuccessful,40.1,11.4,,
TakeOn,85,16,44120,13,Successful,59.9,90.7,,
Challenge,85,16,243510,26,Unsuccessful,40.1,9.3,,
BallRecovery,85,17,44120,13,Successful,60.7,94.2,,
Pass,85,18,44120,13,Successful,66.7,94.0,90,93.1
Pass,85,23,255169,13,Successful,86.3,88.6,86.6,50.7
Pass,85,26,342564,13,Successful,85.3,49.7,78.9,60.4
Pass,85,28,342563,13,Successful,79.2,60.0,72.7,51.3
Pass,85,29,125209,13,Successful,72.8,47.2,77.6,25.8
Pass,85,32,342564,13,Successful,77.5,22.5,77.6,28.3
Pass,85,33,125209,13,Successful,77.5,27.8,77.8,12.1
Pass,85,35,69945,13,Successful,79.9,11.8,91.3,48.7
MissedShots,85,39,342563,13,Successful,92.0,49.1,,
Pass,86,7,114147,26,Successful,3.6,49.3,13.4,40
Pass,86,8,115916,26,Successful,13.4,40.0,12.9,48.4
Pass,86,9,114147,26,Unsuccessful,13.2,46.6,65.8,25.6
Pass,86,11,110260,13,Successful,36.8,77.3,46.4,68.6
Pass,86,13,89401,13,Successful,47.2,68.4,44.6,81.8
BallRecovery,86,14,255169,13,Successful,45.9,79.8,,
Pass,86,14,255169,13,Successful,45.9,79.8,51.7,68.4
Pass,86,15,89401,13,Successful,52.0,67.6,61,67.6
Pass,86,19,342563,13,Successful,63.8,69.3,76.9,69.7
Pass,86,20,44120,13,Successful,77.5,71.1,79.5,84.3
Pass,86,23,255169,13,Unsuccessful,79.5,81.0,94.9,52.4
KeeperPickup,86,26,114147,26,Successful,5.3,48.4,,
Pass,86,32,114147,26,Successful,13.7,52.0,30.2,89
BallTouch,86,34,115726,26,Successful,29.5,92.3,,
BallRecovery,86,34,69945,13,Successful,70.5,5.8,,
Pass,86,34,69945,13,Successful,66.5,3.4,62.8,20.7
Pass,86,37,125209,13,Successful,71.4,26.4,78.8,7.9
Pass,86,40,69945,13,Unsuccessful,85.8,12.4,96.4,100
ShieldBallOpp,86,45,136451,26,Successful,0.0,0.0,,
Pass,86,48,136451,26,Successful,7.4,0.0,25.2,10.2
Pass,86,51,355354,26,Unsuccessful,25.6,10.6,36.8,22.3
Aerial,86,52,110260,13,Successful,64.4,78.5,,
Aerial,86,52,109915,26,Unsuccessful,35.6,21.5,,
Pass,86,54,110260,13,Successful,63.7,77.1,65.5,65.1
Aerial,86,55,125209,13,Successful,64.0,62.8,,
Aerial,86,55,243510,26,Unsuccessful,36.0,37.2,,
Pass,86,55,125209,13,Successful,63.5,66.0,70.2,64.1
Pass,86,56,342563,13,Successful,69.7,66.2,69.5,73.4
BallRecovery,86,57,89401,13,Successful,69.7,75.0,,
Pass,86,58,89401,13,Successful,72.5,78.7,73.6,93.8
Pass,87,1,255169,13,Unsuccessful,76.1,87.4,79.6,70.1
Pass,87,3,115916,26,Successful,20.5,30.7,33.6,31.8
Pass,87,4,109915,26,Unsuccessful,34.0,32.0,34.6,20.4
Interception,87,6,89401,13,Successful,65.1,82.4,,
BallTouch,87,7,89401,13,Successful,60.7,82.4,,
Pass,87,8,110260,13,Successful,56.7,85.1,62.4,85.1
BallTouch,87,9,89401,13,Successful,60.4,87.0,,
Foul,87,11,110260,13,Successful,57.6,85.2,,
Foul,87,11,109915,26,Unsuccessful,42.4,14.8,,
Pass,87,59,27586,13,Successful,55.1,82.4,89.6,87
Pass,88,3,110260,13,Unsuccessful,99.0,83.5,95.9,63.9
Pass,88,5,115916,26,Successful,4.1,35.1,13,16.1
BallRecovery,88,6,355354,26,Successful,13.2,10.7,,
Pass,88,8,355354,26,Unsuccessful,22.6,10.3,85.3,44.2
KeeperPickup,88,12,102248,13,Successful,14.4,59.0,,
Pass,88,14,102248,13,Successful,16.1,60.3,28.8,43
Pass,88,17,125209,13,Successful,30.0,44.5,30.7,77.6
Pass,88,21,255169,13,Successful,35.9,80.7,47.9,79.4
Pass,88,23,110260,13,Successful,47.9,79.3,41.7,76.7
Pass,88,24,342563,13,Successful,41.6,69.0,37.3,56.7
Pass,88,27,125209,13,Successful,44.3,65.5,40,89
Pass,88,30,255169,13,Successful,40.7,88.8,53.8,96
Pass,88,33,44120,13,Successful,54.3,96.6,88.5,88
TakeOn,88,38,342563,13,Successful,91.2,82.2,,
Challenge,88,38,115916,26,Unsuccessful,8.8,17.8,,
Pass,88,40,342563,13,Successful,87.5,81.8,79.6,69.3
TakeOn,88,42,44120,13,Unsuccessful,86.2,67.6,,
Tackle,88,42,243510,26,Unsuccessful,13.8,32.4,,
BallTouch,88,43,44120,13,Successful,86.8,71.3,,
Clearance,88,45,136451,26,Successful,10.7,31.4,34.3,22.3
Pass,88,47,110260,13,Successful,70.5,77.9,65.7,68.2
Pass,88,49,125209,13,Successful,67.0,70.7,98.2,86.6
Pass,88,53,342563,13,Successful,96.3,83.7,96.6,58.3
MissedShots,88,55,44120,13,Successful,96.7,57.8,,
Pass,89,22,114147,26,Unsuccessful,4.3,50.9,58,83.6
Aerial,89,26,69945,13,Successful,40.8,12.2,,
Aerial,89,26,262838,26,Unsuccessful,59.2,87.8,,
Pass,89,27,69945,13,Unsuccessful,38.6,13.2,45.6,32.6
Interception,89,28,243510,26,Successful,54.0,66.0,,
Pass,89,29,125209,13,Successful,42.7,26.0,54.3,43.3
BallRecovery,89,32,342563,13,Successful,56.6,41.8,,
Pass,89,33,342563,13,Successful,61.8,41.3,61.3,56.7
Pass,89,35,89401,13,Successful,63.6,64.2,70,83
Pass,89,40,44120,13,Successful,74.0,74.3,68.7,68.1
Pass,89,41,89401,13,Successful,67.9,67.7,65.6,49
Pass,89,43,125209,13,Successful,65.6,49.0,64.7,59.9
Pass,89,44,89401,13,Successful,64.4,61.4,48.1,44.2
Pass,89,47,27586,13,Successful,47.1,41.2,42,21.1
Pass,89,50,288795,13,Successful,42.0,21.1,53.6,31.9
Pass,89,51,125209,13,Successful,52.3,31.6,35.8,40.8
Pass,89,59,27586,13,Unsuccessful,41.5,75.6,69.7,80.6
Pass,90,1,136451,26,Successful,27.2,19.8,30.8,27.9
BallRecovery,90,2,115916,26,Successful,30.8,29.2,,
Pass,90,5,115916,26,Successful,29.8,22.1,39.7,8.1
Pass,90,8,355354,26,Successful,42.0,7.7,42.3,19.2
Pass,90,9,243510,26,Successful,41.7,18.2,61.4,7.3
Pass,90,15,355354,26,Successful,74.4,13.7,74.1,22.5
Pass,90,15,109915,26,Successful,71.8,20.9,95.4,16.3
Pass,90,20,355354,26,Successful,94.3,21.1,81.8,29.5
Pass,90,22,108226,26,Successful,79.3,33.6,74.1,50.9
Pass,90,24,33568,26,Successful,74.4,50.9,64.1,60
Pass,90,29,95408,26,Successful,66.5,55.0,68.4,40.2
Pass,90,31,243510,26,Successful,68.2,40.6,68.1,22.1
Pass,90,33,136451,26,Successful,69.5,16.7,78.2,9.3
Pass,90,37,355354,26,Successful,76.8,17.8,76.9,27
Pass,90,40,109915,26,Successful,74.3,20.4,82.1,5.2
Pass,90,41,136451,26,Successful,84.6,4.7,80.3,14
Pass,90,43,109915,26,Unsuccessful,79.2,14.9,93.2,57.7
Foul,90,50,69945,13,Successful,6.9,40.8,,
Foul,90,50,115726,26,Unsuccessful,93.1,59.2,,
SubstitutionOff,91,23,33568,26,Successful,0.0,0.0,,
SubstitutionOn,91,23,336285,26,Successful,0.0,0.0,,
FormationChange,91,30,,26,Successful,0.0,0.0,,
Pass,91,39,102248,13,Unsuccessful,11.4,42.9,67.4,7.5
Pass,91,44,115726,26,Successful,30.9,92.7,37.2,84.9
BallRecovery,91,45,243510,26,Successful,35.6,84.3,,
Pass,91,46,243510,26,Unsuccessful,36.5,79.8,65.7,69.7
Pass,91,49,27586,13,Successful,35.5,29.5,31.1,9.9
BallRecovery,91,51,288795,13,Successful,30.8,6.4,,
Pass,91,51,288795,13,Unsuccessful,30.8,6.4,35.1,6.4
BlockedPass,91,51,109915,26,Successful,65.6,92.1,,
BallTouch,91,52,288795,13,Successful,30.3,6.4,,
Pass,92,0,109915,26,Successful,71.5,100.0,55.4,90.1
Pass,92,4,95408,26,Successful,55.4,87.4,51.3,58.3
Pass,92,6,115916,26,Successful,53.0,49.5,50.7,33
Pass,92,10,136451,26,Successful,51.4,31.0,45.6,55.8
Pass,92,11,115916,26,Successful,45.6,55.8,47.8,81.2
Pass,92,15,95408,26,Successful,50.4,79.3,45.6,52.6
Pass,92,16,115916,26,Successful,44.7,50.7,44.6,32
Pass,92,20,136451,26,Successful,47.4,33.2,47.7,78.3
Pass,92,25,95408,26,Successful,55.4,76.1,46.8,53.6
Pass,92,30,115916,26,Successful,52.6,54.2,64.7,95.4
Pass,92,34,115726,26,Successful,64.2,97.1,57.7,85.7
Pass,92,38,95408,26,Successful,57.0,81.4,86.5,92.1
BallTouch,92,40,115726,26,Unsuccessful,86.8,92.5,,
BallRecovery,92,42,69945,13,Successful,5.8,12.0,,
Pass,92,43,69945,13,Unsuccessful,2.3,12.4,28.5,0
Pass,92,54,109915,26,Successful,69.4,100.0,59.1,94.8
Pass,92,55,95408,26,Successful,58.7,90.2,55.8,68.8
End,93,2,,13,Successful,0.0,0.0,,
End,93,6,,26,Successful,0.0,0.0,,
Start,90,0,,13,Successful,0.0,0.0,,
Start,90,0,,26,Successful,0.0,0.0,,
PenaltyFaced,90,29,102248,13,Unsuccessful,0.0,0.0,,
Goal,90,29,108226,26,Successful,88.5,50.0,,
Goal,91,12,342564,13,Successful,88.5,50.0,,
PenaltyFaced,91,12,114147,26,Unsuccessful,0.0,0.0,,
PenaltyFaced,91,46,102248,13,Unsuccessful,0.0,0.0,,
Goal,91,46,115916,26,Successful,88.5,50.0,,
Goal,92,26,255169,13,Successful,88.5,50.0,,
PenaltyFaced,92,26,114147,26,Unsuccessful,0.0,0.0,,
PenaltyFaced,93,5,102248,13,Unsuccessful,0.0,0.0,,
ShotOnPost,93,5,336285,26,Successful,88.5,50.0,,
Goal,93,47,69945,13,Successful,88.5,50.0,,
PenaltyFaced,93,47,114147,26,Unsuccessful,0.0,0.0,,
PenaltyFaced,94,20,102248,13,Unsuccessful,0.0,0.0,,
Goal,94,20,262838,26,Successful,88.5,50.0,,
Goal,94,59,27586,13,Successful,88.5,50.0,,
PenaltyFaced,94,59,114147,26,Unsuccessful,0.0,0.0,,
PenaltyFaced,95,45,102248,13,Unsuccessful,0.0,0.0,,
Goal,95,45,355354,26,Successful,88.5,50.0,,
Goal,96,32,44120,13,Successful,88.5,50.0,,
PenaltyFaced,96,32,114147,26,Unsuccessful,0.0,0.0,,
End,96,52,,13,Successful,0.0,0.0,,
End,96,56,,26,Successful,0.0,0.0,,
End,0,0,,26,Successful,0.0,0.0,,
End,0,0,,13,Successful,0.0,0.0,,
FormationSet,0,0,,26,Successful,0.0,0.0,,
FormationSet,0,0,,13,Successful,0.0,0.0,,
