Event,Minute,Second,Player,Team,Outcome,X,Y,endX,endY
Pass,24,10,33568,26,Unsuccessful,45.4,33.0,47,56.7
BallRecovery,24,13,125211,13,Successful,54.6,43.5,,
Pass,24,14,125211,13,Successful,62.8,36.5,69.7,34.5
BallTouch,24,15,367185,13,Successful,68.1,34.5,,
Foul,24,17,136451,26,Successful,13.8,66.7,,
Foul,24,17,345845,13,Unsuccessful,86.2,33.3,,
Pass,24,34,95408,26,Successful,14.8,73.4,11,56.1
Pass,24,37,114147,26,Successful,14.3,54.9,28.4,2.2
Pass,24,42,386969,26,Successful,28.7,2.9,54.4,8.9
Pass,24,46,4511,26,Successful,55.9,6.1,47,24
Pass,24,48,115916,26,Successful,47.3,18.3,46.9,5.3
Pass,24,49,4511,26,Successful,46.9,5.3,36.4,16.7
Pass,24,56,136451,26,Successful,34.4,28.3,39.1,4.1
Pass,24,58,4511,26,Unsuccessful,40.2,4.0,89.5,37.1
KeeperPickup,25,2,102248,13,Successful,11.4,64.9,,
Pass,25,2,102248,13,Successful,11.5,60.4,20.8,27.2
Pass,25,8,288795,13,Successful,23.7,24.8,27.9,2.8
Pass,25,10,125211,13,Successful,28.8,3.7,29.7,14.8
Pass,25,12,125209,13,Successful,29.7,14.8,23.3,7.1
Pass,25,13,125211,13,Successful,23.3,7.1,13.2,18.8
Pass,25,15,288795,13,Successful,12.4,24.4,9.5,77.4
Pass,25,21,27586,13,Unsuccessful,10.0,87.6,39.3,86.1
BallRecovery,25,22,386969,26,Successful,62.3,16.2,,
Tackle,25,24,44120,13,Successful,33.7,79.7,,
Dispossessed,25,24,386969,26,Successful,66.3,20.3,,
Pass,25,26,44120,13,Unsuccessful,28.9,74.1,29.7,73.1
BallTouch,25,27,386969,26,Successful,70.8,28.9,,
Pass,25,28,125209,13,Unsuccessful,28.9,64.3,34.3,81
Foul,25,32,345845,13,Successful,34.0,79.1,,
Foul,25,32,115916,26,Unsuccessful,66.0,20.9,,
Pass,25,56,27586,13,Successful,32.8,76.7,59.4,16.7
Pass,26,1,125211,13,Successful,63.1,16.7,55.5,27.1
Pass,26,3,125209,13,Successful,55.5,27.8,40.3,30.4
Pass,26,6,288795,13,Successful,39.9,31.2,34.6,64.5
Pass,26,9,27586,13,Unsuccessful,37.3,64.2,64,100
Pass,26,17,386969,26,Successful,29.2,0.0,36.6,13
Pass,26,19,115916,26,Unsuccessful,36.6,13.4,55.4,13.7
Pass,26,21,297403,13,Unsuccessful,43.6,85.1,67.5,78.9
Aerial,26,22,136451,26,Successful,32.8,19.4,,
Aerial,26,22,345845,13,Unsuccessful,67.2,80.6,,
Pass,26,23,136451,26,Unsuccessful,28.3,21.3,34.2,15.3
Pass,26,25,89401,13,Successful,64.0,86.1,60.3,95.6
BallRecovery,26,27,44120,13,Successful,58.0,96.0,,
Pass,26,27,44120,13,Unsuccessful,57.8,96.0,61.8,89.2
Interception,26,28,386969,26,Successful,37.2,13.2,,
Pass,26,29,89401,13,Successful,62.7,84.3,55,75.2
Pass,26,31,125209,13,Successful,54.7,77.4,61.7,54
Pass,26,34,367185,13,Successful,68.9,53.4,79.1,68.6
MissedShots,26,36,345845,13,Successful,80.5,62.5,,
Pass,27,4,114147,26,Successful,4.7,50.6,10.8,35.5
Pass,27,10,136451,26,Successful,12.3,31.6,28.9,3.8
Pass,27,19,386969,26,Successful,52.2,4.9,61.1,5.6
Pass,27,21,96182,26,Successful,64.4,4.6,63.1,14.1
Pass,27,23,33568,26,Successful,60.2,24.0,53.2,41
Pass,27,28,115916,26,Successful,55.9,43.6,61.9,31.5
Pass,27,31,33568,26,Successful,62.0,32.1,60.6,42.7
Pass,27,33,115916,26,Successful,61.9,52.2,70.2,88.4
Pass,27,38,4511,26,Successful,75.1,92.6,57.8,76.4
Pass,27,42,95408,26,Successful,57.8,76.4,79.1,96
Pass,27,45,4511,26,Successful,79.5,95.4,94,90.5
Pass,27,49,109915,26,Unsuccessful,94.4,87.2,93.7,85.3
BlockedPass,27,49,288795,13,Successful,5.6,15.4,,
Pass,27,52,115916,26,Unsuccessful,75.9,75.6,90.1,54.5
Clearance,27,53,89401,13,Successful,9.8,45.8,12.5,54.2
Clearance,27,55,255169,13,Successful,12.3,58.2,45,35
Pass,27,57,95408,26,Successful,55.8,63.9,53.8,42.1
Pass,28,0,136451,26,Successful,53.2,40.6,46.3,58.8
Pass,28,3,95408,26,Successful,46.3,58.8,56.6,95.4
Pass,28,7,4511,26,Successful,57.2,95.4,71.6,87.7
Pass,28,11,109915,26,Successful,60.6,88.7,45.7,67.9
Pass,28,13,95408,26,Successful,45.7,67.9,58.1,66
Foul,28,16,115916,26,Successful,57.0,63.0,,
Foul,28,16,125209,13,Unsuccessful,43.0,37.0,,
Pass,28,23,95408,26,Successful,54.6,56.3,55.4,33.6
Pass,28,27,136451,26,Successful,57.2,34.8,52.7,57.5
Pass,28,30,95408,26,Successful,56.1,62.3,63.4,96.9
Pass,28,37,4511,26,Unsuccessful,74.4,94.8,75.4,90.3
Interception,28,37,367185,13,Successful,26.9,8.7,,
Pass,28,38,4511,26,Unsuccessful,87.9,92.9,91.7,50.9
Clearance,28,42,297403,13,Successful,8.1,49.7,18.8,50.1
Pass,28,43,33568,26,Successful,80.1,48.2,79.2,26.7
Pass,28,45,386969,26,Successful,77.3,24.9,70.1,29.7
Pass,28,48,136451,26,Successful,69.8,30.0,95.6,83.6
Pass,28,53,4511,26,Unsuccessful,94.2,88.4,90,50.3
Clearance,28,55,89401,13,Successful,8.7,50.1,32.8,46
Pass,28,58,136451,26,Successful,66.1,57.3,69.9,57.6
Pass,28,58,115916,26,Successful,69.9,57.6,57.8,72.4
Pass,29,1,95408,26,Successful,57.8,72.4,72.4,97.5
Pass,29,5,4511,26,Successful,73.2,97.5,64.6,87.2
Pass,29,6,115916,26,Successful,64.6,87.2,64.6,95.3
Pass,29,7,115726,26,Successful,64.6,95.3,53.1,74.4
Pass,29,10,95408,26,Successful,53.4,72.8,86.3,7.5
TakeOn,29,13,386969,26,Unsuccessful,87.0,7.0,,
Tackle,29,13,255169,13,Successful,13.0,93.0,,
BallRecovery,29,15,255169,13,Successful,8.8,95.9,,
Pass,29,16,255169,13,Unsuccessful,8.8,96.6,27.9,96.2
Pass,29,18,33568,26,Successful,71.8,3.6,76.1,3.1
BallRecovery,29,19,386969,26,Successful,74.9,2.6,,
Pass,29,20,386969,26,Successful,76.2,2.9,63.4,6.2
Pass,29,20,136451,26,Successful,63.5,5.6,65.1,26.1
Pass,29,21,115916,26,Successful,65.1,26.1,63.3,11
Pass,29,24,136451,26,Successful,63.3,11.0,53,44.6
Pass,29,29,95408,26,Successful,56.0,51.6,57.7,34.2
Pass,29,34,136451,26,Successful,63.8,32.4,74.4,38.6
Pass,29,36,96182,26,Successful,70.1,38.3,69.4,49.1
Pass,29,38,4511,26,Successful,72.8,53.1,87.6,85.9
Pass,29,42,115726,26,Successful,86.9,87.8,70.4,79
Pass,29,45,4511,26,Successful,69.7,77.3,65.4,43
Pass,29,47,136451,26,Successful,65.4,43.0,82.3,10.9
Pass,29,51,386969,26,Successful,77.4,16.2,66.7,29.7
Pass,29,54,136451,26,Successful,66.1,31.9,65,53.3
Pass,29,55,95408,26,Successful,65.9,56.7,77,88.9
Pass,29,59,115726,26,Successful,81.0,92.0,88.3,88.7
Pass,30,1,109915,26,Successful,88.3,88.7,88.2,71.8
Pass,30,2,96182,26,Successful,88.2,71.8,96.7,74.1
Pass,30,5,115726,26,Successful,96.4,73.4,86.9,2.5
Pass,30,11,386969,26,Successful,87.0,4.0,96.4,69
Aerial,30,14,109915,26,Successful,97.2,66.4,,
Aerial,30,14,125211,13,Unsuccessful,2.8,33.6,,
Pass,30,15,109915,26,Successful,97.0,68.2,88.5,68
Pass,30,16,115726,26,Unsuccessful,88.3,68.6,89.6,57.1
Clearance,30,17,27586,13,Successful,10.5,41.7,15.2,54.8
SavedShot,30,19,108226,26,Successful,85.0,44.1,,
Save,30,19,297403,13,Successful,12.4,55.4,,
Aerial,30,21,115916,26,Successful,74.8,57.0,,
Aerial,30,21,345845,13,Unsuccessful,25.2,43.0,,
Pass,30,22,115916,26,Unsuccessful,73.6,58.1,79.1,59.1
Pass,30,23,125209,13,Unsuccessful,20.8,40.8,35,35.7
Aerial,30,25,95408,26,Successful,61.9,66.2,,
Aerial,30,25,345845,13,Unsuccessful,38.1,33.8,,
Pass,30,25,95408,26,Unsuccessful,61.5,67.2,69.9,81.2
BallRecovery,30,28,367185,13,Successful,30.8,18.5,,
Pass,30,28,367185,13,Successful,30.8,18.5,26.7,11.5
Pass,30,28,125211,13,Successful,26.9,10.2,30.1,19
Pass,30,29,125209,13,Successful,30.3,19.8,13.4,19.2
Pass,30,31,288795,13,Successful,12.9,18.5,4.3,47.9
Pass,30,35,102248,13,Successful,3.6,52.8,51.7,97.4
BallTouch,30,40,44120,13,Unsuccessful,52.8,96.8,,
Pass,31,1,386969,26,Successful,38.3,0.0,23.2,11.8
Pass,31,4,136451,26,Successful,21.9,19.1,11.2,44.3
Pass,31,5,114147,26,Successful,11.2,44.3,26.3,90.6
Pass,31,7,115726,26,Successful,29.2,90.6,20.4,73.2
Pass,31,12,95408,26,Successful,20.7,65.8,18.7,47.9
Pass,31,13,136451,26,Successful,18.7,47.9,27,15
Pass,31,23,4511,26,Successful,54.7,3.5,63.3,2.3
Pass,31,24,386969,26,Successful,63.3,2.3,57.7,3.1
Pass,31,25,4511,26,Successful,57.7,3.1,34.3,31.6
Pass,31,29,136451,26,Successful,40.6,33.6,40.3,62.5
Pass,31,32,95408,26,Unsuccessful,42.3,64.3,87.5,84.7
Pass,31,35,125211,13,Successful,13.7,19.2,19.5,32.2
BallRecovery,31,37,125209,13,Successful,19.8,33.4,,
Pass,31,37,125209,13,Successful,19.8,33.4,10,16.6
Pass,31,39,125211,13,Successful,9.9,15.4,25.9,27.2
Pass,31,42,345845,13,Successful,26.0,27.4,29.1,10.1
Pass,31,49,367185,13,Successful,59.4,7.3,44.4,15.5
Pass,31,50,125209,13,Successful,44.9,18.0,45.4,45.8
Pass,31,53,89401,13,Successful,46.6,49.0,60.9,96.6
Pass,31,58,44120,13,Successful,65.4,95.4,87.5,97.5
Pass,32,0,297403,13,Successful,89.2,96.4,86.9,66.8
Pass,32,2,255169,13,Successful,89.2,67.8,89.2,58.5
Pass,32,4,345845,13,Unsuccessful,87.5,49.7,87.9,48.5
BlockedPass,32,4,115726,26,Successful,11.7,54.0,,
BallRecovery,32,7,33568,26,Successful,20.0,49.7,,
Pass,32,7,33568,26,Successful,20.0,49.7,22.6,36
Pass,32,8,4511,26,Successful,22.6,36.0,31,47.5
Pass,32,12,108226,26,Successful,34.9,61.1,59.2,92.1
Pass,32,21,109915,26,Successful,75.6,90.5,76.7,73.3
Pass,32,23,108226,26,Successful,78.5,71.1,97.6,82.6
Dispossessed,32,30,109915,26,Successful,94.6,85.3,,
Tackle,32,30,288795,13,Successful,5.4,14.7,,
BallRecovery,32,31,288795,13,Successful,13.0,6.0,,
Pass,32,32,288795,13,Successful,14.1,6.2,25.8,10.2
Pass,32,36,367185,13,Successful,26.2,18.1,29.5,52.7
Pass,32,37,89401,13,Successful,29.4,52.7,27,47
Pass,32,38,44120,13,Successful,27.0,47.0,26.7,82.4
Pass,32,43,255169,13,Successful,27.8,83.9,10,61.4
Pass,32,46,27586,13,Successful,9.9,59.3,10.2,32.8
Pass,32,49,288795,13,Successful,12.0,30.5,21.6,31.6
Pass,32,53,125209,13,Successful,28.3,31.1,15,53.3
Pass,32,56,27586,13,Successful,15.0,53.3,12.9,31.6
Pass,33,0,288795,13,Successful,13.1,28.7,7.8,65.7
Pass,33,3,27586,13,Successful,9.8,68.7,20.6,96.9
Pass,33,8,297403,13,Successful,31.9,86.8,31.9,71.3
Pass,33,11,89401,13,Successful,35.5,67.2,22.4,58.5
Pass,33,15,27586,13,Successful,23.2,54.0,30.7,41
Pass,33,18,125209,13,Successful,31.0,35.6,20.5,29.2
Pass,33,20,288795,13,Successful,20.4,29.9,18.6,49.6
Pass,33,22,27586,13,Successful,18.6,49.9,1.6,51.6
Pass,33,26,102248,13,Successful,1.4,51.0,3.2,23.5
Pass,33,28,288795,13,Successful,4.5,17.8,27.6,10.3
Pass,33,30,367185,13,Unsuccessful,23.8,9.5,21.1,7.7
BallTouch,33,31,109915,26,Successful,79.1,90.9,,
Pass,33,32,125211,13,Unsuccessful,15.5,6.9,19.4,0
Pass,33,49,115726,26,Successful,79.1,100.0,84,82
Pass,33,52,96182,26,Successful,86.5,89.1,74.9,82.6
Pass,33,54,115916,26,Successful,73.2,80.0,65.2,70.6
Pass,33,56,4511,26,Successful,64.0,69.9,55.1,40.7
Pass,33,58,136451,26,Successful,54.6,43.4,48.6,75.1
Pass,34,2,95408,26,Successful,47.8,80.9,61.8,96.6
Pass,34,4,115726,26,Successful,61.8,96.2,40.1,90.6
Pass,34,7,95408,26,Successful,39.7,85.9,34.9,54.8
Pass,34,14,136451,26,Successful,32.9,59.9,30.6,76
Pass,34,17,95408,26,Successful,28.5,74.8,25.5,24
Pass,34,21,33568,26,Successful,25.5,24.0,11.9,44.3
Pass,34,25,114147,26,Successful,14.3,46.1,20.4,49.9
Pass,34,31,136451,26,Successful,27.9,52.1,34.9,51.9
Pass,34,32,115916,26,Successful,34.9,51.9,28.6,50.4
Pass,34,33,136451,26,Successful,28.1,49.7,34.6,52.7
Pass,34,36,115916,26,Successful,37.2,52.7,48.4,91.2
Pass,34,40,115726,26,Successful,52.8,92.1,71.7,96
Pass,34,46,109915,26,Unsuccessful,94.0,84.7,92.9,57.9
Clearance,34,47,27586,13,Successful,7.5,43.5,7.8,14.5
Pass,34,49,109915,26,Successful,92.7,85.3,79.6,73
Pass,34,52,4511,26,Successful,84.4,70.2,86.4,86.5
Pass,34,55,115726,26,Unsuccessful,91.7,85.3,91.5,0
Pass,35,31,297403,13,Successful,14.6,100.0,22.6,97.1
Pass,35,32,44120,13,Successful,22.6,97.1,15.1,97.7
Pass,35,34,297403,13,Unsuccessful,16.0,96.0,36.9,87.4
BallRecovery,35,35,115916,26,Successful,63.7,16.3,,
Pass,35,36,115916,26,Successful,67.4,20.7,64.8,30.1
Pass,35,38,4511,26,Successful,65.7,26.2,85.3,7.3
Challenge,35,41,255169,13,Unsuccessful,14.4,93.8,,
TakeOn,35,41,386969,26,Successful,85.6,6.2,,
Pass,35,43,386969,26,Unsuccessful,93.0,14.5,96.6,53.4
Clearance,35,46,288795,13,Successful,2.7,45.2,9.7,12.4
Pass,35,50,109915,26,Successful,91.7,88.0,90.4,67.6
Pass,35,53,108226,26,Successful,89.1,71.4,80.7,86.8
Pass,35,54,115726,26,Successful,79.2,85.4,73.3,75.4
Pass,35,56,4511,26,Successful,73.1,74.4,71.6,47.6
Challenge,35,59,44120,13,Unsuccessful,28.0,53.0,,
TakeOn,35,59,136451,26,Successful,72.0,47.0,,
MissedShots,36,0,136451,26,Successful,73.9,50.1,,
Pass,36,32,102248,13,Successful,4.4,51.6,11.5,61.4
Pass,36,33,89401,13,Successful,11.5,61.4,1.9,43.9
Pass,36,34,102248,13,Successful,2.3,44.7,2,25.8
Pass,36,35,288795,13,Successful,2.4,24.8,15.4,1.9
BallTouch,36,37,125211,13,Unsuccessful,15.5,2.7,,
Pass,36,44,115726,26,Successful,72.1,100.0,79.6,94
Dispossessed,36,46,109915,26,Successful,80.1,95.6,,
Tackle,36,46,125211,13,Unsuccessful,19.9,4.4,,
BallTouch,36,47,109915,26,Successful,78.9,96.0,,
BallRecovery,36,49,125209,13,Successful,9.9,4.4,,
Pass,36,49,125209,13,Successful,9.6,4.4,7.5,12.4
Pass,36,51,288795,13,Unsuccessful,8.0,10.1,9.2,9.1
BlockedPass,36,51,4511,26,Successful,90.4,89.7,,
Pass,37,32,102248,13,Unsuccessful,4.0,55.0,67.8,57.1
Aerial,37,36,95408,26,Successful,32.8,42.4,,
Aerial,37,36,345845,13,Unsuccessful,67.2,57.6,,
Pass,37,36,95408,26,Unsuccessful,31.3,43.7,36.6,30.3
Dispossessed,37,39,255169,13,Successful,66.4,68.6,,
Tackle,37,39,115916,26,Successful,33.6,31.4,,
Pass,37,40,115916,26,Unsuccessful,31.9,24.6,33.3,23.5
Pass,37,41,89401,13,Successful,64.0,76.9,65,92.5
Pass,37,43,44120,13,Successful,64.5,91.1,37.3,96.9
Pass,37,45,297403,13,Successful,38.5,97.9,14.8,62.7
Pass,37,47,102248,13,Successful,14.2,61.2,20.3,73.4
Pass,37,50,27586,13,Successful,20.7,73.1,9.6,53.4
Pass,37,54,102248,13,Successful,8.6,47.5,6.5,24.5
Pass,37,56,288795,13,Successful,7.0,27.2,4.1,50.6
Pass,37,59,102248,13,Successful,4.1,51.6,2.7,67.5
Pass,38,2,27586,13,Successful,3.5,69.3,19.6,98.3
Pass,38,5,297403,13,Successful,21.7,96.9,24,76.4
Pass,38,7,89401,13,Successful,29.9,76.3,29.9,56.1
Pass,38,9,125209,13,Successful,29.9,55.5,20.4,68.4
Pass,38,13,27586,13,Unsuccessful,21.2,65.1,36.2,74.6
BallRecovery,38,15,33568,26,Successful,62.1,28.7,,
Pass,38,15,33568,26,Successful,60.8,28.1,71.5,25.6
Pass,38,17,108226,26,Successful,74.0,29.2,74.5,53.4
Pass,38,20,4511,26,Successful,74.7,55.5,70.8,46.4
Pass,38,21,33568,26,Successful,70.8,46.4,74.8,35.8
Pass,38,25,108226,26,Successful,73.7,46.6,92.8,73.5
Pass,38,28,115726,26,Unsuccessful,95.7,73.8,96,57.9
Interception,38,28,125211,13,Successful,4.2,40.4,,
CornerAwarded,38,29,125211,13,Unsuccessful,4.0,42.4,,
CornerAwarded,38,29,115726,26,Successful,96.0,57.6,,
Pass,38,56,115726,26,Unsuccessful,99.5,99.5,92.5,52.4
Clearance,38,58,288795,13,Successful,6.7,43.5,22.6,7.5
Pass,39,2,4511,26,Successful,78.8,95.2,91.7,93.8
Pass,39,5,115726,26,Unsuccessful,94.0,88.6,96.2,68
Clearance,39,6,125209,13,Successful,4.6,32.9,0,19.3
CornerAwarded,39,7,125209,13,Unsuccessful,1.1,26.0,,
CornerAwarded,39,7,115726,26,Successful,98.9,74.0,,
Pass,39,20,115726,26,Successful,99.5,99.5,89.4,93.5
Pass,39,21,4511,26,Successful,90.5,93.6,75.6,83.7
Pass,39,24,115916,26,Successful,74.3,81.7,61.1,60
Pass,39,26,136451,26,Successful,61.1,60.0,65.3,26.5
Pass,39,30,386969,26,Unsuccessful,66.1,26.7,89.7,55.8
Clearance,39,32,89401,13,Successful,10.3,42.9,18.9,30.1
Pass,39,34,4511,26,Successful,81.9,68.8,84.9,59.2
SavedShot,39,35,109915,26,Successful,86.2,65.5,,
Save,39,35,89401,13,Successful,12.5,35.0,,
CornerAwarded,39,37,89401,13,Unsuccessful,13.2,36.4,,
CornerAwarded,39,37,109915,26,Successful,86.8,63.6,,
Pass,39,52,115726,26,Successful,99.5,99.5,96.9,69.6
BallTouch,39,55,96182,26,Unsuccessful,96.7,68.2,,
BallTouch,39,55,89401,13,Successful,3.5,35.9,,
Clearance,39,56,288795,13,Successful,4.3,42.5,22.1,27.2
Pass,39,58,115916,26,Successful,75.9,79.1,86.3,93.8
Pass,40,0,115726,26,Successful,89.3,94.4,92.2,56.7
Aerial,40,2,109915,26,Successful,92.8,55.6,,
Aerial,40,2,288795,13,Unsuccessful,7.2,44.4,,
MissedShots,40,3,109915,26,Successful,92.6,54.9,,
Pass,40,40,102248,13,Successful,4.4,56.5,59.1,82.4
Aerial,40,44,44120,13,Successful,58.4,83.2,,
Aerial,40,44,136451,26,Unsuccessful,41.6,16.8,,
Pass,40,44,44120,13,Unsuccessful,57.6,81.8,66.5,71.1
Pass,40,45,95408,26,Unsuccessful,32.3,29.3,70.1,31.2
Pass,40,49,27586,13,Successful,29.6,68.4,44.6,7.7
Pass,40,53,125211,13,Successful,46.7,7.3,53.3,14.8
Pass,40,58,367185,13,Successful,54.4,27.1,48.5,21.8
Pass,41,0,125209,13,Successful,49.7,20.2,61.5,5.6
Pass,41,2,125211,13,Successful,57.1,6.8,53.4,11.9
Pass,41,4,125209,13,Successful,53.6,14.0,45.3,41.3
Pass,41,6,89401,13,Successful,44.8,43.4,71.5,98.3
Pass,41,12,44120,13,Successful,83.5,93.4,97.7,75.4
Pass,41,15,255169,13,Unsuccessful,97.6,76.5,97.3,33
Clearance,41,20,4511,26,Successful,2.0,70.7,6.5,100
Pass,41,39,125211,13,Successful,88.3,0.0,84.3,7.3
Pass,41,43,125209,13,Successful,94.2,2.8,88.6,1.9
TakeOn,41,45,125211,13,Successful,87.6,4.5,,
Challenge,41,45,109915,26,Unsuccessful,12.4,95.5,,
TakeOn,41,46,125211,13,Successful,86.8,11.4,,
Challenge,41,46,115916,26,Unsuccessful,13.2,88.6,,
Pass,41,48,125211,13,Successful,86.9,25.0,72.7,30.3
Pass,41,50,89401,13,Successful,73.1,32.0,70.4,60.8
Pass,41,51,297403,13,Successful,71.8,59.0,83.1,84.6
Pass,41,56,44120,13,Successful,85.2,75.5,81.8,61.4
SavedShot,41,58,297403,13,Successful,83.3,61.8,,
Save,41,58,136451,26,Successful,12.8,40.0,,
CornerAwarded,41,59,297403,13,Successful,84.6,56.0,,
CornerAwarded,41,59,136451,26,Unsuccessful,15.4,44.0,,
OffsideGiven,42,,44120,13,Unsuccessful,68.8,90.9,,
Pass,42,34,367185,13,Unsuccessful,99.6,0.3,91.9,51.5
Clearance,42,37,95408,26,Successful,8.1,48.2,35.2,44.1
Aerial,42,40,125211,13,Successful,64.4,53.6,,
Aerial,42,40,108226,26,Unsuccessful,35.6,46.4,,
Pass,42,40,125211,13,Successful,65.7,55.0,64.4,65.8
Pass,42,41,255169,13,Successful,63.1,63.9,43.2,74.2
OffsidePass,42,44,297403,13,Successful,43.4,72.8,68.8,90.9
OffsideProvoked,42,44,115916,26,Successful,35.6,48.0,,
Pass,43,10,386969,26,Unsuccessful,34.5,12.2,86.2,47.4
KeeperPickup,43,11,102248,13,Successful,14.4,51.1,,
Pass,43,12,102248,13,Successful,14.8,50.3,23.2,17.8
TakeOn,43,18,125211,13,Successful,37.0,25.0,,
Challenge,43,18,115916,26,Unsuccessful,63.0,75.0,,
Pass,43,20,125211,13,Successful,40.0,32.8,33.6,49.1
TakeOn,43,21,89401,13,Successful,34.3,49.4,,
Challenge,43,21,108226,26,Unsuccessful,65.7,50.6,,
Pass,43,21,89401,13,Successful,37.4,49.3,38.7,82.1
Pass,43,24,297403,13,Successful,42.8,84.2,60.4,97.8
Foul,43,29,255169,13,Successful,70.8,90.9,,
Foul,43,29,386969,26,Unsuccessful,29.2,9.1,,
Pass,43,55,367185,13,Successful,68.5,88.0,87.9,70.5
Pass,43,56,44120,13,Unsuccessful,88.0,70.9,81.1,44.5
Aerial,44,2,95408,26,Successful,18.0,53.4,,
Aerial,44,2,288795,13,Unsuccessful,82.0,46.6,,
Clearance,44,2,95408,26,Successful,18.7,55.5,38.3,48.5
Pass,44,5,297403,13,Successful,59.8,50.7,73.9,79.8
Aerial,44,7,367185,13,Successful,74.5,79.6,,
Aerial,44,7,386969,26,Unsuccessful,25.5,20.4,,
Pass,44,11,367185,13,Unsuccessful,90.0,81.4,91.9,29.9
Clearance,44,13,136451,26,Successful,7.7,69.7,9.3,75.4
Pass,44,16,27586,13,Successful,90.9,3.6,73.2,9.7
Pass,44,19,125211,13,Successful,73.3,9.2,75.3,17.8
Pass,44,20,125209,13,Successful,77.1,15.2,82.2,3.4
Pass,44,23,27586,13,Unsuccessful,82.0,3.4,85.1,7.4
Interception,44,23,136451,26,Successful,16.8,93.6,,
Pass,44,50,125211,13,Successful,85.9,0.0,92.1,5.8
Pass,44,52,367185,13,Successful,90.8,5.3,85.4,2.9
Foul,44,58,125211,13,Successful,78.0,5.3,,
Foul,44,58,109915,26,Unsuccessful,22.0,94.7,,
Pass,45,34,367185,13,Unsuccessful,78.5,9.1,90.5,42.1
Clearance,45,37,115726,26,Successful,10.8,60.0,18.7,79.6
BallRecovery,45,38,109915,26,Successful,19.9,76.4,,
Pass,45,39,109915,26,Unsuccessful,19.9,76.4,56.4,100
Pass,45,59,125211,13,Successful,43.7,0.0,40.3,25
Pass,46,0,89401,13,Unsuccessful,41.2,24.8,60.8,16.3
End,46,6,,13,Successful,0.0,0.0,,
End,46,6,,26,Successful,0.0,0.0,,
Start,45,0,,13,Successful,0.0,0.0,,
Start,45,0,,26,Successful,0.0,0.0,,
Pass,45,1,345845,13,Successful,49.9,50.0,29.6,46.7
Pass,45,4,27586,13,Unsuccessful,29.6,46.7,78.7,68.1
Pass,45,8,136451,26,Unsuccessful,20.8,31.2,29.9,44.5
Aerial,45,9,125209,13,Successful,68.2,54.2,,
Aerial,45,9,4511,26,Unsuccessful,31.8,45.8,,
Pass,45,9,125209,13,Unsuccessful,68.2,55.3,70.1,54.6
BallTouch,45,10,4511,26,Successful,29.5,45.4,,
BallRecovery,45,11,109915,26,Successful,33.2,56.3,,
Pass,45,12,109915,26,Successful,34.8,57.1,27.8,50.5
Pass,45,16,115916,26,Successful,28.3,51.3,25.5,89.6
Pass,45,19,115726,26,Successful,39.0,97.5,58.5,83.3
BallTouch,45,20,96182,26,Unsuccessful,58.8,84.7,,
BallRecovery,45,22,125209,13,Successful,42.7,17.0,,
Pass,45,22,125209,13,Successful,44.7,16.7,54.4,12.1
Pass,45,23,367185,13,Successful,54.8,12.8,34.2,20.2
Pass,45,25,288795,13,Successful,33.6,21.3,29.9,27.4
Pass,45,26,27586,13,Successful,27.0,26.0,11.9,45.1
Pass,45,32,102248,13,Unsuccessful,13.7,46.4,45.7,31.7
Pass,45,35,95408,26,Unsuccessful,54.6,67.3,66.6,100
Pass,45,48,125211,13,Successful,34.2,0.0,31.4,15.5
Pass,45,49,367185,13,Successful,31.4,15.5,22.5,66.8
Pass,45,51,297403,13,Successful,23.1,68.8,40.9,68.8
Pass,45,53,255169,13,Successful,37.9,66.0,33.6,54.2
Pass,45,56,89401,13,Successful,35.2,49.9,38.2,40.2
Pass,45,56,125209,13,Successful,38.2,40.4,27.9,52.2
Pass,45,58,27586,13,Successful,28.6,50.4,29.3,25.6
Pass,46,2,288795,13,Successful,27.4,25.0,23.3,49.9
Pass,46,6,27586,13,Successful,23.3,50.6,21.3,85.4
Pass,46,10,297403,13,Successful,35.1,91.4,39.6,64.4
Pass,46,13,89401,13,Successful,41.7,56.1,34.7,24.8
Pass,46,18,288795,13,Successful,47.1,16.1,54.8,1.7
Pass,46,22,125211,13,Unsuccessful,56.1,2.5,64,0
Pass,46,34,115726,26,Successful,31.5,100.0,6.8,66.3
Pass,46,38,95408,26,Successful,6.8,66.3,2.7,30
Pass,46,40,114147,26,Successful,2.7,30.0,14.6,6.1
Pass,46,43,386969,26,Unsuccessful,16.1,5.0,72.2,35.7
Clearance,46,48,27586,13,Successful,27.3,61.6,28.2,24.8
Pass,46,55,109915,26,Successful,66.7,67.4,67.1,49.1
Pass,46,59,33568,26,Successful,66.7,48.5,66.7,58.3
Pass,47,2,109915,26,Successful,67.0,60.0,66.3,45.4
Pass,47,7,33568,26,Successful,67.3,45.4,59.6,41
Pass,47,8,136451,26,Successful,60.1,41.0,53.7,65.1
Pass,47,13,95408,26,Successful,54.0,67.8,59.3,94.8
Pass,47,15,115726,26,Successful,58.8,95.6,48.7,70.5
Pass,47,18,95408,26,Successful,51.0,70.9,57.6,97.1
Pass,47,20,115726,26,Unsuccessful,59.7,95.8,84.8,54.6
KeeperPickup,47,25,102248,13,Successful,14.2,43.3,,
Pass,47,33,102248,13,Successful,13.3,46.4,11.5,60.3
Pass,47,38,27586,13,Successful,10.4,51.8,8.1,23
