,Event,Minute,Second,Player,Team,Outcome,X,Y,endX,endY,passtype,Recipient,Pass Recipient Name,Player Name
393,Pass,30,24,95408,26,Unsuccessful,61.5,67.2,69.9,81.2,OpenPlay,,,Virgil van Dijk
394,Pass,30,26,367185,13,Successful,30.8,18.5,26.7,11.5,OpenPlay,125211.0,Héctor Bellerín,Bukayo Saka
395,Pass,30,28,125211,13,Successful,26.9,10.2,30.1,19,OpenPlay,125209.0,Mohamed Elneny,Héctor Bellerín
396,Pass,30,28,125209,13,Successful,30.3,19.8,13.4,19.2,OpenPlay,288795.0,Rob Holding,Mohamed Elneny
397,Pass,30,30,288795,13,Successful,12.9,18.5,4.3,47.9,OpenPlay,102248.0,Emiliano Martínez,Rob Holding
398,Pass,30,34,102248,13,Successful,3.6,52.8,51.7,97.4,OpenPlay,386969.0,Neco Williams,Emiliano Martínez
399,Pass,30,59,386969,26,Successful,38.3,0.0,23.2,11.8,ThrowIn,136451.0,Joseph Gomez,Neco Williams
400,Pass,31,2,136451,26,Successful,21.9,19.1,11.2,44.3,OpenPlay,114147.0,Alisson,Joseph Gomez
401,Pass,31,4,114147,26,Successful,11.2,44.3,26.3,90.6,OpenPlay,115726.0,Andrew Robertson,Alisson
402,Pass,31,6,115726,26,Successful,29.2,90.6,20.4,73.2,OpenPlay,95408.0,Virgil van Dijk,Andrew Robertson
403,Pass,31,10,95408,26,Successful,20.7,65.8,18.7,47.9,OpenPlay,136451.0,Joseph Gomez,Virgil van Dijk
404,Pass,31,12,136451,26,Successful,18.7,47.9,27,15,OpenPlay,4511.0,James Milner,Joseph Gomez
405,Pass,31,22,4511,26,Successful,54.7,3.5,63.3,2.3,OpenPlay,386969.0,Neco Williams,James Milner
406,Pass,31,23,386969,26,Successful,63.3,2.3,57.7,3.1,OpenPlay,4511.0,James Milner,Neco Williams
407,Pass,31,25,4511,26,Successful,57.7,3.1,34.3,31.6,OpenPlay,136451.0,Joseph Gomez,James Milner
408,Pass,31,28,136451,26,Successful,40.6,33.6,40.3,62.5,OpenPlay,95408.0,Virgil van Dijk,Joseph Gomez
409,Pass,31,31,95408,26,Unsuccessful,42.3,64.3,87.5,84.7,OpenPlay,,,Virgil van Dijk
410,Pass,31,34,125211,13,Successful,13.7,19.2,19.5,32.2,OpenPlay,125209.0,Mohamed Elneny,Héctor Bellerín
411,Pass,31,35,125209,13,Successful,19.8,33.4,10,16.6,OpenPlay,125211.0,Héctor Bellerín,Mohamed Elneny
412,Pass,31,38,125211,13,Successful,9.9,15.4,25.9,27.2,OpenPlay,345845.0,Eddie Nketiah,Héctor Bellerín
413,Pass,31,39,345845,13,Successful,26.0,27.4,29.1,10.1,OpenPlay,367185.0,Bukayo Saka,Eddie Nketiah
414,Pass,31,48,367185,13,Successful,59.4,7.3,44.4,15.5,OpenPlay,125209.0,Mohamed Elneny,Bukayo Saka
415,Pass,31,50,125209,13,Successful,44.9,18.0,45.4,45.8,OpenPlay,89401.0,Granit Xhaka,Mohamed Elneny
416,Pass,31,53,89401,13,Successful,46.6,49.0,60.9,96.6,OpenPlay,44120.0,Pierre-Emerick Aubameyang,Granit Xhaka
417,Pass,31,57,44120,13,Successful,65.4,95.4,87.5,97.5,OpenPlay,297403.0,Kieran Tierney,Pierre-Emerick Aubameyang
418,Pass,32,0,297403,13,Successful,89.2,96.4,86.9,66.8,OpenPlay,255169.0,Ainsley Maitland-Niles,Kieran Tierney
419,Pass,32,2,255169,13,Successful,89.2,67.8,89.2,58.5,OpenPlay,345845.0,Eddie Nketiah,Ainsley Maitland-Niles
420,Pass,32,3,345845,13,Unsuccessful,87.5,49.7,87.9,48.5,OpenPlay,,,Eddie Nketiah
421,Pass,32,6,33568,26,Successful,20.0,49.7,22.6,36,OpenPlay,4511.0,James Milner,Georginio Wijnaldum
422,Pass,32,7,4511,26,Successful,22.6,36.0,31,47.5,OpenPlay,108226.0,Mohamed Salah,James Milner
423,Pass,32,11,108226,26,Successful,34.9,61.1,59.2,92.1,OpenPlay,109915.0,Sadio Mané,Mohamed Salah
424,Pass,32,20,109915,26,Successful,75.6,90.5,76.7,73.3,OpenPlay,108226.0,Mohamed Salah,Sadio Mané
425,Pass,32,22,108226,26,Successful,78.5,71.1,97.6,82.6,OpenPlay,288795.0,Rob Holding,Mohamed Salah
426,Pass,32,31,288795,13,Successful,14.1,6.2,25.8,10.2,OpenPlay,367185.0,Bukayo Saka,Rob Holding
427,Pass,32,35,367185,13,Successful,26.2,18.1,29.5,52.7,OpenPlay,89401.0,Granit Xhaka,Bukayo Saka
428,Pass,32,37,89401,13,Successful,29.4,52.7,27,47,OpenPlay,44120.0,Pierre-Emerick Aubameyang,Granit Xhaka
429,Pass,32,38,44120,13,Successful,27.0,47.0,26.7,82.4,OpenPlay,255169.0,Ainsley Maitland-Niles,Pierre-Emerick Aubameyang
430,Pass,32,43,255169,13,Successful,27.8,83.9,10,61.4,OpenPlay,27586.0,David Luiz,Ainsley Maitland-Niles
431,Pass,32,45,27586,13,Successful,9.9,59.3,10.2,32.8,OpenPlay,288795.0,Rob Holding,David Luiz
432,Pass,32,49,288795,13,Successful,12.0,30.5,21.6,31.6,OpenPlay,125209.0,Mohamed Elneny,Rob Holding
433,Pass,32,53,125209,13,Successful,28.3,31.1,15,53.3,OpenPlay,27586.0,David Luiz,Mohamed Elneny
434,Pass,32,56,27586,13,Successful,15.0,53.3,12.9,31.6,OpenPlay,288795.0,Rob Holding,David Luiz
435,Pass,33,0,288795,13,Successful,13.1,28.7,7.8,65.7,OpenPlay,27586.0,David Luiz,Rob Holding
436,Pass,33,2,27586,13,Successful,9.8,68.7,20.6,96.9,OpenPlay,297403.0,Kieran Tierney,David Luiz
437,Pass,33,7,297403,13,Successful,31.9,86.8,31.9,71.3,OpenPlay,89401.0,Granit Xhaka,Kieran Tierney
438,Pass,33,11,89401,13,Successful,35.5,67.2,22.4,58.5,OpenPlay,27586.0,David Luiz,Granit Xhaka
439,Pass,33,15,27586,13,Successful,23.2,54.0,30.7,41,OpenPlay,125209.0,Mohamed Elneny,David Luiz
440,Pass,33,18,125209,13,Successful,31.0,35.6,20.5,29.2,OpenPlay,288795.0,Rob Holding,Mohamed Elneny
441,Pass,33,20,288795,13,Successful,20.4,29.9,18.6,49.6,OpenPlay,27586.0,David Luiz,Rob Holding
442,Pass,33,22,27586,13,Successful,18.6,49.9,1.6,51.6,OpenPlay,102248.0,Emiliano Martínez,David Luiz
443,Pass,33,25,102248,13,Successful,1.4,51.0,3.2,23.5,OpenPlay,288795.0,Rob Holding,Emiliano Martínez
444,Pass,33,28,288795,13,Successful,4.5,17.8,27.6,10.3,OpenPlay,367185.0,Bukayo Saka,Rob Holding
445,Pass,33,30,367185,13,Unsuccessful,23.8,9.5,21.1,7.7,OpenPlay,,,Bukayo Saka
446,Pass,33,31,125211,13,Unsuccessful,15.5,6.9,19.4,0,OpenPlay,,,Héctor Bellerín
447,Pass,33,48,115726,26,Successful,79.1,100.0,84,82,ThrowIn,96182.0,Roberto Firmino,Andrew Robertson
448,Pass,33,52,96182,26,Successful,86.5,89.1,74.9,82.6,OpenPlay,115916.0,Fabinho,Roberto Firmino
449,Pass,33,53,115916,26,Successful,73.2,80.0,65.2,70.6,OpenPlay,4511.0,James Milner,Fabinho
450,Pass,33,55,4511,26,Successful,64.0,69.9,55.1,40.7,OpenPlay,136451.0,Joseph Gomez,James Milner
451,Pass,33,58,136451,26,Successful,54.6,43.4,48.6,75.1,OpenPlay,95408.0,Virgil van Dijk,Joseph Gomez
452,Pass,34,1,95408,26,Successful,47.8,80.9,61.8,96.6,OpenPlay,115726.0,Andrew Robertson,Virgil van Dijk
453,Pass,34,4,115726,26,Successful,61.8,96.2,40.1,90.6,OpenPlay,95408.0,Virgil van Dijk,Andrew Robertson
454,Pass,34,7,95408,26,Successful,39.7,85.9,34.9,54.8,OpenPlay,136451.0,Joseph Gomez,Virgil van Dijk
455,Pass,34,14,136451,26,Successful,32.9,59.9,30.6,76,OpenPlay,95408.0,Virgil van Dijk,Joseph Gomez
456,Pass,34,17,95408,26,Successful,28.5,74.8,25.5,24,OpenPlay,33568.0,Georginio Wijnaldum,Virgil van Dijk
457,Pass,34,20,33568,26,Successful,25.5,24.0,11.9,44.3,OpenPlay,114147.0,Alisson,Georginio Wijnaldum
458,Pass,34,25,114147,26,Successful,14.3,46.1,20.4,49.9,OpenPlay,136451.0,Joseph Gomez,Alisson
459,Pass,34,30,136451,26,Successful,27.9,52.1,34.9,51.9,OpenPlay,115916.0,Fabinho,Joseph Gomez
460,Pass,34,31,115916,26,Successful,34.9,51.9,28.6,50.4,OpenPlay,136451.0,Joseph Gomez,Fabinho
461,Pass,34,33,136451,26,Successful,28.1,49.7,34.6,52.7,OpenPlay,115916.0,Fabinho,Joseph Gomez
462,Pass,34,35,115916,26,Successful,37.2,52.7,48.4,91.2,OpenPlay,115726.0,Andrew Robertson,Fabinho
463,Pass,34,39,115726,26,Successful,52.8,92.1,71.7,96,OpenPlay,109915.0,Sadio Mané,Andrew Robertson
464,Pass,34,45,109915,26,Unsuccessful,94.0,84.7,92.9,57.9,OpenPlay,,,Sadio Mané
465,Pass,34,49,109915,26,Successful,92.7,85.3,79.6,73,OpenPlay,4511.0,James Milner,Sadio Mané
466,Pass,34,51,4511,26,Successful,84.4,70.2,86.4,86.5,OpenPlay,115726.0,Andrew Robertson,James Milner
467,Pass,34,54,115726,26,Unsuccessful,91.7,85.3,91.5,0,OpenPlay,,,Andrew Robertson
468,Pass,35,30,297403,13,Successful,14.6,100.0,22.6,97.1,ThrowIn,44120.0,Pierre-Emerick Aubameyang,Kieran Tierney
469,Pass,35,31,44120,13,Successful,22.6,97.1,15.1,97.7,OpenPlay,297403.0,Kieran Tierney,Pierre-Emerick Aubameyang
470,Pass,35,32,297403,13,Unsuccessful,16.0,96.0,36.9,87.4,OpenPlay,,,Kieran Tierney
471,Pass,35,35,115916,26,Successful,67.4,20.7,64.8,30.1,OpenPlay,4511.0,James Milner,Fabinho
472,Pass,35,37,4511,26,Successful,65.7,26.2,85.3,7.3,OpenPlay,386969.0,Neco Williams,James Milner
473,Pass,35,43,386969,26,Unsuccessful,93.0,14.5,96.6,53.4,OpenPlay,,,Neco Williams
474,Pass,35,50,109915,26,Successful,91.7,88.0,90.4,67.6,OpenPlay,108226.0,Mohamed Salah,Sadio Mané
475,Pass,35,52,108226,26,Successful,89.1,71.4,80.7,86.8,OpenPlay,115726.0,Andrew Robertson,Mohamed Salah
476,Pass,35,54,115726,26,Successful,79.2,85.4,73.3,75.4,OpenPlay,4511.0,James Milner,Andrew Robertson
477,Pass,35,56,4511,26,Successful,73.1,74.4,71.6,47.6,OpenPlay,102248.0,Emiliano Martínez,James Milner
478,Pass,36,30,102248,13,Successful,4.4,51.6,11.5,61.4,OpenPlay,89401.0,Granit Xhaka,Emiliano Martínez
479,Pass,36,31,89401,13,Successful,11.5,61.4,1.9,43.9,OpenPlay,102248.0,Emiliano Martínez,Granit Xhaka
480,Pass,36,33,102248,13,Successful,2.3,44.7,2,25.8,OpenPlay,288795.0,Rob Holding,Emiliano Martínez
481,Pass,36,34,288795,13,Successful,2.4,24.8,15.4,1.9,OpenPlay,115726.0,Andrew Robertson,Rob Holding
482,Pass,36,44,115726,26,Successful,72.1,100.0,79.6,94,ThrowIn,125209.0,Mohamed Elneny,Andrew Robertson
483,Pass,36,48,125209,13,Successful,9.6,4.4,7.5,12.4,OpenPlay,288795.0,Rob Holding,Mohamed Elneny
484,Pass,36,50,288795,13,Unsuccessful,8.0,10.1,9.2,9.1,OpenPlay,,,Rob Holding
485,Pass,37,31,102248,13,Unsuccessful,4.0,55.0,67.8,57.1,OpenPlay,,,Emiliano Martínez
486,Pass,37,35,95408,26,Unsuccessful,31.3,43.7,36.6,30.3,OpenPlay,,,Virgil van Dijk
487,Pass,37,38,115916,26,Unsuccessful,31.9,24.6,33.3,23.5,OpenPlay,,,Fabinho
488,Pass,37,41,89401,13,Successful,64.0,76.9,65,92.5,OpenPlay,44120.0,Pierre-Emerick Aubameyang,Granit Xhaka
489,Pass,37,41,44120,13,Successful,64.5,91.1,37.3,96.9,OpenPlay,297403.0,Kieran Tierney,Pierre-Emerick Aubameyang
490,Pass,37,44,297403,13,Successful,38.5,97.9,14.8,62.7,OpenPlay,102248.0,Emiliano Martínez,Kieran Tierney
491,Pass,37,47,102248,13,Successful,14.2,61.2,20.3,73.4,OpenPlay,27586.0,David Luiz,Emiliano Martínez
492,Pass,37,50,27586,13,Successful,20.7,73.1,9.6,53.4,OpenPlay,102248.0,Emiliano Martínez,David Luiz
493,Pass,37,54,102248,13,Successful,8.6,47.5,6.5,24.5,OpenPlay,288795.0,Rob Holding,Emiliano Martínez
494,Pass,37,56,288795,13,Successful,7.0,27.2,4.1,50.6,OpenPlay,102248.0,Emiliano Martínez,Rob Holding
495,Pass,37,59,102248,13,Successful,4.1,51.6,2.7,67.5,OpenPlay,27586.0,David Luiz,Emiliano Martínez
496,Pass,38,1,27586,13,Successful,3.5,69.3,19.6,98.3,OpenPlay,297403.0,Kieran Tierney,David Luiz
497,Pass,38,4,297403,13,Successful,21.7,96.9,24,76.4,OpenPlay,89401.0,Granit Xhaka,Kieran Tierney
498,Pass,38,7,89401,13,Successful,29.9,76.3,29.9,56.1,OpenPlay,125209.0,Mohamed Elneny,Granit Xhaka
499,Pass,38,8,125209,13,Successful,29.9,55.5,20.4,68.4,OpenPlay,27586.0,David Luiz,Mohamed Elneny
500,Pass,38,13,27586,13,Unsuccessful,21.2,65.1,36.2,74.6,OpenPlay,,,David Luiz
501,Pass,38,15,33568,26,Successful,60.8,28.1,71.5,25.6,OpenPlay,108226.0,Mohamed Salah,Georginio Wijnaldum
502,Pass,38,17,108226,26,Successful,74.0,29.2,74.5,53.4,OpenPlay,4511.0,James Milner,Mohamed Salah
503,Pass,38,19,4511,26,Successful,74.7,55.5,70.8,46.4,OpenPlay,33568.0,Georginio Wijnaldum,James Milner
504,Pass,38,21,33568,26,Successful,70.8,46.4,74.8,35.8,OpenPlay,108226.0,Mohamed Salah,Georginio Wijnaldum
505,Pass,38,24,108226,26,Successful,73.7,46.6,92.8,73.5,OpenPlay,115726.0,Andrew Robertson,Mohamed Salah
506,Pass,38,26,115726,26,Unsuccessful,95.7,73.8,96,57.9,OpenPlay,,,Andrew Robertson
507,Pass,38,56,115726,26,Unsuccessful,99.5,99.5,92.5,52.4,CornerTaken,,,Andrew Robertson
508,Pass,39,2,4511,26,Successful,78.8,95.2,91.7,93.8,OpenPlay,115726.0,Andrew Robertson,James Milner
509,Pass,39,4,115726,26,Unsuccessful,94.0,88.6,96.2,68,OpenPlay,,,Andrew Robertson
510,Pass,39,18,115726,26,Successful,99.5,99.5,89.4,93.5,CornerTaken,4511.0,James Milner,Andrew Robertson
511,Pass,39,19,4511,26,Successful,90.5,93.6,75.6,83.7,OpenPlay,115916.0,Fabinho,James Milner
512,Pass,39,22,115916,26,Successful,74.3,81.7,61.1,60,OpenPlay,136451.0,Joseph Gomez,Fabinho
513,Pass,39,26,136451,26,Successful,61.1,60.0,65.3,26.5,OpenPlay,386969.0,Neco Williams,Joseph Gomez
514,Pass,39,28,386969,26,Unsuccessful,66.1,26.7,89.7,55.8,OpenPlay,,,Neco Williams
515,Pass,39,33,4511,26,Successful,81.9,68.8,84.9,59.2,OpenPlay,115726.0,Andrew Robertson,James Milner
516,Pass,39,50,115726,26,Successful,99.5,99.5,96.9,69.6,CornerTaken,115916.0,Fabinho,Andrew Robertson
517,Pass,39,57,115916,26,Successful,75.9,79.1,86.3,93.8,OpenPlay,115726.0,Andrew Robertson,Fabinho
518,Pass,40,0,115726,26,Successful,89.3,94.4,92.2,56.7,OpenPlay,102248.0,Emiliano Martínez,Andrew Robertson
519,Pass,40,39,102248,13,Successful,4.4,56.5,59.1,82.4,OpenPlay,44120.0,Pierre-Emerick Aubameyang,Emiliano Martínez
520,Pass,40,43,44120,13,Unsuccessful,57.6,81.8,66.5,71.1,OpenPlay,,,Pierre-Emerick Aubameyang
521,Pass,40,44,95408,26,Unsuccessful,32.3,29.3,70.1,31.2,OpenPlay,,,Virgil van Dijk
522,Pass,40,48,27586,13,Successful,29.6,68.4,44.6,7.7,OpenPlay,125211.0,Héctor Bellerín,David Luiz
523,Pass,40,53,125211,13,Successful,46.7,7.3,53.3,14.8,OpenPlay,367185.0,Bukayo Saka,Héctor Bellerín
524,Pass,40,57,367185,13,Successful,54.4,27.1,48.5,21.8,OpenPlay,125209.0,Mohamed Elneny,Bukayo Saka
525,Pass,40,59,125209,13,Successful,49.7,20.2,61.5,5.6,OpenPlay,125211.0,Héctor Bellerín,Mohamed Elneny
526,Pass,41,2,125211,13,Successful,57.1,6.8,53.4,11.9,OpenPlay,125209.0,Mohamed Elneny,Héctor Bellerín
527,Pass,41,3,125209,13,Successful,53.6,14.0,45.3,41.3,OpenPlay,89401.0,Granit Xhaka,Mohamed Elneny
528,Pass,41,6,89401,13,Successful,44.8,43.4,71.5,98.3,OpenPlay,44120.0,Pierre-Emerick Aubameyang,Granit Xhaka
529,Pass,41,12,44120,13,Successful,83.5,93.4,97.7,75.4,OpenPlay,255169.0,Ainsley Maitland-Niles,Pierre-Emerick Aubameyang
530,Pass,41,14,255169,13,Unsuccessful,97.6,76.5,97.3,33,OpenPlay,,,Ainsley Maitland-Niles
531,Pass,41,38,125211,13,Successful,88.3,0.0,84.3,7.3,ThrowIn,125209.0,Mohamed Elneny,Héctor Bellerín
532,Pass,41,43,125209,13,Successful,94.2,2.8,88.6,1.9,OpenPlay,125211.0,Héctor Bellerín,Mohamed Elneny
533,Pass,41,47,125211,13,Successful,86.9,25.0,72.7,30.3,OpenPlay,89401.0,Granit Xhaka,Héctor Bellerín
534,Pass,41,49,89401,13,Successful,73.1,32.0,70.4,60.8,OpenPlay,297403.0,Kieran Tierney,Granit Xhaka
535,Pass,41,51,297403,13,Successful,71.8,59.0,83.1,84.6,OpenPlay,44120.0,Pierre-Emerick Aubameyang,Kieran Tierney
536,Pass,41,55,44120,13,Successful,85.2,75.5,81.8,61.4,OpenPlay,367185.0,Bukayo Saka,Pierre-Emerick Aubameyang
537,Pass,42,33,367185,13,Unsuccessful,99.6,0.3,91.9,51.5,CornerTaken,,,Bukayo Saka
538,Pass,42,39,125211,13,Successful,65.7,55.0,64.4,65.8,OpenPlay,255169.0,Ainsley Maitland-Niles,Héctor Bellerín
539,Pass,42,40,255169,13,Successful,63.1,63.9,43.2,74.2,OpenPlay,386969.0,Neco Williams,Ainsley Maitland-Niles
540,Pass,43,8,386969,26,Unsuccessful,34.5,12.2,86.2,47.4,OpenPlay,,,Neco Williams
541,Pass,43,11,102248,13,Successful,14.8,50.3,23.2,17.8,OpenPlay,125211.0,Héctor Bellerín,Emiliano Martínez
542,Pass,43,18,125211,13,Successful,40.0,32.8,33.6,49.1,OpenPlay,89401.0,Granit Xhaka,Héctor Bellerín
543,Pass,43,21,89401,13,Successful,37.4,49.3,38.7,82.1,OpenPlay,297403.0,Kieran Tierney,Granit Xhaka
544,Pass,43,24,297403,13,Successful,42.8,84.2,60.4,97.8,OpenPlay,367185.0,Bukayo Saka,Kieran Tierney
545,Pass,43,56,367185,13,Successful,68.5,88.0,87.9,70.5,OpenPlay,44120.0,Pierre-Emerick Aubameyang,Bukayo Saka
546,Pass,43,58,44120,13,Unsuccessful,88.0,70.9,81.1,44.5,OpenPlay,,,Pierre-Emerick Aubameyang
547,Pass,44,4,297403,13,Successful,59.8,50.7,73.9,79.8,OpenPlay,367185.0,Bukayo Saka,Kieran Tierney
548,Pass,44,10,367185,13,Unsuccessful,90.0,81.4,91.9,29.9,OpenPlay,,,Bukayo Saka
549,Pass,44,16,27586,13,Successful,90.9,3.6,73.2,9.7,OpenPlay,125211.0,Héctor Bellerín,David Luiz
550,Pass,44,18,125211,13,Successful,73.3,9.2,75.3,17.8,OpenPlay,125209.0,Mohamed Elneny,Héctor Bellerín
551,Pass,44,20,125209,13,Successful,77.1,15.2,82.2,3.4,OpenPlay,27586.0,David Luiz,Mohamed Elneny
552,Pass,44,22,27586,13,Unsuccessful,82.0,3.4,85.1,7.4,OpenPlay,,,David Luiz
553,Pass,44,49,125211,13,Successful,85.9,0.0,92.1,5.8,ThrowIn,367185.0,Bukayo Saka,Héctor Bellerín
554,Pass,44,52,367185,13,Successful,90.8,5.3,85.4,2.9,OpenPlay,367185.0,Bukayo Saka,Bukayo Saka
555,Pass,45,33,367185,13,Unsuccessful,78.5,9.1,90.5,42.1,OpenPlay,,,Bukayo Saka
556,Pass,45,37,109915,26,Unsuccessful,19.9,76.4,56.4,100,OpenPlay,,,Sadio Mané
557,Pass,45,58,125211,13,Successful,43.7,0.0,40.3,25,ThrowIn,89401.0,Granit Xhaka,Héctor Bellerín
558,Pass,46,0,89401,13,Unsuccessful,41.2,24.8,60.8,16.3,OpenPlay,,,Granit Xhaka
559,Pass,45,0,345845,13,Successful,49.9,50.0,29.6,46.7,OpenPlay,27586.0,David Luiz,Eddie Nketiah
560,Pass,45,3,27586,13,Unsuccessful,29.6,46.7,78.7,68.1,OpenPlay,,,David Luiz
561,Pass,45,7,136451,26,Unsuccessful,20.8,31.2,29.9,44.5,OpenPlay,,,Joseph Gomez
562,Pass,45,9,125209,13,Unsuccessful,68.2,55.3,70.1,54.6,OpenPlay,,,Mohamed Elneny
563,Pass,45,10,109915,26,Successful,34.8,57.1,27.8,50.5,OpenPlay,115916.0,Fabinho,Sadio Mané
564,Pass,45,11,115916,26,Successful,28.3,51.3,25.5,89.6,OpenPlay,115726.0,Andrew Robertson,Fabinho
565,Pass,45,18,115726,26,Successful,39.0,97.5,58.5,83.3,OpenPlay,125209.0,Mohamed Elneny,Andrew Robertson
566,Pass,45,21,125209,13,Successful,44.7,16.7,54.4,12.1,OpenPlay,367185.0,Bukayo Saka,Mohamed Elneny
567,Pass,45,22,367185,13,Successful,54.8,12.8,34.2,20.2,OpenPlay,288795.0,Rob Holding,Bukayo Saka
568,Pass,45,25,288795,13,Successful,33.6,21.3,29.9,27.4,OpenPlay,27586.0,David Luiz,Rob Holding
569,Pass,45,26,27586,13,Successful,27.0,26.0,11.9,45.1,OpenPlay,102248.0,Emiliano Martínez,David Luiz
570,Pass,45,32,102248,13,Unsuccessful,13.7,46.4,45.7,31.7,OpenPlay,,,Emiliano Martínez
571,Pass,45,34,95408,26,Unsuccessful,54.6,67.3,66.6,100,OpenPlay,,,Virgil van Dijk
572,Pass,45,47,125211,13,Successful,34.2,0.0,31.4,15.5,ThrowIn,367185.0,Bukayo Saka,Héctor Bellerín
573,Pass,45,48,367185,13,Successful,31.4,15.5,22.5,66.8,OpenPlay,297403.0,Kieran Tierney,Bukayo Saka
574,Pass,45,51,297403,13,Successful,23.1,68.8,40.9,68.8,OpenPlay,255169.0,Ainsley Maitland-Niles,Kieran Tierney
575,Pass,45,54,255169,13,Successful,37.9,66.0,33.6,54.2,OpenPlay,89401.0,Granit Xhaka,Ainsley Maitland-Niles
576,Pass,45,56,89401,13,Successful,35.2,49.9,38.2,40.2,OpenPlay,125209.0,Mohamed Elneny,Granit Xhaka
577,Pass,45,57,125209,13,Successful,38.2,40.4,27.9,52.2,OpenPlay,27586.0,David Luiz,Mohamed Elneny
578,Pass,45,59,27586,13,Successful,28.6,50.4,29.3,25.6,OpenPlay,288795.0,Rob Holding,David Luiz
579,Pass,46,3,288795,13,Successful,27.4,25.0,23.3,49.9,OpenPlay,27586.0,David Luiz,Rob Holding
580,Pass,46,6,27586,13,Successful,23.3,50.6,21.3,85.4,OpenPlay,297403.0,Kieran Tierney,David Luiz
581,Pass,46,11,297403,13,Successful,35.1,91.4,39.6,64.4,OpenPlay,89401.0,Granit Xhaka,Kieran Tierney
582,Pass,46,14,89401,13,Successful,41.7,56.1,34.7,24.8,OpenPlay,288795.0,Rob Holding,Granit Xhaka
583,Pass,46,18,288795,13,Successful,47.1,16.1,54.8,1.7,OpenPlay,125211.0,Héctor Bellerín,Rob Holding
584,Pass,46,20,125211,13,Unsuccessful,56.1,2.5,64,0,OpenPlay,,,Héctor Bellerín
585,Pass,46,34,115726,26,Successful,31.5,100.0,6.8,66.3,ThrowIn,95408.0,Virgil van Dijk,Andrew Robertson
586,Pass,46,38,95408,26,Successful,6.8,66.3,2.7,30,OpenPlay,114147.0,Alisson,Virgil van Dijk
587,Pass,46,41,114147,26,Successful,2.7,30.0,14.6,6.1,OpenPlay,386969.0,Neco Williams,Alisson
588,Pass,46,43,386969,26,Unsuccessful,16.1,5.0,72.2,35.7,OpenPlay,,,Neco Williams
589,Pass,46,56,109915,26,Successful,66.7,67.4,67.1,49.1,OpenPlay,33568.0,Georginio Wijnaldum,Sadio Mané
590,Pass,46,58,33568,26,Successful,66.7,48.5,66.7,58.3,OpenPlay,109915.0,Sadio Mané,Georginio Wijnaldum
591,Pass,47,2,109915,26,Successful,67.0,60.0,66.3,45.4,OpenPlay,33568.0,Georginio Wijnaldum,Sadio Mané
592,Pass,47,7,33568,26,Successful,67.3,45.4,59.6,41,OpenPlay,136451.0,Joseph Gomez,Georginio Wijnaldum
593,Pass,47,9,136451,26,Successful,60.1,41.0,53.7,65.1,OpenPlay,95408.0,Virgil van Dijk,Joseph Gomez
594,Pass,47,11,95408,26,Successful,54.0,67.8,59.3,94.8,OpenPlay,115726.0,Andrew Robertson,Virgil van Dijk
595,Pass,47,15,115726,26,Successful,58.8,95.6,48.7,70.5,OpenPlay,95408.0,Virgil van Dijk,Andrew Robertson
596,Pass,47,17,95408,26,Successful,51.0,70.9,57.6,97.1,OpenPlay,115726.0,Andrew Robertson,Virgil van Dijk
597,Pass,47,20,115726,26,Unsuccessful,59.7,95.8,84.8,54.6,OpenPlay,,,Andrew Robertson
598,Pass,47,33,102248,13,Successful,13.3,46.4,11.5,60.3,OpenPlay,27586.0,David Luiz,Emiliano Martínez
599,Pass,47,38,27586,13,Successful,10.4,51.8,8.1,23,OpenPlay,288795.0,Rob Holding,David Luiz
600,Pass,47,40,288795,13,Successful,8.1,22.3,20.2,27.7,OpenPlay,125209.0,Mohamed Elneny,Rob Holding
601,Pass,47,41,125209,13,Successful,21.2,26.8,23.9,6.6,OpenPlay,125211.0,Héctor Bellerín,Mohamed Elneny
602,Pass,47,45,125211,13,Unsuccessful,32.0,7.3,41.5,6.2,OpenPlay,,,Héctor Bellerín
603,Pass,47,45,115726,26,Successful,57.4,93.6,64.7,94.4,OpenPlay,115726.0,Andrew Robertson,Andrew Robertson
604,Pass,47,53,115726,26,Successful,66.1,96.2,62,89.6,OpenPlay,4511.0,James Milner,Andrew Robertson
605,Pass,47,54,4511,26,Successful,63.5,90.7,63.8,72.6,OpenPlay,115916.0,Fabinho,James Milner
606,Pass,47,57,115916,26,Successful,65.7,76.7,61.3,84.7,OpenPlay,4511.0,James Milner,Fabinho
607,Pass,48,1,4511,26,Successful,61.3,84.7,68.6,95.3,OpenPlay,115726.0,Andrew Robertson,James Milner
608,Pass,48,7,115726,26,Unsuccessful,96.7,96.0,89.9,54.6,OpenPlay,,,Andrew Robertson
609,Pass,48,10,44120,13,Unsuccessful,19.8,51.9,42.4,56.4,OpenPlay,,,Pierre-Emerick Aubameyang
610,Pass,48,15,136451,26,Successful,59.4,39.6,57.3,66.8,OpenPlay,95408.0,Virgil van Dijk,Joseph Gomez
611,Pass,48,17,95408,26,Successful,55.8,66.7,60,92.3,OpenPlay,4511.0,James Milner,Virgil van Dijk
