Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1653,Max Meyer,de GER,"MF,FW",Crystal Palace,eng Premier League,23,1995,7.3,300,3,57,152,118,24,299,4,12,33.3,4,0,218,1268,612,279,212,76.0,12,13,Matches
1654,Kingsley Michael,ng NGA,MF,Bologna,it Serie A,19,1999,0.8,63,2,4,40,20,2,60,0,0,,0,0,45,248,125,49,43,87.8,1,0,Matches
1655,Míchel,es ESP,MF,Valladolid,es La Liga,31,1988,24.2,1613,65,395,984,307,13,1427,18,26,69.2,18,1,973,4874,2018,1046,971,92.8,20,20,Matches
1656,Sven Michel,de GER,FW,Paderborn 07,de Bundesliga,29,1990,15.3,624,8,42,276,331,71,584,24,53,45.3,31,3,410,2423,1224,737,445,60.4,55,54,Matches
1657,Miguel,es ESP,FW,Valladolid,es La Liga,19,1999,2.6,71,1,6,39,32,8,70,5,6,83.3,5,0,45,281,196,112,55,49.1,10,4,Matches
1658,Florian Miguel,fr FRA,DF,Nîmes,fr Ligue 1,22,1996,22.8,1237,48,410,549,350,29,977,13,34,38.2,16,2,640,3799,2374,704,622,88.4,25,24,Matches
1659,Georges Mikautadze,fr FRA,FW,Metz,fr Ligue 1,18,2000,0.1,7,0,0,1,6,0,7,0,1,0.0,0,0,6,51,39,7,5,71.4,0,1,Matches
1660,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,21,1997,36.2,2115,322,1085,1053,145,34,2007,7,8,87.5,7,0,1277,8110,4991,1388,1346,97.0,16,11,Matches
1661,Arkadiusz Milik,pl POL,FW,Napoli,it Serie A,25,1994,19.4,663,14,48,309,343,105,626,15,24,62.5,15,2,406,1761,757,824,517,62.7,39,19,Matches
1662,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,24,1995,33.7,2269,86,469,1138,809,135,2224,42,64,65.6,46,1,1552,8262,3798,1946,1663,85.5,71,51,Matches
1663,Éder Militão,br BRA,DF,Real Madrid,es La Liga,21,1998,11.4,803,121,447,368,27,4,767,1,2,50.0,1,0,523,2830,1324,555,543,97.8,6,8,Matches
1664,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,28,1991,27.9,1784,96,504,1003,358,10,1529,11,17,64.7,12,1,963,4508,1964,1023,970,94.8,19,11,Matches
1665,Vincenzo Millico,it ITA,"MF,FW",Torino,it Serie A,18,2000,2.4,114,1,10,37,79,9,104,6,9,66.7,7,0,96,926,555,107,90,84.1,6,4,Matches
1666,James Milner,eng ENG,"MF,DF",Liverpool,eng Premier League,33,1986,10.4,875,29,163,509,244,12,811,9,13,69.2,10,0,562,2514,1190,673,635,94.4,3,7,Matches
1667,Santi Mina,es ESP,"FW,MF",Celta Vigo,es La Liga,23,1995,21.6,996,29,102,498,443,82,969,11,30,36.7,13,2,545,2907,1681,1198,752,62.8,60,48,Matches
1668,Yerry Mina,co COL,DF,Everton,eng Premier League,24,1994,25.4,1573,274,941,667,72,51,1540,3,5,60.0,4,0,924,6148,3396,1001,969,96.8,9,3,Matches
1669,Takumi Minamino,jp JPN,"FW,MF",Liverpool,eng Premier League,24,1995,2.8,156,3,11,76,83,20,155,4,8,50.0,4,0,123,617,252,169,130,76.9,9,9,Matches
1670,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,26,1993,32.2,1694,385,1114,632,54,24,1645,11,14,78.6,13,0,956,6820,2771,997,973,97.6,7,8,Matches
1671,Jorge Miramón,es ESP,DF,Levante,es La Liga,30,1989,27.0,1542,124,636,633,351,27,1295,22,34,64.7,22,0,850,4940,2985,875,790,90.3,18,17,Matches
1672,Juan Miranda,es ESP,DF,Schalke 04,de Bundesliga,19,2000,8.7,510,39,165,225,142,6,424,3,8,37.5,3,0,247,1254,714,293,261,89.1,11,5,Matches
1673,Antonio Mirante,it ITA,GK,Roma,it Serie A,36,1983,5.0,192,165,189,3,0,0,143,1,1,100.0,1,0,81,338,217,86,83,96.5,0,0,Matches
1674,Simone Missiroli,it ITA,MF,SPAL,it Serie A,33,1986,31.1,1746,122,477,1077,311,18,1692,25,33,75.8,26,1,1064,6258,3104,1191,1115,93.6,16,17,Matches
1675,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,19,1999,2.2,142,6,42,70,38,2,114,1,1,100.0,1,0,77,364,230,86,80,93.0,1,5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1676,Stefan Mitrović,rs SRB,DF,Strasbourg,fr Ligue 1,29,1990,22.8,1132,177,714,486,22,18,1107,0,0,,0,0,680,4358,2430,753,740,98.3,5,1,Matches
1677,Maximilian Mittelstädt,de GER,"DF,FW",Hertha BSC,de Bundesliga,22,1997,21.0,1451,84,457,667,402,29,1244,19,29,65.5,19,1,811,4509,2575,884,758,85.7,24,22,Matches
1678,Henrikh Mkhitaryan,am ARM,FW,Arsenal,eng Premier League,30,1989,1.2,98,1,9,42,59,18,94,2,5,40.0,2,0,77,423,250,89,74,83.1,3,4,Matches
1679,Henrikh Mkhitaryan,am ARM,"MF,FW",Roma,it Serie A,30,1989,17.0,915,11,120,492,393,67,897,21,41,51.2,21,1,620,4789,2959,789,671,85.0,29,29,Matches
1680,Anthony Modeste,fr FRA,"FW,MF",Köln,de Bundesliga,31,1988,12.6,367,19,40,184,152,48,332,9,10,90.0,10,0,162,708,297,486,253,52.1,31,13,Matches
1681,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,33,1985,22.2,1696,22,282,975,569,41,1638,40,64,62.5,45,3,1271,7848,3534,1481,1341,90.5,30,30,Matches
1682,Kevin Möhwald,de GER,MF,Werder Bremen,de Bundesliga,26,1993,0.8,50,1,11,30,13,1,49,0,0,,0,0,34,142,66,41,40,97.6,1,0,Matches
1683,Niklas Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,33,1985,22.0,1778,205,940,908,88,23,1725,13,20,65.0,14,2,1191,8543,4912,1218,1204,98.9,5,7,Matches
1684,Jorge Molina,es ESP,FW,Getafe,es La Liga,37,1982,21.0,837,18,45,365,460,97,819,22,34,64.7,25,0,561,2450,1329,1123,654,58.2,57,50,Matches
1685,Florent Mollet,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,18.7,1068,7,123,571,428,39,951,15,33,45.5,15,0,770,4201,1791,1022,770,75.3,27,22,Matches
1686,Jon Moncayola,es ESP,"MF,DF",Osasuna,es La Liga,21,1998,16.6,831,31,216,526,122,9,799,11,16,68.8,11,1,435,1895,893,493,447,90.7,10,10,Matches
1687,Gabriele Moncini,it ITA,"FW,MF",SPAL,it Serie A,23,1996,1.7,36,2,5,20,11,6,33,0,0,,0,0,16,92,9,38,20,52.6,3,3,Matches
1688,Thomas Monconduit,fr FRA,MF,Amiens,fr Ligue 1,28,1991,15.2,861,37,151,582,174,9,795,11,17,64.7,12,0,536,2843,1514,619,550,88.9,21,17,Matches
1689,Nacho Monreal,es ESP,DF,Arsenal,eng Premier League,33,1986,3.0,231,18,90,93,59,7,205,1,3,33.3,1,0,163,618,355,177,160,90.4,3,1,Matches
1690,Nacho Monreal,es ESP,DF,Real Sociedad,es La Liga,33,1986,26.6,1640,70,510,810,399,47,1364,10,15,66.7,10,0,871,4047,2218,1043,938,89.9,18,9,Matches
1691,Joan Monterde Raygal,es ESP,MF,Levante,es La Liga,21,1997,0.1,8,0,2,5,2,0,8,1,1,100.0,1,0,8,44,29,9,5,55.6,0,0,Matches
1692,Ilario Monterisi,it ITA,DF,Lecce,it Serie A,17,2001,0.0,4,1,2,2,0,0,4,0,0,,0,0,3,17,14,3,3,100.0,0,0,Matches
1693,Ángel Montoro,es ESP,MF,Granada,es La Liga,31,1988,10.8,683,25,143,417,164,13,606,6,10,60.0,6,2,436,2243,963,471,433,91.9,9,7,Matches
1694,Martín Montoya,es ESP,DF,Brighton,eng Premier League,28,1991,21.1,1485,68,442,665,480,41,1252,19,34,55.9,19,4,902,4907,2989,1012,912,90.1,30,19,Matches
1695,Simon Moore,eng ENG,GK,Sheffield Utd,eng Premier League,29,1990,2.0,51,44,50,1,0,0,28,0,0,,0,0,15,108,59,11,11,100.0,0,0,Matches
1696,Aaron Mooy,au AUS,"MF,FW",Brighton,eng Premier League,28,1990,23.2,1359,40,203,623,640,42,1279,37,51,72.5,39,0,968,6450,3152,1104,927,84.0,30,54,Matches
1697,Wesley Moraes,br BRA,FW,Aston Villa,eng Premier League,22,1996,19.8,600,28,45,289,294,97,583,14,22,63.6,14,1,353,1723,565,874,437,50.0,61,30,Matches
1698,Alfredo Morales,us USA,MF,Düsseldorf,de Bundesliga,29,1990,19.2,835,47,204,456,216,39,826,23,34,67.6,23,0,467,2173,1046,614,481,78.3,24,32,Matches
1699,Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,26,1992,23.3,850,30,71,417,414,133,839,19,33,57.6,19,1,457,3210,1763,1132,637,56.3,83,49,Matches
1700,Jan Morávek,cz CZE,MF,Augsburg,de Bundesliga,29,1989,5.3,247,9,57,148,55,3,242,9,10,90.0,9,0,135,748,341,156,127,81.4,2,7,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1701,Steven Moreira,fr FRA,DF,Toulouse,fr Ligue 1,24,1994,15.4,873,67,315,398,222,6,730,11,16,68.8,12,1,523,3494,2093,497,466,93.8,12,16,Matches
1702,Jérémy Morel,mg MAD,DF,Rennes,fr Ligue 1,35,1984,20.1,1175,120,541,601,108,14,1086,7,9,77.8,7,1,736,3823,2172,769,749,97.4,5,8,Matches
1703,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,27,1992,16.3,1159,55,383,565,292,32,971,11,23,47.8,12,1,677,3664,2373,762,698,91.6,16,12,Matches
1704,Álex Moreno,es ESP,DF,Betis,es La Liga,26,1993,25.2,1623,67,461,713,582,90,1376,48,83,57.8,55,2,1006,7561,4599,1100,964,87.6,33,37,Matches
1705,Gerard Moreno,es ESP,"FW,MF",Villarreal,es La Liga,27,1992,30.5,1447,56,131,813,574,150,1408,61,101,60.4,63,0,1041,5931,2975,1648,1152,69.9,95,47,Matches
1706,Mateu Morey,es ESP,"DF,FW",Dortmund,de Bundesliga,19,2000,2.2,192,5,60,101,49,2,185,4,5,80.0,4,0,148,877,585,153,148,96.7,1,2,Matches
1707,Wes Morgan,jm JAM,DF,Leicester City,eng Premier League,35,1984,4.8,288,22,137,152,8,4,284,2,2,100.0,2,0,189,867,326,197,194,98.5,3,0,Matches
1708,Manu Morlanes,es ESP,"MF,FW",Villarreal,es La Liga,20,1999,2.8,207,4,39,144,39,1,199,3,3,100.0,3,0,155,574,323,165,158,95.8,1,1,Matches
1709,Raúl Moro,es ESP,DF,Lazio,it Serie A,16,2002,0.0,1,0,0,0,1,0,1,0,0,,0,0,1,2,1,2,1,50.0,0,1,Matches
1710,Loren Morón,es ESP,FW,Betis,es La Liga,25,1993,22.6,576,20,67,305,238,87,532,20,34,58.8,22,1,354,2192,1264,753,373,49.5,63,38,Matches
1711,Leonardo Morosini,it ITA,"FW,MF",Brescia,it Serie A,23,1995,0.3,9,1,3,3,3,0,9,1,1,100.0,1,0,4,40,24,9,4,44.4,0,0,Matches
1712,Ravel Morrison,eng ENG,MF,Sheffield Utd,eng Premier League,26,1993,0.1,8,0,0,4,4,1,8,0,0,,0,0,7,53,15,8,6,75.0,0,1,Matches
1713,Victor Moses,ng NGA,DF,Inter,it Serie A,28,1990,4.7,325,11,62,139,147,24,286,12,18,66.7,12,0,237,1539,1084,242,230,95.0,6,6,Matches
1714,Lebo Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,23,1996,11.6,364,1,11,152,218,49,353,20,25,80.0,20,1,253,1581,678,515,276,53.6,37,16,Matches
1715,Harold Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,21,1997,11.0,699,97,402,324,14,3,680,10,13,76.9,10,0,458,2394,1302,467,451,96.6,3,2,Matches
1716,Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,33,1986,5.0,191,178,191,0,0,0,130,0,0,,0,0,80,438,285,66,66,100.0,0,0,Matches
1717,Mason Mount,eng ENG,"MF,FW",Chelsea,eng Premier League,20,1999,31.9,1757,25,164,822,895,150,1609,47,77,61.0,49,3,1327,7853,4318,1699,1265,74.5,75,66,Matches
1718,Lucas Moura,br BRA,"FW,MF",Tottenham,eng Premier League,26,1992,24.9,1190,31,146,606,548,86,1177,71,114,62.3,75,3,889,6418,3822,1201,830,69.1,57,69,Matches
1719,Lys Mousset,fr FRA,FW,Sheffield Utd,eng Premier League,23,1996,13.8,431,2,22,192,249,80,423,35,54,64.8,38,4,338,2218,1206,739,310,41.9,46,40,Matches
1720,Wesley Moustache,fr FRA,DF,Nantes,fr Ligue 1,20,1999,0.5,34,3,14,20,2,0,29,0,0,,0,0,17,85,53,20,18,90.0,0,0,Matches
1721,João Moutinho,pt POR,MF,Wolves,eng Premier League,32,1986,34.5,2294,48,421,1270,698,11,1973,21,29,72.4,23,0,1366,6150,3317,1512,1374,90.9,15,20,Matches
1722,Samuel Moutoussamy,cd COD,"DF,FW",Nantes,fr Ligue 1,22,1996,5.8,380,9,75,207,130,11,350,7,20,35.0,10,0,272,1575,876,309,266,86.1,8,7,Matches
1723,Toni Moya,es ESP,MF,Atlético Madrid,es La Liga,21,1998,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,Matches
1724,Javi Moyano,es ESP,DF,Valladolid,es La Liga,33,1986,24.7,1273,96,435,598,281,14,1038,19,22,86.4,19,2,646,3049,1477,672,608,90.5,15,12,Matches
1725,Nordi Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,21,1997,19.8,1571,97,555,735,370,50,1404,12,27,44.4,13,0,921,4693,2651,1051,961,91.4,23,15,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1726,Benoît Mukinayi,fr FRA,DF,Monaco,fr Ligue 1,18,2001,15.7,1084,122,488,632,38,15,1063,5,7,71.4,6,0,681,4259,2637,708,694,98.0,4,1,Matches
1727,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,20,1999,14.1,987,47,283,490,283,33,877,24,43,55.8,26,0,636,3610,2466,689,632,91.7,11,8,Matches
1728,Florian Müller,de GER,GK,Mainz 05,de Bundesliga,21,1997,12.5,524,456,522,4,0,0,382,1,1,100.0,1,0,249,1214,650,221,219,99.1,0,0,Matches
1729,Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,29,1989,25.1,1650,12,112,768,848,172,1578,23,45,51.1,26,0,1084,5105,2994,1652,1280,77.5,57,25,Matches
1730,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,23,1996,9.3,515,41,169,308,80,10,509,14,25,56.0,16,0,326,2326,1148,314,287,91.4,16,6,Matches
1731,Iker Muniain,es ESP,"FW,MF",Athletic Club,es La Liga,26,1992,26.5,1358,11,136,766,578,70,1285,54,93,58.1,59,6,1039,6193,3320,1240,1034,83.4,41,46,Matches
1732,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,21,1997,10.9,754,23,221,371,193,9,610,6,13,46.2,6,1,455,2061,1162,481,441,91.7,4,12,Matches
1733,Javier Muñoz,es ESP,MF,Alavés,es La Liga,24,1995,0.6,20,0,6,12,3,0,20,0,0,,0,0,15,54,8,15,14,93.3,0,1,Matches
1734,Simone Muratore,it ITA,MF,Juventus,it Serie A,21,1998,1.8,154,2,28,97,35,1,152,1,1,100.0,1,0,117,480,178,127,122,96.1,1,1,Matches
1735,Alessandro Murgia,it ITA,MF,SPAL,it Serie A,22,1996,19.4,1009,51,245,503,309,30,896,13,17,76.5,13,1,615,2470,1162,735,646,87.9,10,19,Matches
1736,Luis Muriel,co COL,FW,Atalanta,it Serie A,28,1991,14.0,798,2,35,336,484,128,742,31,62,50.0,33,1,596,4337,2431,858,600,69.9,39,57,Matches
1737,Jeison Murillo,co COL,DF,Sampdoria,it Serie A,27,1992,7.4,351,55,180,165,24,3,312,3,4,75.0,3,1,175,942,509,186,180,96.8,0,5,Matches
1738,Jeison Murillo,co COL,DF,Celta Vigo,es La Liga,27,1992,17.0,892,151,508,393,20,14,842,1,2,50.0,1,0,489,2330,1241,530,513,96.8,5,1,Matches
1739,Glenn Murray,eng ENG,FW,Brighton,eng Premier League,35,1983,8.9,273,11,24,120,138,42,267,1,5,20.0,1,0,162,504,197,435,206,47.4,25,14,Matches
1740,Nicola Murru,it ITA,DF,Sampdoria,it Serie A,24,1994,25.1,1293,79,374,627,362,13,1090,28,44,63.6,30,1,742,4236,2622,779,695,89.2,15,16,Matches
1741,Mateo Musacchio,ar ARG,DF,Milan,it Serie A,28,1990,16.3,1119,120,491,682,48,12,1084,3,4,75.0,3,0,794,5233,3079,849,831,97.9,3,4,Matches
1742,Torben Müsel,de GER,FW,M'Gladbach,de Bundesliga,20,1999,0.0,1,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,,0,0,Matches
1743,Jamal Musiala,eng ENG,MF,Bayern Munich,de Bundesliga,16,2003,0.0,7,0,0,2,5,0,7,0,0,,0,0,6,34,8,7,7,100.0,0,0,Matches
1744,Juan Musso,ar ARG,GK,Udinese,it Serie A,25,1994,38.0,1283,1158,1279,8,2,1,842,1,1,100.0,1,0,524,3045,1742,416,415,99.8,3,0,Matches
1745,Shkodran Mustafi,de GER,DF,Arsenal,eng Premier League,27,1992,13.4,954,124,472,513,31,14,939,2,2,100.0,2,0,589,3454,2115,671,659,98.2,1,2,Matches
1746,Yoshinori Mutō,jp JPN,"FW,MF",Newcastle Utd,eng Premier League,27,1992,2.4,51,0,7,27,24,3,50,6,7,85.7,6,0,45,347,190,80,35,43.8,6,6,Matches
1747,Yvon Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,25,1994,2.0,82,65,82,0,0,0,68,1,1,100.0,1,0,59,196,73,49,49,100.0,0,0,Matches
1748,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,25,1994,3.5,205,7,71,101,44,3,151,2,4,50.0,2,0,76,520,268,73,63,86.3,2,2,Matches
1749,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,19,1999,19.1,1269,82,480,719,157,20,1139,21,31,67.7,22,0,767,4023,2160,807,733,90.8,10,6,Matches
1750,Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,23,1996,18.3,1080,40,293,758,110,7,1056,22,34,64.7,25,1,769,4572,2373,797,736,92.3,11,17,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1751,Abdallah N'dour,sn SEN,DF,Strasbourg,fr Ligue 1,25,1993,4.1,246,7,71,115,70,1,215,1,3,33.3,1,0,152,683,339,172,158,91.9,5,2,Matches
1752,Ferris N'Goma,fr FRA,"FW,MF",Brest,fr Ligue 1,26,1993,0.3,20,0,0,11,10,1,18,2,3,66.7,2,0,17,121,83,19,12,63.2,1,2,Matches
1753,Nathan N'Goumou,fr FRA,"FW,MF",Toulouse,fr Ligue 1,19,2000,0.1,2,1,1,1,0,0,2,0,0,,0,0,1,0,0,3,1,33.3,0,0,Matches
1754,Georges-Kévin N'Koudou,fr FRA,FW,Tottenham,eng Premier League,24,1995,0.0,1,0,0,0,1,1,1,0,0,,0,0,1,25,25,3,1,33.3,0,0,Matches
1755,Stanley N'Soki,fr FRA,DF,Nice,fr Ligue 1,20,1999,14.1,1163,87,483,664,113,9,1070,25,37,67.6,29,0,816,4988,2917,827,797,96.4,9,11,Matches
1756,Nacho,es ESP,DF,Real Madrid,es La Liga,29,1990,4.9,354,35,105,167,94,3,319,1,5,20.0,1,0,218,846,402,243,231,95.1,3,1,Matches
1757,Nacho,es ESP,DF,Valladolid,es La Liga,30,1989,21.0,1354,85,418,639,374,25,1087,13,25,52.0,15,1,718,3742,2205,767,702,91.5,13,3,Matches
1758,Radja Nainggolan,be BEL,"MF,FW",Cagliari,it Serie A,31,1988,23.0,1448,44,209,809,547,42,1381,44,63,69.8,44,0,1091,7102,3282,1179,1044,88.5,44,48,Matches
1759,Marvelous Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,25,1994,20.4,1013,91,348,553,162,4,991,14,20,70.0,16,1,593,2960,1086,572,543,94.9,6,14,Matches
1760,Naldo,br BRA,DF,Espanyol,es La Liga,30,1988,14.8,821,93,430,397,29,14,796,3,4,75.0,3,0,483,2381,1075,523,506,96.7,8,8,Matches
1761,Nahitan Nández,uy URU,"MF,DF",Cagliari,it Serie A,23,1995,32.2,1689,50,348,859,632,64,1611,52,80,65.0,56,1,1251,8298,4420,1414,1172,82.9,39,56,Matches
1762,Matija Nastasić,rs SRB,DF,Schalke 04,de Bundesliga,26,1993,15.2,1078,174,664,485,15,14,1056,0,0,,0,0,677,3503,2080,750,736,98.1,0,0,Matches
1763,Marc Navarro,es ESP,DF,Leganés,es La Liga,24,1995,2.4,102,6,30,49,30,5,85,2,2,100.0,2,0,53,277,185,67,59,88.1,2,1,Matches
1764,Ximo Navarro,es ESP,DF,Alavés,es La Liga,29,1990,21.1,1119,108,468,558,152,13,949,14,21,66.7,15,0,508,3396,1614,525,484,92.2,19,14,Matches
1765,Jesús Navas,es ESP,DF,Sevilla,es La Liga,33,1985,37.4,2955,91,722,1357,1091,66,2542,47,67,70.1,48,1,1939,12730,8493,2126,1950,91.7,24,30,Matches
1766,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,32,1986,21.0,578,530,577,1,0,0,420,0,0,,0,0,278,1080,572,285,283,99.3,1,0,Matches
1767,Raúl Navas,es ESP,DF,Osasuna,es La Liga,31,1988,7.9,351,63,210,148,5,2,322,5,6,83.3,5,0,173,1116,507,150,148,98.7,5,2,Matches
1768,Michel Ndary Adopo,fr FRA,DF,Torino,it Serie A,19,2000,0.0,8,0,2,4,2,0,8,0,0,,0,0,5,11,6,5,4,80.0,0,1,Matches
1769,Papa Ndiaga Yade,sn SEN,FW,Metz,fr Ligue 1,19,2000,0.0,3,0,0,2,2,0,3,0,0,,0,0,2,36,18,6,2,33.3,0,0,Matches
1770,Wilfred Ndidi,ng NGA,MF,Leicester City,eng Premier League,22,1996,29.7,2049,103,571,1276,302,21,2032,24,30,80.0,25,3,1223,5449,2099,1303,1233,94.6,18,26,Matches
1771,Emanuele Ndoj,al ALB,MF,Brescia,it Serie A,22,1996,6.2,305,9,78,164,97,17,302,18,26,69.2,18,1,241,2064,1234,243,215,88.5,7,11,Matches
1772,Tanguy Ndombele,fr FRA,MF,Tottenham,eng Premier League,22,1996,11.2,772,20,140,457,223,27,758,36,50,72.0,38,2,614,3156,1847,611,563,92.1,15,16,Matches
1773,Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,19,1999,7.0,328,6,49,152,158,34,310,16,29,55.2,17,0,249,1756,1033,320,235,73.4,14,14,Matches
1774,Ilija Nestorovski,mk MKD,FW,Udinese,it Serie A,29,1990,13.9,540,16,47,285,222,62,518,9,16,56.3,11,0,320,1424,648,647,417,64.5,26,19,Matches
1775,Neto,br BRA,GK,Barcelona,es La Liga,30,1989,2.0,64,56,64,0,0,0,44,0,0,,0,0,33,116,51,33,33,100.0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1776,Pedro Neto,pt POR,"FW,MF",Wolves,eng Premier League,19,2000,10.4,538,6,56,264,280,44,511,32,58,55.2,38,2,421,3857,2356,558,385,69.0,22,25,Matches
1777,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,33,1986,33.0,1505,1120,1477,34,0,0,1268,1,2,50.0,2,0,886,4313,2313,900,899,99.9,1,0,Matches
1778,Florian Neuhaus,de GER,MF,M'Gladbach,de Bundesliga,22,1997,26.2,1553,38,373,931,380,56,1499,48,65,73.8,52,3,1148,6758,3927,1240,1092,88.1,28,30,Matches
1779,Carlos Neva,es ESP,DF,Granada,es La Liga,23,1996,24.5,1112,55,299,577,282,16,878,6,12,50.0,6,0,538,2978,1595,609,524,86.0,13,15,Matches
1780,Rúben Neves,pt POR,MF,Wolves,eng Premier League,22,1997,34.0,2285,79,532,1449,395,4,2221,25,32,78.1,27,0,1495,5793,2766,1569,1500,95.6,11,11,Matches
1781,Neymar,br BRA,"MF,FW",Paris S-G,fr Ligue 1,27,1992,14.6,1307,2,101,677,689,109,1223,86,151,57.0,94,5,1107,8390,5030,1239,1085,87.6,61,66,Matches
1782,Jeremy Ngakia,eng ENG,DF,West Ham,eng Premier League,18,2000,4.9,220,20,103,90,44,1,177,8,12,66.7,8,0,113,802,540,101,88,87.1,4,4,Matches
1783,Jessic Ngankam,de GER,"FW,MF",Hertha BSC,de Bundesliga,19,2000,0.9,29,1,5,8,17,7,27,1,4,25.0,1,0,22,154,103,27,15,55.6,4,3,Matches
1784,Muzinga Ngonda,cd COD,DF,Dijon,fr Ligue 1,25,1993,6.0,412,29,159,194,89,3,334,3,7,42.9,4,0,229,1347,934,243,219,90.1,5,9,Matches
1785,Ahmad Ngouyamsa,cm CMR,DF,Dijon,fr Ligue 1,18,2000,0.6,,,,,,,,,,,,,,,,,,,,,Matches
1786,Opa Nguette,sn SEN,FW,Metz,fr Ligue 1,25,1994,20.3,864,19,147,413,395,62,858,87,144,60.4,95,6,756,5536,3222,857,613,71.5,56,56,Matches
1787,Moussa Niakhate,fr FRA,DF,Mainz 05,de Bundesliga,23,1996,33.0,1835,251,1016,866,96,28,1763,3,11,27.3,4,3,1106,7501,4456,1106,1081,97.7,10,6,Matches
1788,Ibrahima Niane,sn SEN,FW,Metz,fr Ligue 1,20,1999,10.6,468,12,79,215,215,31,445,26,53,49.1,27,4,336,2410,1252,546,326,59.7,36,24,Matches
1789,M'Baye Niang,sn SEN,FW,Rennes,fr Ligue 1,24,1994,23.6,848,23,76,480,324,108,802,19,53,35.8,21,2,542,2731,1007,1071,639,59.7,70,61,Matches
1790,Cheikh Niasse,sn SEN,MF,Lille,fr Ligue 1,19,2000,0.2,9,0,0,8,1,0,9,0,0,,0,0,9,76,16,9,9,100.0,0,0,Matches
1791,Oumar Niasse,sn SEN,FW,Everton,eng Premier League,29,1990,0.2,18,0,1,9,8,1,18,1,1,100.0,1,0,10,57,29,17,11,64.7,1,6,Matches
1792,Moritz Nicolas,de GER,GK,Union Berlin,de Bundesliga,21,1997,1.0,39,34,38,1,0,0,29,0,0,,0,0,20,83,56,19,19,100.0,0,0,Matches
1793,Florian Niederlechner,de GER,"FW,MF",Augsburg,de Bundesliga,28,1990,30.2,887,43,109,429,404,155,814,33,72,45.8,40,4,559,3258,1999,1214,569,46.9,68,47,Matches
