Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
877,Dimitri Foulquier,fr FRA,"MF,DF",Watford,eng Premier League,26,1993,0.7,0,0,0,0,0,0,0,1,1,0,0,0,4,0,2,0.0,Matches
878,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,26,1993,12.4,4,0,0,20,17,0,11,5,8,0,0,0,113,13,23,36.1,Matches
879,Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,21,1998,0.8,1,0,0,2,1,0,0,3,4,0,0,0,11,1,0,100.0,Matches
880,Gianluca Frabotta,it ITA,DF,Juventus,it Serie A,20,1999,1.0,0,0,0,2,0,0,1,1,1,0,0,0,5,2,0,100.0,Matches
881,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,23,1995,13.1,3,0,0,17,9,1,15,11,24,0,1,0,130,23,19,54.8,Matches
882,Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,34,1985,10.8,5,1,1,7,1,0,13,7,12,0,0,0,118,48,28,63.2,Matches
883,Mike Frantz,de GER,"MF,DF",Freiburg,de Bundesliga,32,1986,3.9,2,0,0,7,6,0,7,1,4,0,0,0,36,8,8,50.0,Matches
884,Ryan Fraser,sco SCO,"MF,FW",Bournemouth,eng Premier League,25,1994,23.0,2,0,0,10,36,1,98,10,8,0,0,0,139,10,26,27.8,Matches
885,Fred,br BRA,MF,Manchester Utd,eng Premier League,26,1993,24.0,8,0,0,42,36,1,27,28,51,0,0,0,326,8,16,33.3,Matches
886,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,26,1992,24.9,7,0,0,25,21,0,53,20,48,0,0,0,200,28,39,41.8,Matches
887,Kieron Freeman,wal WAL,FW,Sheffield Utd,eng Premier League,27,1992,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
888,Luke Freeman,eng ENG,MF,Sheffield Utd,eng Premier League,27,1992,4.1,2,0,0,6,5,0,4,7,4,0,0,0,36,5,4,55.6,Matches
889,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,27,1992,26.0,3,0,0,40,35,0,25,21,48,0,0,0,283,14,23,37.8,Matches
890,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,21,1998,24.3,9,0,0,32,44,0,52,31,44,0,0,0,191,22,15,59.5,Matches
891,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,23,1995,31.0,11,1,1,38,16,0,8,36,35,0,0,0,308,99,71,58.2,Matches
892,Samúel Friðjónsson,is ISL,MF,Paderborn 07,de Bundesliga,23,1996,2.1,1,0,0,2,1,0,0,2,2,0,0,0,28,1,4,20.0,Matches
893,Jorge de Frutos,es ESP,"MF,FW",Valladolid,es La Liga,22,1997,0.7,0,0,0,2,0,0,1,0,0,0,0,0,6,0,1,0.0,Matches
894,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,33,1986,8.6,0,0,0,3,0,1,11,14,9,0,0,0,79,22,17,56.4,Matches
895,Angelo Fulgini,fr FRA,MF,Angers,fr Ligue 1,22,1996,17.5,3,1,1,27,55,1,32,22,23,0,0,0,147,18,26,40.9,Matches
896,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,26,1993,4.5,2,0,0,10,10,3,4,0,1,0,0,0,13,24,30,44.4,Matches
897,Ramiro Funes Mori,ar ARG,DF,Villarreal,es La Liga,28,1991,5.0,1,0,0,7,4,0,0,3,1,0,0,0,56,11,9,55.0,Matches
898,Daniel Fuzato,br BRA,GK,Roma,it Serie A,22,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
899,Matteo Gabbia,it ITA,DF,Milan,it Serie A,19,1999,7.6,1,0,0,11,3,0,0,3,4,0,1,0,88,28,12,70.0,Matches
900,Manolo Gabbiadini,it ITA,FW,Sampdoria,it Serie A,27,1991,22.6,2,0,0,30,38,14,29,11,11,1,0,0,91,27,71,27.6,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
901,Gabriel,br BRA,GK,Lecce,it Serie A,26,1992,33.3,4,0,0,1,5,0,0,0,0,0,1,1,159,0,0,,Matches
902,Ruben Gabrielsen,no NOR,DF,Toulouse,fr Ligue 1,27,1992,7.3,0,1,0,5,5,0,0,5,7,0,0,0,53,22,12,64.7,Matches
903,Mijat Gaćinović,rs SRB,"MF,FW",Eint Frankfurt,de Bundesliga,24,1995,11.6,2,0,0,19,24,0,13,12,17,0,0,0,91,5,9,35.7,Matches
904,Luca Gagliano,it ITA,FW,Cagliari,it Serie A,19,2000,0.6,0,0,0,3,1,0,0,1,0,0,0,0,3,2,5,28.6,Matches
905,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,25,1994,20.0,5,0,0,34,24,4,11,20,27,1,0,0,162,26,20,56.5,Matches
906,Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,29,1990,28.9,7,0,0,32,38,2,56,27,39,0,2,0,233,17,29,37.0,Matches
907,Nicolás Gaitán,ar ARG,"MF,FW",Lille,fr Ligue 1,31,1988,0.6,0,0,0,3,0,0,1,0,1,0,0,0,8,2,2,50.0,Matches
908,Marvin Gakpa,fr FRA,"MF,FW",Metz,fr Ligue 1,25,1993,5.2,0,0,0,5,2,0,13,4,7,0,0,0,48,2,7,22.2,Matches
909,Enric Gallego,es ESP,FW,Osasuna,es La Liga,32,1986,9.8,5,1,0,34,9,10,3,3,6,0,0,0,35,85,75,53.1,Matches
910,Enric Gallego,es ESP,FW,Getafe,es La Liga,32,1986,1.8,0,0,0,4,2,0,1,2,2,0,0,0,8,7,17,29.2,Matches
911,Kévin Gameiro,fr FRA,FW,Valencia,es La Liga,32,1987,17.6,0,0,0,14,13,13,20,6,12,0,0,0,77,7,40,14.9,Matches
912,Fran Gámez,es ESP,DF,Mallorca,es La Liga,28,1991,19.6,5,0,0,26,8,2,43,20,40,0,1,1,183,12,13,48.0,Matches
913,Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,29,1989,18.4,2,0,0,37,21,1,5,22,47,0,0,0,195,17,13,56.7,Matches
914,Ignatius Ganago,cm CMR,"FW,MF",Nice,fr Ligue 1,20,1999,13.8,0,0,0,15,26,3,10,4,8,2,0,0,65,10,20,33.3,Matches
915,Ezequiel Garay,ar ARG,DF,Valencia,es La Liga,32,1986,16.0,2,0,0,10,1,0,3,8,7,0,1,0,125,27,17,61.4,Matches
916,Dani García,es ESP,MF,Athletic Club,es La Liga,29,1990,33.7,11,0,0,61,37,0,3,28,43,0,2,0,455,52,45,53.6,Matches
917,David García,es ESP,DF,Osasuna,es La Liga,25,1994,31.0,7,0,0,52,14,0,0,17,27,0,0,0,413,151,58,72.2,Matches
918,Eric García,es ESP,DF,Manchester City,eng Premier League,18,2001,8.8,1,0,0,9,2,0,1,10,4,0,0,0,65,10,12,45.5,Matches
919,Javi García,es ESP,MF,Betis,es La Liga,32,1987,4.2,2,0,0,3,5,0,0,1,1,0,0,1,37,15,6,71.4,Matches
920,Manu García,es ESP,MF,Alavés,es La Liga,33,1986,21.9,11,1,1,60,38,3,5,13,38,0,2,0,241,59,46,56.2,Matches
921,Raúl García,es ESP,"DF,MF",Valladolid,es La Liga,30,1989,11.2,2,0,0,7,7,1,45,8,13,0,0,0,79,14,12,53.8,Matches
922,Raúl García,es ESP,DF,Getafe,es La Liga,30,1989,2.7,0,0,0,4,4,0,18,3,5,0,0,0,26,4,0,100.0,Matches
923,Raúl García,es ESP,"MF,FW",Athletic Club,es La Liga,33,1986,31.9,11,0,0,78,59,18,35,16,37,2,0,0,196,186,159,53.9,Matches
924,Rubén García,es ESP,"MF,FW",Osasuna,es La Liga,26,1993,24.3,6,0,0,45,26,7,64,9,26,0,0,0,162,29,57,33.7,Matches
925,Unai García,es ESP,DF,Osasuna,es La Liga,27,1992,6.0,0,0,0,4,3,0,3,2,5,0,0,0,72,25,16,61.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
926,Víctor García,es ESP,"FW,MF",Valladolid,es La Liga,22,1997,1.0,0,0,0,0,0,0,2,0,2,0,0,0,10,1,1,50.0,Matches
927,James Garner,eng ENG,MF,Manchester Utd,eng Premier League,18,2001,0.1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,Matches
928,Manuel Garrido,es ESP,FW,Leganés,es La Liga,18,2000,1.3,1,0,0,4,0,0,0,0,0,0,0,0,3,3,5,37.5,Matches
929,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,28,1990,21.8,2,0,0,34,10,0,23,15,20,0,0,0,164,44,39,53.0,Matches
930,Daniele Gastaldello,it ITA,DF,Brescia,it Serie A,36,1983,4.3,1,0,0,2,4,0,2,1,8,0,1,0,37,8,8,50.0,Matches
931,Dwight Gayle,eng ENG,FW,Newcastle Utd,eng Premier League,28,1990,9.4,2,0,0,6,13,2,5,1,10,0,0,0,25,23,46,33.3,Matches
932,Paulo Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,27,1992,17.9,1,0,0,1,2,0,0,0,0,0,1,0,80,0,0,,Matches
933,Jean-Philippe Gbamin,ci CIV,MF,Everton,eng Premier League,23,1995,1.5,0,0,0,2,2,0,0,0,4,0,0,0,15,2,2,50.0,Matches
934,Yann Gboho,fr FRA,FW,Rennes,fr Ligue 1,18,2001,2.5,1,0,0,8,8,1,2,1,2,0,0,0,11,2,8,20.0,Matches
935,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,28,1990,38.0,2,0,0,0,6,0,0,0,0,0,0,0,145,0,0,,Matches
936,Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,32,1986,27.0,2,0,0,24,22,2,32,33,30,1,0,0,173,61,42,59.2,Matches
937,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,21,1998,12.6,3,0,0,27,15,1,13,7,10,0,0,0,103,6,15,28.6,Matches
938,Jérémy Gélin,fr FRA,"DF,MF",Rennes,fr Ligue 1,22,1997,10.3,1,0,0,7,9,0,1,12,6,0,0,0,90,18,18,50.0,Matches
939,Christian Gentner,de GER,MF,Union Berlin,de Bundesliga,33,1985,27.1,4,0,0,31,40,4,25,26,36,1,0,0,291,31,33,48.4,Matches
940,Yannick Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,25,1994,9.2,1,0,0,10,18,1,9,7,20,0,0,0,111,10,10,50.0,Matches
941,Valère Germain,fr FRA,FW,Marseille,fr Ligue 1,29,1990,15.0,1,0,0,14,14,2,24,3,19,1,0,0,78,30,54,35.7,Matches
942,Gervinho,ci CIV,FW,Parma,it Serie A,32,1987,25.2,3,0,0,10,13,18,23,7,7,0,0,0,84,2,9,18.2,Matches
943,Anwar El Ghazi,nl NED,"FW,MF",Aston Villa,eng Premier League,24,1995,22.8,3,0,0,20,18,12,68,11,10,0,0,0,122,31,52,37.3,Matches
944,Rachid Ghezzal,dz ALG,"MF,FW",Fiorentina,it Serie A,27,1992,9.2,5,0,0,22,16,1,20,8,17,1,0,0,68,8,7,53.3,Matches
945,Andrea Ghezzi,it ITA,"MF,FW",Brescia,it Serie A,,,0.4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0.0,Matches
946,Paolo Ghiglione,it ITA,DF,Genoa,it Serie A,22,1997,19.1,4,0,0,25,19,3,86,14,19,0,0,0,136,11,14,44.0,Matches
947,Andrea Ghion,it ITA,"MF,FW",Sassuolo,it Serie A,19,2000,0.5,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,,Matches
948,Saman Ghoddos,ir IRN,FW,Amiens,fr Ligue 1,25,1993,2.6,1,0,0,7,1,1,6,2,2,0,0,0,20,1,1,50.0,Matches
949,Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,28,1991,4.2,2,0,0,6,5,0,17,4,3,0,0,0,25,5,10,33.3,Matches
950,Morgan Gibbs-White,eng ENG,"MF,FW",Wolves,eng Premier League,19,2000,1.4,0,0,0,2,1,0,2,0,1,0,0,0,13,3,3,50.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
951,Niko Gießelmann,de GER,DF,Düsseldorf,de Bundesliga,27,1991,22.9,6,0,0,26,41,1,45,17,23,0,0,0,199,40,23,63.5,Matches
952,Rafał Gikiewicz,pl POL,GK,Union Berlin,de Bundesliga,31,1987,33.0,0,0,0,2,6,0,0,0,0,0,2,0,184,0,0,,Matches
953,José Antonio Martínez Gil,es ESP,DF,Granada,es La Liga,26,1993,13.2,0,0,0,4,7,0,2,8,11,0,0,0,137,38,18,67.9,Matches
954,Billy Gilmour,sco SCO,MF,Chelsea,eng Premier League,18,2001,2.2,0,0,0,3,1,0,0,2,4,0,0,0,31,3,5,37.5,Matches
955,Daniel Ginczek,de GER,FW,Wolfsburg,de Bundesliga,28,1991,8.5,2,0,0,10,9,5,4,1,3,0,0,0,40,21,27,43.8,Matches
956,Matthias Ginter,de GER,DF,M'Gladbach,de Bundesliga,25,1994,30.9,2,0,0,12,20,2,3,23,20,0,0,0,322,96,59,61.9,Matches
957,Andrei Girotto,br BRA,DF,Nantes,fr Ligue 1,27,1992,24.2,6,1,1,31,17,2,2,22,54,0,0,0,267,64,50,56.1,Matches
958,Olivier Giroud,fr FRA,FW,Chelsea,eng Premier League,32,1986,11.0,1,0,0,17,9,9,2,1,3,0,0,0,47,44,41,51.8,Matches
959,Klaus Gjasula,al ALB,MF,Paderborn 07,de Bundesliga,29,1989,25.3,17,0,0,50,17,0,4,27,46,0,0,0,308,60,42,58.8,Matches
960,Kamil Glik,pl POL,DF,Monaco,fr Ligue 1,31,1988,23.0,5,0,0,26,16,1,0,18,13,0,2,0,161,59,36,62.1,Matches
961,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,24,1995,24.4,0,0,0,15,24,16,73,17,25,0,0,0,152,5,17,22.7,Matches
962,Joris Gnagnon,fr FRA,DF,Rennes,fr Ligue 1,22,1997,14.2,2,0,0,16,7,0,2,5,15,0,0,0,95,53,23,69.7,Matches
963,Eddy Gnahoré,fr FRA,MF,Amiens,fr Ligue 1,25,1993,12.6,4,1,1,29,5,1,3,13,20,0,0,0,144,13,12,52.0,Matches
964,Ben Godfrey,eng ENG,DF,Norwich City,eng Premier League,21,1998,29.4,3,1,0,14,9,0,2,17,22,0,1,1,275,72,37,66.1,Matches
965,Diego Godín,uy URU,DF,Inter,it Serie A,33,1986,18.1,5,0,0,29,15,3,5,25,29,0,0,0,173,56,36,60.9,Matches
966,Akaki Gogia,de GER,"MF,FW",Union Berlin,de Bundesliga,27,1992,1.3,0,0,0,2,3,0,4,1,1,0,0,0,7,4,1,80.0,Matches
967,Mauro Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,31,1988,2.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,,Matches
968,Edoardo Goldaniga,it ITA,DF,Genoa,it Serie A,25,1993,8.7,4,0,0,14,21,0,10,11,7,0,0,0,94,22,25,46.8,Matches
969,Benjamin Goller,de GER,"FW,MF",Werder Bremen,de Bundesliga,20,1999,3.2,0,0,0,4,5,0,2,0,6,0,0,0,23,3,7,30.0,Matches
970,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,24,1995,32.0,3,0,0,0,8,0,0,0,0,0,0,0,185,0,0,,Matches
971,Aleksandr Golovin,ru RUS,MF,Monaco,fr Ligue 1,23,1996,22.9,6,1,1,33,35,2,40,28,35,0,0,0,200,9,9,50.0,Matches
972,André Gomes,pt POR,MF,Everton,eng Premier League,26,1993,16.2,6,0,0,38,19,0,8,5,24,0,1,0,171,13,15,46.4,Matches
973,Angel Gomes,eng ENG,MF,Manchester Utd,eng Premier League,18,2000,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
974,Ibai Gómez,es ESP,FW,Athletic Club,es La Liga,29,1989,7.7,0,0,0,3,3,5,37,3,3,0,0,0,54,2,6,25.0,Matches
975,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,22,1997,22.3,7,0,0,21,13,0,5,19,15,0,1,0,351,72,44,62.1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
976,Maxi Gómez,uy URU,FW,Valencia,es La Liga,22,1996,23.8,5,0,0,47,59,32,8,4,7,0,0,0,62,78,78,50.0,Matches
977,Moi Gómez,es ESP,"FW,MF",Villarreal,es La Liga,25,1994,25.8,1,0,0,22,25,8,68,20,16,2,0,0,181,10,31,24.4,Matches
978,Papu Gómez,ar ARG,"MF,FW",Atalanta,it Serie A,31,1988,31.6,2,0,0,19,75,3,88,10,24,0,0,0,211,4,19,17.4,Matches
979,Sergi Gómez,es ESP,DF,Sevilla,es La Liga,27,1992,8.0,4,0,0,7,0,0,1,2,4,0,0,0,71,24,23,51.1,Matches
980,Alfred Gomis,sn SEN,GK,Dijon,fr Ligue 1,25,1993,18.0,0,0,0,0,2,0,0,0,0,0,0,0,129,0,0,,Matches
981,Maxime Gonalons,fr FRA,MF,Granada,es La Liga,30,1989,16.7,7,0,0,36,25,0,1,12,39,0,0,0,179,39,29,57.4,Matches
982,Mathieu Goncalves,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,3.5,1,0,0,4,1,0,0,1,4,0,2,1,30,2,2,50.0,Matches
983,Jérôme Gondorf,de GER,MF,Freiburg,de Bundesliga,31,1988,1.3,1,0,0,4,2,0,0,0,5,0,0,0,13,2,2,50.0,Matches
984,Álvaro González,es ESP,DF,Marseille,fr Ligue 1,29,1990,18.1,4,1,0,15,13,0,0,13,8,0,0,1,129,36,20,64.3,Matches
985,Bruno González,es ESP,DF,Getafe,es La Liga,29,1990,2.0,1,0,0,5,2,1,1,2,2,0,1,0,18,2,4,33.3,Matches
986,Bruno González,es ESP,DF,Levante,es La Liga,29,1990,5.1,0,0,0,3,2,0,0,5,4,0,0,1,47,7,4,63.6,Matches
987,Édgar González,es ESP,MF,Betis,es La Liga,22,1997,7.6,3,0,0,8,5,0,0,5,7,0,1,0,69,23,7,76.7,Matches
988,Anthony Gordon,eng ENG,"MF,FW",Everton,eng Premier League,18,2001,4.9,0,0,0,9,12,1,8,1,6,0,0,0,23,0,7,0.0,Matches
989,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,24,1995,16.8,2,0,0,25,24,0,6,19,21,2,0,0,180,27,27,50.0,Matches
990,Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,22,1996,7.9,2,0,0,10,8,0,22,13,9,0,0,0,74,11,10,52.4,Matches
991,Robin Gosens,de GER,DF,Atalanta,it Serie A,25,1994,29.1,3,0,0,30,38,6,72,17,32,0,0,0,225,43,23,65.2,Matches
992,Dan Gosling,eng ENG,MF,Bournemouth,eng Premier League,29,1990,14.0,3,0,0,21,17,2,3,12,20,0,0,0,130,22,30,42.3,Matches
993,Mario Götze,de GER,FW,Dortmund,de Bundesliga,27,1992,5.8,0,0,0,5,11,5,10,2,8,0,0,0,27,2,9,18.2,Matches
994,Prince-Désir Gouano,fr FRA,DF,Amiens,fr Ligue 1,25,1993,3.0,0,0,0,4,2,0,1,4,2,0,0,0,16,3,2,60.0,Matches
995,Amine Gouiri,fr FRA,FW,Lyon,fr Ligue 1,19,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
996,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,28,1991,18.3,5,0,0,12,3,1,2,20,25,0,0,0,182,29,25,53.7,Matches
997,Max Gradel,ci CIV,"MF,FW",Toulouse,fr Ligue 1,31,1987,18.2,4,0,0,25,47,2,53,10,28,2,0,0,132,15,43,25.9,Matches
998,Samuel Grandsir,fr FRA,"FW,MF",Brest,fr Ligue 1,22,1996,16.6,0,0,0,20,17,6,51,7,19,0,0,0,93,6,22,21.4,Matches
999,Esteban Granero,es ESP,MF,Espanyol,es La Liga,32,1987,5.3,5,0,0,15,6,0,10,4,7,0,0,0,44,6,13,31.6,Matches
1000,Alberto Grassi,it ITA,MF,Parma,it Serie A,24,1995,7.1,6,0,0,7,9,1,6,16,7,1,1,0,66,6,5,54.5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1001,Andre Gray,eng ENG,FW,Watford,eng Premier League,28,1991,8.4,1,0,0,10,1,6,8,0,5,0,0,0,38,14,33,29.8,Matches
1002,Demarai Gray,eng ENG,"MF,FW",Leicester City,eng Premier League,23,1996,6.9,1,0,0,2,10,3,22,5,5,1,0,0,63,3,7,30.0,Matches
1003,Jack Grealish,eng ENG,"FW,MF",Aston Villa,eng Premier League,23,1995,35.9,8,0,0,36,167,4,67,15,28,0,0,0,253,17,35,32.7,Matches
1004,Mason Greenwood,eng ENG,FW,Manchester Utd,eng Premier League,17,2001,14.7,0,0,0,12,8,3,13,7,13,0,0,0,70,6,14,30.0,Matches
1005,Michael Gregoritsch,at AUT,"MF,FW",Augsburg,de Bundesliga,25,1994,3.4,0,0,0,3,3,1,1,4,3,0,0,0,19,6,7,46.2,Matches
1006,Michael Gregoritsch,at AUT,FW,Schalke 04,de Bundesliga,25,1994,9.2,2,0,0,10,6,2,4,2,4,0,0,0,33,44,44,50.0,Matches
1007,Clément Grenier,fr FRA,MF,Rennes,fr Ligue 1,28,1991,9.3,2,0,0,12,11,0,7,6,10,0,0,0,81,11,5,68.8,Matches
1008,Antoine Griezmann,fr FRA,FW,Barcelona,es La Liga,28,1991,28.3,2,0,0,10,21,16,29,10,18,0,0,0,128,24,30,44.4,Matches
1009,Vincenzo Grifo,it ITA,MF,Hoffenheim,de Bundesliga,26,1993,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,Matches
1010,Vincenzo Grifo,it ITA,"MF,FW",Freiburg,de Bundesliga,26,1993,18.0,1,1,0,10,15,6,45,12,9,0,0,0,146,10,18,35.7,Matches
1011,Florian Grillitsch,at AUT,"MF,DF",Hoffenheim,de Bundesliga,23,1995,26.8,3,0,0,25,48,0,8,36,45,0,0,0,344,34,26,56.7,Matches
1012,Jérémy Grimm,fr FRA,FW,Strasbourg,fr Ligue 1,32,1987,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1013,Arnaut Groeneveld,nl NED,MF,Bournemouth,eng Premier League,22,1997,7.0,0,0,0,0,5,5,6,5,5,0,0,0,36,3,10,23.1,Matches
1014,Christian Groß,de GER,"DF,MF",Werder Bremen,de Bundesliga,30,1989,9.7,2,0,0,15,8,0,3,7,12,0,0,0,77,9,13,40.9,Matches
1015,Pascal Groß,de GER,"FW,MF",Brighton,eng Premier League,28,1991,20.0,4,0,0,25,12,8,65,9,21,0,0,1,123,15,33,31.3,Matches
1016,Carlos Gruezo,ec ECU,MF,Augsburg,de Bundesliga,24,1995,9.8,3,0,0,14,7,0,1,4,18,0,0,0,91,9,9,50.0,Matches
1017,Marko Grujić,rs SRB,MF,Hertha BSC,de Bundesliga,23,1996,26.8,9,0,0,63,28,0,4,20,36,0,1,0,267,94,48,66.2,Matches
1018,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,32,1987,35.0,1,0,0,0,3,0,0,0,0,0,0,1,164,0,1,0.0,Matches
1019,Andrés Guardado,mx MEX,MF,Betis,es La Liga,32,1986,22.7,9,0,0,36,22,1,9,18,18,0,1,0,204,14,28,33.3,Matches
1020,Sergi Guardiola,es ESP,FW,Valladolid,es La Liga,28,1991,29.5,6,0,0,52,65,20,33,4,11,1,0,0,118,27,86,23.9,Matches
1021,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,es La Liga,27,1991,13.5,6,0,0,22,18,0,2,12,12,0,1,0,126,20,21,48.8,Matches
1022,Gonçalo Guedes,pt POR,"MF,FW",Valencia,es La Liga,22,1996,14.1,3,0,0,16,43,6,28,7,21,0,0,0,84,4,15,21.1,Matches
1023,Mattéo Guendouzi,fr FRA,MF,Arsenal,eng Premier League,20,1999,19.4,6,0,0,17,49,0,6,22,13,1,0,0,192,11,18,37.9,Matches
1024,Raphaël Guerreiro,pt POR,DF,Dortmund,de Bundesliga,25,1993,25.9,3,0,0,11,17,0,45,30,29,0,0,0,251,10,20,33.3,Matches
1025,Adrián Guerrero,es ESP,DF,Valencia,es La Liga,21,1998,1.4,1,0,0,2,1,0,2,1,1,0,0,0,6,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1026,Ander Guevara,es ESP,MF,Real Sociedad,es La Liga,22,1997,10.4,4,0,0,27,5,0,2,7,18,0,0,0,142,14,18,43.8,Matches
1027,Babacar Guèye,sn SEN,FW,Paderborn 07,de Bundesliga,24,1994,1.2,0,0,0,4,1,1,0,0,0,0,0,0,3,1,2,33.3,Matches
1028,John Guidetti,se SWE,FW,Alavés,es La Liga,27,1992,1.1,0,0,0,0,1,0,0,0,2,0,0,0,3,1,1,50.0,Matches
1029,Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,de Bundesliga,28,1990,22.9,7,1,1,43,14,5,3,40,28,0,1,0,298,60,31,65.9,Matches
1030,Frederic Guilbert,fr FRA,DF,Aston Villa,eng Premier League,24,1994,22.7,7,0,0,36,21,2,64,30,38,0,0,0,220,42,60,41.2,Matches
1031,Hugo Guillamón,es ESP,DF,Valencia,es La Liga,19,2000,5.5,3,0,0,8,9,0,1,3,8,0,0,0,35,6,11,35.3,Matches
1032,Bruno Guimarães,br BRA,MF,Lyon,fr Ligue 1,21,1997,3.0,1,0,0,6,8,0,0,1,9,0,0,0,30,1,0,100.0,Matches
1033,Sehrou Guirassy,fr FRA,FW,Amiens,fr Ligue 1,23,1996,21.3,6,0,0,41,63,14,6,5,4,4,0,0,81,90,105,46.2,Matches
1034,Rafik Guitane,fr FRA,"MF,DF",Rennes,fr Ligue 1,20,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
1035,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,29,1990,32.0,0,0,0,1,1,0,0,0,0,0,0,0,212,0,0,,Matches
1036,Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,28,1991,15.2,0,0,0,7,12,2,7,12,20,0,0,0,150,39,32,54.9,Matches
1037,Sinan Gümüş,tr TUR,FW,Genoa,it Serie A,25,1994,1.1,0,0,0,1,3,0,1,0,0,0,0,0,5,0,1,0.0,Matches
1038,İlkay Gündoğan,de GER,MF,Manchester City,eng Premier League,28,1990,22.4,7,0,0,16,14,2,8,27,19,0,1,0,219,17,7,70.8,Matches
1039,Angus Gunn,eng ENG,GK,Southampton,eng Premier League,23,1996,10.0,0,0,0,0,2,0,0,0,0,0,0,0,38,0,0,,Matches
1040,Christian Günter,de GER,DF,Freiburg,de Bundesliga,26,1993,33.7,2,0,0,21,23,3,146,10,23,1,0,0,196,11,31,26.2,Matches
1041,Koray Günter,de GER,DF,Hellas Verona,it Serie A,24,1994,30.4,7,0,0,42,12,0,4,42,23,0,2,0,368,92,75,55.1,Matches
