Player,Nation,Pos,Squad,Comp,Age,Born,90s,Shot-Creating Actions,Shot-Creating Actions p90,SCA pass live,SCA pass dead,SCA from dribbles,SCA shots,SCA from fouls,Goal-Creating Actions,Goal-Creating Actions p90,GCA pass live,GCA pass dead,GCA dribbled,GCA shots,GCA fouls,GCA OG
Federico Chiesa,it ITA,"FW,DF",Fiorentina,it Serie A,21,1997,29.3,105.0,3.58,67.0,2.0,12.0,9.0,14.0,14.0,0.48,8.0,0.0,1.0,2.0,2.0,1.0
Ben Chilwell,eng ENG,DF,Leicester City,eng Premier League,22,1996,26.4,62.0,2.35,53.0,7.0,1.0,1.0,0.0,7.0,0.27,7.0,0.0,0.0,0.0,0.0,0.0
Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,29,1989,7.9,2.0,0.25,2.0,0.0,0.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0
Tahith Chong,nl NED,"FW,MF",Manchester Utd,eng Premier League,19,1999,0.4,2.0,4.86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,17,2001,13.9,21.0,1.51,19.0,0.0,0.0,1.0,1.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0
Hamza Choudhury,eng ENG,MF,Leicester City,eng Premier League,21,1997,9.9,12.0,1.21,11.0,0.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Mounir Chouiar,fr FRA,"MF,FW",Dijon,fr Ligue 1,20,1999,16.7,70.0,4.18,28.0,29.0,10.0,2.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,23,1996,19.5,11.0,0.57,10.0,0.0,0.0,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,es La Liga,20,1999,22.4,96.0,4.28,69.0,0.0,13.0,3.0,11.0,14.0,0.62,7.0,0.0,3.0,1.0,3.0,0.0
Darko Churlinov,mk MKD,FW,Köln,de Bundesliga,19,2000,0.2,2.0,8.57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Churripi,es ESP,GK,Valladolid,es La Liga,25,1994,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luca Cigarini,it ITA,MF,Cagliari,it Serie A,33,1986,17.8,62.0,3.49,38.0,22.0,1.0,0.0,1.0,9.0,0.51,7.0,2.0,0.0,0.0,0.0,0.0
Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,32,1987,18.1,16.0,0.88,15.0,1.0,0.0,0.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0
Jasper Cillessen,nl NED,GK,Valencia,es La Liga,30,1989,23.3,3.0,0.13,2.0,1.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Thiago Cionek,pl POL,DF,SPAL,it Serie A,33,1986,24.1,29.0,1.2,24.0,3.0,0.0,1.0,1.0,3.0,0.12,2.0,0.0,0.0,0.0,1.0,0.0
Ibrahim Cissé,sn SEN,DF,Angers,fr Ligue 1,23,1996,0.7,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahim Cissé,ci CIV,"DF,FW",Nice,fr Ligue 1,20,1999,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Cistana,it ITA,DF,Brescia,it Serie A,22,1997,20.4,9.0,0.44,8.0,0.0,0.0,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,29,1989,13.2,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leon Clarke,eng ENG,"FW,MF",Sheffield Utd,eng Premier League,34,1985,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis Claude-Maurice,fr FRA,"MF,FW",Nice,fr Ligue 1,21,1998,18.1,54.0,2.98,32.0,3.0,11.0,2.0,6.0,5.0,0.28,4.0,0.0,1.0,0.0,0.0,0.0
Christian Clemens,de GER,"MF,FW",Köln,de Bundesliga,27,1991,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Óscar Clemente,es ESP,MF,Atlético Madrid,es La Liga,20,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yannis Clementia,fr FRA,GK,Nice,fr Ligue 1,22,1997,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denilho Cleonise,nl NED,FW,Genoa,it Serie A,17,2001,0.5,1.0,1.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Clerc,es ESP,DF,Levante,es La Liga,27,1992,20.5,22.0,1.07,16.0,5.0,0.0,0.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0
Tom Cleverley,eng ENG,MF,Watford,eng Premier League,29,1989,10.8,31.0,2.87,24.0,2.0,0.0,2.0,3.0,1.0,0.09,0.0,0.0,0.0,1.0,0.0,0.0
Conor Coady,eng ENG,DF,Wolves,eng Premier League,26,1993,38.0,13.0,0.34,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Coco,fr FRA,FW,Nantes,fr Ligue 1,23,1996,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renaud Cohade,fr FRA,MF,Metz,fr Ligue 1,34,1984,8.5,19.0,2.24,15.0,4.0,0.0,0.0,0.0,1.0,0.12,0.0,1.0,0.0,0.0,0.0,0.0
Coke,es ESP,DF,Levante,es La Liga,32,1987,11.0,17.0,1.55,13.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Séamus Coleman,ie IRL,DF,Everton,eng Premier League,30,1988,20.4,23.0,1.13,16.0,2.0,3.0,2.0,0.0,3.0,0.15,2.0,0.0,0.0,1.0,0.0,0.0
Álex Collado,es ESP,DF,Barcelona,es La Liga,20,1999,0.1,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ebrima Colley,gm GAM,FW,Atalanta,it Serie A,19,2000,0.9,6.0,6.59,3.0,0.0,1.0,1.0,1.0,1.0,1.1,1.0,0.0,0.0,0.0,0.0,0.0
Omar Colley,gm GAM,DF,Sampdoria,it Serie A,26,1992,30.8,21.0,0.68,18.0,0.0,0.0,2.0,1.0,3.0,0.1,2.0,0.0,0.0,1.0,0.0,0.0
Jamilu Collins,ng NGA,DF,Paderborn 07,de Bundesliga,24,1994,29.6,49.0,1.65,37.0,5.0,3.0,2.0,2.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0
Simone Colombi,it ITA,GK,Parma,it Serie A,28,1991,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Colombo,it ITA,FW,Milan,it Serie A,17,2002,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Racine Coly,sn SEN,DF,Nice,fr Ligue 1,23,1995,7.2,12.0,1.66,8.0,1.0,0.0,2.0,1.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,23,1996,16.7,75.0,4.49,61.0,0.0,8.0,2.0,4.0,10.0,0.6,8.0,0.0,0.0,0.0,2.0,0.0
Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,34,1985,21.6,12.0,0.56,8.0,0.0,0.0,3.0,1.0,3.0,0.14,1.0,0.0,0.0,2.0,0.0,0.0
Aaron Connolly,ie IRL,FW,Brighton,eng Premier League,19,2000,14.0,22.0,1.57,7.0,0.0,3.0,3.0,9.0,5.0,0.36,1.0,0.0,1.0,1.0,2.0,0.0
Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,32,1987,31.0,8.0,0.26,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Conti,it ITA,DF,Milan,it Serie A,25,1994,19.2,24.0,1.25,21.0,3.0,0.0,0.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0
Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,22,1997,15.0,32.0,2.13,24.0,2.0,1.0,3.0,2.0,4.0,0.27,2.0,0.0,0.0,1.0,1.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,28,1991,27.0,6.0,0.22,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francis Coquelin,fr FRA,MF,Valencia,es La Liga,28,1991,21.2,17.0,0.8,15.0,0.0,0.0,1.0,1.0,2.0,0.09,0.0,0.0,0.0,1.0,1.0,0.0
Gabriele Corbo,it ITA,DF,Bologna,it Serie A,19,2000,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sébastien Corchia,fr FRA,DF,Espanyol,es La Liga,28,1990,3.0,11.0,3.68,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iñigo Córdoba,es ESP,FW,Athletic Club,es La Liga,22,1997,16.0,32.0,2.0,27.0,1.0,2.0,1.0,1.0,6.0,0.37,6.0,0.0,0.0,0.0,0.0,0.0
Jhon Córdoba,co COL,FW,Köln,de Bundesliga,26,1993,22.2,59.0,2.66,35.0,0.0,7.0,5.0,12.0,11.0,0.5,7.0,0.0,3.0,1.0,0.0,0.0
Sergio Córdova,ve VEN,"FW,MF",Augsburg,de Bundesliga,21,1997,4.1,6.0,1.47,4.0,0.0,2.0,0.0,0.0,3.0,0.74,1.0,0.0,2.0,0.0,0.0,0.0
Benjamin Corgnet,fr FRA,MF,Strasbourg,fr Ligue 1,32,1987,2.9,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Cork,eng ENG,MF,Burnley,eng Premier League,30,1989,29.0,24.0,0.83,20.0,0.0,2.0,0.0,2.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0
Andreas Cornelius,dk DEN,FW,Parma,it Serie A,26,1993,16.6,37.0,2.23,33.0,0.0,1.0,0.0,3.0,5.0,0.3,3.0,0.0,0.0,0.0,2.0,0.0
Maxwel Cornet,ci CIV,"FW,DF",Lyon,fr Ligue 1,22,1996,14.8,45.0,3.05,29.0,8.0,4.0,3.0,1.0,7.0,0.47,3.0,0.0,3.0,1.0,0.0,0.0
Quentin Cornette,fr FRA,"FW,MF",Amiens,fr Ligue 1,25,1994,3.9,3.0,0.77,3.0,0.0,0.0,0.0,0.0,2.0,0.52,2.0,0.0,0.0,0.0,0.0,0.0
Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,es La Liga,24,1995,22.9,64.0,2.79,51.0,0.0,6.0,4.0,3.0,10.0,0.44,8.0,0.0,2.0,0.0,0.0,0.0
Joaquín Correa,ar ARG,"FW,MF",Lazio,it Serie A,24,1994,22.2,110.0,4.95,70.0,3.0,16.0,4.0,17.0,14.0,0.63,9.0,0.0,2.0,0.0,3.0,0.0
Rober Correa,es ESP,DF,Eibar,es La Liga,26,1992,10.3,16.0,1.55,11.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thierry Correia,pt POR,DF,Valencia,es La Liga,20,1999,2.9,4.0,1.39,2.0,2.0,0.0,0.0,0.0,1.0,0.35,0.0,1.0,0.0,0.0,0.0,0.0
Antonio Cortés,es ESP,"FW,MF",Granada,es La Liga,19,2000,2.0,5.0,2.49,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,35,1983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny da Costa,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,26,1993,15.4,39.0,2.53,31.0,2.0,4.0,1.0,1.0,10.0,0.65,7.0,1.0,2.0,0.0,0.0,0.0
Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,30,1988,15.0,28.0,1.87,19.0,0.0,2.0,4.0,3.0,5.0,0.33,4.0,0.0,0.0,1.0,0.0,0.0
Douglas Costa,br BRA,"FW,MF",Juventus,it Serie A,28,1990,8.9,51.0,5.72,39.0,6.0,5.0,0.0,1.0,6.0,0.67,5.0,0.0,1.0,0.0,0.0,0.0
Jaume Costa,es ESP,DF,Valencia,es La Liga,31,1988,15.4,18.0,1.17,15.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuno da Costa,cv CPV,"FW,MF",Strasbourg,fr Ligue 1,28,1991,5.9,14.0,2.39,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Costas,es ESP,DF,Celta Vigo,es La Liga,24,1995,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,32,1987,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,27,1991,18.0,27.0,1.5,24.0,0.0,2.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,24,1994,7.4,3.0,0.41,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoann Court,fr FRA,"FW,MF",Brest,fr Ligue 1,29,1990,16.3,36.0,2.21,25.0,6.0,1.0,2.0,2.0,7.0,0.43,4.0,2.0,0.0,1.0,0.0,0.0
Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,27,1992,34.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philippe Coutinho,br BRA,"MF,FW",Bayern Munich,de Bundesliga,27,1992,15.7,78.0,4.98,63.0,6.0,5.0,1.0,3.0,12.0,0.77,10.0,0.0,1.0,0.0,1.0,0.0
Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,20,1999,6.2,3.0,0.49,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessio Cragno,it ITA,GK,Cagliari,it Serie A,25,1994,16.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,29,1989,30.3,46.0,1.52,33.0,6.0,2.0,1.0,4.0,2.0,0.07,1.0,0.0,1.0,0.0,0.0,0.0
Domenico Criscito,it ITA,DF,Genoa,it Serie A,32,1986,22.8,34.0,1.49,26.0,7.0,0.0,0.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Bryan Cristante,it ITA,MF,Roma,it Serie A,24,1995,18.0,41.0,2.28,34.0,1.0,1.0,3.0,2.0,5.0,0.28,5.0,0.0,0.0,0.0,0.0,0.0
Sebastián Cristóforo,uy URU,MF,Fiorentina,it Serie A,25,1993,1.0,5.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastián Cristóforo,uy URU,MF,Eibar,es La Liga,25,1993,9.7,14.0,1.44,9.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Cuadrado,co COL,DF,Juventus,it Serie A,31,1988,29.5,103.0,3.49,89.0,2.0,4.0,1.0,7.0,10.0,0.34,9.0,0.0,0.0,0.0,1.0,0.0
Cucho,co COL,"FW,MF",Mallorca,es La Liga,20,1999,16.5,42.0,2.54,25.0,0.0,10.0,2.0,5.0,6.0,0.36,2.0,0.0,2.0,1.0,1.0,0.0
Marc Cucurella,es ESP,"MF,DF",Getafe,es La Liga,21,1998,36.0,89.0,2.47,71.0,6.0,2.0,2.0,8.0,8.0,0.22,7.0,0.0,0.0,0.0,1.0,0.0
Iván Cuéllar,es ESP,GK,Leganés,es La Liga,35,1984,27.0,3.0,0.11,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaume Cuéllar,bo BOL,"FW,MF",SPAL,it Serie A,17,2001,0.8,1.0,1.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mickaël Cuisance,fr FRA,"MF,FW",Bayern Munich,de Bundesliga,19,1999,3.4,14.0,4.1,11.0,1.0,1.0,0.0,1.0,3.0,0.88,2.0,0.0,0.0,0.0,1.0,0.0
Matheus Cunha,br BRA,"FW,MF",Hertha BSC,de Bundesliga,20,1999,8.3,28.0,3.39,16.0,0.0,6.0,3.0,2.0,4.0,0.48,1.0,0.0,1.0,0.0,1.0,1.0
Matheus Cunha,br BRA,"FW,MF",RB Leipzig,de Bundesliga,20,1999,3.1,13.0,4.19,7.0,0.0,0.0,3.0,3.0,1.0,0.32,0.0,0.0,0.0,1.0,0.0,0.0
Felipe Curcio,br BRA,DF,Brescia,it Serie A,26,1993,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Cutrone,it ITA,FW,Fiorentina,it Serie A,21,1998,9.3,18.0,1.93,12.0,0.0,0.0,3.0,3.0,3.0,0.32,2.0,0.0,0.0,0.0,1.0,0.0
Patrick Cutrone,it ITA,FW,Wolves,eng Premier League,21,1998,3.3,2.0,0.61,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,24,1995,19.7,67.0,3.4,32.0,29.0,0.0,5.0,1.0,10.0,0.51,4.0,5.0,0.0,1.0,0.0,0.0
Rafael Czichos,de GER,DF,Köln,de Bundesliga,29,1990,24.5,15.0,0.61,10.0,2.0,0.0,3.0,0.0,3.0,0.12,1.0,0.0,0.0,2.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lennart-Marten Czyborra,de GER,DF,Atalanta,it Serie A,20,1999,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco D'Alessandro,it ITA,"MF,DF",SPAL,it Serie A,28,1991,8.7,21.0,2.42,18.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,30,1988,15.6,16.0,1.03,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felice D'Amico,it ITA,MF,Sampdoria,it Serie A,18,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Da Cunha,fr FRA,MF,Rennes,fr Ligue 1,18,2001,0.8,4.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacopo Da Riva,it ITA,FW,Atalanta,it Serie A,18,2000,0.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,31,1988,24.9,13.0,0.52,12.0,0.0,0.0,1.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
Bryan Dabo,bf BFA,MF,SPAL,it Serie A,27,1992,12.5,26.0,2.09,23.0,1.0,0.0,1.0,1.0,4.0,0.32,3.0,0.0,0.0,1.0,0.0,0.0
Moanes Dabour,il ISR,FW,Hoffenheim,de Bundesliga,27,1992,8.5,29.0,3.41,18.0,0.0,1.0,2.0,8.0,3.0,0.35,2.0,0.0,0.0,0.0,1.0,0.0
Moanes Dabour,il ISR,FW,Sevilla,es La Liga,27,1992,0.3,1.0,3.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,20,1998,7.4,9.0,1.21,6.0,1.0,2.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0
Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,23,1996,6.2,15.0,2.42,12.0,0.0,1.0,2.0,0.0,3.0,0.48,3.0,0.0,0.0,0.0,0.0,0.0
Leon Dajaku,de GER,DF,Bayern Munich,de Bundesliga,18,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe dal Belo,br BRA,DF,SPAL,it Serie A,35,1984,11.1,6.0,0.54,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Dalle Mura,it ITA,MF,Fiorentina,it Serie A,17,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,20,1999,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,32,1986,1.4,4.0,2.86,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danilo,br BRA,DF,Juventus,it Serie A,28,1991,16.0,35.0,2.19,29.0,0.0,1.0,3.0,2.0,4.0,0.25,3.0,0.0,0.0,1.0,0.0,0.0
Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,32,1987,14.1,7.0,0.5,6.0,0.0,1.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
Kevin Danso,at AUT,DF,Southampton,eng Premier League,20,1998,3.1,3.0,0.97,3.0,0.0,0.0,0.0,0.0,1.0,0.32,1.0,0.0,0.0,0.0,0.0,0.0
Dante,br BRA,DF,Nice,fr Ligue 1,35,1983,21.0,15.0,0.71,13.0,0.0,0.0,2.0,0.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0
Andrea Danzi,it ITA,MF,Hellas Verona,it Serie A,20,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergi Darder,es ESP,"MF,FW",Espanyol,es La Liga,25,1993,29.5,62.0,2.1,46.0,8.0,4.0,4.0,0.0,4.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0
Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,25.1,81.0,3.23,57.0,16.0,1.0,3.0,3.0,7.0,0.28,6.0,0.0,0.0,0.0,0.0,1.0
Matteo Darmian,it ITA,DF,Parma,it Serie A,29,1989,29.8,39.0,1.31,28.0,6.0,1.0,1.0,3.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,24.8,62.0,2.5,54.0,0.0,4.0,0.0,4.0,8.0,0.32,7.0,0.0,1.0,0.0,0.0,0.0
Ben Davies,wal WAL,DF,Tottenham,eng Premier League,26,1993,15.9,17.0,1.07,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Davies,eng ENG,MF,Everton,eng Premier League,21,1998,22.5,24.0,1.07,17.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,21,1998,6.1,20.0,3.28,11.0,0.0,1.0,4.0,4.0,3.0,0.49,1.0,0.0,0.0,1.0,1.0,0.0
Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24,1995,7.7,5.0,0.65,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,26.2,12.0,0.46,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,28,1991,31.0,220.0,7.09,157.0,39.0,11.0,4.0,9.0,33.0,1.06,25.0,2.0,2.0,1.0,3.0,0.0
Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,32,1987,16.7,5.0,0.3,5.0,0.0,0.0,0.0,0.0,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0
Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,25,1994,31.4,137.0,4.37,95.0,27.0,6.0,4.0,5.0,15.0,0.48,6.0,4.0,2.0,2.0,1.0,0.0
Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,26,1992,5.2,11.0,2.1,8.0,0.0,2.0,0.0,1.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0
Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,31,1988,24.9,33.0,1.32,27.0,3.0,1.0,1.0,1.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0
Lucas Deaux,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,14.8,26.0,1.75,23.0,0.0,1.0,1.0,1.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0
Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,34,1985,19.7,36.0,1.83,27.0,5.0,4.0,0.0,0.0,2.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0
