Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals,Shots,Shots on Target,Shots on Target %,Shots Total p90,Shots on Target p90,Goals per shot,Goals per shot on target,Shots from Free Kicks,Penalty Kicks scored,Penalty Kicks attempted,xG,Non-penalty xG,npxG/Sh,G-xG,np:G-xG
Moussa Koné,sn SEN,FW,Nîmes,fr Ligue 1,22,1996,1.6,2.0,7.0,3.0,42.9,4.5,1.93,0.29,0.67,0.0,0.0,0.0,1.2,1.2,0.17,0.8,0.8
Youssouf Koné,ml MLI,DF,Lyon,fr Ligue 1,24,1995,9.1,0.0,3.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,21,1997,22.7,1.0,11.0,4.0,36.4,0.49,0.18,0.09,0.25,0.0,0.0,0.0,1.6,1.6,0.14,-0.6,-0.6
Pascal Köpke,de GER,FW,Hertha BSC,de Bundesliga,23,1995,1.3,0.0,6.0,3.0,50.0,4.46,2.23,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.13,-0.8,-0.8
Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,33,1985,24.3,0.0,3.0,1.0,33.3,0.12,0.04,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.12,-0.4,-0.4
Filip Kostić,rs SRB,"DF,MF",Eint Frankfurt,de Bundesliga,26,1992,32.9,4.0,86.0,27.0,31.4,2.62,0.82,0.05,0.15,10.0,0.0,0.0,6.0,6.0,0.07,-2.0,-2.0
Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,21,1997,3.3,1.0,11.0,3.0,27.3,3.29,0.9,0.09,0.33,0.0,0.0,0.0,1.6,1.6,0.14,-0.6,-0.6
Christian Kouamé,ci CIV,FW,Genoa,it Serie A,21,1997,10.2,5.0,22.0,9.0,40.9,2.16,0.89,0.23,0.56,0.0,0.0,0.0,1.7,1.7,0.08,3.3,3.3
Nianzou Kouassi,fr FRA,"DF,MF",Paris S-G,fr Ligue 1,17,2002,5.0,2.0,2.0,2.0,100.0,0.4,0.4,1.0,1.0,0.0,0.0,0.0,0.4,0.4,0.19,1.6,1.6
Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,26,1992,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,28,1991,23.4,0.0,15.0,4.0,26.7,0.64,0.17,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.06,-0.9,-0.9
Efthimis Koulouris,gr GRE,FW,Toulouse,fr Ligue 1,23,1996,17.1,4.0,40.0,15.0,37.5,2.34,0.88,0.1,0.27,0.0,0.0,0.0,4.6,4.6,0.12,-0.6,-0.6
Jules Koundé,fr FRA,DF,Sevilla,es La Liga,20,1998,25.7,1.0,22.0,5.0,22.7,0.86,0.19,0.05,0.2,0.0,0.0,0.0,1.9,1.9,0.08,-0.9,-0.9
Leonardo Koutris,gr GRE,DF,Mallorca,es La Liga,24,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheikhou Kouyaté,sn SEN,"MF,DF",Crystal Palace,eng Premier League,29,1989,28.1,1.0,23.0,5.0,21.7,0.82,0.18,0.04,0.2,0.0,0.0,0.0,1.8,1.8,0.08,-0.8,-0.8
Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,25,1994,23.0,1.0,21.0,5.0,23.8,0.91,0.22,0.05,0.2,0.0,0.0,0.0,1.4,1.4,0.07,-0.4,-0.4
Dawid Kownacki,pl POL,"FW,MF",Düsseldorf,de Bundesliga,22,1997,12.1,0.0,27.0,11.0,40.7,2.22,0.91,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.07,-2.0,-2.0
İsmail Köybaşı,tr TUR,"DF,FW",Granada,es La Liga,30,1989,2.6,0.0,1.0,0.0,0.0,0.39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,31,1988,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,24,1994,11.3,0.0,4.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.07,-0.3,-0.3
Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,28,1991,15.8,12.0,40.0,20.0,50.0,2.53,1.27,0.25,0.5,3.0,2.0,2.0,9.3,7.8,0.2,2.7,2.2
Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,28,1991,16.3,0.0,10.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4
Tom Krauß,de GER,MF,RB Leipzig,de Bundesliga,18,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ladislav Krejčí,cz CZE,DF,Bologna,it Serie A,27,1992,11.7,1.0,3.0,1.0,33.3,0.26,0.09,0.33,1.0,0.0,0.0,0.0,0.3,0.3,0.11,0.7,0.7
Rene Krhin,si SVN,"DF,MF",Nantes,fr Ligue 1,29,1990,3.6,0.0,1.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felix Kroos,de GER,MF,Union Berlin,de Bundesliga,28,1991,4.2,0.0,5.0,3.0,60.0,1.19,0.71,0.0,0.0,1.0,0.0,0.0,0.4,0.4,0.09,-0.4,-0.4
Toni Kroos,de GER,MF,Real Madrid,es La Liga,29,1990,29.5,4.0,57.0,18.0,31.6,1.93,0.61,0.07,0.22,2.0,0.0,0.0,2.8,2.8,0.05,1.2,1.2
Tim Krul,nl NED,GK,Norwich City,eng Premier League,31,1988,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rade Krunić,ba BIH,MF,Milan,it Serie A,25,1993,6.0,0.0,6.0,2.0,33.3,1.01,0.34,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4
Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,26,1992,2.3,0.0,2.0,1.0,50.0,0.86,0.43,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Takefusa Kubo,jp JPN,"MF,FW",Mallorca,es La Liga,18,2001,25.7,4.0,54.0,25.0,46.3,2.1,0.97,0.07,0.16,6.0,0.0,0.0,2.8,2.8,0.05,1.2,1.2
Juraj Kucka,sk SVK,"MF,FW",Parma,it Serie A,32,1987,21.5,6.0,45.0,10.0,22.2,2.1,0.47,0.09,0.4,1.0,2.0,2.0,4.6,3.1,0.07,1.4,0.9
Dejan Kulusevski,se SWE,"FW,MF",Parma,it Serie A,19,2000,32.6,10.0,59.0,24.0,40.7,1.81,0.74,0.15,0.38,0.0,1.0,1.0,6.7,6.0,0.1,3.3,3.0
Marash Kumbulla,al ALB,DF,Hellas Verona,it Serie A,19,2000,21.7,1.0,11.0,5.0,45.5,0.51,0.23,0.09,0.2,0.0,0.0,0.0,1.6,1.6,0.15,-0.6,-0.6
Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,24,1995,20.7,4.0,38.0,10.0,26.3,1.83,0.48,0.11,0.4,3.0,0.0,0.0,3.1,3.1,0.08,0.9,0.9
Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,30,1989,15.7,2.0,47.0,10.0,21.3,3.0,0.64,0.04,0.2,5.0,0.0,0.0,2.4,2.4,0.05,-0.4,-0.4
Jasmin Kurtić,si SVN,"MF,FW",Parma,it Serie A,30,1989,18.5,2.0,24.0,7.0,29.2,1.3,0.38,0.08,0.29,0.0,0.0,0.0,0.8,0.8,0.04,1.2,1.2
Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,26,1992,9.5,1.0,6.0,3.0,50.0,0.63,0.31,0.17,0.33,0.0,0.0,0.0,0.6,0.6,0.11,0.4,0.4
Dereck Kutesa,ch SUI,"FW,MF",Reims,fr Ligue 1,21,1997,5.9,1.0,4.0,2.0,50.0,0.68,0.34,0.25,0.5,0.0,0.0,0.0,0.2,0.2,0.05,0.8,0.8
Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,de Bundesliga,19,2000,7.5,3.0,15.0,5.0,33.3,1.99,0.66,0.2,0.6,0.0,0.0,0.0,1.5,1.5,0.1,1.5,1.5
Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,22,1997,10.9,0.0,4.0,2.0,50.0,0.37,0.18,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Antonino La Gumina,it ITA,FW,Sampdoria,it Serie A,23,1996,2.1,0.0,4.0,2.0,50.0,1.94,0.97,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.07,-0.3,-0.3
Andrea La Mantia,it ITA,FW,Lecce,it Serie A,28,1991,6.1,2.0,20.0,8.0,40.0,3.25,1.3,0.1,0.25,0.0,0.0,0.0,3.5,3.5,0.18,-1.5,-1.5
Gaëtan Laborde,fr FRA,FW,Montpellier,fr Ligue 1,25,1994,24.9,6.0,63.0,21.0,33.3,2.53,0.84,0.1,0.29,0.0,0.0,0.0,8.1,8.1,0.13,-2.1,-2.1
Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,28,1991,20.8,10.0,53.0,26.0,49.1,2.55,1.25,0.19,0.38,3.0,0.0,0.0,8.5,8.5,0.16,1.5,1.5
Riccardo Ladinetti,it ITA,MF,Cagliari,it Serie A,18,2000,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,20,1999,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Víctor Laguardia,es ESP,DF,Alavés,es La Liga,29,1989,29.5,1.0,8.0,1.0,12.5,0.27,0.03,0.13,1.0,0.0,0.0,0.0,0.8,0.8,0.1,0.2,0.2
Jack Lahne,se SWE,FW,Amiens,fr Ligue 1,17,2001,0.1,1.0,1.0,1.0,100.0,10.0,10.0,1.0,1.0,0.0,0.0,0.0,0.4,0.4,0.45,0.6,0.6
Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,22,1997,23.5,2.0,10.0,6.0,60.0,0.43,0.26,0.2,0.33,0.0,0.0,0.0,0.8,0.8,0.08,1.2,1.2
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,26,1992,30.1,1.0,16.0,5.0,31.3,0.53,0.17,0.06,0.2,0.0,0.0,0.0,1.1,1.1,0.07,-0.1,-0.1
Diego Lainez,mx MEX,"MF,FW",Betis,es La Liga,19,2000,3.9,0.0,6.0,2.0,33.3,1.55,0.52,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
Kenny Lala,fr FRA,DF,Strasbourg,fr Ligue 1,27,1991,22.7,2.0,16.0,5.0,31.3,0.7,0.22,0.0,0.0,4.0,2.0,2.0,2.9,1.4,0.09,-0.9,-1.4
Adam Lallana,eng ENG,"MF,FW",Liverpool,eng Premier League,31,1988,4.2,1.0,5.0,1.0,20.0,1.18,0.24,0.2,1.0,0.0,0.0,0.0,1.1,1.1,0.21,-0.1,-0.1
Érik Lamela,ar ARG,"MF,FW",Tottenham,eng Premier League,27,1992,13.5,2.0,29.0,8.0,27.6,2.15,0.59,0.07,0.25,4.0,0.0,0.0,2.7,2.7,0.1,-0.7,-0.7
Tariq Lamptey,eng ENG,DF,Chelsea,eng Premier League,18,2000,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tariq Lamptey,eng ENG,DF,Brighton,eng Premier League,18,2000,6.5,0.0,2.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,27,1992,10.3,1.0,5.0,2.0,40.0,0.48,0.19,0.2,0.5,0.0,0.0,0.0,0.9,0.9,0.18,0.1,0.1
Michael Lang,ch SUI,DF,Werder Bremen,de Bundesliga,28,1991,6.0,0.0,5.0,2.0,40.0,0.83,0.33,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3
Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31,1988,3.5,0.0,4.0,1.0,25.0,1.15,0.29,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.11,-0.4,-0.4
Henri Lansbury,eng ENG,MF,Aston Villa,eng Premier League,28,1990,2.2,0.0,2.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,26,1993,15.3,0.0,23.0,7.0,30.4,1.5,0.46,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.09,-2.0,-2.0
Gianluca Lapadula,it ITA,FW,Lecce,it Serie A,29,1990,19.8,11.0,60.0,21.0,35.0,3.03,1.06,0.15,0.43,0.0,2.0,2.0,10.6,9.1,0.15,0.4,-0.1
Aymeric Laporte,fr FRA,DF,Manchester City,eng Premier League,25,1994,12.2,1.0,4.0,1.0,25.0,0.33,0.08,0.25,1.0,0.0,0.0,0.0,0.3,0.3,0.08,0.7,0.7
Danilo Larangeira,br BRA,DF,Bologna,it Serie A,35,1984,29.3,2.0,8.0,2.0,25.0,0.27,0.07,0.25,1.0,0.0,0.0,0.0,0.7,0.7,0.08,1.3,1.3
Larra,es ESP,"FW,MF",Athletic Club,es La Liga,21,1997,2.8,0.0,3.0,1.0,33.3,1.08,0.36,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22,1997,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Lasagna,it ITA,FW,Udinese,it Serie A,26,1992,28.5,10.0,83.0,34.0,41.0,2.91,1.19,0.12,0.29,1.0,0.0,0.0,9.6,9.6,0.12,0.4,0.4
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25,1993,23.1,1.0,9.0,2.0,22.2,0.39,0.09,0.11,0.5,0.0,0.0,0.0,0.3,0.3,0.03,0.7,0.7
Paul Lasne,fr FRA,"MF,FW",Brest,fr Ligue 1,30,1989,13.6,2.0,15.0,5.0,33.3,1.1,0.37,0.13,0.4,0.0,0.0,0.0,1.1,1.1,0.07,0.9,0.9
Toni Lato,es ESP,"DF,MF",Osasuna,es La Liga,21,1997,5.2,1.0,4.0,2.0,50.0,0.77,0.38,0.25,0.5,0.0,0.0,0.0,0.3,0.3,0.09,0.7,0.7
Danny Latza,de GER,MF,Mainz 05,de Bundesliga,29,1989,15.3,0.0,15.0,3.0,20.0,0.98,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06,-1.0,-1.0
Vincent Laurini,fr FRA,DF,Parma,it Serie A,30,1989,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wesley Lautoa,nc NCL,"MF,DF",Dijon,fr Ligue 1,31,1987,20.8,0.0,11.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.06,-0.7,-0.7
Diego Laxalt,uy URU,"DF,MF",Torino,it Serie A,26,1993,6.6,0.0,5.0,1.0,20.0,0.76,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Laxalt,uy URU,DF,Milan,it Serie A,26,1993,1.9,0.0,1.0,1.0,100.0,0.52,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Valentino Lazaro,at AUT,"DF,MF",Newcastle Utd,eng Premier League,23,1996,5.3,1.0,4.0,1.0,25.0,0.75,0.19,0.25,1.0,0.0,0.0,0.0,0.5,0.5,0.13,0.5,0.5
Valentino Lazaro,at AUT,"DF,MF",Inter,it Serie A,23,1996,3.6,0.0,3.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Darko Lazović,rs SRB,DF,Hellas Verona,it Serie A,28,1990,36.0,3.0,36.0,17.0,47.2,1.0,0.47,0.08,0.18,1.0,0.0,0.0,2.4,2.3,0.06,0.6,0.7
Manuel Lazzari,it ITA,DF,Lazio,it Serie A,25,1993,28.3,0.0,16.0,9.0,56.3,0.57,0.32,0.0,0.0,1.0,0.0,0.0,1.4,1.4,0.09,-1.4,-1.4
Mickaël Le Bihan,fr FRA,FW,Nice,fr Ligue 1,29,1990,1.1,0.0,2.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,22,1996,26.6,1.0,12.0,2.0,16.7,0.45,0.08,0.08,0.5,0.0,0.0,0.0,0.9,0.9,0.08,0.1,0.1
Damien Le Tallec,fr FRA,"MF,DF",Montpellier,fr Ligue 1,29,1990,27.3,2.0,16.0,7.0,43.8,0.59,0.26,0.13,0.29,0.0,0.0,0.0,1.0,1.0,0.06,1.0,1.0
James Lea Siliki,fr FRA,MF,Rennes,fr Ligue 1,23,1996,12.0,0.0,15.0,3.0,20.0,1.25,0.25,0.0,0.0,1.0,0.0,0.0,0.9,0.9,0.06,-0.9,-0.9
Rafael Leão,pt POR,FW,Milan,it Serie A,20,1999,15.6,6.0,45.0,15.0,33.3,2.88,0.96,0.13,0.4,0.0,0.0,0.0,4.9,4.9,0.11,1.1,1.1
Adrien Lebeau,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathew Leckie,au AUS,"DF,FW",Hertha BSC,de Bundesliga,28,1991,2.2,0.0,2.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,28,1991,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,26,1993,25.0,5.0,53.0,21.0,39.6,2.12,0.84,0.09,0.24,0.0,0.0,0.0,3.5,3.5,0.07,1.5,1.5
Jordan Lefort,fr FRA,DF,Amiens,fr Ligue 1,25,1993,9.4,0.0,3.0,1.0,33.3,0.32,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Wu Lei,cn CHN,"FW,MF",Espanyol,es La Liga,27,1991,19.1,4.0,45.0,15.0,33.3,2.36,0.79,0.09,0.27,0.0,0.0,0.0,5.6,5.6,0.12,-1.6,-1.6
Toni Leistner,de GER,DF,Köln,de Bundesliga,28,1990,11.2,0.0,2.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Moritz Leitner,de GER,MF,Norwich City,eng Premier League,26,1992,7.6,0.0,8.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
Lucas Leiva,br BRA,MF,Lazio,it Serie A,32,1987,20.1,0.0,10.0,3.0,30.0,0.5,0.15,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6
Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,28,1991,4.9,2.0,4.0,3.0,75.0,0.81,0.61,0.5,0.67,0.0,0.0,0.0,0.6,0.6,0.14,1.4,1.4
Iñigo Lekue,es ESP,"FW,DF",Athletic Club,es La Liga,26,1993,6.9,0.0,3.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Nicolas Lemaître,fr FRA,GK,Reims,fr Ligue 1,22,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,23,1995,10.3,0.0,11.0,3.0,27.3,1.07,0.29,0.0,0.0,3.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5
Tim Lemperle,de GER,"FW,MF",Köln,de Bundesliga,17,2002,0.2,0.0,1.0,0.0,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,-0.1,-0.1
Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,24,1995,26.9,2.0,10.0,3.0,30.0,0.37,0.11,0.2,0.67,0.0,0.0,0.0,0.9,0.9,0.09,1.1,1.1
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,32,1987,5.5,0.0,1.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Bernd Leno,de GER,GK,Arsenal,eng Premier League,27,1992,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher Lenz,de GER,DF,Union Berlin,de Bundesliga,24,1994,25.2,0.0,15.0,3.0,20.0,0.6,0.12,0.0,0.0,1.0,0.0,0.0,0.6,0.6,0.04,-0.6,-0.6
Donovan Léon,gf GUF,GK,Brest,fr Ligue 1,26,1992,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro León,es ESP,"MF,FW",Eibar,es La Liga,32,1986,21.1,1.0,38.0,14.0,36.8,1.8,0.66,0.03,0.07,6.0,0.0,0.0,3.0,3.0,0.08,-2.0,-2.0
Sergio León,es ESP,FW,Levante,es La Liga,30,1989,7.5,1.0,22.0,5.0,22.7,2.95,0.67,0.05,0.2,0.0,0.0,0.0,2.4,2.4,0.11,-1.4,-1.4
Lukas Lerager,dk DEN,MF,Genoa,it Serie A,26,1993,15.4,1.0,14.0,5.0,35.7,0.91,0.32,0.07,0.2,0.0,0.0,0.0,1.3,1.3,0.09,-0.3,-0.3
Mehdi Léris,fr FRA,"MF,FW",Sampdoria,it Serie A,21,1998,5.7,1.0,12.0,3.0,25.0,2.12,0.53,0.08,0.33,1.0,0.0,0.0,0.8,0.6,0.05,0.2,0.4
Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,24,1994,30.0,1.0,30.0,2.0,6.7,1.0,0.07,0.03,0.5,0.0,0.0,0.0,1.2,1.2,0.04,-0.2,-0.2
Karlo Letica,hr CRO,GK,SPAL,it Serie A,22,1997,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,30,1988,30.7,34.0,134.0,59.0,44.0,4.37,1.92,0.22,0.49,2.0,5.0,5.0,27.5,23.7,0.18,6.5,5.3
Jamal Lewis,nir NIR,DF,Norwich City,eng Premier League,21,1998,25.6,1.0,9.0,4.0,44.4,0.35,0.16,0.11,0.25,0.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6
Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,21,1997,8.6,2.0,25.0,8.0,32.0,2.9,0.93,0.04,0.13,0.0,1.0,2.0,4.9,3.4,0.13,-2.9,-2.4
Stephan Lichtsteiner,ch SUI,DF,Augsburg,de Bundesliga,35,1984,14.9,0.0,2.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Dimitri Liénard,fr FRA,MF,Strasbourg,fr Ligue 1,31,1988,16.5,2.0,34.0,10.0,29.4,2.06,0.6,0.06,0.2,7.0,0.0,0.0,1.6,1.6,0.05,0.4,0.4
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,23,1996,20.2,0.0,7.0,2.0,28.6,0.35,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.15,-1.0,-1.0
Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,19,1999,27.2,4.0,18.0,9.0,50.0,0.66,0.33,0.22,0.44,0.0,0.0,0.0,2.6,2.6,0.15,1.4,1.4
Isaac Lihadji,fr FRA,"DF,MF",Marseille,fr Ligue 1,17,2002,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lillo,es ESP,DF,Osasuna,es La Liga,30,1989,2.2,0.0,1.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
Anderson Lima,br BRA,MF,Lazio,it Serie A,19,1999,0.7,0.0,5.0,2.0,40.0,7.26,2.9,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Lucas Lima,br BRA,"FW,DF",Nantes,fr Ligue 1,27,1991,3.0,0.0,2.0,1.0,50.0,0.67,0.33,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Anthony Limbombe,be BEL,"FW,MF",Nantes,fr Ligue 1,25,1994,1.7,1.0,2.0,1.0,50.0,1.19,0.6,0.5,1.0,0.0,0.0,0.0,0.3,0.3,0.13,0.7,0.7
Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,25,1994,34.4,1.0,6.0,1.0,16.7,0.17,0.03,0.17,1.0,0.0,0.0,0.0,0.4,0.4,0.07,0.6,0.6
Karol Linetty,pl POL,MF,Sampdoria,it Serie A,24,1995,22.4,4.0,31.0,9.0,29.0,1.38,0.4,0.13,0.44,0.0,0.0,0.0,1.7,1.7,0.06,2.3,2.3
Jesse Lingard,eng ENG,"MF,FW",Manchester Utd,eng Premier League,26,1992,10.4,1.0,22.0,6.0,27.3,2.12,0.58,0.05,0.17,0.0,0.0,0.0,2.7,2.7,0.12,-1.7,-1.7
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pol Lirola,es ESP,DF,Fiorentina,it Serie A,21,1997,29.4,0.0,23.0,8.0,34.8,0.78,0.27,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.06,-1.5,-1.5
