Player,Nation,Pos,Squad,Comp,Age,Born,90s,No. Tackels,No Tackels won,Def 3rd tackles,Mid 3rd tackles,Att 3rd tackles,Tackles v Dribbles,Tackles v Dribble attempts,% of dribblers tackled,No of times dribbled past,Pressures,Succ Pressures,Succ Pressures %,Def 3rd Pressures,Mid 3rd Pressures,Att 3rd Pressures,Blocks,Blocked shots,ShSv,Blocked pass,Interceptions,Tkl+Int,Clearances,Errors
Pedro Rebocho,pt POR,DF,Guingamp,fr Ligue 1,23,1995,36.0,63.0,35.0,30.0,27.0,6.0,27.0,57.0,47.4,30.0,501.0,166.0,33.1,268.0,185.0,48.0,87.0,12.0,2.0,75.0,28.0,91.0,82.0,0.0
Arkadiusz Reca,pl POL,"DF,FW",Atalanta,it Serie A,23,1995,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,4.0,57.1,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
Recio,es ESP,MF,Leganés,es La Liga,27,1991,14.3,30.0,22.0,11.0,16.0,3.0,10.0,34.0,29.4,24.0,304.0,67.0,22.0,106.0,157.0,41.0,16.0,1.0,0.0,15.0,13.0,43.0,21.0,0.0
Nathan Redmond,eng ENG,"FW,MF",Southampton,eng Premier League,24,1994,36.3,43.0,29.0,18.0,13.0,12.0,12.0,43.0,27.9,31.0,1018.0,244.0,24.0,240.0,457.0,321.0,57.0,4.0,0.0,53.0,21.0,64.0,11.0,0.0
Vasco Regini,it ITA,DF,SPAL,it Serie A,27,1990,0.9,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,19.0,6.0,31.6,11.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0
Sergio Reguilón,es ESP,DF,Real Madrid,es La Liga,21,1996,12.4,23.0,15.0,14.0,8.0,1.0,7.0,22.0,31.8,15.0,210.0,58.0,27.6,101.0,75.0,34.0,28.0,4.0,0.0,24.0,17.0,40.0,39.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Reid,jm JAM,"FW,MF",Cardiff City,eng Premier League,25,1993,15.8,12.0,9.0,5.0,5.0,2.0,2.0,15.0,13.3,13.0,498.0,95.0,19.1,57.0,279.0,162.0,8.0,1.0,0.0,7.0,7.0,19.0,14.0,0.0
Pepe Reina,es ESP,GK,Milan,it Serie A,35,1982,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Reine-Adélaïde,fr FRA,"FW,MF",Angers,fr Ligue 1,20,1998,28.4,42.0,24.0,24.0,12.0,6.0,11.0,44.0,25.0,33.0,579.0,122.0,21.1,145.0,313.0,121.0,30.0,0.0,0.0,30.0,23.0,65.0,5.0,0.0
Karim Rekik,nl NED,DF,Hertha BSC,de Bundesliga,23,1994,23.0,44.0,35.0,28.0,15.0,1.0,15.0,23.0,65.2,8.0,173.0,57.0,32.9,110.0,59.0,4.0,39.0,18.0,1.0,21.0,29.0,73.0,103.0,0.0
Loïc Rémy,fr FRA,FW,Lille,fr Ligue 1,31,1987,13.4,3.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,174.0,32.0,18.4,10.0,91.0,73.0,7.0,2.0,0.0,5.0,0.0,3.0,17.0,0.0
Michael Rensing,de GER,GK,Düsseldorf,de Bundesliga,34,1984,32.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,1.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,29,1989,25.7,38.0,29.0,12.0,16.0,10.0,6.0,36.0,16.7,30.0,618.0,155.0,25.1,67.0,316.0,235.0,29.0,3.0,0.0,26.0,12.0,50.0,29.0,1.0
Elvis Rexhbeçaj,de GER,MF,Wolfsburg,de Bundesliga,20,1997,12.7,29.0,21.0,11.0,14.0,4.0,9.0,27.0,33.3,18.0,261.0,89.0,34.1,69.0,138.0,54.0,31.0,2.0,0.0,29.0,7.0,36.0,25.0,0.0
Diego Reyes,mx MEX,DF,Leganés,es La Liga,25,1992,3.6,7.0,6.0,3.0,4.0,0.0,2.0,5.0,40.0,3.0,32.0,15.0,46.9,18.0,13.0,1.0,9.0,5.0,0.0,4.0,2.0,9.0,28.0,0.0
Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,27,1990,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,66.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
Simon Rhein,de GER,MF,Nürnberg,de Bundesliga,20,1998,5.5,8.0,7.0,7.0,1.0,0.0,5.0,13.0,38.5,8.0,64.0,16.0,25.0,41.0,19.0,4.0,12.0,1.0,0.0,11.0,9.0,17.0,5.0,0.0
Franck Ribéry,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,35,1983,13.0,16.0,12.0,6.0,8.0,2.0,5.0,17.0,29.4,12.0,233.0,79.0,33.9,55.0,100.0,78.0,11.0,1.0,0.0,10.0,1.0,17.0,0.0,0.0
Declan Rice,eng ENG,MF,West Ham,eng Premier League,19,1999,33.4,93.0,68.0,40.0,51.0,2.0,31.0,89.0,34.8,58.0,791.0,218.0,27.6,380.0,373.0,38.0,54.0,12.0,1.0,42.0,52.0,145.0,59.0,0.0
Jazz Richards,wal WAL,"DF,MF",Cardiff City,eng Premier League,27,1991,1.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,16.0,2.0,12.5,10.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,6.0,0.0
Richarlison,br BRA,"FW,MF",Everton,eng Premier League,21,1997,29.6,55.0,34.0,20.0,24.0,11.0,9.0,26.0,34.6,17.0,632.0,169.0,26.7,139.0,301.0,192.0,33.0,5.0,0.0,28.0,14.0,69.0,35.0,0.0
Marco Richter,de GER,"FW,MF",Augsburg,de Bundesliga,20,1997,15.8,13.0,8.0,4.0,6.0,3.0,5.0,19.0,26.3,14.0,299.0,65.0,21.7,58.0,122.0,119.0,18.0,1.0,0.0,17.0,11.0,24.0,6.0,0.0
Diego Rico,es ESP,"DF,MF",Bournemouth,eng Premier League,25,1993,6.8,12.0,5.0,5.0,3.0,4.0,3.0,12.0,25.0,9.0,147.0,24.0,16.3,78.0,46.0,23.0,17.0,1.0,0.0,16.0,15.0,27.0,21.0,0.0
Mikel Rico,es ESP,MF,Athletic Club,es La Liga,33,1984,2.7,2.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,6.0,62.0,11.0,17.7,13.0,32.0,17.0,4.0,2.0,0.0,2.0,3.0,5.0,7.0,0.0
Sergio Rico,es ESP,GK,Fulham,eng Premier League,24,1993,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asier Riesgo,es ESP,GK,Eibar,es La Liga,34,1983,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Sascha Riether,de GER,DF,Schalke 04,de Bundesliga,35,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emiliano Rigoni,ar ARG,"FW,MF",Atalanta,it Serie A,25,1993,5.8,4.0,3.0,1.0,2.0,1.0,1.0,7.0,14.3,6.0,108.0,29.0,26.9,15.0,51.0,42.0,5.0,0.0,0.0,5.0,6.0,10.0,1.0,0.0
Luca Rigoni,it ITA,MF,Parma,it Serie A,33,1984,19.6,44.0,34.0,31.0,11.0,2.0,20.0,47.0,42.6,27.0,340.0,75.0,22.1,171.0,136.0,33.0,32.0,5.0,0.0,27.0,19.0,63.0,38.0,0.0
Nicola Rigoni,it ITA,MF,Chievo,it Serie A,27,1990,21.7,48.0,34.0,24.0,16.0,8.0,14.0,58.0,24.1,44.0,428.0,102.0,23.8,158.0,219.0,51.0,28.0,4.0,0.0,24.0,22.0,70.0,51.0,1.0
Kévin Rimane,gf GUF,MF,Paris S-G,fr Ligue 1,27,1991,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,40.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomás Rincón,ve VEN,MF,Torino,it Serie A,30,1988,31.1,79.0,60.0,30.0,38.0,11.0,21.0,70.0,30.0,49.0,653.0,197.0,30.2,218.0,332.0,103.0,45.0,3.0,0.0,42.0,46.0,125.0,76.0,0.0
