Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls commited,Fouls drawn,Offsides,Crosses,Interceptions,Tackles won,Penalties won,Penalties conceded,Own goals,Recoveries,Aerial Duels won,Aerial Duels lost,Aerial win %,% of dribblers tackled,A-xA,Assists,Att 3rd Pressures,Att 3rd tackles,Att 3rd touches,Attempted Dribbles,Blocked pass,Blocked shots,Blocks,CK in,CK out,CK str,Carries,Clearances,Corner Kicks,Crosses into Penalty Area,Dead Ball passes,Def 3rd Pressures,Def 3rd tackles,Def 3rd touches,Def Pen touches,Errors,Free Kick passes,G-xG,GCA OG,GCA dribbled,GCA fouls,GCA pass dead,GCA pass live,GCA shots,Goal-Creating Actions,Goal-Creating Actions p90,Goals,Goals per shot,Goals per shot on target,Ground passes,Head passes,High passes,Key Passes,Left passes,Live Ball passes,Live ball touches,Long Pass Completion %,Long Passes Attempted,Long Passes Completed,Low passes,Medium Pass Completion %,Medium Passes Attempted,Medium Passes Completed,Megs,Mid 3rd Pressures,Mid 3rd tackles,Mid 3rd touches,Miscon,No Tackels won,No of times dribbled past,No. Tackels,Non-penalty xG,Other passes,Pass Completion %,Pass Targets,Pass out of bounds,Passes Attempted,Passes Completed,Passes Dispossed,Passes Received,Passes Received %,Passes blocked,Passes completed,Passes intercepted,Passes into Final Third,Passes into Penalty Area,Passes offside,Passes under pressure,Penalty Kicks attempted,Penalty Kicks scored,Players dribbled past,Pressures,PrgDist,ProgDist carries,Progressive Passes,Right passes,SCA from dribbles,SCA from fouls,SCA pass dead,SCA pass live,SCA shots,ShSv,Short Pass Completion %,Short Passes Attempted,Short Passes Completed,Shot-Creating Actions,Shot-Creating Actions p90,Shots,Shots Total p90,Shots from Free Kicks,Shots on Target,Shots on Target %,Shots on Target p90,Succ Pressures,Succ Pressures %,Successful Dribble %,Successful Dribbles,Switches,Tackles v Dribble attempts,Tackles v Dribbles,Through Balls,Throw ins,Tkl+Int,TotDist,Total Distance carries,Touches,Touches in Box,np:G-xG,npxG/Sh,xA,xG
Angus Gunn,eng ENG,GK,Southampton,eng Premier League,22,1996,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,1.0,0.0,0.0,141.0,0.0,0.0,332.0,271.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,256.0,0.0,9.0,166.0,197.0,31.1,273.0,85.0,4.0,100.0,34.0,34.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,38.8,95.0,11.0,307.0,119.0,0.0,94.0,98.9,1.0,119.0,2.0,11.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,4583.0,440.0,0.0,240.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5691.0,783.0,337.0,0.0,0.0,0.0,0.0,0.0
Aron Gunnarsson,is ISL,MF,Cardiff City,eng Premier League,29,1989,25.2,5.0,0.0,0.0,27.0,30.0,0.0,50.0,34.0,48.0,0.0,0.0,0.0,348.0,38.0,28.0,57.6,21.5,-0.6,1.0,21.0,3.0,302.0,10.0,35.0,14.0,49.0,0.0,0.0,0.0,509.0,47.0,0.0,2.0,171.0,229.0,29.0,275.0,78.0,1.0,7.0,-0.3,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.12,1.0,0.05,0.25,438.0,71.0,338.0,13.0,70.0,755.0,1007.0,51.0,382.0,195.0,150.0,77.2,517.0,399.0,0.0,292.0,31.0,631.0,12.0,48.0,62.0,63.0,1.3,7.0,65.6,482.0,24.0,926.0,607.0,12.0,424.0,88.0,9.0,607.0,20.0,60.0,11.0,3.0,145.0,0.0,0.0,9.0,542.0,4567.0,946.0,119.0,588.0,0.0,3.0,9.0,20.0,1.0,0.0,48.1,27.0,13.0,33.0,1.31,20.0,0.79,0.0,4.0,20.0,0.16,141.0,26.0,90.0,9.0,14.0,79.0,17.0,2.0,158.0,97.0,12383.0,2065.0,1175.0,17.0,-0.3,0.06,1.6,1.3
Christian Günter,de GER,DF,Freiburg,de Bundesliga,25,1993,32.0,4.0,1.0,1.0,28.0,27.0,5.0,106.0,19.0,25.0,0.0,0.0,0.0,204.0,10.0,16.0,38.5,26.7,1.2,5.0,39.0,8.0,700.0,76.0,35.0,8.0,43.0,11.0,1.0,0.0,1113.0,44.0,51.0,21.0,409.0,183.0,23.0,473.0,83.0,0.0,44.0,-0.9,0.0,0.0,0.0,2.0,3.0,2.0,7.0,0.22,0.0,0.0,0.0,749.0,33.0,412.0,47.0,1008.0,1089.0,1394.0,53.8,437.0,235.0,337.0,83.1,990.0,823.0,7.0,117.0,11.0,767.0,37.0,25.0,33.0,42.0,0.9,0.0,71.8,1154.0,31.0,1498.0,1075.0,36.0,1018.0,88.2,70.0,1075.0,33.0,44.0,39.0,3.0,229.0,0.0,0.0,47.0,339.0,8374.0,5278.0,218.0,136.0,4.0,2.0,24.0,50.0,4.0,0.0,23.9,71.0,17.0,84.0,2.63,27.0,0.84,0.0,8.0,29.6,0.25,89.0,26.3,51.3,39.0,48.0,45.0,12.0,1.0,314.0,61.0,20359.0,7767.0,1796.0,47.0,-0.9,0.03,3.8,0.9
Koray Günter,de GER,DF,Genoa,it Serie A,23,1994,9.3,1.0,0.0,0.0,6.0,9.0,1.0,2.0,15.0,15.0,0.0,0.0,0.0,75.0,21.0,6.0,77.8,47.1,-0.3,0.0,1.0,0.0,21.0,0.0,3.0,9.0,12.0,0.0,0.0,0.0,243.0,50.0,1.0,1.0,18.0,48.0,12.0,228.0,50.0,1.0,14.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,19.0,68.0,5.0,44.0,323.0,414.0,73.3,131.0,96.0,34.0,93.2,205.0,191.0,0.0,20.0,5.0,210.0,0.0,15.0,9.0,17.0,0.3,2.0,84.2,248.0,6.0,341.0,287.0,0.0,239.0,96.4,6.0,287.0,3.0,24.0,8.0,0.0,47.0,0.0,0.0,0.0,69.0,2149.0,596.0,20.0,264.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,5.0,0.0,8.0,0.86,3.0,0.32,0.0,0.0,0.0,0.0,28.0,40.6,0.0,0.0,6.0,17.0,8.0,0.0,3.0,32.0,6264.0,1209.0,431.0,6.0,-0.3,0.11,0.3,0.3
Serdar Gürler,tr TUR,"FW,MF",Huesca,es La Liga,26,1991,5.4,2.0,0.0,0.0,5.0,11.0,7.0,18.0,4.0,7.0,0.0,0.0,0.0,37.0,3.0,16.0,15.8,29.4,0.7,1.0,10.0,0.0,118.0,17.0,9.0,0.0,9.0,0.0,0.0,0.0,181.0,1.0,4.0,4.0,8.0,30.0,4.0,29.0,2.0,0.0,1.0,-0.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.19,0.0,0.0,0.0,108.0,10.0,28.0,6.0,27.0,152.0,220.0,38.9,18.0,7.0,24.0,72.7,128.0,93.0,0.0,49.0,6.0,98.0,12.0,7.0,12.0,10.0,0.3,2.0,65.0,249.0,2.0,160.0,104.0,13.0,157.0,63.1,16.0,104.0,4.0,5.0,7.0,1.0,23.0,0.0,0.0,11.0,89.0,447.0,875.0,19.0,115.0,0.0,1.0,1.0,10.0,1.0,0.0,28.6,14.0,4.0,13.0,2.43,6.0,1.12,0.0,1.0,16.7,0.19,27.0,30.3,52.9,9.0,2.0,17.0,5.0,0.0,3.0,14.0,1493.0,1301.0,228.0,28.0,-0.3,0.04,0.3,0.3
Ahmet Gürleyen,de GER,DF,Mainz 05,de Bundesliga,19,1999,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,100.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,100.0,2.0,0.0,2.0,2.0,0.0,2.0,100.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,4.0,1.0,-0.5,0.49,0.0,0.5
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Régis Gurtner,fr FRA,GK,Amiens,fr Ligue 1,31,1986,38.0,4.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0,2.0,0.0,0.0,490.0,2.0,0.0,1225.0,1032.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,821.0,1.0,23.0,659.0,746.0,45.3,972.0,440.0,38.0,100.0,176.0,176.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,87.0,53.6,357.0,59.0,1149.0,616.0,0.0,356.0,99.7,3.0,616.0,0.0,24.0,0.0,3.0,49.0,0.0,0.0,3.0,2.0,19750.0,1900.0,1.0,916.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,100.0,3.0,33.0,1.0,0.0,0.0,0.0,0.0,26254.0,2852.0,1232.0,0.0,0.0,0.0,0.0,0.0
Gorka Guruzeta,es ESP,"FW,MF",Athletic Club,es La Liga,21,1996,0.6,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,25.0,0.0,-0.1,0.0,5.0,0.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,2.0,9.0,18.0,50.0,2.0,1.0,3.0,87.5,8.0,7.0,0.0,7.0,0.0,6.0,2.0,1.0,3.0,1.0,0.1,0.0,80.0,33.0,0.0,10.0,8.0,1.0,12.0,36.4,0.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,25.0,18.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,99.0,33.0,19.0,1.0,-0.1,0.06,0.1,0.1
Luiz Gustavo,br BRA,"MF,DF",Marseille,fr Ligue 1,31,1987,27.1,8.0,0.0,0.0,38.0,41.0,2.0,5.0,24.0,38.0,0.0,2.0,0.0,258.0,7.0,21.0,25.0,31.1,-0.4,0.0,25.0,4.0,200.0,24.0,19.0,16.0,35.0,0.0,0.0,0.0,1244.0,67.0,0.0,3.0,34.0,157.0,46.0,684.0,113.0,2.0,34.0,-0.4,0.0,0.0,0.0,0.0,3.0,4.0,7.0,0.26,2.0,0.06,0.29,1184.0,49.0,149.0,8.0,1032.0,1404.0,1690.0,79.0,405.0,320.0,105.0,93.7,1008.0,944.0,0.0,187.0,17.0,954.0,4.0,38.0,42.0,67.0,2.4,5.0,88.8,1272.0,23.0,1438.0,1277.0,13.0,1204.0,94.7,15.0,1277.0,14.0,87.0,11.0,1.0,197.0,0.0,0.0,20.0,369.0,7391.0,3170.0,91.0,349.0,0.0,1.0,0.0,20.0,7.0,0.0,52.0,25.0,13.0,28.0,1.03,33.0,1.22,2.0,7.0,21.2,0.26,123.0,33.3,79.2,19.0,23.0,61.0,19.0,3.0,0.0,91.0,25104.0,6216.0,1715.0,27.0,-0.4,0.07,0.4,2.4
Jonathan de Guzmán,nl NED,MF,Eint Frankfurt,de Bundesliga,30,1987,17.4,4.0,0.0,0.0,20.0,17.0,2.0,41.0,10.0,22.0,0.0,0.0,0.0,188.0,16.0,11.0,59.3,31.8,2.4,6.0,49.0,4.0,337.0,21.0,25.0,2.0,27.0,5.0,5.0,1.0,737.0,20.0,73.0,4.0,127.0,84.0,6.0,182.0,26.0,0.0,48.0,-0.1,0.0,0.0,0.0,1.0,6.0,1.0,8.0,0.46,3.0,0.14,0.43,603.0,41.0,227.0,29.0,127.0,821.0,981.0,55.3,320.0,177.0,118.0,83.8,597.0,500.0,2.0,194.0,17.0,649.0,14.0,22.0,15.0,27.0,3.1,7.0,72.5,777.0,22.0,948.0,687.0,20.0,695.0,89.4,22.0,687.0,20.0,64.0,17.0,8.0,147.0,0.0,0.0,15.0,327.0,4245.0,1680.0,122.0,752.0,0.0,0.0,23.0,20.0,2.0,0.0,32.3,31.0,10.0,45.0,2.59,21.0,1.21,2.0,7.0,33.3,0.4,107.0,32.7,61.9,13.0,40.0,22.0,7.0,6.0,6.0,37.0,13285.0,3612.0,1103.0,19.0,-0.1,0.15,3.6,3.1
Janik Haberer,de GER,"MF,FW",Freiburg,de Bundesliga,24,1994,26.0,5.0,1.0,1.0,48.0,47.0,3.0,17.0,26.0,45.0,0.0,0.0,0.0,299.0,43.0,45.0,48.9,31.9,0.1,3.0,90.0,11.0,324.0,48.0,34.0,6.0,40.0,1.0,0.0,1.0,963.0,46.0,2.0,5.0,33.0,172.0,34.0,333.0,58.0,0.0,14.0,-0.5,0.0,0.0,2.0,0.0,5.0,1.0,8.0,0.31,1.0,0.04,0.33,769.0,82.0,166.0,44.0,157.0,1043.0,1362.0,75.9,278.0,211.0,141.0,83.4,753.0,628.0,0.0,304.0,25.0,815.0,29.0,45.0,47.0,70.0,1.5,5.0,79.1,1012.0,21.0,1076.0,851.0,40.0,849.0,83.9,40.0,851.0,26.0,80.0,19.0,3.0,227.0,0.0,0.0,31.0,566.0,3790.0,2544.0,96.0,786.0,1.0,6.0,0.0,63.0,4.0,0.0,26.7,45.0,12.0,74.0,2.85,27.0,1.04,0.0,3.0,11.1,0.12,124.0,21.9,58.3,28.0,48.0,69.0,22.0,1.0,13.0,96.0,17069.0,5105.0,1391.0,46.0,-0.5,0.06,2.9,1.5
Hacen,mr MTN,FW,Valladolid,es La Liga,20,1997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0
Alexander Hack,de GER,DF,Mainz 05,de Bundesliga,24,1993,11.3,1.0,0.0,0.0,13.0,8.0,0.0,1.0,27.0,10.0,0.0,1.0,0.0,185.0,31.0,22.0,58.5,44.0,0.4,1.0,2.0,0.0,37.0,8.0,11.0,16.0,27.0,0.0,0.0,0.0,389.0,77.0,0.0,0.0,18.0,73.0,14.0,407.0,102.0,2.0,15.0,0.2,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.26,1.0,0.13,0.5,318.0,31.0,143.0,1.0,443.0,547.0,704.0,68.3,199.0,136.0,104.0,85.5,352.0,301.0,0.0,55.0,7.0,332.0,1.0,10.0,14.0,21.0,0.8,9.0,77.9,368.0,13.0,565.0,440.0,1.0,355.0,96.5,14.0,440.0,7.0,54.0,8.0,0.0,85.0,0.0,0.0,7.0,130.0,4254.0,1476.0,57.0,60.0,1.0,1.0,1.0,12.0,2.0,0.0,21.4,14.0,3.0,17.0,1.5,8.0,0.71,0.0,2.0,25.0,0.18,45.0,34.6,87.5,7.0,23.0,25.0,11.0,2.0,3.0,48.0,9837.0,2302.0,722.0,10.0,0.2,0.09,0.6,0.8
Munir El Haddadi,es ESP,FW,Barcelona,es La Liga,22,1995,1.7,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,33.3,0.1,1.0,11.0,0.0,44.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,59.0,1.0,1.0,0.0,7.0,10.0,1.0,5.0,2.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.59,1.0,0.25,1.0,53.0,1.0,4.0,3.0,51.0,56.0,69.0,50.0,4.0,2.0,6.0,79.3,58.0,46.0,0.0,13.0,1.0,32.0,2.0,2.0,2.0,2.0,0.6,0.0,76.2,84.0,1.0,63.0,48.0,1.0,59.0,70.2,0.0,48.0,2.0,2.0,0.0,1.0,4.0,0.0,0.0,5.0,34.0,140.0,122.0,3.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.78,4.0,2.37,0.0,1.0,25.0,0.59,13.0,38.2,83.3,5.0,1.0,3.0,1.0,0.0,2.0,2.0,597.0,256.0,76.0,11.0,0.4,0.16,0.9,0.6
Munir El Haddadi,es ESP,"FW,MF",Sevilla,es La Liga,22,1995,11.6,2.0,0.0,0.0,17.0,24.0,9.0,14.0,3.0,8.0,0.0,0.0,0.0,70.0,15.0,32.0,31.9,30.0,-0.1,1.0,66.0,4.0,250.0,29.0,20.0,0.0,20.0,1.0,0.0,0.0,354.0,9.0,2.0,2.0,20.0,29.0,5.0,46.0,11.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.35,5.0,0.16,0.45,210.0,15.0,52.0,9.0,264.0,317.0,465.0,48.9,45.0,22.0,75.0,78.5,265.0,208.0,1.0,115.0,3.0,217.0,22.0,8.0,7.0,12.0,4.0,3.0,73.0,529.0,12.0,337.0,246.0,18.0,348.0,65.8,15.0,246.0,4.0,20.0,7.0,2.0,74.0,0.0,0.0,18.0,210.0,774.0,1024.0,26.0,40.0,4.0,1.0,0.0,16.0,3.0,0.0,59.3,27.0,16.0,24.0,2.07,32.0,2.76,0.0,11.0,34.4,0.95,43.0,20.5,58.6,17.0,6.0,10.0,3.0,1.0,5.0,15.0,3262.0,1838.0,483.0,55.0,1.0,0.12,1.1,4.0
Oussama Haddadi,tn TUN,"DF,MF",Dijon,fr Ligue 1,26,1992,29.7,6.0,1.0,1.0,30.0,12.0,4.0,103.0,33.0,34.0,0.0,0.0,0.0,290.0,24.0,21.0,53.3,50.0,-0.9,2.0,57.0,6.0,569.0,28.0,58.0,5.0,63.0,0.0,0.0,0.0,1137.0,89.0,1.0,22.0,308.0,249.0,44.0,573.0,105.0,1.0,18.0,1.7,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.07,2.0,0.25,0.67,844.0,90.0,458.0,36.0,1091.0,1313.0,1631.0,56.3,465.0,262.0,319.0,83.2,1097.0,913.0,0.0,127.0,16.0,927.0,31.0,34.0,25.0,66.0,0.3,9.0,73.4,1222.0,28.0,1621.0,1190.0,25.0,1065.0,87.2,63.0,1190.0,25.0,78.0,32.0,3.0,280.0,0.0,0.0,19.0,433.0,9078.0,4451.0,198.0,127.0,1.0,1.0,5.0,48.0,1.0,1.0,25.4,59.0,15.0,56.0,1.88,8.0,0.27,0.0,3.0,37.5,0.1,133.0,30.7,60.7,17.0,52.0,50.0,25.0,1.0,289.0,99.0,22897.0,7681.0,1933.0,56.0,1.7,0.04,2.9,0.3
Florent Hadergjonaj,xk KVX,"DF,MF",Huddersfield,eng Premier League,24,1994,20.5,1.0,0.0,0.0,12.0,19.0,2.0,68.0,17.0,11.0,0.0,1.0,0.0,183.0,15.0,13.0,53.6,21.6,-1.6,0.0,50.0,3.0,415.0,23.0,40.0,6.0,46.0,0.0,0.0,0.0,680.0,30.0,0.0,19.0,171.0,176.0,12.0,258.0,30.0,2.0,15.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,43.0,286.0,24.0,63.0,808.0,993.0,51.7,261.0,135.0,165.0,82.5,675.0,557.0,2.0,155.0,15.0,554.0,21.0,11.0,29.0,30.0,0.4,3.0,71.8,805.0,16.0,979.0,703.0,8.0,679.0,84.3,41.0,703.0,24.0,46.0,25.0,2.0,174.0,0.0,0.0,11.0,381.0,4929.0,1904.0,124.0,705.0,1.0,1.0,1.0,31.0,1.0,0.0,25.6,43.0,11.0,35.0,1.71,6.0,0.29,0.0,2.0,33.3,0.1,116.0,30.4,47.8,11.0,21.0,37.0,8.0,1.0,155.0,47.0,12572.0,3275.0,1162.0,14.0,-0.4,0.06,1.6,0.4
Benjamin Hadžić,ba BIH,"FW,MF",Hannover 96,de Bundesliga,19,1999,0.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9,1.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.6,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,9.0,0.0,0.0,0.0,2.0,66.7,6.0,4.0,0.0,6.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,66.7,14.0,0.0,6.0,4.0,1.0,7.0,50.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,8.0,5.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,35.0,10.0,2.0,0.0,0.0,0.1,0.0
André Hahn,de GER,"FW,MF",Augsburg,de Bundesliga,27,1990,22.8,7.0,0.0,0.0,67.0,22.0,20.0,62.0,19.0,34.0,0.0,0.0,0.0,130.0,40.0,44.0,47.6,24.1,0.3,4.0,169.0,4.0,360.0,46.0,37.0,3.0,40.0,0.0,0.0,0.0,520.0,25.0,0.0,18.0,19.0,115.0,21.0,152.0,36.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0.26,4.0,0.11,0.29,261.0,67.0,155.0,25.0,70.0,532.0,825.0,44.9,147.0,66.0,135.0,64.8,355.0,230.0,0.0,328.0,28.0,393.0,50.0,34.0,41.0,53.0,2.5,10.0,55.2,846.0,13.0,551.0,304.0,35.0,538.0,63.6,52.0,304.0,19.0,16.0,22.0,3.0,142.0,0.0,0.0,25.0,612.0,1828.0,1725.0,58.0,358.0,2.0,2.0,1.0,34.0,7.0,0.0,16.3,49.0,8.0,46.0,2.02,36.0,1.58,0.0,14.0,38.9,0.61,152.0,24.8,47.8,22.0,28.0,54.0,13.0,1.0,12.0,72.0,5781.0,3811.0,844.0,66.0,1.5,0.07,3.7,2.5
Amadou Haidara,ml MLI,MF,RB Leipzig,de Bundesliga,20,1998,4.2,1.0,0.0,0.0,10.0,5.0,1.0,4.0,6.0,7.0,0.0,0.0,0.0,48.0,10.0,9.0,52.6,26.7,-0.3,0.0,17.0,2.0,84.0,15.0,8.0,1.0,9.0,0.0,1.0,0.0,184.0,7.0,1.0,1.0,4.0,22.0,5.0,29.0,6.0,0.0,2.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.24,1.0,0.09,0.5,131.0,5.0,29.0,4.0,19.0,191.0,259.0,69.2,39.0,27.0,35.0,83.7,147.0,123.0,1.0,56.0,6.0,163.0,9.0,7.0,11.0,13.0,0.7,4.0,80.0,213.0,1.0,195.0,156.0,4.0,170.0,79.8,4.0,156.0,1.0,24.0,8.0,1.0,48.0,0.0,0.0,11.0,95.0,830.0,511.0,31.0,157.0,1.0,0.0,0.0,9.0,2.0,0.0,66.7,9.0,6.0,12.0,2.86,11.0,2.62,0.0,2.0,18.2,0.48,23.0,24.2,73.3,11.0,6.0,15.0,4.0,4.0,1.0,19.0,2566.0,1030.0,262.0,9.0,0.3,0.07,0.3,0.7
Oualid El Hajjam,ma MAR,"DF,MF",Amiens,fr Ligue 1,27,1991,6.0,1.0,0.0,0.0,10.0,8.0,0.0,13.0,10.0,9.0,0.0,1.0,0.0,58.0,6.0,3.0,66.7,23.1,-0.1,0.0,14.0,1.0,98.0,8.0,12.0,3.0,15.0,0.0,0.0,0.0,192.0,24.0,0.0,2.0,56.0,42.0,9.0,115.0,28.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,18.0,101.0,3.0,28.0,231.0,307.0,47.1,87.0,41.0,52.0,81.9,188.0,154.0,0.0,28.0,4.0,164.0,3.0,9.0,10.0,14.0,0.0,3.0,69.3,201.0,7.0,287.0,199.0,6.0,182.0,90.5,11.0,199.0,3.0,18.0,3.0,0.0,38.0,0.0,0.0,5.0,84.0,1818.0,601.0,37.0,180.0,0.0,0.0,0.0,5.0,0.0,0.0,33.3,12.0,4.0,5.0,0.83,1.0,0.17,0.0,0.0,0.0,0.0,15.0,17.9,62.5,5.0,3.0,13.0,3.0,0.0,53.0,24.0,3714.0,954.0,361.0,4.0,0.0,0.04,0.1,0.0
