Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes Attempted,Live Ball passes,Dead Ball passes,Free Kick passes,Through Balls,Passes under pressure,Switches,Crosses,Corner Kicks,CK in,CK out,CK str,Ground passes,Low passes,High passes,Left passes,Right passes,Head passes,Throw ins,Other passes,Passes completed,Passes offside,Pass out of bounds,Passes intercepted,Passes blocked
Conor Coady,eng ENG,DF,Wolves,eng Premier League,26,1993,38.0,1782.0,1748.0,34.0,33.0,3.0,218.0,99.0,0.0,0.0,0.0,0.0,0.0,1059.0,208.0,515.0,68.0,1584.0,106.0,1.0,4.0,1531.0,3.0,25.0,15.0,15.0
Marcus Coco,fr FRA,FW,Nantes,fr Ligue 1,23,1996,0.2,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Renaud Cohade,fr FRA,MF,Metz,fr Ligue 1,34,1984,8.5,584.0,543.0,41.0,14.0,2.0,117.0,12.0,14.0,14.0,6.0,5.0,0.0,424.0,66.0,94.0,43.0,506.0,16.0,5.0,1.0,480.0,1.0,12.0,12.0,13.0
Coke,es ESP,DF,Levante,es La Liga,32,1987,11.0,577.0,472.0,105.0,8.0,0.0,90.0,17.0,17.0,0.0,0.0,0.0,0.0,284.0,180.0,113.0,62.0,389.0,18.0,97.0,1.0,463.0,1.0,11.0,5.0,26.0
Séamus Coleman,ie IRL,DF,Everton,eng Premier League,30,1988,20.4,1058.0,835.0,223.0,13.0,1.0,170.0,15.0,34.0,0.0,0.0,0.0,0.0,540.0,237.0,281.0,118.0,671.0,44.0,210.0,1.0,813.0,3.0,18.0,21.0,46.0
Álex Collado,es ESP,DF,Barcelona,es La Liga,20,1999,0.1,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
Ebrima Colley,gm GAM,FW,Atalanta,it Serie A,19,2000,0.9,42.0,42.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,8.0,1.0,5.0,36.0,1.0,0.0,0.0,37.0,0.0,1.0,1.0,1.0
Omar Colley,gm GAM,DF,Sampdoria,it Serie A,26,1992,30.8,1324.0,1278.0,46.0,45.0,1.0,150.0,65.0,6.0,0.0,0.0,0.0,0.0,840.0,142.0,342.0,821.0,375.0,85.0,1.0,6.0,1089.0,4.0,32.0,9.0,14.0
Jamilu Collins,ng NGA,DF,Paderborn 07,de Bundesliga,24,1994,29.6,1768.0,1436.0,332.0,22.0,1.0,316.0,26.0,30.0,2.0,1.0,1.0,0.0,984.0,386.0,398.0,1216.0,159.0,62.0,308.0,4.0,1346.0,8.0,38.0,46.0,79.0
Simone Colombi,it ITA,GK,Parma,it Serie A,28,1991,4.0,98.0,51.0,47.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,18.0,29.0,12.0,65.0,0.0,0.0,16.0,82.0,0.0,1.0,0.0,0.0
Lorenzo Colombo,it ITA,FW,Milan,it Serie A,17,2002,0.1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Racine Coly,sn SEN,DF,Nice,fr Ligue 1,23,1995,7.2,540.0,450.0,90.0,13.0,0.0,56.0,10.0,6.0,0.0,0.0,0.0,0.0,363.0,109.0,68.0,376.0,61.0,18.0,77.0,1.0,466.0,1.0,6.0,8.0,12.0
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,23,1996,16.7,797.0,792.0,5.0,0.0,0.0,186.0,33.0,75.0,2.0,0.0,0.0,0.0,571.0,112.0,114.0,160.0,600.0,13.0,3.0,5.0,611.0,3.0,15.0,24.0,38.0
Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,34,1985,21.6,900.0,859.0,41.0,28.0,0.0,114.0,13.0,5.0,0.0,0.0,0.0,0.0,585.0,112.0,203.0,262.0,539.0,58.0,13.0,4.0,755.0,5.0,14.0,8.0,15.0
Aaron Connolly,ie IRL,FW,Brighton,eng Premier League,19,2000,14.0,163.0,148.0,15.0,0.0,1.0,50.0,0.0,7.0,0.0,0.0,0.0,0.0,90.0,52.0,21.0,27.0,107.0,13.0,1.0,6.0,126.0,0.0,1.0,4.0,10.0
Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,32,1987,31.0,995.0,705.0,290.0,84.0,2.0,93.0,28.0,0.0,0.0,0.0,0.0,0.0,566.0,77.0,352.0,63.0,766.0,2.0,0.0,137.0,778.0,5.0,19.0,6.0,0.0
Andrea Conti,it ITA,DF,Milan,it Serie A,25,1994,19.2,1060.0,886.0,174.0,20.0,0.0,121.0,8.0,21.0,0.0,0.0,0.0,0.0,638.0,210.0,212.0,51.0,801.0,38.0,154.0,5.0,888.0,3.0,16.0,18.0,25.0
Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,22,1997,15.0,719.0,698.0,21.0,12.0,5.0,131.0,18.0,9.0,1.0,0.0,0.0,0.0,434.0,161.0,124.0,41.0,633.0,24.0,7.0,1.0,560.0,5.0,11.0,14.0,24.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,28,1991,27.0,1222.0,1163.0,59.0,41.0,2.0,177.0,20.0,3.0,0.0,0.0,0.0,0.0,755.0,155.0,312.0,43.0,1017.0,95.0,18.0,0.0,993.0,4.0,22.0,7.0,12.0
Francis Coquelin,fr FRA,MF,Valencia,es La Liga,28,1991,21.2,984.0,958.0,26.0,23.0,0.0,151.0,47.0,3.0,0.0,0.0,0.0,0.0,730.0,110.0,144.0,141.0,793.0,31.0,3.0,3.0,885.0,1.0,19.0,14.0,7.0
Gabriele Corbo,it ITA,DF,Bologna,it Serie A,19,2000,1.4,59.0,58.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,41.0,8.0,10.0,3.0,52.0,3.0,0.0,0.0,53.0,0.0,1.0,0.0,1.0
Sébastien Corchia,fr FRA,DF,Espanyol,es La Liga,28,1990,3.0,186.0,151.0,35.0,0.0,0.0,14.0,4.0,9.0,3.0,0.0,3.0,0.0,109.0,39.0,38.0,12.0,141.0,1.0,32.0,0.0,149.0,0.0,5.0,1.0,12.0
Iñigo Córdoba,es ESP,FW,Athletic Club,es La Liga,22,1997,16.0,458.0,451.0,7.0,2.0,1.0,107.0,11.0,24.0,1.0,0.0,0.0,1.0,308.0,80.0,70.0,291.0,129.0,16.0,4.0,4.0,316.0,2.0,18.0,8.0,26.0
Jhon Córdoba,co COL,FW,Köln,de Bundesliga,26,1993,22.2,408.0,363.0,45.0,0.0,0.0,144.0,13.0,11.0,0.0,0.0,0.0,0.0,247.0,100.0,61.0,44.0,284.0,21.0,2.0,23.0,320.0,0.0,12.0,9.0,15.0
Sergio Córdova,ve VEN,"FW,MF",Augsburg,de Bundesliga,21,1997,4.1,76.0,71.0,5.0,0.0,1.0,23.0,2.0,3.0,0.0,0.0,0.0,0.0,36.0,28.0,12.0,12.0,44.0,6.0,0.0,5.0,54.0,1.0,1.0,2.0,2.0
Benjamin Corgnet,fr FRA,MF,Strasbourg,fr Ligue 1,32,1987,2.9,80.0,74.0,6.0,0.0,1.0,24.0,3.0,8.0,2.0,2.0,0.0,0.0,38.0,25.0,17.0,8.0,53.0,8.0,1.0,0.0,45.0,0.0,1.0,1.0,5.0
Jack Cork,eng ENG,MF,Burnley,eng Premier League,30,1989,29.0,933.0,926.0,7.0,3.0,3.0,244.0,26.0,8.0,0.0,0.0,0.0,0.0,589.0,148.0,196.0,101.0,723.0,59.0,4.0,3.0,743.0,6.0,13.0,9.0,16.0
Andreas Cornelius,dk DEN,FW,Parma,it Serie A,26,1993,16.6,413.0,393.0,20.0,1.0,1.0,144.0,10.0,9.0,0.0,0.0,0.0,0.0,194.0,114.0,105.0,226.0,60.0,42.0,0.0,18.0,293.0,1.0,13.0,4.0,18.0
Maxwel Cornet,ci CIV,"FW,DF",Lyon,fr Ligue 1,22,1996,14.8,690.0,599.0,91.0,16.0,2.0,142.0,24.0,48.0,25.0,15.0,5.0,1.0,431.0,122.0,137.0,461.0,141.0,25.0,50.0,4.0,499.0,2.0,11.0,16.0,39.0
Quentin Cornette,fr FRA,"FW,MF",Amiens,fr Ligue 1,25,1994,3.9,141.0,123.0,18.0,1.0,1.0,36.0,14.0,31.0,13.0,8.0,3.0,0.0,55.0,38.0,48.0,15.0,114.0,4.0,4.0,1.0,77.0,1.0,10.0,0.0,12.0
Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,es La Liga,24,1995,22.9,603.0,591.0,12.0,1.0,4.0,143.0,7.0,28.0,8.0,0.0,2.0,4.0,398.0,111.0,94.0,101.0,454.0,28.0,0.0,7.0,454.0,7.0,8.0,10.0,20.0
Joaquín Correa,ar ARG,"FW,MF",Lazio,it Serie A,24,1994,22.2,697.0,665.0,32.0,2.0,4.0,175.0,11.0,13.0,9.0,3.0,1.0,0.0,554.0,98.0,45.0,71.0,586.0,17.0,7.0,9.0,578.0,3.0,5.0,17.0,20.0
Rober Correa,es ESP,DF,Eibar,es La Liga,26,1992,10.3,513.0,375.0,138.0,5.0,0.0,73.0,13.0,18.0,0.0,0.0,0.0,0.0,231.0,115.0,167.0,36.0,275.0,44.0,133.0,2.0,381.0,1.0,19.0,7.0,19.0
Thierry Correia,pt POR,DF,Valencia,es La Liga,20,1999,2.9,134.0,102.0,32.0,3.0,0.0,17.0,1.0,3.0,0.0,0.0,0.0,0.0,70.0,32.0,32.0,7.0,90.0,7.0,29.0,1.0,107.0,2.0,2.0,1.0,7.0
Antonio Cortés,es ESP,"FW,MF",Granada,es La Liga,19,2000,2.0,38.0,37.0,1.0,0.0,0.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,19.0,17.0,2.0,2.0,27.0,2.0,1.0,2.0,19.0,0.0,1.0,3.0,5.0
Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,35,1983,1.0,28.0,21.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,4.0,0.0,23.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0
Danny da Costa,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,26,1993,15.4,626.0,516.0,110.0,2.0,3.0,126.0,23.0,66.0,0.0,0.0,0.0,0.0,287.0,165.0,174.0,84.0,400.0,17.0,108.0,1.0,408.0,4.0,17.0,17.0,48.0
Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,30,1988,15.0,366.0,352.0,14.0,0.0,2.0,120.0,3.0,6.0,0.0,0.0,0.0,0.0,206.0,89.0,71.0,29.0,250.0,28.0,3.0,15.0,260.0,0.0,3.0,6.0,26.0
Douglas Costa,br BRA,"FW,MF",Juventus,it Serie A,28,1990,8.9,490.0,460.0,30.0,3.0,0.0,59.0,28.0,28.0,15.0,6.0,5.0,2.0,340.0,81.0,69.0,426.0,40.0,6.0,11.0,7.0,392.0,2.0,12.0,8.0,18.0
Jaume Costa,es ESP,DF,Valencia,es La Liga,31,1988,15.4,818.0,691.0,127.0,16.0,0.0,80.0,10.0,22.0,0.0,0.0,0.0,0.0,520.0,135.0,163.0,496.0,172.0,32.0,111.0,1.0,672.0,3.0,9.0,12.0,22.0
Nuno da Costa,cv CPV,"FW,MF",Strasbourg,fr Ligue 1,28,1991,5.9,152.0,150.0,2.0,0.0,1.0,53.0,2.0,6.0,0.0,0.0,0.0,0.0,89.0,32.0,31.0,22.0,108.0,7.0,1.0,1.0,97.0,0.0,5.0,8.0,12.0
David Costas,es ESP,DF,Celta Vigo,es La Liga,24,1995,3.8,198.0,190.0,8.0,5.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,164.0,14.0,20.0,21.0,167.0,3.0,3.0,0.0,182.0,1.0,1.0,1.0,4.0
Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,32,1987,28.0,886.0,570.0,316.0,71.0,0.0,78.0,36.0,0.0,0.0,0.0,0.0,0.0,423.0,27.0,436.0,39.0,711.0,2.0,1.0,96.0,633.0,0.0,29.0,3.0,2.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,27,1991,18.0,336.0,325.0,11.0,0.0,2.0,111.0,1.0,8.0,0.0,0.0,0.0,0.0,149.0,97.0,90.0,27.0,185.0,41.0,2.0,20.0,199.0,0.0,11.0,12.0,10.0
Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,24,1994,7.4,383.0,372.0,11.0,9.0,0.0,32.0,14.0,0.0,0.0,0.0,0.0,0.0,282.0,40.0,61.0,25.0,328.0,23.0,2.0,2.0,322.0,1.0,9.0,7.0,2.0
Yoann Court,fr FRA,"FW,MF",Brest,fr Ligue 1,29,1990,16.3,549.0,503.0,46.0,15.0,0.0,107.0,26.0,33.0,26.0,15.0,4.0,3.0,306.0,121.0,122.0,455.0,62.0,18.0,5.0,1.0,378.0,3.0,11.0,12.0,35.0
Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,27,1992,34.0,1084.0,796.0,288.0,69.0,1.0,95.0,26.0,0.0,0.0,0.0,0.0,0.0,727.0,48.0,309.0,560.0,317.0,1.0,0.0,200.0,849.0,4.0,34.0,1.0,1.0
Philippe Coutinho,br BRA,"MF,FW",Bayern Munich,de Bundesliga,27,1992,15.7,867.0,806.0,61.0,12.0,6.0,194.0,40.0,18.0,27.0,15.0,4.0,4.0,605.0,147.0,115.0,66.0,761.0,16.0,10.0,9.0,709.0,4.0,17.0,21.0,19.0
Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,20,1999,6.2,233.0,225.0,8.0,5.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,172.0,14.0,47.0,182.0,36.0,6.0,3.0,0.0,193.0,0.0,6.0,4.0,3.0
Alessio Cragno,it ITA,GK,Cagliari,it Serie A,25,1994,16.0,475.0,261.0,214.0,57.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,198.0,23.0,254.0,40.0,347.0,0.0,0.0,67.0,305.0,2.0,13.0,1.0,1.0
Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,29,1989,30.3,1681.0,1292.0,389.0,45.0,3.0,242.0,38.0,70.0,19.0,11.0,5.0,0.0,796.0,359.0,526.0,1201.0,81.0,41.0,325.0,1.0,1241.0,6.0,41.0,19.0,77.0
Domenico Criscito,it ITA,DF,Genoa,it Serie A,32,1986,22.8,1250.0,1033.0,217.0,57.0,2.0,152.0,54.0,47.0,20.0,9.0,8.0,1.0,700.0,228.0,322.0,916.0,135.0,42.0,140.0,1.0,964.0,7.0,19.0,18.0,24.0
Bryan Cristante,it ITA,MF,Roma,it Serie A,24,1995,18.0,1072.0,1044.0,28.0,26.0,6.0,196.0,36.0,5.0,1.0,0.0,0.0,1.0,787.0,117.0,168.0,143.0,895.0,25.0,1.0,1.0,915.0,2.0,13.0,17.0,18.0
Sebastián Cristóforo,uy URU,MF,Fiorentina,it Serie A,25,1993,1.0,49.0,40.0,9.0,3.0,0.0,2.0,2.0,0.0,6.0,0.0,3.0,2.0,35.0,4.0,10.0,2.0,43.0,4.0,0.0,0.0,41.0,0.0,0.0,0.0,1.0
Sebastián Cristóforo,uy URU,MF,Eibar,es La Liga,25,1993,9.7,314.0,305.0,9.0,1.0,0.0,75.0,16.0,7.0,7.0,3.0,3.0,1.0,174.0,68.0,72.0,42.0,238.0,23.0,0.0,6.0,232.0,0.0,10.0,6.0,9.0
Juan Cuadrado,co COL,DF,Juventus,it Serie A,31,1988,29.5,2321.0,2073.0,248.0,44.0,7.0,212.0,72.0,77.0,0.0,0.0,0.0,0.0,1637.0,416.0,268.0,199.0,1861.0,41.0,204.0,10.0,2055.0,3.0,24.0,26.0,35.0
Cucho,co COL,"FW,MF",Mallorca,es La Liga,20,1999,16.5,448.0,436.0,12.0,2.0,0.0,135.0,13.0,17.0,0.0,0.0,0.0,0.0,253.0,108.0,87.0,60.0,316.0,29.0,3.0,9.0,315.0,1.0,11.0,9.0,25.0
Marc Cucurella,es ESP,"MF,DF",Getafe,es La Liga,21,1998,36.0,1408.0,1226.0,182.0,25.0,2.0,283.0,51.0,104.0,15.0,0.0,0.0,1.0,709.0,349.0,350.0,851.0,268.0,107.0,142.0,4.0,939.0,13.0,58.0,28.0,82.0
Iván Cuéllar,es ESP,GK,Leganés,es La Liga,35,1984,27.0,823.0,473.0,350.0,132.0,0.0,30.0,36.0,1.0,0.0,0.0,0.0,0.0,142.0,68.0,613.0,541.0,78.0,0.0,0.0,108.0,423.0,5.0,43.0,2.0,1.0
Jaume Cuéllar,bo BOL,"FW,MF",SPAL,it Serie A,17,2001,0.8,16.0,15.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,5.0,11.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,1.0
Mickaël Cuisance,fr FRA,"MF,FW",Bayern Munich,de Bundesliga,19,1999,3.4,192.0,172.0,20.0,4.0,0.0,23.0,9.0,3.0,13.0,5.0,0.0,5.0,137.0,29.0,26.0,159.0,29.0,3.0,1.0,0.0,156.0,0.0,5.0,8.0,5.0
Matheus Cunha,br BRA,"FW,MF",Hertha BSC,de Bundesliga,20,1999,8.3,176.0,166.0,10.0,5.0,0.0,44.0,15.0,5.0,1.0,0.0,0.0,0.0,106.0,29.0,41.0,25.0,135.0,11.0,1.0,3.0,120.0,1.0,5.0,8.0,4.0
Matheus Cunha,br BRA,"FW,MF",RB Leipzig,de Bundesliga,20,1999,3.1,96.0,94.0,2.0,0.0,0.0,22.0,3.0,4.0,0.0,0.0,0.0,0.0,66.0,14.0,16.0,12.0,73.0,7.0,1.0,1.0,74.0,1.0,2.0,2.0,1.0
Felipe Curcio,br BRA,DF,Brescia,it Serie A,26,1993,0.1,12.0,11.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,9.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,2.0,0.0
Patrick Cutrone,it ITA,FW,Fiorentina,it Serie A,21,1998,9.3,169.0,165.0,4.0,0.0,2.0,49.0,1.0,8.0,0.0,0.0,0.0,0.0,108.0,41.0,20.0,28.0,116.0,12.0,1.0,3.0,120.0,0.0,4.0,4.0,6.0
Patrick Cutrone,it ITA,FW,Wolves,eng Premier League,21,1998,3.3,56.0,49.0,7.0,0.0,0.0,21.0,2.0,6.0,0.0,0.0,0.0,0.0,33.0,11.0,12.0,9.0,40.0,1.0,0.0,3.0,38.0,0.0,4.0,1.0,0.0
Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,24,1995,19.7,1343.0,1193.0,150.0,68.0,0.0,250.0,83.0,24.0,80.0,30.0,31.0,8.0,961.0,158.0,224.0,230.0,1076.0,22.0,2.0,3.0,1122.0,2.0,30.0,26.0,23.0
Rafael Czichos,de GER,DF,Köln,de Bundesliga,29,1990,24.5,1180.0,1112.0,68.0,58.0,3.0,193.0,28.0,4.0,0.0,0.0,0.0,0.0,788.0,159.0,233.0,928.0,141.0,66.0,10.0,6.0,990.0,3.0,16.0,13.0,12.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lennart-Marten Czyborra,de GER,DF,Atalanta,it Serie A,20,1999,0.2,10.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,9.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0
Marco D'Alessandro,it ITA,"MF,DF",SPAL,it Serie A,28,1991,8.7,259.0,250.0,9.0,0.0,0.0,43.0,7.0,23.0,1.0,0.0,0.0,0.0,174.0,43.0,42.0,33.0,212.0,5.0,8.0,1.0,191.0,0.0,6.0,3.0,17.0
Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,30,1988,15.6,902.0,800.0,102.0,13.0,1.0,78.0,14.0,16.0,0.0,0.0,0.0,0.0,624.0,153.0,125.0,210.0,568.0,22.0,89.0,6.0,768.0,2.0,9.0,8.0,15.0
Felice D'Amico,it ITA,MF,Sampdoria,it Serie A,18,2000,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Lucas Da Cunha,fr FRA,MF,Rennes,fr Ligue 1,18,2001,0.8,22.0,21.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0,7.0,2.0,18.0,2.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0
Jacopo Da Riva,it ITA,FW,Atalanta,it Serie A,18,2000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,31,1988,24.9,1220.0,1170.0,50.0,47.0,0.0,194.0,28.0,2.0,0.0,0.0,0.0,0.0,868.0,106.0,246.0,39.0,1071.0,58.0,3.0,3.0,1068.0,3.0,18.0,3.0,14.0
Bryan Dabo,bf BFA,MF,SPAL,it Serie A,27,1992,12.5,578.0,566.0,12.0,7.0,0.0,113.0,7.0,3.0,0.0,0.0,0.0,0.0,461.0,73.0,44.0,109.0,440.0,12.0,4.0,5.0,500.0,1.0,5.0,5.0,8.0
Moanes Dabour,il ISR,FW,Hoffenheim,de Bundesliga,27,1992,8.5,260.0,250.0,10.0,1.0,3.0,67.0,4.0,10.0,0.0,0.0,0.0,0.0,172.0,52.0,36.0,30.0,204.0,10.0,3.0,7.0,189.0,0.0,4.0,10.0,15.0
Moanes Dabour,il ISR,FW,Sevilla,es La Liga,27,1992,0.3,19.0,18.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,4.0,3.0,3.0,14.0,1.0,1.0,0.0,14.0,0.0,1.0,0.0,2.0
Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,20,1998,7.4,414.0,359.0,55.0,3.0,0.0,61.0,3.0,22.0,0.0,0.0,0.0,0.0,301.0,78.0,35.0,50.0,306.0,3.0,52.0,2.0,372.0,0.0,4.0,3.0,7.0
Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,23,1996,6.2,496.0,490.0,6.0,6.0,1.0,90.0,9.0,4.0,0.0,0.0,0.0,0.0,395.0,57.0,44.0,57.0,424.0,13.0,0.0,0.0,447.0,1.0,5.0,7.0,7.0
Leon Dajaku,de GER,DF,Bayern Munich,de Bundesliga,18,2001,0.1,6.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0
Felipe dal Belo,br BRA,DF,SPAL,it Serie A,35,1984,11.1,467.0,426.0,41.0,21.0,1.0,56.0,14.0,4.0,0.0,0.0,0.0,0.0,287.0,63.0,117.0,388.0,35.0,15.0,20.0,1.0,389.0,4.0,7.0,5.0,12.0
Christian Dalle Mura,it ITA,MF,Fiorentina,it Serie A,17,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,20,1999,0.7,64.0,50.0,14.0,0.0,0.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,34.0,20.0,10.0,7.0,40.0,2.0,13.0,1.0,51.0,0.0,1.0,2.0,1.0
Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,32,1986,1.4,49.0,39.0,10.0,4.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,25.0,9.0,15.0,42.0,1.0,0.0,6.0,0.0,35.0,2.0,4.0,0.0,0.0
Danilo,br BRA,DF,Juventus,it Serie A,28,1991,16.0,1218.0,1098.0,120.0,14.0,1.0,128.0,20.0,20.0,0.0,0.0,0.0,0.0,849.0,194.0,175.0,118.0,959.0,22.0,106.0,2.0,1050.0,1.0,15.0,15.0,27.0
Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,32,1987,14.1,555.0,526.0,29.0,28.0,0.0,70.0,14.0,2.0,0.0,0.0,0.0,0.0,352.0,87.0,116.0,65.0,416.0,51.0,1.0,3.0,461.0,0.0,5.0,7.0,9.0
Kevin Danso,at AUT,DF,Southampton,eng Premier League,20,1998,3.1,159.0,125.0,34.0,1.0,0.0,32.0,4.0,6.0,0.0,0.0,0.0,0.0,93.0,24.0,42.0,10.0,105.0,6.0,33.0,0.0,115.0,0.0,4.0,5.0,3.0
Dante,br BRA,DF,Nice,fr Ligue 1,35,1983,21.0,1588.0,1539.0,49.0,43.0,5.0,152.0,46.0,1.0,0.0,0.0,0.0,0.0,1315.0,107.0,166.0,1251.0,282.0,34.0,6.0,2.0,1466.0,1.0,22.0,5.0,12.0
Andrea Danzi,it ITA,MF,Hellas Verona,it Serie A,20,1999,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sergi Darder,es ESP,"MF,FW",Espanyol,es La Liga,25,1993,29.5,1075.0,978.0,97.0,43.0,4.0,189.0,56.0,19.0,37.0,11.0,17.0,4.0,623.0,180.0,272.0,86.0,889.0,65.0,8.0,3.0,804.0,2.0,14.0,20.0,25.0
Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,25.1,1153.0,1043.0,110.0,45.0,4.0,217.0,61.0,44.0,47.0,11.0,30.0,2.0,682.0,207.0,264.0,243.0,830.0,43.0,13.0,8.0,843.0,6.0,21.0,19.0,49.0
Matteo Darmian,it ITA,DF,Parma,it Serie A,29,1989,29.8,1521.0,1220.0,301.0,21.0,0.0,175.0,35.0,45.0,0.0,0.0,0.0,0.0,830.0,345.0,346.0,170.0,998.0,42.0,280.0,9.0,1208.0,5.0,31.0,27.0,48.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,24.8,1834.0,1564.0,270.0,26.0,1.0,242.0,19.0,68.0,0.0,0.0,0.0,0.0,1300.0,358.0,176.0,1270.0,238.0,62.0,243.0,6.0,1585.0,4.0,17.0,35.0,53.0
