Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes Attempted,Live Ball passes,Dead Ball passes,Free Kick passes,Through Balls,Passes under pressure,Switches,Crosses,Corner Kicks,CK in,CK out,CK str,Ground passes,Low passes,High passes,Left passes,Right passes,Head passes,Throw ins,Other passes,Passes completed,Passes offside,Pass out of bounds,Passes intercepted,Passes blocked
Gonzalo Melero,es ESP,MF,Levante,es La Liga,25,1994,13.7,548.0,533.0,15.0,9.0,3.0,95.0,9.0,2.0,0.0,0.0,0.0,0.0,396.0,86.0,66.0,51.0,446.0,32.0,1.0,5.0,458.0,3.0,10.0,4.0,10.0
Arthur Melo,br BRA,MF,Barcelona,es La Liga,22,1996,13.1,1060.0,1012.0,48.0,25.0,2.0,205.0,23.0,4.0,14.0,6.0,3.0,1.0,852.0,137.0,71.0,36.0,996.0,16.0,9.0,2.0,961.0,3.0,9.0,10.0,19.0
Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,28,1990,15.3,713.0,685.0,28.0,25.0,0.0,88.0,31.0,8.0,0.0,0.0,0.0,0.0,461.0,85.0,167.0,68.0,604.0,29.0,3.0,5.0,587.0,2.0,9.0,10.0,8.0
Thiago Mendes,br BRA,MF,Lyon,fr Ligue 1,27,1992,20.1,1199.0,1154.0,45.0,34.0,5.0,207.0,42.0,6.0,5.0,3.0,1.0,0.0,855.0,159.0,185.0,144.0,998.0,39.0,6.0,2.0,1036.0,0.0,22.0,15.0,22.0
Brais Méndez,es ESP,"MF,FW",Celta Vigo,es La Liga,22,1997,16.4,686.0,645.0,41.0,13.0,3.0,130.0,28.0,21.0,20.0,6.0,8.0,0.0,459.0,92.0,135.0,541.0,97.0,19.0,8.0,2.0,519.0,4.0,13.0,10.0,28.0
Édgar Méndez,es ESP,"MF,FW",Alavés,es La Liga,29,1990,9.6,197.0,193.0,4.0,1.0,0.0,48.0,5.0,11.0,0.0,0.0,0.0,0.0,121.0,32.0,44.0,34.0,129.0,22.0,2.0,0.0,134.0,0.0,4.0,2.0,11.0
Stiven Mendoza,co COL,"FW,MF",Amiens,fr Ligue 1,27,1992,12.2,375.0,360.0,15.0,3.0,3.0,98.0,11.0,14.0,3.0,3.0,0.0,0.0,247.0,81.0,47.0,320.0,32.0,8.0,4.0,5.0,264.0,1.0,10.0,11.0,24.0
Alexandre Mendy,gw GNB,"FW,MF",Brest,fr Ligue 1,25,1994,10.0,161.0,154.0,7.0,1.0,0.0,62.0,2.0,5.0,0.0,0.0,0.0,0.0,85.0,46.0,30.0,8.0,111.0,16.0,0.0,5.0,118.0,1.0,4.0,5.0,3.0
Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,25,1994,16.6,1285.0,1158.0,127.0,13.0,0.0,160.0,33.0,69.0,0.0,0.0,0.0,0.0,900.0,225.0,160.0,1036.0,103.0,21.0,114.0,1.0,1108.0,5.0,14.0,18.0,32.0
Edouard Mendy,sn SEN,GK,Rennes,fr Ligue 1,27,1992,24.0,792.0,574.0,218.0,56.0,0.0,77.0,27.0,0.0,0.0,0.0,0.0,0.0,349.0,56.0,387.0,42.0,590.0,1.0,0.0,99.0,585.0,0.0,13.0,2.0,1.0
Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,24,1995,20.1,1262.0,1075.0,187.0,12.0,0.0,170.0,39.0,51.0,0.0,0.0,0.0,0.0,818.0,251.0,193.0,717.0,316.0,34.0,174.0,3.0,1075.0,1.0,11.0,17.0,34.0
Nampalys Mendy,fr FRA,MF,Leicester City,eng Premier League,27,1992,3.2,212.0,211.0,1.0,1.0,0.0,29.0,4.0,1.0,0.0,0.0,0.0,0.0,172.0,21.0,19.0,20.0,187.0,4.0,0.0,0.0,194.0,1.0,3.0,2.0,1.0
Hamza Mendyl,ma MAR,DF,Dijon,fr Ligue 1,21,1997,16.0,848.0,687.0,161.0,16.0,2.0,104.0,12.0,37.0,0.0,0.0,0.0,0.0,474.0,184.0,190.0,627.0,42.0,27.0,145.0,6.0,662.0,5.0,18.0,14.0,24.0
Chris Mepham,wal WAL,DF,Bournemouth,eng Premier League,21,1997,10.1,483.0,475.0,8.0,8.0,0.0,86.0,13.0,0.0,0.0,0.0,0.0,0.0,363.0,37.0,83.0,55.0,377.0,29.0,0.0,4.0,414.0,1.0,12.0,4.0,4.0
Levent Mercan,de GER,MF,Schalke 04,de Bundesliga,18,2000,0.8,30.0,27.0,3.0,2.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,3.0,3.0,26.0,2.0,1.0,1.0,0.0,22.0,0.0,1.0,0.0,2.0
Jorge Meré,es ESP,DF,Köln,de Bundesliga,22,1997,6.9,381.0,365.0,16.0,13.0,0.0,50.0,14.0,2.0,0.0,0.0,0.0,0.0,277.0,43.0,61.0,81.0,274.0,19.0,3.0,1.0,337.0,1.0,6.0,6.0,0.0
Alex Meret,it ITA,GK,Napoli,it Serie A,22,1997,21.7,601.0,425.0,176.0,39.0,1.0,60.0,7.0,0.0,0.0,0.0,0.0,0.0,413.0,50.0,138.0,359.0,145.0,1.0,0.0,85.0,508.0,0.0,8.0,0.0,0.0
Fran Mérida,es ESP,MF,Osasuna,es La Liga,29,1990,12.9,770.0,732.0,38.0,29.0,1.0,116.0,53.0,14.0,4.0,1.0,2.0,0.0,423.0,131.0,216.0,626.0,94.0,36.0,3.0,4.0,581.0,3.0,29.0,12.0,14.0
Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,23,1996,34.9,1974.0,1939.0,35.0,27.0,1.0,488.0,47.0,22.0,1.0,0.0,0.0,1.0,1261.0,317.0,396.0,1566.0,160.0,97.0,5.0,17.0,1519.0,9.0,52.0,33.0,45.0
Sabin Merino,es ESP,FW,Leganés,es La Liga,27,1992,0.9,21.0,20.0,1.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,5.0,12.0,2.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0
Yıldırım Mert Çetin,tr TUR,DF,Roma,it Serie A,22,1997,2.9,135.0,130.0,5.0,4.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,114.0,8.0,13.0,16.0,112.0,2.0,1.0,0.0,126.0,0.0,0.0,1.0,1.0
Dries Mertens,be BEL,FW,Napoli,it Serie A,32,1987,18.8,713.0,634.0,79.0,6.0,5.0,126.0,21.0,48.0,36.0,19.0,11.0,1.0,459.0,124.0,130.0,40.0,655.0,8.0,2.0,6.0,536.0,4.0,6.0,11.0,31.0
Roque Mesa,es ESP,MF,Leganés,es La Liga,30,1989,22.4,905.0,838.0,67.0,30.0,3.0,200.0,43.0,33.0,22.0,3.0,13.0,2.0,611.0,105.0,189.0,207.0,664.0,16.0,10.0,2.0,724.0,9.0,24.0,14.0,16.0
Lionel Messi,ar ARG,"FW,MF",Barcelona,es La Liga,32,1987,32.0,2142.0,1945.0,197.0,88.0,40.0,392.0,59.0,62.0,78.0,44.0,7.0,1.0,1533.0,309.0,300.0,1919.0,174.0,20.0,16.0,8.0,1700.0,21.0,25.0,61.0,62.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Meunier,be BEL,DF,Paris S-G,fr Ligue 1,27,1991,13.8,925.0,801.0,124.0,10.0,1.0,132.0,23.0,50.0,1.0,0.0,0.0,0.0,599.0,182.0,144.0,99.0,664.0,34.0,113.0,4.0,772.0,2.0,9.0,19.0,28.0
Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,30,1988,16.5,1091.0,981.0,110.0,33.0,0.0,154.0,37.0,6.0,0.0,0.0,0.0,0.0,778.0,104.0,209.0,84.0,875.0,33.0,77.0,1.0,893.0,2.0,22.0,18.0,20.0
Max Meyer,de GER,"MF,FW",Crystal Palace,eng Premier League,23,1995,7.3,213.0,211.0,2.0,1.0,1.0,52.0,0.0,8.0,0.0,0.0,0.0,0.0,160.0,31.0,22.0,68.0,132.0,11.0,1.0,0.0,160.0,1.0,1.0,7.0,14.0
Kingsley Michael,ng NGA,MF,Bologna,it Serie A,19,1999,0.8,58.0,55.0,3.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,5.0,5.0,4.0,49.0,2.0,0.0,0.0,51.0,0.0,0.0,1.0,0.0
Míchel,es ESP,MF,Valladolid,es La Liga,31,1988,24.2,1404.0,1214.0,190.0,103.0,6.0,228.0,109.0,34.0,80.0,25.0,25.0,9.0,842.0,211.0,351.0,168.0,1166.0,49.0,3.0,6.0,1096.0,3.0,32.0,13.0,25.0
Sven Michel,de GER,FW,Paderborn 07,de Bundesliga,29,1990,15.3,371.0,331.0,40.0,0.0,1.0,95.0,8.0,17.0,0.0,0.0,0.0,0.0,214.0,81.0,76.0,271.0,51.0,20.0,3.0,6.0,235.0,1.0,13.0,9.0,32.0
Miguel,es ESP,FW,Valladolid,es La Liga,19,1999,2.6,43.0,42.0,1.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,18.0,9.0,4.0,24.0,9.0,0.0,1.0,22.0,0.0,0.0,1.0,4.0
Florian Miguel,fr FRA,DF,Nîmes,fr Ligue 1,22,1996,22.8,954.0,687.0,267.0,16.0,0.0,117.0,21.0,45.0,1.0,0.0,1.0,0.0,411.0,250.0,293.0,615.0,45.0,29.0,250.0,0.0,707.0,3.0,29.0,15.0,37.0
Georges Mikautadze,fr FRA,FW,Metz,fr Ligue 1,18,2000,0.1,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,21,1997,36.2,1742.0,1625.0,117.0,52.0,1.0,227.0,57.0,1.0,0.0,0.0,0.0,0.0,1261.0,225.0,256.0,213.0,1342.0,84.0,65.0,6.0,1544.0,2.0,18.0,15.0,16.0
Arkadiusz Milik,pl POL,FW,Napoli,it Serie A,25,1994,19.4,468.0,431.0,37.0,4.0,2.0,135.0,1.0,6.0,0.0,0.0,0.0,0.0,333.0,87.0,48.0,367.0,54.0,15.0,1.0,14.0,388.0,1.0,6.0,7.0,15.0
Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,24,1995,33.7,1757.0,1709.0,48.0,25.0,14.0,357.0,63.0,40.0,1.0,0.0,0.0,0.0,1092.0,338.0,327.0,256.0,1297.0,73.0,22.0,27.0,1360.0,8.0,26.0,40.0,63.0
Éder Militão,br BRA,DF,Real Madrid,es La Liga,21,1998,11.4,683.0,645.0,38.0,18.0,1.0,51.0,23.0,1.0,0.0,0.0,0.0,0.0,516.0,65.0,102.0,44.0,569.0,31.0,20.0,4.0,599.0,2.0,9.0,1.0,8.0
Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,28,1991,27.9,1506.0,1257.0,249.0,137.0,1.0,241.0,107.0,35.0,99.0,61.0,25.0,6.0,895.0,208.0,403.0,204.0,1201.0,62.0,6.0,12.0,1161.0,2.0,41.0,21.0,21.0
Vincenzo Millico,it ITA,"MF,FW",Torino,it Serie A,18,2000,2.4,85.0,74.0,11.0,4.0,0.0,12.0,13.0,16.0,7.0,3.0,1.0,0.0,42.0,17.0,26.0,11.0,73.0,1.0,0.0,0.0,60.0,0.0,1.0,2.0,5.0
James Milner,eng ENG,"MF,DF",Liverpool,eng Premier League,33,1986,10.4,773.0,707.0,66.0,12.0,4.0,114.0,35.0,14.0,8.0,3.0,2.0,1.0,522.0,135.0,116.0,78.0,633.0,15.0,34.0,3.0,664.0,3.0,13.0,10.0,15.0
Santi Mina,es ESP,"FW,MF",Celta Vigo,es La Liga,23,1995,21.6,706.0,677.0,29.0,3.0,6.0,226.0,20.0,20.0,2.0,0.0,0.0,0.0,375.0,189.0,142.0,58.0,482.0,65.0,15.0,12.0,500.0,3.0,6.0,16.0,34.0
Yerry Mina,co COL,DF,Everton,eng Premier League,24,1994,25.4,1251.0,1216.0,35.0,34.0,0.0,212.0,50.0,4.0,0.0,0.0,0.0,0.0,890.0,140.0,221.0,162.0,967.0,79.0,1.0,1.0,1070.0,3.0,17.0,13.0,10.0
Takumi Minamino,jp JPN,"FW,MF",Liverpool,eng Premier League,24,1995,2.8,111.0,110.0,1.0,1.0,0.0,26.0,2.0,4.0,0.0,0.0,0.0,0.0,89.0,9.0,13.0,20.0,84.0,1.0,0.0,1.0,98.0,0.0,1.0,0.0,1.0
Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,26,1993,32.2,1333.0,1283.0,50.0,47.0,2.0,193.0,58.0,6.0,0.0,0.0,0.0,0.0,890.0,128.0,315.0,1071.0,157.0,67.0,3.0,3.0,1055.0,3.0,42.0,16.0,23.0
Jorge Miramón,es ESP,DF,Levante,es La Liga,30,1989,27.0,1263.0,1009.0,254.0,16.0,1.0,174.0,48.0,61.0,1.0,0.0,1.0,0.0,645.0,324.0,294.0,51.0,907.0,54.0,237.0,3.0,994.0,4.0,29.0,19.0,30.0
Juan Miranda,es ESP,DF,Schalke 04,de Bundesliga,19,2000,8.7,400.0,310.0,90.0,16.0,0.0,44.0,9.0,22.0,0.0,0.0,0.0,0.0,161.0,101.0,138.0,283.0,17.0,23.0,74.0,0.0,298.0,0.0,7.0,7.0,7.0
Antonio Mirante,it ITA,GK,Roma,it Serie A,36,1983,5.0,172.0,123.0,49.0,20.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,101.0,14.0,57.0,12.0,125.0,0.0,0.0,31.0,140.0,0.0,1.0,0.0,0.0
Simone Missiroli,it ITA,MF,SPAL,it Serie A,33,1986,31.1,1462.0,1403.0,59.0,39.0,2.0,229.0,17.0,6.0,3.0,1.0,2.0,0.0,985.0,249.0,228.0,222.0,1096.0,81.0,10.0,9.0,1240.0,4.0,16.0,13.0,28.0
Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,19,1999,2.2,119.0,91.0,28.0,0.0,0.0,14.0,1.0,4.0,0.0,0.0,0.0,0.0,69.0,22.0,28.0,84.0,5.0,2.0,28.0,0.0,96.0,0.0,1.0,2.0,6.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Mitrović,rs SRB,DF,Strasbourg,fr Ligue 1,29,1990,22.8,940.0,911.0,29.0,28.0,0.0,111.0,38.0,0.0,0.0,0.0,0.0,0.0,745.0,71.0,124.0,372.0,504.0,38.0,1.0,4.0,852.0,0.0,15.0,7.0,4.0
Maximilian Mittelstädt,de GER,"DF,FW",Hertha BSC,de Bundesliga,22,1997,21.0,1124.0,910.0,214.0,26.0,1.0,169.0,84.0,68.0,15.0,4.0,10.0,0.0,523.0,248.0,353.0,694.0,177.0,43.0,173.0,7.0,814.0,3.0,26.0,13.0,45.0
Henrikh Mkhitaryan,am ARM,FW,Arsenal,eng Premier League,30,1989,1.2,77.0,73.0,4.0,1.0,2.0,13.0,3.0,3.0,2.0,0.0,2.0,0.0,62.0,6.0,9.0,20.0,52.0,2.0,1.0,0.0,58.0,2.0,3.0,0.0,5.0
Henrikh Mkhitaryan,am ARM,"MF,FW",Roma,it Serie A,30,1989,17.0,695.0,677.0,18.0,3.0,3.0,147.0,19.0,18.0,1.0,0.0,0.0,0.0,513.0,110.0,72.0,123.0,529.0,25.0,11.0,4.0,582.0,0.0,8.0,10.0,27.0
Anthony Modeste,fr FRA,"FW,MF",Köln,de Bundesliga,31,1988,12.6,238.0,202.0,36.0,1.0,1.0,78.0,4.0,5.0,0.0,0.0,0.0,0.0,113.0,49.0,76.0,13.0,148.0,30.0,0.0,4.0,132.0,2.0,10.0,6.0,12.0
Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,33,1985,22.2,1478.0,1406.0,72.0,47.0,2.0,231.0,78.0,30.0,22.0,5.0,13.0,0.0,1057.0,214.0,207.0,160.0,1249.0,40.0,3.0,16.0,1278.0,5.0,18.0,14.0,37.0
Kevin Möhwald,de GER,MF,Werder Bremen,de Bundesliga,26,1993,0.8,41.0,40.0,1.0,1.0,0.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,27.0,9.0,5.0,4.0,35.0,2.0,0.0,0.0,35.0,0.0,2.0,0.0,1.0
Niklas Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,33,1985,22.0,1525.0,1466.0,59.0,58.0,1.0,178.0,44.0,1.0,0.0,0.0,0.0,0.0,1116.0,130.0,279.0,963.0,480.0,57.0,1.0,9.0,1326.0,2.0,30.0,8.0,13.0
Jorge Molina,es ESP,FW,Getafe,es La Liga,37,1982,21.0,600.0,583.0,17.0,0.0,3.0,208.0,9.0,23.0,0.0,0.0,0.0,0.0,315.0,153.0,132.0,154.0,320.0,47.0,6.0,11.0,401.0,5.0,6.0,15.0,33.0
Florent Mollet,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,18.7,893.0,773.0,120.0,49.0,3.0,171.0,64.0,49.0,63.0,32.0,21.0,5.0,576.0,128.0,189.0,148.0,720.0,10.0,2.0,4.0,695.0,1.0,20.0,18.0,29.0
Jon Moncayola,es ESP,"MF,DF",Osasuna,es La Liga,21,1998,16.6,656.0,623.0,33.0,10.0,1.0,112.0,41.0,8.0,1.0,0.0,1.0,0.0,335.0,124.0,197.0,58.0,503.0,46.0,22.0,5.0,504.0,2.0,14.0,13.0,15.0
Gabriele Moncini,it ITA,"FW,MF",SPAL,it Serie A,23,1996,1.7,19.0,16.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,5.0,1.0,10.0,3.0,1.0,0.0,14.0,0.0,1.0,0.0,1.0
Thomas Monconduit,fr FRA,MF,Amiens,fr Ligue 1,28,1991,15.2,709.0,638.0,71.0,42.0,1.0,142.0,33.0,12.0,16.0,9.0,5.0,0.0,452.0,97.0,160.0,131.0,521.0,37.0,1.0,2.0,546.0,4.0,16.0,18.0,21.0
Nacho Monreal,es ESP,DF,Arsenal,eng Premier League,33,1986,3.0,201.0,175.0,26.0,1.0,0.0,41.0,1.0,3.0,0.0,0.0,0.0,0.0,145.0,38.0,18.0,162.0,11.0,1.0,25.0,1.0,182.0,1.0,0.0,1.0,5.0
Nacho Monreal,es ESP,DF,Real Sociedad,es La Liga,33,1986,26.6,1381.0,1101.0,280.0,16.0,2.0,188.0,15.0,47.0,1.0,0.0,1.0,0.0,815.0,299.0,267.0,925.0,88.0,69.0,263.0,2.0,1136.0,1.0,12.0,16.0,43.0
Joan Monterde Raygal,es ESP,MF,Levante,es La Liga,21,1997,0.1,6.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Ilario Monterisi,it ITA,DF,Lecce,it Serie A,17,2001,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Ángel Montoro,es ESP,MF,Granada,es La Liga,31,1988,10.8,580.0,494.0,86.0,58.0,1.0,83.0,58.0,18.0,28.0,10.0,11.0,0.0,337.0,62.0,181.0,65.0,496.0,16.0,0.0,0.0,441.0,6.0,17.0,7.0,10.0
Martín Montoya,es ESP,DF,Brighton,eng Premier League,28,1991,21.1,1255.0,1014.0,241.0,13.0,0.0,214.0,36.0,46.0,1.0,0.0,1.0,0.0,642.0,326.0,287.0,142.0,824.0,47.0,227.0,1.0,1006.0,2.0,7.0,30.0,44.0
Simon Moore,eng ENG,GK,Sheffield Utd,eng Premier League,29,1990,2.0,48.0,25.0,23.0,12.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,39.0,3.0,33.0,0.0,0.0,4.0,19.0,0.0,3.0,1.0,0.0
Aaron Mooy,au AUS,"MF,FW",Brighton,eng Premier League,28,1990,23.2,1075.0,992.0,83.0,23.0,4.0,229.0,47.0,53.0,53.0,23.0,21.0,7.0,674.0,180.0,221.0,184.0,850.0,24.0,6.0,3.0,825.0,7.0,14.0,19.0,43.0
Wesley Moraes,br BRA,FW,Aston Villa,eng Premier League,22,1996,19.8,377.0,361.0,16.0,0.0,0.0,115.0,12.0,7.0,0.0,0.0,0.0,0.0,221.0,94.0,62.0,16.0,282.0,33.0,2.0,10.0,277.0,3.0,6.0,6.0,11.0
Alfredo Morales,us USA,MF,Düsseldorf,de Bundesliga,29,1990,19.2,591.0,581.0,10.0,5.0,3.0,173.0,21.0,10.0,0.0,0.0,0.0,0.0,326.0,121.0,144.0,79.0,373.0,68.0,2.0,7.0,425.0,3.0,13.0,10.0,18.0
Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,26,1992,23.3,501.0,491.0,10.0,1.0,4.0,171.0,7.0,15.0,0.0,0.0,0.0,0.0,243.0,135.0,123.0,51.0,289.0,62.0,0.0,13.0,335.0,3.0,5.0,4.0,20.0
Jan Morávek,cz CZE,MF,Augsburg,de Bundesliga,29,1989,5.3,197.0,192.0,5.0,2.0,0.0,42.0,5.0,0.0,1.0,0.0,0.0,0.0,125.0,37.0,35.0,27.0,149.0,17.0,1.0,0.0,153.0,2.0,6.0,1.0,2.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Moreira,fr FRA,DF,Toulouse,fr Ligue 1,24,1994,15.4,730.0,585.0,145.0,11.0,3.0,107.0,11.0,22.0,1.0,1.0,0.0,0.0,415.0,158.0,157.0,54.0,511.0,25.0,133.0,3.0,569.0,1.0,6.0,18.0,25.0
Jérémy Morel,mg MAD,DF,Rennes,fr Ligue 1,35,1984,20.1,1003.0,910.0,93.0,33.0,0.0,165.0,28.0,13.0,0.0,0.0,0.0,0.0,634.0,145.0,224.0,792.0,84.0,47.0,60.0,3.0,837.0,2.0,16.0,15.0,23.0
Alberto Moreno,es ESP,DF,Villarreal,es La Liga,27,1992,16.3,981.0,787.0,194.0,14.0,2.0,90.0,18.0,31.0,0.0,0.0,0.0,0.0,589.0,207.0,185.0,723.0,28.0,37.0,180.0,3.0,841.0,1.0,8.0,9.0,22.0
Álex Moreno,es ESP,DF,Betis,es La Liga,26,1993,25.2,1285.0,1036.0,249.0,12.0,0.0,168.0,25.0,65.0,1.0,0.0,0.0,0.0,712.0,311.0,262.0,862.0,103.0,71.0,236.0,2.0,1009.0,4.0,24.0,20.0,48.0
Gerard Moreno,es ESP,"FW,MF",Villarreal,es La Liga,27,1992,30.5,1027.0,987.0,40.0,6.0,7.0,244.0,41.0,54.0,1.0,0.0,0.0,0.0,598.0,237.0,192.0,775.0,162.0,33.0,7.0,12.0,743.0,7.0,24.0,21.0,48.0
Mateu Morey,es ESP,"DF,FW",Dortmund,de Bundesliga,19,2000,2.2,165.0,155.0,10.0,2.0,0.0,7.0,4.0,9.0,0.0,0.0,0.0,0.0,118.0,29.0,18.0,25.0,128.0,3.0,8.0,1.0,139.0,0.0,2.0,2.0,4.0
Wes Morgan,jm JAM,DF,Leicester City,eng Premier League,35,1984,4.8,238.0,234.0,4.0,4.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,16.0,19.0,29.0,192.0,11.0,0.0,2.0,220.0,2.0,2.0,0.0,2.0
Manu Morlanes,es ESP,"MF,FW",Villarreal,es La Liga,20,1999,2.8,192.0,184.0,8.0,6.0,1.0,28.0,4.0,0.0,1.0,1.0,0.0,0.0,147.0,25.0,20.0,25.0,159.0,4.0,1.0,2.0,177.0,0.0,1.0,2.0,2.0
Raúl Moro,es ESP,DF,Lazio,it Serie A,16,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loren Morón,es ESP,FW,Betis,es La Liga,25,1993,22.6,309.0,264.0,45.0,2.0,3.0,79.0,8.0,11.0,0.0,0.0,0.0,0.0,186.0,73.0,50.0,18.0,240.0,22.0,2.0,7.0,217.0,1.0,10.0,5.0,26.0
Leonardo Morosini,it ITA,"FW,MF",Brescia,it Serie A,23,1995,0.3,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Ravel Morrison,eng ENG,MF,Sheffield Utd,eng Premier League,26,1993,0.1,6.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0
Victor Moses,ng NGA,DF,Inter,it Serie A,28,1990,4.7,281.0,242.0,39.0,2.0,1.0,41.0,6.0,27.0,1.0,0.0,0.0,0.0,160.0,55.0,66.0,36.0,200.0,7.0,36.0,0.0,221.0,0.0,0.0,4.0,14.0
Lebo Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,23,1996,11.6,248.0,238.0,10.0,0.0,0.0,69.0,5.0,14.0,0.0,0.0,0.0,0.0,175.0,42.0,31.0,23.0,185.0,14.0,0.0,5.0,204.0,0.0,7.0,0.0,8.0
Harold Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,21,1997,11.0,573.0,553.0,20.0,12.0,0.0,67.0,9.0,1.0,0.0,0.0,0.0,0.0,456.0,60.0,57.0,100.0,419.0,28.0,8.0,1.0,499.0,1.0,9.0,5.0,5.0
Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,33,1986,5.0,176.0,114.0,62.0,20.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,73.0,11.0,92.0,11.0,117.0,0.0,0.0,30.0,104.0,2.0,6.0,0.0,0.0
Mason Mount,eng ENG,"MF,FW",Chelsea,eng Premier League,20,1999,31.9,1380.0,1233.0,147.0,52.0,4.0,255.0,59.0,66.0,80.0,36.0,14.0,10.0,968.0,202.0,210.0,161.0,1165.0,28.0,9.0,6.0,1116.0,5.0,21.0,14.0,48.0
Lucas Moura,br BRA,"FW,MF",Tottenham,eng Premier League,26,1992,24.9,799.0,782.0,17.0,5.0,6.0,218.0,6.0,27.0,4.0,2.0,1.0,0.0,518.0,157.0,124.0,81.0,633.0,37.0,5.0,3.0,581.0,3.0,9.0,20.0,38.0
Lys Mousset,fr FRA,FW,Sheffield Utd,eng Premier League,23,1996,13.8,239.0,231.0,8.0,0.0,1.0,72.0,1.0,10.0,0.0,0.0,0.0,0.0,173.0,42.0,24.0,24.0,191.0,11.0,1.0,4.0,176.0,1.0,6.0,6.0,11.0
Wesley Moustache,fr FRA,DF,Nantes,fr Ligue 1,20,1999,0.5,27.0,22.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,3.0,22.0,0.0,0.0,5.0,0.0,20.0,0.0,1.0,1.0,0.0
João Moutinho,pt POR,MF,Wolves,eng Premier League,32,1986,34.5,2022.0,1697.0,325.0,148.0,7.0,336.0,134.0,80.0,166.0,35.0,73.0,12.0,1005.0,414.0,603.0,122.0,1781.0,92.0,5.0,6.0,1614.0,4.0,33.0,27.0,38.0
