Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls commited,Fouls drawn,Offsides,Crosses,Interceptions,Tackles won,Penalties won,Penalties conceded,Own goals,Recoveries,Aerial Duels won,Aerial Duels lost,Aerial win %
Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,26,1992,33.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0
Matteo Scozzarella,it ITA,MF,Parma,it Serie A,30,1988,16.2,8.0,0.0,0.0,28.0,12.0,0.0,21.0,22.0,8.0,0.0,0.0,0.0,177.0,3.0,9.0,25.0
Simone Scuffet,it ITA,GK,Udinese,it Serie A,22,1996,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0
Andrea Seculin,it ITA,GK,Chievo,it Serie A,28,1990,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Stanley Segarel,fr FRA,"FW,MF",Amiens,fr Ligue 1,24,1994,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
Davie Selke,de GER,"FW,MF",Hertha BSC,de Bundesliga,23,1995,19.3,4.0,0.0,0.0,28.0,26.0,14.0,34.0,3.0,3.0,1.0,0.0,0.0,74.0,87.0,71.0,55.1
Ole Selnæs,no NOR,MF,Saint-Étienne,fr Ligue 1,24,1994,18.5,6.0,0.0,0.0,30.0,12.0,1.0,5.0,16.0,23.0,0.0,0.0,0.0,210.0,15.0,21.0,41.7
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,26,1992,37.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0
Ken Sema,se SWE,"FW,MF",Watford,eng Premier League,24,1993,8.4,1.0,0.0,0.0,13.0,9.0,1.0,7.0,2.0,9.0,0.0,0.0,0.0,60.0,14.0,18.0,43.8
Alfa Semedo,gw GNB,MF,Espanyol,es La Liga,20,1997,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,42.9
Nélson Semedo,pt POR,DF,Barcelona,es La Liga,24,1993,17.8,4.0,0.0,0.0,22.0,27.0,5.0,17.0,12.0,36.0,2.0,0.0,0.0,125.0,11.0,14.0,44.0
Rúben Semedo,pt POR,DF,Huesca,es La Liga,24,1994,9.4,4.0,0.0,0.0,12.0,6.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,93.0,22.0,14.0,61.1
Adrian Šemper,hr CRO,GK,Chievo,it Serie A,20,1998,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0
Stefano Sensi,it ITA,MF,Sassuolo,it Serie A,22,1995,21.9,8.0,0.0,0.0,25.0,68.0,1.0,19.0,25.0,34.0,1.0,0.0,0.0,227.0,12.0,17.0,41.4
Luigi Sepe,it ITA,GK,Parma,it Serie A,27,1991,37.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,154.0,0.0,0.0,0.0
Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,21,1997,19.2,4.0,2.0,1.0,40.0,28.0,2.0,5.0,13.0,35.0,0.0,0.0,0.0,158.0,14.0,10.0,58.3
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean Seri,ci CIV,MF,Fulham,eng Premier League,27,1991,24.9,6.0,0.0,0.0,33.0,23.0,1.0,25.0,25.0,35.0,0.0,0.0,0.0,254.0,9.0,12.0,42.9
Leonardo Sernicola,it ITA,FW,Sassuolo,it Serie A,21,1997,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0
Julien Serrano,fr FRA,"MF,DF",Monaco,fr Ligue 1,20,1998,1.3,1.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,6.0,1.0,1.0,50.0
Grégory Sertic,fr FRA,MF,Marseille,fr Ligue 1,28,1989,1.2,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,2.0,0.0,100.0
Ryan Sessegnon,eng ENG,"FW,DF",Fulham,eng Premier League,18,2000,25.6,0.0,0.0,0.0,20.0,22.0,16.0,49.0,13.0,25.0,0.0,0.0,0.0,193.0,12.0,35.0,25.5
Paik Seung-ho,kr KOR,"FW,MF",Girona,es La Liga,21,1997,0.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
Stephan El Shaarawy,it ITA,FW,Roma,it Serie A,25,1992,23.4,2.0,0.0,0.0,15.0,35.0,10.0,44.0,20.0,14.0,2.0,0.0,0.0,139.0,16.0,15.0,51.6
Meritan Shabani,al ALB,FW,Bayern Munich,de Bundesliga,19,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Xherdan Shaqiri,ch SUI,"FW,MF",Liverpool,eng Premier League,26,1991,11.8,2.0,0.0,0.0,9.0,14.0,2.0,24.0,7.0,4.0,0.0,0.0,0.0,102.0,1.0,4.0,20.0
Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,23,1995,28.8,11.0,0.0,0.0,42.0,18.0,1.0,36.0,18.0,25.0,0.0,0.0,0.0,342.0,33.0,20.0,62.3
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,26,1992,10.5,1.0,0.0,0.0,16.0,5.0,0.0,15.0,12.0,9.0,0.0,0.0,0.0,146.0,11.0,4.0,73.3
Gaku Shibasaki,jp JPN,"MF,FW",Getafe,es La Liga,26,1992,4.3,0.0,0.0,0.0,6.0,3.0,0.0,15.0,5.0,6.0,0.0,0.0,0.0,37.0,4.0,5.0,44.4
Gen Shoji,jp JPN,DF,Toulouse,fr Ligue 1,25,1992,18.0,2.0,0.0,0.0,10.0,9.0,0.0,0.0,19.0,20.0,0.0,0.0,0.0,186.0,16.0,21.0,43.2
Djibril Sidibé,fr FRA,"DF,MF",Monaco,fr Ligue 1,26,1992,23.1,5.0,0.0,0.0,38.0,33.0,9.0,71.0,24.0,31.0,0.0,2.0,0.0,218.0,26.0,25.0,51.0
Kalidou Sidibé,fr FRA,MF,Toulouse,fr Ligue 1,19,1999,14.0,8.0,0.0,0.0,38.0,14.0,0.0,3.0,12.0,20.0,0.0,0.0,0.0,210.0,52.0,25.0,67.5
Sidnei,br BRA,DF,Betis,es La Liga,28,1989,19.4,4.0,0.0,0.0,14.0,17.0,0.0,10.0,23.0,26.0,0.0,0.0,0.0,179.0,19.0,19.0,50.0
Theoson Siebatcheu,fr FRA,FW,Rennes,fr Ligue 1,22,1996,6.8,0.0,0.0,0.0,13.0,7.0,2.0,1.0,1.0,6.0,1.0,0.0,0.0,26.0,7.0,14.0,33.3
Francisco Sierralta,cl CHI,DF,Parma,it Serie A,21,1997,3.0,2.0,0.0,0.0,7.0,3.0,0.0,1.0,4.0,7.0,0.0,0.0,1.0,15.0,15.0,3.0,83.3
Gylfi Sigurðsson,is ISL,MF,Everton,eng Premier League,28,1989,34.6,3.0,0.0,0.0,33.0,39.0,3.0,61.0,19.0,31.0,0.0,0.0,0.0,258.0,12.0,29.0,29.3
Luca Siligardi,it ITA,FW,Parma,it Serie A,30,1988,18.2,2.0,0.0,0.0,12.0,25.0,2.0,37.0,18.0,16.0,2.0,0.0,0.0,119.0,14.0,24.0,36.8
Adrien Silva,pt POR,MF,Leicester City,eng Premier League,29,1989,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
Adrien Silva,pt POR,MF,Monaco,fr Ligue 1,29,1989,13.2,6.0,0.0,0.0,22.0,16.0,0.0,3.0,7.0,28.0,0.0,0.0,0.0,201.0,16.0,10.0,61.5
André Silva,pt POR,FW,Sevilla,es La Liga,22,1995,24.0,4.0,0.0,0.0,42.0,28.0,17.0,11.0,5.0,8.0,2.0,0.0,0.0,110.0,38.0,65.0,36.9
Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,23,1994,31.7,3.0,0.0,0.0,31.0,24.0,2.0,69.0,26.0,46.0,1.0,0.0,0.0,254.0,7.0,23.0,23.3
David Silva,es ESP,MF,Manchester City,eng Premier League,32,1986,26.7,2.0,0.0,0.0,26.0,25.0,6.0,70.0,20.0,22.0,0.0,0.0,0.0,215.0,17.0,14.0,54.8
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Silva,br BRA,"DF,MF",Saint-Étienne,fr Ligue 1,27,1991,15.9,1.0,0.0,0.0,18.0,30.0,2.0,25.0,16.0,11.0,0.0,0.0,0.0,140.0,21.0,22.0,48.8
Jonathan Silva,ar ARG,DF,Leganés,es La Liga,24,1994,30.0,9.0,0.0,0.0,50.0,20.0,3.0,114.0,31.0,29.0,0.0,0.0,0.0,235.0,13.0,16.0,44.8
Matheus Pereira da Silva,br BRA,MF,Juventus,it Serie A,20,1998,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,33.3
Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,33,1984,23.1,4.0,0.0,0.0,20.0,25.0,2.0,1.0,14.0,10.0,0.0,2.0,0.0,243.0,39.0,15.0,72.2
Xande Silva,pt POR,FW,West Ham,eng Premier League,21,1997,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0
Matías Silvestre,ar ARG,DF,Empoli,it Serie A,33,1984,34.0,6.0,0.0,0.0,24.0,22.0,1.0,3.0,13.0,16.0,0.0,0.0,1.0,267.0,65.0,31.0,67.7
Giovanni Simeone,ar ARG,FW,Fiorentina,it Serie A,23,1995,27.3,2.0,0.0,0.0,48.0,59.0,15.0,12.0,5.0,24.0,1.0,0.0,0.0,118.0,25.0,75.0,25.0
Lorenco Šimić,hr CRO,DF,SPAL,it Serie A,22,1996,2.6,0.0,0.0,0.0,4.0,2.0,1.0,0.0,14.0,6.0,0.0,1.0,0.0,22.0,9.0,5.0,64.3
Moses Simon,ng NGA,"DF,MF",Levante,es La Liga,23,1995,8.7,1.0,0.0,0.0,8.0,6.0,0.0,19.0,7.0,5.0,0.0,1.0,0.0,65.0,3.0,6.0,33.3
Unai Simón,es ESP,GK,Athletic Club,es La Liga,21,1997,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,0.0,0.0
Danny Simpson,eng ENG,DF,Leicester City,eng Premier League,31,1987,3.2,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,35.0,7.0,4.0,63.6
Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,21,1996,4.5,0.0,0.0,0.0,3.0,1.0,0.0,1.0,7.0,4.0,0.0,1.0,1.0,46.0,11.0,9.0,55.0
Josh Sims,eng ENG,"FW,MF",Southampton,eng Premier League,21,1997,2.4,0.0,0.0,0.0,1.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,23.0,1.0,9.0,10.0
Giovanni Sio,ci CIV,FW,Montpellier,fr Ligue 1,29,1989,0.7,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,75.0
Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,29,1988,32.9,5.0,0.0,0.0,30.0,10.0,2.0,7.0,50.0,36.0,0.0,0.0,0.0,453.0,93.0,33.0,73.8
Salvatore Sirigu,it ITA,GK,Torino,it Serie A,31,1987,35.2,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,161.0,0.0,0.0,0.0
Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,20,1997,29.6,9.0,0.0,0.0,73.0,28.0,0.0,15.0,28.0,40.0,0.0,0.0,0.0,328.0,44.0,39.0,53.0
Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,28,1989,25.9,2.0,0.0,0.0,25.0,19.0,3.0,24.0,22.0,30.0,0.0,0.0,0.0,259.0,19.0,18.0,51.4
Pione Sisto,dk DEN,"FW,MF",Celta Vigo,es La Liga,23,1995,9.4,0.0,0.0,0.0,8.0,21.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,1.0,0.0
Antonio Sivera,es ESP,GK,Alavés,es La Liga,21,1996,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0
Ellyes Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,23,1995,34.3,5.0,0.0,0.0,42.0,33.0,0.0,12.0,42.0,66.0,0.0,0.0,0.0,406.0,36.0,22.0,62.1
Oliver Skipp,eng ENG,"MF,FW",Tottenham,eng Premier League,17,2000,2.4,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,30.0,5.0,3.0,62.5
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,27,1991,38.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0
Milan Škriniar,sk SVK,DF,Inter,it Serie A,23,1995,35.0,4.0,0.0,0.0,41.0,31.0,1.0,1.0,19.0,44.0,0.0,1.0,1.0,400.0,56.0,38.0,59.6
Steven Skrzybski,de GER,"FW,MF",Schalke 04,de Bundesliga,25,1992,7.4,1.0,0.0,0.0,10.0,9.0,6.0,3.0,4.0,7.0,0.0,0.0,0.0,35.0,3.0,14.0,17.6
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petar Škuletić,rs SRB,"FW,MF",Montpellier,fr Ligue 1,28,1990,6.7,0.0,0.0,0.0,17.0,7.0,4.0,3.0,1.0,5.0,1.0,0.0,0.0,40.0,29.0,20.0,59.2
Callum Slattery,eng ENG,MF,Southampton,eng Premier League,19,1999,1.2,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,3.0,6.0,33.3
Naïm Sliti,tn TUN,"MF,FW",Dijon,fr Ligue 1,26,1992,25.4,2.0,0.0,0.0,32.0,70.0,9.0,40.0,14.0,28.0,1.0,0.0,0.0,178.0,4.0,27.0,12.9
Chris Smalling,eng ENG,DF,Manchester Utd,eng Premier League,28,1989,23.6,1.0,0.0,0.0,22.0,8.0,2.0,2.0,22.0,15.0,0.0,1.0,1.0,230.0,90.0,32.0,73.8
Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,27,1991,23.0,5.0,1.0,0.0,18.0,44.0,0.0,18.0,21.0,28.0,0.0,1.0,0.0,191.0,27.0,21.0,56.3
Tommy Smith,eng ENG,DF,Huddersfield,eng Premier League,26,1992,12.7,2.0,1.0,0.0,11.0,6.0,0.0,16.0,21.0,15.0,0.0,0.0,0.0,106.0,11.0,15.0,42.3
Emile Smith-Rowe,eng ENG,MF,RB Leipzig,de Bundesliga,18,2000,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Robert Snodgrass,sco SCO,"MF,FW",West Ham,eng Premier League,30,1987,24.7,10.0,0.0,0.0,36.0,49.0,3.0,56.0,13.0,27.0,0.0,1.0,0.0,185.0,14.0,28.0,33.3
Cédric Soares,pt POR,DF,Southampton,eng Premier League,26,1991,16.6,4.0,0.0,0.0,9.0,7.0,1.0,44.0,17.0,17.0,0.0,0.0,0.0,175.0,16.0,16.0,50.0
Cédric Soares,pt POR,DF,Inter,it Serie A,26,1991,2.9,0.0,0.0,0.0,2.0,4.0,0.0,14.0,1.0,4.0,0.0,0.0,0.0,21.0,3.0,1.0,75.0
Ramadan Sobhi,eg EGY,FW,Huddersfield,eng Premier League,21,1997,0.9,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,9.0,2.0,1.0,66.7
Marcel Sobottka,de GER,MF,Düsseldorf,de Bundesliga,24,1994,10.5,3.0,0.0,0.0,26.0,13.0,0.0,1.0,17.0,15.0,0.0,0.0,0.0,113.0,10.0,16.0,38.5
Rubén Sobrino,es ESP,"FW,MF",Valencia,es La Liga,26,1992,2.1,1.0,0.0,0.0,6.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,12.0,6.0,8.0,42.9
Rubén Sobrino,es ESP,"FW,MF",Alavés,es La Liga,26,1992,10.7,2.0,0.0,0.0,28.0,13.0,4.0,11.0,3.0,9.0,0.0,0.0,0.0,55.0,19.0,28.0,40.4
Danilo Soddimo,it ITA,MF,Frosinone,it Serie A,30,1987,2.8,2.0,0.0,0.0,10.0,4.0,0.0,12.0,8.0,9.0,0.0,0.0,0.0,23.0,5.0,2.0,71.4
Alex Sola,es ESP,DF,Real Sociedad,es La Liga,19,1999,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
Dominic Solanke,eng ENG,FW,Bournemouth,eng Premier League,20,1997,3.9,0.0,0.0,0.0,2.0,9.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,28.0,7.0,22.0,24.1
Andrés Solano,co COL,DF,Atlético Madrid,es La Liga,20,1998,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,100.0
Carlos Soler,es ESP,MF,Valencia,es La Liga,21,1997,27.3,9.0,0.0,0.0,52.0,50.0,1.0,45.0,14.0,22.0,1.0,1.0,1.0,212.0,16.0,30.0,34.8
Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.7,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,100.0
Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,29,1988,34.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0
Kévin Soni,cm CMR,"FW,DF",Girona,es La Liga,20,1998,0.9,1.0,0.0,0.0,6.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,15.0,2.0,1.0,66.7
Jérémy Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,34,1983,29.4,2.0,0.0,0.0,26.0,27.0,1.0,0.0,26.0,31.0,0.0,0.0,0.0,295.0,48.0,40.0,54.5
Oliver Sorg,de GER,DF,Hannover 96,de Bundesliga,28,1990,17.6,6.0,1.0,1.0,13.0,30.0,0.0,15.0,27.0,32.0,0.0,0.0,0.0,186.0,5.0,20.0,20.0
David Soria,es ESP,GK,Getafe,es La Liga,25,1993,37.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,225.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Soriano,es ESP,GK,Sevilla,es La Liga,20,1997,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
Roberto Soriano,it ITA,"MF,FW",Torino,it Serie A,27,1991,5.2,1.0,0.0,0.0,14.0,10.0,3.0,11.0,6.0,8.0,0.0,0.0,0.0,43.0,5.0,5.0,50.0
Roberto Soriano,it ITA,MF,Bologna,it Serie A,27,1991,16.5,5.0,0.0,0.0,27.0,17.0,2.0,13.0,4.0,18.0,1.0,0.0,0.0,114.0,13.0,26.0,33.3
Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,39,1979,31.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0
Borna Sosa,hr CRO,"DF,MF",Stuttgart,de Bundesliga,20,1998,6.8,3.0,0.0,0.0,14.0,7.0,0.0,18.0,7.0,8.0,0.0,0.0,0.0,83.0,13.0,15.0,46.4
Sebastian Soto,us USA,MF,Hannover 96,de Bundesliga,18,2000,0.3,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0
Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,19,1999,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Pape Souaré,sn SEN,DF,Crystal Palace,eng Premier League,28,1990,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,26,1992,19.1,6.0,1.0,1.0,26.0,21.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,186.0,28.0,17.0,62.2
Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,19,1999,6.3,2.0,0.0,0.0,6.0,8.0,0.0,1.0,7.0,16.0,0.0,0.0,0.0,60.0,5.0,7.0,41.7
Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,22,1996,4.1,1.0,0.0,0.0,9.0,2.0,0.0,2.0,5.0,5.0,0.0,1.0,0.0,37.0,15.0,6.0,71.4
Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,39,1979,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
Leonardo Spinazzola,it ITA,DF,Juventus,it Serie A,25,1993,6.7,0.0,0.0,0.0,3.0,2.0,1.0,28.0,2.0,5.0,0.0,0.0,0.0,55.0,7.0,4.0,63.6
Nicolás Spolli,ar ARG,DF,Genoa,it Serie A,35,1983,6.0,2.0,0.0,0.0,8.0,4.0,0.0,0.0,7.0,4.0,0.0,0.0,1.0,58.0,1.0,1.0,50.0
Marco Sportiello,it ITA,GK,Frosinone,it Serie A,26,1992,35.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0
Mattia Sprocati,it ITA,"FW,MF",Parma,it Serie A,25,1993,7.2,0.0,0.0,0.0,5.0,21.0,0.0,9.0,6.0,3.0,0.0,0.0,0.0,47.0,4.0,7.0,36.4
Bassem Srarfi,tn TUN,"FW,MF",Nice,fr Ligue 1,21,1997,9.1,2.0,0.0,0.0,14.0,21.0,4.0,12.0,2.0,13.0,0.0,0.0,0.0,61.0,5.0,10.0,33.3
Darijo Srna,hr CRO,DF,Cagliari,it Serie A,36,1982,23.2,5.0,1.0,0.0,22.0,71.0,0.0,82.0,23.0,16.0,0.0,0.0,0.0,212.0,29.0,20.0,59.2
Kostas Stafylidis,gr GRE,DF,Augsburg,de Bundesliga,24,1993,10.2,1.0,0.0,0.0,8.0,10.0,1.0,17.0,11.0,11.0,0.0,0.0,0.0,93.0,6.0,7.0,46.2
Benjamin Stambouli,fr FRA,"DF,MF",Schalke 04,de Bundesliga,27,1990,19.6,3.0,0.0,0.0,23.0,15.0,1.0,2.0,19.0,36.0,0.0,0.0,0.0,250.0,26.0,21.0,55.3
Jozo Stanić,hr CRO,DF,Augsburg,de Bundesliga,19,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Stanislas,eng ENG,"MF,FW",Bournemouth,eng Premier League,28,1989,11.5,1.0,0.0,0.0,6.0,10.0,3.0,18.0,4.0,7.0,0.0,0.0,0.0,85.0,8.0,12.0,40.0
Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,23,1995,20.8,5.0,0.0,0.0,20.0,22.0,0.0,2.0,22.0,12.0,0.0,1.0,1.0,237.0,38.0,13.0,74.5
Timo Stavitski,fi FIN,FW,Caen,fr Ligue 1,19,1999,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renato Steffen,ch SUI,"FW,DF",Wolfsburg,de Bundesliga,26,1991,16.7,4.0,0.0,0.0,21.0,29.0,3.0,25.0,7.0,23.0,0.0,1.0,0.0,114.0,14.0,20.0,41.2
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,22,1995,1.2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,23.0,1.0,1.0,50.0
Pascal Stenzel,de GER,DF,Freiburg,de Bundesliga,22,1996,16.1,5.0,1.0,1.0,21.0,10.0,0.0,28.0,19.0,24.0,0.0,2.0,0.0,168.0,12.0,15.0,44.4
Dale Stephens,eng ENG,MF,Brighton,eng Premier League,29,1989,27.6,6.0,1.0,0.0,44.0,10.0,0.0,4.0,28.0,53.0,0.0,0.0,0.0,337.0,17.0,16.0,51.5
Jack Stephens,eng ENG,DF,Southampton,eng Premier League,24,1994,18.9,4.0,0.0,0.0,13.0,7.0,0.0,1.0,27.0,15.0,0.0,1.0,0.0,219.0,37.0,26.0,58.7
Mariusz Stępiński,pl POL,FW,Chievo,it Serie A,23,1995,27.5,5.0,0.0,0.0,61.0,56.0,24.0,20.0,6.0,17.0,1.0,0.0,0.0,107.0,42.0,87.0,32.6
Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,23,1994,30.8,3.0,0.0,0.0,41.0,44.0,13.0,90.0,21.0,17.0,2.0,0.0,0.0,161.0,8.0,26.0,23.5
Lars Stindl,de GER,"FW,MF",M'Gladbach,de Bundesliga,29,1988,16.8,3.0,0.0,0.0,19.0,31.0,7.0,6.0,13.0,19.0,0.0,0.0,0.0,92.0,12.0,13.0,48.0
Kevin Stöger,at AUT,MF,Düsseldorf,de Bundesliga,24,1993,23.5,8.0,0.0,0.0,47.0,60.0,2.0,29.0,29.0,47.0,0.0,0.0,0.0,241.0,4.0,10.0,28.6
John Stones,eng ENG,DF,Manchester City,eng Premier League,24,1994,19.6,1.0,0.0,0.0,6.0,7.0,1.0,2.0,17.0,11.0,0.0,0.0,0.0,188.0,50.0,18.0,73.5
Thomas Strakosha,al ALB,GK,Lazio,it Serie A,23,1995,35.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0
Tobias Strobl,de GER,"MF,DF",M'Gladbach,de Bundesliga,28,1990,25.5,4.0,0.0,0.0,26.0,24.0,1.0,1.0,19.0,23.0,0.0,0.0,0.0,231.0,27.0,30.0,47.4
Kevin Strootman,nl NED,MF,Roma,it Serie A,28,1990,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,50.0
