Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls commited,Fouls drawn,Offsides,Crosses,Interceptions,Tackles won,Penalties won,Penalties conceded,Own goals,Recoveries,Aerial Duels won,Aerial Duels lost,Aerial win %
Fousseni Diabaté,ml MLI,"FW,MF",Amiens,fr Ligue 1,23,1995,13.2,3.0,0.0,0.0,12.0,9.0,2.0,28.0,8.0,10.0,0.0,0.0,0.0,115.0,9.0,14.0,39.1
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,20,1999,19.7,3.0,0.0,0.0,13.0,20.0,9.0,85.0,8.0,4.0,0.0,0.0,0.0,118.0,3.0,14.0,17.6
Mouctar Diakhaby,fr FRA,DF,Valencia,es La Liga,22,1996,16.0,5.0,0.0,0.0,17.0,14.0,2.0,1.0,4.0,10.0,0.0,1.0,0.0,136.0,35.0,20.0,63.6
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,15.2,1.0,1.0,0.0,5.0,4.0,0.0,5.0,15.0,14.0,0.0,0.0,0.0,131.0,25.0,17.0,59.5
Abdou Diallo,fr FRA,DF,Paris S-G,fr Ligue 1,23,1996,13.3,4.0,0.0,0.0,24.0,7.0,0.0,6.0,8.0,10.0,0.0,0.0,0.0,123.0,17.0,11.0,60.7
Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,24,1995,24.4,2.0,1.0,0.0,36.0,22.0,17.0,12.0,4.0,2.0,0.0,0.0,0.0,102.0,99.0,161.0,38.1
Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,20,1999,17.3,2.0,0.0,0.0,18.0,22.0,0.0,3.0,15.0,38.0,0.0,0.0,0.0,199.0,17.0,13.0,56.7
Moussa Diarra,fr FRA,DF,Toulouse,fr Ligue 1,18,2000,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,10.0,3.0,3.0,50.0
Raphael Dias Belloli,br BRA,"MF,FW",Rennes,fr Ligue 1,23,1996,18.8,4.0,0.0,0.0,19.0,32.0,4.0,45.0,13.0,20.0,0.0,0.0,0.0,138.0,15.0,18.0,45.5
Lucas Dias,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
Amadou Diawara,gn GUI,MF,Roma,it Serie A,22,1997,16.9,4.0,0.0,0.0,28.0,18.0,0.0,2.0,18.0,32.0,0.0,0.0,0.0,155.0,9.0,9.0,50.0
Brahim Díaz,es ESP,"FW,MF",Real Madrid,es La Liga,19,1999,0.7,1.0,0.0,0.0,1.0,6.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0
Víctor Díaz,es ESP,DF,Granada,es La Liga,31,1988,32.0,4.0,0.0,0.0,20.0,12.0,1.0,68.0,27.0,45.0,0.0,0.0,0.0,304.0,54.0,45.0,54.5
Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,20.8,5.0,1.0,0.0,21.0,12.0,0.0,7.0,34.0,19.0,0.0,0.0,1.0,179.0,24.0,36.0,40.0
Eric Dier,eng ENG,"DF,MF",Tottenham,eng Premier League,25,1994,14.9,5.0,0.0,0.0,19.0,4.0,1.0,1.0,6.0,14.0,0.0,1.0,0.0,170.0,79.0,36.0,68.7
Lucas Digne,fr FRA,DF,Everton,eng Premier League,26,1993,33.7,6.0,0.0,0.0,45.0,28.0,3.0,153.0,24.0,39.0,0.0,1.0,1.0,363.0,112.0,53.0,67.9
Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,28,1991,38.0,1.0,0.0,0.0,16.0,25.0,1.0,0.0,24.0,20.0,0.0,0.0,0.0,505.0,183.0,43.0,81.0
Mitchell Dijks,nl NED,DF,Bologna,it Serie A,26,1993,11.2,4.0,0.0,0.0,21.0,13.0,3.0,23.0,5.0,10.0,0.0,1.0,0.0,101.0,9.0,11.0,45.0
Javairô Dilrosun,nl NED,"MF,FW",Hertha BSC,de Bundesliga,21,1998,14.5,2.0,0.0,0.0,6.0,19.0,3.0,34.0,19.0,6.0,0.0,0.0,0.0,109.0,4.0,15.0,21.1
Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,5.8,1.0,0.0,0.0,9.0,7.0,2.0,26.0,2.0,6.0,0.0,0.0,1.0,64.0,3.0,4.0,42.9
Federico Dimarco,it ITA,"DF,MF",Inter,it Serie A,21,1997,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,28,1991,9.9,1.0,0.0,0.0,20.0,10.0,0.0,8.0,4.0,7.0,0.0,0.0,0.0,64.0,1.0,9.0,10.0
Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1992,7.4,1.0,0.0,0.0,11.0,8.0,4.0,11.0,0.0,8.0,0.0,0.0,0.0,20.0,8.0,33.0,19.5
Issa Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,30.7,8.0,0.0,0.0,31.0,11.0,1.0,1.0,32.0,16.0,0.0,3.0,0.0,306.0,84.0,39.0,68.3
Papakouli Diop,sn SEN,MF,Eibar,es La Liga,33,1986,25.0,7.0,0.0,0.0,53.0,34.0,1.0,5.0,20.0,27.0,0.0,0.0,0.0,319.0,61.0,35.0,63.5
Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1997,1.3,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,1.0,1.0,50.0
Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27.0,3.0,0.0,0.0,37.0,24.0,0.0,1.0,11.0,23.0,0.0,2.0,0.0,268.0,73.0,45.0,61.9
Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,19,2000,7.3,1.0,0.0,0.0,9.0,5.0,0.0,1.0,5.0,8.0,0.0,1.0,0.0,69.0,10.0,8.0,55.6
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djené,tg TOG,DF,Getafe,es La Liga,27,1991,34.0,5.0,0.0,0.0,42.0,25.0,1.0,6.0,32.0,28.0,0.0,2.0,1.0,458.0,97.0,59.0,62.2
Moussa Djenepo,ml MLI,"MF,DF",Southampton,eng Premier League,21,1998,10.3,4.0,1.0,0.0,23.0,30.0,3.0,16.0,7.0,18.0,0.0,0.0,0.0,55.0,5.0,14.0,26.3
Koffi Djidji,ci CIV,DF,Torino,it Serie A,26,1992,9.5,0.0,0.0,0.0,12.0,2.0,0.0,0.0,9.0,13.0,0.0,1.0,1.0,94.0,11.0,12.0,47.8
Alexander Djiku,gh GHA,"DF,MF",Strasbourg,fr Ligue 1,24,1994,22.9,6.0,0.0,0.0,37.0,23.0,0.0,4.0,38.0,40.0,0.0,1.0,0.0,245.0,67.0,18.0,78.8
Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,30.9,5.0,0.0,0.0,32.0,37.0,0.0,2.0,31.0,25.0,0.0,1.0,0.0,366.0,116.0,42.0,73.4
Naïs Djouahra,fr FRA,FW,Real Sociedad,es La Liga,19,1999,0.3,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,100.0
Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,27,1992,35.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0
Matt Doherty,ie IRL,DF,Wolves,eng Premier League,27,1992,31.5,1.0,0.0,0.0,28.0,19.0,3.0,38.0,19.0,33.0,1.0,1.0,0.0,255.0,107.0,92.0,53.8
Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,21.0,2.0,0.0,0.0,26.0,36.0,7.0,3.0,9.0,8.0,0.0,0.0,0.0,38.0,17.0,20.0,45.9
Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,1.6,1.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,18.0,2.0,1.0,66.7
Jaume Doménech,es ESP,GK,Valencia,es La Liga,28,1990,14.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0
Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,21,1998,7.8,1.0,0.0,0.0,16.0,6.0,0.0,5.0,8.0,16.0,0.0,0.0,0.0,105.0,4.0,7.0,36.4
Giulio Donati,it ITA,DF,Lecce,it Serie A,29,1990,19.6,4.0,0.0,0.0,17.0,29.0,0.0,52.0,16.0,25.0,0.0,0.0,1.0,137.0,15.0,10.0,60.0
Ji Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,28,1991,1.1,1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,42.9
Anastasios Donis,gr GRE,"FW,MF",Reims,fr Ligue 1,22,1996,6.8,1.0,0.0,0.0,17.0,8.0,5.0,17.0,0.0,3.0,0.0,0.0,0.0,31.0,7.0,21.0,25.0
Alfredo Donnarumma,it ITA,FW,Brescia,it Serie A,28,1990,18.7,1.0,0.0,0.0,18.0,33.0,11.0,9.0,6.0,7.0,0.0,0.0,0.0,81.0,12.0,39.0,23.5
Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,35.6,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0
Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,21,1997,23.2,3.0,0.0,0.0,18.0,26.0,0.0,4.0,12.0,31.0,0.0,0.0,1.0,254.0,88.0,36.0,71.0
Mathieu Dossevi,tg TOG,"MF,FW",Toulouse,fr Ligue 1,31,1988,19.5,0.0,0.0,0.0,23.0,22.0,5.0,96.0,8.0,22.0,0.0,0.0,0.0,128.0,7.0,23.0,23.3
Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,1989,16.4,2.0,0.0,0.0,16.0,13.0,9.0,1.0,4.0,4.0,0.0,0.0,0.0,69.0,125.0,52.0,70.6
Abdoulaye Doucouré,fr FRA,MF,Watford,eng Premier League,26,1993,35.1,9.0,0.0,0.0,51.0,15.0,6.0,27.0,22.0,49.0,0.0,1.0,1.0,440.0,53.0,53.0,50.0
Mamadou Doucouré,fr FRA,MF,M'Gladbach,de Bundesliga,21,1998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Moussa Doumbia,ml MLI,"FW,MF",Reims,fr Ligue 1,24,1994,19.1,8.0,1.0,1.0,22.0,55.0,1.0,36.0,20.0,14.0,1.0,0.0,0.0,158.0,5.0,20.0,20.0
Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0
Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5.0,1.0,0.0,0.0,5.0,2.0,0.0,12.0,4.0,4.0,0.0,0.0,0.0,43.0,4.0,6.0,40.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Doyle,eng ENG,"MF,FW",Manchester City,eng Premier League,17,2001,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mohamed Dräger,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,16.2,2.0,0.0,0.0,16.0,23.0,0.0,23.0,15.0,26.0,0.0,0.0,0.0,146.0,8.0,13.0,38.1
Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,28,1991,11.4,7.0,1.0,1.0,17.0,6.0,0.0,0.0,7.0,15.0,0.0,1.0,0.0,121.0,22.0,13.0,62.9
Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,175.0,0.0,0.0,0.0
Julian Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,1993,7.6,5.0,0.0,0.0,17.0,4.0,0.0,5.0,8.0,8.0,0.0,0.0,0.0,59.0,3.0,1.0,75.0
Dominick Drexler,de GER,"MF,FW",Köln,de Bundesliga,29,1990,17.6,5.0,0.0,0.0,26.0,39.0,8.0,38.0,22.0,19.0,0.0,1.0,0.0,163.0,18.0,32.0,36.0
Danny Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,1990,2.9,1.0,0.0,0.0,7.0,1.0,0.0,1.0,7.0,5.0,0.0,0.0,0.0,46.0,2.0,2.0,50.0
Danny Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1990,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0
Josip Drmić,ch SUI,"FW,MF",Norwich City,eng Premier League,26,1992,7.2,0.0,1.0,0.0,6.0,4.0,7.0,3.0,3.0,3.0,0.0,0.0,0.0,49.0,12.0,40.0,23.1
Domingos Duarte,pt POR,DF,Granada,es La Liga,24,1995,34.3,7.0,0.0,0.0,39.0,22.0,4.0,5.0,15.0,21.0,0.0,4.0,0.0,297.0,87.0,47.0,64.9
Léo Duarte,br BRA,DF,Milan,it Serie A,23,1996,4.5,2.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,32.0,11.0,8.0,57.9
Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,1989,5.4,0.0,0.0,0.0,10.0,3.0,0.0,0.0,3.0,7.0,0.0,1.0,0.0,38.0,13.0,14.0,48.1
Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,1995,29.6,11.0,0.0,0.0,45.0,39.0,0.0,44.0,19.0,38.0,1.0,5.0,0.0,289.0,58.0,49.0,54.2
Edgaras Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,15.0,3.0,0.0,0.0,17.0,11.0,1.0,45.0,13.0,21.0,0.0,0.0,0.0,124.0,19.0,8.0,70.4
Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0
Ondrej Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,8.0,0.0,0.0,0.0,9.0,13.0,2.0,8.0,5.0,15.0,0.0,0.0,0.0,66.0,8.0,20.0,28.6
Ondrej Duda,sk SVK,"MF,FW",Hertha BSC,de Bundesliga,24,1994,5.0,2.0,0.0,0.0,12.0,11.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,43.0,7.0,11.0,38.9
Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,13.8,2.0,0.0,0.0,14.0,10.0,0.0,1.0,13.0,9.0,0.0,0.0,0.0,136.0,63.0,17.0,78.8
Haris Duljević,ba BIH,"FW,MF",Nîmes,fr Ligue 1,25,1993,5.8,0.0,0.0,0.0,4.0,8.0,1.0,13.0,2.0,9.0,0.0,0.0,0.0,32.0,3.0,9.0,25.0
Paul Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,27,1991,13.6,2.0,0.0,0.0,4.0,6.0,0.0,14.0,15.0,6.0,0.0,0.0,1.0,121.0,35.0,23.0,60.3
Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,26,1993,9.9,2.0,0.0,0.0,9.0,10.0,0.0,10.0,5.0,7.0,0.0,0.0,0.0,65.0,4.0,6.0,40.0
Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,26,1993,9.4,3.0,0.0,0.0,17.0,13.0,0.0,6.0,6.0,11.0,0.0,2.0,0.0,67.0,5.0,8.0,38.5
Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,35.9,9.0,0.0,0.0,19.0,19.0,1.0,2.0,36.0,28.0,0.0,0.0,0.0,410.0,84.0,44.0,65.6
Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,27,1992,5.7,0.0,0.0,0.0,4.0,4.0,0.0,14.0,3.0,8.0,0.0,0.0,0.0,59.0,5.0,10.0,33.3
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riza Durmisi,dk DEN,DF,Nice,fr Ligue 1,25,1994,1.8,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0
Hugo Duro,es ESP,"FW,MF",Getafe,es La Liga,19,1999,4.2,3.0,0.0,0.0,11.0,16.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,23.0,14.0,38.0,26.9
Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,22,1997,13.1,0.0,0.0,0.0,10.0,9.0,0.0,0.0,16.0,11.0,0.0,1.0,0.0,154.0,23.0,26.0,46.9
Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,25,1993,23.9,5.0,0.0,0.0,24.0,54.0,6.0,41.0,12.0,18.0,3.0,0.0,0.0,125.0,3.0,9.0,25.0
Edin Džeko,ba BIH,FW,Roma,it Serie A,33,1986,31.7,4.0,0.0,0.0,39.0,48.0,16.0,23.0,7.0,11.0,4.0,0.0,0.0,130.0,135.0,75.0,64.3
Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,33,1986,7.8,2.0,0.0,0.0,11.0,17.0,0.0,4.0,5.0,16.0,0.0,0.0,0.0,75.0,4.0,3.0,57.1
Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28.0,2.0,0.0,0.0,10.0,15.0,0.0,1.0,25.0,20.0,0.0,0.0,0.0,272.0,85.0,32.0,72.6
Simone Edera,it ITA,"MF,FW",Torino,it Serie A,22,1997,4.4,4.0,1.0,1.0,13.0,5.0,0.0,3.0,2.0,7.0,1.0,0.0,0.0,25.0,3.0,11.0,21.4
Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,34.1,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0
John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,35.4,5.0,1.0,1.0,33.0,20.0,1.0,3.0,26.0,27.0,0.0,1.0,0.0,371.0,139.0,57.0,70.9
Johannes Eggestein,de GER,"MF,FW",Werder Bremen,de Bundesliga,21,1998,5.7,3.0,1.0,1.0,8.0,6.0,1.0,10.0,2.0,5.0,0.0,0.0,0.0,57.0,2.0,12.0,14.3
Maximilian Eggestein,de GER,"MF,DF",Werder Bremen,de Bundesliga,22,1996,31.7,6.0,0.0,0.0,34.0,39.0,0.0,19.0,25.0,32.0,0.0,0.0,0.0,320.0,34.0,43.0,44.2
Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,24,1995,25.9,6.0,1.0,0.0,54.0,35.0,3.0,50.0,28.0,51.0,0.0,1.0,0.0,201.0,42.0,23.0,64.6
Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,26.5,8.0,0.0,0.0,43.0,56.0,0.0,5.0,32.0,44.0,2.0,0.0,0.0,299.0,30.0,21.0,58.8
Harvey Elliot,eng ENG,DF,Liverpool,eng Premier League,16,2003,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Elif Elmas,mk MKD,MF,Napoli,it Serie A,19,1999,12.6,7.0,0.0,0.0,31.0,16.0,0.0,3.0,7.0,10.0,0.0,0.0,0.0,84.0,2.0,14.0,12.5
Ilay Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,11.5,1.0,0.0,0.0,13.0,5.0,2.0,50.0,6.0,17.0,0.0,0.0,0.0,114.0,25.0,20.0,55.6
Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,16.8,4.0,0.0,0.0,12.0,9.0,0.0,6.0,14.0,13.0,0.0,0.0,0.0,185.0,72.0,30.0,70.6
Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,22,1996,29.1,5.0,0.0,0.0,22.0,19.0,1.0,1.0,30.0,37.0,0.0,1.0,0.0,346.0,93.0,62.0,60.0
Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,1993,23.6,9.0,1.0,0.0,34.0,12.0,2.0,0.0,12.0,16.0,0.0,0.0,0.0,268.0,81.0,34.0,70.4
Adri Embarba,es ESP,"MF,FW",Espanyol,es La Liga,27,1992,15.2,4.0,0.0,0.0,24.0,27.0,1.0,58.0,11.0,18.0,0.0,0.0,0.0,107.0,12.0,38.0,24.0
Breel Embolo,ch SUI,"FW,MF",M'Gladbach,de Bundesliga,22,1997,17.2,4.0,0.0,0.0,42.0,47.0,13.0,5.0,5.0,15.0,2.0,0.0,0.0,95.0,18.0,42.0,30.0
Emerson,br BRA,DF,Betis,es La Liga,20,1999,31.5,11.0,0.0,0.0,46.0,94.0,1.0,80.0,17.0,45.0,0.0,0.0,0.0,236.0,65.0,37.0,63.7
Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,27,1991,3.2,1.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,14.0,14.0,20.0,41.2
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,9.5,3.0,0.0,0.0,18.0,9.0,0.0,2.0,15.0,13.0,0.0,1.0,0.0,97.0,25.0,18.0,58.1
Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,1997,15.4,2.0,0.0,0.0,21.0,19.0,17.0,12.0,2.0,5.0,1.0,0.0,0.0,61.0,60.0,91.0,39.7
Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,1997,8.8,1.0,0.0,0.0,16.0,11.0,12.0,5.0,5.0,6.0,0.0,0.0,0.0,27.0,37.0,42.0,46.8
Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,16.1,1.0,0.0,0.0,5.0,5.0,1.0,3.0,12.0,4.0,0.0,2.0,0.0,128.0,58.0,28.0,67.4
Sergi Enrich,es ESP,FW,Eibar,es La Liga,29,1990,20.7,6.0,0.0,0.0,60.0,23.0,17.0,5.0,5.0,17.0,0.0,0.0,0.0,105.0,100.0,170.0,37.0
Javier Eraso,es ESP,"MF,FW",Leganés,es La Liga,29,1990,9.1,3.0,0.0,0.0,18.0,15.0,3.0,12.0,4.0,8.0,0.0,0.0,0.0,58.0,10.0,25.0,28.6
Christian Eriksen,dk DEN,"MF,FW",Tottenham,eng Premier League,27,1992,12.2,5.0,0.0,0.0,9.0,6.0,2.0,24.0,8.0,12.0,0.0,0.0,0.0,138.0,3.0,9.0,25.0
Christian Eriksen,dk DEN,MF,Inter,it Serie A,27,1992,7.8,0.0,0.0,0.0,6.0,2.0,0.0,17.0,1.0,6.0,0.0,0.0,0.0,71.0,4.0,6.0,40.0
Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,26,1993,18.6,9.0,1.0,1.0,31.0,30.0,2.0,10.0,15.0,29.0,2.0,1.0,0.0,252.0,49.0,51.0,49.0
Aarón Escandell,es ESP,GK,Granada,es La Liga,23,1995,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,8.6,2.0,0.0,0.0,11.0,8.0,0.0,18.0,6.0,13.0,0.0,1.0,0.0,99.0,21.0,16.0,56.8
Espeto,br BRA,"DF,MF",SPAL,it Serie A,22,1997,23.4,9.0,1.0,1.0,51.0,61.0,2.0,52.0,12.0,39.0,0.0,0.0,0.0,163.0,10.0,36.0,21.7
Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,25.1,5.0,1.0,0.0,33.0,18.0,3.0,4.0,12.0,19.0,0.0,1.0,0.0,342.0,100.0,54.0,64.9
Sebastiano Esposito,it ITA,FW,Inter,it Serie A,17,2002,2.2,2.0,0.0,0.0,7.0,4.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,13.0,1.0,8.0,11.1
Esquerdo,es ESP,MF,Valencia,es La Liga,20,1999,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0
Alexander Esswein,de GER,"FW,MF",Hertha BSC,de Bundesliga,29,1990,2.4,1.0,0.0,0.0,5.0,6.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,15.0,6.0,1.0,85.7
Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21,1998,33.1,8.0,0.0,0.0,42.0,39.0,4.0,140.0,44.0,57.0,0.0,0.0,0.0,368.0,45.0,41.0,52.3
Oghenekaro Etebo,ng NGA,MF,Getafe,es La Liga,23,1995,6.4,4.0,0.0,0.0,8.0,7.0,0.0,10.0,10.0,13.0,0.0,0.0,0.0,72.0,23.0,12.0,65.7
Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,1987,4.4,0.0,0.0,0.0,2.0,2.0,0.0,5.0,3.0,4.0,0.0,0.0,0.0,43.0,5.0,4.0,55.6
Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,1987,16.1,7.0,0.0,0.0,16.0,12.0,0.0,1.0,7.0,11.0,0.0,0.0,0.0,182.0,54.0,35.0,60.7
Antony Evans,eng ENG,"MF,DF",Paderborn 07,de Bundesliga,20,1998,1.7,0.0,0.0,0.0,5.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,18.0,2.0,3.0,40.0
Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,1988,37.6,8.0,1.0,0.0,36.0,27.0,2.0,5.0,39.0,31.0,1.0,1.0,1.0,434.0,141.0,60.0,70.1
Edu Expósito,es ESP,MF,Eibar,es La Liga,22,1996,25.7,3.0,0.0,0.0,29.0,19.0,0.0,14.0,20.0,41.0,0.0,0.0,0.0,310.0,46.0,60.0,43.4
Valentin Eysseric,fr FRA,"MF,FW",Hellas Verona,it Serie A,27,1992,3.9,3.0,0.0,0.0,11.0,3.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,18.0,8.0,10.0,44.4
