Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls commited,Fouls drawn,Offsides,Crosses,Interceptions,Tackles won,Penalties won,Penalties conceded,Own goals,Recoveries,Aerial Duels won,Aerial Duels lost,Aerial win %
Nicola Sansone,it ITA,"FW,MF",Bologna,it Serie A,27,1991,25.2,6.0,0.0,0.0,36.0,75.0,8.0,66.0,12.0,20.0,0.0,0.0,0.0,163.0,10.0,41.0,19.6
Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,24,1995,27.8,1.0,0.0,0.0,22.0,32.0,0.0,3.0,32.0,58.0,1.0,0.0,1.0,377.0,49.0,33.0,59.8
Federico Santander,py PAR,FW,Bologna,it Serie A,28,1991,8.6,6.0,0.0,0.0,24.0,18.0,7.0,9.0,3.0,6.0,0.0,0.0,0.0,43.0,49.0,45.0,52.1
Davide Santon,it ITA,DF,Roma,it Serie A,28,1991,6.9,4.0,0.0,0.0,16.0,7.0,1.0,6.0,4.0,9.0,0.0,0.0,0.0,55.0,11.0,2.0,84.6
Samir Santos,br BRA,DF,Udinese,it Serie A,24,1994,17.2,3.0,0.0,0.0,22.0,23.0,1.0,5.0,22.0,28.0,0.0,1.0,0.0,122.0,32.0,22.0,59.3
Riccardo Saponara,it ITA,"MF,FW",Genoa,it Serie A,27,1991,1.9,1.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,17.0,2.0,0.0,100.0
Riccardo Saponara,it ITA,"MF,FW",Lecce,it Serie A,27,1991,10.5,2.0,0.0,0.0,9.0,17.0,3.0,36.0,3.0,7.0,1.0,0.0,0.0,73.0,6.0,1.0,85.7
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Šaponjić,rs SRB,"FW,DF",Atlético Madrid,es La Liga,21,1997,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,27,1992,12.9,1.0,0.0,0.0,14.0,10.0,6.0,42.0,3.0,10.0,0.0,0.0,0.0,66.0,4.0,11.0,26.7
Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,21,1998,2.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,4.0,3.0,0.0,0.0,0.0,26.0,4.0,3.0,57.1
Josh Sargent,us USA,FW,Werder Bremen,de Bundesliga,19,2000,15.7,2.0,0.0,0.0,23.0,37.0,6.0,5.0,8.0,13.0,0.0,0.0,0.0,72.0,40.0,54.0,42.6
Bouna Sarr,gn GUI,"DF,FW",Marseille,fr Ligue 1,27,1992,24.0,3.0,0.0,0.0,23.0,43.0,4.0,62.0,24.0,30.0,1.0,0.0,1.0,232.0,37.0,39.0,48.7
Ismaila Sarr,sn SEN,"FW,MF",Watford,eng Premier League,21,1998,22.5,1.0,0.0,0.0,22.0,47.0,12.0,92.0,16.0,18.0,2.0,0.0,0.0,143.0,18.0,49.0,26.9
Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,20,1999,16.2,2.0,0.0,0.0,8.0,10.0,0.0,3.0,24.0,7.0,0.0,0.0,0.0,156.0,14.0,10.0,58.3
Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,23,1996,12.9,6.0,0.0,0.0,34.0,8.0,2.0,5.0,7.0,27.0,0.0,0.0,0.0,154.0,87.0,41.0,68.0
Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,22,1997,15.1,4.0,0.0,0.0,20.0,19.0,0.0,54.0,17.0,17.0,0.0,1.0,0.0,115.0,7.0,11.0,38.9
Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,16.9,5.0,0.0,0.0,39.0,56.0,0.0,31.0,26.0,37.0,0.0,0.0,0.0,226.0,24.0,17.0,58.5
Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,28,1991,22.0,6.0,0.0,0.0,15.0,10.0,0.0,0.0,9.0,8.0,0.0,0.0,1.0,244.0,60.0,25.0,70.6
Fabian Schär,ch SUI,"DF,MF",Newcastle Utd,eng Premier League,27,1991,18.6,5.0,0.0,0.0,29.0,25.0,2.0,9.0,32.0,27.0,0.0,0.0,0.0,173.0,35.0,27.0,56.5
Louis Schaub,at AUT,MF,Köln,de Bundesliga,24,1994,6.9,0.0,0.0,0.0,8.0,11.0,1.0,12.0,4.0,9.0,0.0,0.0,0.0,59.0,6.0,9.0,40.0
Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,30,1989,4.0,2.0,0.0,0.0,6.0,4.0,1.0,14.0,3.0,5.0,0.0,0.0,0.0,31.0,8.0,2.0,80.0
Patrik Schick,cz CZE,FW,RB Leipzig,de Bundesliga,23,1996,14.4,3.0,0.0,0.0,16.0,21.0,9.0,7.0,5.0,4.0,0.0,0.0,0.0,48.0,51.0,45.0,53.1
Julian Schieber,de GER,FW,Augsburg,de Bundesliga,30,1989,0.5,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
Kingsley Schindler,de GER,"FW,MF",Köln,de Bundesliga,26,1993,9.4,0.0,0.0,0.0,12.0,10.0,3.0,28.0,0.0,4.0,0.0,0.0,0.0,70.0,10.0,21.0,32.3
Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,21,1997,19.1,4.0,0.0,0.0,33.0,24.0,0.0,8.0,12.0,44.0,0.0,0.0,0.0,229.0,21.0,20.0,51.2
Keven Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22,1997,21.5,6.0,1.0,0.0,21.0,32.0,1.0,1.0,23.0,38.0,0.0,0.0,0.0,247.0,64.0,45.0,58.7
Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,19,1999,4.1,0.0,0.0,0.0,6.0,10.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,47.0,23.0,6.0,79.3
Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,26,1992,11.5,2.0,0.0,0.0,17.0,12.0,1.0,8.0,7.0,6.0,0.0,0.0,0.0,80.0,19.0,16.0,54.3
Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,32,1986,38.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0
Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,31,1988,0.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,80.0
Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,29,1990,31.5,1.0,0.0,0.0,12.0,36.0,4.0,59.0,21.0,31.0,0.0,0.0,0.0,246.0,34.0,29.0,54.0
Manuel Schmiedebach,de GER,MF,Union Berlin,de Bundesliga,30,1988,2.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benno Schmitz,de GER,DF,Köln,de Bundesliga,24,1994,12.9,1.0,0.0,0.0,22.0,4.0,0.0,22.0,11.0,14.0,0.0,0.0,0.0,130.0,22.0,25.0,46.8
Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,29,1989,11.1,6.0,1.0,1.0,18.0,2.0,0.0,4.0,12.0,19.0,0.0,0.0,0.0,127.0,18.0,11.0,62.1
Lasse Schöne,dk DEN,MF,Genoa,it Serie A,33,1986,27.0,5.0,0.0,0.0,36.0,32.0,0.0,31.0,34.0,28.0,0.0,1.0,0.0,268.0,21.0,23.0,47.7
Sebastian Schonlau,de GER,DF,Paderborn 07,de Bundesliga,24,1994,23.0,2.0,0.0,0.0,20.0,22.0,1.0,1.0,30.0,35.0,0.0,1.0,0.0,261.0,57.0,35.0,62.0
Alessandro Schöpf,at AUT,MF,Schalke 04,de Bundesliga,25,1994,15.9,3.0,0.0,0.0,20.0,18.0,1.0,11.0,15.0,22.0,0.0,0.0,0.0,167.0,6.0,30.0,16.7
Jerdy Schouten,nl NED,MF,Bologna,it Serie A,22,1997,12.0,6.0,1.0,0.0,25.0,3.0,0.0,0.0,26.0,21.0,0.0,0.0,0.0,164.0,25.0,22.0,53.2
Markus Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,8.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0
Nico Schulz,de GER,DF,Dortmund,de Bundesliga,26,1993,6.6,0.0,0.0,0.0,12.0,3.0,4.0,16.0,4.0,8.0,0.0,0.0,0.0,48.0,2.0,2.0,50.0
Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,23.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0
Matteo Scozzarella,it ITA,MF,Parma,it Serie A,31,1988,10.2,2.0,0.0,0.0,11.0,9.0,0.0,16.0,17.0,15.0,0.0,0.0,0.0,114.0,3.0,4.0,42.9
Aleksandar Sedlar,rs SRB,DF,Mallorca,es La Liga,27,1991,9.0,3.0,1.0,0.0,11.0,4.0,0.0,0.0,10.0,8.0,0.0,1.0,0.0,111.0,25.0,15.0,62.5
Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,24,1995,10.7,3.0,0.0,0.0,26.0,20.0,6.0,6.0,1.0,3.0,0.0,0.0,0.0,40.0,70.0,64.0,52.2
Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,24,1995,5.1,3.0,0.0,0.0,13.0,6.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,21.0,36.0,31.0,53.7
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0
Ken Sema,se SWE,"DF,MF",Udinese,it Serie A,25,1993,27.3,6.0,0.0,0.0,32.0,18.0,4.0,115.0,13.0,27.0,0.0,0.0,0.0,181.0,16.0,16.0,50.0
Nélson Semedo,pt POR,DF,Barcelona,es La Liga,25,1993,23.3,2.0,0.0,0.0,21.0,30.0,3.0,23.0,21.0,37.0,2.0,1.0,0.0,165.0,14.0,9.0,60.9
Alessandro Semprini,it ITA,DF,Brescia,it Serie A,21,1998,7.0,2.0,0.0,0.0,4.0,6.0,0.0,9.0,3.0,3.0,0.0,0.0,0.0,61.0,7.0,6.0,53.8
Josep Señé,es ESP,MF,Mallorca,es La Liga,27,1991,1.7,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,1.0,50.0
Stefano Sensi,it ITA,"MF,FW",Inter,it Serie A,23,1995,8.0,2.0,0.0,0.0,14.0,14.0,0.0,26.0,4.0,11.0,1.0,0.0,0.0,67.0,3.0,4.0,42.9
Luigi Sepe,it ITA,GK,Parma,it Serie A,28,1991,34.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0
Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,22,1997,17.8,2.0,0.0,0.0,29.0,34.0,1.0,2.0,20.0,46.0,0.0,0.0,0.0,179.0,15.0,15.0,50.0
Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,19,2000,3.8,0.0,0.0,0.0,4.0,2.0,2.0,12.0,4.0,0.0,0.0,1.0,0.0,28.0,6.0,5.0,54.5
Salva Sevilla,es ESP,MF,Mallorca,es La Liga,35,1984,28.5,10.0,1.0,1.0,34.0,20.0,1.0,30.0,13.0,20.0,0.0,0.0,0.0,286.0,8.0,12.0,40.0
Yevhen Shakhov,ua UKR,"MF,FW",Lecce,it Serie A,28,1990,12.1,3.0,0.0,0.0,21.0,10.0,5.0,1.0,12.0,22.0,1.0,0.0,0.0,85.0,17.0,29.0,37.0
Xherdan Shaqiri,ch SUI,FW,Liverpool,eng Premier League,27,1991,2.1,0.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,4.0,42.9
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,33,1986,11.7,1.0,1.0,0.0,20.0,32.0,12.0,15.0,1.0,5.0,0.0,0.0,0.0,55.0,13.0,44.0,22.8
Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,24,1995,19.3,7.0,0.0,0.0,23.0,10.0,4.0,24.0,15.0,24.0,0.0,0.0,0.0,205.0,32.0,23.0,58.2
Khiry Shelton,us USA,"FW,MF",Paderborn 07,de Bundesliga,26,1993,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,27,1992,23.5,3.0,0.0,0.0,17.0,6.0,1.0,25.0,10.0,16.0,0.0,0.0,0.0,238.0,18.0,11.0,62.1
Gen Shoji,jp JPN,DF,Toulouse,fr Ligue 1,26,1992,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,100.0
Djibril Sidibé,fr FRA,DF,Everton,eng Premier League,27,1992,20.3,3.0,0.0,0.0,24.0,19.0,2.0,49.0,32.0,40.0,0.0,0.0,0.0,214.0,29.0,33.0,46.8
Kalidou Sidibé,fr FRA,MF,Toulouse,fr Ligue 1,20,1999,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,1.0,1.0,50.0
Sidnei,br BRA,DF,Betis,es La Liga,29,1989,13.1,1.0,0.0,0.0,8.0,4.0,0.0,0.0,12.0,13.0,0.0,1.0,0.0,130.0,27.0,13.0,67.5
Theoson Siebatcheu,fr FRA,FW,Rennes,fr Ligue 1,23,1996,4.9,3.0,0.0,0.0,11.0,7.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,29.0,12.0,19.0,38.7
Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,21,1998,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi Sigurðsson,is ISL,MF,Everton,eng Premier League,29,1989,28.4,3.0,0.0,0.0,34.0,23.0,2.0,47.0,24.0,45.0,0.0,0.0,0.0,241.0,18.0,28.0,39.1
Luca Siligardi,it ITA,"FW,MF",Parma,it Serie A,31,1988,3.7,0.0,0.0,0.0,3.0,7.0,0.0,6.0,5.0,3.0,0.0,0.0,0.0,44.0,7.0,4.0,63.6
Adrien Silva,pt POR,MF,Monaco,fr Ligue 1,30,1989,13.6,7.0,0.0,0.0,22.0,22.0,0.0,8.0,12.0,28.0,0.0,0.0,0.0,163.0,12.0,15.0,44.4
André Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,23,1995,17.5,1.0,0.0,0.0,14.0,21.0,12.0,12.0,1.0,4.0,1.0,0.0,0.0,89.0,48.0,68.0,41.4
André Silva,pt POR,FW,Milan,it Serie A,23,1995,0.7,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Bernardo Silva,pt POR,"FW,MF",Manchester City,eng Premier League,24,1994,22.6,5.0,0.0,0.0,23.0,20.0,2.0,63.0,23.0,26.0,0.0,1.0,0.0,183.0,11.0,28.0,28.2
David Silva,es ESP,MF,Manchester City,eng Premier League,33,1986,20.3,0.0,0.0,0.0,20.0,20.0,3.0,26.0,9.0,16.0,0.0,0.0,0.0,164.0,8.0,15.0,34.8
Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,28,1991,2.6,0.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,13.0,7.0,4.0,63.6
Jonathan Silva,ar ARG,DF,Leganés,es La Liga,25,1994,30.9,13.0,1.0,0.0,45.0,36.0,4.0,99.0,26.0,19.0,0.0,1.0,1.0,223.0,36.0,43.0,45.6
Matheus Pereira da Silva,br BRA,"MF,FW",Dijon,fr Ligue 1,21,1998,5.2,4.0,0.0,0.0,8.0,2.0,1.0,9.0,5.0,4.0,0.0,0.0,0.0,58.0,2.0,6.0,25.0
Rui Silva,pt POR,GK,Granada,es La Liga,25,1994,35.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0
Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,34,1984,17.5,1.0,0.0,0.0,9.0,10.0,0.0,0.0,14.0,21.0,0.0,0.0,0.0,184.0,31.0,20.0,60.8
Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,28,1991,35.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0
Mohamed Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,19,2000,16.7,4.0,0.0,0.0,26.0,40.0,1.0,20.0,24.0,28.0,1.0,2.0,0.0,144.0,44.0,27.0,62.0
Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,24,1995,32.5,4.0,0.0,0.0,54.0,52.0,23.0,20.0,7.0,11.0,1.0,0.0,0.0,94.0,42.0,128.0,24.7
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,24,1995,24.2,2.0,0.0,0.0,10.0,23.0,8.0,59.0,9.0,10.0,0.0,0.0,0.0,138.0,10.0,40.0,20.0
Unai Simón,es ESP,GK,Athletic Club,es La Liga,22,1997,33.2,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0
Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,22,1996,2.7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,22.0,4.0,2.0,66.7
Sarpreet Singh,nz NZL,"FW,MF",Bayern Munich,de Bundesliga,20,1999,0.8,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,50.0
Wilfried Singo,ci CIV,DF,Torino,it Serie A,18,2000,1.5,0.0,0.0,0.0,2.0,3.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,10.0,5.0,1.0,83.3
Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,24,1995,10.1,1.0,0.0,0.0,12.0,5.0,0.0,12.0,7.0,16.0,0.0,0.0,0.0,98.0,7.0,12.0,36.8
Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,30,1988,21.3,7.0,0.0,0.0,24.0,9.0,3.0,8.0,25.0,25.0,0.0,1.0,0.0,250.0,74.0,39.0,65.5
Salvatore Sirigu,it ITA,GK,Torino,it Serie A,32,1987,36.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0
Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,21,1997,17.8,5.0,0.0,0.0,39.0,15.0,1.0,15.0,24.0,35.0,0.0,0.0,0.0,156.0,32.0,23.0,58.2
Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,29,1989,27.2,8.0,0.0,0.0,44.0,16.0,2.0,21.0,22.0,35.0,0.0,1.0,0.0,285.0,31.0,27.0,53.4
Sambou Sissoko,fr FRA,"MF,FW",Reims,fr Ligue 1,20,1999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
Pione Sisto,dk DEN,"FW,MF",Celta Vigo,es La Liga,24,1995,9.9,2.0,0.0,0.0,9.0,26.0,5.0,25.0,3.0,10.0,0.0,0.0,0.0,61.0,1.0,9.0,10.0
Antonio Sivera,es ESP,GK,Alavés,es La Liga,22,1996,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0
Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,24,1995,29.7,4.0,0.0,0.0,34.0,18.0,3.0,7.0,38.0,49.0,0.0,0.0,0.0,391.0,42.0,34.0,55.3
Oliver Skipp,eng ENG,"MF,DF",Tottenham,eng Premier League,18,2000,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,28,1991,37.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0
Andreas Skov Olsen,dk DEN,"FW,MF",Bologna,it Serie A,19,1999,8.4,2.0,0.0,0.0,13.0,11.0,3.0,34.0,4.0,7.0,0.0,0.0,0.0,69.0,5.0,11.0,31.3
Robert Skov,dk DEN,"DF,FW",Hoffenheim,de Bundesliga,23,1996,29.0,4.0,0.0,0.0,21.0,36.0,2.0,76.0,18.0,30.0,0.0,0.0,0.0,188.0,18.0,24.0,42.9
Simon Skrabb,fi FIN,"MF,FW",Brescia,it Serie A,24,1995,2.9,1.0,0.0,0.0,7.0,3.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,19.0,2.0,6.0,25.0
Milan Škriniar,sk SVK,DF,Inter,it Serie A,24,1995,29.2,9.0,1.0,1.0,52.0,27.0,0.0,2.0,18.0,29.0,1.0,0.0,1.0,254.0,37.0,30.0,55.2
Steven Skrzybski,de GER,"FW,MF",Düsseldorf,de Bundesliga,26,1992,5.9,0.0,0.0,0.0,3.0,15.0,1.0,7.0,8.0,3.0,0.0,0.0,0.0,33.0,1.0,13.0,7.1
Petar Škuletić,rs SRB,FW,Montpellier,fr Ligue 1,29,1990,1.2,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,8.0,8.0,50.0
Islam Slimani,dz ALG,FW,Monaco,fr Ligue 1,31,1988,14.3,5.0,1.0,0.0,37.0,17.0,12.0,23.0,2.0,7.0,0.0,0.0,0.0,75.0,42.0,42.0,50.0
William Smallbone,ie IRL,MF,Southampton,eng Premier League,19,2000,4.4,0.0,0.0,0.0,2.0,6.0,0.0,4.0,1.0,8.0,0.0,0.0,0.0,42.0,3.0,21.0,12.5
Chris Smalling,eng ENG,DF,Roma,it Serie A,29,1989,28.5,3.0,0.0,0.0,33.0,10.0,1.0,6.0,23.0,23.0,0.0,3.0,0.0,287.0,91.0,33.0,73.4
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Smarsch,de GER,GK,Hertha BSC,de Bundesliga,20,1999,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,28,1991,22.8,7.0,0.0,0.0,25.0,40.0,2.0,21.0,23.0,30.0,0.0,2.0,0.0,194.0,36.0,30.0,54.5
Emile Smith-Rowe,eng ENG,MF,Arsenal,eng Premier League,19,2000,1.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Fyodor Smolov,ru RUS,FW,Celta Vigo,es La Liga,29,1990,8.3,4.0,0.0,0.0,14.0,7.0,8.0,8.0,5.0,1.0,0.0,0.0,0.0,30.0,14.0,23.0,37.8
Robert Snodgrass,sco SCO,"MF,FW",West Ham,eng Premier League,31,1987,16.8,4.0,0.0,0.0,20.0,32.0,4.0,52.0,1.0,10.0,0.0,0.0,0.0,129.0,16.0,24.0,40.0
Cédric Soares,pt POR,DF,Arsenal,eng Premier League,27,1991,2.8,0.0,0.0,0.0,6.0,1.0,0.0,17.0,3.0,5.0,0.0,0.0,0.0,23.0,2.0,3.0,40.0
Cédric Soares,pt POR,DF,Southampton,eng Premier League,27,1991,14.5,1.0,0.0,0.0,10.0,3.0,0.0,41.0,16.0,24.0,0.0,0.0,0.0,124.0,20.0,22.0,47.6
Rafa Soares,pt POR,"DF,MF",Eibar,es La Liga,24,1995,4.8,1.0,0.0,0.0,5.0,2.0,0.0,11.0,2.0,2.0,0.0,0.0,0.0,44.0,7.0,7.0,50.0
Lasse Sobiech,de GER,DF,Köln,de Bundesliga,28,1991,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,18.0,10.0,3.0,76.9
Marcel Sobottka,de GER,MF,Düsseldorf,de Bundesliga,25,1994,7.8,2.0,0.0,0.0,17.0,11.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,70.0,5.0,15.0,25.0
Rubén Sobrino,es ESP,"FW,MF",Valencia,es La Liga,27,1992,1.9,0.0,0.0,0.0,7.0,7.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,14.0,3.0,7.0,30.0
Dominic Solanke,eng ENG,"FW,MF",Bournemouth,eng Premier League,21,1997,18.3,1.0,0.0,0.0,15.0,23.0,4.0,9.0,7.0,10.0,0.0,0.0,0.0,120.0,51.0,102.0,33.3
Roberto Soldado,es ESP,FW,Granada,es La Liga,34,1985,26.1,14.0,0.0,0.0,43.0,43.0,20.0,23.0,7.0,7.0,1.0,0.0,0.0,85.0,47.0,85.0,35.6
Carlos Soler,es ESP,MF,Valencia,es La Liga,22,1997,23.0,4.0,0.0,0.0,22.0,25.0,1.0,14.0,5.0,17.0,0.0,0.0,0.0,140.0,17.0,17.0,50.0
Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,19,2000,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,30,1988,34.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0
Kévin Soni,cm CMR,FW,Espanyol,es La Liga,21,1998,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Soria,es ESP,GK,Getafe,es La Liga,26,1993,38.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,252.0,0.0,0.0,0.0
Bruno Soriano,es ESP,MF,Villarreal,es La Liga,35,1984,2.9,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,22.0,2.0,3.0,40.0
Juan Soriano,es ESP,GK,Leganés,es La Liga,21,1997,11.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,0.0,0.0,0.0
Roberto Soriano,it ITA,MF,Bologna,it Serie A,28,1991,27.4,4.0,2.0,0.0,57.0,44.0,4.0,29.0,10.0,37.0,3.0,0.0,0.0,158.0,25.0,50.0,33.3
