Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes Attempted,Live Ball passes,Dead Ball passes,Free Kick passes,Through Balls,Passes under pressure,Switches,Crosses,Corner Kicks,CK in,CK out,CK str,Ground passes,Low passes,High passes,Left passes,Right passes,Head passes,Throw ins,Other passes,Passes completed,Passes offside,Pass out of bounds,Passes intercepted,Passes blocked
Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,21,1996,3.2,223.0,212.0,11.0,11.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,182.0,14.0,27.0,24.0,185.0,9.0,0.0,2.0,200.0,1.0,3.0,0.0,3.0
Damien Le Tallec,fr FRA,MF,Montpellier,fr Ligue 1,28,1990,31.2,1243.0,1204.0,39.0,34.0,0.0,202.0,42.0,5.0,0.0,0.0,0.0,0.0,806.0,196.0,241.0,103.0,935.0,145.0,5.0,8.0,1006.0,3.0,27.0,16.0,24.0
James Lea Siliki,fr FRA,"MF,FW",Rennes,fr Ligue 1,22,1996,13.6,452.0,434.0,18.0,6.0,1.0,103.0,32.0,55.0,1.0,1.0,0.0,0.0,291.0,62.0,99.0,315.0,118.0,4.0,11.0,0.0,308.0,4.0,19.0,10.0,24.0
Rafael Leão,pt POR,FW,Lille,fr Ligue 1,19,1999,14.3,253.0,229.0,24.0,0.0,0.0,56.0,4.0,12.0,0.0,0.0,0.0,0.0,162.0,50.0,41.0,41.0,167.0,21.0,1.0,8.0,174.0,0.0,6.0,6.0,12.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathew Leckie,au AUS,"FW,MF",Hertha BSC,de Bundesliga,27,1991,10.5,357.0,349.0,8.0,3.0,3.0,86.0,6.0,22.0,0.0,0.0,0.0,0.0,234.0,60.0,63.0,50.0,236.0,33.0,5.0,6.0,240.0,2.0,9.0,13.0,16.0
Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37.0,1262.0,857.0,405.0,140.0,0.0,94.0,52.0,0.0,0.0,0.0,0.0,0.0,485.0,54.0,723.0,730.0,268.0,1.0,0.0,167.0,835.0,2.0,32.0,3.0,2.0
Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,25,1993,26.6,1466.0,1397.0,69.0,35.0,2.0,278.0,63.0,15.0,26.0,3.0,2.0,6.0,1073.0,177.0,216.0,280.0,1129.0,42.0,6.0,3.0,1234.0,2.0,24.0,28.0,27.0
Jordan Lefort,fr FRA,"DF,MF",Amiens,fr Ligue 1,24,1993,20.0,911.0,792.0,119.0,15.0,0.0,123.0,28.0,15.0,0.0,0.0,0.0,0.0,464.0,119.0,328.0,616.0,94.0,67.0,104.0,4.0,632.0,3.0,31.0,18.0,20.0
Wu Lei,cn CHN,"FW,MF",Espanyol,es La Liga,26,1991,11.8,221.0,214.0,7.0,0.0,2.0,46.0,0.0,10.0,0.0,0.0,0.0,0.0,128.0,64.0,29.0,34.0,157.0,14.0,3.0,5.0,156.0,4.0,6.0,7.0,14.0
Tim Leibold,de GER,DF,Nürnberg,de Bundesliga,24,1993,30.7,1583.0,1252.0,331.0,59.0,2.0,258.0,69.0,55.0,31.0,3.0,5.0,1.0,861.0,346.0,376.0,1062.0,203.0,64.0,241.0,3.0,1215.0,6.0,40.0,26.0,49.0
Lucas Leiva,br BRA,MF,Lazio,it Serie A,31,1987,22.1,1446.0,1378.0,68.0,49.0,2.0,235.0,28.0,12.0,14.0,1.0,0.0,0.0,1132.0,126.0,188.0,99.0,1231.0,87.0,1.0,4.0,1262.0,4.0,16.0,28.0,16.0
Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,27,1991,11.7,554.0,533.0,21.0,16.0,0.0,112.0,52.0,3.0,0.0,0.0,0.0,0.0,343.0,50.0,161.0,61.0,433.0,38.0,5.0,0.0,427.0,1.0,13.0,7.0,11.0
Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,25,1993,2.3,119.0,92.0,27.0,3.0,0.0,10.0,5.0,7.0,2.0,0.0,1.0,1.0,62.0,26.0,31.0,12.0,77.0,5.0,22.0,1.0,90.0,0.0,2.0,3.0,4.0
Thomas Lemar,fr FRA,"MF,FW",Atlético Madrid,es La Liga,22,1995,20.2,1013.0,942.0,71.0,16.0,3.0,202.0,38.0,25.0,48.0,1.0,5.0,3.0,762.0,115.0,136.0,804.0,169.0,25.0,5.0,6.0,820.0,2.0,9.0,23.0,33.0
Mario Lemina,ga GAB,MF,Southampton,eng Premier League,24,1993,17.9,833.0,820.0,13.0,5.0,0.0,136.0,24.0,9.0,0.0,0.0,0.0,0.0,661.0,58.0,114.0,127.0,640.0,45.0,4.0,4.0,704.0,3.0,17.0,19.0,14.0
Mauricio Lemos,uy URU,DF,Sassuolo,it Serie A,22,1995,2.0,69.0,65.0,4.0,4.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,54.0,7.0,8.0,8.0,56.0,5.0,0.0,0.0,63.0,1.0,0.0,2.0,1.0
Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,23,1995,21.5,1146.0,1118.0,28.0,28.0,0.0,148.0,31.0,0.0,0.0,0.0,0.0,0.0,931.0,80.0,135.0,940.0,141.0,46.0,0.0,2.0,1024.0,2.0,10.0,15.0,10.0
Aaron Lennon,eng ENG,"FW,MF",Burnley,eng Premier League,31,1987,13.5,316.0,312.0,4.0,0.0,0.0,51.0,6.0,18.0,0.0,0.0,0.0,0.0,232.0,32.0,52.0,34.0,255.0,22.0,4.0,1.0,235.0,1.0,8.0,5.0,19.0
Bernd Leno,de GER,GK,Arsenal,eng Premier League,26,1992,31.5,1102.0,773.0,329.0,105.0,0.0,105.0,36.0,0.0,0.0,0.0,0.0,0.0,612.0,41.0,449.0,181.0,703.0,3.0,0.0,175.0,779.0,2.0,23.0,9.0,3.0
Pedro León,es ESP,"MF,FW",Eibar,es La Liga,31,1986,4.7,168.0,141.0,27.0,8.0,2.0,34.0,12.0,25.0,16.0,2.0,7.0,4.0,66.0,35.0,67.0,23.0,121.0,11.0,3.0,0.0,93.0,1.0,7.0,7.0,8.0
Sergio León,es ESP,"FW,MF",Betis,es La Liga,29,1989,7.1,106.0,95.0,11.0,0.0,0.0,27.0,3.0,5.0,0.0,0.0,0.0,0.0,77.0,21.0,8.0,17.0,82.0,1.0,1.0,3.0,80.0,0.0,0.0,3.0,7.0
Lukas Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,25,1993,14.4,660.0,645.0,15.0,14.0,0.0,106.0,9.0,4.0,0.0,0.0,0.0,0.0,484.0,66.0,110.0,74.0,520.0,44.0,1.0,2.0,524.0,1.0,11.0,18.0,13.0
Lukas Lerager,dk DEN,MF,Genoa,it Serie A,25,1993,12.5,388.0,376.0,12.0,4.0,0.0,76.0,15.0,14.0,0.0,0.0,0.0,0.0,220.0,75.0,93.0,43.0,281.0,41.0,1.0,5.0,287.0,1.0,7.0,7.0,10.0
Mehdi Léris,fr FRA,"MF,FW",Chievo,it Serie A,20,1998,17.9,741.0,705.0,36.0,8.0,0.0,157.0,24.0,32.0,4.0,0.0,0.0,0.0,445.0,120.0,176.0,110.0,548.0,30.0,23.0,9.0,552.0,1.0,12.0,16.0,31.0
Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,23,1994,27.8,1566.0,1525.0,41.0,38.0,1.0,246.0,39.0,9.0,0.0,0.0,0.0,0.0,1147.0,188.0,231.0,147.0,1267.0,99.0,1.0,7.0,1320.0,2.0,28.0,21.0,25.0
Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,29,1988,32.9,764.0,739.0,25.0,0.0,12.0,183.0,11.0,13.0,0.0,0.0,0.0,0.0,561.0,116.0,87.0,103.0,590.0,37.0,0.0,12.0,599.0,3.0,9.0,19.0,47.0
Igor Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,33,1985,5.0,198.0,187.0,11.0,4.0,0.0,17.0,5.0,1.0,0.0,0.0,0.0,0.0,156.0,12.0,30.0,30.0,141.0,18.0,7.0,0.0,167.0,0.0,4.0,2.0,3.0
Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,20,1997,16.0,267.0,251.0,16.0,0.0,2.0,67.0,2.0,2.0,0.0,0.0,0.0,0.0,187.0,53.0,27.0,41.0,184.0,22.0,1.0,4.0,213.0,1.0,3.0,7.0,11.0
Stephan Lichtsteiner,ch SUI,DF,Arsenal,eng Premier League,34,1984,10.4,600.0,502.0,98.0,9.0,0.0,114.0,4.0,24.0,0.0,0.0,0.0,0.0,365.0,106.0,129.0,101.0,370.0,27.0,89.0,0.0,460.0,1.0,9.0,8.0,31.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dimitri Liénard,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,30,1988,14.3,868.0,743.0,125.0,25.0,0.0,140.0,63.0,34.0,49.0,4.0,4.0,1.0,539.0,107.0,222.0,675.0,117.0,21.0,50.0,1.0,676.0,1.0,25.0,5.0,26.0
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,22,1996,6.8,300.0,277.0,23.0,16.0,0.0,60.0,23.0,2.0,0.0,0.0,0.0,0.0,203.0,25.0,72.0,26.0,250.0,9.0,7.0,2.0,240.0,1.0,9.0,1.0,3.0
Lucas Lima,br BRA,"DF,FW",Nantes,fr Ligue 1,26,1991,27.7,1755.0,1344.0,411.0,71.0,4.0,311.0,56.0,135.0,49.0,3.0,4.0,0.0,834.0,382.0,539.0,1240.0,108.0,90.0,291.0,3.0,1213.0,9.0,38.0,46.0,75.0
Anthony Limbombe,be BEL,FW,Nantes,fr Ligue 1,24,1994,13.7,466.0,462.0,4.0,0.0,2.0,119.0,10.0,39.0,2.0,0.0,0.0,0.0,313.0,77.0,76.0,91.0,319.0,41.0,2.0,4.0,333.0,1.0,5.0,15.0,21.0
Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,24,1994,28.9,1481.0,1445.0,36.0,24.0,3.0,189.0,39.0,1.0,0.0,0.0,0.0,0.0,1167.0,131.0,183.0,260.0,1091.0,81.0,12.0,5.0,1323.0,2.0,22.0,10.0,14.0
Karol Linetty,pl POL,MF,Sampdoria,it Serie A,23,1995,27.9,1274.0,1249.0,25.0,9.0,7.0,263.0,18.0,19.0,3.0,1.0,0.0,0.0,985.0,157.0,132.0,329.0,872.0,36.0,13.0,8.0,1056.0,2.0,16.0,28.0,30.0
Jesse Lingard,eng ENG,"FW,MF",Manchester Utd,eng Premier League,25,1992,18.5,788.0,752.0,36.0,3.0,3.0,118.0,5.0,13.0,2.0,1.0,0.0,0.0,647.0,87.0,54.0,68.0,685.0,21.0,10.0,3.0,668.0,4.0,3.0,14.0,16.0
Pol Lirola,es ESP,"DF,MF",Sassuolo,it Serie A,20,1997,33.1,1769.0,1487.0,282.0,27.0,1.0,250.0,34.0,119.0,0.0,0.0,0.0,0.0,1094.0,360.0,315.0,38.0,1412.0,48.0,255.0,8.0,1366.0,7.0,40.0,31.0,80.0
Adem Ljajić,rs SRB,FW,Torino,it Serie A,26,1991,0.3,22.0,20.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,18.0,2.0,2.0,1.0,20.0,1.0,0.0,0.0,17.0,0.0,1.0,0.0,1.0
Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,24,1993,19.5,1091.0,1058.0,33.0,30.0,0.0,170.0,37.0,2.0,0.0,0.0,0.0,0.0,824.0,80.0,187.0,165.0,850.0,49.0,3.0,2.0,931.0,5.0,25.0,6.0,8.0
Fernando Llorente,es ESP,FW,Tottenham,eng Premier League,33,1985,7.7,220.0,219.0,1.0,0.0,0.0,63.0,4.0,2.0,0.0,0.0,0.0,0.0,99.0,70.0,51.0,34.0,115.0,31.0,0.0,9.0,152.0,1.0,5.0,4.0,7.0
Marcos Llorente,es ESP,MF,Real Madrid,es La Liga,23,1995,6.0,372.0,368.0,4.0,4.0,0.0,41.0,13.0,1.0,0.0,0.0,0.0,0.0,324.0,18.0,30.0,21.0,340.0,10.0,0.0,0.0,344.0,3.0,2.0,2.0,7.0
Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,31,1986,33.0,1169.0,869.0,300.0,67.0,0.0,122.0,42.0,0.0,0.0,0.0,0.0,0.0,636.0,65.0,468.0,810.0,171.0,0.0,0.0,153.0,890.0,0.0,22.0,2.0,0.0
Giovani Lo Celso,ar ARG,MF,Paris S-G,fr Ligue 1,22,1996,0.1,12.0,10.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,9.0,2.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Giovani Lo Celso,ar ARG,"MF,FW",Betis,es La Liga,22,1996,26.6,1452.0,1407.0,45.0,27.0,14.0,224.0,29.0,17.0,8.0,0.0,1.0,0.0,1134.0,164.0,154.0,1230.0,166.0,36.0,6.0,9.0,1199.0,11.0,13.0,47.0,50.0
Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,23,1994,27.7,1439.0,1406.0,33.0,30.0,1.0,230.0,29.0,10.0,1.0,0.0,0.0,0.0,1147.0,140.0,152.0,147.0,1230.0,51.0,2.0,5.0,1284.0,2.0,9.0,31.0,13.0
Jürgen Locadia,nl NED,"FW,MF",Brighton,eng Premier League,24,1993,13.7,357.0,348.0,9.0,1.0,0.0,89.0,21.0,20.0,0.0,0.0,0.0,0.0,228.0,64.0,65.0,44.0,273.0,22.0,5.0,1.0,263.0,1.0,9.0,12.0,12.0
Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,20,1998,20.5,1233.0,1172.0,61.0,31.0,8.0,188.0,42.0,16.0,21.0,8.0,3.0,2.0,947.0,112.0,174.0,279.0,905.0,26.0,5.0,7.0,1056.0,4.0,15.0,21.0,11.0
Ruben Loftus-Cheek,eng ENG,"MF,FW",Chelsea,eng Premier League,22,1996,11.1,624.0,604.0,20.0,2.0,1.0,117.0,7.0,2.0,2.0,0.0,0.0,0.0,534.0,48.0,42.0,67.0,526.0,14.0,3.0,1.0,549.0,1.0,8.0,12.0,14.0
Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,17,2000,9.4,423.0,419.0,4.0,4.0,1.0,82.0,4.0,1.0,0.0,0.0,0.0,0.0,340.0,37.0,46.0,324.0,70.0,24.0,0.0,1.0,354.0,2.0,12.0,5.0,8.0
Kevin Long,ie IRL,DF,Burnley,eng Premier League,27,1990,5.7,177.0,173.0,4.0,2.0,0.0,17.0,7.0,1.0,0.0,0.0,0.0,0.0,107.0,20.0,50.0,9.0,139.0,22.0,2.0,0.0,139.0,0.0,10.0,0.0,4.0
Shane Long,ie IRL,"FW,MF",Southampton,eng Premier League,31,1987,14.1,329.0,320.0,9.0,0.0,0.0,98.0,3.0,14.0,0.0,0.0,0.0,0.0,162.0,100.0,67.0,39.0,183.0,44.0,0.0,20.0,211.0,2.0,12.0,6.0,16.0
Samuele Longo,it ITA,"FW,MF",Huesca,es La Liga,26,1992,6.2,84.0,73.0,11.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,17.0,15.0,48.0,14.0,0.0,3.0,56.0,1.0,2.0,1.0,5.0
Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,1997,7.6,295.0,291.0,4.0,3.0,1.0,90.0,10.0,3.0,0.0,0.0,0.0,0.0,184.0,38.0,73.0,71.0,190.0,28.0,0.0,0.0,236.0,1.0,5.0,3.0,4.0
Ademola Lookman,eng ENG,"FW,MF",Everton,eng Premier League,20,1997,6.9,273.0,259.0,14.0,2.0,1.0,52.0,5.0,12.0,7.0,0.0,0.0,0.0,220.0,28.0,25.0,57.0,199.0,7.0,4.0,3.0,221.0,1.0,2.0,9.0,11.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,27,1990,34.0,1065.0,755.0,310.0,70.0,0.0,60.0,32.0,0.0,0.0,0.0,0.0,0.0,640.0,78.0,347.0,645.0,224.0,3.0,0.0,163.0,851.0,4.0,24.0,2.0,0.0
Rony Lopes,pt POR,"FW,MF",Monaco,fr Ligue 1,22,1995,20.5,686.0,561.0,125.0,34.0,3.0,155.0,53.0,64.0,77.0,23.0,18.0,8.0,410.0,100.0,176.0,532.0,118.0,15.0,12.0,4.0,453.0,5.0,15.0,15.0,48.0
Pedro López Muñoz,es ESP,DF,Levante,es La Liga,34,1983,5.2,244.0,192.0,52.0,6.0,0.0,23.0,8.0,14.0,2.0,0.0,0.0,0.0,139.0,45.0,60.0,8.0,181.0,10.0,44.0,0.0,195.0,0.0,3.0,3.0,6.0
Alejandro López,es ESP,MF,Espanyol,es La Liga,21,1997,1.2,76.0,71.0,5.0,3.0,0.0,5.0,2.0,1.0,2.0,1.0,0.0,1.0,59.0,6.0,11.0,5.0,69.0,1.0,0.0,0.0,66.0,0.0,1.0,2.0,3.0
Cristian López,es ESP,FW,Angers,fr Ligue 1,29,1989,4.1,101.0,88.0,13.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,61.0,29.0,11.0,13.0,61.0,13.0,0.0,1.0,72.0,0.0,5.0,0.0,4.0
David López,es ESP,DF,Espanyol,es La Liga,28,1989,20.2,1190.0,1136.0,54.0,50.0,2.0,178.0,32.0,2.0,0.0,0.0,0.0,0.0,904.0,101.0,185.0,94.0,1013.0,54.0,4.0,2.0,1053.0,1.0,14.0,7.0,12.0
Diego López,es ESP,GK,Espanyol,es La Liga,36,1981,38.0,1203.0,746.0,457.0,128.0,0.0,81.0,38.0,0.0,0.0,0.0,0.0,0.0,535.0,78.0,590.0,155.0,843.0,0.0,0.0,131.0,845.0,4.0,25.0,8.0,0.0
Javi López,es ESP,DF,Espanyol,es La Liga,32,1986,21.6,1086.0,878.0,208.0,14.0,0.0,160.0,13.0,45.0,1.0,0.0,0.0,0.0,623.0,249.0,214.0,122.0,707.0,53.0,192.0,2.0,835.0,7.0,28.0,20.0,43.0
Lluis López,es ESP,DF,Espanyol,es La Liga,21,1997,5.8,239.0,233.0,6.0,5.0,0.0,31.0,4.0,0.0,0.0,0.0,0.0,0.0,159.0,28.0,52.0,38.0,174.0,18.0,1.0,0.0,198.0,0.0,14.0,3.0,3.0
Maxime Lopez,fr FRA,MF,Marseille,fr Ligue 1,20,1997,24.2,2260.0,2142.0,118.0,66.0,5.0,368.0,41.0,32.0,38.0,4.0,8.0,0.0,1851.0,178.0,231.0,202.0,1998.0,43.0,14.0,0.0,2031.0,2.0,18.0,31.0,26.0
Pau López,es ESP,GK,Betis,es La Liga,23,1994,33.0,1221.0,912.0,309.0,64.0,0.0,119.0,17.0,0.0,0.0,0.0,0.0,0.0,790.0,68.0,363.0,784.0,253.0,0.0,0.0,173.0,989.0,6.0,28.0,11.0,4.0
Roberto López,es ESP,MF,Real Sociedad,es La Liga,18,2000,0.3,5.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
Unai López,es ESP,MF,Athletic Club,es La Liga,22,1995,3.6,250.0,245.0,5.0,3.0,0.0,35.0,12.0,8.0,1.0,0.0,0.0,0.0,189.0,19.0,42.0,12.0,229.0,8.0,1.0,0.0,214.0,0.0,3.0,5.0,2.0
Jonas Lössl,dk DEN,GK,Huddersfield,eng Premier League,29,1989,30.9,1097.0,786.0,311.0,97.0,1.0,79.0,38.0,1.0,0.0,0.0,0.0,0.0,346.0,50.0,701.0,39.0,867.0,0.0,0.0,97.0,693.0,2.0,32.0,3.0,3.0
Albert Lottin,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,16,2001,0.2,12.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,1.0,10.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0
Imran Louza,fr FRA,MF,Nantes,fr Ligue 1,19,1999,1.0,46.0,44.0,2.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,30.0,4.0,12.0,28.0,11.0,5.0,0.0,2.0,37.0,1.0,0.0,1.0,0.0
Davor Lovren,hr CRO,"MF,FW",Düsseldorf,de Bundesliga,19,1998,0.5,19.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,15.0,3.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,4.0
Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,29,1989,11.0,809.0,788.0,21.0,18.0,1.0,78.0,16.0,3.0,0.0,0.0,0.0,0.0,621.0,50.0,138.0,171.0,555.0,54.0,3.0,2.0,716.0,2.0,8.0,2.0,7.0
Chris Löwe,de GER,"DF,MF",Huddersfield,eng Premier League,29,1989,22.9,1081.0,896.0,185.0,34.0,1.0,203.0,40.0,76.0,32.0,4.0,2.0,1.0,544.0,170.0,367.0,752.0,130.0,58.0,119.0,5.0,747.0,5.0,34.0,21.0,51.0
Eduard Löwen,de GER,"MF,FW",Nürnberg,de Bundesliga,21,1997,18.0,740.0,703.0,37.0,22.0,2.0,138.0,18.0,12.0,0.0,0.0,0.0,0.0,481.0,109.0,150.0,108.0,567.0,40.0,12.0,0.0,562.0,1.0,16.0,16.0,33.0
Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,29,1989,19.4,910.0,696.0,214.0,6.0,0.0,114.0,20.0,42.0,0.0,0.0,0.0,0.0,404.0,171.0,335.0,80.0,555.0,54.0,208.0,3.0,623.0,6.0,38.0,20.0,27.0
Anthony Lozano,hn HON,"FW,MF",Girona,es La Liga,25,1993,8.1,195.0,187.0,8.0,0.0,0.0,56.0,8.0,12.0,1.0,0.0,0.0,0.0,117.0,34.0,44.0,22.0,137.0,17.0,1.0,3.0,125.0,0.0,5.0,8.0,11.0
Derrick Luckassen,nl NED,DF,Hertha BSC,de Bundesliga,23,1995,2.8,186.0,180.0,6.0,4.0,0.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,146.0,9.0,31.0,26.0,139.0,14.0,2.0,1.0,166.0,0.0,3.0,1.0,0.0
José Luis Gayà,es ESP,DF,Valencia,es La Liga,23,1995,34.9,1812.0,1502.0,310.0,48.0,4.0,233.0,36.0,75.0,1.0,0.0,0.0,0.0,1100.0,337.0,375.0,1285.0,156.0,95.0,261.0,3.0,1449.0,6.0,30.0,28.0,59.0
José Luis Morales,es ESP,"FW,MF",Levante,es La Liga,31,1987,35.5,808.0,762.0,46.0,5.0,5.0,145.0,30.0,69.0,3.0,0.0,0.0,0.0,539.0,151.0,118.0,140.0,597.0,32.0,28.0,2.0,548.0,4.0,31.0,22.0,64.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,28,1990,25.1,1304.0,1234.0,70.0,43.0,0.0,183.0,34.0,4.0,0.0,0.0,0.0,0.0,1027.0,138.0,139.0,983.0,175.0,87.0,27.0,6.0,1158.0,2.0,15.0,12.0,13.0
Filipe Luís,br BRA,DF,Atlético Madrid,es La Liga,32,1985,22.6,1523.0,1306.0,217.0,29.0,0.0,265.0,26.0,50.0,0.0,0.0,0.0,0.0,1004.0,242.0,277.0,1166.0,107.0,44.0,188.0,6.0,1259.0,1.0,19.0,18.0,37.0
Luisinho,pt POR,DF,Huesca,es La Liga,33,1985,5.6,245.0,206.0,39.0,0.0,0.0,17.0,2.0,9.0,0.0,0.0,0.0,0.0,171.0,29.0,45.0,190.0,8.0,8.0,39.0,0.0,209.0,0.0,3.0,2.0,4.0
David Luiz,br BRA,DF,Chelsea,eng Premier League,31,1987,36.0,2621.0,2518.0,103.0,94.0,9.0,338.0,113.0,5.0,0.0,0.0,0.0,0.0,1904.0,271.0,446.0,558.0,1893.0,115.0,9.0,19.0,2293.0,8.0,65.0,16.0,19.0
Douglas Luiz,br BRA,MF,Girona,es La Liga,20,1998,16.6,766.0,730.0,36.0,30.0,2.0,140.0,38.0,10.0,4.0,0.0,0.0,0.0,501.0,104.0,161.0,113.0,590.0,37.0,1.0,7.0,634.0,1.0,13.0,15.0,7.0
Everton Luiz,br BRA,MF,SPAL,it Serie A,30,1988,3.5,140.0,137.0,3.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,119.0,9.0,12.0,14.0,120.0,3.0,2.0,0.0,117.0,0.0,1.0,1.0,3.0
Jordan Lukaku,be BEL,"MF,DF",Lazio,it Serie A,24,1994,1.9,104.0,91.0,13.0,0.0,0.0,20.0,1.0,6.0,0.0,0.0,0.0,0.0,72.0,15.0,17.0,64.0,19.0,7.0,13.0,0.0,79.0,0.0,2.0,5.0,3.0
Romelu Lukaku,be BEL,FW,Manchester Utd,eng Premier League,25,1993,23.7,583.0,554.0,29.0,0.0,3.0,163.0,14.0,47.0,0.0,0.0,0.0,0.0,338.0,106.0,139.0,328.0,133.0,49.0,0.0,11.0,379.0,1.0,9.0,16.0,25.0
Dodi Lukebakio,cd COD,"FW,MF",Düsseldorf,de Bundesliga,20,1997,21.9,595.0,564.0,31.0,6.0,1.0,139.0,23.0,41.0,5.0,0.0,0.0,0.0,422.0,68.0,105.0,428.0,125.0,26.0,2.0,1.0,444.0,1.0,17.0,12.0,22.0
Saša Lukić,rs SRB,MF,Torino,it Serie A,21,1996,11.0,468.0,437.0,31.0,14.0,1.0,88.0,15.0,11.0,14.0,1.0,0.0,0.0,355.0,54.0,59.0,51.0,378.0,28.0,0.0,3.0,396.0,2.0,2.0,8.0,15.0
Senad Lulić,ba BIH,"DF,MF",Lazio,it Serie A,32,1986,32.5,1679.0,1476.0,203.0,5.0,2.0,321.0,59.0,119.0,4.0,0.0,0.0,0.0,994.0,242.0,443.0,285.0,1087.0,78.0,194.0,6.0,1250.0,14.0,33.0,49.0,53.0
Antonio Luna,es ESP,DF,Levante,es La Liga,27,1991,14.0,647.0,515.0,132.0,11.0,1.0,119.0,16.0,49.0,2.0,0.0,0.0,0.0,326.0,171.0,150.0,397.0,103.0,20.0,119.0,3.0,471.0,3.0,14.0,15.0,22.0
Andriy Lunin,ua UKR,GK,Leganés,es La Liga,19,1999,4.1,122.0,77.0,45.0,11.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,42.0,9.0,71.0,6.0,90.0,0.0,0.0,18.0,84.0,0.0,4.0,0.0,0.0
Sebastiano Luperto,it ITA,DF,Napoli,it Serie A,21,1996,8.1,469.0,444.0,25.0,11.0,0.0,44.0,6.0,1.0,0.0,0.0,0.0,0.0,375.0,36.0,58.0,360.0,60.0,22.0,14.0,2.0,421.0,1.0,5.0,2.0,6.0
