Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen touches,Def 3rd touches,Mid 3rd touches,Att 3rd touches,Touches in Box,Live ball touches,Successful Dribbles,Attempted Dribbles,Successful Dribble %,Players dribbled past,Megs,Carries,Total Distance carries,ProgDist carries,Pass Targets,Passes Received,Passes Received %,Miscon,Passes Dispossed
Patrick Roberts,eng ENG,"MF,FW",Norwich City,eng Premier League,22,1997,0.3,13.0,0.0,2.0,9.0,3.0,0.0,12.0,3.0,3.0,100.0,3.0,0.0,14.0,110.0,76.0,12.0,11.0,91.7,0.0,0.0
Andrew Robertson,sco SCO,DF,Liverpool,eng Premier League,25,1994,34.6,3265.0,100.0,684.0,1619.0,1217.0,95.0,2879.0,24.0,48.0,50.0,30.0,0.0,2164.0,11406.0,7060.0,2438.0,2276.0,93.4,39.0,20.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum Robinson,ie IRL,FW,Sheffield Utd,eng Premier League,24,1995,7.5,230.0,0.0,24.0,96.0,124.0,30.0,221.0,7.0,15.0,46.7,9.0,0.0,176.0,1046.0,520.0,366.0,165.0,45.1,14.0,17.0
Jack Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,25,1993,5.6,332.0,32.0,140.0,175.0,35.0,0.0,307.0,2.0,2.0,100.0,2.0,0.0,186.0,941.0,500.0,184.0,179.0,97.3,5.0,2.0
Joel Robles,es ESP,GK,Betis,es La Liga,29,1990,32.1,1232.0,1053.0,1222.0,15.0,0.0,0.0,891.0,0.0,0.0,0.0,0.0,0.0,631.0,2489.0,1270.0,579.0,579.0,100.0,0.0,0.0
Marc Roca,es ESP,MF,Espanyol,es La Liga,22,1996,33.4,2036.0,85.0,464.0,1394.0,297.0,18.0,1960.0,16.0,25.0,64.0,17.0,0.0,1286.0,6774.0,3543.0,1416.0,1308.0,92.4,28.0,20.0
Rubén Rochina,es ESP,MF,Levante,es La Liga,28,1991,20.8,1282.0,37.0,258.0,695.0,403.0,26.0,1189.0,42.0,65.0,64.6,46.0,1.0,893.0,4700.0,2393.0,1023.0,889.0,86.9,36.0,50.0
Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,28,1990,21.5,1415.0,49.0,335.0,899.0,283.0,21.0,1363.0,15.0,21.0,71.4,15.0,0.0,888.0,5454.0,2918.0,1038.0,917.0,88.3,13.0,13.0
Rodri,es ESP,MF,Manchester City,eng Premier League,23,1996,27.6,2777.0,89.0,567.0,1900.0,489.0,29.0,2754.0,25.0,31.0,80.6,26.0,0.0,2069.0,9560.0,5205.0,2266.0,2191.0,96.7,10.0,21.0
Rodrigo,es ESP,FW,Valencia,es La Liga,28,1991,20.9,847.0,17.0,80.0,446.0,378.0,89.0,832.0,17.0,41.0,41.5,22.0,0.0,595.0,4214.0,2054.0,1047.0,699.0,66.8,52.0,23.0
Kévin Rodrigues,pt POR,"DF,MF",Leganés,es La Liga,25,1994,21.5,1079.0,45.0,249.0,455.0,432.0,34.0,930.0,37.0,52.0,71.2,40.0,6.0,631.0,3148.0,1613.0,716.0,566.0,79.1,37.0,39.0
Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,25,1994,0.1,9.0,0.0,3.0,6.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,11.0,8.0,7.0,87.5,1.0,0.0
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,21,1998,21.3,1105.0,16.0,127.0,587.0,489.0,65.0,986.0,42.0,86.0,48.8,48.0,2.0,763.0,5465.0,3173.0,892.0,703.0,78.8,42.0,31.0
Ángel Rodríguez,es ESP,FW,Getafe,es La Liga,32,1987,15.6,555.0,6.0,28.0,232.0,328.0,91.0,547.0,15.0,26.0,57.7,16.0,0.0,384.0,2468.0,1153.0,862.0,415.0,48.1,65.0,40.0
Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,31,1988,33.8,1591.0,58.0,292.0,909.0,526.0,66.0,1522.0,54.0,81.0,66.7,56.0,5.0,1145.0,8191.0,4374.0,1289.0,1066.0,82.7,53.0,77.0
Guido Rodríguez,ar ARG,MF,Betis,es La Liga,25,1994,10.4,627.0,32.0,170.0,399.0,79.0,8.0,609.0,12.0,15.0,80.0,12.0,1.0,413.0,1638.0,636.0,429.0,416.0,97.0,8.0,5.0
James Rodríguez,co COL,MF,Real Madrid,es La Liga,28,1991,4.7,351.0,1.0,34.0,188.0,145.0,10.0,320.0,0.0,1.0,0.0,0.0,0.0,229.0,1174.0,464.0,295.0,267.0,90.5,6.0,3.0
Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,30,1989,22.4,805.0,19.0,74.0,359.0,408.0,92.0,790.0,19.0,42.0,45.2,22.0,1.0,458.0,2696.0,1184.0,1093.0,561.0,51.3,64.0,41.0
Mario Rodriguez,es ESP,FW,Granada,es La Liga,22,1997,0.0,3.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,10.0,4.0,3.0,75.0,0.0,0.0
Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,26,1992,4.3,324.0,15.0,104.0,176.0,61.0,0.0,287.0,0.0,2.0,0.0,0.0,0.0,208.0,1013.0,554.0,219.0,213.0,97.3,1.0,4.0
Rodrygo,br BRA,FW,Real Madrid,es La Liga,18,2001,11.3,648.0,4.0,56.0,298.0,351.0,65.0,639.0,24.0,48.0,50.0,26.0,2.0,545.0,3573.0,2410.0,687.0,541.0,78.7,31.0,20.0
Jack Rodwell,eng ENG,MF,Sheffield Utd,eng Premier League,28,1991,0.2,3.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,1.0,1.0,100.0,0.0,0.0
Marko Rog,hr CRO,MF,Cagliari,it Serie A,24,1995,25.7,1488.0,43.0,355.0,887.0,405.0,32.0,1426.0,59.0,78.0,75.6,62.0,0.0,1121.0,7322.0,4541.0,1068.0,968.0,90.6,28.0,50.0
Agustín Rogel,uy URU,DF,Toulouse,fr Ligue 1,21,1997,9.5,428.0,65.0,265.0,187.0,12.0,8.0,416.0,1.0,1.0,100.0,1.0,0.0,261.0,1475.0,783.0,285.0,273.0,95.8,2.0,2.0
Rogério,br BRA,DF,Sassuolo,it Serie A,21,1998,11.3,836.0,38.0,232.0,421.0,246.0,19.0,734.0,15.0,20.0,75.0,16.0,2.0,560.0,3639.0,2038.0,610.0,566.0,92.8,5.0,11.0
Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,29,1990,1.4,70.0,9.0,24.0,35.0,12.0,3.0,60.0,0.0,1.0,0.0,0.0,0.0,39.0,201.0,87.0,41.0,40.0,97.6,1.0,0.0
Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,22,1997,16.4,1169.0,178.0,599.0,631.0,26.0,9.0,1143.0,2.0,2.0,100.0,2.0,0.0,816.0,4552.0,2595.0,866.0,860.0,99.3,2.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessio Romagnoli,it ITA,DF,Milan,it Serie A,24,1995,34.3,2284.0,311.0,1157.0,1194.0,75.0,19.0,2226.0,4.0,6.0,66.7,4.0,0.0,1455.0,7775.0,3765.0,1625.0,1598.0,98.3,3.0,2.0
Alaixys Romao,tg TOG,MF,Reims,fr Ligue 1,35,1984,19.8,1204.0,63.0,385.0,769.0,143.0,15.0,1173.0,18.0,22.0,81.8,18.0,0.0,784.0,4552.0,2128.0,816.0,773.0,94.7,11.0,13.0
Cristian Romero,ar ARG,DF,Genoa,it Serie A,21,1998,28.6,1885.0,382.0,1157.0,731.0,109.0,29.0,1773.0,14.0,18.0,77.8,14.0,0.0,1202.0,7334.0,4177.0,1218.0,1187.0,97.5,6.0,14.0
Luka Romero,ar ARG,MF,Mallorca,es La Liga,14,2004,0.1,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,7.0,2.0,2.0,100.0,0.0,0.0
Oriol Romeu,es ESP,MF,Southampton,eng Premier League,27,1991,20.7,1261.0,64.0,289.0,821.0,207.0,4.0,1242.0,13.0,16.0,81.3,13.0,0.0,735.0,3162.0,1626.0,768.0,728.0,94.8,9.0,8.0
Rômulo,it ITA,MF,Brescia,it Serie A,32,1987,19.1,722.0,24.0,171.0,322.0,301.0,42.0,694.0,29.0,45.0,64.4,30.0,0.0,541.0,4203.0,2328.0,639.0,488.0,76.4,25.0,28.0
Rômulo,it ITA,DF,Genoa,it Serie A,32,1987,0.2,11.0,1.0,3.0,6.0,3.0,0.0,10.0,1.0,2.0,50.0,1.0,0.0,5.0,65.0,36.0,7.0,7.0,100.0,0.0,0.0
Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,34,1985,32.4,1761.0,28.0,91.0,777.0,1071.0,242.0,1699.0,57.0,87.0,65.5,60.0,2.0,1344.0,9708.0,6225.0,1929.0,1504.0,78.0,69.0,50.0
Facundo Roncaglia,ar ARG,DF,Osasuna,es La Liga,32,1987,14.2,732.0,76.0,316.0,400.0,68.0,4.0,639.0,15.0,18.0,83.3,16.0,1.0,372.0,2722.0,1255.0,312.0,296.0,94.9,4.0,3.0
Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,24,1994,19.9,1498.0,27.0,282.0,955.0,364.0,34.0,1477.0,24.0,32.0,75.0,25.0,0.0,1015.0,5796.0,2850.0,1168.0,1074.0,92.0,19.0,25.0
Valentin Rongier,fr FRA,MF,Nantes,fr Ligue 1,24,1994,3.0,198.0,3.0,21.0,100.0,86.0,8.0,185.0,5.0,5.0,100.0,5.0,0.0,141.0,701.0,256.0,171.0,145.0,84.8,3.0,4.0
Marten de Roon,nl NED,MF,Atalanta,it Serie A,28,1991,30.2,2300.0,81.0,518.0,1397.0,523.0,18.0,2241.0,12.0,19.0,63.2,12.0,1.0,1601.0,7816.0,3808.0,1709.0,1638.0,95.8,9.0,19.0
Roberto Rosales,ve VEN,DF,Leganés,es La Liga,30,1988,20.8,1114.0,58.0,275.0,476.0,400.0,20.0,888.0,11.0,18.0,61.1,12.0,0.0,553.0,2547.0,1263.0,639.0,543.0,85.0,15.0,17.0
Antonio Rosati,it ITA,GK,Torino,it Serie A,36,1983,1.0,39.0,39.0,39.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,16.0,84.0,34.0,14.0,13.0,92.9,0.0,0.0
Danny Rose,eng ENG,DF,Tottenham,eng Premier League,29,1990,9.9,682.0,47.0,196.0,341.0,194.0,13.0,594.0,11.0,22.0,50.0,14.0,1.0,443.0,2479.0,1430.0,428.0,415.0,97.0,5.0,7.0
Danny Rose,eng ENG,DF,Newcastle Utd,eng Premier League,29,1990,9.6,505.0,25.0,182.0,274.0,81.0,4.0,449.0,3.0,6.0,50.0,3.0,0.0,293.0,1366.0,743.0,312.0,290.0,92.9,2.0,4.0
Luca Rossettini,it ITA,DF,Lecce,it Serie A,34,1985,25.1,1287.0,312.0,870.0,469.0,22.0,6.0,1240.0,1.0,1.0,100.0,1.0,0.0,693.0,3574.0,1813.0,811.0,803.0,99.0,2.0,2.0
Francesco Rossi,it ITA,GK,Atalanta,it Serie A,28,1991,0.1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0
Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26,1993,26.3,1416.0,85.0,419.0,671.0,432.0,47.0,1171.0,42.0,71.0,59.2,44.0,9.0,796.0,5580.0,3660.0,850.0,726.0,85.4,33.0,45.0
Nolan Roux,fr FRA,FW,Nîmes,fr Ligue 1,31,1988,6.5,212.0,5.0,17.0,89.0,112.0,32.0,197.0,5.0,11.0,45.5,6.0,0.0,113.0,580.0,282.0,258.0,138.0,53.5,14.0,9.0
Nicolò Rovella,it ITA,MF,Genoa,it Serie A,17,2001,1.2,76.0,0.0,15.0,60.0,9.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,58.0,291.0,104.0,58.0,52.0,89.7,0.0,1.0
Amir Rrahmani,xk KVX,DF,Hellas Verona,it Serie A,25,1994,35.9,1941.0,266.0,902.0,934.0,211.0,55.0,1862.0,12.0,23.0,52.2,14.0,0.0,1069.0,6463.0,3300.0,1167.0,1101.0,94.3,5.0,13.0
Rubén,es ESP,GK,Osasuna,es La Liga,35,1984,17.6,560.0,484.0,558.0,3.0,0.0,0.0,356.0,2.0,2.0,100.0,2.0,0.0,250.0,1618.0,957.0,199.0,197.0,99.0,0.0,0.0
Waldo Rubio,es ESP,"MF,FW",Valladolid,es La Liga,23,1995,9.8,424.0,18.0,106.0,195.0,168.0,23.0,415.0,20.0,42.0,47.6,23.0,1.0,311.0,2603.0,1826.0,350.0,289.0,82.6,18.0,13.0
Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,26,1993,19.0,1642.0,194.0,811.0,905.0,67.0,14.0,1611.0,0.0,0.0,0.0,0.0,0.0,1137.0,6642.0,3843.0,1201.0,1193.0,99.3,2.0,5.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,29,1990,30.4,1808.0,65.0,446.0,1010.0,452.0,30.0,1671.0,16.0,25.0,64.0,18.0,1.0,1092.0,4954.0,2550.0,1278.0,1169.0,91.5,27.0,26.0
Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22.0,663.0,592.0,662.0,1.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,304.0,1260.0,701.0,256.0,256.0,100.0,0.0,0.0
Dion Ruffo Luci,it ITA,MF,Bologna,it Serie A,18,2001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,100.0,0.0,1.0
Daniele Rugani,it ITA,DF,Juventus,it Serie A,25,1994,7.7,515.0,56.0,229.0,292.0,14.0,6.0,506.0,0.0,0.0,0.0,0.0,0.0,301.0,1484.0,807.0,362.0,355.0,98.1,1.0,1.0
Mário Rui,pt POR,DF,Napoli,it Serie A,28,1991,21.8,2219.0,72.0,542.0,1116.0,700.0,31.0,1988.0,26.0,38.0,68.4,28.0,3.0,1574.0,7439.0,4866.0,1675.0,1613.0,96.3,13.0,14.0
Aitor Ruibal,es ESP,"DF,FW",Leganés,es La Liga,23,1996,13.6,588.0,12.0,107.0,280.0,249.0,36.0,559.0,33.0,57.0,57.9,37.0,5.0,433.0,2645.0,1811.0,501.0,377.0,75.2,22.0,32.0
Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,23,1996,29.8,2649.0,65.0,435.0,1597.0,793.0,54.0,2587.0,30.0,43.0,69.8,31.0,8.0,2052.0,10215.0,5697.0,2322.0,2174.0,93.6,33.0,34.0
Gerónimo Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25.0,951.0,810.0,945.0,7.0,1.0,0.0,677.0,0.0,0.0,0.0,0.0,0.0,471.0,2156.0,1312.0,380.0,379.0,99.7,0.0,0.0
Lukas Rupp,de GER,"FW,MF",Norwich City,eng Premier League,28,1991,7.7,342.0,19.0,95.0,176.0,91.0,15.0,335.0,9.0,15.0,60.0,9.0,0.0,231.0,1128.0,408.0,281.0,216.0,76.9,13.0,13.0
Lukas Rupp,de GER,"MF,FW",Hoffenheim,de Bundesliga,28,1991,3.8,222.0,8.0,43.0,133.0,64.0,13.0,220.0,4.0,12.0,33.3,5.0,0.0,151.0,815.0,452.0,205.0,158.0,77.1,8.0,12.0
Mathew Ryan,au AUS,GK,Brighton,eng Premier League,27,1992,38.0,1547.0,1301.0,1542.0,6.0,1.0,1.0,1221.0,0.0,0.0,0.0,0.0,0.0,896.0,3952.0,1858.0,845.0,841.0,99.5,1.0,0.0
Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,21,1997,4.1,227.0,19.0,75.0,100.0,65.0,5.0,184.0,6.0,9.0,66.7,6.0,0.0,124.0,766.0,322.0,131.0,113.0,86.3,5.0,7.0
Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,26,1992,9.0,373.0,321.0,370.0,3.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0,0.0,213.0,893.0,576.0,187.0,187.0,100.0,0.0,0.0
João Victor Santos Sá,br BRA,"MF,FW",Wolfsburg,de Bundesliga,25,1994,18.1,691.0,7.0,94.0,316.0,335.0,68.0,681.0,35.0,53.0,66.0,40.0,2.0,456.0,3087.0,1860.0,739.0,432.0,58.5,46.0,35.0
Roli Pereira de Sa,fr FRA,MF,Nantes,fr Ligue 1,22,1996,0.1,13.0,0.0,2.0,8.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,72.0,39.0,11.0,11.0,100.0,0.0,0.0
Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,26,1993,10.1,724.0,36.0,178.0,417.0,174.0,17.0,633.0,12.0,20.0,60.0,14.0,0.0,458.0,2464.0,1371.0,480.0,427.0,89.0,8.0,17.0
Stefano Sabelli,it ITA,DF,Brescia,it Serie A,26,1993,35.2,2417.0,158.0,899.0,1102.0,595.0,24.0,1990.0,27.0,49.0,55.1,29.0,2.0,1343.0,8965.0,5883.0,1381.0,1277.0,92.5,28.0,26.0
Abdelhamid Sabiri,de GER,MF,Paderborn 07,de Bundesliga,22,1996,11.6,621.0,36.0,150.0,369.0,138.0,17.0,598.0,33.0,54.0,61.1,35.0,2.0,441.0,2243.0,1040.0,492.0,423.0,86.0,20.0,24.0
Marcel Sabitzer,at AUT,"MF,FW",RB Leipzig,de Bundesliga,25,1994,27.8,1825.0,37.0,272.0,968.0,697.0,78.0,1698.0,25.0,39.0,64.1,26.0,3.0,1194.0,5918.0,3170.0,1505.0,1293.0,85.9,35.0,37.0
Ihsan Sacko,fr FRA,FW,Nice,fr Ligue 1,22,1997,1.6,62.0,0.0,9.0,28.0,32.0,8.0,61.0,2.0,7.0,28.6,2.0,0.0,57.0,453.0,275.0,72.0,53.0,73.6,5.0,4.0
Alexis Saelemaekers,be BEL,"FW,MF",Milan,it Serie A,20,1999,7.6,420.0,5.0,52.0,188.0,201.0,26.0,392.0,5.0,10.0,50.0,5.0,0.0,264.0,1519.0,925.0,334.0,279.0,83.5,12.0,11.0
Jorge Sáenz,es ESP,"DF,FW",Celta Vigo,es La Liga,22,1996,4.1,207.0,26.0,125.0,87.0,4.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,110.0,557.0,260.0,133.0,131.0,98.5,1.0,1.0
Nuri Şahin,tr TUR,MF,Werder Bremen,de Bundesliga,30,1988,13.9,926.0,61.0,254.0,539.0,195.0,4.0,813.0,11.0,16.0,68.8,11.0,0.0,530.0,2446.0,1359.0,552.0,518.0,93.8,3.0,9.0
Wesley Saïd,fr FRA,"MF,FW",Toulouse,fr Ligue 1,24,1995,12.9,533.0,15.0,90.0,285.0,202.0,39.0,516.0,31.0,43.0,72.1,32.0,0.0,396.0,3125.0,1923.0,513.0,382.0,74.5,22.0,21.0
Allan Saint-Maximin,fr FRA,"MF,FW",Newcastle Utd,eng Premier League,22,1997,20.7,794.0,9.0,136.0,333.0,432.0,80.0,786.0,102.0,150.0,68.0,106.0,3.0,768.0,7821.0,5394.0,773.0,583.0,75.4,53.0,61.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Théo Sainte-Luce,fr FRA,"DF,FW",Nîmes,fr Ligue 1,20,1998,0.2,4.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,22.0,4.0,3.0,75.0,0.0,1.0
Borja Sainz,es ESP,"MF,FW",Alavés,es La Liga,18,2001,6.4,239.0,4.0,53.0,106.0,107.0,26.0,238.0,11.0,27.0,40.7,13.0,1.0,176.0,1445.0,903.0,229.0,133.0,58.1,24.0,19.0
Romain Saïss,ma MAR,DF,Wolves,eng Premier League,29,1990,30.1,1931.0,175.0,926.0,1008.0,88.0,26.0,1891.0,7.0,9.0,77.8,8.0,1.0,1058.0,4699.0,2510.0,1201.0,1165.0,97.0,6.0,8.0
Bukayo Saka,eng ENG,"DF,FW",Arsenal,eng Premier League,17,2001,19.5,1069.0,40.0,271.0,470.0,405.0,61.0,948.0,31.0,48.0,64.6,31.0,2.0,726.0,4770.0,3010.0,835.0,696.0,83.4,32.0,37.0
Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,29,1990,18.0,1328.0,40.0,346.0,711.0,333.0,22.0,1134.0,12.0,26.0,46.2,13.0,1.0,789.0,3741.0,2302.0,861.0,785.0,91.2,15.0,15.0
Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,29,1990,10.3,608.0,93.0,354.0,283.0,11.0,3.0,591.0,5.0,6.0,83.3,5.0,0.0,368.0,1731.0,868.0,388.0,378.0,97.4,3.0,2.0
Jacopo Sala,it ITA,DF,SPAL,it Serie A,27,1991,9.5,576.0,33.0,163.0,265.0,182.0,12.0,504.0,9.0,17.0,52.9,10.0,3.0,352.0,1813.0,966.0,379.0,333.0,87.9,8.0,7.0
Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,27,1992,32.0,1405.0,5.0,57.0,408.0,1018.0,317.0,1349.0,66.0,99.0,66.7,70.0,3.0,1069.0,6404.0,3898.0,1815.0,1109.0,61.1,85.0,79.0
Bartosz Salamon,pl POL,DF,SPAL,it Serie A,28,1991,3.8,180.0,36.0,103.0,89.0,5.0,2.0,176.0,0.0,0.0,0.0,0.0,0.0,111.0,747.0,485.0,119.0,118.0,99.2,2.0,0.0
Eddy Salcedo,it ITA,"FW,MF",Hellas Verona,it Serie A,17,2001,7.6,326.0,4.0,20.0,137.0,196.0,44.0,317.0,10.0,17.0,58.8,10.0,0.0,236.0,1370.0,683.0,416.0,265.0,63.7,28.0,24.0
William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2001,11.0,661.0,85.0,346.0,327.0,30.0,4.0,633.0,10.0,14.0,71.4,11.0,0.0,417.0,2944.0,1649.0,397.0,389.0,98.0,4.0,7.0
Yannis Salibur,fr FRA,"MF,FW",Mallorca,es La Liga,28,1991,0.9,53.0,1.0,6.0,26.0,27.0,7.0,52.0,2.0,3.0,66.7,2.0,0.0,41.0,323.0,202.0,52.0,44.0,84.6,0.0,3.0
Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,35,1984,4.0,142.0,127.0,142.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,47.0,316.0,135.0,42.0,40.0,95.2,0.0,0.0
Mohammed Salisu,gh GHA,DF,Valladolid,es La Liga,20,1999,30.3,1419.0,249.0,844.0,634.0,20.0,12.0,1387.0,5.0,6.0,83.3,5.0,0.0,757.0,5169.0,1653.0,770.0,749.0,97.3,5.0,4.0
Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,22,1997,12.9,540.0,10.0,73.0,244.0,265.0,49.0,534.0,28.0,48.0,58.3,29.0,1.0,397.0,3176.0,1677.0,546.0,396.0,72.5,28.0,32.0
Lazar Samardzic,de GER,MF,Hertha BSC,de Bundesliga,17,2002,0.4,14.0,1.0,5.0,6.0,4.0,0.0,14.0,2.0,3.0,66.7,2.0,0.0,9.0,61.0,43.0,11.0,8.0,72.7,1.0,0.0
Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,23,1996,14.6,758.0,44.0,232.0,432.0,129.0,10.0,751.0,14.0,18.0,77.8,14.0,0.0,453.0,1986.0,912.0,491.0,447.0,91.0,12.0,12.0
Mbwana Samatta,tz TAN,FW,Aston Villa,eng Premier League,26,1992,10.5,277.0,6.0,15.0,124.0,148.0,29.0,269.0,9.0,15.0,60.0,9.0,0.0,161.0,916.0,269.0,430.0,203.0,47.2,26.0,11.0
Mama Samba Baldé,gw GNB,"FW,MF",Dijon,fr Ligue 1,23,1995,18.6,662.0,21.0,105.0,301.0,305.0,86.0,652.0,32.0,61.0,52.5,38.0,1.0,454.0,3226.0,1926.0,693.0,433.0,62.5,60.0,43.0
Junior Sambia,fr FRA,"DF,MF",Montpellier,fr Ligue 1,22,1996,6.5,344.0,17.0,83.0,164.0,126.0,9.0,299.0,8.0,16.0,50.0,8.0,0.0,218.0,1461.0,967.0,245.0,204.0,83.3,10.0,12.0
Frédéric Sammaritano,fr FRA,"MF,FW",Dijon,fr Ligue 1,33,1986,5.8,334.0,0.0,35.0,167.0,151.0,8.0,287.0,5.0,10.0,50.0,6.0,0.0,236.0,1487.0,767.0,259.0,220.0,84.9,8.0,15.0
Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,22,1997,19.5,810.0,38.0,245.0,505.0,87.0,6.0,803.0,2.0,3.0,66.7,2.0,0.0,458.0,1520.0,532.0,531.0,485.0,91.3,5.0,5.0
Mikel San José,es ESP,MF,Athletic Club,es La Liga,30,1989,4.0,176.0,14.0,62.0,89.0,30.0,5.0,175.0,0.0,4.0,0.0,0.0,0.0,74.0,286.0,120.0,122.0,98.0,80.3,6.0,0.0
Antonio Sanabria,py PAR,FW,Genoa,it Serie A,23,1996,15.4,563.0,14.0,55.0,314.0,232.0,68.0,547.0,25.0,34.0,73.5,26.0,1.0,398.0,3030.0,1216.0,698.0,427.0,61.2,32.0,30.0
Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,19,2000,8.2,313.0,4.0,36.0,163.0,136.0,20.0,307.0,17.0,28.0,60.7,17.0,0.0,239.0,1365.0,607.0,309.0,233.0,75.4,25.0,21.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renato Sanches,pt POR,"MF,FW",Lille,fr Ligue 1,21,1997,16.5,1230.0,19.0,154.0,757.0,406.0,30.0,1133.0,48.0,73.0,65.8,50.0,3.0,905.0,5476.0,3608.0,969.0,866.0,89.4,37.0,34.0
Renato Sanches,pt POR,MF,Bayern Munich,de Bundesliga,21,1997,0.1,10.0,0.0,1.0,4.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,48.0,26.0,9.0,9.0,100.0,1.0,0.0
Alexis Sánchez,cl CHI,FW,Inter,it Serie A,30,1988,10.3,542.0,2.0,29.0,234.0,312.0,64.0,498.0,27.0,36.0,75.0,29.0,1.0,411.0,2365.0,870.0,571.0,408.0,71.5,25.0,26.0
Carlos Sánchez,co COL,"MF,DF",West Ham,eng Premier League,33,1986,1.3,66.0,3.0,11.0,49.0,8.0,0.0,66.0,1.0,1.0,100.0,1.0,0.0,30.0,99.0,29.0,37.0,33.0,89.2,0.0,1.0
Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,23,1996,27.0,1791.0,283.0,985.0,849.0,47.0,17.0,1754.0,8.0,11.0,72.7,8.0,0.0,1178.0,5693.0,2571.0,1210.0,1199.0,99.1,6.0,5.0
