Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls commited,Fouls drawn,Offsides,Crosses,Interceptions,Tackles won,Penalties won,Penalties conceded,Own goals,Recoveries,Aerial Duels won,Aerial Duels lost,Aerial win %,% of dribblers tackled,A-xA,Assists,Att 3rd Pressures,Att 3rd tackles,Att 3rd touches,Attempted Dribbles,Blocked pass,Blocked shots,Blocks,CK in,CK out,CK str,Carries,Clearances,Corner Kicks,Crosses into Penalty Area,Dead Ball passes,Def 3rd Pressures,Def 3rd tackles,Def 3rd touches,Def Pen touches,Errors,Free Kick passes,G-xG,GCA OG,GCA dribbled,GCA fouls,GCA pass dead,GCA pass live,GCA shots,Goal-Creating Actions,Goal-Creating Actions p90,Goals,Goals per shot,Goals per shot on target,Ground passes,Head passes,High passes,Key Passes,Left passes,Live Ball passes,Live ball touches,Long Pass Completion %,Long Passes Attempted,Long Passes Completed,Low passes,Medium Pass Completion %,Medium Passes Attempted,Medium Passes Completed,Megs,Mid 3rd Pressures,Mid 3rd tackles,Mid 3rd touches,Miscon,No Tackels won,No of times dribbled past,No. Tackels,Non-penalty xG,Other passes,Pass Completion %,Pass Targets,Pass out of bounds,Passes Attempted,Passes Completed,Passes Dispossed,Passes Received,Passes Received %,Passes blocked,Passes completed,Passes intercepted,Passes into Final Third,Passes into Penalty Area,Passes offside,Passes under pressure,Penalty Kicks attempted,Penalty Kicks scored,Players dribbled past,Pressures,PrgDist,ProgDist carries,Progressive Passes,Right passes,SCA from dribbles,SCA from fouls,SCA pass dead,SCA pass live,SCA shots,ShSv,Short Pass Completion %,Short Passes Attempted,Short Passes Completed,Shot-Creating Actions,Shot-Creating Actions p90,Shots,Shots Total p90,Shots from Free Kicks,Shots on Target,Shots on Target %,Shots on Target p90,Succ Pressures,Succ Pressures %,Successful Dribble %,Successful Dribbles,Switches,Tackles v Dribble attempts,Tackles v Dribbles,Through Balls,Throw ins,Tkl+Int,TotDist,Total Distance carries,Touches,Touches in Box,np:G-xG,npxG/Sh,xA,xG
Jonathan Panzo,eng ENG,DF,Monaco,fr Ligue 1,18,2000,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,2.0,3.0,40.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,60.0,7.0,0.0,0.0,2.0,12.0,2.0,50.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,14.0,0.0,63.0,67.0,86.0,71.4,28.0,20.0,2.0,95.0,40.0,38.0,0.0,2.0,0.0,44.0,0.0,1.0,1.0,2.0,0.0,0.0,85.5,64.0,0.0,69.0,59.0,0.0,62.0,96.9,0.0,59.0,3.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,350.0,370.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,1.0,0.84,0.0,0.0,0.0,0.0,5.0,33.3,0.0,0.0,3.0,2.0,1.0,0.0,0.0,5.0,1292.0,552.0,88.0,1.0,0.0,0.05,0.0,0.0
Sokratis Papastathopoulos,gr GRE,DF,Arsenal,eng Premier League,31,1988,18.8,6.0,0.0,0.0,19.0,12.0,1.0,1.0,3.0,13.0,0.0,0.0,0.0,109.0,53.0,28.0,65.4,44.0,-0.2,0.0,5.0,1.0,39.0,6.0,19.0,22.0,41.0,0.0,0.0,0.0,794.0,108.0,0.0,0.0,41.0,121.0,17.0,707.0,207.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.29,1.0,748.0,17.0,122.0,1.0,34.0,932.0,1126.0,80.9,350.0,283.0,103.0,95.7,608.0,582.0,0.0,55.0,5.0,481.0,4.0,13.0,14.0,23.0,1.0,2.0,89.7,858.0,10.0,973.0,873.0,6.0,839.0,97.8,7.0,873.0,5.0,26.0,1.0,2.0,150.0,0.0,0.0,5.0,181.0,5508.0,2027.0,24.0,893.0,0.0,0.0,0.0,3.0,1.0,0.0,53.3,15.0,8.0,4.0,0.21,7.0,0.37,0.0,2.0,28.6,0.11,51.0,28.2,83.3,5.0,42.0,25.0,11.0,0.0,10.0,26.0,19134.0,3840.0,1166.0,13.0,1.0,0.14,0.2,1.0
Andrea Papetti,it ITA,DF,Brescia,it Serie A,17,2002,10.2,5.0,0.0,0.0,14.0,13.0,0.0,0.0,12.0,11.0,0.0,1.0,0.0,90.0,11.0,16.0,40.7,18.8,-0.1,0.0,4.0,0.0,13.0,13.0,11.0,11.0,22.0,0.0,0.0,0.0,245.0,49.0,0.0,0.0,20.0,93.0,12.0,309.0,99.0,1.0,18.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,241.0,18.0,60.0,1.0,33.0,302.0,409.0,75.2,117.0,88.0,21.0,92.0,200.0,184.0,0.0,54.0,3.0,148.0,3.0,11.0,13.0,15.0,0.1,4.0,84.8,222.0,7.0,322.0,273.0,2.0,218.0,98.2,3.0,273.0,4.0,8.0,1.0,1.0,24.0,0.0,0.0,12.0,151.0,1756.0,1255.0,13.0,259.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,5.0,1.0,2.0,0.2,2.0,0.2,0.0,1.0,50.0,0.1,47.0,31.1,84.6,11.0,10.0,16.0,3.0,0.0,2.0,27.0,6051.0,2221.0,427.0,3.0,0.9,0.04,0.1,0.1
Lucas Paquetá,br BRA,"MF,FW",Milan,it Serie A,21,1997,12.3,7.0,0.0,0.0,25.0,25.0,3.0,11.0,7.0,30.0,0.0,0.0,0.0,116.0,23.0,33.0,41.1,26.5,-0.2,1.0,68.0,7.0,290.0,45.0,18.0,3.0,21.0,0.0,0.0,0.0,599.0,14.0,0.0,1.0,15.0,82.0,12.0,110.0,20.0,0.0,9.0,-2.3,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.24,0.0,0.0,0.0,438.0,9.0,54.0,18.0,459.0,563.0,780.0,73.0,115.0,84.0,86.0,82.9,434.0,360.0,3.0,151.0,20.0,444.0,29.0,30.0,25.0,39.0,2.3,2.0,78.7,653.0,7.0,578.0,455.0,35.0,562.0,86.1,17.0,455.0,25.0,55.0,17.0,4.0,135.0,0.0,0.0,29.0,301.0,2322.0,1957.0,70.0,87.0,6.0,1.0,1.0,32.0,3.0,0.0,37.9,29.0,11.0,43.0,3.51,34.0,2.77,0.0,13.0,38.2,1.06,89.0,29.6,60.0,27.0,8.0,34.0,9.0,3.0,5.0,46.0,8025.0,3522.0,790.0,41.0,-2.3,0.07,1.2,2.3
Gaëtan Paquiez,fr FRA,DF,Nîmes,fr Ligue 1,25,1994,17.0,6.0,1.0,1.0,22.0,16.0,1.0,21.0,18.0,32.0,0.0,0.0,0.0,172.0,22.0,22.0,50.0,38.2,-0.3,0.0,33.0,6.0,233.0,21.0,27.0,5.0,32.0,0.0,1.0,0.0,415.0,63.0,1.0,1.0,208.0,122.0,27.0,330.0,54.0,0.0,18.0,-0.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.06,0.0,0.0,0.0,335.0,46.0,260.0,5.0,86.0,560.0,766.0,46.6,161.0,75.0,173.0,79.6,579.0,461.0,0.0,143.0,19.0,447.0,11.0,32.0,42.0,52.0,0.2,6.0,71.1,458.0,20.0,768.0,546.0,12.0,407.0,88.9,17.0,546.0,17.0,55.0,6.0,0.0,100.0,0.0,0.0,14.0,298.0,4602.0,1322.0,100.0,426.0,0.0,0.0,1.0,10.0,0.0,0.0,35.7,28.0,10.0,11.0,0.65,5.0,0.29,0.0,0.0,0.0,0.0,91.0,30.5,52.4,11.0,9.0,68.0,26.0,0.0,189.0,70.0,9520.0,2139.0,972.0,12.0,-0.2,0.04,0.3,0.2
Rubén Pardo,es ESP,MF,Bordeaux,fr Ligue 1,26,1992,2.1,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,25.0,1.0,0.0,100.0,50.0,-0.1,0.0,11.0,0.0,37.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,99.0,4.0,2.0,0.0,6.0,6.0,2.0,26.0,5.0,0.0,4.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,83.0,5.0,22.0,2.0,14.0,106.0,125.0,62.5,32.0,20.0,7.0,92.3,78.0,72.0,0.0,14.0,1.0,82.0,1.0,3.0,2.0,3.0,0.2,0.0,83.9,96.0,1.0,112.0,94.0,6.0,90.0,93.8,0.0,94.0,1.0,12.0,1.0,1.0,10.0,0.0,0.0,0.0,31.0,469.0,249.0,9.0,92.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,2.0,2.0,3.0,1.44,2.0,0.96,0.0,2.0,100.0,0.96,6.0,19.4,0.0,0.0,6.0,4.0,2.0,0.0,0.0,4.0,1832.0,524.0,131.0,3.0,0.8,0.11,0.1,0.2
Leandro Paredes,ar ARG,MF,Paris S-G,fr Ligue 1,25,1994,9.0,2.0,0.0,0.0,20.0,13.0,0.0,3.0,10.0,17.0,0.0,0.0,1.0,90.0,7.0,4.0,63.6,45.7,-0.2,0.0,16.0,4.0,129.0,14.0,12.0,2.0,14.0,0.0,0.0,0.0,749.0,13.0,0.0,0.0,24.0,41.0,9.0,220.0,29.0,1.0,19.0,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.22,0.0,0.0,0.0,737.0,20.0,77.0,3.0,58.0,889.0,979.0,85.5,221.0,189.0,99.0,96.9,677.0,656.0,1.0,82.0,14.0,718.0,4.0,17.0,19.0,27.0,0.5,2.0,93.8,834.0,15.0,913.0,856.0,4.0,821.0,98.4,4.0,856.0,8.0,96.0,6.0,3.0,103.0,0.0,0.0,13.0,139.0,4826.0,1934.0,84.0,822.0,1.0,1.0,0.0,17.0,1.0,0.0,73.3,15.0,11.0,20.0,2.21,18.0,1.99,2.0,5.0,27.8,0.55,37.0,26.6,92.9,13.0,31.0,35.0,16.0,1.0,5.0,37.0,16287.0,3495.0,1002.0,1.0,-0.5,0.03,0.2,0.5
Daniel Parejo,es ESP,MF,Valencia,es La Liga,30,1989,33.6,6.0,1.0,1.0,24.0,92.0,3.0,49.0,22.0,46.0,1.0,1.0,0.0,326.0,15.0,17.0,46.9,20.8,-1.1,3.0,96.0,7.0,596.0,57.0,38.0,14.0,52.0,38.0,62.0,10.0,1763.0,17.0,140.0,4.0,323.0,242.0,25.0,623.0,71.0,1.0,179.0,1.7,1.0,0.0,2.0,4.0,6.0,0.0,13.0,0.39,8.0,0.1,0.3,1539.0,57.0,505.0,60.0,232.0,2075.0,2394.0,72.7,907.0,659.0,354.0,90.4,1430.0,1293.0,2.0,312.0,30.0,1611.0,28.0,46.0,76.0,62.0,1.7,13.0,82.6,1993.0,43.0,2398.0,1980.0,33.0,1884.0,94.5,38.0,1980.0,47.0,233.0,30.0,13.0,363.0,6.0,5.0,42.0,650.0,14576.0,4180.0,332.0,2080.0,1.0,5.0,38.0,59.0,3.0,1.0,45.9,61.0,28.0,107.0,3.18,29.0,0.86,18.0,10.0,34.5,0.3,165.0,25.4,70.2,40.0,181.0,96.0,20.0,2.0,4.0,84.0,43908.0,9096.0,2689.0,19.0,1.3,0.06,4.1,6.3
Michael Parensen,de GER,DF,Union Berlin,de Bundesliga,33,1986,7.0,4.0,0.0,0.0,16.0,11.0,0.0,3.0,4.0,6.0,0.0,0.0,0.0,54.0,22.0,14.0,61.1,45.5,-0.6,0.0,4.0,0.0,20.0,5.0,8.0,9.0,17.0,0.0,0.0,0.0,209.0,51.0,0.0,1.0,9.0,39.0,6.0,211.0,37.0,0.0,9.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.14,1.0,0.33,0.5,199.0,17.0,53.0,3.0,209.0,275.0,367.0,75.5,94.0,71.0,32.0,91.3,183.0,167.0,0.0,28.0,6.0,169.0,1.0,6.0,6.0,12.0,0.8,4.0,85.2,230.0,4.0,284.0,242.0,1.0,223.0,97.0,4.0,242.0,2.0,22.0,2.0,1.0,37.0,0.0,0.0,3.0,71.0,1990.0,521.0,26.0,48.0,0.0,0.0,0.0,5.0,0.0,0.0,57.1,7.0,4.0,5.0,0.72,3.0,0.43,0.0,2.0,66.7,0.29,17.0,23.9,60.0,3.0,6.0,11.0,5.0,0.0,0.0,16.0,5037.0,1209.0,376.0,4.0,0.2,0.27,0.6,0.8
Miquel Parera,es ESP,GK,Mallorca,es La Liga,23,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,28.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,14.0,0.0,2.0,21.0,23.0,38.9,18.0,7.0,3.0,100.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,57.7,15.0,1.0,26.0,15.0,0.0,15.0,100.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,317.0,46.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,457.0,74.0,28.0,0.0,0.0,0.0,0.0,0.0
Marco Parolo,it ITA,MF,Lazio,it Serie A,34,1985,18.9,8.0,0.0,0.0,43.0,5.0,0.0,6.0,14.0,33.0,0.0,1.0,0.0,217.0,32.0,37.0,46.4,21.7,-0.5,0.0,60.0,12.0,198.0,9.0,38.0,14.0,52.0,0.0,0.0,0.0,522.0,54.0,0.0,2.0,13.0,163.0,22.0,290.0,61.0,0.0,12.0,-0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,1.0,0.06,0.17,522.0,52.0,132.0,7.0,178.0,757.0,978.0,79.9,149.0,119.0,116.0,89.8,591.0,531.0,1.0,173.0,26.0,555.0,12.0,33.0,47.0,60.0,1.1,2.0,86.5,627.0,11.0,770.0,666.0,9.0,566.0,90.3,14.0,666.0,4.0,73.0,5.0,2.0,129.0,0.0,0.0,6.0,396.0,3289.0,994.0,73.0,519.0,0.0,1.0,1.0,16.0,1.0,0.0,53.3,30.0,16.0,19.0,1.01,17.0,0.9,0.0,6.0,35.3,0.32,105.0,26.5,55.6,5.0,16.0,60.0,13.0,0.0,1.0,74.0,11862.0,2160.0,991.0,27.0,-0.1,0.06,0.5,1.1
Troy Parrott,ie IRL,MF,Tottenham,eng Premier League,17,2002,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,2.0,100.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,8.0,0.0,5.0,5.0,0.0,4.0,50.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,25.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,92.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0
Thomas Partey,gh GHA,MF,Atlético Madrid,es La Liga,26,1993,28.3,13.0,0.0,0.0,48.0,32.0,0.0,7.0,28.0,45.0,0.0,1.0,0.0,384.0,59.0,31.0,65.6,40.0,-1.0,0.0,47.0,3.0,304.0,56.0,47.0,9.0,56.0,5.0,8.0,2.0,1380.0,54.0,16.0,1.0,69.0,179.0,34.0,452.0,87.0,2.0,49.0,1.5,0.0,2.0,0.0,0.0,5.0,2.0,9.0,0.32,3.0,0.1,0.38,1152.0,63.0,303.0,17.0,120.0,1635.0,1928.0,68.5,441.0,302.0,249.0,89.3,1203.0,1074.0,2.0,219.0,28.0,1341.0,20.0,45.0,39.0,65.0,1.5,4.0,83.0,1371.0,32.0,1704.0,1414.0,15.0,1324.0,96.6,25.0,1414.0,25.0,179.0,21.0,11.0,298.0,0.0,0.0,48.0,445.0,8532.0,3649.0,186.0,1467.0,6.0,1.0,3.0,37.0,2.0,0.0,63.3,60.0,38.0,49.0,1.73,31.0,1.09,1.0,8.0,25.8,0.28,138.0,31.0,83.9,47.0,52.0,65.0,26.0,7.0,4.0,93.0,26582.0,6825.0,1990.0,15.0,1.5,0.05,1.0,1.5
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Pašalić,hr CRO,"MF,FW",Atalanta,it Serie A,24,1995,26.9,6.0,0.0,0.0,35.0,24.0,1.0,17.0,20.0,30.0,0.0,0.0,1.0,227.0,47.0,45.0,51.1,25.0,2.0,5.0,103.0,7.0,523.0,40.0,26.0,7.0,33.0,2.0,1.0,0.0,1280.0,35.0,4.0,5.0,37.0,115.0,22.0,298.0,43.0,0.0,25.0,-1.2,0.0,1.0,0.0,0.0,7.0,1.0,9.0,0.34,9.0,0.15,0.53,1083.0,48.0,163.0,40.0,400.0,1409.0,1702.0,86.7,383.0,332.0,200.0,90.6,1021.0,925.0,0.0,314.0,15.0,1019.0,35.0,30.0,42.0,44.0,10.1,6.0,88.4,1500.0,10.0,1446.0,1278.0,28.0,1317.0,87.8,21.0,1278.0,22.0,116.0,25.0,4.0,231.0,0.0,0.0,23.0,532.0,5070.0,3313.0,112.0,959.0,3.0,0.0,2.0,68.0,5.0,0.0,50.0,42.0,21.0,78.0,2.9,59.0,2.2,0.0,17.0,28.8,0.63,145.0,27.3,55.0,22.0,62.0,56.0,14.0,1.0,4.0,64.0,25200.0,7293.0,1735.0,114.0,-1.1,0.17,3.0,10.2
Javier Pastore,ar ARG,MF,Roma,it Serie A,30,1989,5.7,0.0,0.0,0.0,10.0,9.0,1.0,6.0,5.0,10.0,0.0,0.0,0.0,46.0,2.0,6.0,25.0,40.0,0.3,1.0,28.0,8.0,131.0,17.0,4.0,0.0,4.0,0.0,0.0,0.0,280.0,5.0,1.0,1.0,10.0,16.0,3.0,64.0,9.0,0.0,4.0,-1.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.18,0.0,0.0,0.0,205.0,10.0,38.0,5.0,19.0,284.0,359.0,74.7,75.0,56.0,51.0,87.0,208.0,181.0,3.0,54.0,4.0,209.0,9.0,10.0,9.0,15.0,1.6,1.0,82.0,326.0,1.0,294.0,241.0,11.0,279.0,85.6,6.0,241.0,10.0,30.0,5.0,0.0,83.0,0.0,0.0,16.0,98.0,1378.0,1361.0,33.0,263.0,4.0,0.0,0.0,15.0,2.0,0.0,36.4,11.0,4.0,21.0,3.68,16.0,2.8,0.0,3.0,18.8,0.53,30.0,30.6,82.4,14.0,9.0,15.0,6.0,3.0,0.0,20.0,4707.0,2244.0,367.0,30.0,-1.6,0.1,0.7,1.6
Patric,es ESP,DF,Lazio,it Serie A,26,1993,18.6,2.0,1.0,0.0,12.0,11.0,0.0,6.0,11.0,17.0,0.0,1.0,0.0,188.0,14.0,24.0,36.8,57.1,-0.2,0.0,11.0,3.0,115.0,9.0,22.0,12.0,34.0,0.0,0.0,0.0,988.0,51.0,0.0,1.0,50.0,107.0,23.0,575.0,162.0,0.0,29.0,-0.1,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.22,0.0,0.0,0.0,931.0,31.0,163.0,5.0,118.0,1163.0,1304.0,84.4,474.0,400.0,119.0,93.5,719.0,672.0,0.0,76.0,8.0,764.0,2.0,17.0,12.0,34.0,0.1,3.0,89.2,994.0,8.0,1213.0,1082.0,4.0,981.0,98.7,13.0,1082.0,15.0,88.0,5.0,1.0,96.0,0.0,0.0,7.0,194.0,7366.0,3380.0,96.0,1032.0,0.0,0.0,0.0,21.0,0.0,0.0,50.0,20.0,10.0,21.0,1.13,6.0,0.32,0.0,0.0,0.0,0.0,58.0,29.9,66.7,6.0,37.0,28.0,16.0,1.0,21.0,45.0,24654.0,6300.0,1352.0,3.0,-0.1,0.02,0.2,0.1
Rui Patrício,pt POR,GK,Wolves,eng Premier League,31,1988,38.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,339.0,1.0,0.0,0.0,359.0,5.0,0.0,901.0,840.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,3.0,583.0,0.0,477.0,503.0,547.0,56.5,710.0,401.0,60.0,98.0,150.0,147.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,124.0,63.8,238.0,31.0,862.0,550.0,0.0,235.0,98.7,2.0,550.0,5.0,4.0,0.0,3.0,52.0,0.0,0.0,0.0,5.0,15394.0,970.0,0.0,179.0,0.0,0.0,0.0,4.0,0.0,0.0,100.0,2.0,2.0,4.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,0.0,22540.0,1687.0,903.0,0.0,0.0,0.0,0.0,0.0
Paulinho,br BRA,"MF,FW",Leverkusen,de Bundesliga,19,2000,3.4,1.0,0.0,0.0,5.0,6.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,27.0,2.0,7.0,22.2,50.0,0.7,2.0,16.0,0.0,101.0,22.0,6.0,1.0,7.0,1.0,0.0,1.0,162.0,0.0,2.0,1.0,3.0,8.0,3.0,16.0,5.0,0.0,0.0,1.1,0.0,2.0,0.0,0.0,2.0,0.0,4.0,1.18,3.0,0.33,0.75,108.0,3.0,16.0,7.0,20.0,140.0,184.0,53.8,26.0,14.0,19.0,88.3,111.0,98.0,0.0,28.0,1.0,92.0,8.0,3.0,1.0,4.0,1.9,0.0,80.4,187.0,5.0,143.0,115.0,4.0,146.0,78.1,2.0,115.0,3.0,14.0,8.0,0.0,51.0,0.0,0.0,14.0,52.0,623.0,798.0,25.0,117.0,3.0,1.0,0.0,8.0,1.0,0.0,50.0,6.0,3.0,13.0,3.85,9.0,2.66,0.0,4.0,44.4,1.18,13.0,25.0,63.6,14.0,4.0,2.0,1.0,1.0,1.0,4.0,1841.0,1316.0,187.0,11.0,1.1,0.21,1.3,1.9
Paulino,es ESP,MF,Alavés,es La Liga,22,1997,0.8,0.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,50.0,0.0,0.0,0.0,3.0,0.0,17.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,30.0,1.0,2.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,12.0,0.0,18.0,26.0,42.0,30.0,10.0,3.0,5.0,68.4,19.0,13.0,0.0,7.0,1.0,25.0,4.0,1.0,1.0,1.0,0.0,0.0,55.2,49.0,2.0,29.0,16.0,3.0,35.0,71.4,0.0,16.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,13.0,69.0,114.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,53.8,25.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,345.0,200.0,45.0,0.0,0.0,0.0,0.0,0.0
Gabriel Paulista,br BRA,DF,Valencia,es La Liga,28,1990,31.1,5.0,0.0,0.0,16.0,25.0,0.0,3.0,24.0,9.0,0.0,0.0,0.0,310.0,84.0,35.0,70.6,39.1,1.0,1.0,5.0,2.0,34.0,7.0,19.0,30.0,49.0,0.0,0.0,0.0,1288.0,218.0,0.0,0.0,71.0,89.0,11.0,1246.0,397.0,4.0,68.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.03,1.0,0.13,0.5,1276.0,69.0,278.0,1.0,187.0,1637.0,1961.0,82.3,598.0,492.0,154.0,93.8,1081.0,1014.0,0.0,23.0,3.0,869.0,4.0,9.0,14.0,16.0,0.7,21.0,89.0,1344.0,20.0,1708.0,1520.0,1.0,1327.0,98.7,14.0,1520.0,11.0,82.0,2.0,5.0,217.0,0.0,0.0,6.0,117.0,10621.0,4184.0,62.0,1394.0,0.0,0.0,0.0,6.0,0.0,0.0,48.3,29.0,14.0,6.0,0.19,8.0,0.26,0.0,2.0,25.0,0.06,41.0,35.0,85.7,6.0,64.0,23.0,9.0,0.0,2.0,40.0,33511.0,7960.0,2028.0,16.0,0.3,0.09,0.0,0.7
Benjamin Pavard,fr FRA,DF,Bayern Munich,de Bundesliga,23,1996,31.0,5.0,0.0,0.0,40.0,23.0,2.0,68.0,22.0,21.0,0.0,1.0,1.0,305.0,73.0,37.0,66.4,54.8,0.8,4.0,67.0,4.0,615.0,32.0,36.0,9.0,45.0,0.0,0.0,0.0,1915.0,101.0,0.0,15.0,249.0,95.0,16.0,778.0,110.0,0.0,38.0,2.3,0.0,0.0,0.0,0.0,7.0,1.0,8.0,0.26,4.0,0.19,0.57,1792.0,70.0,353.0,20.0,117.0,2262.0,2560.0,77.9,566.0,441.0,366.0,92.0,1895.0,1743.0,0.0,115.0,15.0,1612.0,25.0,21.0,14.0,35.0,1.7,9.0,87.9,2124.0,31.0,2511.0,2208.0,12.0,2030.0,95.6,32.0,2208.0,29.0,177.0,36.0,5.0,250.0,0.0,0.0,18.0,277.0,14095.0,5269.0,264.0,2066.0,0.0,1.0,2.0,35.0,3.0,0.0,48.0,50.0,24.0,41.0,1.32,21.0,0.68,0.0,7.0,33.3,0.23,92.0,33.2,53.1,17.0,40.0,31.0,17.0,1.0,211.0,57.0,41285.0,9015.0,2803.0,44.0,2.3,0.08,3.2,1.7
