Player,Nation,Pos,Squad,Comp,Age,Born,90s,Shot-Creating Actions,Shot-Creating Actions p90,SCA pass live,SCA pass dead,SCA from dribbles,SCA shots,SCA from fouls,Goal-Creating Actions,Goal-Creating Actions p90,GCA pass live,GCA pass dead,GCA dribbled,GCA shots,GCA fouls,GCA OG
Abdou Lahat Diakhate,sn SEN,FW,Parma,it Serie A,19,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Konrad Laimer,at AUT,"MF,DF",RB Leipzig,de Bundesliga,21,1997,20.8,40.0,1.92,36.0,1.0,2.0,1.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0
Diego Lainez,mx MEX,"MF,FW",Betis,es La Liga,18,2000,3.9,12.0,3.06,8.0,1.0,1.0,0.0,2.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0
Kenny Lala,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,26,1991,34.0,95.0,2.79,67.0,24.0,2.0,1.0,1.0,15.0,0.44,11.0,3.0,0.0,1.0,0.0,0.0
Adam Lallana,eng ENG,"MF,FW",Liverpool,eng Premier League,30,1988,5.2,20.0,3.85,15.0,3.0,1.0,0.0,1.0,2.0,0.38,1.0,0.0,0.0,0.0,1.0,0.0
Érik Lamela,ar ARG,"FW,MF",Tottenham,eng Premier League,26,1992,10.8,51.0,4.71,29.0,8.0,7.0,4.0,3.0,6.0,0.55,3.0,1.0,0.0,0.0,2.0,0.0
Mohamed Lamine Diaby,fr FRA,FW,Nice,fr Ligue 1,17,2001,1.8,2.0,1.11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,26,1992,17.7,7.0,0.4,7.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Michael Lang,ch SUI,DF,M'Gladbach,de Bundesliga,27,1991,13.9,8.0,0.57,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,30,1988,15.7,7.0,0.45,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Lanzini,ar ARG,MF,West Ham,eng Premier League,25,1993,7.6,17.0,2.23,10.0,1.0,2.0,2.0,2.0,3.0,0.39,1.0,0.0,0.0,1.0,1.0,0.0
Gianluca Lapadula,it ITA,"FW,MF",Genoa,it Serie A,28,1990,4.5,11.0,2.45,5.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aymeric Laporte,fr FRA,DF,Manchester City,eng Premier League,24,1994,34.0,37.0,1.09,35.0,0.0,0.0,2.0,0.0,6.0,0.18,6.0,0.0,0.0,0.0,0.0,0.0
Danilo Larangeira,br BRA,DF,Bologna,it Serie A,34,1984,34.2,24.0,0.7,20.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johan Larsson,se SWE,DF,Guingamp,fr Ligue 1,28,1990,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Lasagna,it ITA,FW,Udinese,it Serie A,25,1992,27.3,52.0,1.91,33.0,1.0,5.0,4.0,9.0,6.0,0.22,1.0,0.0,0.0,2.0,3.0,0.0
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,24,1993,30.5,7.0,0.23,6.0,0.0,0.0,1.0,0.0,1.0,0.03,0.0,0.0,0.0,1.0,0.0,0.0
Paul Lasne,fr FRA,"MF,DF",Montpellier,fr Ligue 1,29,1989,19.9,45.0,2.26,38.0,4.0,0.0,0.0,2.0,5.0,0.25,3.0,0.0,0.0,0.0,1.0,1.0
Toni Lato,es ESP,DF,Valencia,es La Liga,20,1997,3.0,5.0,1.67,5.0,0.0,0.0,0.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0
Danny Latza,de GER,MF,Mainz 05,de Bundesliga,28,1989,20.7,51.0,2.46,39.0,2.0,3.0,2.0,5.0,4.0,0.19,3.0,0.0,0.0,0.0,1.0,0.0
Alexandre Lauray,fr FRA,DF,Bordeaux,fr Ligue 1,21,1997,2.9,1.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armand Lauriente,fr FRA,FW,Rennes,fr Ligue 1,19,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincent Laurini,fr FRA,DF,Fiorentina,it Serie A,29,1989,10.2,21.0,2.05,17.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wesley Lautoa,nc NCL,"DF,MF",Dijon,fr Ligue 1,30,1987,33.6,14.0,0.42,12.0,1.0,0.0,1.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Diego Laxalt,uy URU,"DF,MF",Milan,it Serie A,25,1993,7.2,17.0,2.35,14.0,0.0,2.0,1.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
Miguel Layún,mx MEX,"MF,DF",Villarreal,es La Liga,30,1988,5.6,16.0,2.85,4.0,10.0,1.0,1.0,0.0,1.0,0.18,0.0,1.0,0.0,0.0,0.0,0.0
Valentino Lazaro,at AUT,"DF,MF",Hertha BSC,de Bundesliga,22,1996,30.5,90.0,2.96,50.0,29.0,5.0,4.0,2.0,12.0,0.39,8.0,2.0,1.0,1.0,0.0,0.0
Darko Lazović,rs SRB,"MF,DF",Genoa,it Serie A,27,1990,28.2,88.0,3.12,55.0,13.0,12.0,7.0,1.0,8.0,0.28,4.0,1.0,3.0,0.0,0.0,0.0
Manuel Lazzari,it ITA,"MF,DF",SPAL,it Serie A,24,1993,31.5,99.0,3.14,80.0,4.0,6.0,2.0,7.0,13.0,0.41,10.0,1.0,0.0,1.0,1.0,0.0
Mickaël Le Bihan,fr FRA,FW,Nice,fr Ligue 1,28,1990,2.3,3.0,1.32,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxime Le Marchand,fr FRA,DF,Fulham,eng Premier League,28,1989,25.0,23.0,0.92,22.0,0.0,0.0,0.0,1.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0
Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,21,1996,3.2,3.0,0.95,1.0,0.0,0.0,2.0,0.0,1.0,0.32,0.0,0.0,0.0,1.0,0.0,0.0
Damien Le Tallec,fr FRA,MF,Montpellier,fr Ligue 1,28,1990,31.2,50.0,1.6,45.0,0.0,0.0,4.0,1.0,3.0,0.1,0.0,0.0,0.0,3.0,0.0,0.0
James Lea Siliki,fr FRA,"MF,FW",Rennes,fr Ligue 1,22,1996,13.6,37.0,2.73,25.0,1.0,4.0,3.0,4.0,6.0,0.44,5.0,0.0,1.0,0.0,0.0,0.0
Rafael Leão,pt POR,FW,Lille,fr Ligue 1,19,1999,14.3,23.0,1.61,16.0,0.0,3.0,1.0,3.0,6.0,0.42,5.0,0.0,1.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathew Leckie,au AUS,"FW,MF",Hertha BSC,de Bundesliga,27,1991,10.5,29.0,2.77,22.0,0.0,3.0,2.0,2.0,1.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0
Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37.0,7.0,0.19,5.0,2.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,25,1993,26.6,70.0,2.63,47.0,10.0,3.0,5.0,5.0,4.0,0.15,3.0,1.0,0.0,0.0,0.0,0.0
Jordan Lefort,fr FRA,"DF,MF",Amiens,fr Ligue 1,24,1993,20.0,13.0,0.65,12.0,1.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Wu Lei,cn CHN,"FW,MF",Espanyol,es La Liga,26,1991,11.8,22.0,1.87,13.0,0.0,2.0,5.0,2.0,3.0,0.25,1.0,0.0,0.0,1.0,1.0,0.0
Tim Leibold,de GER,DF,Nürnberg,de Bundesliga,24,1993,30.7,65.0,2.12,37.0,18.0,3.0,1.0,6.0,4.0,0.13,2.0,1.0,0.0,0.0,1.0,0.0
Lucas Leiva,br BRA,MF,Lazio,it Serie A,31,1987,22.1,43.0,1.95,35.0,6.0,1.0,1.0,0.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0
Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,27,1991,11.7,8.0,0.68,7.0,0.0,0.0,1.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,25,1993,2.3,4.0,1.71,2.0,1.0,0.0,0.0,0.0,2.0,0.85,1.0,0.0,0.0,0.0,0.0,1.0
Thomas Lemar,fr FRA,"MF,FW",Atlético Madrid,es La Liga,22,1995,20.2,60.0,2.97,39.0,11.0,5.0,1.0,3.0,7.0,0.35,6.0,0.0,0.0,0.0,0.0,1.0
Mario Lemina,ga GAB,MF,Southampton,eng Premier League,24,1993,17.9,36.0,2.01,28.0,0.0,3.0,1.0,4.0,2.0,0.11,0.0,0.0,0.0,1.0,1.0,0.0
Mauricio Lemos,uy URU,DF,Sassuolo,it Serie A,22,1995,2.0,2.0,1.01,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0
Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,23,1995,21.5,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Lennon,eng ENG,"FW,MF",Burnley,eng Premier League,31,1987,13.5,19.0,1.41,10.0,0.0,2.0,0.0,7.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
Bernd Leno,de GER,GK,Arsenal,eng Premier League,26,1992,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro León,es ESP,"MF,FW",Eibar,es La Liga,31,1986,4.7,5.0,1.06,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio León,es ESP,"FW,MF",Betis,es La Liga,29,1989,7.1,14.0,1.97,8.0,0.0,2.0,1.0,3.0,3.0,0.42,1.0,0.0,1.0,1.0,0.0,0.0
Lukas Lerager,dk DEN,MF,Genoa,it Serie A,25,1993,12.5,23.0,1.84,20.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukas Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,25,1993,14.4,23.0,1.59,22.0,0.0,1.0,0.0,0.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0
Mehdi Léris,fr FRA,"MF,FW",Chievo,it Serie A,20,1998,17.9,40.0,2.24,28.0,1.0,4.0,4.0,3.0,4.0,0.22,3.0,0.0,0.0,1.0,0.0,0.0
Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,23,1994,27.8,38.0,1.36,29.0,1.0,3.0,2.0,3.0,3.0,0.11,1.0,0.0,0.0,0.0,2.0,0.0
Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,29,1988,32.9,120.0,3.65,78.0,0.0,11.0,17.0,12.0,21.0,0.64,10.0,0.0,4.0,5.0,0.0,2.0
Igor Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,33,1985,5.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,20,1997,16.0,24.0,1.5,21.0,0.0,2.0,0.0,1.0,2.0,0.12,1.0,0.0,1.0,0.0,0.0,0.0
Stephan Lichtsteiner,ch SUI,DF,Arsenal,eng Premier League,34,1984,10.4,3.0,0.29,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dimitri Liénard,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,30,1988,14.3,30.0,2.09,15.0,13.0,0.0,1.0,1.0,2.0,0.14,0.0,2.0,0.0,0.0,0.0,0.0
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,22,1996,6.8,4.0,0.59,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Lima,br BRA,"DF,FW",Nantes,fr Ligue 1,26,1991,27.7,81.0,2.92,48.0,28.0,2.0,1.0,2.0,6.0,0.22,4.0,1.0,1.0,0.0,0.0,0.0
Anthony Limbombe,be BEL,FW,Nantes,fr Ligue 1,24,1994,13.7,57.0,4.15,41.0,0.0,5.0,4.0,7.0,5.0,0.36,4.0,0.0,0.0,1.0,0.0,0.0
Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,24,1994,28.9,7.0,0.24,7.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Karol Linetty,pl POL,MF,Sampdoria,it Serie A,23,1995,27.9,63.0,2.26,54.0,0.0,2.0,2.0,5.0,9.0,0.32,8.0,0.0,0.0,0.0,1.0,0.0
Jesse Lingard,eng ENG,"FW,MF",Manchester Utd,eng Premier League,25,1992,18.5,59.0,3.19,47.0,1.0,6.0,2.0,3.0,11.0,0.6,6.0,0.0,2.0,1.0,2.0,0.0
Pol Lirola,es ESP,"DF,MF",Sassuolo,it Serie A,20,1997,33.1,72.0,2.18,64.0,3.0,3.0,2.0,0.0,10.0,0.3,8.0,0.0,1.0,1.0,0.0,0.0
Adem Ljajić,rs SRB,FW,Torino,it Serie A,26,1991,0.3,2.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,24,1993,19.5,8.0,0.41,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando Llorente,es ESP,FW,Tottenham,eng Premier League,33,1985,7.7,19.0,2.46,15.0,0.0,2.0,2.0,0.0,2.0,0.26,2.0,0.0,0.0,0.0,0.0,0.0
Marcos Llorente,es ESP,MF,Real Madrid,es La Liga,23,1995,6.0,7.0,1.17,7.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0
Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,31,1986,33.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giovani Lo Celso,ar ARG,"MF,FW",Betis,es La Liga,22,1996,26.6,78.0,2.93,58.0,1.0,2.0,6.0,10.0,16.0,0.6,12.0,0.0,0.0,1.0,2.0,1.0
Giovani Lo Celso,ar ARG,MF,Paris S-G,fr Ligue 1,22,1996,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,23,1994,27.7,49.0,1.77,43.0,0.0,2.0,2.0,2.0,5.0,0.18,4.0,0.0,0.0,1.0,0.0,0.0
Jürgen Locadia,nl NED,"FW,MF",Brighton,eng Premier League,24,1993,13.7,32.0,2.33,24.0,0.0,4.0,4.0,0.0,3.0,0.22,1.0,0.0,1.0,1.0,0.0,0.0
Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,20,1998,20.5,75.0,3.65,59.0,7.0,1.0,5.0,3.0,5.0,0.24,2.0,2.0,0.0,1.0,0.0,0.0
Ruben Loftus-Cheek,eng ENG,"MF,FW",Chelsea,eng Premier League,22,1996,11.1,43.0,3.88,33.0,1.0,3.0,2.0,4.0,5.0,0.45,4.0,1.0,0.0,0.0,0.0,0.0
Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,17,2000,9.4,15.0,1.59,11.0,0.0,0.0,1.0,3.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
Kevin Long,ie IRL,DF,Burnley,eng Premier League,27,1990,5.7,1.0,0.18,1.0,0.0,0.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0
Shane Long,ie IRL,"FW,MF",Southampton,eng Premier League,31,1987,14.1,28.0,1.98,20.0,0.0,1.0,3.0,4.0,2.0,0.14,1.0,0.0,0.0,0.0,1.0,0.0
Samuele Longo,it ITA,"FW,MF",Huesca,es La Liga,26,1992,6.2,7.0,1.13,4.0,0.0,1.0,1.0,1.0,2.0,0.32,1.0,0.0,0.0,1.0,0.0,0.0
Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,1997,7.6,12.0,1.57,8.0,0.0,3.0,0.0,1.0,1.0,0.13,0.0,0.0,0.0,0.0,1.0,0.0
Ademola Lookman,eng ENG,"FW,MF",Everton,eng Premier League,20,1997,6.9,24.0,3.5,16.0,0.0,6.0,2.0,0.0,4.0,0.58,3.0,0.0,0.0,1.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,27,1990,34.0,4.0,0.12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rony Lopes,pt POR,"FW,MF",Monaco,fr Ligue 1,22,1995,20.5,84.0,4.09,40.0,26.0,8.0,9.0,1.0,2.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0
Pedro López Muñoz,es ESP,DF,Levante,es La Liga,34,1983,5.2,13.0,2.52,11.0,0.0,1.0,0.0,1.0,2.0,0.39,1.0,0.0,0.0,0.0,1.0,0.0
Alejandro López,es ESP,MF,Espanyol,es La Liga,21,1997,1.2,2.0,1.61,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristian López,es ESP,FW,Angers,fr Ligue 1,29,1989,4.1,10.0,2.42,3.0,0.0,1.0,4.0,2.0,2.0,0.48,0.0,0.0,0.0,1.0,1.0,0.0
David López,es ESP,DF,Espanyol,es La Liga,28,1989,20.2,17.0,0.84,14.0,0.0,0.0,1.0,2.0,3.0,0.15,1.0,0.0,0.0,1.0,1.0,0.0
Diego López,es ESP,GK,Espanyol,es La Liga,36,1981,38.0,2.0,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javi López,es ESP,DF,Espanyol,es La Liga,32,1986,21.6,37.0,1.71,33.0,1.0,1.0,1.0,1.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0
Lluis López,es ESP,DF,Espanyol,es La Liga,21,1997,5.8,2.0,0.35,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxime Lopez,fr FRA,MF,Marseille,fr Ligue 1,20,1997,24.2,81.0,3.34,63.0,14.0,1.0,1.0,2.0,7.0,0.29,6.0,1.0,0.0,0.0,0.0,0.0
Pau López,es ESP,GK,Betis,es La Liga,23,1994,33.0,4.0,0.12,4.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Roberto López,es ESP,MF,Real Sociedad,es La Liga,18,2000,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unai López,es ESP,MF,Athletic Club,es La Liga,22,1995,3.6,3.0,0.82,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonas Lössl,dk DEN,GK,Huddersfield,eng Premier League,29,1989,30.9,9.0,0.29,6.0,3.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Albert Lottin,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,16,2001,0.2,1.0,4.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imran Louza,fr FRA,MF,Nantes,fr Ligue 1,19,1999,1.0,4.0,4.09,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davor Lovren,hr CRO,"MF,FW",Düsseldorf,de Bundesliga,19,1998,0.5,1.0,1.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,29,1989,11.0,5.0,0.46,4.0,0.0,0.0,0.0,1.0,1.0,0.09,0.0,0.0,0.0,0.0,1.0,0.0
Chris Löwe,de GER,"DF,MF",Huddersfield,eng Premier League,29,1989,22.9,28.0,1.23,19.0,7.0,1.0,1.0,0.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0
Eduard Löwen,de GER,"MF,FW",Nürnberg,de Bundesliga,21,1997,18.0,43.0,2.38,30.0,1.0,2.0,5.0,5.0,5.0,0.28,3.0,0.0,0.0,2.0,0.0,0.0
Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,29,1989,19.4,17.0,0.87,13.0,2.0,1.0,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Anthony Lozano,hn HON,"FW,MF",Girona,es La Liga,25,1993,8.1,20.0,2.47,9.0,1.0,1.0,5.0,4.0,4.0,0.49,0.0,0.0,0.0,3.0,1.0,0.0
Derrick Luckassen,nl NED,DF,Hertha BSC,de Bundesliga,23,1995,2.8,1.0,0.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Luis Gayà,es ESP,DF,Valencia,es La Liga,23,1995,34.9,56.0,1.61,49.0,2.0,2.0,0.0,3.0,3.0,0.09,2.0,0.0,0.0,0.0,1.0,0.0
José Luis Morales,es ESP,"FW,MF",Levante,es La Liga,31,1987,35.5,114.0,3.21,66.0,0.0,25.0,6.0,16.0,19.0,0.54,7.0,0.0,5.0,2.0,4.0,1.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,28,1990,25.1,15.0,0.6,14.0,1.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Filipe Luís,br BRA,DF,Atlético Madrid,es La Liga,32,1985,22.6,25.0,1.11,22.0,2.0,1.0,0.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
Luisinho,pt POR,DF,Huesca,es La Liga,33,1985,5.6,6.0,1.07,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Luiz,br BRA,DF,Chelsea,eng Premier League,31,1987,36.0,40.0,1.11,35.0,0.0,0.0,4.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
Douglas Luiz,br BRA,MF,Girona,es La Liga,20,1998,16.6,24.0,1.45,16.0,4.0,2.0,1.0,1.0,2.0,0.12,1.0,0.0,0.0,1.0,0.0,0.0
Everton Luiz,br BRA,MF,SPAL,it Serie A,30,1988,3.5,3.0,0.85,3.0,0.0,0.0,0.0,0.0,1.0,0.28,1.0,0.0,0.0,0.0,0.0,0.0
Jordan Lukaku,be BEL,"MF,DF",Lazio,it Serie A,24,1994,1.9,5.0,2.57,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu Lukaku,be BEL,FW,Manchester Utd,eng Premier League,25,1993,23.7,54.0,2.28,45.0,0.0,5.0,3.0,1.0,7.0,0.29,6.0,0.0,0.0,0.0,1.0,0.0
Dodi Lukebakio,cd COD,"FW,MF",Düsseldorf,de Bundesliga,20,1997,21.9,54.0,2.46,36.0,0.0,6.0,3.0,8.0,6.0,0.27,3.0,0.0,1.0,0.0,1.0,1.0
Saša Lukić,rs SRB,MF,Torino,it Serie A,21,1996,11.0,31.0,2.82,19.0,7.0,3.0,0.0,2.0,2.0,0.18,0.0,1.0,1.0,0.0,0.0,0.0
Senad Lulić,ba BIH,"DF,MF",Lazio,it Serie A,32,1986,32.5,103.0,3.17,93.0,5.0,3.0,1.0,1.0,5.0,0.15,5.0,0.0,0.0,0.0,0.0,0.0
Antonio Luna,es ESP,DF,Levante,es La Liga,27,1991,14.0,21.0,1.5,17.0,2.0,1.0,1.0,0.0,4.0,0.29,4.0,0.0,0.0,0.0,0.0,0.0
Andriy Lunin,ua UKR,GK,Leganés,es La Liga,19,1999,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastiano Luperto,it ITA,DF,Napoli,it Serie A,21,1996,8.1,5.0,0.62,5.0,0.0,0.0,0.0,0.0,2.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0
Fabian Lustenberger,ch SUI,"DF,MF",Hertha BSC,de Bundesliga,30,1988,24.1,16.0,0.66,13.0,1.0,0.0,1.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,31,1987,14.6,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lyanco,br BRA,DF,Torino,it Serie A,21,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lyanco,br BRA,DF,Bologna,it Serie A,21,1997,12.4,11.0,0.88,7.0,0.0,4.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
Hervé Lybohy,ne NIG,DF,Nîmes,fr Ligue 1,35,1983,16.4,4.0,0.24,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,24,1993,9.2,13.0,1.41,8.0,5.0,0.0,0.0,0.0,1.0,0.11,0.0,1.0,0.0,0.0,0.0,0.0
Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,28,1990,36.2,55.0,1.52,50.0,1.0,0.0,2.0,2.0,5.0,0.14,5.0,0.0,0.0,0.0,0.0,0.0
Darwin Machís,ve VEN,"FW,MF",Udinese,it Serie A,25,1993,5.1,19.0,3.69,14.0,0.0,4.0,0.0,1.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0
