Player,Nation,Pos,Squad,Comp,Age,Born,90s,Shot-Creating Actions,Shot-Creating Actions p90,SCA pass live,SCA pass dead,SCA from dribbles,SCA shots,SCA from fouls,Goal-Creating Actions,Goal-Creating Actions p90,GCA pass live,GCA pass dead,GCA dribbled,GCA shots,GCA fouls,GCA OG
Paul Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,26,1991,22.1,17.0,0.77,16.0,1.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,25,1993,20.5,60.0,2.92,52.0,1.0,4.0,1.0,1.0,9.0,0.44,6.0,0.0,1.0,1.0,0.0,1.0
Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,26,1991,35.0,14.0,0.4,14.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,25,1993,10.4,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik Durm,de GER,DF,Huddersfield,eng Premier League,26,1992,22.8,25.0,1.09,24.0,0.0,0.0,0.0,1.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
Jimmy Durmaz,se SWE,"MF,FW",Toulouse,fr Ligue 1,29,1989,21.1,78.0,3.7,42.0,18.0,13.0,3.0,2.0,6.0,0.28,3.0,1.0,1.0,1.0,0.0,0.0
Riza Durmisi,dk DEN,"DF,MF",Lazio,it Serie A,24,1994,3.6,14.0,3.87,14.0,0.0,0.0,0.0,0.0,2.0,0.55,2.0,0.0,0.0,0.0,0.0,0.0
Hugo Duro,es ESP,"MF,FW",Getafe,es La Liga,18,1999,4.6,3.0,0.65,1.0,0.0,0.0,0.0,2.0,1.0,0.22,0.0,0.0,0.0,0.0,1.0,0.0
Raphael Dwamena,gh GHA,FW,Levante,es La Liga,22,1995,2.5,7.0,2.84,5.0,0.0,1.0,0.0,1.0,2.0,0.81,1.0,0.0,0.0,0.0,1.0,0.0
Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,24,1993,23.7,102.0,4.3,60.0,19.0,14.0,3.0,6.0,11.0,0.46,7.0,0.0,1.0,1.0,2.0,0.0
Edin Džeko,ba BIH,FW,Roma,it Serie A,32,1986,28.7,106.0,3.7,71.0,0.0,16.0,9.0,10.0,17.0,0.59,13.0,0.0,3.0,0.0,1.0,0.0
Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,32,1986,19.4,58.0,2.98,43.0,2.0,2.0,3.0,8.0,8.0,0.41,6.0,1.0,0.0,0.0,1.0,0.0
Félix Eboa Eboa,cm CMR,DF,Guingamp,fr Ligue 1,21,1997,27.0,10.0,0.37,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Eckert,de GER,FW,Celta Vigo,es La Liga,21,1997,2.4,4.0,1.67,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Ecuele Manga,ga GAB,DF,Cardiff City,eng Premier League,30,1988,37.5,15.0,0.4,12.0,1.0,0.0,1.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Simone Edera,it ITA,"FW,MF",Torino,it Serie A,21,1997,0.9,3.0,3.51,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simone Edera,it ITA,FW,Bologna,it Serie A,21,1997,2.2,5.0,2.3,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ederson,br BRA,GK,Manchester City,eng Premier League,24,1993,38.0,5.0,0.13,2.0,3.0,0.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0
Johannes Eggestein,de GER,"FW,MF",Werder Bremen,de Bundesliga,20,1998,12.4,30.0,2.43,19.0,0.0,6.0,2.0,3.0,8.0,0.65,5.0,0.0,0.0,2.0,1.0,0.0
Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,21,1996,33.9,84.0,2.48,73.0,1.0,5.0,3.0,2.0,10.0,0.29,7.0,1.0,2.0,0.0,0.0,0.0
Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,29,1989,29.4,43.0,1.46,35.0,2.0,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,1.0,1.0,0.0
Josip Elez,hr CRO,DF,Hannover 96,de Bundesliga,24,1994,7.2,5.0,0.7,4.0,0.0,1.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
Harvey Elliot,eng ENG,MF,Fulham,eng Premier League,15,2003,0.2,1.0,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,26,1992,4.2,7.0,1.66,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,24,1994,25.0,19.0,0.76,17.0,0.0,0.0,1.0,1.0,2.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0
Gorka Elustondo,es ESP,MF,Rayo Vallecano,es La Liga,31,1987,3.2,3.0,0.95,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,21,1996,29.1,14.0,0.48,13.0,1.0,0.0,0.0,0.0,4.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Ely,br BRA,DF,Alavés,es La Liga,24,1993,4.8,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,eng Premier League,23,1994,8.8,27.0,3.06,15.0,6.0,2.0,2.0,2.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,es La Liga,26,1992,25.4,80.0,3.16,38.0,31.0,1.0,4.0,6.0,9.0,0.35,7.0,1.0,0.0,0.0,1.0,0.0
Breel Embolo,ch SUI,FW,Schalke 04,de Bundesliga,21,1997,14.9,40.0,2.68,25.0,0.0,4.0,3.0,8.0,7.0,0.47,2.0,0.0,1.0,3.0,1.0,0.0
Emerson,br BRA,DF,Betis,es La Liga,19,1999,3.5,8.0,2.27,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,21,1997,23.4,31.0,1.32,20.0,0.0,4.0,3.0,4.0,3.0,0.13,2.0,0.0,1.0,0.0,0.0,0.0
Björn Engels,be BEL,DF,Reims,fr Ligue 1,23,1994,33.0,23.0,0.7,20.0,0.0,0.0,1.0,2.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Sergi Enrich,es ESP,FW,Eibar,es La Liga,28,1990,28.7,56.0,1.95,45.0,0.0,4.0,4.0,3.0,12.0,0.42,7.0,0.0,0.0,3.0,2.0,0.0
Javier Eraso,es ESP,"MF,FW",Leganés,es La Liga,28,1990,7.0,13.0,1.85,7.0,3.0,1.0,0.0,2.0,1.0,0.14,0.0,0.0,0.0,0.0,1.0,0.0
Christian Eriksen,dk DEN,"MF,FW",Tottenham,eng Premier League,26,1992,30.8,126.0,4.09,82.0,27.0,5.0,8.0,4.0,14.0,0.45,11.0,3.0,0.0,0.0,0.0,0.0
Patrick Erras,de GER,MF,Nürnberg,de Bundesliga,23,1995,13.6,16.0,1.18,14.0,1.0,0.0,1.0,0.0,2.0,0.15,1.0,0.0,0.0,1.0,0.0,0.0
Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,25,1993,19.9,27.0,1.36,20.0,0.0,1.0,4.0,2.0,3.0,0.15,2.0,0.0,0.0,1.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Escudero,es ESP,"DF,MF",Sevilla,es La Liga,28,1989,17.2,26.0,1.51,20.0,3.0,1.0,0.0,2.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0
Bernardo Espinosa,co COL,DF,Girona,es La Liga,29,1989,30.3,13.0,0.43,11.0,0.0,0.0,2.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Michael Esser,de GER,GK,Hannover 96,de Bundesliga,30,1987,32.0,10.0,0.31,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Esswein,de GER,"FW,MF",Stuttgart,de Bundesliga,28,1990,13.9,42.0,3.02,30.0,3.0,4.0,0.0,5.0,4.0,0.29,3.0,0.0,0.0,0.0,1.0,0.0
Neil Etheridge,ph PHI,GK,Cardiff City,eng Premier League,28,1990,38.0,6.0,0.16,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,31,1987,22.6,57.0,2.53,30.0,25.0,0.0,2.0,0.0,2.0,0.09,0.0,2.0,0.0,0.0,0.0,0.0
Xabier Etxeita,es ESP,DF,Huesca,es La Liga,30,1987,29.7,12.0,0.4,7.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Evangelista,br BRA,"FW,MF",Nantes,fr Ligue 1,23,1995,8.0,20.0,2.5,14.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,30,1988,22.2,8.0,0.36,7.0,0.0,0.0,1.0,0.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0
Ewerton,br BRA,DF,Nürnberg,de Bundesliga,29,1989,14.9,5.0,0.34,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,it Serie A,26,1992,4.0,15.0,3.77,12.0,3.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0
Valentin Eysseric,fr FRA,"MF,FW",Nantes,fr Ligue 1,26,1992,2.3,11.0,4.74,1.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Fabián,mx MEX,FW,Eint Frankfurt,de Bundesliga,29,1989,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,33,1985,38.0,4.0,0.11,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabinho,br BRA,MF,Liverpool,eng Premier League,24,1993,22.4,37.0,1.65,33.0,0.0,1.0,1.0,2.0,6.0,0.27,5.0,0.0,0.0,0.0,1.0,0.0
Fábio,br BRA,DF,Nantes,fr Ligue 1,28,1990,14.2,25.0,1.76,21.0,2.0,0.0,1.0,1.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0
Cesc Fàbregas,es ESP,MF,Chelsea,eng Premier League,31,1987,2.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,31,1987,10.7,39.0,3.63,28.0,10.0,0.0,1.0,0.0,3.0,0.28,3.0,0.0,0.0,0.0,0.0,0.0
Fabricio,es ESP,GK,Fulham,eng Premier League,30,1987,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,29,1988,16.3,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romain Faivre,fr FRA,"MF,FW",Monaco,fr Ligue 1,20,1998,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fayçal Fajr,ma MAR,MF,Caen,fr Ligue 1,29,1988,36.0,105.0,2.92,46.0,43.0,1.0,5.0,10.0,8.0,0.22,3.0,3.0,0.0,1.0,1.0,0.0
Radamel Falcao,co COL,FW,Monaco,fr Ligue 1,32,1986,28.4,45.0,1.58,27.0,0.0,4.0,7.0,7.0,4.0,0.14,2.0,0.0,0.0,2.0,0.0,0.0
Diego Falcinelli,it ITA,FW,Bologna,it Serie A,27,1991,7.8,13.0,1.66,11.0,0.0,0.0,1.0,1.0,2.0,0.26,2.0,0.0,0.0,0.0,0.0,0.0
Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,26,1992,6.7,2.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iago Falque,es ESP,"FW,MF",Torino,it Serie A,28,1990,17.9,94.0,5.25,68.0,18.0,2.0,5.0,1.0,8.0,0.45,4.0,3.0,0.0,0.0,1.0,0.0
Paolo Faragò,it ITA,"MF,DF",Cagliari,it Serie A,25,1993,18.9,40.0,2.11,34.0,1.0,2.0,1.0,2.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0
Mohamed Fares,dz ALG,"DF,MF",SPAL,it Serie A,22,1996,32.8,63.0,1.92,50.0,4.0,2.0,3.0,4.0,2.0,0.06,1.0,1.0,0.0,0.0,0.0,0.0
Diego Farias,br BRA,FW,Cagliari,it Serie A,28,1990,7.8,14.0,1.8,11.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Farias,br BRA,FW,Empoli,it Serie A,28,1990,13.3,38.0,2.87,32.0,1.0,2.0,0.0,3.0,8.0,0.6,6.0,0.0,1.0,0.0,1.0,0.0
Andrea Favilli,it ITA,"FW,MF",Genoa,it Serie A,21,1997,1.9,4.0,2.12,4.0,0.0,0.0,0.0,0.0,1.0,0.53,1.0,0.0,0.0,0.0,0.0,0.0
Federico Fazio,ar ARG,DF,Roma,it Serie A,31,1987,31.2,16.0,0.51,13.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zouhair Feddal,ma MAR,DF,Betis,es La Liga,29,1989,18.9,14.0,0.74,12.0,0.0,0.0,2.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Nabil Fekir,fr FRA,MF,Lyon,fr Ligue 1,25,1993,22.1,122.0,5.52,75.0,15.0,11.0,10.0,11.0,14.0,0.63,12.0,0.0,1.0,0.0,1.0,0.0
Yassin Fekir,fr FRA,FW,Lyon,fr Ligue 1,21,1997,0.1,1.0,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe,br BRA,DF,Hannover 96,de Bundesliga,31,1987,12.2,4.0,0.33,2.0,0.0,0.0,1.0,1.0,2.0,0.16,0.0,0.0,0.0,1.0,1.0,0.0
Luiz Felipe,br BRA,DF,Lazio,it Serie A,21,1997,14.3,8.0,0.56,7.0,0.0,0.0,1.0,0.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0
Ohis Felix Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,20,1997,2.7,4.0,1.48,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane Fellaini,be BEL,MF,Manchester Utd,eng Premier League,30,1987,8.4,11.0,1.32,8.0,0.0,0.0,0.0,3.0,1.0,0.12,0.0,0.0,0.0,0.0,1.0,0.0
Kiko Femenía,es ESP,DF,Watford,eng Premier League,27,1991,22.8,32.0,1.41,24.0,5.0,1.0,0.0,2.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0
Edimilson Fernandes,ch SUI,MF,Fiorentina,it Serie A,22,1996,21.9,53.0,2.42,48.0,0.0,1.0,2.0,2.0,3.0,0.14,1.0,0.0,0.0,2.0,0.0,0.0
Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,31,1986,24.7,11.0,0.44,10.0,1.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Aitor Fernández,es ESP,GK,Levante,es La Liga,27,1991,16.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrés Fernández,es ESP,GK,Villarreal,es La Liga,31,1986,6.0,2.0,0.33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borja Fernández,es ESP,"MF,DF",Valladolid,es La Liga,37,1981,9.3,6.0,0.64,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,29,1989,16.5,11.0,0.67,9.0,1.0,0.0,0.0,0.0,3.0,0.18,2.0,0.0,0.0,0.0,0.0,1.0
Joaquín Fernández,es ESP,"DF,MF",Valladolid,es La Liga,22,1996,9.3,3.0,0.32,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernandinho,br BRA,MF,Manchester City,eng Premier League,33,1985,26.4,55.0,2.08,48.0,0.0,0.0,3.0,4.0,5.0,0.19,4.0,0.0,0.0,0.0,1.0,0.0
Juan Ferney Otero,co COL,"FW,MF",Amiens,fr Ligue 1,23,1995,24.2,63.0,2.61,47.0,2.0,6.0,3.0,5.0,5.0,0.21,4.0,0.0,0.0,1.0,0.0,0.0
Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,24,1994,6.0,3.0,0.5,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Ferreiro,es ESP,"FW,MF",Huesca,es La Liga,30,1988,25.3,77.0,3.04,37.0,27.0,5.0,4.0,4.0,4.0,0.16,2.0,2.0,0.0,0.0,0.0,0.0
Facundo Ferreyra,ar ARG,"FW,MF",Espanyol,es La Liga,27,1991,2.3,2.0,0.95,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Ferri,fr FRA,MF,Lyon,fr Ligue 1,26,1992,1.3,2.0,1.55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Ferri,fr FRA,MF,Nîmes,fr Ligue 1,26,1992,20.8,52.0,2.5,46.0,0.0,1.0,2.0,2.0,9.0,0.43,5.0,0.0,0.0,2.0,1.0,1.0
Oliver Fink,de GER,MF,Düsseldorf,de Bundesliga,36,1982,11.7,22.0,1.88,19.0,1.0,1.0,0.0,1.0,3.0,0.26,2.0,0.0,1.0,0.0,0.0,0.0
Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,29,1989,14.8,31.0,2.09,25.0,0.0,2.0,1.0,3.0,5.0,0.34,3.0,0.0,0.0,0.0,2.0,0.0
Roberto Firmino,br BRA,"FW,MF",Liverpool,eng Premier League,26,1991,29.0,98.0,3.38,82.0,0.0,7.0,7.0,2.0,15.0,0.52,11.0,0.0,2.0,1.0,1.0,0.0
Junior Firpo,es ESP,"DF,MF",Betis,es La Liga,21,1996,21.5,34.0,1.58,28.0,1.0,1.0,1.0,3.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0
Mathieu Flamini,fr FRA,MF,Getafe,es La Liga,34,1984,5.0,3.0,0.6,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,25,1993,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Floccari,it ITA,FW,SPAL,it Serie A,36,1981,10.8,14.0,1.29,9.0,0.0,1.0,0.0,4.0,4.0,0.37,1.0,0.0,0.0,0.0,3.0,0.0
Alessandro Florenzi,it ITA,"DF,FW",Roma,it Serie A,27,1991,24.2,74.0,3.06,57.0,13.0,1.0,2.0,1.0,9.0,0.37,8.0,1.0,0.0,0.0,0.0,0.0
Phil Foden,eng ENG,MF,Manchester City,eng Premier League,18,2000,3.7,14.0,3.76,11.0,0.0,1.0,0.0,2.0,1.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0
Guessouma Fofana,fr FRA,MF,Guingamp,fr Ligue 1,25,1992,5.3,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guessouma Fofana,fr FRA,MF,Amiens,fr Ligue 1,25,1992,2.1,1.0,0.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seko Fofana,ci CIV,MF,Udinese,it Serie A,23,1995,29.3,95.0,3.24,74.0,1.0,12.0,3.0,5.0,9.0,0.31,8.0,0.0,0.0,0.0,1.0,0.0
Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youssouf Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,19,1999,10.1,14.0,1.38,9.0,0.0,3.0,0.0,2.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Thomas Foket,be BEL,DF,Reims,fr Ligue 1,23,1994,32.0,29.0,0.91,25.0,3.0,1.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0
Thomas Fontaine,mg MAD,"DF,MF",Reims,fr Ligue 1,27,1991,4.7,4.0,0.86,2.0,0.0,1.0,1.0,0.0,2.0,0.43,1.0,0.0,1.0,0.0,0.0,0.0
José Fonte,pt POR,DF,Lille,fr Ligue 1,34,1983,34.6,24.0,0.69,20.0,1.0,1.0,2.0,0.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0
Rui Fonte,pt POR,FW,Lille,fr Ligue 1,28,1990,7.0,14.0,2.01,13.0,0.0,0.0,1.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
Pablo Fornals,es ESP,"MF,FW",Villarreal,es La Liga,22,1996,27.5,91.0,3.3,77.0,2.0,7.0,2.0,3.0,7.0,0.25,6.0,0.0,0.0,0.0,1.0,0.0
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,26,1991,13.9,69.0,4.97,48.0,8.0,4.0,5.0,4.0,17.0,1.22,11.0,1.0,2.0,2.0,1.0,0.0
Fraser Forster,eng ENG,GK,Southampton,eng Premier League,30,1988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Fortes,cv CPV,DF,Toulouse,fr Ligue 1,26,1992,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iver Fossum,no NOR,"MF,FW",Hannover 96,de Bundesliga,22,1996,5.1,15.0,2.97,11.0,4.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0
Ben Foster,eng ENG,GK,Watford,eng Premier League,35,1983,38.0,13.0,0.34,5.0,8.0,0.0,0.0,0.0,2.0,0.05,0.0,2.0,0.0,0.0,0.0,0.0
Timothy Fosu-Mensah,nl NED,DF,Fulham,eng Premier League,20,1998,8.8,6.0,0.68,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dimitri Foulquier,fr FRA,"MF,FW",Getafe,es La Liga,25,1993,20.0,28.0,1.4,18.0,0.0,5.0,1.0,4.0,5.0,0.25,3.0,0.0,2.0,0.0,0.0,0.0
Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,20,1998,9.9,8.0,0.81,6.0,0.0,1.0,0.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Raphael Framberger,de GER,"DF,MF",Augsburg,de Bundesliga,22,1995,6.1,12.0,1.97,8.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,33,1985,13.7,20.0,1.46,19.0,1.0,0.0,0.0,0.0,3.0,0.22,3.0,0.0,0.0,0.0,0.0,0.0
Mike Frantz,de GER,"MF,FW",Freiburg,de Bundesliga,31,1986,24.6,27.0,1.1,20.0,0.0,2.0,1.0,4.0,3.0,0.12,1.0,0.0,0.0,0.0,2.0,0.0
Ryan Fraser,sco SCO,"MF,FW",Bournemouth,eng Premier League,24,1994,35.2,131.0,3.72,79.0,37.0,6.0,4.0,5.0,19.0,0.54,11.0,6.0,2.0,0.0,0.0,0.0
Pierluigi Frattali,it ITA,GK,Parma,it Serie A,32,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred,br BRA,MF,Manchester Utd,eng Premier League,25,1993,11.6,24.0,2.07,19.0,2.0,0.0,1.0,2.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0
Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,25,1992,12.1,9.0,0.75,6.0,2.0,0.0,1.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
Remo Freuler,ch SUI,MF,Atalanta,it Serie A,26,1992,33.6,97.0,2.89,87.0,1.0,2.0,5.0,2.0,13.0,0.39,9.0,1.0,0.0,1.0,2.0,0.0
Nicolas Frey,fr FRA,DF,Chievo,it Serie A,34,1984,2.5,3.0,1.19,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,20,1998,5.3,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Fuchs,de GER,MF,Nürnberg,de Bundesliga,21,1997,7.3,13.0,1.79,10.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,32,1986,2.3,10.0,4.35,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javi Fuego,es ESP,MF,Villarreal,es La Liga,34,1984,2.6,4.0,1.55,3.0,1.0,0.0,0.0,0.0,1.0,0.39,1.0,0.0,0.0,0.0,0.0,0.0
