Player,Nation,Pos,Squad,Comp,Age,Born,90s,No. Tackels,No Tackels won,Def 3rd tackles,Mid 3rd tackles,Att 3rd tackles,Tackles v Dribbles,Tackles v Dribble attempts,% of dribblers tackled,No of times dribbled past,Pressures,Succ Pressures,Succ Pressures %,Def 3rd Pressures,Mid 3rd Pressures,Att 3rd Pressures,Blocks,Blocked shots,ShSv,Blocked pass,Interceptions,Tkl+Int,Clearances,Errors
Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,29,1989,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,33.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Benjamin Hübner,de GER,DF,Hoffenheim,de Bundesliga,30,1989,23.0,44.0,21.0,36.0,4.0,4.0,17.0,38.0,44.7,21.0,217.0,72.0,33.2,142.0,63.0,12.0,38.0,18.0,1.0,20.0,22.0,66.0,117.0,0.0
Florian Hübner,de GER,DF,Union Berlin,de Bundesliga,28,1991,9.4,15.0,6.0,8.0,7.0,0.0,8.0,18.0,44.4,10.0,97.0,30.0,30.9,64.0,30.0,3.0,20.0,11.0,0.0,9.0,7.0,22.0,53.0,0.0
Callum Hudson-Odoi,eng ENG,FW,Chelsea,eng Premier League,18,2000,9.6,8.0,5.0,5.0,2.0,1.0,1.0,11.0,9.1,10.0,121.0,29.0,24.0,22.0,59.0,40.0,18.0,0.0,0.0,18.0,0.0,8.0,6.0,0.0
Will Hughes,eng ENG,"MF,FW",Watford,eng Premier League,24,1995,25.0,80.0,49.0,30.0,38.0,12.0,27.0,86.0,31.4,59.0,676.0,181.0,26.8,199.0,335.0,142.0,66.0,9.0,0.0,57.0,31.0,111.0,30.0,0.0
Mats Hummels,de GER,DF,Dortmund,de Bundesliga,30,1988,28.7,68.0,47.0,39.0,26.0,3.0,19.0,44.0,43.2,25.0,289.0,125.0,43.3,171.0,109.0,9.0,56.0,20.0,0.0,36.0,35.0,103.0,177.0,1.0
Uwe Hünemeier,de GER,DF,Paderborn 07,de Bundesliga,33,1986,13.4,24.0,19.0,15.0,7.0,2.0,13.0,28.0,46.4,15.0,129.0,53.0,41.1,90.0,39.0,0.0,34.0,14.0,1.0,20.0,15.0,39.0,91.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrien Hunou,fr FRA,"FW,MF",Rennes,fr Ligue 1,25,1994,13.4,23.0,16.0,4.0,12.0,7.0,5.0,26.0,19.2,21.0,322.0,95.0,29.5,44.0,151.0,127.0,21.0,1.0,0.0,20.0,2.0,25.0,7.0,0.0
Jannik Huth,de GER,GK,Paderborn 07,de Bundesliga,25,1994,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elseid Hysaj,al ALB,DF,Napoli,it Serie A,25,1994,16.5,22.0,17.0,14.0,7.0,1.0,9.0,23.0,39.1,14.0,164.0,52.0,31.7,65.0,69.0,30.0,32.0,4.0,0.0,28.0,9.0,31.0,33.0,0.0
Suk Hyun-jun,kr KOR,"FW,MF",Reims,fr Ligue 1,28,1991,2.9,4.0,4.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,47.0,21.0,44.7,6.0,16.0,25.0,4.0,1.0,0.0,3.0,1.0,5.0,2.0,0.0
Pierre Højbjerg,dk DEN,MF,Southampton,eng Premier League,23,1995,30.6,90.0,57.0,43.0,40.0,7.0,36.0,103.0,35.0,67.0,633.0,212.0,33.5,208.0,337.0,88.0,63.0,6.0,0.0,57.0,42.0,132.0,78.0,2.0
Simone Iacoponi,it ITA,DF,Parma,it Serie A,32,1987,33.9,52.0,32.0,32.0,17.0,3.0,26.0,51.0,51.0,25.0,326.0,114.0,35.0,228.0,84.0,14.0,59.0,38.0,0.0,21.0,27.0,79.0,170.0,2.0
Iago,br BRA,"DF,MF",Augsburg,de Bundesliga,22,1997,7.5,14.0,5.0,7.0,7.0,0.0,8.0,18.0,44.4,10.0,169.0,30.0,17.8,62.0,83.0,24.0,18.0,1.0,0.0,17.0,8.0,22.0,40.0,0.0
Robert Ibáñez,es ESP,"MF,FW",Osasuna,es La Liga,26,1993,6.0,12.0,3.0,5.0,4.0,3.0,5.0,11.0,45.5,6.0,86.0,23.0,26.7,24.0,44.0,18.0,11.0,0.0,0.0,11.0,6.0,18.0,0.0,0.0
Roger Ibanez,br BRA,DF,Roma,it Serie A,20,1998,6.8,13.0,8.0,9.0,2.0,2.0,6.0,10.0,60.0,4.0,67.0,21.0,31.3,35.0,27.0,5.0,12.0,7.0,0.0,5.0,10.0,23.0,31.0,1.0
Jordon Ibe,eng ENG,DF,Bournemouth,eng Premier League,23,1995,0.6,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,27.3,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
Vedad Ibišević,ba BIH,FW,Hertha BSC,de Bundesliga,34,1984,14.0,3.0,1.0,0.0,1.0,2.0,2.0,5.0,40.0,3.0,222.0,62.0,27.9,6.0,96.0,120.0,4.0,0.0,0.0,4.0,1.0,4.0,17.0,0.0
Vicente Iborra,es ESP,MF,Villarreal,es La Liga,31,1988,29.4,60.0,41.0,25.0,31.0,4.0,28.0,61.0,45.9,33.0,462.0,117.0,25.3,171.0,254.0,37.0,51.0,19.0,0.0,32.0,22.0,82.0,84.0,0.0
Didier Ibrahim Ndong,ga GAB,MF,Dijon,fr Ligue 1,25,1994,26.5,79.0,58.0,39.0,36.0,4.0,25.0,55.0,45.5,30.0,568.0,176.0,31.0,192.0,325.0,51.0,37.0,5.0,0.0,32.0,40.0,119.0,38.0,0.0
Zlatan Ibrahimović,se SWE,FW,Milan,it Serie A,37,1981,15.1,4.0,3.0,0.0,3.0,1.0,0.0,7.0,0.0,7.0,126.0,29.0,23.0,4.0,46.0,76.0,9.0,4.0,0.0,5.0,1.0,5.0,23.0,0.0
Mauro Icardi,ar ARG,FW,Paris S-G,fr Ligue 1,26,1993,14.1,6.0,4.0,1.0,4.0,1.0,0.0,13.0,0.0,13.0,217.0,56.0,25.8,13.0,86.0,118.0,10.0,2.0,0.0,8.0,3.0,9.0,10.0,0.0
Adam Idah,ie IRL,"FW,MF",Norwich City,eng Premier League,18,2001,2.5,4.0,4.0,2.0,1.0,1.0,1.0,3.0,33.3,2.0,36.0,9.0,25.0,9.0,14.0,13.0,6.0,0.0,0.0,6.0,0.0,4.0,1.0,0.0
Odion Ighalo,ng NGA,FW,Manchester Utd,eng Premier League,30,1989,1.1,2.0,2.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,23.0,5.0,21.7,4.0,6.0,13.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
Borja Iglesias,es ESP,FW,Betis,es La Liga,26,1993,21.4,5.0,5.0,1.0,3.0,1.0,0.0,10.0,0.0,10.0,287.0,56.0,19.5,14.0,130.0,143.0,15.0,6.0,0.0,9.0,5.0,10.0,19.0,0.0
Igor,br BRA,DF,SPAL,it Serie A,21,1998,14.9,27.0,17.0,13.0,12.0,2.0,8.0,17.0,47.1,9.0,195.0,48.0,24.6,95.0,80.0,20.0,34.0,9.0,0.0,25.0,14.0,41.0,57.0,1.0
Igor,br BRA,DF,Fiorentina,it Serie A,21,1998,6.8,13.0,10.0,8.0,3.0,2.0,5.0,10.0,50.0,5.0,92.0,29.0,31.5,59.0,27.0,6.0,11.0,4.0,0.0,7.0,3.0,16.0,20.0,0.0
Kelechi Iheanacho,ng NGA,FW,Leicester City,eng Premier League,22,1996,10.7,6.0,5.0,0.0,4.0,2.0,3.0,10.0,30.0,7.0,193.0,56.0,29.0,21.0,89.0,83.0,9.0,1.0,0.0,8.0,1.0,7.0,5.0,0.0
Luc Ihorst,de GER,FW,Werder Bremen,de Bundesliga,19,2000,0.1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,37.5,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jonathan Ikone,fr FRA,"MF,FW",Lille,fr Ligue 1,21,1998,22.9,19.0,13.0,5.0,10.0,4.0,8.0,29.0,27.6,21.0,486.0,133.0,27.4,45.0,242.0,199.0,26.0,3.0,1.0,23.0,5.0,24.0,4.0,0.0
Yun Il-lok,kr KOR,"MF,FW",Montpellier,fr Ligue 1,27,1992,1.3,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,43.0,11.0,25.6,12.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Josip Iličić,si SVN,FW,Atalanta,it Serie A,31,1988,18.5,28.0,21.0,8.0,13.0,7.0,7.0,30.0,23.3,23.0,328.0,87.0,26.5,31.0,157.0,140.0,19.0,0.0,0.0,19.0,7.0,35.0,6.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asier Illarramendi,es ESP,MF,Real Sociedad,es La Liga,29,1990,2.4,3.0,2.0,1.0,1.0,1.0,1.0,3.0,33.3,2.0,13.0,4.0,30.8,5.0,7.0,1.0,2.0,1.0,0.0,1.0,2.0,5.0,5.0,0.0
Stefan Ilsanker,at AUT,DF,RB Leipzig,de Bundesliga,30,1989,4.6,3.0,3.0,2.0,1.0,0.0,1.0,5.0,20.0,4.0,44.0,20.0,45.5,24.0,18.0,2.0,9.0,3.0,0.0,6.0,3.0,6.0,33.0,0.0
Stefan Ilsanker,at AUT,"DF,MF",Eint Frankfurt,de Bundesliga,30,1989,9.3,26.0,16.0,16.0,10.0,0.0,11.0,31.0,35.5,20.0,139.0,53.0,38.1,68.0,60.0,11.0,11.0,1.0,0.0,10.0,11.0,37.0,38.0,0.0
Giannelli Imbula,cd COD,MF,Lecce,it Serie A,26,1992,1.4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,5.0,8.0,2.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0,0.0
Ciro Immobile,it ITA,FW,Lazio,it Serie A,29,1990,35.2,12.0,7.0,2.0,7.0,3.0,0.0,22.0,0.0,22.0,494.0,106.0,21.5,34.0,204.0,256.0,19.0,4.0,0.0,15.0,6.0,18.0,9.0,0.0
Edmilson Indjai,gw GNB,FW,Saint-Étienne,fr Ligue 1,19,2000,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,25.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Roberto Inglese,it ITA,FW,Parma,it Serie A,27,1991,8.5,10.0,7.0,3.0,3.0,4.0,2.0,12.0,16.7,10.0,159.0,41.0,25.8,18.0,69.0,72.0,10.0,2.0,0.0,8.0,2.0,12.0,1.0,0.0
Danny Ings,eng ENG,FW,Southampton,eng Premier League,27,1992,31.2,51.0,32.0,17.0,24.0,10.0,15.0,69.0,21.7,54.0,859.0,227.0,26.4,148.0,364.0,347.0,64.0,5.0,0.0,59.0,7.0,58.0,24.0,0.0
Marcus Ingvartsen,dk DEN,"MF,FW",Union Berlin,de Bundesliga,23,1996,19.1,20.0,11.0,7.0,8.0,5.0,8.0,31.0,25.8,23.0,485.0,130.0,26.8,106.0,218.0,161.0,26.0,1.0,0.0,25.0,10.0,30.0,18.0,0.0
Lorenzo Insigne,it ITA,"FW,MF",Napoli,it Serie A,28,1991,31.2,31.0,23.0,9.0,14.0,8.0,12.0,50.0,24.0,38.0,423.0,122.0,28.8,84.0,183.0,156.0,28.0,2.0,0.0,26.0,23.0,54.0,3.0,1.0
Takashi Inui,jp JPN,"MF,FW",Eibar,es La Liga,31,1988,21.8,28.0,17.0,8.0,13.0,7.0,11.0,42.0,26.2,31.0,413.0,101.0,24.5,86.0,193.0,134.0,33.0,5.0,0.0,28.0,12.0,40.0,14.0,0.0
Artur Ioniță,md MDA,MF,Cagliari,it Serie A,28,1990,21.1,36.0,20.0,9.0,21.0,6.0,12.0,45.0,26.7,33.0,367.0,98.0,26.7,115.0,179.0,73.0,39.0,10.0,0.0,29.0,8.0,44.0,25.0,1.0
Alexander Isak,se SWE,FW,Real Sociedad,es La Liga,19,1999,16.7,9.0,7.0,0.0,6.0,3.0,2.0,10.0,20.0,8.0,259.0,74.0,28.6,6.0,84.0,169.0,10.0,1.0,0.0,9.0,3.0,12.0,6.0,0.0
Isco,es ESP,"FW,MF",Real Madrid,es La Liga,27,1992,13.1,14.0,8.0,3.0,9.0,2.0,4.0,12.0,33.3,8.0,195.0,45.0,23.1,38.0,109.0,48.0,17.0,1.0,0.0,16.0,7.0,21.0,2.0,0.0
Nicolas Isimat-Mirin,fr FRA,DF,Toulouse,fr Ligue 1,27,1991,14.0,23.0,16.0,16.0,7.0,0.0,8.0,14.0,57.1,6.0,138.0,53.0,38.4,93.0,42.0,3.0,29.0,15.0,1.0,14.0,16.0,39.0,109.0,0.0
Jakub Iskra,pl POL,DF,SPAL,it Serie A,16,2002,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Gian-Luca Itter,de GER,"DF,MF",Freiburg,de Bundesliga,20,1999,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,25.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
Ander Iturraspe,es ESP,MF,Espanyol,es La Liga,30,1989,2.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,43.0,8.0,18.6,12.0,29.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,6.0,0.0
Alex Iwobi,ng NGA,"MF,FW",Everton,eng Premier League,23,1996,17.7,27.0,14.0,11.0,14.0,2.0,10.0,33.0,30.3,23.0,369.0,96.0,26.0,99.0,181.0,89.0,20.0,3.0,0.0,17.0,10.0,37.0,13.0,1.0
Armando Izzo,it ITA,DF,Torino,it Serie A,27,1992,29.8,49.0,33.0,27.0,17.0,5.0,16.0,36.0,44.4,20.0,325.0,101.0,31.1,170.0,120.0,35.0,67.0,32.0,0.0,35.0,43.0,92.0,161.0,1.0
Jacobo,es ESP,DF,Celta Vigo,es La Liga,22,1997,0.9,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,5.0,26.3,10.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0
Phil Jagielka,eng ENG,DF,Sheffield Utd,eng Premier League,36,1982,2.7,6.0,4.0,4.0,2.0,0.0,1.0,6.0,16.7,5.0,26.0,9.0,34.6,19.0,7.0,0.0,9.0,5.0,0.0,4.0,2.0,8.0,27.0,0.0
Filip Jagiełło,pl POL,MF,Genoa,it Serie A,21,1997,6.1,7.0,4.0,1.0,3.0,3.0,0.0,5.0,0.0,5.0,91.0,17.0,18.7,29.0,46.0,16.0,6.0,0.0,0.0,6.0,2.0,9.0,7.0,0.0
Alireza Jahanbakhsh,ir IRN,"FW,MF",Brighton,eng Premier League,25,1993,3.5,7.0,3.0,2.0,2.0,3.0,3.0,6.0,50.0,3.0,51.0,20.0,39.2,15.0,16.0,20.0,5.0,0.0,0.0,5.0,0.0,7.0,4.0,0.0
Mato Jajalo,ba BIH,MF,Udinese,it Serie A,31,1988,18.3,47.0,25.0,22.0,23.0,2.0,16.0,53.0,30.2,37.0,368.0,101.0,27.4,150.0,184.0,34.0,33.0,11.0,0.0,22.0,14.0,61.0,29.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ismail Jakobs,de GER,"FW,DF",Köln,de Bundesliga,19,1999,18.6,53.0,34.0,30.0,13.0,10.0,10.0,18.0,55.6,8.0,403.0,109.0,27.0,146.0,164.0,93.0,34.0,2.0,0.0,32.0,13.0,66.0,47.0,0.0
Christophe Jallet,fr FRA,DF,Amiens,fr Ligue 1,35,1983,9.5,28.0,15.0,17.0,9.0,2.0,11.0,35.0,31.4,24.0,176.0,49.0,27.8,75.0,75.0,26.0,23.0,5.0,0.0,18.0,13.0,41.0,34.0,0.0
Daniel James,wal WAL,FW,Manchester Utd,eng Premier League,21,1997,25.4,25.0,15.0,6.0,12.0,7.0,6.0,45.0,13.3,39.0,569.0,143.0,25.1,125.0,262.0,182.0,37.0,4.0,0.0,33.0,4.0,29.0,10.0,0.0
Matty James,eng ENG,MF,Leicester City,eng Premier League,28,1991,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reece James,eng ENG,DF,Chelsea,eng Premier League,19,1999,16.8,42.0,23.0,20.0,17.0,5.0,14.0,31.0,45.2,17.0,271.0,73.0,26.9,124.0,113.0,34.0,46.0,8.0,0.0,38.0,14.0,56.0,39.0,0.0
Marko Janković,me MNE,"MF,DF",SPAL,it Serie A,24,1995,1.3,3.0,2.0,1.0,1.0,1.0,1.0,3.0,33.3,2.0,39.0,11.0,28.2,7.0,20.0,12.0,4.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0
Jakub Jankto,cz CZE,MF,Sampdoria,it Serie A,23,1996,23.3,28.0,15.0,9.0,15.0,4.0,10.0,47.0,21.3,37.0,433.0,94.0,21.7,110.0,219.0,104.0,45.0,4.0,0.0,41.0,18.0,46.0,23.0,0.0
Daryl Janmaat,nl NED,DF,Watford,eng Premier League,30,1989,6.7,16.0,6.0,7.0,5.0,4.0,6.0,17.0,35.3,11.0,137.0,31.0,22.6,55.0,53.0,29.0,14.0,2.0,0.0,12.0,7.0,23.0,25.0,0.0
Laurent Jans,lu LUX,DF,Paderborn 07,de Bundesliga,26,1992,17.5,42.0,24.0,30.0,8.0,4.0,21.0,61.0,34.4,40.0,272.0,100.0,36.8,164.0,81.0,27.0,31.0,8.0,0.0,23.0,16.0,58.0,53.0,0.0
Tony Jantschke,de GER,DF,M'Gladbach,de Bundesliga,29,1990,11.2,39.0,16.0,26.0,12.0,1.0,16.0,29.0,55.2,13.0,129.0,46.0,35.7,75.0,49.0,5.0,31.0,15.0,0.0,16.0,19.0,58.0,63.0,0.0
Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,es La Liga,24,1995,13.0,9.0,4.0,3.0,2.0,4.0,3.0,19.0,15.8,16.0,174.0,43.0,24.7,33.0,89.0,52.0,10.0,0.0,0.0,10.0,7.0,16.0,4.0,1.0
Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,34,1984,28.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Jason,es ESP,MF,Getafe,es La Liga,25,1994,13.1,31.0,19.0,10.0,17.0,4.0,9.0,36.0,25.0,27.0,256.0,79.0,30.9,48.0,132.0,76.0,23.0,2.0,0.0,21.0,12.0,43.0,11.0,0.0
Dennis Jastrzembski,pl POL,"DF,MF",Paderborn 07,de Bundesliga,19,2000,2.0,3.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,39.0,11.0,28.2,8.0,19.0,12.0,8.0,0.0,0.0,8.0,1.0,4.0,0.0,0.0
Corentin Jean,fr FRA,DF,Toulouse,fr Ligue 1,24,1995,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Benjamin Jeannot,fr FRA,MF,Dijon,fr Ligue 1,27,1992,1.9,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,41.0,8.0,19.5,4.0,18.0,19.0,1.0,0.0,0.0,1.0,4.0,5.0,4.0,0.0
Tin Jedvaj,hr CRO,DF,Augsburg,de Bundesliga,23,1995,29.3,47.0,29.0,28.0,18.0,1.0,23.0,57.0,40.4,34.0,302.0,86.0,28.5,182.0,106.0,14.0,67.0,19.0,1.0,48.0,25.0,72.0,181.0,1.0
Jemerson,br BRA,"DF,MF",Monaco,fr Ligue 1,26,1992,11.7,30.0,14.0,13.0,15.0,2.0,7.0,20.0,35.0,13.0,170.0,57.0,33.5,78.0,85.0,7.0,11.0,5.0,0.0,6.0,11.0,41.0,39.0,1.0
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,de Bundesliga,21,1997,5.1,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,162.0,32.0,19.8,15.0,87.0,60.0,9.0,1.0,0.0,8.0,1.0,2.0,3.0,0.0
Jesé,es ESP,FW,Paris S-G,fr Ligue 1,26,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Jesus,br BRA,FW,Manchester City,eng Premier League,22,1997,22.6,25.0,19.0,4.0,9.0,12.0,5.0,25.0,20.0,20.0,419.0,127.0,30.3,25.0,155.0,239.0,31.0,4.0,0.0,27.0,12.0,37.0,7.0,0.0
Juan Jesus,br BRA,DF,Roma,it Serie A,28,1991,1.5,4.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,3.0,22.0,11.0,50.0,17.0,5.0,0.0,4.0,0.0,0.0,4.0,1.0,5.0,3.0,0.0
Raúl Jiménez,mx MEX,FW,Wolves,eng Premier League,28,1991,36.0,29.0,23.0,7.0,15.0,7.0,2.0,26.0,7.7,24.0,588.0,141.0,24.0,33.0,293.0,262.0,32.0,4.0,0.0,28.0,16.0,45.0,31.0,0.0
Joaquín,es ESP,"MF,FW",Betis,es La Liga,38,1981,22.9,17.0,11.0,5.0,9.0,3.0,4.0,13.0,30.8,9.0,221.0,59.0,26.7,56.0,110.0,55.0,36.0,3.0,0.0,33.0,16.0,33.0,19.0,0.0
Joelinton,br BRA,FW,Newcastle Utd,eng Premier League,22,1996,29.8,30.0,19.0,5.0,17.0,8.0,11.0,35.0,31.4,24.0,595.0,135.0,22.7,73.0,312.0,210.0,33.0,7.0,1.0,26.0,11.0,41.0,28.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Johnson,eng ENG,DF,West Ham,eng Premier League,19,2000,3.0,8.0,4.0,5.0,2.0,1.0,4.0,6.0,66.7,2.0,36.0,6.0,16.7,19.0,10.0,7.0,8.0,3.0,0.0,5.0,4.0,12.0,16.0,0.0
Fabian Johnson,us USA,"MF,DF",M'Gladbach,de Bundesliga,31,1987,3.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,50.0,2.0,63.0,20.0,31.7,13.0,32.0,18.0,5.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0
Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,18,2001,1.4,3.0,2.0,0.0,1.0,2.0,2.0,3.0,66.7,1.0,27.0,7.0,25.9,5.0,8.0,14.0,3.0,0.0,0.0,3.0,3.0,6.0,1.0,0.0
Phil Jones,eng ENG,DF,Manchester Utd,eng Premier League,27,1992,1.5,4.0,2.0,2.0,2.0,0.0,2.0,2.0,100.0,0.0,18.0,9.0,50.0,12.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,6.0,19.0,1.0
Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,22,1997,23.5,30.0,22.0,10.0,13.0,7.0,5.0,19.0,26.3,14.0,313.0,97.0,31.0,76.0,149.0,88.0,24.0,7.0,0.0,17.0,15.0,45.0,17.0,0.0
Luuk de Jong,nl NED,FW,Sevilla,es La Liga,28,1990,22.9,17.0,10.0,2.0,11.0,4.0,4.0,15.0,26.7,11.0,353.0,104.0,29.5,16.0,171.0,166.0,15.0,2.0,0.0,13.0,5.0,22.0,22.0,0.0
Jony,es ESP,DF,Lazio,it Serie A,28,1991,13.1,17.0,11.0,10.0,3.0,4.0,6.0,27.0,22.2,21.0,177.0,49.0,27.7,72.0,49.0,56.0,26.0,2.0,0.0,24.0,12.0,29.0,14.0,0.0
Joan Jordán,es ESP,MF,Sevilla,es La Liga,25,1994,25.0,60.0,47.0,23.0,32.0,5.0,24.0,77.0,31.2,53.0,491.0,139.0,28.3,129.0,273.0,89.0,39.0,5.0,0.0,34.0,21.0,81.0,33.0,2.0
Bruno Jordão,pt POR,FW,Wolves,eng Premier League,20,1998,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Jorginho,it ITA,MF,Chelsea,eng Premier League,27,1991,26.4,69.0,44.0,22.0,37.0,10.0,27.0,85.0,31.8,58.0,554.0,162.0,29.2,190.0,296.0,68.0,41.0,5.0,1.0,36.0,42.0,111.0,34.0,0.0
Jesse Joronen,fi FIN,GK,Brescia,it Serie A,26,1993,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Willian José,br BRA,FW,Real Sociedad,es La Liga,27,1991,22.3,3.0,3.0,0.0,3.0,0.0,0.0,7.0,0.0,7.0,188.0,66.0,35.1,6.0,70.0,112.0,16.0,6.0,0.0,10.0,1.0,4.0,14.0,0.0
Joselu,es ESP,FW,Alavés,es La Liga,29,1990,30.9,25.0,16.0,5.0,12.0,8.0,3.0,31.0,9.7,28.0,543.0,143.0,26.3,33.0,257.0,253.0,39.0,6.0,0.0,33.0,10.0,35.0,44.0,0.0
Jota,es ESP,"FW,MF",Aston Villa,eng Premier League,28,1991,3.7,3.0,2.0,1.0,1.0,1.0,2.0,9.0,22.2,7.0,119.0,17.0,14.3,44.0,51.0,24.0,3.0,0.0,0.0,3.0,2.0,5.0,6.0,0.0
Diogo Jota,pt POR,"FW,MF",Wolves,eng Premier League,22,1996,25.4,34.0,21.0,13.0,18.0,3.0,12.0,44.0,27.3,32.0,572.0,127.0,22.2,125.0,293.0,154.0,17.0,0.0,0.0,17.0,6.0,40.0,9.0,0.0
Vukašin Jovanović,rs SRB,DF,Bordeaux,fr Ligue 1,23,1996,6.4,24.0,10.0,14.0,10.0,0.0,12.0,20.0,60.0,8.0,67.0,25.0,37.3,43.0,24.0,0.0,10.0,4.0,0.0,6.0,8.0,32.0,25.0,0.0
Dejan Joveljić,rs SRB,FW,Eint Frankfurt,de Bundesliga,19,1999,1.7,3.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,44.0,11.0,25.0,3.0,19.0,22.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
Stevan Jovetić,me MNE,"FW,MF",Monaco,fr Ligue 1,29,1989,5.3,1.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,71.0,17.0,23.9,14.0,31.0,26.0,5.0,1.0,0.0,4.0,1.0,2.0,3.0,0.0
