Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen touches,Def 3rd touches,Mid 3rd touches,Att 3rd touches,Touches in Box,Live ball touches,Successful Dribbles,Attempted Dribbles,Successful Dribble %,Players dribbled past,Megs,Carries,Total Distance carries,ProgDist carries,Pass Targets,Passes Received,Passes Received %,Miscon,Passes Dispossed
Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,21,1997,8.8,675.0,37.0,177.0,323.0,191.0,4.0,545.0,7.0,13.0,53.8,10.0,1.0,377.0,1463.0,773.0,384.0,346.0,90.1,8.0,8.0
Christophe Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,31,1986,23.3,1120.0,151.0,628.0,511.0,41.0,11.0,1067.0,1.0,2.0,50.0,1.0,0.0,565.0,2988.0,1805.0,527.0,522.0,99.1,1.0,5.0
Sebastian Kerk,de GER,"MF,FW",Nürnberg,de Bundesliga,24,1994,13.1,605.0,29.0,155.0,242.0,239.0,20.0,504.0,7.0,13.0,53.8,7.0,1.0,335.0,1728.0,939.0,444.0,335.0,75.5,11.0,11.0
Franck Kessié,ci CIV,MF,Milan,it Serie A,21,1996,33.5,2105.0,86.0,408.0,1200.0,667.0,120.0,2068.0,46.0,68.0,67.6,50.0,2.0,1658.0,9438.0,4899.0,1816.0,1566.0,86.2,59.0,43.0
Saîf-Eddine Khaoui,tn TUN,"MF,FW",Caen,fr Ligue 1,23,1995,15.0,637.0,6.0,75.0,406.0,187.0,20.0,610.0,27.0,45.0,60.0,28.0,1.0,456.0,2319.0,1244.0,535.0,417.0,77.9,31.0,23.0
Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,fr Ligue 1,27,1991,31.3,1538.0,5.0,89.0,690.0,847.0,154.0,1289.0,44.0,79.0,55.7,50.0,1.0,1078.0,6674.0,3889.0,1452.0,1007.0,69.4,91.0,75.0
Rani Khedira,de GER,"DF,MF",Augsburg,de Bundesliga,24,1994,29.2,1581.0,169.0,850.0,698.0,125.0,28.0,1548.0,3.0,5.0,60.0,3.0,0.0,930.0,4517.0,2185.0,954.0,913.0,95.7,8.0,11.0
Sami Khedira,de GER,MF,Juventus,it Serie A,31,1987,7.8,419.0,14.0,70.0,249.0,119.0,31.0,412.0,2.0,2.0,100.0,2.0,1.0,303.0,1306.0,565.0,354.0,312.0,88.1,6.0,3.0
Isaac Kiese Thelin,se SWE,FW,Leverkusen,de Bundesliga,26,1992,2.0,62.0,4.0,7.0,31.0,26.0,6.0,61.0,0.0,0.0,0.0,0.0,0.0,30.0,58.0,11.0,96.0,49.0,51.0,5.0,5.0
Kike,es ESP,FW,Eibar,es La Liga,28,1989,14.4,613.0,4.0,25.0,227.0,380.0,103.0,597.0,11.0,16.0,68.8,11.0,0.0,387.0,1679.0,584.0,916.0,478.0,52.2,58.0,29.0
Max Kilman,eng ENG,DF,Wolves,eng Premier League,21,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Kimmich,de GER,"DF,MF",Bayern Munich,de Bundesliga,23,1995,34.0,3331.0,91.0,732.0,1708.0,1122.0,69.0,2904.0,40.0,56.0,71.4,43.0,3.0,2438.0,14275.0,7379.0,2486.0,2353.0,94.7,36.0,34.0
Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,22,1995,22.3,1665.0,115.0,621.0,1066.0,102.0,6.0,1626.0,6.0,13.0,46.2,7.0,0.0,1223.0,7074.0,4055.0,1239.0,1227.0,99.0,4.0,11.0
Joshua King,no NOR,FW,Bournemouth,eng Premier League,26,1992,32.9,1360.0,27.0,162.0,618.0,703.0,190.0,1330.0,73.0,119.0,61.3,79.0,5.0,1067.0,8874.0,5257.0,1614.0,1002.0,62.1,114.0,113.0
Sofian Kiyine,be BEL,"MF,DF",Chievo,it Serie A,20,1997,9.1,504.0,19.0,104.0,280.0,169.0,17.0,465.0,36.0,52.0,69.2,37.0,3.0,405.0,2898.0,1834.0,403.0,339.0,84.1,19.0,24.0
Simon Kjær,dk DEN,DF,Sevilla,es La Liga,29,1989,22.3,1166.0,206.0,712.0,470.0,30.0,21.0,1136.0,3.0,3.0,100.0,3.0,0.0,649.0,2949.0,1424.0,666.0,643.0,96.5,4.0,1.0
Davy Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,25,1993,31.3,1593.0,65.0,297.0,829.0,546.0,50.0,1549.0,22.0,30.0,73.3,22.0,1.0,989.0,3936.0,1712.0,1186.0,983.0,82.9,41.0,23.0
Felix Klaus,de GER,"FW,MF",Wolfsburg,de Bundesliga,25,1992,4.9,206.0,3.0,34.0,84.0,101.0,26.0,203.0,2.0,8.0,25.0,3.0,0.0,139.0,908.0,517.0,223.0,139.0,62.3,9.0,8.0
Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,32,1985,13.7,748.0,109.0,401.0,378.0,24.0,3.0,726.0,2.0,2.0,100.0,2.0,0.0,454.0,3267.0,1840.0,463.0,459.0,99.1,1.0,3.0
Tim Kleindienst,de GER,FW,Freiburg,de Bundesliga,22,1995,2.2,89.0,5.0,11.0,49.0,34.0,8.0,86.0,5.0,6.0,83.3,5.0,0.0,68.0,306.0,161.0,95.0,66.0,69.5,8.0,4.0
Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,22,1996,22.3,1259.0,72.0,367.0,575.0,391.0,36.0,1062.0,11.0,13.0,84.6,11.0,0.0,639.0,4005.0,2195.0,678.0,600.0,88.5,12.0,15.0
Justin Kluivert,nl NED,FW,Roma,it Serie A,19,1999,14.9,667.0,8.0,81.0,258.0,386.0,70.0,649.0,30.0,62.0,48.4,31.0,1.0,520.0,4445.0,2741.0,695.0,480.0,69.1,41.0,25.0
Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,22,1996,6.6,331.0,21.0,98.0,177.0,88.0,6.0,284.0,12.0,16.0,75.0,13.0,1.0,200.0,1874.0,1039.0,175.0,166.0,94.9,4.0,7.0
Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,26,1992,31.0,2306.0,240.0,1377.0,1066.0,61.0,24.0,2242.0,7.0,7.0,100.0,7.0,0.0,1629.0,10475.0,6341.0,1618.0,1603.0,99.1,3.0,11.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Knockaert,fr FRA,"FW,MF",Brighton,eng Premier League,26,1991,20.4,960.0,23.0,199.0,396.0,445.0,60.0,867.0,29.0,62.0,46.8,33.0,2.0,698.0,5060.0,2894.0,774.0,611.0,78.9,45.0,27.0
Törles Knöll,de GER,FW,Nürnberg,de Bundesliga,20,1997,4.1,137.0,4.0,15.0,78.0,51.0,16.0,129.0,4.0,7.0,57.1,4.0,0.0,87.0,524.0,272.0,141.0,92.0,65.2,22.0,3.0
Gregor Kobel,ch SUI,GK,Hoffenheim,de Bundesliga,20,1997,1.0,46.0,41.0,46.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,26.0,202.0,75.0,24.0,23.0,95.8,0.0,0.0
Gregor Kobel,ch SUI,GK,Augsburg,de Bundesliga,20,1997,15.4,563.0,498.0,562.0,1.0,0.0,0.0,410.0,1.0,1.0,100.0,1.0,0.0,308.0,1576.0,645.0,241.0,240.0,99.6,0.0,1.0
Robin Koch,de GER,"MF,DF",Freiburg,de Bundesliga,22,1996,21.1,1099.0,102.0,457.0,647.0,58.0,11.0,1070.0,4.0,7.0,57.1,5.0,1.0,703.0,3296.0,1662.0,709.0,672.0,94.8,5.0,21.0
Kenan Kodro,ba BIH,"FW,MF",Athletic Club,es La Liga,24,1993,1.8,71.0,0.0,9.0,32.0,32.0,7.0,69.0,1.0,3.0,33.3,1.0,0.0,43.0,211.0,91.0,122.0,56.0,45.9,7.0,4.0
Dominik Kohr,de GER,MF,Leverkusen,de Bundesliga,24,1994,10.8,657.0,36.0,187.0,369.0,135.0,13.0,644.0,8.0,12.0,66.7,8.0,2.0,408.0,1973.0,1048.0,445.0,410.0,92.1,11.0,10.0
Djégui Koita,fr FRA,DF,Guingamp,fr Ligue 1,18,1999,1.9,82.0,11.0,47.0,38.0,2.0,2.0,82.0,0.0,0.0,0.0,0.0,0.0,44.0,263.0,130.0,45.0,44.0,97.8,0.0,0.0
Koke,es ESP,MF,Atlético Madrid,es La Liga,26,1992,28.7,2324.0,51.0,399.0,1299.0,731.0,36.0,2168.0,31.0,39.0,79.5,32.0,1.0,1664.0,6184.0,2753.0,1895.0,1703.0,89.9,20.0,28.0
Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,32,1985,32.3,2401.0,128.0,688.0,1146.0,770.0,46.0,2025.0,36.0,63.0,57.1,37.0,1.0,1538.0,9454.0,6084.0,1582.0,1493.0,94.4,21.0,19.0
Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,25,1993,21.0,1412.0,50.0,331.0,649.0,507.0,88.0,1195.0,16.0,33.0,48.5,17.0,1.0,916.0,4559.0,2859.0,1019.0,880.0,86.4,30.0,18.0
Randal Kolo Muani,fr FRA,"FW,MF",Nantes,fr Ligue 1,19,1998,1.4,53.0,2.0,6.0,24.0,29.0,6.0,52.0,3.0,6.0,50.0,3.0,0.0,38.0,240.0,143.0,74.0,40.0,54.1,5.0,7.0
Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,1991,35.4,2317.0,193.0,1109.0,1100.0,271.0,30.0,2118.0,11.0,18.0,61.1,12.0,0.0,1447.0,8119.0,5189.0,1568.0,1511.0,96.4,14.0,8.0
Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,32,1986,13.6,1308.0,111.0,530.0,821.0,42.0,8.0,1303.0,3.0,4.0,75.0,3.0,0.0,1017.0,5235.0,2959.0,1063.0,1053.0,99.1,1.0,0.0
Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,22,1995,20.0,1275.0,77.0,447.0,610.0,333.0,7.0,1025.0,44.0,71.0,62.0,46.0,2.0,768.0,5794.0,3854.0,669.0,615.0,91.9,27.0,24.0
Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,19,1999,27.0,1347.0,124.0,634.0,733.0,68.0,21.0,1309.0,18.0,20.0,90.0,18.0,0.0,759.0,5324.0,2955.0,672.0,658.0,97.9,9.0,12.0
Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,25,1993,20.8,654.0,10.0,37.0,299.0,345.0,93.0,627.0,20.0,29.0,69.0,21.0,2.0,460.0,2453.0,1134.0,1029.0,489.0,47.5,62.0,32.0
Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,25,1993,13.8,922.0,55.0,263.0,614.0,131.0,13.0,917.0,25.0,32.0,78.1,25.0,2.0,682.0,4229.0,1862.0,694.0,647.0,93.2,8.0,14.0
Kouadio Koné,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.8,56.0,2.0,8.0,42.0,6.0,0.0,56.0,1.0,1.0,100.0,1.0,0.0,54.0,255.0,75.0,55.0,48.0,87.3,2.0,5.0
Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,29,1989,23.9,1255.0,114.0,662.0,667.0,45.0,14.0,1217.0,9.0,12.0,75.0,10.0,0.0,854.0,6361.0,3509.0,836.0,809.0,96.8,5.0,7.0
Youssouf Koné,ml MLI,DF,Lille,fr Ligue 1,23,1995,19.0,1310.0,60.0,403.0,696.0,318.0,7.0,1121.0,10.0,16.0,62.5,10.0,0.0,794.0,4483.0,2897.0,801.0,753.0,94.0,14.0,17.0
Terence Kongolo,nl NED,DF,Huddersfield,eng Premier League,24,1994,30.2,1599.0,156.0,758.0,744.0,187.0,31.0,1493.0,13.0,21.0,61.9,14.0,0.0,912.0,4525.0,2463.0,988.0,918.0,92.9,11.0,5.0
Yevhen Konoplyanka,ua UKR,FW,Schalke 04,de Bundesliga,28,1989,7.3,281.0,4.0,39.0,102.0,174.0,28.0,268.0,10.0,19.0,52.6,11.0,0.0,232.0,2535.0,1600.0,281.0,218.0,77.6,11.0,9.0
Pascal Köpke,de GER,"FW,MF",Hertha BSC,de Bundesliga,22,1995,0.8,38.0,0.0,2.0,19.0,21.0,7.0,37.0,3.0,3.0,100.0,3.0,1.0,40.0,306.0,163.0,51.0,33.0,64.7,1.0,5.0
Julian Korb,de GER,DF,Hannover 96,de Bundesliga,26,1992,11.2,684.0,38.0,225.0,311.0,183.0,7.0,566.0,5.0,10.0,50.0,7.0,0.0,366.0,1809.0,1161.0,393.0,341.0,86.8,7.0,10.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,32,1985,14.8,1034.0,160.0,619.0,464.0,24.0,8.0,1011.0,1.0,2.0,50.0,1.0,0.0,699.0,4177.0,2139.0,714.0,698.0,97.8,0.0,2.0
Filip Kostić,rs SRB,"DF,MF",Eint Frankfurt,de Bundesliga,25,1992,32.8,1991.0,60.0,426.0,857.0,849.0,111.0,1578.0,56.0,80.0,70.0,60.0,3.0,1181.0,9618.0,6048.0,1247.0,1002.0,80.4,36.0,49.0
Christian Kouakou,ci CIV,FW,Caen,fr Ligue 1,27,1991,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Kouamé,ci CIV,"FW,MF",Genoa,it Serie A,20,1997,34.1,1473.0,34.0,151.0,613.0,806.0,204.0,1446.0,62.0,111.0,55.9,66.0,6.0,1017.0,6499.0,3546.0,1909.0,1097.0,57.5,100.0,79.0
Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,25,1992,32.5,962.0,825.0,956.0,6.0,0.0,0.0,658.0,3.0,3.0,100.0,3.0,0.0,450.0,2227.0,1217.0,347.0,347.0,100.0,0.0,0.0
Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,27,1991,34.8,2867.0,264.0,1205.0,1739.0,134.0,36.0,2797.0,11.0,15.0,73.3,12.0,0.0,2067.0,11984.0,7499.0,2125.0,2069.0,97.4,8.0,16.0
Jules Koundé,fr FRA,DF,Bordeaux,fr Ligue 1,19,1998,37.0,2374.0,279.0,1361.0,1167.0,85.0,23.0,2283.0,20.0,22.0,90.9,21.0,0.0,1505.0,9460.0,5842.0,1494.0,1468.0,98.3,8.0,12.0
Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,28,1989,21.1,1034.0,53.0,262.0,597.0,242.0,37.0,1019.0,19.0,26.0,73.1,20.0,1.0,652.0,3738.0,1816.0,746.0,601.0,80.6,20.0,23.0
Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,24,1994,19.3,1706.0,26.0,238.0,1008.0,595.0,35.0,1668.0,34.0,41.0,82.9,34.0,1.0,1454.0,7043.0,3722.0,1538.0,1418.0,92.2,26.0,44.0
Dawid Kownacki,pl POL,FW,Sampdoria,it Serie A,21,1997,1.9,113.0,0.0,6.0,50.0,63.0,13.0,110.0,7.0,13.0,53.8,8.0,1.0,94.0,515.0,275.0,148.0,94.0,63.5,7.0,6.0
Dawid Kownacki,pl POL,"MF,FW",Düsseldorf,de Bundesliga,21,1997,6.4,235.0,5.0,46.0,121.0,82.0,26.0,228.0,8.0,17.0,47.1,9.0,1.0,153.0,959.0,584.0,220.0,145.0,65.9,6.0,10.0
Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,30,1988,3.5,131.0,112.0,130.0,2.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,70.0,444.0,216.0,56.0,56.0,100.0,0.0,0.0
Emil Krafth,se SWE,DF,Amiens,fr Ligue 1,23,1994,33.0,1796.0,120.0,595.0,844.0,427.0,25.0,1400.0,11.0,16.0,68.8,11.0,0.0,935.0,4512.0,2644.0,884.0,808.0,91.4,22.0,24.0
Luka Krajnc,si SVN,DF,Frosinone,it Serie A,23,1994,8.8,445.0,60.0,267.0,187.0,14.0,2.0,436.0,2.0,2.0,100.0,2.0,0.0,285.0,1435.0,701.0,293.0,291.0,99.3,0.0,0.0
Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,27,1991,26.6,1381.0,22.0,158.0,622.0,740.0,165.0,1270.0,41.0,67.0,61.2,41.0,0.0,1070.0,7967.0,4714.0,1337.0,1019.0,76.2,53.0,47.0
Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,27,1991,12.6,896.0,39.0,233.0,588.0,132.0,14.0,875.0,17.0,24.0,70.8,18.0,0.0,607.0,3004.0,1542.0,619.0,583.0,94.2,7.0,14.0
Vasyl Kravets,ua UKR,DF,Leganés,es La Liga,20,1997,5.3,283.0,11.0,74.0,118.0,110.0,7.0,244.0,3.0,6.0,50.0,4.0,0.0,166.0,1071.0,608.0,170.0,153.0,90.0,3.0,5.0
Ladislav Krejčí,cz CZE,"MF,DF",Bologna,it Serie A,26,1992,11.8,707.0,28.0,185.0,331.0,242.0,23.0,604.0,7.0,13.0,53.8,7.0,0.0,470.0,2901.0,1775.0,530.0,451.0,85.1,11.0,3.0
Rene Krhin,si SVN,MF,Nantes,fr Ligue 1,28,1990,11.7,664.0,40.0,210.0,413.0,71.0,7.0,649.0,5.0,8.0,62.5,6.0,0.0,398.0,1946.0,896.0,417.0,404.0,96.9,8.0,8.0
Toni Kroos,de GER,MF,Real Madrid,es La Liga,28,1990,24.7,2389.0,34.0,402.0,1560.0,568.0,21.0,2173.0,14.0,18.0,77.8,14.0,0.0,1811.0,7954.0,4243.0,1913.0,1834.0,95.9,14.0,12.0
Rade Krunić,ba BIH,MF,Empoli,it Serie A,24,1993,30.8,1719.0,70.0,284.0,859.0,751.0,113.0,1694.0,49.0,76.0,64.5,51.0,2.0,1354.0,10232.0,6347.0,1575.0,1292.0,82.0,54.0,51.0
Max Kruse,de GER,"FW,MF",Werder Bremen,de Bundesliga,30,1988,31.5,2050.0,13.0,135.0,1067.0,996.0,124.0,1869.0,49.0,67.0,73.1,54.0,2.0,1540.0,8724.0,3908.0,2019.0,1573.0,77.9,75.0,46.0
Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,25,1992,13.2,705.0,56.0,239.0,356.0,145.0,10.0,584.0,10.0,12.0,83.3,10.0,0.0,348.0,1847.0,875.0,354.0,314.0,88.7,8.0,4.0
Yuya Kubo,jp JPN,"FW,MF",Nürnberg,de Bundesliga,24,1993,15.1,599.0,6.0,90.0,305.0,252.0,45.0,589.0,15.0,29.0,51.7,18.0,1.0,460.0,3101.0,1518.0,577.0,442.0,76.6,42.0,32.0
Juraj Kucka,sk SVK,MF,Parma,it Serie A,31,1987,17.1,812.0,55.0,183.0,476.0,202.0,25.0,793.0,23.0,37.0,62.2,25.0,2.0,465.0,2838.0,1393.0,587.0,491.0,83.6,22.0,24.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dejan Kulusevski,se SWE,"DF,MF",Atalanta,it Serie A,18,2000,1.2,77.0,0.0,7.0,39.0,40.0,5.0,76.0,3.0,4.0,75.0,3.0,0.0,70.0,501.0,263.0,83.0,69.0,83.1,4.0,2.0
Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,23,1995,21.2,1412.0,77.0,343.0,933.0,232.0,6.0,1340.0,20.0,31.0,64.5,23.0,1.0,996.0,5609.0,2833.0,895.0,864.0,96.5,7.0,27.0
Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,29,1989,28.4,1681.0,55.0,298.0,932.0,596.0,52.0,1567.0,33.0,46.0,71.7,35.0,4.0,1188.0,7929.0,4580.0,1425.0,1223.0,85.8,28.0,23.0
Layvin Kurzawa,fr FRA,"DF,MF",Paris S-G,fr Ligue 1,25,1992,11.2,683.0,18.0,135.0,298.0,274.0,39.0,605.0,14.0,20.0,70.0,14.0,2.0,420.0,1687.0,946.0,532.0,432.0,81.2,20.0,17.0
Rafał Kurzawa,pl POL,"FW,MF",Amiens,fr Ligue 1,25,1993,2.7,164.0,4.0,20.0,80.0,73.0,3.0,145.0,1.0,3.0,33.3,1.0,0.0,104.0,470.0,233.0,138.0,106.0,76.8,7.0,6.0
Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,de Bundesliga,18,2000,4.7,157.0,0.0,17.0,84.0,68.0,13.0,148.0,13.0,15.0,86.7,13.0,1.0,127.0,925.0,507.0,178.0,97.0,54.5,9.0,14.0
Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,21,1997,22.7,1577.0,65.0,421.0,771.0,470.0,14.0,1318.0,37.0,55.0,67.3,42.0,4.0,837.0,4030.0,2236.0,870.0,782.0,89.9,29.0,20.0
Grejohn Kyei,fr FRA,FW,Reims,fr Ligue 1,22,1995,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,100.0,1.0,0.0,3.0,13.0,1.0,4.0,1.0,25.0,0.0,0.0
Antonino La Gumina,it ITA,FW,Empoli,it Serie A,22,1996,12.1,291.0,6.0,17.0,110.0,186.0,58.0,274.0,16.0,31.0,51.6,16.0,0.0,219.0,1523.0,613.0,461.0,200.0,43.4,35.0,16.0
Rajiv van La Parra,nl NED,"MF,FW",Huddersfield,eng Premier League,27,1991,4.5,192.0,2.0,25.0,96.0,93.0,14.0,186.0,7.0,22.0,31.8,8.0,1.0,158.0,1405.0,798.0,164.0,141.0,86.0,6.0,20.0
Gaëtan Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,24,1994,1.0,36.0,1.0,5.0,19.0,17.0,3.0,33.0,1.0,4.0,25.0,2.0,0.0,21.0,182.0,120.0,42.0,19.0,45.2,4.0,1.0
Gaëtan Laborde,fr FRA,"FW,MF",Montpellier,fr Ligue 1,24,1994,32.2,1355.0,21.0,117.0,679.0,681.0,149.0,1341.0,63.0,119.0,52.9,73.0,7.0,1007.0,7268.0,4551.0,1622.0,1028.0,63.4,70.0,74.0
Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,27,1991,27.8,1168.0,30.0,101.0,463.0,664.0,211.0,1123.0,52.0,72.0,72.2,53.0,4.0,909.0,4390.0,2069.0,1435.0,893.0,62.2,68.0,53.0
Alban Lafont,fr FRA,GK,Fiorentina,it Serie A,19,1999,33.5,1098.0,988.0,1091.0,8.0,0.0,0.0,764.0,2.0,2.0,100.0,2.0,0.0,564.0,2460.0,1172.0,424.0,422.0,99.5,0.0,0.0
Víctor Laguardia,es ESP,DF,Alavés,es La Liga,28,1989,36.0,1678.0,243.0,957.0,754.0,52.0,35.0,1600.0,2.0,3.0,66.7,2.0,0.0,782.0,3729.0,2037.0,855.0,825.0,96.5,5.0,1.0
Abdou Lahat Diakhate,sn SEN,FW,Parma,it Serie A,19,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Konrad Laimer,at AUT,"MF,DF",RB Leipzig,de Bundesliga,21,1997,20.8,1109.0,23.0,204.0,557.0,424.0,52.0,1039.0,33.0,61.0,54.1,37.0,0.0,696.0,3764.0,2294.0,803.0,615.0,76.6,43.0,34.0
Diego Lainez,mx MEX,"MF,FW",Betis,es La Liga,18,2000,3.9,209.0,3.0,19.0,71.0,142.0,16.0,204.0,13.0,24.0,54.2,15.0,3.0,187.0,1377.0,813.0,212.0,173.0,81.6,14.0,15.0
Kenny Lala,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,26,1991,34.0,2566.0,96.0,637.0,1300.0,876.0,28.0,2124.0,46.0,97.0,47.4,50.0,5.0,1727.0,11600.0,7138.0,1760.0,1566.0,89.0,56.0,45.0
Adam Lallana,eng ENG,"MF,FW",Liverpool,eng Premier League,30,1988,5.2,378.0,3.0,39.0,184.0,175.0,29.0,368.0,9.0,13.0,69.2,10.0,1.0,287.0,1359.0,603.0,352.0,282.0,80.1,9.0,11.0
Érik Lamela,ar ARG,"FW,MF",Tottenham,eng Premier League,26,1992,10.8,600.0,5.0,48.0,258.0,342.0,63.0,572.0,21.0,33.0,63.6,23.0,1.0,461.0,2785.0,1510.0,588.0,437.0,74.3,23.0,24.0
Mohamed Lamine Diaby,fr FRA,FW,Nice,fr Ligue 1,17,2001,1.8,38.0,0.0,1.0,17.0,21.0,7.0,36.0,0.0,0.0,0.0,0.0,0.0,23.0,167.0,50.0,78.0,27.0,34.6,2.0,3.0
Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,26,1992,17.7,734.0,84.0,446.0,304.0,25.0,11.0,715.0,5.0,5.0,100.0,5.0,0.0,373.0,2097.0,1211.0,357.0,349.0,97.8,6.0,2.0
Michael Lang,ch SUI,DF,M'Gladbach,de Bundesliga,27,1991,13.9,913.0,50.0,254.0,494.0,217.0,22.0,790.0,4.0,9.0,44.4,5.0,0.0,563.0,2869.0,1512.0,630.0,578.0,91.7,5.0,6.0
Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,30,1988,15.7,1125.0,108.0,526.0,641.0,48.0,15.0,1103.0,3.0,3.0,100.0,3.0,0.0,754.0,4983.0,2839.0,780.0,773.0,99.1,2.0,2.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Lanzini,ar ARG,MF,West Ham,eng Premier League,25,1993,7.6,544.0,4.0,64.0,350.0,180.0,21.0,525.0,13.0,19.0,68.4,14.0,1.0,448.0,2823.0,1433.0,519.0,439.0,84.6,8.0,16.0
Gianluca Lapadula,it ITA,"FW,MF",Genoa,it Serie A,28,1990,4.5,150.0,0.0,7.0,58.0,89.0,40.0,146.0,4.0,8.0,50.0,5.0,0.0,81.0,389.0,213.0,221.0,102.0,46.2,14.0,5.0
Aymeric Laporte,fr FRA,DF,Manchester City,eng Premier League,24,1994,34.0,3275.0,237.0,1163.0,2148.0,208.0,33.0,3203.0,2.0,5.0,40.0,3.0,0.0,2490.0,14754.0,10492.0,2647.0,2602.0,98.3,4.0,3.0
Danilo Larangeira,br BRA,DF,Bologna,it Serie A,34,1984,34.2,1795.0,274.0,1030.0,841.0,46.0,20.0,1697.0,3.0,4.0,75.0,3.0,0.0,993.0,6108.0,3581.0,1024.0,998.0,97.5,3.0,3.0
Johan Larsson,se SWE,DF,Guingamp,fr Ligue 1,28,1990,1.0,45.0,1.0,7.0,26.0,18.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,25.0,255.0,183.0,31.0,24.0,77.4,1.0,1.0
Kevin Lasagna,it ITA,FW,Udinese,it Serie A,25,1992,27.3,777.0,40.0,93.0,371.0,361.0,128.0,723.0,11.0,22.0,50.0,13.0,0.0,432.0,3101.0,1749.0,1045.0,493.0,47.2,71.0,29.0
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,24,1993,30.5,1437.0,276.0,916.0,521.0,53.0,33.0,1415.0,3.0,4.0,75.0,3.0,0.0,736.0,3262.0,1342.0,703.0,685.0,97.4,9.0,8.0
Paul Lasne,fr FRA,"MF,DF",Montpellier,fr Ligue 1,29,1989,19.9,1206.0,29.0,259.0,698.0,338.0,25.0,1113.0,18.0,29.0,62.1,21.0,0.0,837.0,4963.0,2290.0,863.0,780.0,90.4,21.0,21.0
