Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals,Shots,Shots on Target,Shots on Target %,Shots Total p90,Shots on Target p90,Goals per shot,Goals per shot on target,Shots from Free Kicks,Penalty Kicks scored,Penalty Kicks attempted,xG,Non-penalty xG,npxG/Sh,G-xG,np:G-xG
Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,21,1996,33.9,5.0,44.0,15.0,34.1,1.3,0.44,0.11,0.33,0.0,0.0,0.0,3.0,3.0,0.07,2.0,2.0
Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,29,1989,29.4,0.0,15.0,1.0,6.7,0.51,0.03,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.05,-0.7,-0.7
Josip Elez,hr CRO,DF,Hannover 96,de Bundesliga,24,1994,7.2,0.0,3.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Harvey Elliot,eng ENG,MF,Fulham,eng Premier League,15,2003,0.2,0.0,1.0,1.0,100.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.12,-0.1,-0.1
Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,26,1992,4.2,0.0,7.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.08,-0.6,-0.6
Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,24,1994,25.0,1.0,11.0,5.0,45.5,0.44,0.2,0.09,0.2,0.0,0.0,0.0,1.1,1.1,0.1,-0.1,-0.1
Gorka Elustondo,es ESP,MF,Rayo Vallecano,es La Liga,31,1987,3.2,0.0,3.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,21,1996,29.1,2.0,14.0,5.0,35.7,0.48,0.17,0.14,0.4,0.0,0.0,0.0,1.6,1.6,0.11,0.4,0.4
Rodrigo Ely,br BRA,DF,Alavés,es La Liga,24,1993,4.8,0.0,3.0,1.0,33.3,0.63,0.21,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,eng Premier League,23,1994,8.8,0.0,19.0,6.0,31.6,2.16,0.68,0.0,0.0,0.0,0.0,0.0,1.9,1.9,0.1,-1.9,-1.9
Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,es La Liga,26,1992,25.4,5.0,46.0,15.0,32.6,1.81,0.59,0.04,0.13,6.0,3.0,3.0,6.0,3.7,0.08,-1.0,-1.7
Breel Embolo,ch SUI,FW,Schalke 04,de Bundesliga,21,1997,14.9,5.0,27.0,13.0,48.1,1.81,0.87,0.19,0.38,0.0,0.0,0.0,3.6,3.6,0.13,1.4,1.4
Emerson,br BRA,DF,Betis,es La Liga,19,1999,3.5,0.0,3.0,1.0,33.3,0.85,0.28,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2
Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,21,1997,23.4,9.0,72.0,23.0,31.9,3.08,0.98,0.13,0.39,0.0,0.0,0.0,7.3,7.3,0.1,1.7,1.7
Björn Engels,be BEL,DF,Reims,fr Ligue 1,23,1994,33.0,1.0,9.0,4.0,44.4,0.27,0.12,0.11,0.25,0.0,0.0,0.0,1.1,1.1,0.12,-0.1,-0.1
Sergi Enrich,es ESP,FW,Eibar,es La Liga,28,1990,28.7,7.0,70.0,17.0,24.3,2.44,0.59,0.1,0.41,0.0,0.0,0.0,9.8,9.8,0.14,-2.8,-2.8
Javier Eraso,es ESP,"MF,FW",Leganés,es La Liga,28,1990,7.0,0.0,4.0,2.0,50.0,0.57,0.29,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.22,-0.9,-0.9
Christian Eriksen,dk DEN,"MF,FW",Tottenham,eng Premier League,26,1992,30.8,8.0,84.0,31.0,36.9,2.73,1.01,0.1,0.26,12.0,0.0,0.0,5.5,5.5,0.07,2.5,2.5
Patrick Erras,de GER,MF,Nürnberg,de Bundesliga,23,1995,13.6,0.0,8.0,1.0,12.5,0.59,0.07,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.08,-0.6,-0.6
Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,25,1993,19.9,4.0,22.0,8.0,36.4,1.11,0.4,0.18,0.5,0.0,0.0,0.0,2.1,2.1,0.12,1.9,1.9
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Escudero,es ESP,"DF,MF",Sevilla,es La Liga,28,1989,17.2,0.0,25.0,3.0,12.0,1.46,0.17,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.05,-1.2,-1.2
Bernardo Espinosa,co COL,DF,Girona,es La Liga,29,1989,30.3,1.0,15.0,7.0,46.7,0.5,0.23,0.07,0.14,0.0,0.0,0.0,1.4,1.4,0.09,-0.4,-0.4
Michael Esser,de GER,GK,Hannover 96,de Bundesliga,30,1987,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Esswein,de GER,"FW,MF",Stuttgart,de Bundesliga,28,1990,13.9,0.0,27.0,8.0,29.6,1.94,0.58,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.06,-1.7,-1.7
Neil Etheridge,ph PHI,GK,Cardiff City,eng Premier League,28,1990,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,31,1987,22.6,1.0,16.0,4.0,25.0,0.71,0.18,0.06,0.25,3.0,0.0,0.0,0.5,0.5,0.03,0.5,0.5
Xabier Etxeita,es ESP,DF,Huesca,es La Liga,30,1987,29.7,4.0,23.0,8.0,34.8,0.77,0.27,0.17,0.5,0.0,0.0,0.0,2.3,2.3,0.1,1.7,1.7
Lucas Evangelista,br BRA,"FW,MF",Nantes,fr Ligue 1,23,1995,8.0,1.0,13.0,4.0,30.8,1.62,0.5,0.08,0.25,0.0,0.0,0.0,0.8,0.8,0.06,0.2,0.2
Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,30,1988,22.2,1.0,10.0,4.0,40.0,0.45,0.18,0.1,0.25,0.0,0.0,0.0,0.9,0.9,0.09,0.1,0.1
Ewerton,br BRA,DF,Nürnberg,de Bundesliga,29,1989,14.9,0.0,8.0,2.0,25.0,0.54,0.13,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4
Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,it Serie A,26,1992,4.0,0.0,4.0,2.0,50.0,1.01,0.5,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Valentin Eysseric,fr FRA,"MF,FW",Nantes,fr Ligue 1,26,1992,2.3,1.0,4.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,1.0,2.0,1.9,0.4,0.1,-0.9,-0.4
Marco Fabián,mx MEX,FW,Eint Frankfurt,de Bundesliga,29,1989,0.7,0.0,1.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.09,-0.1,-0.1
Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,33,1985,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabinho,br BRA,MF,Liverpool,eng Premier League,24,1993,22.4,1.0,17.0,4.0,23.5,0.76,0.18,0.06,0.25,0.0,0.0,0.0,1.0,1.0,0.06,0.0,0.0
Fábio,br BRA,DF,Nantes,fr Ligue 1,28,1990,14.2,0.0,3.0,1.0,33.3,0.21,0.07,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2
Cesc Fàbregas,es ESP,MF,Chelsea,eng Premier League,31,1987,2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.11,-0.1,-0.1
Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,31,1987,10.7,1.0,11.0,6.0,54.5,1.02,0.56,0.09,0.17,1.0,0.0,0.0,1.7,1.7,0.16,-0.7,-0.7
Fabricio,es ESP,GK,Fulham,eng Premier League,30,1987,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,29,1988,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romain Faivre,fr FRA,"MF,FW",Monaco,fr Ligue 1,20,1998,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,-0.2,-0.2
Fayçal Fajr,ma MAR,MF,Caen,fr Ligue 1,29,1988,36.0,5.0,50.0,15.0,30.0,1.39,0.42,0.1,0.33,17.0,0.0,0.0,2.4,2.4,0.05,2.6,2.6
Radamel Falcao,co COL,FW,Monaco,fr Ligue 1,32,1986,28.4,15.0,93.0,38.0,40.9,3.27,1.34,0.13,0.32,7.0,3.0,4.0,15.3,12.2,0.13,-0.3,-0.2
Diego Falcinelli,it ITA,FW,Bologna,it Serie A,27,1991,7.8,0.0,17.0,4.0,23.5,2.18,0.51,0.0,0.0,0.0,0.0,0.0,2.2,2.2,0.13,-2.2,-2.2
Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,26,1992,6.7,0.0,3.0,1.0,33.3,0.45,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iago Falque,es ESP,"FW,MF",Torino,it Serie A,28,1990,17.9,6.0,58.0,22.0,37.9,3.24,1.23,0.1,0.27,4.0,0.0,0.0,5.9,5.9,0.1,0.1,0.1
Paolo Faragò,it ITA,"MF,DF",Cagliari,it Serie A,25,1993,18.9,1.0,19.0,12.0,63.2,1.0,0.63,0.05,0.08,0.0,0.0,0.0,2.1,2.1,0.11,-1.1,-1.1
Mohamed Fares,dz ALG,"DF,MF",SPAL,it Serie A,22,1996,32.8,3.0,54.0,16.0,29.6,1.65,0.49,0.06,0.19,0.0,0.0,0.0,2.7,2.7,0.05,0.3,0.3
Diego Farias,br BRA,FW,Empoli,it Serie A,28,1990,13.3,4.0,34.0,15.0,44.1,2.56,1.13,0.12,0.27,0.0,0.0,0.0,4.5,4.5,0.13,-0.5,-0.5
Diego Farias,br BRA,FW,Cagliari,it Serie A,28,1990,7.8,3.0,23.0,10.0,43.5,2.96,1.29,0.13,0.3,0.0,0.0,0.0,2.5,2.5,0.11,0.5,0.5
Andrea Favilli,it ITA,"FW,MF",Genoa,it Serie A,21,1997,1.9,0.0,5.0,3.0,60.0,2.65,1.59,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.07,-0.3,-0.3
Federico Fazio,ar ARG,DF,Roma,it Serie A,31,1987,31.2,5.0,31.0,16.0,51.6,0.99,0.51,0.16,0.31,0.0,0.0,0.0,2.6,2.6,0.09,2.4,2.4
Zouhair Feddal,ma MAR,DF,Betis,es La Liga,29,1989,18.9,1.0,17.0,3.0,17.6,0.9,0.16,0.06,0.33,0.0,0.0,0.0,1.6,1.6,0.09,-0.6,-0.6
Nabil Fekir,fr FRA,MF,Lyon,fr Ligue 1,25,1993,22.1,9.0,85.0,38.0,44.7,3.85,1.72,0.06,0.13,17.0,4.0,6.0,10.6,6.0,0.07,-1.6,-1.0
Yassin Fekir,fr FRA,FW,Lyon,fr Ligue 1,21,1997,0.1,0.0,1.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Felipe,br BRA,DF,Hannover 96,de Bundesliga,31,1987,12.2,2.0,10.0,2.0,20.0,0.82,0.16,0.2,1.0,0.0,0.0,0.0,0.8,0.8,0.08,1.2,1.2
Luiz Felipe,br BRA,DF,Lazio,it Serie A,21,1997,14.3,1.0,8.0,2.0,25.0,0.56,0.14,0.13,0.5,0.0,0.0,0.0,0.5,0.5,0.07,0.5,0.5
Ohis Felix Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,20,1997,2.7,0.0,1.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Marouane Fellaini,be BEL,MF,Manchester Utd,eng Premier League,30,1987,8.4,0.0,8.0,3.0,37.5,0.96,0.36,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4
Kiko Femenía,es ESP,DF,Watford,eng Premier League,27,1991,22.8,1.0,7.0,3.0,42.9,0.31,0.13,0.14,0.33,0.0,0.0,0.0,0.5,0.5,0.06,0.5,0.5
Edimilson Fernandes,ch SUI,MF,Fiorentina,it Serie A,22,1996,21.9,2.0,20.0,5.0,25.0,0.91,0.23,0.1,0.4,0.0,0.0,0.0,1.0,1.0,0.05,1.0,1.0
Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,31,1986,24.7,1.0,4.0,3.0,75.0,0.16,0.12,0.25,0.33,0.0,0.0,0.0,0.9,0.9,0.22,0.1,0.1
Aitor Fernández,es ESP,GK,Levante,es La Liga,27,1991,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrés Fernández,es ESP,GK,Villarreal,es La Liga,31,1986,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borja Fernández,es ESP,"MF,DF",Valladolid,es La Liga,37,1981,9.3,0.0,4.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,29,1989,16.5,0.0,4.0,1.0,25.0,0.24,0.06,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Joaquín Fernández,es ESP,"DF,MF",Valladolid,es La Liga,22,1996,9.3,1.0,7.0,2.0,28.6,0.75,0.21,0.14,0.5,0.0,0.0,0.0,0.5,0.5,0.07,0.5,0.5
Fernandinho,br BRA,MF,Manchester City,eng Premier League,33,1985,26.4,1.0,31.0,7.0,22.6,1.17,0.27,0.03,0.14,0.0,0.0,0.0,1.9,1.9,0.06,-0.9,-0.9
Juan Ferney Otero,co COL,"FW,MF",Amiens,fr Ligue 1,23,1995,24.2,2.0,59.0,13.0,22.0,2.44,0.54,0.03,0.15,4.0,0.0,0.0,3.9,3.9,0.07,-1.9,-1.9
Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,24,1994,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Ferreiro,es ESP,"FW,MF",Huesca,es La Liga,30,1988,25.3,1.0,37.0,12.0,32.4,1.46,0.47,0.03,0.08,3.0,0.0,0.0,2.7,2.7,0.07,-1.7,-1.7
Facundo Ferreyra,ar ARG,"FW,MF",Espanyol,es La Liga,27,1991,2.3,1.0,3.0,1.0,33.3,1.28,0.43,0.33,1.0,0.0,0.0,0.0,0.3,0.3,0.1,0.7,0.7
Jordan Ferri,fr FRA,MF,Nîmes,fr Ligue 1,26,1992,20.8,2.0,15.0,3.0,20.0,0.72,0.14,0.13,0.67,0.0,0.0,0.0,1.1,1.1,0.07,0.9,0.9
Jordan Ferri,fr FRA,MF,Lyon,fr Ligue 1,26,1992,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Fink,de GER,MF,Düsseldorf,de Bundesliga,36,1982,11.7,3.0,11.0,3.0,27.3,0.94,0.26,0.27,1.0,0.0,0.0,0.0,0.9,0.9,0.08,2.1,2.1
Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,29,1989,14.8,10.0,36.0,14.0,38.9,2.43,0.94,0.17,0.43,0.0,4.0,4.0,10.5,7.5,0.21,-0.5,-1.5
Roberto Firmino,br BRA,"FW,MF",Liverpool,eng Premier League,26,1991,29.0,12.0,73.0,31.0,42.5,2.52,1.07,0.15,0.35,0.0,1.0,1.0,13.3,12.5,0.17,-1.3,-1.5
Junior Firpo,es ESP,"DF,MF",Betis,es La Liga,21,1996,21.5,3.0,19.0,8.0,42.1,0.88,0.37,0.16,0.38,0.0,0.0,0.0,2.1,2.1,0.11,0.9,0.9
Mathieu Flamini,fr FRA,MF,Getafe,es La Liga,34,1984,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,25,1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Floccari,it ITA,FW,SPAL,it Serie A,36,1981,10.8,3.0,23.0,7.0,30.4,2.12,0.65,0.13,0.43,0.0,0.0,0.0,2.5,2.5,0.11,0.5,0.5
Alessandro Florenzi,it ITA,"DF,FW",Roma,it Serie A,27,1991,24.2,3.0,35.0,9.0,25.7,1.44,0.37,0.09,0.33,0.0,0.0,0.0,2.1,2.1,0.06,0.9,0.9
Phil Foden,eng ENG,MF,Manchester City,eng Premier League,18,2000,3.7,1.0,14.0,6.0,42.9,3.76,1.61,0.07,0.17,0.0,0.0,0.0,2.5,2.5,0.18,-1.5,-1.5
Guessouma Fofana,fr FRA,MF,Amiens,fr Ligue 1,25,1992,2.1,0.0,1.0,1.0,100.0,0.48,0.48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
Guessouma Fofana,fr FRA,MF,Guingamp,fr Ligue 1,25,1992,5.3,0.0,5.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.09,-0.5,-0.5
Seko Fofana,ci CIV,MF,Udinese,it Serie A,23,1995,29.3,2.0,58.0,12.0,20.7,1.98,0.41,0.03,0.17,0.0,0.0,0.0,3.1,3.1,0.05,-1.1,-1.1
Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youssouf Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,19,1999,10.1,2.0,12.0,3.0,25.0,1.18,0.3,0.17,0.67,0.0,0.0,0.0,0.8,0.8,0.07,1.2,1.2
Thomas Foket,be BEL,DF,Reims,fr Ligue 1,23,1994,32.0,0.0,2.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
Thomas Fontaine,mg MAD,"DF,MF",Reims,fr Ligue 1,27,1991,4.7,0.0,1.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
José Fonte,pt POR,DF,Lille,fr Ligue 1,34,1983,34.6,3.0,33.0,12.0,36.4,0.95,0.35,0.09,0.25,0.0,0.0,0.0,2.8,2.8,0.09,0.2,0.2
Rui Fonte,pt POR,FW,Lille,fr Ligue 1,28,1990,7.0,1.0,12.0,4.0,33.3,1.72,0.57,0.08,0.25,0.0,0.0,0.0,0.6,0.6,0.05,0.4,0.4
Pablo Fornals,es ESP,"MF,FW",Villarreal,es La Liga,22,1996,27.5,2.0,57.0,16.0,28.1,2.07,0.58,0.04,0.13,0.0,0.0,0.0,4.3,4.3,0.08,-2.3,-2.3
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,26,1991,13.9,4.0,26.0,11.0,42.3,1.87,0.79,0.04,0.09,2.0,3.0,3.0,4.5,2.2,0.08,-0.5,-1.2
Fraser Forster,eng ENG,GK,Southampton,eng Premier League,30,1988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Fortes,cv CPV,DF,Toulouse,fr Ligue 1,26,1992,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iver Fossum,no NOR,"MF,FW",Hannover 96,de Bundesliga,22,1996,5.1,0.0,5.0,1.0,20.0,0.99,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Ben Foster,eng ENG,GK,Watford,eng Premier League,35,1983,38.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Timothy Fosu-Mensah,nl NED,DF,Fulham,eng Premier League,20,1998,8.8,0.0,4.0,1.0,25.0,0.45,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Dimitri Foulquier,fr FRA,"MF,FW",Getafe,es La Liga,25,1993,20.0,3.0,13.0,4.0,30.8,0.65,0.2,0.23,0.75,0.0,0.0,0.0,1.1,1.1,0.09,1.9,1.9
Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,20,1998,9.9,1.0,5.0,1.0,20.0,0.51,0.1,0.2,1.0,0.0,0.0,0.0,0.7,0.7,0.15,0.3,0.3
Raphael Framberger,de GER,"DF,MF",Augsburg,de Bundesliga,22,1995,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,33,1985,13.7,0.0,3.0,1.0,33.3,0.22,0.07,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Mike Frantz,de GER,"MF,FW",Freiburg,de Bundesliga,31,1986,24.6,2.0,19.0,10.0,52.6,0.77,0.41,0.11,0.2,0.0,0.0,0.0,1.9,1.9,0.1,0.1,0.1
Ryan Fraser,sco SCO,"MF,FW",Bournemouth,eng Premier League,24,1994,35.2,7.0,50.0,24.0,48.0,1.42,0.68,0.14,0.29,3.0,0.0,0.0,4.5,4.5,0.09,2.5,2.5
Pierluigi Frattali,it ITA,GK,Parma,it Serie A,32,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred,br BRA,MF,Manchester Utd,eng Premier League,25,1993,11.6,1.0,17.0,2.0,11.8,1.47,0.17,0.06,0.5,1.0,0.0,0.0,0.8,0.8,0.05,0.2,0.2
Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,25,1992,12.1,1.0,5.0,2.0,40.0,0.41,0.17,0.2,0.5,0.0,0.0,0.0,0.5,0.5,0.09,0.5,0.5
Remo Freuler,ch SUI,MF,Atalanta,it Serie A,26,1992,33.6,2.0,28.0,6.0,21.4,0.83,0.18,0.07,0.33,0.0,0.0,0.0,3.0,3.0,0.11,-1.0,-1.0
Nicolas Frey,fr FRA,DF,Chievo,it Serie A,34,1984,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,20,1998,5.3,0.0,1.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Alexander Fuchs,de GER,MF,Nürnberg,de Bundesliga,21,1997,7.3,1.0,6.0,1.0,16.7,0.82,0.14,0.17,1.0,0.0,0.0,0.0,0.7,0.7,0.11,0.3,0.3
Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,32,1986,2.3,0.0,2.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Javi Fuego,es ESP,MF,Villarreal,es La Liga,34,1984,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angelo Fulgini,fr FRA,"MF,FW",Angers,fr Ligue 1,21,1996,18.2,4.0,31.0,11.0,35.5,1.71,0.61,0.13,0.36,3.0,0.0,0.0,3.2,3.2,0.1,0.8,0.8
Niclas Füllkrug,de GER,FW,Hannover 96,de Bundesliga,25,1993,12.4,2.0,38.0,13.0,34.2,3.08,1.05,0.03,0.08,0.0,1.0,1.0,3.7,2.9,0.08,-1.7,-1.9
Ramiro Funes Mori,ar ARG,"DF,MF",Villarreal,es La Liga,27,1991,29.2,2.0,26.0,6.0,23.1,0.89,0.21,0.08,0.33,0.0,0.0,0.0,2.1,2.1,0.08,-0.1,-0.1
Manolo Gabbiadini,it ITA,"FW,MF",Southampton,eng Premier League,26,1991,5.3,1.0,21.0,8.0,38.1,3.97,1.51,0.05,0.13,1.0,0.0,0.0,1.9,1.9,0.09,-0.9,-0.9
Manolo Gabbiadini,it ITA,FW,Sampdoria,it Serie A,26,1991,9.0,4.0,27.0,12.0,44.4,2.99,1.33,0.15,0.33,1.0,0.0,0.0,2.1,2.1,0.08,1.9,1.9
Mijat Gaćinović,rs SRB,MF,Eint Frankfurt,de Bundesliga,23,1995,18.1,0.0,22.0,1.0,4.5,1.22,0.06,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.08,-1.7,-1.7
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gianluca Gaetano,it ITA,FW,Napoli,it Serie A,18,2000,0.1,0.0,1.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Roberto Gagliardini,it ITA,MF,Inter,it Serie A,24,1994,12.1,5.0,22.0,11.0,50.0,1.82,0.91,0.23,0.45,0.0,0.0,0.0,2.7,2.7,0.12,2.3,2.3
Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,28,1990,33.8,0.0,20.0,3.0,15.0,0.59,0.09,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.07,-1.3,-1.3
Milan Gajić,rs SRB,DF,Bordeaux,fr Ligue 1,22,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javi Galán,es ESP,"DF,MF",Huesca,es La Liga,23,1994,16.0,0.0,1.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
Sam Gallagher,eng ENG,FW,Southampton,eng Premier League,22,1995,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
