Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals,Shots,Shots on Target,Shots on Target %,Shots Total p90,Shots on Target p90,Goals per shot,Goals per shot on target,Shots from Free Kicks,Penalty Kicks scored,Penalty Kicks attempted,xG,Non-penalty xG,npxG/Sh,G-xG,np:G-xG
Stevan Jovetić,me MNE,"MF,FW",Monaco,fr Ligue 1,28,1989,4.4,2.0,19.0,7.0,36.8,4.29,1.58,0.11,0.29,3.0,0.0,0.0,1.9,1.9,0.1,0.1,0.1
Luka Jović,rs SRB,"FW,MF",Eint Frankfurt,de Bundesliga,20,1997,24.9,17.0,95.0,41.0,43.2,3.81,1.65,0.17,0.39,0.0,1.0,1.0,13.9,13.1,0.14,3.1,2.9
Jozabed,es ESP,MF,Celta Vigo,es La Liga,27,1991,12.8,0.0,11.0,3.0,27.3,0.86,0.23,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.05,-0.6,-0.6
Miguel Juan Llambrich,es ESP,DF,Villarreal,es La Liga,22,1996,6.0,0.0,2.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Juanfran,es ESP,DF,Leganés,es La Liga,29,1988,16.2,1.0,10.0,3.0,30.0,0.62,0.19,0.1,0.33,0.0,0.0,0.0,0.5,0.5,0.05,0.5,0.5
Juanfran,es ESP,DF,Atlético Madrid,es La Liga,33,1985,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juanmi,es ESP,"FW,MF",Real Sociedad,es La Liga,25,1993,16.9,5.0,44.0,19.0,43.2,2.6,1.12,0.11,0.26,0.0,0.0,0.0,6.4,6.4,0.15,-1.4,-1.4
Juanpe,es ESP,DF,Girona,es La Liga,27,1991,30.7,0.0,22.0,7.0,31.8,0.72,0.23,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,-1.0,-1.0
Juanpi,ve VEN,"MF,FW",Huesca,es La Liga,24,1994,7.4,2.0,14.0,2.0,14.3,1.88,0.27,0.07,0.5,3.0,1.0,1.0,1.6,0.8,0.06,0.4,0.2
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathaël Julan,fr FRA,"FW,MF",Guingamp,fr Ligue 1,22,1996,4.8,0.0,15.0,5.0,33.3,3.11,1.04,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.12,-1.8,-1.8
Christopher Jullien,fr FRA,DF,Toulouse,fr Ligue 1,25,1993,33.5,1.0,26.0,6.0,23.1,0.78,0.18,0.04,0.17,0.0,0.0,0.0,2.6,2.6,0.1,-1.6,-1.6
David Juncà,es ESP,DF,Celta Vigo,es La Liga,24,1993,19.5,0.0,5.0,1.0,20.0,0.26,0.05,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3
Sebastian Jung,de GER,DF,Wolfsburg,de Bundesliga,28,1990,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hamed Junior Traorè,ci CIV,MF,Empoli,it Serie A,18,2000,25.1,2.0,44.0,12.0,27.3,1.75,0.48,0.05,0.17,0.0,0.0,0.0,3.3,3.3,0.07,-1.3,-1.3
Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,18,2000,9.7,2.0,43.0,16.0,37.2,4.45,1.66,0.05,0.13,0.0,0.0,0.0,2.9,2.9,0.07,-0.9,-0.9
Musa Juwara,gm GAM,FW,Chievo,it Serie A,16,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathias Jørgensen,dk DEN,DF,Huddersfield,eng Premier League,28,1990,23.9,3.0,8.0,4.0,50.0,0.34,0.17,0.38,0.75,0.0,0.0,0.0,1.0,1.0,0.13,2.0,2.0
Sory Kaba,gn GUI,"FW,MF",Dijon,fr Ligue 1,23,1995,2.6,0.0,1.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Ozan Kabak,tr TUR,DF,Stuttgart,de Bundesliga,18,2000,15.0,3.0,12.0,5.0,41.7,0.8,0.33,0.25,0.6,0.0,0.0,0.0,1.1,1.1,0.09,1.9,1.9
Christian Kabasele,be BEL,DF,Watford,eng Premier League,27,1991,17.6,0.0,8.0,2.0,25.0,0.45,0.11,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.17,-1.3,-1.3
Elias Kachunga,cd COD,"FW,MF",Huddersfield,eng Premier League,26,1992,13.1,0.0,14.0,3.0,21.4,1.07,0.23,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07,-1.0,-1.0
Pavel Kadeřábek,cz CZE,"DF,MF",Hoffenheim,de Bundesliga,26,1992,27.9,3.0,31.0,11.0,35.5,1.11,0.39,0.1,0.27,0.0,0.0,0.0,3.8,3.8,0.12,-0.8,-0.8
Shinji Kagawa,jp JPN,MF,Dortmund,de Bundesliga,29,1989,1.1,0.0,4.0,2.0,50.0,3.67,1.84,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.09,-0.3,-0.3
Florian Kainz,at AUT,FW,Werder Bremen,de Bundesliga,25,1992,4.1,0.0,8.0,2.0,25.0,1.93,0.48,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4
Gaël Kakuta,cd COD,"MF,FW",Rayo Vallecano,es La Liga,27,1991,8.0,1.0,5.0,0.0,0.0,0.63,0.0,0.0,0.0,1.0,1.0,1.0,1.2,0.4,0.08,-0.2,-0.4
Nikola Kalinić,hr CRO,FW,Atlético Madrid,es La Liga,30,1988,7.1,2.0,9.0,5.0,55.6,1.26,0.7,0.22,0.4,0.0,0.0,0.0,1.5,1.5,0.16,0.5,0.5
Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,de Bundesliga,32,1985,25.7,8.0,45.0,14.0,31.1,1.75,0.54,0.11,0.36,1.0,3.0,3.0,8.9,6.6,0.15,-0.9,-1.6
Samuel Kalu,ng NGA,FW,Bordeaux,fr Ligue 1,20,1997,14.2,3.0,41.0,14.0,34.1,2.88,0.98,0.07,0.21,6.0,0.0,1.0,3.5,2.8,0.07,-0.5,0.2
François Kamano,gn GUI,"FW,MF",Bordeaux,fr Ligue 1,22,1996,28.5,10.0,78.0,29.0,37.2,2.74,1.02,0.08,0.21,3.0,4.0,4.0,9.5,6.3,0.08,0.5,-0.3
Aboubakar Kamara,fr FRA,"FW,MF",Fulham,eng Premier League,23,1995,7.7,3.0,19.0,8.0,42.1,2.47,1.04,0.11,0.25,0.0,1.0,2.0,3.7,2.2,0.11,-0.7,-0.2
Boubacar Kamara,fr FRA,DF,Marseille,fr Ligue 1,18,1999,26.8,1.0,8.0,3.0,37.5,0.3,0.11,0.13,0.33,0.0,0.0,0.0,0.6,0.6,0.08,0.4,0.4
Hassane Kamara,gm GAM,"DF,FW",Reims,fr Ligue 1,23,1994,10.3,0.0,9.0,1.0,11.1,0.87,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,-0.9,-0.9
Marcin Kamiński,pl POL,DF,Düsseldorf,de Bundesliga,26,1992,27.0,0.0,9.0,1.0,11.1,0.33,0.04,0.0,0.0,2.0,0.0,0.0,0.7,0.7,0.08,-0.7,-0.7
Patrick Kammerbauer,de GER,FW,Freiburg,de Bundesliga,21,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,27,1990,23.5,2.0,34.0,14.0,41.2,1.45,0.6,0.06,0.14,0.0,0.0,0.0,1.6,1.6,0.05,0.4,0.4
Harry Kane,eng ENG,FW,Tottenham,eng Premier League,25,1993,26.9,17.0,97.0,42.0,43.3,3.6,1.56,0.13,0.31,4.0,4.0,4.0,14.1,11.1,0.12,2.9,1.9
Wilfried Kanga,fr FRA,FW,Angers,fr Ligue 1,20,1998,5.5,2.0,17.0,8.0,47.1,3.1,1.46,0.12,0.25,0.0,0.0,0.0,2.7,2.7,0.16,-0.7,-0.7
Lee Kangin,kr KOR,"FW,MF",Valencia,es La Liga,17,2001,0.3,0.0,1.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,27,1991,34.4,4.0,29.0,6.0,20.7,0.84,0.17,0.14,0.67,0.0,0.0,0.0,2.7,2.7,0.09,1.3,1.3
Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,24,1994,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilfrid Kaptoum,cm CMR,MF,Betis,es La Liga,22,1996,8.6,0.0,3.0,1.0,33.3,0.35,0.12,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Kenan Karaman,tr TUR,"FW,MF",Düsseldorf,de Bundesliga,24,1994,10.2,3.0,22.0,8.0,36.4,2.15,0.78,0.14,0.38,0.0,0.0,0.0,3.2,3.2,0.15,-0.2,-0.2
Yann Karamoh,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,20,1998,13.6,3.0,38.0,11.0,28.9,2.79,0.81,0.08,0.27,1.0,0.0,0.0,4.3,4.3,0.11,-1.3,-1.3
Yann Karamoh,fr FRA,MF,Inter,it Serie A,20,1998,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahim Karamoko,gn GUI,MF,Chievo,it Serie A,17,2001,0.7,0.0,2.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Orestis Karnezis,gr GRE,GK,Napoli,it Serie A,33,1985,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rick Karsdorp,nl NED,DF,Roma,it Serie A,23,1995,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grigoris Kastanos,cy CYP,MF,Juventus,it Serie A,20,1998,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,35,1983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beram Kayal,il ISR,MF,Brighton,eng Premier League,30,1988,10.4,1.0,4.0,1.0,25.0,0.38,0.1,0.25,1.0,0.0,0.0,0.0,0.3,0.3,0.09,0.7,0.7
Moise Kean,it ITA,FW,Juventus,it Serie A,18,2000,6.0,6.0,19.0,10.0,52.6,3.16,1.66,0.32,0.6,0.0,0.0,0.0,3.4,3.4,0.18,2.6,2.6
Michael Keane,eng ENG,DF,Everton,eng Premier League,25,1993,33.0,1.0,29.0,9.0,31.0,0.88,0.27,0.03,0.11,0.0,0.0,0.0,1.9,1.9,0.06,-0.9,-0.9
Neeskens Kebano,cd COD,"FW,MF",Fulham,eng Premier League,26,1992,1.2,0.0,1.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,21,1996,21.1,1.0,14.0,4.0,28.6,0.66,0.19,0.07,0.25,0.0,0.0,0.0,1.7,1.7,0.12,-0.7,-0.7
Jules Keita,gn GUI,"FW,MF",Dijon,fr Ligue 1,20,1998,5.1,2.0,16.0,5.0,31.3,3.16,0.99,0.13,0.4,0.0,0.0,0.0,2.0,2.0,0.13,0.0,0.0
Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,23,1995,15.4,2.0,28.0,9.0,32.1,1.81,0.58,0.07,0.22,0.0,0.0,0.0,2.1,2.1,0.08,-0.1,-0.1
Keko,es ESP,"MF,FW",Valladolid,es La Liga,26,1991,17.0,2.0,21.0,10.0,47.6,1.23,0.59,0.1,0.2,0.0,0.0,0.0,3.3,3.3,0.16,-1.3,-1.3
Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,28,1990,12.3,0.0,3.0,1.0,33.3,0.24,0.08,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.14,-0.4,-0.4
Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,23,1995,22.5,2.0,15.0,2.0,13.3,0.67,0.09,0.13,1.0,0.0,0.0,0.0,1.9,1.9,0.12,0.1,0.1
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenedy,br BRA,"MF,FW",Newcastle Utd,eng Premier League,22,1996,15.0,1.0,29.0,5.0,17.2,1.94,0.33,0.03,0.2,1.0,0.0,1.0,2.5,1.7,0.06,-1.5,-0.7
Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,21,1997,8.8,0.0,3.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Christophe Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,31,1986,23.3,0.0,1.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Sebastian Kerk,de GER,"MF,FW",Nürnberg,de Bundesliga,24,1994,13.1,0.0,18.0,7.0,38.9,1.37,0.53,0.0,0.0,5.0,0.0,0.0,0.9,0.9,0.05,-0.9,-0.9
Franck Kessié,ci CIV,MF,Milan,it Serie A,21,1996,33.5,8.0,49.0,12.0,24.5,1.46,0.36,0.1,0.42,0.0,3.0,3.0,7.2,4.9,0.1,0.8,0.1
Saîf-Eddine Khaoui,tn TUN,"MF,FW",Caen,fr Ligue 1,23,1995,15.0,3.0,27.0,11.0,40.7,1.8,0.73,0.11,0.27,0.0,0.0,0.0,1.6,1.6,0.06,1.4,1.4
Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,fr Ligue 1,27,1991,31.3,13.0,93.0,34.0,36.6,2.97,1.09,0.1,0.26,13.0,4.0,4.0,12.7,9.7,0.1,0.3,-0.7
Rani Khedira,de GER,"DF,MF",Augsburg,de Bundesliga,24,1994,29.2,4.0,12.0,5.0,41.7,0.41,0.17,0.33,0.8,0.0,0.0,0.0,2.0,2.0,0.17,2.0,2.0
Sami Khedira,de GER,MF,Juventus,it Serie A,31,1987,7.8,2.0,18.0,5.0,27.8,2.29,0.64,0.11,0.4,0.0,0.0,0.0,1.7,1.7,0.09,0.3,0.3
Isaac Kiese Thelin,se SWE,FW,Leverkusen,de Bundesliga,26,1992,2.0,0.0,4.0,1.0,25.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Kike,es ESP,FW,Eibar,es La Liga,28,1989,14.4,3.0,42.0,17.0,40.5,2.91,1.18,0.07,0.18,0.0,0.0,0.0,5.0,5.0,0.12,-2.0,-2.0
Max Kilman,eng ENG,DF,Wolves,eng Premier League,21,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Kimmich,de GER,"DF,MF",Bayern Munich,de Bundesliga,23,1995,34.0,2.0,25.0,8.0,32.0,0.74,0.24,0.08,0.25,0.0,0.0,0.0,1.9,1.9,0.08,0.1,0.1
Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,22,1995,22.3,0.0,4.0,1.0,25.0,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.08,-0.3,-0.3
Joshua King,no NOR,FW,Bournemouth,eng Premier League,26,1992,32.9,12.0,64.0,18.0,28.1,1.95,0.55,0.11,0.39,0.0,5.0,6.0,12.5,7.9,0.12,-0.5,-0.9
Sofian Kiyine,be BEL,"MF,DF",Chievo,it Serie A,20,1997,9.1,0.0,21.0,3.0,14.3,2.32,0.33,0.0,0.0,3.0,0.0,0.0,0.8,0.8,0.04,-0.8,-0.8
Simon Kjær,dk DEN,DF,Sevilla,es La Liga,29,1989,22.3,0.0,15.0,3.0,20.0,0.67,0.13,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.06,-0.9,-0.9
Davy Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,25,1993,31.3,5.0,31.0,9.0,29.0,0.99,0.29,0.16,0.56,0.0,0.0,0.0,3.3,3.3,0.11,1.7,1.7
Felix Klaus,de GER,"FW,MF",Wolfsburg,de Bundesliga,25,1992,4.9,1.0,14.0,6.0,42.9,2.84,1.22,0.07,0.17,0.0,0.0,0.0,2.4,2.4,0.17,-1.4,-1.4
Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,32,1985,13.7,0.0,2.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Tim Kleindienst,de GER,FW,Freiburg,de Bundesliga,22,1995,2.2,0.0,5.0,1.0,20.0,2.25,0.45,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4
Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,22,1996,22.3,5.0,14.0,7.0,50.0,0.63,0.31,0.36,0.71,0.0,0.0,0.0,2.0,2.0,0.15,3.0,3.0
Justin Kluivert,nl NED,FW,Roma,it Serie A,19,1999,14.9,1.0,21.0,8.0,38.1,1.41,0.54,0.05,0.13,0.0,0.0,0.0,1.7,1.7,0.08,-0.7,-0.7
Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,22,1996,6.6,0.0,5.0,1.0,20.0,0.76,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,26,1992,31.0,3.0,14.0,6.0,42.9,0.45,0.19,0.21,0.5,0.0,0.0,0.0,2.0,2.0,0.14,1.0,1.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Knockaert,fr FRA,"FW,MF",Brighton,eng Premier League,26,1991,20.4,2.0,29.0,9.0,31.0,1.42,0.44,0.07,0.22,2.0,0.0,0.0,2.9,2.9,0.1,-0.9,-0.9
Törles Knöll,de GER,FW,Nürnberg,de Bundesliga,20,1997,4.1,1.0,8.0,3.0,37.5,1.95,0.73,0.13,0.33,0.0,0.0,0.0,1.2,1.2,0.15,-0.2,-0.2
Gregor Kobel,ch SUI,GK,Hoffenheim,de Bundesliga,20,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gregor Kobel,ch SUI,GK,Augsburg,de Bundesliga,20,1997,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robin Koch,de GER,"MF,DF",Freiburg,de Bundesliga,22,1996,21.1,1.0,9.0,2.0,22.2,0.43,0.09,0.11,0.5,0.0,0.0,0.0,0.7,0.7,0.08,0.3,0.3
Kenan Kodro,ba BIH,"FW,MF",Athletic Club,es La Liga,24,1993,1.8,1.0,4.0,1.0,25.0,2.24,0.56,0.25,1.0,0.0,0.0,0.0,0.2,0.2,0.04,0.8,0.8
Dominik Kohr,de GER,MF,Leverkusen,de Bundesliga,24,1994,10.8,0.0,14.0,4.0,28.6,1.29,0.37,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.09,-1.3,-1.3
Djégui Koita,fr FRA,DF,Guingamp,fr Ligue 1,18,1999,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koke,es ESP,MF,Atlético Madrid,es La Liga,26,1992,28.7,3.0,20.0,5.0,25.0,0.7,0.17,0.15,0.6,1.0,0.0,0.0,1.1,1.1,0.06,1.9,1.9
Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,32,1985,32.3,8.0,37.0,11.0,29.7,1.15,0.34,0.14,0.45,9.0,3.0,3.0,4.5,2.3,0.06,3.5,2.7
Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,25,1993,21.0,0.0,10.0,2.0,20.0,0.48,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5
Randal Kolo Muani,fr FRA,"FW,MF",Nantes,fr Ligue 1,19,1998,1.4,0.0,3.0,1.0,33.3,2.21,0.74,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.09,-0.3,-0.3
Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,1991,35.4,3.0,17.0,6.0,35.3,0.48,0.17,0.18,0.5,0.0,0.0,0.0,2.2,2.2,0.13,0.8,0.8
Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,32,1986,13.6,1.0,3.0,1.0,33.3,0.22,0.07,0.33,1.0,0.0,0.0,0.0,0.2,0.2,0.05,0.8,0.8
Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,22,1995,20.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,19,1999,27.0,1.0,14.0,3.0,21.4,0.52,0.11,0.07,0.33,0.0,0.0,0.0,1.2,1.2,0.09,-0.2,-0.2
Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,25,1993,20.8,7.0,49.0,15.0,30.6,2.35,0.72,0.1,0.33,0.0,2.0,3.0,7.6,5.3,0.11,-0.6,-0.3
Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,25,1993,13.8,1.0,22.0,4.0,18.2,1.59,0.29,0.05,0.25,0.0,0.0,0.0,2.0,2.0,0.09,-1.0,-1.0
Kouadio Koné,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,29,1989,23.9,1.0,7.0,2.0,28.6,0.29,0.08,0.14,0.5,0.0,0.0,0.0,0.6,0.6,0.09,0.4,0.4
Youssouf Koné,ml MLI,DF,Lille,fr Ligue 1,23,1995,19.0,0.0,5.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Terence Kongolo,nl NED,DF,Huddersfield,eng Premier League,24,1994,30.2,1.0,14.0,4.0,28.6,0.46,0.13,0.07,0.25,0.0,0.0,0.0,1.2,1.2,0.08,-0.2,-0.2
Yevhen Konoplyanka,ua UKR,FW,Schalke 04,de Bundesliga,28,1989,7.3,1.0,19.0,6.0,31.6,2.61,0.82,0.05,0.17,1.0,0.0,0.0,1.3,1.3,0.07,-0.3,-0.3
Pascal Köpke,de GER,"FW,MF",Hertha BSC,de Bundesliga,22,1995,0.8,0.0,4.0,1.0,25.0,4.86,1.22,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Julian Korb,de GER,DF,Hannover 96,de Bundesliga,26,1992,11.2,0.0,1.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,32,1985,14.8,3.0,5.0,4.0,80.0,0.34,0.27,0.6,0.75,0.0,0.0,0.0,1.7,1.7,0.35,1.3,1.3
Filip Kostić,rs SRB,"DF,MF",Eint Frankfurt,de Bundesliga,25,1992,32.8,6.0,60.0,16.0,26.7,1.83,0.49,0.1,0.38,7.0,0.0,0.0,4.8,4.8,0.08,1.2,1.2
Christian Kouakou,ci CIV,FW,Caen,fr Ligue 1,27,1991,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Kouamé,ci CIV,"FW,MF",Genoa,it Serie A,20,1997,34.1,4.0,86.0,25.0,29.1,2.52,0.73,0.05,0.16,0.0,0.0,0.0,6.9,6.9,0.08,-2.9,-2.9
Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,25,1992,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,27,1991,34.8,2.0,22.0,7.0,31.8,0.63,0.2,0.09,0.29,0.0,0.0,0.0,3.2,3.2,0.15,-1.2,-1.2
Jules Koundé,fr FRA,DF,Bordeaux,fr Ligue 1,19,1998,37.0,0.0,14.0,2.0,14.3,0.38,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.05,-0.7,-0.7
Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,28,1989,21.1,0.0,21.0,8.0,38.1,1.0,0.38,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.07,-1.4,-1.4
Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,24,1994,19.3,0.0,29.0,3.0,10.3,1.5,0.16,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.06,-1.8,-1.8
Dawid Kownacki,pl POL,FW,Sampdoria,it Serie A,21,1997,1.9,1.0,4.0,1.0,25.0,2.14,0.54,0.0,0.0,0.0,1.0,2.0,1.8,0.2,0.06,-0.8,-0.2
Dawid Kownacki,pl POL,"MF,FW",Düsseldorf,de Bundesliga,21,1997,6.4,4.0,12.0,5.0,41.7,1.88,0.78,0.33,0.8,0.0,0.0,0.0,1.3,1.3,0.11,2.7,2.7
Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,30,1988,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emil Krafth,se SWE,DF,Amiens,fr Ligue 1,23,1994,33.0,1.0,11.0,5.0,45.5,0.33,0.15,0.09,0.2,0.0,0.0,0.0,0.7,0.7,0.06,0.3,0.3
Luka Krajnc,si SVN,DF,Frosinone,it Serie A,23,1994,8.8,0.0,2.0,1.0,50.0,0.23,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,27,1991,26.6,17.0,101.0,38.0,37.6,3.79,1.43,0.12,0.32,7.0,5.0,6.0,19.7,15.2,0.15,-2.7,-3.2
Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,27,1991,12.6,2.0,8.0,3.0,37.5,0.63,0.24,0.25,0.67,0.0,0.0,0.0,0.9,0.9,0.11,1.1,1.1
