Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes Completed,Passes Attempted,Pass Completion %,TotDist,PrgDist,Short Passes Completed,Short Passes Attempted,Short Pass Completion %,Medium Passes Completed,Medium Passes Attempted,Medium Pass Completion %,Long Passes Completed,Long Passes Attempted,Long Pass Completion %,Assists,xA,A-xA,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes
Krzysztof Piątek,pl POL,FW,Milan,it Serie A,24,1995,13.1,181.0,239.0,75.7,2630.0,373.0,8.0,17.0,47.1,152.0,193.0,78.8,21.0,29.0,72.4,0.0,0.9,-0.9,13.0,15.0,4.0,1.0,14.0
Pablo Piatti,ar ARG,"DF,MF",Espanyol,es La Liga,30,1989,0.6,21.0,29.0,72.4,330.0,54.0,0.0,0.0,0.0,19.0,19.0,100.0,2.0,10.0,20.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
Cristiano Piccini,it ITA,DF,Valencia,es La Liga,26,1992,0.8,41.0,51.0,80.4,764.0,259.0,1.0,1.0,100.0,33.0,33.0,100.0,7.0,17.0,41.2,0.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefano Piccinini,it ITA,DF,Sassuolo,it Serie A,16,2002,0.1,20.0,22.0,90.9,333.0,55.0,0.0,0.0,0.0,17.0,19.0,89.5,3.0,3.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
Roberto Piccoli,it ITA,FW,Atalanta,it Serie A,18,2001,0.2,5.0,6.0,83.3,78.0,14.0,0.0,0.0,0.0,4.0,5.0,80.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Jordan Pickford,eng ENG,GK,Everton,eng Premier League,25,1994,38.0,895.0,1373.0,65.2,31615.0,21723.0,18.0,18.0,100.0,430.0,431.0,99.8,447.0,924.0,48.4,0.0,0.1,-0.1,1.0,49.0,4.0,0.0,2.0
Jérémy Pied,fr FRA,DF,Lille,fr Ligue 1,30,1989,5.0,248.0,326.0,76.1,4519.0,2020.0,5.0,14.0,35.7,205.0,235.0,87.2,38.0,77.0,49.4,0.0,0.3,-0.3,3.0,26.0,11.0,5.0,58.0
Ronaël Pierre-Gabriel,fr FRA,DF,Mainz 05,de Bundesliga,21,1998,6.4,197.0,279.0,70.6,3884.0,1886.0,3.0,13.0,23.1,150.0,193.0,77.7,44.0,73.0,60.3,1.0,0.4,0.6,4.0,25.0,7.0,3.0,41.0
Brandon Pierrick,eng ENG,MF,Crystal Palace,eng Premier League,17,2001,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik Pieters,nl NED,"DF,MF",Burnley,eng Premier League,30,1988,20.9,687.0,923.0,74.4,11959.0,4687.0,12.0,41.0,29.3,560.0,658.0,85.1,115.0,224.0,51.3,4.0,2.8,1.2,17.0,38.0,16.0,7.0,105.0
Tomás Pina Isla,es ESP,MF,Alavés,es La Liga,31,1987,14.9,419.0,525.0,79.8,7166.0,1941.0,13.0,31.0,41.9,337.0,396.0,85.1,69.0,98.0,70.4,0.0,0.5,-0.5,4.0,37.0,3.0,0.0,43.0
Andrea Pinamonti,it ITA,FW,Genoa,it Serie A,20,1999,24.8,440.0,624.0,70.5,6362.0,728.0,22.0,55.0,40.0,370.0,492.0,75.2,48.0,77.0,62.3,1.0,0.6,0.4,14.0,17.0,7.0,1.0,18.0
Simone Pinna,it ITA,DF,Cagliari,it Serie A,21,1997,1.0,64.0,78.0,82.1,1436.0,641.0,2.0,2.0,100.0,41.0,47.0,87.2,21.0,29.0,72.4,0.0,0.1,-0.1,2.0,11.0,2.0,1.0,11.0
Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,29,1990,0.2,3.0,3.0,100.0,81.0,69.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pipa,es ESP,DF,Espanyol,es La Liga,21,1998,5.3,153.0,218.0,70.2,2887.0,899.0,2.0,9.0,22.2,117.0,145.0,80.7,34.0,64.0,53.1,0.0,0.2,-0.2,5.0,6.0,4.0,2.0,18.0
Gerard Piqué,es ESP,DF,Barcelona,es La Liga,32,1987,34.4,2469.0,2659.0,92.9,53752.0,14795.0,16.0,34.0,47.1,1647.0,1723.0,95.6,806.0,902.0,89.4,0.0,0.6,-0.6,5.0,192.0,3.0,0.0,119.0
Lorenzo Pirola,it ITA,DF,Inter,it Serie A,17,2002,0.1,9.0,9.0,100.0,186.0,13.0,1.0,1.0,100.0,5.0,5.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabio Pisacane,it ITA,DF,Cagliari,it Serie A,33,1986,27.1,964.0,1087.0,88.7,21145.0,5398.0,1.0,10.0,10.0,626.0,675.0,92.7,337.0,402.0,83.8,0.0,0.3,-0.3,5.0,19.0,5.0,2.0,41.0
Łukasz Piszczek,pl POL,DF,Dortmund,de Bundesliga,34,1985,23.4,1733.0,1973.0,87.8,32251.0,10665.0,11.0,33.0,33.3,1412.0,1520.0,92.9,310.0,420.0,73.8,3.0,2.1,0.9,12.0,105.0,14.0,3.0,123.0
Claudio Pizarro,pe PER,"FW,MF",Werder Bremen,de Bundesliga,40,1978,2.6,60.0,87.0,69.0,948.0,362.0,4.0,13.0,30.8,48.0,61.0,78.7,8.0,13.0,61.5,0.0,0.7,-0.7,4.0,6.0,8.0,1.0,12.0
Miralem Pjanić,ba BIH,MF,Juventus,it Serie A,29,1990,25.3,1767.0,2014.0,87.7,31156.0,10144.0,44.0,72.0,61.1,1407.0,1500.0,93.8,316.0,442.0,71.5,6.0,3.3,2.7,49.0,207.0,23.0,2.0,209.0
Óscar Plano,es ESP,MF,Valladolid,es La Liga,28,1991,27.8,529.0,740.0,71.5,9408.0,2499.0,13.0,39.0,33.3,417.0,541.0,77.1,99.0,160.0,61.9,2.0,2.7,-0.7,25.0,54.0,18.0,6.0,57.0
Marvin Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,27,1992,15.5,547.0,743.0,73.6,11369.0,5260.0,2.0,27.0,7.4,391.0,448.0,87.3,154.0,268.0,57.5,5.0,2.6,2.4,21.0,32.0,9.0,8.0,105.0
Alassane Pléa,fr FRA,FW,M'Gladbach,de Bundesliga,26,1993,23.8,519.0,718.0,72.3,8237.0,2098.0,15.0,60.0,25.0,418.0,530.0,78.9,86.0,128.0,67.2,10.0,6.4,3.6,38.0,43.0,31.0,8.0,79.0
Thomas Pledl,de GER,"DF,MF",Düsseldorf,de Bundesliga,25,1994,1.0,21.0,38.0,55.3,341.0,108.0,0.0,4.0,0.0,18.0,27.0,66.7,3.0,7.0,42.9,0.0,0.1,-0.1,1.0,2.0,1.0,1.0,2.0
Daniel Podence,pt POR,"FW,MF",Wolves,eng Premier League,23,1995,3.2,74.0,105.0,70.5,1110.0,232.0,4.0,7.0,57.1,62.0,80.0,77.5,8.0,18.0,44.4,0.0,0.4,-0.4,5.0,3.0,3.0,0.0,9.0
Paul Pogba,fr FRA,MF,Manchester Utd,eng Premier League,26,1993,13.4,880.0,1026.0,85.8,17758.0,4790.0,12.0,32.0,37.5,652.0,727.0,89.7,216.0,267.0,80.9,3.0,2.7,0.3,27.0,118.0,27.0,1.0,114.0
Joel Pohjanpalo,fi FIN,MF,Leverkusen,de Bundesliga,24,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Poli,it ITA,MF,Bologna,it Serie A,29,1989,21.3,954.0,1066.0,89.5,16438.0,4273.0,20.0,29.0,69.0,771.0,831.0,92.8,163.0,206.0,79.1,0.0,1.8,-1.8,18.0,121.0,21.0,3.0,103.0
Matteo Politano,it ITA,FW,Napoli,it Serie A,25,1993,8.3,277.0,363.0,76.3,4239.0,986.0,7.0,21.0,33.3,232.0,265.0,87.5,38.0,77.0,49.4,2.0,1.5,0.5,19.0,14.0,13.0,2.0,31.0
Matteo Politano,it ITA,FW,Inter,it Serie A,25,1993,2.9,86.0,126.0,68.3,1409.0,348.0,4.0,14.0,28.6,68.0,88.0,77.3,14.0,24.0,58.3,0.0,0.7,-0.7,8.0,2.0,4.0,2.0,9.0
Sebastian Polter,de GER,FW,Union Berlin,de Bundesliga,28,1991,3.7,56.0,81.0,69.1,825.0,277.0,5.0,7.0,71.4,44.0,65.0,67.7,7.0,9.0,77.8,2.0,1.2,0.8,9.0,4.0,3.0,0.0,9.0
Marin Pongračić,hr CRO,DF,Wolfsburg,de Bundesliga,21,1997,10.3,494.0,595.0,83.0,12441.0,3611.0,3.0,10.0,30.0,261.0,314.0,83.1,230.0,271.0,84.9,0.0,0.0,0.0,0.0,38.0,1.0,0.0,44.0
Pere Pons,es ESP,MF,Alavés,es La Liga,26,1993,12.1,280.0,378.0,74.1,4900.0,1105.0,7.0,21.0,33.3,228.0,282.0,80.9,45.0,75.0,60.0,1.0,0.9,0.1,5.0,9.0,4.0,1.0,20.0
Nick Pope,eng ENG,GK,Burnley,eng Premier League,27,1992,38.0,536.0,1180.0,45.4,24496.0,19350.0,1.0,2.0,50.0,128.0,132.0,97.0,407.0,1046.0,38.9,0.0,0.6,-0.6,4.0,39.0,1.0,0.0,2.0
Pedro Porro,es ESP,"DF,MF",Valladolid,es La Liga,19,1999,8.2,239.0,369.0,64.8,4291.0,1834.0,5.0,32.0,15.6,192.0,231.0,83.1,42.0,106.0,39.6,0.0,0.2,-0.2,4.0,17.0,7.0,3.0,34.0
Francisco Portillo,es ESP,MF,Getafe,es La Liga,29,1990,4.2,120.0,167.0,71.9,1935.0,741.0,5.0,13.0,38.5,97.0,123.0,78.9,18.0,31.0,58.1,2.0,0.9,1.1,7.0,15.0,11.0,2.0,27.0
Portu,es ESP,"FW,MF",Real Sociedad,es La Liga,27,1992,26.6,456.0,664.0,68.7,7044.0,2195.0,17.0,52.0,32.7,384.0,487.0,78.9,55.0,125.0,44.0,7.0,5.3,1.7,34.0,27.0,34.0,17.0,79.0
Stefan Posch,at AUT,DF,Hoffenheim,de Bundesliga,22,1997,25.6,1211.0,1480.0,81.8,24700.0,8738.0,9.0,38.0,23.7,903.0,1003.0,90.0,299.0,439.0,68.1,0.0,0.9,-0.9,5.0,77.0,9.0,1.0,124.0
Sergio Postigo,es ESP,DF,Levante,es La Liga,30,1988,26.4,842.0,1017.0,82.8,18924.0,7241.0,8.0,20.0,40.0,547.0,592.0,92.4,287.0,405.0,70.9,1.0,0.6,0.4,7.0,56.0,7.0,0.0,79.0
Florent Poulolo,fr FRA,"MF,DF",Getafe,es La Liga,22,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,25,1994,13.6,239.0,339.0,70.5,3214.0,740.0,14.0,37.0,37.8,202.0,260.0,77.7,23.0,42.0,54.8,6.0,1.8,4.2,14.0,14.0,14.0,0.0,32.0
Maxime Poundjé,fr FRA,DF,Bordeaux,fr Ligue 1,26,1992,0.0,5.0,5.0,100.0,60.0,22.0,0.0,0.0,0.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darío Poveda,es ESP,FW,Atlético Madrid,es La Liga,22,1997,0.1,3.0,4.0,75.0,30.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alejandro Pozo Pozo,es ESP,DF,Mallorca,es La Liga,20,1999,16.6,647.0,856.0,75.6,11243.0,4434.0,11.0,31.0,35.5,537.0,636.0,84.4,99.0,189.0,52.4,2.0,1.2,0.8,17.0,34.0,17.0,10.0,86.0
Alejandro Pozo Pozo,es ESP,"FW,MF",Sevilla,es La Liga,20,1999,0.4,10.0,14.0,71.4,151.0,46.0,0.0,1.0,0.0,9.0,12.0,75.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
Percy Prado,pe PER,DF,Nantes,fr Ligue 1,23,1996,2.1,84.0,106.0,79.2,1438.0,809.0,3.0,7.0,42.9,66.0,71.0,93.0,15.0,28.0,53.6,0.0,0.0,0.0,1.0,4.0,0.0,0.0,8.0
Dennis Praet,be BEL,MF,Leicester City,eng Premier League,25,1994,12.6,446.0,539.0,82.7,7655.0,1903.0,12.0,27.0,44.4,357.0,410.0,87.1,77.0,102.0,75.5,2.0,0.8,1.2,9.0,33.0,10.0,3.0,38.0
Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,26,1992,3.1,46.0,73.0,63.0,755.0,145.0,2.0,10.0,20.0,35.0,48.0,72.9,9.0,15.0,60.0,0.0,0.1,-0.1,2.0,4.0,0.0,0.0,5.0
Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,25,1993,0.9,55.0,58.0,94.8,1091.0,207.0,0.0,1.0,0.0,44.0,45.0,97.8,11.0,12.0,91.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0
Nicolas de Préville,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,28,1991,22.2,693.0,962.0,72.0,12876.0,2875.0,10.0,43.0,23.3,542.0,647.0,83.8,141.0,272.0,51.8,4.0,4.5,-0.5,47.0,54.0,17.0,5.0,90.0
Sebastian Prödl,at AUT,DF,Watford,eng Premier League,32,1987,0.6,6.0,10.0,60.0,81.0,55.0,0.0,0.0,0.0,6.0,7.0,85.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kai Pröger,de GER,"MF,FW",Paderborn 07,de Bundesliga,27,1992,23.1,333.0,623.0,53.5,6717.0,2606.0,14.0,66.0,21.2,227.0,331.0,68.6,92.0,226.0,40.7,6.0,3.6,2.4,41.0,20.0,15.0,9.0,86.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grischa Prömel,de GER,MF,Union Berlin,de Bundesliga,24,1995,10.3,274.0,358.0,76.5,4613.0,1150.0,9.0,24.0,37.5,219.0,258.0,84.9,46.0,76.0,60.5,0.0,0.2,-0.2,4.0,30.0,4.0,1.0,32.0
Davy Pröpper,nl NED,MF,Brighton,eng Premier League,27,1991,31.4,1483.0,1785.0,83.1,28711.0,8234.0,22.0,64.0,34.4,1126.0,1284.0,87.7,335.0,437.0,76.7,2.0,2.1,-0.1,27.0,166.0,26.0,6.0,193.0
Antonio Puertas,es ESP,"FW,MF",Granada,es La Liga,27,1992,28.5,538.0,768.0,70.1,8380.0,1885.0,19.0,65.0,29.2,452.0,574.0,78.7,67.0,129.0,51.9,3.0,3.3,-0.3,17.0,27.0,12.0,6.0,53.0
Riqui Puig,es ESP,MF,Barcelona,es La Liga,19,1999,5.7,394.0,433.0,91.0,6796.0,1044.0,13.0,21.0,61.9,306.0,331.0,92.4,75.0,81.0,92.6,2.0,1.6,0.4,10.0,31.0,8.0,0.0,21.0
Teemu Pukki,fi FIN,FW,Norwich City,eng Premier League,29,1990,32.1,421.0,522.0,80.7,5884.0,667.0,20.0,49.0,40.8,353.0,411.0,85.9,48.0,62.0,77.4,3.0,3.1,-0.1,28.0,14.0,6.0,2.0,18.0
Erick Pulgar,cl CHI,MF,Fiorentina,it Serie A,25,1994,32.8,1410.0,1738.0,81.1,28418.0,8679.0,39.0,73.0,53.4,986.0,1075.0,91.7,385.0,590.0,65.3,6.0,6.7,-0.7,83.0,122.0,24.0,6.0,213.0
Christian Pulisic,us USA,FW,Chelsea,eng Premier League,20,1998,19.1,546.0,700.0,78.0,8420.0,1620.0,13.0,44.0,29.5,468.0,552.0,84.8,65.0,104.0,62.5,4.0,3.5,0.5,29.0,28.0,28.0,1.0,62.0
Ignacio Pussetto,ar ARG,"FW,DF",Watford,eng Premier League,23,1995,0.8,18.0,31.0,58.1,282.0,145.0,1.0,1.0,100.0,13.0,19.0,68.4,4.0,11.0,36.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
Ignacio Pussetto,ar ARG,"FW,DF",Udinese,it Serie A,23,1995,3.8,87.0,128.0,68.0,1512.0,529.0,3.0,10.0,30.0,65.0,91.0,71.4,19.0,27.0,70.4,0.0,0.8,-0.8,11.0,5.0,4.0,1.0,14.0
Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,36,1983,25.3,376.0,548.0,68.6,6542.0,1652.0,17.0,40.0,42.5,286.0,377.0,75.9,73.0,131.0,55.7,3.0,4.4,-1.4,35.0,33.0,20.0,4.0,50.0
Robin Quaison,se SWE,"FW,MF",Mainz 05,de Bundesliga,25,1993,28.9,408.0,577.0,70.7,6591.0,1424.0,17.0,40.0,42.5,329.0,418.0,78.7,62.0,119.0,52.1,2.0,2.6,-0.6,25.0,30.0,20.0,0.0,44.0
Domingos Quina,pt POR,MF,Watford,eng Premier League,19,1999,0.2,9.0,9.0,100.0,135.0,21.0,0.0,0.0,0.0,8.0,8.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Quini,es ESP,DF,Granada,es La Liga,29,1989,8.0,230.0,298.0,77.2,3953.0,1331.0,7.0,21.0,33.3,185.0,210.0,88.1,38.0,67.0,56.7,0.0,0.2,-0.2,6.0,18.0,3.0,2.0,27.0
Xavi Quintillà,es ESP,DF,Villarreal,es La Liga,22,1996,17.5,850.0,1040.0,81.7,14119.0,4752.0,23.0,43.0,53.5,695.0,766.0,90.7,132.0,231.0,57.1,2.0,1.3,0.7,19.0,39.0,17.0,9.0,76.0
Quique,es ESP,FW,Eibar,es La Liga,29,1990,5.4,88.0,124.0,71.0,1345.0,275.0,5.0,8.0,62.5,71.0,98.0,72.4,12.0,18.0,66.7,1.0,0.3,0.7,7.0,5.0,3.0,1.0,9.0
Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,24,1995,21.2,1017.0,1141.0,89.1,16100.0,2892.0,24.0,64.0,37.5,854.0,915.0,93.3,139.0,162.0,85.8,1.0,0.8,0.2,14.0,81.0,9.0,3.0,46.0
Nemanja Radoja,rs SRB,MF,Levante,es La Liga,26,1993,22.1,838.0,949.0,88.3,15935.0,3588.0,12.0,29.0,41.4,635.0,689.0,92.2,191.0,231.0,82.7,0.0,0.6,-0.6,5.0,59.0,8.0,2.0,74.0
Nemanja Radonjić,rs SRB,"FW,MF",Marseille,fr Ligue 1,23,1996,9.8,254.0,347.0,73.2,4191.0,1285.0,7.0,30.0,23.3,213.0,265.0,80.4,34.0,52.0,65.4,1.0,0.9,0.1,11.0,16.0,20.0,4.0,50.0
Ivan Radovanović,rs SRB,MF,Genoa,it Serie A,30,1988,14.6,689.0,797.0,86.4,15850.0,4006.0,3.0,8.0,37.5,456.0,497.0,91.8,230.0,292.0,78.8,1.0,0.6,0.4,15.0,85.0,10.0,3.0,77.0
Ionuț Radu,ro ROU,GK,Genoa,it Serie A,22,1997,17.0,535.0,659.0,81.2,14013.0,7574.0,2.0,2.0,100.0,333.0,335.0,99.4,200.0,322.0,62.1,1.0,0.1,0.9,1.0,12.0,1.0,0.0,0.0
Ștefan Radu,ro ROU,DF,Lazio,it Serie A,32,1986,25.6,1197.0,1371.0,87.3,23176.0,8477.0,27.0,44.0,61.4,890.0,961.0,92.6,280.0,366.0,76.5,0.0,0.7,-0.7,13.0,112.0,14.0,7.0,119.0
Boris Radunović,rs SRB,GK,Hellas Verona,it Serie A,23,1996,3.0,37.0,61.0,60.7,1263.0,867.0,0.0,0.0,0.0,17.0,17.0,100.0,20.0,44.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael,br BRA,DF,Lyon,fr Ligue 1,29,1990,7.8,357.0,436.0,81.9,5398.0,2317.0,6.0,18.0,33.3,319.0,355.0,89.9,32.0,63.0,50.8,0.0,0.6,-0.6,3.0,24.0,2.0,1.0,40.0
Rafael,br BRA,GK,Cagliari,it Serie A,37,1982,5.0,107.0,153.0,69.9,3350.0,2177.0,2.0,2.0,100.0,48.0,48.0,100.0,57.0,103.0,55.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Raffael,br BRA,MF,M'Gladbach,de Bundesliga,34,1985,0.7,37.0,48.0,77.1,525.0,165.0,1.0,5.0,20.0,31.0,33.0,93.9,5.0,10.0,50.0,0.0,0.2,-0.2,4.0,2.0,2.0,0.0,7.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafinha,br BRA,"FW,MF",Barcelona,es La Liga,26,1993,2.1,142.0,164.0,86.6,2279.0,362.0,2.0,5.0,40.0,117.0,127.0,92.1,23.0,32.0,71.9,0.0,0.3,-0.3,6.0,7.0,6.0,2.0,13.0
Rafinha,br BRA,MF,Celta Vigo,es La Liga,26,1993,23.5,1138.0,1317.0,86.4,19331.0,4441.0,35.0,67.0,52.2,897.0,986.0,91.0,206.0,264.0,78.0,1.0,1.4,-0.4,20.0,93.0,28.0,1.0,109.0
Daniele Ragatzu,it ITA,"MF,FW",Cagliari,it Serie A,27,1991,3.5,139.0,172.0,80.8,2309.0,440.0,5.0,8.0,62.5,110.0,127.0,86.6,24.0,37.0,64.9,0.0,0.8,-0.8,9.0,6.0,7.0,2.0,15.0
Baba Rahman,gh GHA,DF,Mallorca,es La Liga,25,1994,1.2,42.0,60.0,70.0,773.0,302.0,0.0,1.0,0.0,32.0,40.0,80.0,10.0,19.0,52.6,0.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0
Antonio Raillo,es ESP,DF,Mallorca,es La Liga,27,1991,30.8,959.0,1155.0,83.0,21239.0,7384.0,11.0,20.0,55.0,615.0,681.0,90.3,333.0,454.0,73.3,0.0,0.2,-0.2,3.0,36.0,2.0,0.0,50.0
Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,23,1995,27.0,736.0,998.0,73.7,21527.0,11088.0,3.0,3.0,100.0,382.0,383.0,99.7,351.0,612.0,57.4,0.0,0.0,0.0,1.0,15.0,1.0,0.0,3.0
Ivan Rakitić,hr CRO,MF,Barcelona,es La Liga,31,1988,17.7,1322.0,1485.0,89.0,22986.0,5160.0,45.0,64.0,70.3,1037.0,1136.0,91.3,240.0,285.0,84.2,3.0,1.4,1.6,18.0,119.0,20.0,0.0,88.0
Benito Raman,be BEL,FW,Schalke 04,de Bundesliga,24,1994,17.8,232.0,342.0,67.8,3866.0,859.0,9.0,30.0,30.0,187.0,253.0,73.9,36.0,59.0,61.0,3.0,2.2,0.8,17.0,11.0,8.0,0.0,24.0
Gastón Ramírez,uy URU,"MF,FW",Sampdoria,it Serie A,28,1990,15.5,458.0,642.0,71.3,8388.0,2553.0,15.0,25.0,60.0,338.0,409.0,82.6,105.0,208.0,50.5,2.0,3.1,-1.1,34.0,36.0,23.0,3.0,89.0
Sandro Ramírez,es ESP,"FW,MF",Valladolid,es La Liga,24,1995,14.5,273.0,376.0,72.6,4748.0,880.0,9.0,21.0,42.9,208.0,258.0,80.6,56.0,97.0,57.7,1.0,1.7,-0.7,12.0,21.0,9.0,4.0,29.0
Iván Ramis,es ESP,DF,Eibar,es La Liga,34,1984,5.1,166.0,198.0,83.8,4222.0,1004.0,1.0,1.0,100.0,86.0,94.0,91.5,79.0,103.0,76.7,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0
Adrián Ramos,co COL,FW,Granada,es La Liga,33,1986,2.5,49.0,75.0,65.3,735.0,209.0,3.0,7.0,42.9,41.0,59.0,69.5,5.0,9.0,55.6,0.0,0.1,-0.1,1.0,10.0,2.0,0.0,8.0
Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,33,1986,33.5,1963.0,2144.0,91.6,44819.0,15381.0,24.0,45.0,53.3,1222.0,1299.0,94.1,717.0,800.0,89.6,0.0,0.3,-0.3,5.0,173.0,8.0,1.0,120.0
Aaron Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,21,1998,37.0,648.0,1124.0,57.7,21850.0,14848.0,2.0,4.0,50.0,324.0,325.0,99.7,322.0,795.0,40.5,1.0,0.1,0.9,2.0,20.0,0.0,0.0,3.0
Aaron Ramsey,wal WAL,MF,Juventus,it Serie A,28,1990,11.7,649.0,746.0,87.0,9596.0,1744.0,22.0,35.0,62.9,557.0,616.0,90.4,70.0,95.0,73.7,1.0,1.6,-0.6,18.0,57.0,5.0,1.0,38.0
Darren Randolph,ie IRL,GK,West Ham,eng Premier League,32,1987,2.0,22.0,40.0,55.0,1244.0,1093.0,0.0,0.0,0.0,2.0,2.0,100.0,20.0,38.0,52.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,20,1999,2.6,137.0,159.0,86.2,2863.0,1155.0,0.0,3.0,0.0,97.0,102.0,95.1,40.0,54.0,74.1,0.0,0.7,-0.7,5.0,12.0,1.0,1.0,22.0
Andrea Ranocchia,it ITA,DF,Inter,it Serie A,31,1988,5.8,298.0,337.0,88.4,7447.0,2153.0,1.0,1.0,100.0,148.0,170.0,87.1,149.0,166.0,89.8,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0
Tobias Raschl,de GER,MF,Dortmund,de Bundesliga,19,2000,0.3,15.0,16.0,93.8,318.0,21.0,0.0,0.0,0.0,9.0,10.0,90.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,21,1997,29.4,758.0,988.0,76.7,12428.0,3377.0,22.0,63.0,34.9,634.0,768.0,82.6,102.0,157.0,65.0,7.0,4.6,2.4,33.0,61.0,67.0,4.0,141.0
Milot Rashica,xk KVX,FW,Werder Bremen,de Bundesliga,23,1996,25.2,470.0,702.0,67.0,9182.0,2048.0,10.0,38.0,26.3,346.0,447.0,77.4,114.0,217.0,52.5,5.0,3.0,2.0,40.0,20.0,24.0,12.0,75.0
Giacomo Raspadori,it ITA,"MF,FW",Sassuolo,it Serie A,19,2000,2.9,94.0,115.0,81.7,1496.0,199.0,2.0,7.0,28.6,81.0,93.0,87.1,11.0,15.0,73.3,0.0,0.2,-0.2,5.0,8.0,2.0,1.0,5.0
Raúl,es ESP,"FW,MF",Betis,es La Liga,18,2000,0.2,4.0,7.0,57.1,53.0,5.0,0.0,0.0,0.0,4.0,7.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ante Rebić,hr CRO,FW,Eint Frankfurt,de Bundesliga,25,1993,1.0,9.0,18.0,50.0,114.0,18.0,1.0,4.0,25.0,8.0,14.0,57.1,0.0,0.0,0.0,0.0,0.1,-0.1,2.0,0.0,0.0,0.0,1.0
