Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes Completed,Passes Attempted,Pass Completion %,TotDist,PrgDist,Short Passes Completed,Short Passes Attempted,Short Pass Completion %,Medium Passes Completed,Medium Passes Attempted,Medium Pass Completion %,Long Passes Completed,Long Passes Attempted,Long Pass Completion %,Assists,xA,A-xA,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes
Leandro Cabrera,uy URU,DF,Getafe,es La Liga,28,1991,17.0,272.0,503.0,54.1,8768.0,3479.0,2.0,14.0,14.3,95.0,149.0,63.8,175.0,340.0,51.5,0.0,0.2,-0.2,2.0,54.0,5.0,1.0,72.0
Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,28,1991,17.0,553.0,819.0,67.5,13741.0,5585.0,8.0,23.0,34.8,301.0,367.0,82.0,244.0,429.0,56.9,1.0,0.3,0.7,6.0,40.0,6.0,1.0,54.0
Fabrizio Cacciatore,it ITA,DF,Cagliari,it Serie A,32,1986,12.8,557.0,705.0,79.0,11570.0,5365.0,4.0,14.0,28.6,402.0,452.0,88.9,151.0,239.0,63.2,0.0,0.5,-0.5,5.0,42.0,7.0,4.0,94.0
Martín Cáceres,uy URU,DF,Fiorentina,it Serie A,32,1987,26.2,1098.0,1306.0,84.1,22541.0,8225.0,18.0,36.0,50.0,811.0,885.0,91.6,269.0,385.0,69.9,0.0,0.5,-0.5,13.0,85.0,6.0,4.0,95.0
Anthony Caci,fr FRA,DF,Strasbourg,fr Ligue 1,22,1997,7.7,416.0,520.0,80.0,8754.0,4020.0,3.0,13.0,23.1,312.0,343.0,91.0,101.0,164.0,61.6,4.0,2.0,2.0,12.0,50.0,12.0,8.0,66.0
Jhonder Cádiz,ve VEN,"FW,MF",Dijon,fr Ligue 1,24,1995,8.9,120.0,189.0,63.5,1928.0,404.0,1.0,10.0,10.0,99.0,138.0,71.7,20.0,41.0,48.8,2.0,1.1,0.9,8.0,9.0,4.0,0.0,11.0
Mathieu Cafaro,fr FRA,"FW,MF",Reims,fr Ligue 1,22,1997,10.3,203.0,351.0,57.8,4411.0,1643.0,2.0,18.0,11.1,137.0,173.0,79.2,64.0,160.0,40.0,2.0,1.8,0.2,15.0,26.0,10.0,4.0,51.0
Jonathan Cafu,br BRA,DF,Bordeaux,fr Ligue 1,28,1991,2.2,78.0,95.0,82.1,1266.0,308.0,0.0,2.0,0.0,73.0,87.0,83.9,5.0,6.0,83.3,0.0,0.1,-0.1,2.0,1.0,1.0,0.0,4.0
Gary Cahill,eng ENG,DF,Crystal Palace,eng Premier League,33,1985,24.1,826.0,953.0,86.7,18604.0,5545.0,7.0,17.0,41.2,527.0,579.0,91.0,292.0,357.0,81.8,1.0,0.3,0.7,2.0,34.0,2.0,0.0,40.0
Felipe Caicedo,ec ECU,FW,Lazio,it Serie A,30,1988,15.6,321.0,404.0,79.5,4173.0,786.0,38.0,47.0,80.9,257.0,318.0,80.8,26.0,39.0,66.7,2.0,2.7,-0.7,22.0,20.0,9.0,0.0,26.0
Arturo Calabresi,it ITA,DF,Amiens,fr Ligue 1,23,1996,20.9,714.0,964.0,74.1,12771.0,6137.0,14.0,39.0,35.9,570.0,667.0,85.5,130.0,258.0,50.4,1.0,0.9,0.1,5.0,56.0,9.0,2.0,138.0
Davide Calabria,it ITA,DF,Milan,it Serie A,22,1996,18.0,945.0,1169.0,80.8,18603.0,7475.0,10.0,37.0,27.0,727.0,802.0,90.6,208.0,330.0,63.0,1.0,0.7,0.3,13.0,99.0,20.0,9.0,165.0
Riccardo Calafiori,it ITA,DF,Roma,it Serie A,17,2002,0.7,10.0,14.0,71.4,186.0,53.0,0.0,0.0,0.0,8.0,11.0,72.7,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattia Caldara,it ITA,DF,Atalanta,it Serie A,25,1994,10.7,381.0,424.0,89.9,7708.0,1584.0,4.0,9.0,44.4,270.0,290.0,93.1,107.0,125.0,85.6,1.0,0.4,0.6,1.0,12.0,0.0,0.0,15.0
Marco Calderoni,it ITA,DF,Lecce,it Serie A,30,1989,22.9,829.0,1122.0,73.9,15879.0,6224.0,10.0,67.0,14.9,645.0,730.0,88.4,174.0,325.0,53.5,2.0,2.1,-0.1,21.0,41.0,33.0,19.0,128.0
Fernando Calero,es ESP,DF,Espanyol,es La Liga,23,1995,11.6,507.0,577.0,87.9,10183.0,3222.0,4.0,6.0,66.7,377.0,400.0,94.3,126.0,171.0,73.7,0.0,0.0,0.0,1.0,16.0,3.0,0.0,28.0
Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,22,1996,21.0,941.0,1059.0,88.9,21303.0,6700.0,7.0,10.0,70.0,591.0,632.0,93.5,343.0,417.0,82.3,1.0,0.3,0.7,3.0,57.0,3.0,0.0,66.0
Hakan Çalhanoğlu,tr TUR,"MF,FW",Milan,it Serie A,25,1994,30.0,1289.0,1648.0,78.2,23541.0,6107.0,25.0,55.0,45.5,980.0,1145.0,85.6,284.0,448.0,63.4,9.0,7.0,2.0,66.0,107.0,49.0,8.0,169.0
Daniel Caligiuri,it ITA,"MF,FW",Schalke 04,de Bundesliga,31,1988,25.5,637.0,997.0,63.9,11598.0,4744.0,18.0,91.0,19.8,490.0,650.0,75.4,129.0,256.0,50.4,2.0,3.5,-1.5,39.0,46.0,33.0,6.0,157.0
José Callejón,es ESP,"FW,MF",Napoli,it Serie A,32,1987,24.1,993.0,1245.0,79.8,17855.0,4520.0,19.0,53.0,35.8,788.0,887.0,88.8,186.0,305.0,61.0,7.0,6.4,0.6,65.0,64.0,41.0,19.0,138.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Calleri,ar ARG,FW,Espanyol,es La Liga,25,1993,20.1,199.0,365.0,54.5,2826.0,711.0,10.0,29.0,34.5,165.0,279.0,59.1,24.0,57.0,42.1,3.0,2.3,0.7,16.0,20.0,10.0,3.0,28.0
Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,22,1997,29.2,393.0,594.0,66.2,5940.0,1307.0,13.0,38.0,34.2,332.0,482.0,68.9,48.0,74.0,64.9,1.0,1.0,0.0,15.0,34.0,13.0,3.0,43.0
Mahdi Camara,fr FRA,MF,Saint-Étienne,fr Ligue 1,21,1998,10.0,388.0,463.0,83.8,6653.0,1033.0,14.0,23.0,60.9,308.0,347.0,88.8,66.0,93.0,71.0,0.0,0.1,-0.1,2.0,21.0,2.0,0.0,23.0
Souleymane Camara,sn SEN,"FW,MF",Montpellier,fr Ligue 1,36,1982,1.8,33.0,43.0,76.7,508.0,170.0,1.0,2.0,50.0,28.0,36.0,77.8,4.0,5.0,80.0,0.0,0.5,-0.5,5.0,3.0,2.0,1.0,7.0
Víctor Camarasa,es ESP,MF,Crystal Palace,eng Premier League,25,1994,0.1,3.0,3.0,100.0,44.0,11.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Víctor Camarasa,es ESP,MF,Alavés,es La Liga,25,1994,14.4,430.0,533.0,80.7,8342.0,1719.0,6.0,16.0,37.5,329.0,382.0,86.1,95.0,135.0,70.4,1.0,1.6,-0.6,14.0,36.0,12.0,2.0,47.0
Eduardo Camavinga,fr FRA,MF,Rennes,fr Ligue 1,16,2002,23.4,879.0,985.0,89.2,18369.0,3009.0,10.0,22.0,45.5,617.0,685.0,90.1,252.0,278.0,90.6,2.0,0.7,1.3,8.0,56.0,6.0,1.0,58.0
Sergio Camello,es ESP,FW,Atlético Madrid,es La Liga,18,2001,0.3,2.0,5.0,40.0,35.0,11.0,0.0,0.0,0.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
José Campaña,es ESP,MF,Levante,es La Liga,26,1993,35.1,1650.0,2121.0,77.8,30022.0,10237.0,33.0,83.0,39.8,1299.0,1499.0,86.7,318.0,539.0,59.0,7.0,5.1,1.9,74.0,154.0,43.0,9.0,276.0
Xisco Campos,es ESP,DF,Mallorca,es La Liga,37,1982,5.3,153.0,198.0,77.3,3636.0,1077.0,2.0,5.0,40.0,90.0,105.0,85.7,61.0,88.0,69.3,1.0,0.1,0.9,2.0,4.0,1.0,1.0,5.0
Víctor Campuzano,es ESP,FW,Espanyol,es La Liga,22,1997,9.7,99.0,151.0,65.6,1404.0,324.0,5.0,19.0,26.3,84.0,112.0,75.0,10.0,20.0,50.0,0.0,0.1,-0.1,2.0,10.0,1.0,0.0,9.0
Emre Can,de GER,"MF,DF",Dortmund,de Bundesliga,25,1994,10.6,651.0,739.0,88.1,13271.0,2959.0,16.0,31.0,51.6,440.0,471.0,93.4,195.0,237.0,82.3,0.0,0.4,-0.4,3.0,41.0,3.0,0.0,42.0
Emre Can,de GER,MF,Juventus,it Serie A,25,1994,3.2,142.0,164.0,86.6,2309.0,489.0,2.0,4.0,50.0,117.0,127.0,92.1,23.0,33.0,69.7,0.0,0.6,-0.6,5.0,12.0,2.0,0.0,12.0
Sergio Canales,es ESP,"MF,FW",Betis,es La Liga,28,1991,35.1,1865.0,2221.0,84.0,35310.0,7041.0,44.0,94.0,46.8,1410.0,1535.0,91.9,411.0,592.0,69.4,6.0,5.8,0.2,76.0,142.0,59.0,13.0,193.0
João Cancelo,pt POR,DF,Manchester City,eng Premier League,25,1994,13.4,1008.0,1147.0,87.9,18396.0,5054.0,6.0,25.0,24.0,808.0,882.0,91.6,194.0,240.0,80.8,0.0,1.7,-1.7,15.0,98.0,23.0,3.0,102.0
Antonio Candreva,it ITA,DF,Inter,it Serie A,32,1987,22.1,1053.0,1371.0,76.8,21218.0,7319.0,13.0,50.0,26.0,791.0,903.0,87.6,249.0,418.0,59.6,7.0,5.6,1.4,47.0,65.0,61.0,25.0,191.0
Gianmarco Cangiano,it ITA,"FW,MF",Bologna,it Serie A,17,2001,0.2,9.0,12.0,75.0,192.0,21.0,0.0,0.0,0.0,6.0,8.0,75.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Todd Cantwell,eng ENG,"FW,MF",Norwich City,eng Premier League,21,1998,27.7,884.0,1106.0,79.9,13333.0,3044.0,38.0,74.0,51.4,744.0,860.0,86.5,102.0,172.0,59.3,2.0,2.8,-0.8,36.0,71.0,21.0,1.0,81.0
Ander Capa,es ESP,DF,Athletic Club,es La Liga,27,1992,31.9,1188.0,1598.0,74.3,20061.0,8414.0,13.0,67.0,19.4,987.0,1180.0,83.6,188.0,351.0,53.6,4.0,3.4,0.6,26.0,66.0,25.0,11.0,209.0
Pierrick Capelle,fr FRA,"MF,DF",Angers,fr Ligue 1,32,1987,19.4,646.0,790.0,81.8,10774.0,3077.0,16.0,35.0,45.7,537.0,603.0,89.1,93.0,152.0,61.2,2.0,1.6,0.4,21.0,44.0,12.0,4.0,69.0
Étienne Capoue,fr FRA,MF,Watford,eng Premier League,31,1988,29.2,1158.0,1430.0,81.0,24229.0,6424.0,21.0,40.0,52.5,826.0,954.0,86.6,311.0,436.0,71.3,3.0,3.1,-0.1,19.0,130.0,8.0,1.0,139.0
Gianluca Caprari,it ITA,"FW,MF",Sampdoria,it Serie A,26,1993,7.4,189.0,256.0,73.8,2996.0,689.0,4.0,18.0,22.2,157.0,182.0,86.3,28.0,56.0,50.0,0.0,0.5,-0.5,8.0,18.0,13.0,3.0,24.0
Gianluca Caprari,it ITA,"FW,MF",Parma,it Serie A,26,1993,6.5,169.0,212.0,79.7,2727.0,627.0,7.0,14.0,50.0,141.0,162.0,87.0,21.0,36.0,58.3,0.0,1.4,-1.4,15.0,11.0,6.0,0.0,18.0
Francesco Caputo,it ITA,FW,Sassuolo,it Serie A,31,1987,32.6,635.0,812.0,78.2,8697.0,991.0,38.0,79.0,48.1,539.0,658.0,81.9,58.0,75.0,77.3,7.0,6.0,1.0,49.0,21.0,20.0,2.0,37.0
Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,19,2000,6.3,338.0,390.0,86.7,6084.0,1780.0,5.0,14.0,35.7,261.0,289.0,90.3,72.0,87.0,82.8,0.0,0.3,-0.3,5.0,29.0,8.0,0.0,46.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Carboni,it ITA,"DF,MF",Cagliari,it Serie A,18,2001,4.1,134.0,163.0,82.2,2875.0,1150.0,0.0,1.0,0.0,100.0,108.0,92.6,34.0,54.0,63.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,12.0
Irvin Cardona,fr FRA,"FW,MF",Brest,fr Ligue 1,21,1997,16.1,290.0,441.0,65.8,4836.0,1286.0,15.0,38.0,39.5,224.0,307.0,73.0,51.0,96.0,53.1,3.0,1.8,1.2,17.0,19.0,19.0,3.0,42.0
Marc Cardona,es ESP,FW,Osasuna,es La Liga,24,1995,7.8,135.0,184.0,73.4,2024.0,331.0,3.0,12.0,25.0,120.0,149.0,80.5,12.0,23.0,52.2,2.0,1.4,0.6,10.0,7.0,5.0,1.0,11.0
Diego Carlos,br BRA,DF,Sevilla,es La Liga,26,1993,34.8,1600.0,1845.0,86.7,37196.0,11737.0,11.0,18.0,61.1,1013.0,1086.0,93.3,576.0,741.0,77.7,0.0,0.5,-0.5,8.0,70.0,3.0,2.0,62.0
Lionel Carole,fr FRA,DF,Strasbourg,fr Ligue 1,28,1991,14.1,623.0,797.0,78.2,12767.0,5552.0,9.0,30.0,30.0,455.0,519.0,87.7,159.0,248.0,64.1,0.0,0.7,-0.7,14.0,51.0,18.0,7.0,117.0
Yannick Carrasco,be BEL,"MF,FW",Atlético Madrid,es La Liga,25,1993,7.0,174.0,232.0,75.0,2708.0,902.0,4.0,11.0,36.4,147.0,172.0,85.5,23.0,49.0,46.9,2.0,0.7,1.3,11.0,18.0,6.0,0.0,31.0
Daniel Carriço,pt POR,DF,Sevilla,es La Liga,30,1988,9.4,502.0,542.0,92.6,10515.0,3037.0,3.0,4.0,75.0,363.0,372.0,97.6,136.0,166.0,81.9,0.0,0.0,0.0,1.0,23.0,0.0,0.0,20.0
Guido Carrillo,ar ARG,FW,Leganés,es La Liga,28,1991,13.5,232.0,340.0,68.2,3313.0,561.0,14.0,22.0,63.6,190.0,269.0,70.6,28.0,49.0,57.1,2.0,0.3,1.7,11.0,16.0,7.0,0.0,24.0
Andy Carroll,eng ENG,FW,Newcastle Utd,eng Premier League,30,1989,7.0,134.0,207.0,64.7,2215.0,483.0,7.0,15.0,46.7,104.0,150.0,69.3,23.0,42.0,54.8,4.0,1.6,2.4,11.0,12.0,9.0,2.0,17.0
Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,27,1992,30.4,2058.0,2432.0,84.6,36020.0,12111.0,26.0,88.0,29.5,1683.0,1843.0,91.3,349.0,501.0,69.7,5.0,4.3,0.7,42.0,124.0,53.0,16.0,224.0
Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,20,1999,0.8,13.0,27.0,48.1,356.0,230.0,0.0,0.0,0.0,9.0,9.0,100.0,4.0,18.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Carvalho,pt POR,MF,Betis,es La Liga,27,1992,9.9,564.0,634.0,89.0,10681.0,2488.0,14.0,22.0,63.6,422.0,462.0,91.3,128.0,150.0,85.3,0.0,0.8,-0.8,8.0,57.0,6.0,0.0,44.0
Casemiro,br BRA,MF,Real Madrid,es La Liga,27,1992,34.3,1826.0,2186.0,83.5,37514.0,9485.0,46.0,82.0,56.1,1289.0,1453.0,88.7,491.0,651.0,75.4,3.0,0.4,2.6,9.0,183.0,21.0,4.0,152.0
Moreto Cassamã,gw GNB,MF,Reims,fr Ligue 1,21,1998,6.6,445.0,507.0,87.8,10195.0,2304.0,4.0,10.0,40.0,278.0,303.0,91.7,163.0,194.0,84.0,1.0,0.4,0.6,9.0,34.0,3.0,0.0,46.0
Francesco Cassata,it ITA,MF,Genoa,it Serie A,22,1997,16.2,511.0,654.0,78.1,8675.0,2388.0,15.0,43.0,34.9,406.0,469.0,86.6,90.0,142.0,63.4,0.0,1.4,-1.4,10.0,28.0,18.0,4.0,60.0
Timothy Castagne,be BEL,DF,Atalanta,it Serie A,23,1995,19.7,952.0,1133.0,84.0,14491.0,5037.0,13.0,36.0,36.1,845.0,953.0,88.7,94.0,144.0,65.3,2.0,2.5,-0.5,25.0,43.0,26.0,12.0,114.0
Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,27,1992,26.0,720.0,985.0,73.1,24473.0,14946.0,1.0,1.0,100.0,304.0,306.0,99.3,415.0,678.0,61.2,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0
Jean-Charles Castelletto,cm CMR,DF,Brest,fr Ligue 1,24,1995,20.4,845.0,956.0,88.4,18409.0,6026.0,8.0,11.0,72.7,570.0,607.0,93.9,267.0,338.0,79.0,0.0,0.1,-0.1,4.0,57.0,5.0,0.0,55.0
Samu Castillejo,es ESP,"FW,MF",Milan,it Serie A,24,1995,13.4,422.0,560.0,75.4,6955.0,2006.0,9.0,24.0,37.5,349.0,404.0,86.4,64.0,132.0,48.5,3.0,3.0,0.0,41.0,25.0,22.0,5.0,58.0
Jonny Castro,es ESP,DF,Wolves,eng Premier League,25,1994,32.1,1177.0,1445.0,81.5,17892.0,5897.0,27.0,76.0,35.5,1035.0,1191.0,86.9,115.0,178.0,64.6,2.0,0.9,1.1,19.0,53.0,20.0,5.0,134.0
Lucas Castro,ar ARG,MF,SPAL,it Serie A,30,1989,4.7,166.0,213.0,77.9,2727.0,771.0,4.0,9.0,44.4,135.0,161.0,83.9,27.0,43.0,62.8,0.0,0.3,-0.3,6.0,22.0,4.0,0.0,28.0
Lucas Castro,ar ARG,MF,Cagliari,it Serie A,30,1989,6.7,218.0,294.0,74.1,3711.0,1253.0,7.0,17.0,41.2,171.0,199.0,85.9,40.0,78.0,51.3,0.0,0.5,-0.5,8.0,19.0,8.0,3.0,35.0
Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,22,1997,29.7,922.0,1141.0,80.8,15550.0,4180.0,30.0,69.0,43.5,746.0,856.0,87.1,146.0,216.0,67.6,2.0,2.7,-0.7,35.0,108.0,30.0,5.0,112.0
Danilo Cataldi,it ITA,MF,Lazio,it Serie A,24,1994,6.6,377.0,454.0,83.0,7610.0,2821.0,6.0,14.0,42.9,277.0,301.0,92.0,94.0,139.0,67.6,0.0,0.6,-0.6,12.0,58.0,8.0,1.0,61.0
Craig Cathcart,nir NIR,DF,Watford,eng Premier League,30,1989,27.6,719.0,864.0,83.2,15711.0,4909.0,7.0,14.0,50.0,471.0,521.0,90.4,241.0,329.0,73.3,0.0,0.0,0.0,1.0,37.0,3.0,1.0,43.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edinson Cavani,uy URU,FW,Paris S-G,fr Ligue 1,32,1987,6.7,120.0,140.0,85.7,1823.0,296.0,7.0,9.0,77.8,96.0,108.0,88.9,17.0,23.0,73.9,1.0,1.5,-0.5,10.0,6.0,6.0,2.0,13.0
Santi Cazorla,es ESP,MF,Villarreal,es La Liga,34,1984,27.2,1414.0,1733.0,81.6,29753.0,8558.0,13.0,44.0,29.5,993.0,1111.0,89.4,408.0,578.0,70.6,9.0,6.6,2.4,66.0,190.0,49.0,10.0,230.0
Dani Ceballos,es ESP,MF,Arsenal,eng Premier League,22,1996,18.8,1096.0,1301.0,84.2,22107.0,5542.0,7.0,43.0,16.3,792.0,855.0,92.6,297.0,403.0,73.7,2.0,1.9,0.1,29.0,120.0,30.0,2.0,122.0
Federico Ceccherini,it ITA,DF,Fiorentina,it Serie A,27,1992,9.3,346.0,395.0,87.6,7129.0,2703.0,3.0,7.0,42.9,249.0,272.0,91.5,94.0,116.0,81.0,0.0,0.0,0.0,1.0,17.0,2.0,0.0,15.0
Christian Celesia,it ITA,DF,Torino,it Serie A,17,2002,0.0,1.0,1.0,100.0,19.0,7.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.2,-0.2,1.0,0.0,0.0,0.0,0.0
Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,22,1997,23.0,1094.0,1365.0,80.1,19713.0,7584.0,23.0,61.0,37.7,867.0,992.0,87.4,204.0,312.0,65.4,2.0,1.8,0.2,17.0,89.0,27.0,11.0,200.0
Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,23,1996,28.0,980.0,1297.0,75.6,17235.0,7580.0,18.0,57.0,31.6,790.0,935.0,84.5,172.0,305.0,56.4,3.0,2.3,0.7,21.0,56.0,25.0,17.0,156.0
Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,29,1989,13.8,403.0,505.0,79.8,9983.0,3663.0,8.0,12.0,66.7,221.0,256.0,86.3,174.0,237.0,73.4,0.0,0.1,-0.1,2.0,21.0,3.0,1.0,16.0
Alberto Cerri,it ITA,FW,SPAL,it Serie A,23,1996,4.7,94.0,144.0,65.3,1456.0,243.0,2.0,8.0,25.0,78.0,109.0,71.6,14.0,27.0,51.9,0.0,0.7,-0.7,8.0,8.0,5.0,0.0,12.0
Alberto Cerri,it ITA,FW,Cagliari,it Serie A,23,1996,2.7,70.0,103.0,68.0,1166.0,110.0,3.0,8.0,37.5,58.0,81.0,71.6,9.0,14.0,64.3,0.0,0.2,-0.2,3.0,3.0,2.0,0.0,4.0
Julian Chabot,de GER,DF,Sampdoria,it Serie A,21,1998,6.3,205.0,238.0,86.1,4419.0,1377.0,6.0,11.0,54.5,139.0,149.0,93.3,60.0,78.0,76.9,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0
Florian Chabrolle,fr FRA,MF,Marseille,fr Ligue 1,21,1998,0.2,14.0,16.0,87.5,170.0,69.0,0.0,2.0,0.0,13.0,13.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0
Fouad Chafik,ma MAR,DF,Dijon,fr Ligue 1,32,1986,17.0,702.0,914.0,76.8,13800.0,5946.0,9.0,27.0,33.3,528.0,612.0,86.3,165.0,275.0,60.0,2.0,1.9,0.1,22.0,65.0,30.0,15.0,134.0
Sofian Chakla,ma MAR,DF,Villarreal,es La Liga,25,1993,2.0,79.0,95.0,83.2,1839.0,568.0,1.0,1.0,100.0,44.0,50.0,88.0,34.0,44.0,77.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Nathaniel Chalobah,eng ENG,MF,Watford,eng Premier League,24,1994,10.3,263.0,358.0,73.5,4592.0,1237.0,7.0,22.0,31.8,215.0,264.0,81.4,41.0,72.0,56.9,1.0,1.1,-0.1,8.0,24.0,4.0,0.0,39.0
Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,24,1995,12.2,702.0,865.0,81.2,14269.0,4326.0,7.0,31.0,22.6,503.0,571.0,88.1,192.0,263.0,73.0,1.0,0.7,0.3,4.0,36.0,5.0,2.0,62.0
Jhon Chancellor,ve VEN,DF,Brescia,it Serie A,27,1992,24.9,745.0,849.0,87.8,16773.0,4411.0,9.0,24.0,37.5,483.0,529.0,91.3,253.0,296.0,85.5,0.0,0.0,0.0,0.0,18.0,1.0,0.0,29.0
Timothy Chandler,us USA,"DF,MF",Eint Frankfurt,de Bundesliga,29,1990,13.6,290.0,462.0,62.8,5690.0,2696.0,2.0,24.0,8.3,219.0,294.0,74.5,69.0,144.0,47.9,1.0,1.0,0.0,12.0,26.0,19.0,14.0,92.0
Kwon Chang-hoon,kr KOR,"MF,FW",Freiburg,de Bundesliga,25,1994,7.5,198.0,275.0,72.0,3593.0,982.0,3.0,16.0,18.8,157.0,196.0,80.1,38.0,63.0,60.3,0.0,1.1,-1.1,10.0,15.0,9.0,5.0,27.0
Gaëtan Charbonnier,fr FRA,"FW,MF",Brest,fr Ligue 1,30,1988,22.9,627.0,821.0,76.4,10587.0,2772.0,11.0,44.0,25.0,509.0,602.0,84.6,107.0,175.0,61.1,5.0,3.2,1.8,32.0,56.0,22.0,3.0,82.0
Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,24,1994,9.1,478.0,536.0,89.2,11899.0,3475.0,1.0,3.0,33.3,272.0,291.0,93.5,205.0,242.0,84.7,0.0,0.0,0.0,2.0,32.0,2.0,0.0,38.0
Charles,br BRA,FW,Eibar,es La Liga,35,1984,14.5,237.0,346.0,68.5,3241.0,415.0,17.0,32.0,53.1,195.0,277.0,70.4,25.0,37.0,67.6,0.0,0.8,-0.8,10.0,14.0,4.0,1.0,13.0
Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,28,1991,23.9,848.0,1096.0,77.4,16922.0,5347.0,14.0,31.0,45.2,615.0,695.0,88.5,219.0,370.0,59.2,3.0,2.2,0.8,38.0,75.0,26.0,7.0,120.0
Pablo Chavarría,ar ARG,"FW,MF",Mallorca,es La Liga,31,1988,2.3,40.0,63.0,63.5,494.0,91.0,4.0,8.0,50.0,34.0,47.0,72.3,2.0,8.0,25.0,0.0,0.7,-0.7,2.0,0.0,1.0,0.0,3.0
Aurélien Chedjou,cm CMR,DF,Amiens,fr Ligue 1,34,1985,21.9,828.0,994.0,83.3,19123.0,7616.0,9.0,16.0,56.3,510.0,556.0,91.7,309.0,422.0,73.2,0.0,0.2,-0.2,2.0,79.0,2.0,0.0,87.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pape Cheikh Diop,sn SEN,MF,Celta Vigo,es La Liga,21,1997,6.7,238.0,264.0,90.2,4096.0,947.0,8.0,10.0,80.0,187.0,207.0,90.3,43.0,47.0,91.5,1.0,0.3,0.7,5.0,19.0,2.0,0.0,19.0
Chema,es ESP,DF,Getafe,es La Liga,27,1992,3.4,76.0,123.0,61.8,1998.0,714.0,1.0,2.0,50.0,44.0,57.0,77.2,31.0,64.0,48.4,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0
Rayan Cherki,fr FRA,"MF,FW",Lyon,fr Ligue 1,15,2003,1.6,44.0,66.0,66.7,617.0,127.0,3.0,10.0,30.0,37.0,45.0,82.2,4.0,11.0,36.4,0.0,0.1,-0.1,1.0,0.0,0.0,0.0,3.0
Denis Cheryshev,ru RUS,"MF,FW",Valencia,es La Liga,28,1990,10.3,240.0,349.0,68.8,4058.0,1037.0,7.0,20.0,35.0,196.0,253.0,77.5,37.0,76.0,48.7,2.0,1.2,0.8,8.0,14.0,12.0,6.0,32.0
Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,34,1984,2.2,97.0,106.0,91.5,2022.0,587.0,2.0,3.0,66.7,68.0,71.0,95.8,27.0,32.0,84.4,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0
Federico Chiesa,it ITA,"FW,DF",Fiorentina,it Serie A,21,1997,29.3,609.0,833.0,73.1,10231.0,3230.0,22.0,53.0,41.5,491.0,618.0,79.4,96.0,162.0,59.3,6.0,5.5,0.5,46.0,37.0,44.0,8.0,111.0
