Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes Completed,Passes Attempted,Pass Completion %,TotDist,PrgDist,Short Passes Completed,Short Passes Attempted,Short Pass Completion %,Medium Passes Completed,Medium Passes Attempted,Medium Pass Completion %,Long Passes Completed,Long Passes Attempted,Long Pass Completion %,Assists,xA,A-xA,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes
Toni Lato,es ESP,DF,Valencia,es La Liga,20,1997,3.0,141.0,176.0,80.1,2556.0,1152.0,3.0,4.0,75.0,118.0,136.0,86.8,20.0,36.0,55.6,0.0,0.0,0.0,1.0,11.0,4.0,0.0,18.0
Danny Latza,de GER,MF,Mainz 05,de Bundesliga,28,1989,20.7,821.0,1012.0,81.1,15565.0,3982.0,15.0,26.0,57.7,622.0,731.0,85.1,184.0,255.0,72.2,3.0,1.8,1.2,23.0,97.0,20.0,1.0,117.0
Alexandre Lauray,fr FRA,DF,Bordeaux,fr Ligue 1,21,1997,2.9,190.0,217.0,87.6,3930.0,1249.0,0.0,1.0,0.0,143.0,153.0,93.5,47.0,63.0,74.6,0.0,0.0,0.0,0.0,10.0,0.0,0.0,17.0
Armand Lauriente,fr FRA,FW,Rennes,fr Ligue 1,19,1998,0.0,3.0,4.0,75.0,44.0,14.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vincent Laurini,fr FRA,DF,Fiorentina,it Serie A,29,1989,10.2,449.0,576.0,78.0,9051.0,3923.0,6.0,18.0,33.3,337.0,385.0,87.5,106.0,173.0,61.3,0.0,0.5,-0.5,7.0,49.0,14.0,8.0,92.0
Wesley Lautoa,nc NCL,"DF,MF",Dijon,fr Ligue 1,30,1987,33.6,1373.0,1575.0,87.2,29920.0,9961.0,9.0,20.0,45.0,923.0,1015.0,90.9,441.0,540.0,81.7,0.0,0.3,-0.3,3.0,96.0,8.0,1.0,107.0
Diego Laxalt,uy URU,"DF,MF",Milan,it Serie A,25,1993,7.2,294.0,389.0,75.6,5181.0,1697.0,1.0,16.0,6.3,236.0,287.0,82.2,57.0,86.0,66.3,0.0,0.4,-0.4,7.0,24.0,9.0,5.0,27.0
Miguel Layún,mx MEX,"MF,DF",Villarreal,es La Liga,30,1988,5.6,201.0,286.0,70.3,3968.0,1349.0,2.0,3.0,66.7,152.0,188.0,80.9,47.0,95.0,49.5,1.0,1.3,-0.3,12.0,20.0,6.0,4.0,39.0
Valentino Lazaro,at AUT,"DF,MF",Hertha BSC,de Bundesliga,22,1996,30.5,1204.0,1645.0,73.2,22598.0,10298.0,12.0,46.0,26.1,938.0,1116.0,84.1,254.0,483.0,52.6,6.0,5.7,0.3,57.0,80.0,30.0,11.0,267.0
Darko Lazović,rs SRB,"MF,DF",Genoa,it Serie A,27,1990,28.2,753.0,1078.0,69.9,13817.0,6234.0,11.0,43.0,25.6,595.0,735.0,81.0,147.0,300.0,49.0,4.0,3.5,0.5,42.0,66.0,40.0,14.0,186.0
Manuel Lazzari,it ITA,"MF,DF",SPAL,it Serie A,24,1993,31.5,1102.0,1471.0,74.9,17564.0,5930.0,9.0,63.0,14.3,958.0,1144.0,83.7,135.0,264.0,51.1,8.0,5.5,2.5,55.0,40.0,67.0,49.0,164.0
Mickaël Le Bihan,fr FRA,FW,Nice,fr Ligue 1,28,1990,2.3,46.0,56.0,82.1,706.0,106.0,3.0,3.0,100.0,38.0,45.0,84.4,5.0,8.0,62.5,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0
Maxime Le Marchand,fr FRA,DF,Fulham,eng Premier League,28,1989,25.0,1195.0,1448.0,82.5,23779.0,9349.0,5.0,24.0,20.8,915.0,1002.0,91.3,275.0,422.0,65.2,1.0,0.6,0.4,7.0,57.0,9.0,3.0,87.0
Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,21,1996,3.2,200.0,223.0,89.7,4516.0,1154.0,1.0,4.0,25.0,121.0,127.0,95.3,78.0,92.0,84.8,1.0,0.0,1.0,1.0,8.0,1.0,0.0,10.0
Damien Le Tallec,fr FRA,MF,Montpellier,fr Ligue 1,28,1990,31.2,1006.0,1243.0,80.9,18945.0,5063.0,23.0,44.0,52.3,751.0,891.0,84.3,232.0,308.0,75.3,0.0,1.2,-1.2,20.0,99.0,11.0,1.0,112.0
James Lea Siliki,fr FRA,"MF,FW",Rennes,fr Ligue 1,22,1996,13.6,308.0,452.0,68.1,6098.0,2079.0,2.0,17.0,11.8,235.0,294.0,79.9,71.0,141.0,50.4,3.0,2.3,0.7,16.0,42.0,12.0,5.0,58.0
Rafael Leão,pt POR,FW,Lille,fr Ligue 1,19,1999,14.3,174.0,253.0,68.8,2724.0,386.0,2.0,17.0,11.8,151.0,203.0,74.4,21.0,33.0,63.6,3.0,1.6,1.4,11.0,10.0,6.0,2.0,12.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathew Leckie,au AUS,"FW,MF",Hertha BSC,de Bundesliga,27,1991,10.5,240.0,357.0,67.2,3723.0,896.0,9.0,20.0,45.0,200.0,274.0,73.0,31.0,63.0,49.2,0.0,1.4,-1.4,12.0,21.0,13.0,3.0,30.0
Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37.0,835.0,1262.0,66.2,31283.0,21782.0,0.0,1.0,0.0,247.0,249.0,99.2,588.0,1012.0,58.1,0.0,0.2,-0.2,4.0,17.0,0.0,0.0,4.0
Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,25,1993,26.6,1234.0,1466.0,84.2,23478.0,5685.0,16.0,33.0,48.5,942.0,1042.0,90.4,276.0,391.0,70.6,1.0,2.4,-1.4,30.0,123.0,11.0,0.0,112.0
Jordan Lefort,fr FRA,"DF,MF",Amiens,fr Ligue 1,24,1993,20.0,632.0,911.0,69.4,13047.0,5789.0,7.0,19.0,36.8,451.0,566.0,79.7,174.0,326.0,53.4,1.0,0.3,0.7,4.0,53.0,7.0,2.0,109.0
Wu Lei,cn CHN,"FW,MF",Espanyol,es La Liga,26,1991,11.8,156.0,221.0,70.6,2041.0,569.0,7.0,20.0,35.0,136.0,174.0,78.2,13.0,27.0,48.1,1.0,0.7,0.3,9.0,6.0,14.0,3.0,19.0
Tim Leibold,de GER,DF,Nürnberg,de Bundesliga,24,1993,30.7,1215.0,1583.0,76.8,23206.0,8958.0,15.0,47.0,31.9,947.0,1090.0,86.9,253.0,446.0,56.7,2.0,2.9,-0.9,37.0,66.0,26.0,6.0,187.0
Lucas Leiva,br BRA,MF,Lazio,it Serie A,31,1987,22.1,1262.0,1446.0,87.3,23898.0,7726.0,14.0,29.0,48.3,964.0,1068.0,90.3,284.0,349.0,81.4,2.0,2.1,-0.1,26.0,158.0,19.0,1.0,184.0
Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,27,1991,11.7,427.0,554.0,77.1,10966.0,3864.0,0.0,8.0,0.0,258.0,309.0,83.5,169.0,237.0,71.3,0.0,0.3,-0.3,3.0,49.0,3.0,0.0,33.0
Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,25,1993,2.3,90.0,119.0,75.6,1573.0,658.0,2.0,2.0,100.0,74.0,87.0,85.1,14.0,30.0,46.7,0.0,0.1,-0.1,2.0,5.0,0.0,0.0,13.0
Thomas Lemar,fr FRA,"MF,FW",Atlético Madrid,es La Liga,22,1995,20.2,820.0,1013.0,80.9,13101.0,3530.0,15.0,40.0,37.5,689.0,784.0,87.9,116.0,189.0,61.4,3.0,2.8,0.2,37.0,59.0,28.0,4.0,102.0
Mario Lemina,ga GAB,MF,Southampton,eng Premier League,24,1993,17.9,704.0,833.0,84.5,12903.0,3282.0,9.0,19.0,47.4,560.0,624.0,89.7,135.0,190.0,71.1,1.0,0.4,0.6,11.0,67.0,12.0,1.0,71.0
Mauricio Lemos,uy URU,DF,Sassuolo,it Serie A,22,1995,2.0,63.0,69.0,91.3,1405.0,295.0,1.0,1.0,100.0,39.0,43.0,90.7,23.0,25.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,23,1995,21.5,1024.0,1146.0,89.4,21201.0,8387.0,4.0,13.0,30.8,728.0,771.0,94.4,292.0,362.0,80.7,0.0,0.0,0.0,0.0,40.0,0.0,0.0,48.0
Aaron Lennon,eng ENG,"FW,MF",Burnley,eng Premier League,31,1987,13.5,235.0,316.0,74.4,3720.0,765.0,1.0,16.0,6.3,199.0,241.0,82.6,35.0,59.0,59.3,1.0,0.6,0.4,7.0,7.0,7.0,2.0,19.0
Bernd Leno,de GER,GK,Arsenal,eng Premier League,26,1992,31.5,779.0,1102.0,70.7,22158.0,12515.0,4.0,7.0,57.1,408.0,412.0,99.0,367.0,683.0,53.7,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0
Pedro León,es ESP,"MF,FW",Eibar,es La Liga,31,1986,4.7,93.0,168.0,55.4,1667.0,666.0,0.0,9.0,0.0,70.0,100.0,70.0,23.0,59.0,39.0,0.0,0.2,-0.2,4.0,8.0,6.0,5.0,26.0
Sergio León,es ESP,"FW,MF",Betis,es La Liga,29,1989,7.1,80.0,106.0,75.5,1158.0,130.0,3.0,8.0,37.5,71.0,87.0,81.6,6.0,11.0,54.5,1.0,0.5,0.5,6.0,0.0,1.0,1.0,3.0
Lukas Lerager,dk DEN,MF,Genoa,it Serie A,25,1993,12.5,287.0,388.0,74.0,5064.0,1490.0,9.0,22.0,40.9,222.0,278.0,79.9,56.0,88.0,63.6,0.0,0.9,-0.9,16.0,37.0,13.0,5.0,43.0
Lukas Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,25,1993,14.4,524.0,660.0,79.4,9076.0,2810.0,5.0,14.0,35.7,424.0,506.0,83.8,95.0,140.0,67.9,1.0,0.3,0.7,8.0,61.0,12.0,2.0,69.0
Mehdi Léris,fr FRA,"MF,FW",Chievo,it Serie A,20,1998,17.9,552.0,741.0,74.5,9306.0,2913.0,16.0,42.0,38.1,445.0,529.0,84.1,91.0,170.0,53.5,2.0,0.9,1.1,15.0,36.0,15.0,6.0,83.0
Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,23,1994,27.8,1320.0,1566.0,84.3,24967.0,6790.0,15.0,38.0,39.5,1018.0,1147.0,88.8,287.0,381.0,75.3,0.0,0.9,-0.9,15.0,116.0,13.0,1.0,117.0
Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,29,1988,32.9,599.0,764.0,78.4,9219.0,1806.0,19.0,67.0,28.4,496.0,588.0,84.4,84.0,109.0,77.1,7.0,8.4,-1.4,44.0,43.0,33.0,1.0,60.0
Igor Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,33,1985,5.0,167.0,198.0,84.3,3760.0,1316.0,0.0,3.0,0.0,104.0,117.0,88.9,63.0,78.0,80.8,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0
Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,20,1997,16.0,213.0,267.0,79.8,2955.0,487.0,13.0,25.0,52.0,181.0,216.0,83.8,19.0,26.0,73.1,0.0,0.7,-0.7,11.0,11.0,5.0,0.0,15.0
Stephan Lichtsteiner,ch SUI,DF,Arsenal,eng Premier League,34,1984,10.4,460.0,600.0,76.7,8056.0,2628.0,3.0,30.0,10.0,385.0,435.0,88.5,72.0,135.0,53.3,0.0,0.0,0.0,2.0,22.0,7.0,1.0,47.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dimitri Liénard,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,30,1988,14.3,676.0,868.0,77.9,13814.0,3158.0,10.0,28.0,35.7,481.0,538.0,89.4,185.0,302.0,61.3,2.0,1.0,1.0,15.0,47.0,11.0,3.0,76.0
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,22,1996,6.8,240.0,300.0,80.0,5976.0,1668.0,1.0,3.0,33.3,144.0,157.0,91.7,95.0,140.0,67.9,0.0,0.0,0.0,2.0,18.0,2.0,1.0,24.0
Lucas Lima,br BRA,"DF,FW",Nantes,fr Ligue 1,26,1991,27.7,1213.0,1755.0,69.1,22596.0,11291.0,12.0,67.0,17.9,974.0,1180.0,82.5,227.0,508.0,44.7,4.0,4.2,-0.2,47.0,111.0,46.0,21.0,288.0
Anthony Limbombe,be BEL,FW,Nantes,fr Ligue 1,24,1994,13.7,333.0,466.0,71.5,4894.0,1314.0,4.0,24.0,16.7,300.0,377.0,79.6,29.0,65.0,44.6,1.0,2.6,-1.6,24.0,12.0,18.0,9.0,38.0
Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,24,1994,28.9,1323.0,1481.0,89.3,25954.0,9015.0,12.0,27.0,44.4,1015.0,1079.0,94.1,296.0,375.0,78.9,1.0,1.0,0.0,4.0,57.0,6.0,0.0,71.0
Karol Linetty,pl POL,MF,Sampdoria,it Serie A,23,1995,27.9,1056.0,1274.0,82.9,16767.0,4513.0,13.0,44.0,29.5,917.0,1047.0,87.6,126.0,183.0,68.9,3.0,3.0,0.0,30.0,80.0,36.0,6.0,122.0
Jesse Lingard,eng ENG,"FW,MF",Manchester Utd,eng Premier League,25,1992,18.5,668.0,788.0,84.8,9707.0,1844.0,30.0,49.0,61.2,564.0,636.0,88.7,74.0,103.0,71.8,2.0,2.1,-0.1,17.0,59.0,14.0,1.0,49.0
Pol Lirola,es ESP,"DF,MF",Sassuolo,it Serie A,20,1997,33.1,1366.0,1769.0,77.2,23183.0,9462.0,30.0,82.0,36.6,1110.0,1309.0,84.8,226.0,378.0,59.8,6.0,6.1,-0.1,40.0,82.0,32.0,22.0,212.0
Adem Ljajić,rs SRB,FW,Torino,it Serie A,26,1991,0.3,17.0,22.0,77.3,235.0,83.0,0.0,0.0,0.0,16.0,18.0,88.9,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,24,1993,19.5,931.0,1091.0,85.3,21455.0,5973.0,0.0,6.0,0.0,582.0,632.0,92.1,349.0,453.0,77.0,0.0,0.1,-0.1,2.0,52.0,3.0,0.0,53.0
Fernando Llorente,es ESP,FW,Tottenham,eng Premier League,33,1985,7.7,152.0,220.0,69.1,2050.0,282.0,6.0,11.0,54.5,133.0,185.0,71.9,13.0,24.0,54.2,4.0,1.3,2.7,11.0,9.0,2.0,0.0,6.0
Marcos Llorente,es ESP,MF,Real Madrid,es La Liga,23,1995,6.0,344.0,372.0,92.5,6978.0,1257.0,6.0,11.0,54.5,244.0,260.0,93.8,94.0,101.0,93.1,0.0,0.3,-0.3,4.0,16.0,0.0,0.0,11.0
Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,31,1986,33.0,890.0,1169.0,76.1,28106.0,16314.0,0.0,0.0,0.0,408.0,413.0,98.8,482.0,756.0,63.8,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0
Giovani Lo Celso,ar ARG,"MF,FW",Betis,es La Liga,22,1996,26.6,1199.0,1452.0,82.6,20062.0,4599.0,23.0,67.0,34.3,978.0,1112.0,87.9,198.0,273.0,72.5,4.0,3.6,0.4,25.0,102.0,47.0,2.0,131.0
Giovani Lo Celso,ar ARG,MF,Paris S-G,fr Ligue 1,22,1996,0.1,12.0,12.0,100.0,186.0,80.0,1.0,1.0,100.0,10.0,10.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,23,1994,27.7,1284.0,1439.0,89.2,22612.0,5626.0,11.0,23.0,47.8,1051.0,1148.0,91.6,222.0,268.0,82.8,1.0,0.9,0.1,20.0,105.0,12.0,1.0,109.0
Jürgen Locadia,nl NED,"FW,MF",Brighton,eng Premier League,24,1993,13.7,263.0,357.0,73.7,4464.0,995.0,5.0,16.0,31.3,217.0,280.0,77.5,41.0,61.0,67.2,0.0,1.0,-1.0,13.0,12.0,11.0,3.0,25.0
Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,20,1998,20.5,1056.0,1233.0,85.6,18735.0,5108.0,16.0,31.0,51.6,863.0,952.0,90.7,177.0,250.0,70.8,4.0,4.0,0.0,37.0,94.0,23.0,1.0,102.0
Ruben Loftus-Cheek,eng ENG,"MF,FW",Chelsea,eng Premier League,22,1996,11.1,549.0,624.0,88.0,8297.0,1589.0,12.0,29.0,41.4,480.0,527.0,91.1,57.0,68.0,83.8,2.0,1.4,0.6,17.0,45.0,8.0,0.0,51.0
Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,17,2000,9.4,354.0,423.0,83.7,6505.0,1393.0,5.0,13.0,38.5,278.0,309.0,90.0,71.0,101.0,70.3,1.0,0.3,0.7,5.0,34.0,2.0,0.0,31.0
Kevin Long,ie IRL,DF,Burnley,eng Premier League,27,1990,5.7,139.0,177.0,78.5,3437.0,1180.0,1.0,3.0,33.3,80.0,93.0,86.0,58.0,81.0,71.6,1.0,0.0,1.0,0.0,8.0,0.0,0.0,10.0
Shane Long,ie IRL,"FW,MF",Southampton,eng Premier League,31,1987,14.1,211.0,329.0,64.1,2897.0,574.0,9.0,24.0,37.5,181.0,259.0,69.9,21.0,46.0,45.7,1.0,1.0,0.0,13.0,13.0,5.0,2.0,23.0
Samuele Longo,it ITA,"FW,MF",Huesca,es La Liga,26,1992,6.2,56.0,84.0,66.7,784.0,191.0,3.0,6.0,50.0,47.0,67.0,70.1,6.0,11.0,54.5,2.0,0.6,1.4,3.0,5.0,1.0,0.0,5.0
Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,1997,7.6,236.0,295.0,80.0,4937.0,1046.0,1.0,5.0,20.0,167.0,191.0,87.4,68.0,99.0,68.7,0.0,0.7,-0.7,5.0,29.0,6.0,1.0,27.0
Ademola Lookman,eng ENG,"FW,MF",Everton,eng Premier League,20,1997,6.9,221.0,273.0,81.0,3282.0,948.0,5.0,15.0,33.3,198.0,225.0,88.0,18.0,33.0,54.5,2.0,1.2,0.8,9.0,18.0,11.0,4.0,33.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,27,1990,34.0,851.0,1065.0,79.9,24625.0,13665.0,0.0,0.0,0.0,389.0,391.0,99.5,462.0,674.0,68.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Rony Lopes,pt POR,"FW,MF",Monaco,fr Ligue 1,22,1995,20.5,453.0,686.0,66.0,7889.0,2742.0,9.0,38.0,23.7,363.0,459.0,79.1,81.0,189.0,42.9,2.0,4.2,-2.2,46.0,23.0,26.0,10.0,105.0
Pedro López Muñoz,es ESP,DF,Levante,es La Liga,34,1983,5.2,195.0,244.0,79.9,3510.0,1565.0,1.0,9.0,11.1,161.0,178.0,90.4,33.0,57.0,57.9,1.0,0.5,0.5,7.0,14.0,10.0,5.0,49.0
Alejandro López,es ESP,MF,Espanyol,es La Liga,21,1997,1.2,66.0,76.0,86.8,1376.0,224.0,1.0,4.0,25.0,43.0,46.0,93.5,22.0,26.0,84.6,0.0,0.0,0.0,0.0,5.0,1.0,1.0,5.0
Cristian López,es ESP,FW,Angers,fr Ligue 1,29,1989,4.1,72.0,101.0,71.3,1009.0,111.0,1.0,5.0,20.0,60.0,82.0,73.2,11.0,14.0,78.6,0.0,0.1,-0.1,1.0,3.0,2.0,0.0,3.0
David López,es ESP,DF,Espanyol,es La Liga,28,1989,20.2,1053.0,1190.0,88.5,22290.0,7836.0,9.0,16.0,56.3,730.0,794.0,91.9,314.0,380.0,82.6,0.0,0.2,-0.2,4.0,65.0,5.0,1.0,65.0
Diego López,es ESP,GK,Espanyol,es La Liga,36,1981,38.0,845.0,1203.0,70.2,27888.0,17624.0,1.0,1.0,100.0,386.0,387.0,99.7,458.0,815.0,56.2,0.0,0.0,0.0,1.0,14.0,1.0,0.0,1.0
Javi López,es ESP,DF,Espanyol,es La Liga,32,1986,21.6,835.0,1086.0,76.9,14937.0,5853.0,9.0,39.0,23.1,671.0,773.0,86.8,155.0,274.0,56.6,1.0,1.5,-0.5,17.0,56.0,22.0,7.0,126.0
Lluis López,es ESP,DF,Espanyol,es La Liga,21,1997,5.8,198.0,239.0,82.8,4158.0,1672.0,1.0,2.0,50.0,137.0,156.0,87.8,60.0,81.0,74.1,0.0,0.0,0.0,0.0,12.0,0.0,0.0,15.0
Maxime Lopez,fr FRA,MF,Marseille,fr Ligue 1,20,1997,24.2,2031.0,2260.0,89.9,33880.0,12429.0,18.0,37.0,48.6,1725.0,1833.0,94.1,288.0,390.0,73.8,3.0,3.0,0.0,44.0,182.0,35.0,8.0,258.0
Pau López,es ESP,GK,Betis,es La Liga,23,1994,33.0,989.0,1221.0,81.0,24902.0,15065.0,5.0,7.0,71.4,627.0,633.0,99.1,357.0,581.0,61.4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
Roberto López,es ESP,MF,Real Sociedad,es La Liga,18,2000,0.3,3.0,5.0,60.0,29.0,12.0,1.0,1.0,100.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unai López,es ESP,MF,Athletic Club,es La Liga,22,1995,3.6,214.0,250.0,85.6,4515.0,906.0,2.0,3.0,66.7,145.0,162.0,89.5,67.0,85.0,78.8,0.0,0.3,-0.3,2.0,28.0,7.0,2.0,19.0
Jonas Lössl,dk DEN,GK,Huddersfield,eng Premier League,29,1989,30.9,693.0,1097.0,63.2,27674.0,20380.0,0.0,1.0,0.0,213.0,215.0,99.1,480.0,881.0,54.5,1.0,0.5,0.5,3.0,21.0,0.0,0.0,1.0
Albert Lottin,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,16,2001,0.2,9.0,12.0,75.0,251.0,90.0,1.0,1.0,100.0,4.0,7.0,57.1,4.0,4.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Imran Louza,fr FRA,MF,Nantes,fr Ligue 1,19,1999,1.0,37.0,46.0,80.4,637.0,177.0,0.0,0.0,0.0,30.0,34.0,88.2,7.0,12.0,58.3,0.0,0.0,0.0,0.0,6.0,1.0,0.0,5.0
Davor Lovren,hr CRO,"MF,FW",Düsseldorf,de Bundesliga,19,1998,0.5,12.0,19.0,63.2,159.0,44.0,0.0,2.0,0.0,12.0,16.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,29,1989,11.0,716.0,809.0,88.5,15081.0,4992.0,4.0,8.0,50.0,508.0,542.0,93.7,204.0,259.0,78.8,0.0,0.2,-0.2,1.0,32.0,2.0,1.0,29.0
Chris Löwe,de GER,"DF,MF",Huddersfield,eng Premier League,29,1989,22.9,747.0,1081.0,69.1,14723.0,4960.0,8.0,52.0,15.4,559.0,685.0,81.6,180.0,344.0,52.3,2.0,1.6,0.4,18.0,40.0,28.0,18.0,99.0
Eduard Löwen,de GER,"MF,FW",Nürnberg,de Bundesliga,21,1997,18.0,562.0,740.0,75.9,10885.0,3908.0,8.0,35.0,22.9,431.0,519.0,83.0,123.0,186.0,66.1,2.0,1.5,0.5,14.0,78.0,17.0,4.0,99.0
Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,29,1989,19.4,623.0,910.0,68.5,12978.0,6126.0,5.0,18.0,27.8,449.0,556.0,80.8,169.0,336.0,50.3,0.0,0.6,-0.6,8.0,68.0,19.0,7.0,131.0
Anthony Lozano,hn HON,"FW,MF",Girona,es La Liga,25,1993,8.1,125.0,195.0,64.1,1778.0,473.0,7.0,19.0,36.8,105.0,140.0,75.0,13.0,36.0,36.1,0.0,0.6,-0.6,5.0,8.0,5.0,0.0,13.0
Derrick Luckassen,nl NED,DF,Hertha BSC,de Bundesliga,23,1995,2.8,166.0,186.0,89.2,3420.0,1184.0,1.0,1.0,100.0,118.0,126.0,93.7,47.0,59.0,79.7,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0
José Luis Gayà,es ESP,DF,Valencia,es La Liga,23,1995,34.9,1449.0,1812.0,80.0,26365.0,9933.0,8.0,48.0,16.7,1191.0,1358.0,87.7,250.0,406.0,61.6,1.0,2.1,-1.1,25.0,123.0,39.0,15.0,220.0
José Luis Morales,es ESP,"FW,MF",Levante,es La Liga,31,1987,35.5,548.0,808.0,67.8,8602.0,2609.0,13.0,57.0,22.8,460.0,589.0,78.1,75.0,162.0,46.3,5.0,5.6,-0.6,41.0,33.0,41.0,9.0,79.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,28,1990,25.1,1158.0,1304.0,88.8,24185.0,6475.0,9.0,21.0,42.9,814.0,889.0,91.6,335.0,394.0,85.0,1.0,0.5,0.5,5.0,41.0,2.0,2.0,51.0
Filipe Luís,br BRA,DF,Atlético Madrid,es La Liga,32,1985,22.6,1259.0,1523.0,82.7,21194.0,8036.0,21.0,46.0,45.7,1049.0,1154.0,90.9,189.0,323.0,58.5,2.0,1.1,0.9,16.0,131.0,25.0,9.0,162.0
Luisinho,pt POR,DF,Huesca,es La Liga,33,1985,5.6,209.0,245.0,85.3,3682.0,1334.0,1.0,3.0,33.3,175.0,187.0,93.6,33.0,55.0,60.0,0.0,0.3,-0.3,2.0,14.0,4.0,3.0,19.0
David Luiz,br BRA,DF,Chelsea,eng Premier League,31,1987,36.0,2293.0,2621.0,87.5,53145.0,18569.0,17.0,31.0,54.8,1460.0,1571.0,92.9,816.0,1019.0,80.1,2.0,2.7,-0.7,16.0,240.0,20.0,1.0,232.0
Douglas Luiz,br BRA,MF,Girona,es La Liga,20,1998,16.6,634.0,766.0,82.8,13391.0,3332.0,13.0,17.0,76.5,437.0,504.0,86.7,184.0,245.0,75.1,0.0,0.4,-0.4,11.0,72.0,10.0,1.0,87.0
Everton Luiz,br BRA,MF,SPAL,it Serie A,30,1988,3.5,117.0,140.0,83.6,1794.0,319.0,1.0,3.0,33.3,104.0,116.0,89.7,12.0,21.0,57.1,0.0,0.0,0.0,0.0,15.0,1.0,0.0,8.0
Jordan Lukaku,be BEL,"MF,DF",Lazio,it Serie A,24,1994,1.9,79.0,104.0,76.0,1171.0,325.0,1.0,2.0,50.0,71.0,89.0,79.8,7.0,13.0,53.8,0.0,0.1,-0.1,1.0,2.0,1.0,0.0,11.0
Romelu Lukaku,be BEL,FW,Manchester Utd,eng Premier League,25,1993,23.7,379.0,583.0,65.0,5724.0,1330.0,10.0,27.0,37.0,321.0,458.0,70.1,48.0,98.0,49.0,0.0,2.7,-2.7,24.0,30.0,27.0,4.0,49.0
Dodi Lukebakio,cd COD,"FW,MF",Düsseldorf,de Bundesliga,20,1997,21.9,444.0,595.0,74.6,7801.0,1339.0,12.0,31.0,38.7,353.0,433.0,81.5,79.0,131.0,60.3,3.0,2.3,0.7,22.0,20.0,21.0,9.0,49.0
