Event,Player,Team,Outcome,X,Y,endX,endY
Start,,26,Successful,0.0,0.0,,
Start,,14,Successful,0.0,0.0,,
Pass,108226,26,Successful,50.0,50.0,34.8,54
Pass,136451,26,Unsuccessful,34.9,55.4,67.7,88.4
Aerial,96182,26,Unsuccessful,67.0,88.4,,
Aerial,327683,14,Successful,33.0,11.6,,
Pass,327683,14,Successful,34.8,11.3,24.2,23.6
Pass,22079,14,Unsuccessful,24.2,23.6,45,5.6
Pass,115726,26,Unsuccessful,56.5,95.9,68.2,96.8
Aerial,96182,26,Unsuccessful,67.0,97.1,,
Aerial,327683,14,Successful,33.0,2.9,,
Interception,327683,14,Successful,32.6,3.8,,
Pass,115726,26,Successful,64.6,100.0,61.5,63.7
Pass,136451,26,Successful,63.2,57.0,70,31.8
SavedShot,318871,26,Successful,79.6,30.7,,
Save,19545,14,Successful,3.8,53.2,,
KeeperPickup,19545,14,Successful,4.9,50.9,,
Pass,19545,14,Unsuccessful,9.8,48.8,34.7,95
Pass,243510,26,Successful,65.8,6.0,81.2,6.2
BallRecovery,108226,26,Successful,73.5,5.6,,
Challenge,299272,14,Unsuccessful,16.7,88.9,,
TakeOn,108226,26,Successful,83.3,11.1,,
Pass,108226,26,Successful,81.7,11.3,96.4,49.1
MissedShots,109915,26,Successful,96.4,47.6,,
Pass,19545,14,Unsuccessful,5.0,52.8,31.5,0
Pass,115726,26,Successful,41.6,100.0,26.5,88.7
Pass,95408,26,Successful,24.9,71.8,10.4,45.7
Pass,114147,26,Successful,10.2,43.1,14,66.7
Pass,95408,26,Successful,19.2,73.2,24.1,95.6
Pass,115726,26,Unsuccessful,25.2,96.2,26.8,96.2
BallTouch,331382,14,Successful,71.3,3.4,,
Pass,109915,26,Unsuccessful,36.2,93.3,28.1,80
BallRecovery,106981,14,Successful,75.2,22.7,,
Pass,106981,14,Successful,75.2,22.7,71.9,27
Pass,331382,14,Successful,72.7,27.7,74.5,42.4
Pass,136345,14,Unsuccessful,74.1,57.1,78.4,55.7
Interception,68659,26,Successful,22.4,43.7,,
KeeperPickup,114147,26,Successful,10.3,43.4,,
Pass,114147,26,Successful,13.1,41.6,59.6,5.6
BallTouch,108226,26,Unsuccessful,59.6,5.6,,
Pass,299272,14,Successful,31.1,100.0,26.9,96.2
Pass,327683,14,Successful,23.7,90.2,27.5,95.4
Pass,299272,14,Successful,27.5,95.4,23.1,91.3
Pass,327683,14,Successful,22.7,93.4,30.1,96
Pass,299272,14,Unsuccessful,27.7,95.7,30.3,95.7
BlockedPass,318871,26,Successful,69.7,4.3,,
Pass,299272,14,Unsuccessful,25.5,95.6,34.5,100
Pass,318871,26,Unsuccessful,61.8,0.0,68.7,25.2
Aerial,109915,26,Unsuccessful,68.6,27.2,,
Aerial,22079,14,Successful,31.4,72.8,,
Pass,22079,14,Successful,31.5,69.7,36.6,63.1
BallRecovery,331382,14,Successful,32.1,55.1,,
Pass,331382,14,Successful,32.0,54.6,20.9,38.9
Pass,120763,14,Unsuccessful,20.8,38.3,72.2,5.2
BallRecovery,115726,26,Successful,23.1,94.5,,
Pass,115726,26,Successful,20.9,91.8,7.7,72.3
Pass,114147,26,Unsuccessful,7.1,72.9,45.4,100
Pass,120763,14,Successful,54.9,0.0,59.2,13.4
Foul,137015,14,Successful,58.6,13.2,,
Foul,68659,26,Unsuccessful,41.4,86.8,,
Pass,299272,14,Successful,65.1,15.0,63,28.2
Pass,136345,14,Unsuccessful,63.6,28.2,91.2,57.5
KeeperPickup,114147,26,Successful,9.8,41.0,,
Pass,114147,26,Successful,13.1,30.9,22.4,12
Pass,318871,26,Unsuccessful,27.2,7.1,58.1,97.8
BallRecovery,299272,14,Successful,35.9,4.3,,
Pass,299272,14,Unsuccessful,57.0,5.2,67.6,12.2
Pass,115726,26,Unsuccessful,34.2,88.1,44.2,83.2
Interception,136345,14,Successful,54.9,17.1,,
BallRecovery,109915,26,Successful,52.7,79.3,,
Pass,109915,26,Successful,54.9,69.7,75,54
Aerial,120763,14,Unsuccessful,22.2,46.6,,
Aerial,108226,26,Successful,77.8,53.4,,
BallTouch,108226,26,Unsuccessful,75.0,54.0,,
KeeperPickup,19545,14,Successful,13.3,53.3,,
Pass,19545,14,Successful,11.4,46.9,14.6,36.1
Pass,22079,14,Unsuccessful,15.7,38.3,27.6,41.3
Error,22079,14,Successful,18.8,35.5,,
BallRecovery,33568,26,Successful,75.3,56.0,,
Pass,33568,26,Successful,75.3,56.0,79.8,59.1
Pass,96182,26,Successful,79.8,59.1,81.3,47.8
MissedShots,108226,26,Successful,81.3,47.8,,
Pass,19545,14,Successful,5.1,47.2,11.4,32.7
Pass,22079,14,Successful,7.4,32.6,20.2,29.5
Pass,327683,14,Successful,24.7,29.7,22.5,6.6
OffsideGiven,331382,14,Unsuccessful,63.6,19.7,,
Pass,120763,14,Unsuccessful,22.3,4.7,28,4.4
BallTouch,115726,26,Successful,70.0,95.3,,
Challenge,327683,14,Unsuccessful,25.4,13.8,,
TakeOn,109915,26,Successful,74.6,86.2,,
BallRecovery,109915,26,Successful,72.9,88.3,,
Pass,109915,26,Successful,72.9,88.3,70.8,93.8
TakeOn,115726,26,Unsuccessful,70.2,91.2,,
BallRecovery,106413,14,Successful,29.9,14.1,,
Pass,106413,14,Unsuccessful,29.9,14.1,44.9,4.7
Pass,95408,26,Successful,58.8,95.7,64.9,97.1
BallRecovery,109915,26,Successful,64.9,97.1,,
Pass,109915,26,Successful,64.9,97.1,54.4,89.4
Pass,68659,26,Successful,54.4,89.4,54.3,93.3
Pass,95408,26,Successful,39.6,85.9,42.1,18.5
Pass,318871,26,Successful,44.4,18.5,48.2,34.8
Pass,68659,26,Unsuccessful,54.7,31.8,93.9,28.7
BallRecovery,19545,14,Successful,7.7,73.0,,
Pass,19545,14,Successful,13.0,54.3,27.9,59.1
OffsidePass,136345,14,Successful,30.8,51.2,63.6,19.7
OffsideProvoked,95408,26,Successful,36.8,71.1,,
Pass,95408,26,Unsuccessful,38.9,76.6,64.4,8.5
Interception,299272,14,Successful,34.0,94.7,,
Pass,318871,26,Unsuccessful,56.9,0.0,81.7,2.8
Clearance,317998,14,Successful,15.9,95.0,42.6,100
Pass,318871,26,Successful,56.6,0.0,65.2,21.2
Pass,109915,26,Unsuccessful,63.6,20.9,62.7,27
BallTouch,331382,14,Successful,32.8,65.1,,
Pass,22079,14,Unsuccessful,33.4,67.6,38.8,58.4
Pass,96182,26,Successful,61.9,37.6,63.9,43.4
Pass,109915,26,Successful,76.1,72.3,82.5,85.6
Pass,115726,26,Unsuccessful,82.5,85.6,84.5,83.2
Clearance,120763,14,Successful,14.0,18.6,14,18.6
Pass,115726,26,Successful,65.2,100.0,60.8,95
Pass,68659,26,Successful,54.0,83.6,38.4,46.6
Pass,136451,26,Successful,39.7,41.9,38.1,72
Pass,95408,26,Successful,39.5,75.0,60.3,97.2
Pass,115726,26,Successful,61.1,94.2,57.4,80.3
Pass,68659,26,Successful,54.0,77.6,43.4,48.4
Pass,136451,26,Successful,53.1,46.9,64.9,2
BallTouch,318871,26,Unsuccessful,64.9,2.0,,
Pass,299272,14,Unsuccessful,32.4,100.0,38.6,97.2
Foul,137015,14,Successful,37.8,96.6,,
Foul,318871,26,Unsuccessful,62.2,3.4,,
Pass,299272,14,Successful,37.2,97.2,28,79.6
Pass,317998,14,Successful,26.3,68.2,23,40.4
Pass,22079,14,Successful,23.8,39.8,33.4,39.2
Pass,327683,14,Successful,33.6,39.2,19.7,39.4
Pass,22079,14,Successful,19.8,39.4,4.1,51.8
Pass,19545,14,Successful,5.5,51.8,24.8,96.3
Pass,299272,14,Successful,25.6,94.7,23,79.7
Pass,136345,14,Successful,23.2,81.4,12.5,80.6
Pass,317998,14,Successful,12.5,80.6,7.2,49.4
Pass,19545,14,Successful,11.2,45.5,24.6,49
Pass,136345,14,Successful,24.8,47.8,27.2,17
Pass,327683,14,Successful,27.9,15.0,35.7,3.2
Pass,120763,14,Successful,45.1,3.8,65.7,21.3
Pass,331382,14,Successful,65.9,21.2,87.1,5.2
Pass,106413,14,Unsuccessful,87.1,5.2,87.8,7.7
Clearance,95408,26,Successful,16.6,88.1,16.6,88.1
BallTouch,115726,26,Successful,20.3,74.7,,
BallRecovery,68659,26,Successful,19.4,70.6,,
Pass,68659,26,Successful,19.4,70.6,10.3,80.9
Pass,95408,26,Successful,10.3,80.9,49.4,33.4
BallTouch,108226,26,Unsuccessful,49.3,33.6,,
BallRecovery,317998,14,Successful,29.2,56.3,,
Pass,317998,14,Successful,29.9,56.3,27.1,35.7
Pass,22079,14,Successful,26.7,39.1,39.4,57.2
Pass,136345,14,Successful,39.3,57.2,27.8,66.4
Pass,317998,14,Successful,27.0,64.9,26,35.1
Pass,22079,14,Successful,27.2,33.7,39.8,31
Pass,327683,14,Successful,38.9,30.4,27.8,33.6
