Event,Player,Team,Outcome,X,Y,endX,endY
OffsideGiven,108226,26,Unsuccessful,74.3,33.1,,
Start,,26,Successful,0.0,0.0,,
Start,,163,Successful,0.0,0.0,,
Pass,126149,163,Successful,50.0,50.0,36.7,53.1
Pass,90324,163,Successful,36.6,54.5,43.1,92
Pass,134473,163,Unsuccessful,43.6,92.0,100,90.2
Pass,114147,26,Successful,4.9,40.7,16.7,9.8
Pass,318871,26,Successful,16.6,10.6,33.7,12.9
Pass,4511,26,Successful,35.3,10.4,44.9,5.9
Pass,108226,26,Successful,44.6,5.3,39,4.3
Pass,318871,26,Successful,43.5,3.5,66.4,77.6
Pass,109915,26,Successful,64.6,96.3,65.5,84.2
Pass,33568,26,Successful,62.3,86.9,44.5,80.9
Pass,95408,26,Successful,41.4,74.4,38.5,32.7
OffsideProvoked,134473,163,Successful,22.9,81.0,,
OffsidePass,136451,26,Successful,40.5,4.3,74.3,33.1
Pass,304008,163,Unsuccessful,20.8,65.7,73.7,73.3
Pass,95408,26,Successful,26.0,33.6,31.1,16.8
BallRecovery,4511,26,Successful,32.1,15.5,,
Pass,4511,26,Successful,32.1,15.5,26.9,16.4
Pass,318871,26,Unsuccessful,26.2,15.5,51.1,5.9
Pass,134473,163,Unsuccessful,46.3,94.8,64,100
Pass,318871,26,Successful,29.3,0.0,18.3,6.4
Pass,136451,26,Successful,18.2,6.2,26.7,2.8
Pass,318871,26,Successful,27.1,3.4,27.9,8.3
Pass,68659,26,Successful,29.0,9.2,18,10.4
Pass,136451,26,Successful,18.4,21.6,15.7,63.7
Pass,95408,26,Successful,14.7,63.7,7.1,47.2
Pass,114147,26,Successful,7.7,45.4,20,7.4
Pass,68659,26,Successful,39.7,5.2,41.4,2.6
Pass,318871,26,Successful,38.9,3.7,24.9,29.2
Pass,136451,26,Successful,26.3,32.4,24,60.5
Pass,95408,26,Successful,24.2,59.1,35,11.7
Pass,318871,26,Successful,39.1,9.7,41.9,14
Pass,68659,26,Unsuccessful,42.8,14.4,62.9,11.3
BallRecovery,134473,163,Successful,35.2,88.6,,
Pass,134473,163,Successful,36.9,88.4,41.8,77.5
Challenge,68659,26,Unsuccessful,56.6,30.8,,
TakeOn,90324,163,Successful,43.4,69.2,,
Pass,90324,163,Unsuccessful,46.6,59.0,89.4,32.5
KeeperPickup,114147,26,Successful,12.2,69.4,,
Pass,114147,26,Successful,14.5,75.6,36.5,97.2
Pass,115726,26,Successful,39.6,97.2,44.1,78.1
