Event,Player,Team,Outcome,X,Y,endX,endY
Start,,31,Successful,0.0,0.0,,
Start,,26,Successful,0.0,0.0,,
Pass,4511,26,Successful,49.9,50.4,31.9,45.4
Pass,29106,26,Successful,30.8,46.4,66,67.6
Pass,21683,26,Successful,62.4,68.4,58.7,70
Pass,4511,26,Unsuccessful,58.4,69.6,95.8,100
Pass,10454,31,Successful,8.2,0.0,16.3,6.1
Pass,136824,31,Successful,16.3,6.1,8.2,2.5
Pass,10454,31,Unsuccessful,8.2,2.5,11.8,4.1
BallTouch,21683,26,Successful,86.9,93.8,,
BallRecovery,115726,26,Successful,76.9,94.4,,
Pass,115726,26,Unsuccessful,76.5,94.4,84.2,77.2
BallTouch,297544,31,Unsuccessful,17.2,18.5,,
Pass,124688,26,Unsuccessful,92.8,71.1,90.3,61.5
Interception,297544,31,Successful,10.0,33.1,,
Clearance,107941,31,Successful,7.1,35.4,26.9,27.9
Pass,33568,26,Successful,71.1,65.7,73.6,65.2
Pass,4511,26,Unsuccessful,74.0,64.3,81.6,59
BallRecovery,107941,31,Successful,19.6,35.2,,
Pass,107941,31,Unsuccessful,19.6,35.2,69,54.5
Pass,29106,26,Successful,28.6,44.6,12.6,41.2
KeeperPickup,73399,26,Successful,12.6,41.2,,
Pass,73399,26,Successful,12.7,41.9,21.1,75.7
Pass,95408,26,Successful,28.3,63.3,34.1,23.3
Pass,29106,26,Successful,37.1,18.8,39.3,4.1
Pass,318871,26,Successful,39.6,5.0,33.9,16.7
Pass,29106,26,Successful,34.9,18.9,32.6,43
Pass,95408,26,Successful,34.5,47.6,95.5,87.4
Pass,115726,26,Successful,95.8,87.4,89.3,51.5
Aerial,318432,31,Unsuccessful,9.6,48.0,,
Aerial,109915,26,Successful,90.4,52.0,,
MissedShots,109915,26,Successful,89.3,51.5,,
Pass,110189,31,Successful,3.4,55.8,67.1,90.8
Pass,141469,31,Successful,67.1,90.8,77.9,92.9
BallTouch,317804,31,Unsuccessful,80.6,97.8,,
Pass,318871,26,Unsuccessful,15.5,0.0,36.7,2.8
Pass,89925,31,Unsuccessful,62.4,96.2,55.6,89
BallTouch,124688,26,Successful,46.0,9.1,,
BallRecovery,107941,31,Successful,58.9,91.4,,
Pass,107941,31,Unsuccessful,55.3,90.8,55.1,100
Pass,89925,31,Successful,52.7,100.0,68.1,98.3
Pass,317804,31,Successful,68.1,98.3,63.7,98.7
BallTouch,141469,31,Unsuccessful,63.5,98.4,,
Pass,318871,26,Successful,35.4,0.0,17.5,5.6
Pass,29106,26,Successful,17.9,6.8,15.8,49.9
Pass,95408,26,Successful,19.8,47.3,25.4,24.6
Pass,29106,26,Successful,37.1,26.1,53,24.7
Pass,76304,26,Successful,53.3,24.1,51.2,4.4
BlockedPass,89925,31,Successful,43.4,95.9,,
Pass,318871,26,Unsuccessful,51.2,4.1,52.2,4.1
BallRecovery,89925,31,Successful,41.4,96.0,,
Pass,89925,31,Unsuccessful,41.4,96.8,47.8,74.5
Aerial,141469,31,Unsuccessful,48.4,73.4,,
Aerial,33568,26,Successful,51.6,26.6,,
Pass,33568,26,Unsuccessful,50.9,27.7,60.4,37.1
Pass,297544,31,Unsuccessful,34.5,53.6,85.3,28.8
KeeperPickup,73399,26,Successful,12.7,72.4,,
Pass,73399,26,Successful,13.0,73.0,21.9,76.3
Pass,95408,26,Successful,24.4,69.7,28.5,36.6
Pass,29106,26,Successful,33.6,29.2,34.4,8.5
Pass,318871,26,Successful,34.4,8.5,28,24.9
Pass,29106,26,Successful,33.2,29.5,39.5,6.1
Pass,318871,26,Successful,49.6,1.6,35.6,11
Pass,29106,26,Successful,37.2,15.5,33.7,40.6
Pass,95408,26,Successful,44.7,59.9,46.1,89
Pass,115726,26,Successful,46.4,89.3,70.2,89.4
Pass,21683,26,Successful,72.3,88.9,70.7,80.8
Pass,109915,26,Unsuccessful,70.7,80.5,78.3,83.6
Pass,297544,31,Successful,21.6,20.3,41.4,8.2
BallTouch,136824,31,Unsuccessful,42.2,9.2,,
Foul,136824,31,Unsuccessful,41.2,10.0,,
Foul,,26,Successful,58.8,90.0,,
Pass,95408,26,Successful,41.9,89.4,44.9,70.5
Pass,33568,26,Successful,45.3,49.3,55.3,9.7
Pass,318871,26,Successful,55.5,8.9,41.6,24.6
Pass,29106,26,Successful,43.9,32.8,41.8,65.8
Pass,95408,26,Successful,40.9,65.8,37,28.2
Pass,29106,26,Successful,39.1,20.9,41.9,4.4
Pass,318871,26,Successful,41.7,5.8,44.2,16.7
TakeOn,33568,26,Unsuccessful,45.4,18.7,,
Tackle,69346,31,Successful,54.6,81.3,,
BallRecovery,69346,31,Successful,55.9,78.4,,
Pass,69346,31,Successful,66.7,73.5,65.2,81.2
Pass,317804,31,Successful,68.4,80.9,94.1,88.3
Pass,69346,31,Unsuccessful,96.4,88.9,91,60.9
Clearance,4511,26,Successful,7.6,40.1,8.7,37.7
BallTouch,33568,26,Successful,8.7,37.7,,
Clearance,115726,26,Successful,8.3,50.0,19.7,40.1
BallRecovery,21683,26,Successful,30.1,39.7,,
Pass,21683,26,Successful,31.3,39.8,42.3,69.7
Pass,109915,26,Successful,71.6,76.4,84.7,56
Challenge,110189,31,Unsuccessful,15.8,43.6,,
TakeOn,124688,26,Successful,84.2,56.4,,
Error,110189,31,Successful,16.0,43.9,,
Goal,124688,26,Successful,91.5,60.2,,
