Event,Player,Team,Outcome,X,Y,endX,endY
Start,,184,Successful,0.0,0.0,,
Start,,26,Successful,0.0,0.0,,
Pass,68659,26,Successful,50.1,49.7,31.6,46.4
Pass,74341,26,Successful,31.7,47.0,68.3,92.4
Pass,109915,26,Successful,68.4,91.4,74.5,73.6
Challenge,131464,184,Unsuccessful,26.0,25.2,,
TakeOn,96182,26,Successful,74.0,74.8,,
TakeOn,96182,26,Unsuccessful,76.4,68.4,,
Tackle,22847,184,Successful,23.6,31.6,,
KeeperPickup,105720,184,Successful,9.9,41.8,,
Pass,105720,184,Unsuccessful,14.8,38.5,64,44.5
Aerial,73380,184,Unsuccessful,65.2,48.7,,
Aerial,95408,26,Successful,34.8,51.3,,
Pass,95408,26,Unsuccessful,34.8,47.6,38.5,41
Pass,22847,184,Unsuccessful,57.1,60.6,52.4,51.5
Pass,109915,26,Successful,46.9,54.0,51.2,43.4
Pass,96182,26,Successful,52.3,43.0,56.3,32.8
BallRecovery,68659,26,Successful,56.8,32.8,,
Pass,68659,26,Unsuccessful,57.2,32.8,78.2,40.9
Clearance,24148,184,Successful,23.1,60.9,22.9,40.4
BallRecovery,131464,184,Successful,23.1,40.0,,
Pass,131464,184,Successful,26.7,32.7,31.1,11.6
Pass,80067,184,Unsuccessful,30.0,7.6,33,7
BlockedPass,115726,26,Successful,67.0,88.9,,
BallRecovery,115726,26,Successful,92.1,96.3,,
Pass,115726,26,Unsuccessful,97.4,83.0,89.4,46.6
Clearance,22847,184,Successful,10.1,53.4,28.2,43.9
MissedShots,115916,26,Successful,72.3,55.8,,
Pass,105720,184,Successful,5.3,57.8,22.1,34.8
Pass,80067,184,Successful,28.0,28.6,80.4,29.1
SavedShot,73380,184,Successful,88.8,34.2,,
Save,73399,26,Successful,3.2,51.8,,
Pass,74341,26,Unsuccessful,6.3,44.8,8.7,30.9
Challenge,318871,26,Unsuccessful,7.0,27.7,,
TakeOn,357427,184,Successful,93.0,72.3,,
Pass,357427,184,Unsuccessful,95.0,75.0,95.1,72.1
BlockedPass,318871,26,Successful,1.8,30.6,,
CornerAwarded,357427,184,Successful,100.0,72.2,,
CornerAwarded,318871,26,Unsuccessful,0.0,27.8,,
Pass,79050,184,Unsuccessful,99.5,99.5,100,34.5
Pass,73399,26,Successful,5.0,49.4,6.6,90.5
Pass,115726,26,Unsuccessful,25.6,96.8,58.3,77.6
Aerial,109915,26,Unsuccessful,59.5,72.8,,
Aerial,131464,184,Successful,40.5,27.2,,
