Event,Player,Team,Outcome,X,Y,endX,endY
Start,,26,Successful,0.0,0.0,,
Start,,161,Successful,0.0,0.0,,
Pass,235755,161,Successful,50.0,50.0,37.2,53.7
Pass,238244,161,Successful,36.9,52.7,32.7,24.7
Pass,25834,161,Unsuccessful,36.1,12.2,78.2,12.5
Pass,115726,26,Successful,22.0,90.5,31.1,89.6
BallRecovery,109915,26,Successful,31.1,89.0,,
Pass,109915,26,Successful,30.2,88.0,9.2,55.7
Pass,114147,26,Successful,9.9,52.4,26.3,20.1
Pass,318871,26,Successful,39.5,20.7,29.5,23.7
Pass,136451,26,Successful,30.8,27.7,26.1,65.2
Pass,95408,26,Successful,31.9,51.0,33.8,23
Pass,68659,26,Successful,39.3,17.6,51.5,2.3
Pass,318871,26,Successful,47.4,3.5,40.8,10
Pass,68659,26,Successful,42.3,15.2,32.1,60.6
Pass,95408,26,Unsuccessful,34.1,65.1,75.6,79.7
Pass,25834,161,Unsuccessful,22.3,23.7,35.7,17.1
Pass,109915,26,Successful,66.4,82.4,72.1,83.9
Dispossessed,115726,26,Successful,83.8,83.6,,
Tackle,115917,161,Unsuccessful,16.2,16.4,,
BallTouch,115726,26,Successful,82.0,83.6,,
Pass,23089,161,Successful,5.0,37.0,40.1,12.5
Pass,124106,161,Unsuccessful,40.1,12.5,50.8,27.9
BallRecovery,68659,26,Successful,52.5,73.6,,
Pass,68659,26,Unsuccessful,53.3,73.0,75.1,87.7
Aerial,109915,26,Unsuccessful,76.7,89.3,,
Aerial,25834,161,Successful,23.3,10.7,,
Pass,25834,161,Successful,27.5,9.4,34.3,16.4
BallRecovery,238244,161,Successful,34.0,16.4,,
Pass,238244,161,Unsuccessful,34.0,16.4,47.7,68.2
BallRecovery,318871,26,Successful,52.7,27.3,,
Pass,318871,26,Successful,52.7,27.3,20.7,40.6
Pass,114147,26,Successful,21.5,40.7,29.5,68.1
Pass,95408,26,Successful,32.2,73.2,38.9,94.4
Pass,115726,26,Successful,41.4,94.8,89,71.7
Pass,108226,26,Successful,88.2,72.6,83.4,30.9
SavedShot,318871,26,Successful,82.8,31.2,,
Save,342863,161,Successful,9.0,70.5,,
Pass,318871,26,Successful,85.3,0.0,91.6,30.3
BallTouch,108226,26,Unsuccessful,91.3,30.3,,
BallRecovery,368310,161,Successful,10.4,67.0,,
Pass,368310,161,Successful,10.4,67.0,17.5,56.6
Pass,124106,161,Successful,17.5,56.6,18.2,73.3
Pass,16161,161,Unsuccessful,18.2,73.0,60,90.5
BallRecovery,95408,26,Successful,34.3,15.6,,
Pass,95408,26,Successful,34.3,16.2,22.1,36.3
Pass,114147,26,Successful,22.1,36.3,27.8,60.3
Pass,136451,26,Successful,28.0,56.4,33.5,21.8
Pass,95408,26,Successful,33.9,27.3,30.1,56.9
Pass,136451,26,Successful,31.8,61.7,41.5,91.4
Pass,115726,26,Successful,46.0,91.5,39.2,64.9
Pass,136451,26,Successful,42.6,58.7,39.6,50.7
Pass,68659,26,Successful,39.9,45.7,51,1.3
Pass,318871,26,Successful,48.2,2.2,29.2,24.4
Pass,95408,26,Successful,26.7,26.4,10.3,47
Pass,114147,26,Successful,10.6,45.7,16.6,25.2
Pass,95408,26,Successful,16.6,25.2,9.6,41.8
Pass,114147,26,Successful,11.0,40.4,26.5,46.1
Pass,33568,26,Successful,27.8,55.1,29.8,78.5
Pass,136451,26,Successful,39.6,80.9,59.1,83.9
Pass,96182,26,Successful,59.1,83.9,55.8,95.4
Pass,115726,26,Successful,55.7,93.3,66.7,53.1
Dispossessed,108226,26,Successful,70.2,45.9,,
Tackle,16161,161,Unsuccessful,29.8,54.1,,
Pass,109915,26,Successful,77.1,53.7,74.7,39.8
Pass,21683,26,Successful,77.2,38.8,86.9,24.7
Pass,318871,26,Successful,87.4,24.6,91.8,42.4
MissedShots,108226,26,Successful,91.6,42.4,,
Pass,23089,161,Successful,3.4,47.0,41.2,10
Aerial,124106,161,Successful,37.2,6.1,,
Aerial,33568,26,Unsuccessful,62.8,93.9,,
Pass,124106,161,Unsuccessful,41.2,10.0,44.9,20.3
BallRecovery,68659,26,Successful,57.6,72.7,,
Pass,68659,26,Unsuccessful,57.6,72.7,76.1,83.2
BallRecovery,25834,161,Successful,20.8,13.8,,
Pass,25834,161,Unsuccessful,20.8,13.8,54.5,31.9
Pass,136451,26,Unsuccessful,42.6,68.4,38.7,76.4
Challenge,115726,26,Unsuccessful,41.2,81.6,,
TakeOn,337916,161,Successful,58.8,18.4,,
Pass,337916,161,Successful,55.7,17.0,44.5,6.2
Dispossessed,115917,161,Successful,44.0,5.1,,
Tackle,109915,26,Successful,56.0,94.9,,
Pass,115917,161,Unsuccessful,54.0,0.0,64.4,5.5
Interception,33568,26,Successful,37.7,96.3,,
BallRecovery,33568,26,Successful,36.8,96.6,,
Pass,33568,26,Successful,36.8,96.6,41.5,93.2
Pass,109915,26,Successful,41.5,93.2,29.5,88.9
Pass,115726,26,Successful,23.8,79.3,12.8,52.4
Pass,114147,26,Successful,13.8,50.0,32.6,16.5
Pass,318871,26,Successful,38.4,15.9,37.2,26.7
Pass,68659,26,Successful,38.5,29.7,38,70.2
Pass,95408,26,Successful,38.7,72.1,46.9,92.7
Pass,115726,26,Successful,46.5,91.2,34,73.8
Pass,95408,26,Successful,31.0,68.7,26.9,48.2
Pass,136451,26,Successful,27.6,41.9,47.3,3.1
Pass,318871,26,Unsuccessful,56.8,2.8,87.2,23.7
Clearance,97710,161,Successful,12.3,73.3,8.8,100
Pass,318871,26,Successful,88.4,0.0,90.1,7
Pass,21683,26,Successful,90.1,7.0,86.8,2
Pass,318871,26,Successful,86.8,2.0,85.7,10.6
BallTouch,96182,26,Unsuccessful,87.0,14.1,,
BallRecovery,16161,161,Successful,11.7,82.3,,
Pass,16161,161,Successful,11.7,82.3,20.6,67.2
OffsideGiven,337916,161,Unsuccessful,60.1,79.7,,
Pass,238244,161,Successful,21.7,67.0,43.8,91.4
OffsidePass,235755,161,Successful,43.8,91.4,60.1,79.7
OffsideProvoked,95408,26,Successful,41.8,32.7,,
Pass,318871,26,Successful,42.4,25.9,39.5,33.9
Pass,136451,26,Successful,39.6,35.4,46.5,48.5
Pass,68659,26,Successful,43.2,28.6,54.1,4.6
Pass,21683,26,Successful,55.4,5.2,49.8,13.1
Pass,68659,26,Successful,51.2,18.8,41,63.4
Pass,95408,26,Unsuccessful,42.4,66.6,81.3,82.3
Aerial,115726,26,Unsuccessful,82.8,83.0,,
Aerial,115917,161,Successful,17.2,17.0,,
Pass,115917,161,Successful,15.7,16.4,15.2,30.1
BallRecovery,25834,161,Successful,15.2,30.1,,
Pass,25834,161,Successful,15.2,30.1,54.2,34.2
TakeOn,337916,161,Unsuccessful,79.2,25.8,,
Tackle,136451,26,Successful,20.8,74.2,,
CornerAwarded,337916,161,Successful,100.0,9.4,,
CornerAwarded,136451,26,Unsuccessful,0.0,90.6,,
OffsideGiven,235755,161,Unsuccessful,86.8,36.3,,
Pass,16161,161,Successful,99.5,0.5,85.7,53.3
Aerial,109915,26,Unsuccessful,14.3,45.9,,
Aerial,25834,161,Successful,85.7,54.1,,
Pass,25834,161,Unsuccessful,85.3,55.1,85.6,53.3
BallTouch,109915,26,Successful,14.3,45.1,,
Aerial,33568,26,Unsuccessful,14.0,59.7,,
Aerial,124106,161,Successful,86.0,40.3,,
OffsidePass,124106,161,Successful,84.4,31.3,86.8,36.3
OffsideProvoked,96182,26,Successful,11.2,58.4,,
Pass,95408,26,Successful,19.9,63.7,20.7,39.1
Pass,136451,26,Successful,23.8,38.6,24.5,62.4
Pass,95408,26,Successful,26.2,61.2,27.6,41.3
Pass,136451,26,Successful,28.1,38.8,31.4,23.6
Pass,68659,26,Successful,42.6,34.8,37.3,66.3
Pass,95408,26,Successful,37.4,64.5,39.6,33.6
Pass,68659,26,Successful,43.9,31.9,69.1,42.7
Pass,108226,26,Successful,69.7,42.4,67.2,30.4
Pass,96182,26,Unsuccessful,71.5,35.2,72.9,57.5
BallRecovery,124106,161,Successful,26.3,45.1,,
Pass,124106,161,Successful,25.9,42.1,21.7,30
Pass,115917,161,Unsuccessful,21.8,28.0,24.3,27.9
Foul,,161,Successful,24.2,25.2,,
Foul,115726,26,Unsuccessful,75.8,74.8,,
Pass,238244,161,Successful,27.7,30.3,59.2,82.3
Pass,235755,161,Successful,61.8,88.3,53.4,95.9
Pass,342863,161,Successful,53.6,92.3,42,65.7
Pass,238244,161,Successful,44.0,64.9,25.2,54.9
Pass,97710,161,Successful,33.4,70.5,34.6,93
Pass,368310,161,Unsuccessful,34.6,93.0,36,94.1
