Event,Player,Team,Outcome,X,Y,endX,endY
Start,,18,Successful,0.0,0.0,,
Start,,26,Successful,0.0,0.0,,
Pass,101859,18,Successful,50.0,50.0,29.1,54.6
Pass,92550,18,Unsuccessful,29.7,54.3,61.8,95.3
Pass,136451,26,Unsuccessful,29.2,7.9,42,11
Pass,101859,18,Successful,54.7,89.9,65.9,95.9
Aerial,136451,26,Unsuccessful,32.2,6.8,,
Aerial,13798,18,Successful,67.8,93.2,,
BallTouch,13798,18,Successful,65.9,95.9,,
BallTouch,136451,26,Successful,31.7,5.8,,
BallTouch,13798,18,Successful,72.9,95.7,,
Pass,115916,26,Unsuccessful,20.4,10.2,16.2,2.3
Pass,13798,18,Successful,80.6,97.7,86.4,84.8
BallTouch,91762,18,Unsuccessful,88.6,76.6,,
Foul,,26,Successful,10.6,25.6,,
Foul,91762,18,Unsuccessful,89.4,74.4,,
Pass,114147,26,Successful,4.1,40.0,18.4,88
Pass,115726,26,Successful,22.9,86.3,39.2,90.8
Pass,84146,26,Unsuccessful,48.9,94.4,58.7,77.1
Interception,101859,18,Successful,39.3,15.0,,
BallRecovery,101859,18,Successful,36.7,20.9,,
Pass,101859,18,Successful,36.7,20.9,44.5,11.1
Pass,363676,18,Unsuccessful,44.6,11.1,58.4,21.3
BallRecovery,95408,26,Successful,35.1,78.7,,
Pass,95408,26,Successful,35.1,78.7,34.5,90.8
Pass,115726,26,Successful,35.2,90.9,32.6,81.5
Pass,95408,26,Successful,33.2,73.5,32.4,39.2
Pass,136451,26,Successful,31.7,31.5,38.4,6.8
Pass,318871,26,Successful,34.4,8.2,9.2,41.2
Pass,114147,26,Successful,9.9,44.2,12.8,85.6
Pass,95408,26,Unsuccessful,10.7,96.0,31.4,92.9
BallRecovery,90780,18,Successful,65.9,12.8,,
Pass,90780,18,Unsuccessful,65.9,12.8,89.4,37.6
KeeperPickup,114147,26,Successful,8.7,62.1,,
Pass,114147,26,Unsuccessful,13.8,55.2,88.2,32.8
KeeperPickup,38577,18,Successful,7.4,71.5,,
Pass,38577,18,Successful,8.2,71.4,25.6,88.1
Pass,22846,18,Successful,26.0,89.6,35.6,77.8
Pass,101859,18,Unsuccessful,35.6,77.9,38,79.9
