Event,Player,Team,Outcome,X,Y,endX,endY
Start,,26,Successful,0.0,0.0,,
Start,,29,Successful,0.0,0.0,,
Pass,8247,29,Successful,49.9,49.7,33.9,52.8
Pass,23547,29,Successful,36.3,62.0,65.7,66.7
Aerial,136451,26,Unsuccessful,32.6,28.9,,
Aerial,69517,29,Successful,67.4,71.1,,
Pass,69517,29,Unsuccessful,65.6,66.9,83.8,70.3
Aerial,93026,29,Unsuccessful,84.2,67.9,,
Aerial,95408,26,Successful,15.8,32.1,,
Pass,95408,26,Successful,15.7,34.5,15.5,23.9
Pass,318871,26,Unsuccessful,15.5,23.9,25.5,25.2
BallTouch,69517,29,Unsuccessful,71.0,72.0,,
Pass,115916,26,Unsuccessful,25.3,30.6,45,42.2
Pass,300359,29,Successful,54.3,55.2,73.5,70.2
TakeOn,69517,29,Unsuccessful,74.7,71.0,,
Tackle,115916,26,Successful,25.3,29.0,,
Pass,318871,26,Unsuccessful,22.9,24.1,62.7,11.7
Pass,23547,29,Unsuccessful,35.0,92.3,56.8,94.5
Pass,318871,26,Unsuccessful,39.9,3.4,43.3,8.2
Pass,143595,29,Unsuccessful,53.3,87.6,59.8,89.2
Pass,318871,26,Successful,37.7,9.2,36.3,29.8
BallRecovery,95408,26,Successful,38.1,32.7,,
Pass,95408,26,Successful,42.0,37.9,88.8,95
BallTouch,115726,26,Unsuccessful,90.2,97.5,,
Pass,390700,29,Successful,9.4,0.0,25.2,3.4
Pass,9767,29,Successful,22.4,4.4,10.1,3.4
Pass,390700,29,Unsuccessful,9.7,9.8,46.7,25
Pass,136451,26,Unsuccessful,55.3,69.6,70.9,77
Pass,332325,29,Successful,29.6,29.7,35.1,26.4
Pass,8247,29,Successful,35.1,26.1,32,16.2
BallRecovery,9767,29,Successful,31.8,14.3,,
Pass,9767,29,Unsuccessful,31.8,14.3,44.8,29.7
BallRecovery,95408,26,Successful,53.0,75.1,,
Pass,95408,26,Successful,53.0,75.1,58.9,68.8
Pass,243510,26,Successful,56.9,64.6,43.9,55.7
Pass,136451,26,Successful,43.2,46.4,55.2,11.1
Pass,318871,26,Successful,64.0,10.6,68.9,22.1
Pass,108226,26,Successful,69.0,22.8,61.9,20
Pass,318871,26,Unsuccessful,63.7,21.2,84.9,54.6
Clearance,300359,29,Successful,14.3,43.9,34.7,42.4
Pass,115916,26,Successful,62.2,60.0,58.4,67.5
Pass,95408,26,Successful,57.6,65.8,57.2,39.4
Pass,115916,26,Successful,57.4,38.0,64.3,10.7
Pass,318871,26,Successful,64.7,9.2,69.5,1.9
