Event,Player,Team,Outcome,X,Y,endX,endY
Start,,26,Successful,0.0,0.0,,
Start,,168,Successful,0.0,0.0,,
Pass,82699,168,Successful,50.1,49.7,45.7,49.6
Pass,82917,168,Successful,44.5,52.2,30.8,77.3
Pass,287504,168,Successful,27.8,76.7,10.6,56.9
Pass,22319,168,Unsuccessful,9.8,62.4,64.7,91.4
Aerial,318871,26,Successful,35.6,8.6,,
Aerial,346738,168,Unsuccessful,64.4,91.4,,
Pass,318871,26,Successful,35.8,8.2,37.8,20.9
Pass,115916,26,Unsuccessful,37.8,20.9,54.9,20.7
BallTouch,287504,168,Successful,42.2,87.6,,
Pass,82917,168,Successful,46.7,88.3,68.9,93.9
Pass,25028,168,Successful,67.2,96.5,60.9,97.1
Pass,346738,168,Successful,61.7,97.5,56.8,95.8
BallTouch,350138,168,Successful,57.0,95.0,,
Pass,96853,168,Successful,52.3,89.9,33.3,80.8
Pass,287504,168,Successful,31.5,79.8,27.6,48.5
Pass,86593,168,Unsuccessful,28.4,34.5,42.3,29.5
Pass,33568,26,Unsuccessful,55.2,72.4,57.1,73
BlockedPass,260592,168,Successful,42.2,31.5,,
Pass,96853,168,Successful,31.6,49.3,3.3,51.9
Pass,22319,168,Unsuccessful,7.3,51.0,38.5,8.8
Aerial,362103,168,Unsuccessful,41.3,8.9,,
Aerial,115726,26,Successful,58.7,91.1,,
Pass,115726,26,Successful,55.6,91.1,69.2,95.7
BallRecovery,124688,26,Successful,70.8,95.7,,
Pass,124688,26,Unsuccessful,87.9,84.5,100,80.9
Pass,22319,168,Unsuccessful,5.2,41.6,56.4,8.9
Pass,33568,26,Unsuccessful,43.8,92.0,61.5,100
Pass,362103,168,Successful,38.7,0.0,37.8,7.1
Pass,82699,168,Successful,37.8,7.1,38.1,3.1
TakeOn,362103,168,Unsuccessful,39.4,2.6,,
Tackle,115916,26,Successful,60.6,97.4,,
Pass,362103,168,Successful,38.7,0.0,41.2,7
Pass,260592,168,Successful,41.2,7.0,38.5,1
Pass,362103,168,Successful,38.5,1.0,40,7
Dispossessed,260592,168,Successful,40.4,6.8,,
Tackle,124688,26,Successful,59.6,93.2,,
BallRecovery,115916,26,Successful,57.9,97.1,,
Pass,115916,26,Unsuccessful,57.9,97.1,59.6,94.1
BlockedPass,260592,168,Successful,39.1,5.3,,
BallTouch,115916,26,Successful,59.4,97.1,,
Pass,362103,168,Successful,42.8,0.0,53.9,4.9
Pass,82699,168,Unsuccessful,54.1,3.1,57.9,3.2
Interception,115916,26,Successful,43.5,95.3,,
Pass,362103,168,Successful,61.3,0.0,57.2,23.6
Pass,96853,168,Successful,57.1,21.2,32.9,25.9
Pass,86593,168,Successful,27.0,34.8,13,58.1
Pass,22319,168,Successful,12.3,64.0,17.2,88.3
Pass,287504,168,Successful,15.3,87.5,5.6,65.7
