Event,Player,Team,Outcome,X,Y,endX,endY
Start,,26,Successful,0.0,0.0,,
Start,,27,Successful,0.0,0.0,,
Pass,108226,26,Successful,50.1,49.9,31.5,47
Pass,29106,26,Unsuccessful,32.9,46.0,70,76.9
Aerial,96182,26,Unsuccessful,68.9,77.6,,
Aerial,322670,27,Successful,31.1,22.4,,
Pass,322670,27,Unsuccessful,32.3,21.6,41.6,22.8
Pass,115916,26,Successful,63.3,84.5,63.5,93.9
Pass,115726,26,Unsuccessful,68.7,95.9,77,83.8
BallRecovery,68393,27,Successful,22.5,17.0,,
Pass,68393,27,Successful,21.1,16.5,21.3,3.2
Pass,75919,27,Unsuccessful,22.1,3.2,24.1,3.2
BlockedPass,115726,26,Successful,79.1,97.1,,
Pass,75919,27,Unsuccessful,23.3,0.0,35.9,2.3
Pass,33568,26,Successful,57.1,98.1,69.1,97.3
BallTouch,109915,26,Unsuccessful,63.3,95.4,,
Pass,75919,27,Successful,37.8,0.0,58.5,2.9
Pass,25832,27,Unsuccessful,58.5,2.9,63.7,12
BallRecovery,29106,26,Successful,34.9,83.9,,
Pass,29106,26,Unsuccessful,34.7,83.9,54.6,83.8
Interception,33590,27,Successful,45.7,13.2,,
Pass,95408,26,Unsuccessful,34.3,80.9,48.4,57.8
Pass,137512,27,Unsuccessful,52.2,43.7,62.4,59.6
Pass,318871,26,Successful,34.0,42.2,60.4,28.3
Pass,108226,26,Successful,71.9,28.5,83.4,28.3
Challenge,33590,27,Unsuccessful,10.8,68.2,,
TakeOn,96182,26,Successful,89.2,31.8,,
Pass,96182,26,Unsuccessful,90.3,32.4,87.7,40.3
Clearance,108638,27,Successful,12.7,57.7,14.1,59.2
BallTouch,84146,26,Successful,87.7,40.3,,
BallRecovery,108638,27,Successful,22.8,65.1,,
Pass,108638,27,Successful,24.0,63.7,56.8,2.8
Pass,322670,27,Unsuccessful,65.6,12.3,66.1,13.8
BlockedPass,115916,26,Successful,33.8,91.7,,
Pass,322670,27,Successful,57.4,7.1,50.4,2.1
Pass,75919,27,Successful,48.1,3.2,33.2,27.9
Pass,68393,27,Successful,36.2,26.8,54.5,26.4
Pass,108638,27,Successful,54.5,26.4,44.1,37.6
Pass,33590,27,Successful,44.5,38.6,41.6,92.4
BallTouch,137512,27,Unsuccessful,41.7,97.4,,
Pass,318871,26,Successful,45.9,0.0,58,28.2
Pass,33568,26,Unsuccessful,58.4,28.9,68.6,34.2
BallRecovery,68393,27,Successful,31.4,64.9,,
Pass,68393,27,Successful,31.4,64.9,8.8,61.7
Pass,11530,27,Unsuccessful,8.7,61.7,84.6,80.2
KeeperSweeper,114147,26,Successful,0.0,0.0,,
Clearance,114147,26,Successful,13.1,20.0,40.6,0
Pass,137512,27,Successful,56.3,100.0,43.4,89.9
Pass,25241,27,Successful,45.5,90.6,68.5,87.4
Challenge,84146,26,Unsuccessful,32.0,9.4,,
TakeOn,25832,27,Successful,68.0,90.6,,
Pass,25832,27,Unsuccessful,74.4,92.1,90.2,74.7
BallRecovery,95408,26,Successful,9.2,25.9,,
Pass,95408,26,Unsuccessful,8.3,4.1,53.3,9.4
Pass,25241,27,Successful,46.7,90.9,53.7,82.7
Pass,33590,27,Successful,53.7,82.7,41.7,66.3
BallRecovery,68393,27,Successful,41.2,64.8,,
Pass,68393,27,Successful,41.2,64.8,45.7,30.3
Pass,75919,27,Successful,45.3,33.4,45.6,43
Pass,108638,27,Successful,40.2,42.4,28,38.8
Pass,68393,27,Unsuccessful,28.6,38.9,48.2,32.5
